,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
186,186,2.25,0.02,2060,500000.0,17.15,2.43,0.81,,2.06,500000.0,100.0,2060.0,2.059219377186764,0.0422730353250501,0.0235647397671429,1.244237323276444e-05,-4.2917851859604135e-06,23450000000000.0,586047094355342.8,691004432132964.0,699436794939378.0,688955372958079.1,1.000379163768558,100.0379163768558,23458891390372.68,586269302180190.8,691266435977541.8,699701996030415.4,689216599873658.2,0.0020619967678468,0.0515320773717176,0.060761147361452,0.061502618783718,0.0605809702443629,0.0012567931141671,0.0314089532095303,0.0370340985997322,0.0374860276194022,0.0369242801152325
187,187,2.25,0.02,2070,500000.0,17.15,2.43,0.81,,2.07,500000.0,100.0,2070.0,2.001385462291746,0.0417970376446106,0.0231772773448,1.138560269702667e-06,-1.8723997290371609e-06,23450000000000.0,580131660070818.4,687033979686057.1,696432050606220.2,686524749065144.9,1.0482447424322223,104.82447424322224,24581339210035.617,608119962587712.8,720179757078195.8,730031235509262.0,719645958757138.8,0.0020721620052578,0.0512634023047286,0.0607098383380173,0.061540299979104,0.0606648401143683,0.0012599127463411,0.0311690948008219,0.0369127022676311,0.0374176382737432,0.036885342517093
188,188,2.25,0.02,2080,500000.0,17.15,2.43,0.81,,2.08,500000.0,100.0,2080.0,2.0789149859018834,0.0421854209241852,0.0231931078350994,-1.3513576287266992e-05,-1.1364942699053136e-06,23450000000000.0,574216225786294.4,683063527239150.4,693427306273062.9,684094125172210.1,1.000522281852401,100.0522281852401,23462247509438.805,574516128500376.8,683420278923464.6,693789470771088.5,684451415119122.0,0.0020827976328682,0.051001117092632,0.0606687888116129,0.0615892858026323,0.0607603251414814,0.0012630138904598,0.0309272097780593,0.0367897110008321,0.0373479027653305,0.0368452188688462
189,189,2.25,0.02,2090,500000.0,17.15,2.43,0.81,,2.09,500000.0,100.0,2090.0,2.0894686211979208,0.0419388363147993,0.0232310132653488,-9.27836897882634e-07,5.53751526900654e-06,23450000000000.0,568300791501770.2,679093074792243.9,690422561939905.1,681647698514579.1,1.0002543608650754,100.02543608650754,23455964762286.02,568445344982719.8,679265809494214.6,690598178420027.8,681821083012850.0,0.0020934392718549,0.0507336117337354,0.0606243118130004,0.0616357230422067,0.0608523693663117,0.0012660414743309,0.0306819774812939,0.0366635393440471,0.0372752067475369,0.0368014608614792
190,190,2.25,0.02,2100,500000.0,17.15,2.43,0.81,,2.1000000000000005,500000.0,100.0,2100.0,2.0319079832053832,0.0418456882962939,0.0230290411760196,8.043328929875658e-06,2.990924830406916e-06,23450000000000.0,562385357217246.4,675122622345337.0,687417817606747.6,679190335595085.1,1.0475143993102385,104.75143993102384,24564212663825.09,589106759646297.8,707200668206828.6,720080062285487.1,711461656408204.9,0.0021040080229035,0.0504589894903435,0.0605741327871327,0.0616772965173321,0.0609391008601537,0.0012690286654364,0.0304342490119568,0.0365351795497159,0.0372005507750408,0.0367553093883815
191,191,5.0,0.02,200,500000.0,17.15,2.43,0.81,,0.1999999999999999,500000.0,100.0,200.0,0.1998793027800416,0.0808648953017599,0.0741885320300378,3.773501416848402e-05,-9.873605986485674e-06,2248962582613116.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.000604701547862,100.0604701547862,2250322533767906.5,1475891934783096.5,1196723223051243.0,1034625261400489.2,922657595297283.6,0.0186921733617025,0.0122594105929837,0.0099405119113278,0.0085940546123017,0.0076640017001967,0.0110899418747841,0.0072734265975649,0.0058976394648729,0.0050987953233099,0.0045470011292301
192,192,5.0,0.02,210,500000.0,17.15,2.43,0.81,,0.21,500000.0,100.0,210.0,0.2098661115788417,0.0808196461873394,0.071431087833422,6.80652963904969e-06,2.1417108727569684e-05,2244877979299212.0,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0006388289096142,100.0638828909614,2246312072250944.5,1475942272641680.5,1196764039375898.5,1034660549092541.2,922689064137555.2,0.0196553365791495,0.0129145644981986,0.0104717417897258,0.0090533286041609,0.0080735728296874,0.0114427169356278,0.0075184520654078,0.0060963177425273,0.0052705623292418,0.0047001794233983
193,193,5.0,0.02,220,500000.0,17.15,2.43,0.81,,0.22,500000.0,100.0,220.0,0.2113151057040883,0.0782510437197783,0.0697349708451136,-2.2850350198591825e-05,-9.739727147369482e-06,2240130092109011.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0551021949734287,105.51021949734286,2363566177210247.0,1556275737585807.2,1261902225188220.8,1090975669602525.2,972909733984998.6,0.0206172394295917,0.0135752955892026,0.0110074939150416,0.0095165122977868,0.0084866305510533,0.0118616403701729,0.0078102247756215,0.0063329009028089,0.0054750999444017,0.0048825818749834
194,194,5.0,0.02,230,500000.0,17.15,2.43,0.81,,0.23,500000.0,100.0,230.0,0.2299151673348319,0.076676126500234,0.0680794671357569,-8.380985995204836e-06,3.231163769518072e-07,2235693029846780.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003690393677809,100.03690393677807,2236518088589067.5,1475544333067476.5,1196441371083866.0,1034381586706285.4,922440291201030.8,0.0215660680201934,0.0142282280729592,0.0115369225594978,0.0099742290355523,0.0088948129532716,0.0122987591172216,0.008114114708827,0.0065793092825472,0.0056881319382557,0.0050725594393283
195,195,5.0,0.02,240,500000.0,17.15,2.43,0.81,,0.24,500000.0,100.0,240.0,0.2398540582201206,0.0768172816211885,0.067066649774779,-5.034477836974628e-07,2.7503147019617885e-07,2230127496286516.0,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0006089430367933,100.06089430367936,2231485516896540.8,1475898190979270.2,1196728295872005.0,1034629647100044.4,922661506374227.2,0.0225180202870556,0.0148933547425935,0.0120762388285708,0.0104404941042994,0.0093106185817936,0.0127223575307857,0.0084145311822557,0.0068229012162562,0.0058987289779339,0.0052603655614631
196,196,5.0,0.02,250,500000.0,17.15,2.43,0.81,,0.25,500000.0,100.0,250.0,0.2499029925832473,0.0738367183434963,0.0656221691515005,-1.2710009556192497e-06,-1.469945634686335e-05,2224604024268488.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003883487396803,100.03883487396809,2225467946437602.8,1475572814391029.2,1196464465092658.5,1034401552596830.0,922458096372859.6,0.0234587674164329,0.0155540858335976,0.0126119909538866,0.0109036777979252,0.0097236763031595,0.0131400119566951,0.0087123449497932,0.0070643827525103,0.0061075014766686,0.0054465445953926
197,197,5.0,0.02,260,500000.0,17.15,2.43,0.81,,0.2599999999999999,500000.0,100.0,260.0,0.2598979632901034,0.0735740425413861,0.0640081557670218,-8.504071196255572e-06,4.85670975573965e-06,2219117378266456.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003927042663254,100.03927042663256,2219988835128380.0,1475579238792830.5,1196469674302525.5,1034406056211380.8,922462112603978.8,0.0243850156765448,0.0162081999245128,0.0131423777015033,0.0113622228623365,0.0101325973900971,0.0135504550872059,0.0090066985412201,0.0073030586137622,0.0063138483333028,0.0056305604914298
198,198,5.0,0.02,270,500000.0,17.15,2.43,0.81,,0.27,500000.0,100.0,270.0,0.2698958721614189,0.0722675304973591,0.0629931216196984,-1.1880388681145766e-05,1.5896890772644806e-05,2213405540482650.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003859455754411,100.0385945575441,2214259794557656.0,1475569269723775.5,1196461590908227.5,1034399067725005.8,922455880415114.0,0.0253266612256405,0.0168775331156322,0.0136851048178278,0.0118314367739414,0.01055103273622,0.0139521160119427,0.0092976053150785,0.0075389396317516,0.0065177789124007,0.0058124216007009
199,199,5.0,0.02,280,500000.0,17.15,2.43,0.81,,0.2800000000000001,500000.0,100.0,280.0,0.2798739976285788,0.0710265474787405,0.06257246987297,-8.561094352979758e-06,1.519145985894411e-05,2208072598289464.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0004503599062322,100.04503599062322,2209067025657784.0,1475664280861692.5,1196538630447853.5,1034465672143044.0,922515276869536.6,0.0262588567246217,0.0175410055352444,0.0142230797424761,0.0122965421853848,0.0109658042061348,0.014373413953011,0.009601489370012,0.007785343245108,0.0067308067854863,0.0060023954902291
200,200,5.0,0.02,290,500000.0,17.15,2.43,0.81,,0.29,500000.0,100.0,290.0,0.2898832976616518,0.0700351504159977,0.0613160974344548,7.477699684676511e-06,1.3008357903034464e-05,2202153936039360.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0004027106194724,100.0402710619472,2203040766815116.0,1475593998163721.5,1196481641900888.8,1034416402780534.2,922471339462215.4,0.0271749328503354,0.0182017366262484,0.0147588318677918,0.0127597258790107,0.0113788619275008,0.0148390122574298,0.0099391521734734,0.0080591362708301,0.0069675141338113,0.0062134862502779
201,201,5.0,0.02,300,500000.0,17.15,2.43,0.81,,0.2999999999999999,500000.0,100.0,300.0,0.2903537187940955,0.0693953433948478,0.059535147834732,1.5796964009797657e-05,-8.427430618934976e-06,2195388868388684.0,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.047205437017042,104.7205437017042,2299023159343321.0,1544628019600137.2,1252457702672382.2,1082810421875621.6,965628133473414.4,0.0280604611130387,0.018852778538551,0.0152867275471912,0.0132161172941435,0.011785862434168,0.0152947203783548,0.0102759528769184,0.0083322302649453,0.0072036171354125,0.0064240380663095
202,202,5.0,0.02,310,500000.0,17.15,2.43,0.81,,0.31,500000.0,100.0,310.0,0.30964239420598,0.0684938497478214,0.0586396086497387,-6.9555956792037005e-06,1.526183169475332e-05,2189017838823663.5,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0011580015170936,100.11580015170934,2191552724801965.2,1476708052237712.8,1197384969814443.8,1035197373568674.8,923167793198911.8,0.028970374339205,0.0195207646975094,0.0158283624259127,0.0136843869133727,0.0122034556797108,0.0157501427417808,0.0106127324008517,0.0086053070857077,0.0074397052898174,0.0066345766419156
203,203,5.0,0.02,320,500000.0,17.15,2.43,0.81,,0.3199999999999999,500000.0,100.0,320.0,0.3198841183664456,0.067768980352179,0.0579291982690086,1.2486616654999957e-05,-4.025007018295958e-05,2182703762334440.8,1475000000000000.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003625932542497,100.03625932542496,2183495195994688.8,1475534825050018.2,1196433661532082.5,1034374921424894.2,922434347239743.6,0.0298667636956594,0.0201829846135334,0.0163653217612108,0.0141486142985718,0.0126174441438231,0.016205629026598,0.0109512354478498,0.0088797814207649,0.0076770016631027,0.0068461926823472
204,204,5.0,0.02,330,500000.0,17.15,2.43,0.81,,0.33,500000.0,100.0,330.0,0.3297683132722567,0.066788127540938,0.0577473937080097,-1.9535460638689177e-06,9.73601916628071e-06,2175316289377868.5,1473688058828444.8,1196000000000000.0,1034000000000000.0,922100000000000.0,1.000702862750795,100.0702862750795,2176845238168870.8,1474723859271287.0,1196840623849950.8,1034726760084322.2,922748109742508.2,0.0307372602695523,0.0208232401152551,0.0168995025973433,0.0146104395364991,0.0130292904222493,0.0166500799040013,0.0112797500082545,0.0091542989230686,0.0079143353565659,0.0070578420041485
205,205,5.0,0.02,340,500000.0,17.15,2.43,0.81,,0.3399999999999999,500000.0,100.0,340.0,0.3398814937515226,0.0658950371511938,0.0559477528003123,1.6260605983808255e-05,8.999589703132303e-08,2167867685099320.8,1471602059405940.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.000348948735248,100.0348948735248,2168624159786220.8,1472115573083358.5,1196417342687356.5,1034360812992246.0,922421765628772.0,0.0315874154223797,0.0214423167550261,0.0174265934700877,0.0150661351572496,0.0134356704337524,0.0170905482640313,0.0116014857339288,0.0094287561294798,0.0081516169213061,0.0072694448386232
206,206,5.0,0.02,350,500000.0,17.15,2.43,0.81,,0.35,500000.0,100.0,350.0,0.3497725344327477,0.0652019183423131,0.0560697798396109,4.110144365919883e-06,-3.334240274145152e-07,2160058616818780.5,1469266876687668.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0006511030489114,100.06511030489114,2161465037570018.5,1470223520830744.8,1196778719246498.0,1034673240552574.4,922700382121401.2,0.0324477778550182,0.0220709034714579,0.0179659672253504,0.0155324499255956,0.0138515203833575,0.0175248352370963,0.0119203524074711,0.0097033028550102,0.008388975879666,0.0074811166911412
207,207,5.0,0.02,360,500000.0,17.15,2.43,0.81,,0.3599999999999999,500000.0,100.0,360.0,0.3598883975864339,0.0648720706822203,0.0546814952311704,-2.1466027301332e-06,-4.673635626430619e-06,2152263003563856.0,1467016651665166.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003103013979824,100.03103013979828,2152930853782688.5,1467471868983041.8,1196371120471987.0,1034320851645514.0,922386128919079.8,0.03328171857748,0.022685348058462,0.0184944569287092,0.0159893549032486,0.0142589788745508,0.0179542273498549,0.0122378865623788,0.0099770594369134,0.0086256517205421,0.0076921793534932
208,208,5.0,0.02,370,500000.0,17.15,2.43,0.81,,0.37,500000.0,100.0,370.0,0.3696533044818295,0.0644497177982541,0.0540557099806666,-5.391732170431141e-06,-1.297927032204225e-06,2144593945955700.0,1464886586231369.8,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0009385412335468,100.09385412335466,2146606735803194.5,1466261442695017.5,1197122495315321.8,1034970451635487.2,922965428871453.4,0.03413009321415,0.023312905377971,0.0190337157115926,0.0164555702723969,0.0146747401819896,0.0183799757111756,0.0125546283133617,0.0102501692649188,0.0088617684113093,0.0079027433772422
209,209,5.0,0.02,380,500000.0,17.15,2.43,0.81,,0.3799999999999999,500000.0,100.0,380.0,0.3676273993068519,0.0644195963719782,0.0531667028795502,-3.215693034212064e-06,1.4708186982583727e-05,2136924888347544.0,1462825281803542.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0476762225924383,104.7676222592438,2238805394987722.0,1532567265552654.5,1253020762220556.2,1083297214160581.2,966062244852487.4,0.0349532008924007,0.0239271048899152,0.0195627036285949,0.0169129059799056,0.0150825827892369,0.0188021863773726,0.0128709781686672,0.0105232593948245,0.0090978680721142,0.0081132922140197
210,210,5.0,0.02,390,500000.0,17.15,2.43,0.81,,0.39,500000.0,100.0,390.0,0.3898702088529944,0.0640635200707863,0.0524217943789543,-2.7622236325534077e-05,1.0219696366836084e-05,2128304288036004.5,1460763751584284.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003330520613851,100.03330520613852,2129013124166389.2,1461250261962946.0,1196398330265416.8,1034344375831472.4,922407107305803.4,0.0357655424592381,0.0245477154154565,0.0200984365918475,0.0173760731069986,0.0154956257369085,0.0192097360666829,0.013184621335141,0.0107949058153492,0.0093327195761464,0.0083227279701786
211,211,5.0,0.02,400,500000.0,17.15,2.43,0.81,,0.3999999999999999,500000.0,100.0,400.0,0.3998179450359601,0.0625099599832583,0.0519268564826606,6.130566626942529e-07,-1.467012175920018e-05,2119553194149268.5,1458228897338403.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0004555385471892,100.0455538547189,2120518732332021.2,1458893176811766.0,1196544824102438.0,1034471026857793.6,922520052094363.2,0.0365643779497093,0.0251558831770061,0.0206321767005261,0.0178375173146689,0.0159071322203638,0.0196706622071912,0.0135331956468409,0.0110995619570866,0.0095961095849728,0.0085576137797906
212,212,5.0,0.02,410,500000.0,17.15,2.43,0.81,,0.41,500000.0,100.0,410.0,0.3966181969391104,0.0620092021544705,0.0513180084530146,8.435334370327616e-06,1.198869990131688e-05,2110570466700011.5,1455767611529721.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.047787975585647,104.77879755856468,2211430356634458.8,1525335798607878.8,1253154418800433.5,1083412766755559.0,966165292287524.8,0.0373598586688667,0.0257689914075701,0.021170764811197,0.0183031528551654,0.0163223764484989,0.0201869945452458,0.0139239950983703,0.0114393932147946,0.0098899101873726,0.0088196191332459
213,213,5.0,0.02,420,500000.0,17.15,2.43,0.81,,0.42,500000.0,100.0,420.0,0.4198667585110968,0.0616292527559267,0.0502885734965094,-4.296445224205694e-06,-2.3109094835933173e-06,2101336501096532.8,1453375553163497.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003174138568158,100.0317413856816,2102003494419814.8,1453836874703229.0,1196379626972751.8,1034328205927947.6,922392687317370.0,0.0381234310958121,0.0263678200652077,0.0216983922217114,0.0187593123388374,0.0167291701234449,0.0206954824012816,0.0143138941179827,0.0117790734320832,0.010183580208005,0.0090815080365583
214,214,5.0,0.02,430,500000.0,17.15,2.43,0.81,,0.43,500000.0,100.0,430.0,0.429867858835422,0.0609055391781101,0.0504060340458863,-9.42651486033518e-06,2.1341629324009643e-05,2092102535493055.5,1451099103669880.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003074994178518,100.03074994178516,2092745855804804.8,1451545315799503.5,1196367769303750.5,1034317954398058.4,922383545213201.0,0.0388884427096926,0.0269733358675237,0.0222314999823041,0.0192202098509217,0.0171401890749854,0.0211978050960698,0.0147029676857718,0.0121182276990667,0.0104767955190926,0.0093429914392219
215,215,5.0,0.02,440,500000.0,17.15,2.43,0.81,,0.44,500000.0,100.0,440.0,0.4397620256876678,0.0601925316937496,0.0495079148677694,-1.1278489209756756e-05,2.263569074537264e-05,2082243412174160.0,1448779877886912.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.00054156837555,100.05415683755496,2083371089356390.0,1449564491251908.5,1196647715777157.5,1034559981700318.2,922599380199094.2,0.039631721822359,0.0275748938700174,0.0227636879638626,0.0196803121694264,0.0175504988891954,0.0216869858111011,0.0150893351235702,0.0124565816265421,0.0107693188978633,0.0096038577908313
216,216,5.0,0.02,450,500000.0,17.15,2.43,0.81,,0.45,500000.0,100.0,450.0,0.4495997372831766,0.060201719692663,0.0490026028827596,-8.594095067296208e-06,-3.315350690614937e-06,2072299524113928.5,1445594319086806.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0008907476592437,100.08907476592437,2074145420064284.8,1446881978842749.0,1197065334200455.5,1034921033079658.0,922921358416588.4,0.0403538183497861,0.0281500091473769,0.0232896674369408,0.0201350469312683,0.0179560220264239,0.0221696775496411,0.0154651195682973,0.012794933377552,0.011061840394974,0.0098647224644154
217,217,5.0,0.02,460,500000.0,17.15,2.43,0.81,,0.4600000000000001,500000.0,100.0,460.0,0.459842503368003,0.0597225698997526,0.0482021215654176,-1.5527817111240643e-06,-1.911863323182987e-05,2062298954201225.2,1442536417224498.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003426027090985,100.03426027090984,2063005503409906.8,1443030634109012.5,1196409752840082.0,1034354251201208.0,922415913958059.6,0.0410849397630672,0.0287380845958168,0.0238266076101756,0.0205992577499344,0.018369995716842,0.0226558042325852,0.0158472769432555,0.0131389010341941,0.0113592171148466,0.0101299169261123
218,218,5.0,0.02,470,500000.0,17.15,2.43,0.81,,0.4699999999999998,500000.0,100.0,470.0,0.4698995816394301,0.0594143238389015,0.0475909007872518,8.148718618257574e-06,6.154476852118321e-06,2051480346195456.0,1440038665201318.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0002137063321088,100.02137063321092,2051918760535635.2,1440346410582554.0,1196255592773202.5,1034220972347400.6,922297058608837.8,0.041781050101489,0.0293282495883708,0.0243580865953955,0.0210587471067215,0.0187797589043597,0.0231294228039853,0.0162357212942826,0.0134843064545405,0.0116578368511664,0.0103962198843911
219,219,5.0,0.02,480,500000.0,17.15,2.43,0.81,,0.4800000000000001,500000.0,100.0,480.0,0.479853360001124,0.0589985622756725,0.0474127983317026,-7.77172809035276e-06,1.878848902037623e-05,2040661738189686.5,1437482229212639.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.000305656323825,100.03056563238252,2041285479354751.5,1437921604746383.8,1196365564963294.8,1034316048638835.2,922381845696199.2,0.0424685261364555,0.0299156643551146,0.0248901404425115,0.0215187334594957,0.0191899653027088,0.023594329232909,0.0166203091613736,0.0138282681712809,0.0119552084357059,0.0106614097665034
220,220,5.0,0.02,490,500000.0,17.15,2.43,0.81,,0.4900000000000001,500000.0,100.0,490.0,0.4898520689139275,0.0594220993635555,0.0471743822332561,1.8272178943181105e-05,1.1998656213716e-05,2029837576821772.8,1434665195549086.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0003021538903607,100.03021538903609,2030450900142410.8,1435098685219287.2,1196361376052871.5,1034312427122633.2,922378616102301.8,0.0431360793019867,0.0304880707469725,0.0254161965638425,0.0219735344874691,0.0195955475347151,0.0240507211862547,0.0169987653237757,0.0141709183371209,0.0122514461208888,0.0109255884604174
221,221,5.0,0.02,500,500000.0,17.15,2.43,0.81,,0.5,500000.0,100.0,500.0,0.4997762541044267,0.0577849630865282,0.0464941916186848,6.665868678749382e-07,1.630619148273239e-05,2018635978323392.5,1431833671310174.2,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0004478368077885,100.04478368077883,2019539997816012.0,1432474899130817.8,1196535612822114.8,1034463063259253.0,922512950320461.6,0.0438026121604012,0.0310695220218428,0.0259521403097904,0.0224368838464242,0.0200087529930249,0.024493728988179,0.0173735860639666,0.0145120270244035,0.0125463511231047,0.0111885786949852
222,222,5.0,0.02,510,500000.0,17.15,2.43,0.81,,0.5099999999999999,500000.0,100.0,510.0,0.5096165890400869,0.0577754490289913,0.0459333670745821,-1.6962491296925815e-05,7.970006556808119e-06,2007434379825012.5,1428747795803209.5,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0007536344514578,100.07536344514578,2008947251532689.2,1429824549364571.0,1196901346803943.5,1034779258022807.6,922794926327689.2,0.0444487816183666,0.0316354543897545,0.0264819330334475,0.0228949153483151,0.0204172160954365,0.0249271022004243,0.0177413232943246,0.0148512023761923,0.0128395846630291,0.0114500783537516
223,223,5.0,0.02,520,500000.0,17.15,2.43,0.81,,0.5199999999999999,500000.0,100.0,520.0,0.5197720492903499,0.0570091897113111,0.045582024286258,6.382810385188783e-06,8.533530031227072e-06,1996232781326632.5,1425661920296244.0,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0004387155814034,100.0438715581403,1997108559751908.0,1426287380394491.2,1196524703835358.0,1034453631911170.6,922504539637612.0,0.0450857307518309,0.0321991553704966,0.0270121473224954,0.02335331131393,0.0208260042191245,0.0253455761043799,0.0181012069524133,0.0151852576034209,0.0131283916069709,0.0117076304649785
224,224,5.0,0.02,530,500000.0,17.15,2.43,0.81,,0.5300000000000001,500000.0,100.0,530.0,0.5297223607517253,0.0570497311948639,0.0450128235385583,-3.173781439180258e-05,-7.504724560694202e-06,1984441385484864.0,1422726483357452.8,1196000000000000.0,1034000000000000.0,922100000000000.0,1.0005244367473716,100.05244367473716,1985482099470416.8,1423472613406784.2,1196627226349856.5,1034542267596782.2,922583583124751.2,0.0456914397324901,0.0327580455868498,0.027537705230183,0.0238076816120478,0.0212312023350766,0.0257679837205011,0.0184741122262591,0.0155300674311372,0.0134264964245784,0.0119734742293074
225,225,5.0,0.02,540,500000.0,17.15,2.43,0.81,,0.54,500000.0,100.0,540.0,0.5397469707685332,0.0565437843778622,0.0447996637185926,3.2242806086488765e-06,-7.887697489513375e-06,1972410721280286.5,1419832127351664.2,1195381699674103.8,1034000000000000.0,922100000000000.0,1.000469045522214,100.0469045522214,1973335871697069.2,1420498093253294.5,1195942388107672.5,1034484993069969.4,922532506876033.6,0.0462969090516617,0.0333266485318837,0.0280582929481897,0.0242703020435547,0.0216437577508334,0.0261951814791389,0.0188564987224096,0.015875618714686,0.0137323415235993,0.0122462206179022
226,226,5.0,0.02,550,500000.0,17.15,2.43,0.81,,0.5499999999999999,500000.0,100.0,550.0,0.5317729826942148,0.0567802677283143,0.0442071932967801,-2.9030062539847754e-06,-1.569781742973654e-05,1960380057075708.5,1416720461764933.8,1193376184507395.5,1034000000000000.0,922100000000000.0,1.04830724984533,104.830724984533,2055080626284667.2,1485158331072403.5,1251024906011860.5,1083949696340071.0,966644115082378.6,0.0466645274922854,0.0337233541518117,0.0284069079205254,0.0246131464421235,0.0219494993561723,0.0266107956045818,0.0192309947761316,0.0161992515740409,0.014035830733854,0.012516866073198
227,227,5.0,0.02,560,500000.0,17.15,2.43,0.81,,0.5600000000000002,500000.0,100.0,560.0,0.5598077147308572,0.0563927197782176,0.0452726163203441,3.0743874269077386e-06,-2.419944379687308e-06,1948188333376485.2,1413233981560393.8,1191403478756772.2,1034000000000000.0,922100000000000.0,1.0003435699048109,100.03435699048104,1948857672256736.5,1413719526224913.2,1191812809136559.5,1034355251281573.8,922416805809225.6,0.0472506984836062,0.03427609723633,0.0288958955264295,0.0250782849866328,0.0223643003734758,0.02700891753478,0.0195925206056231,0.016517149680607,0.0143349697010867,0.0127836320709593
228,228,5.0,0.02,570,500000.0,17.15,2.43,0.81,,0.5700000000000001,500000.0,100.0,570.0,0.5698254421041952,0.0559814596144776,0.0436637804702874,3.461366453550534e-06,2.437980877119009e-06,1934983766149703.5,1409747501355853.8,1189502518771979.8,1034000000000000.0,922100000000000.0,1.000306390950776,100.03063909507758,1935576627665550.0,1410179435233147.5,1189866971579656.5,1034316808243102.2,922382523095710.4,0.0477843869317344,0.0348136874630618,0.0293747418493203,0.0255346101356339,0.0227712417853657,0.0273745888988347,0.0199439700610855,0.0168281217729824,0.0146281976193103,0.0130451267164081
229,229,5.0,0.02,580,500000.0,17.15,2.43,0.81,,0.58,500000.0,100.0,580.0,0.5611577288129048,0.0555766723367254,0.0431966111025936,1.0455950414301153e-05,-1.3931528965609013e-06,1921779198922921.2,1406436496138646.2,1187528352835283.8,1034000000000000.0,922100000000000.0,1.0475344294198448,104.75344294198447,2013129876614648.5,1473290652497842.5,1243976835507196.8,1083150600020119.4,965931497368038.8,0.0483105464002146,0.0353556306800188,0.0298526197095759,0.0259931552000451,0.0231801628723032,0.0276638385311854,0.0202455267261461,0.0170943637138188,0.0148843368984727,0.0132735464739668
230,230,5.0,0.02,590,500000.0,17.15,2.43,0.81,,0.59,500000.0,100.0,590.0,0.5896984450995433,0.0554250384677012,0.0431077542773766,-8.62075977970232e-06,-2.123624130033837e-05,1908574631696139.5,1403173380225517.8,1185278127812781.5,1034000000000000.0,922100000000000.0,1.000511551803283,100.05115518032828,1909550966490683.2,1403891176098490.5,1185884458976455.8,1034528944564594.4,922571701917807.0,0.0488274711659491,0.0358976833423073,0.0303232227067674,0.0264530421536218,0.0235902806284862,0.0279173006144365,0.0205246430605221,0.0173374230466739,0.0151246319404727,0.0134878366656767
