,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
352,352,2,25,3000,0.0012,100000.0,1910,17.15,2.43,0.81,,69.4,0.0693999999999999,1910.0,0.0027369017287598,0.0081742953331508,0.0040970951177112,-0.0002817417407212,3.418111122211949e-05,378230000000.0,499875954963.7703,553137885831.5757,2.800529018327488,0.1939521282802382,1057039099127.2992,1397002958808.9312,1545854037312.1846,3.071165026997083e-05,4.058910056636175e-05,4.491388123821591e-05,1.9394719434715948e-05,2.5632429735036965e-05,2.836357270553725e-05
353,353,2,25,3000,0.0012,100000.0,1915,17.15,2.43,0.81,,74.8,0.0747999999999999,1915.0,0.0025990456984624,0.008305450550927,0.0041161851507093,-3.896209054356e-05,-4.800193802302947e-05,407660000000.0,536327084772.3945,594589172619.6101,2.9594987618143493,0.2218055107938305,1208840033826.3765,1590378382226.0298,1763143785365.9585,3.3190471788815296e-05,4.3666165374860695e-05,4.8409692292023245e-05,2.0938498361531437e-05,2.7547180949202063e-05,3.0539676241672055e-05
354,354,2,25,3000,0.0012,100000.0,1920,17.15,2.43,0.81,,74.4,0.0743999999999999,1920.0,0.0026552392470322,0.0081034990552606,0.0040108512168107,-1.4192990474439997e-05,-6.623871838673046e-05,405480000000.0,531045484183.9906,589829790993.8795,2.900560840542398,0.2151018583344013,1172305127922.4873,1535334281022.4236,1705288765373.3203,3.3101673074204804e-05,4.335230838756845e-05,4.81512106908009e-05,2.0861136692202024e-05,2.7321230234139386e-05,3.0345565490421896e-05
355,355,2,25,3000,0.0012,100000.0,1925,17.15,2.43,0.81,,70.6,0.0706,1925.0,0.0027095624459444,0.007951970663353,0.0041437877057473,1.616475966840006e-06,-3.343476115931999e-05,384770000000.0,501631924284.87335,558205002166.8622,2.8679210742852543,0.2019920411392265,1100856624208.785,1435207596131.7212,1597067532036.9812,3.150110263282713e-05,4.106858312966281e-05,4.5700218477053336e-05,1.9827986024508643e-05,2.5850120290479632e-05,2.876544684298505e-05
356,356,2,25,3000,0.0012,100000.0,1930,17.15,2.43,0.81,,67.2,0.0671999999999999,1930.0,0.0025705464425821,0.0081405798120952,0.0039763999527372,-0.0001659699782765,0.000186682840637,366240000000.0,475294032632.5643,529895727949.9743,3.020659572410758,0.2024520810986315,1103363841987.542,1431908720836.6597,1596406144177.7769,3.0064197998825528e-05,3.901631144802768e-05,4.349849848137782e-05,1.8903978073367504e-05,2.4532950991940844e-05,2.735129210992089e-05
357,357,2,25,3000,0.0012,100000.0,1935,17.15,2.43,0.81,,68.6,0.0686,1935.0,0.0027665959304559,0.007775609300482,0.004011473134702,1.5864542534520008e-05,-3.845425663772e-05,373870000000.0,482970588309.82,539478615263.5853,2.819000883183671,0.1943928626758012,1059441101583.1168,1368601096935.303,1528728751799.7896,3.077236277242133e-05,3.975217629625146e-05,4.440321945289689e-05,1.9328838935820416e-05,2.496926929729302e-05,2.789069800665812e-05
358,358,2,25,3000,0.0012,100000.0,1940,17.15,2.43,0.81,,65.0,0.065,1940.0,0.0028348270710279,0.0079565954011347,0.003954403366824,0.0003214151644412,-4.0928524102287657e-05,354250000000.0,455516574683.722,509787617141.6742,2.750267726660513,0.1792379281781612,976846708570.9788,1256089955340.3535,1405742712420.8516,2.9240536562061097e-05,3.759929162078816e-05,4.207893707245485e-05,1.8343991921911813e-05,2.3587840130684926e-05,2.639813671344402e-05
359,359,2,25,3000,0.0012,100000.0,1945,17.15,2.43,0.81,,68.2,0.0681999999999999,1945.0,0.0028432397580688,0.0078483664250547,0.0040969957286957,9.225887347408e-05,-2.0720942067430197e-05,371690000000.0,475729582986.4235,533436728924.3096,2.741944703165402,0.1870799483184549,1019585718335.5796,1304977504379.1829,1463274423435.858,3.0761459566225026e-05,3.937188606498416e-05,4.414779081477706e-05,1.92774771083525e-05,2.4673427172608524e-05,2.766637340416158e-05
360,360,2,25,3000,0.0012,100000.0,1950,17.15,2.43,0.81,,63.0,0.063,1950.0,0.0025564912818199,0.0078423513215835,0.0039499538230723,2.2160899605444457e-05,6.413180397955998e-05,343350000000.0,437413236127.8389,491426421598.743,3.0739618228831835,0.1934503356318135,1054304329193.3835,1343138687916.3196,1508993749152.6655,2.849120532989549e-05,3.629657878122126e-05,4.077859642436456e-05,1.7835807715084203e-05,2.2722057293166912e-05,2.5527849604622347e-05
361,361,2,25,3000,0.0012,100000.0,1955,17.15,2.43,0.81,,61.4,0.0613999999999999,1955.0,0.0027376398875148,0.0077652081636105,0.0044152778274421,-0.0002513297580201,3.346786042388878e-05,334630000000.0,424312522257.8602,477642012057.8119,2.8677765113351272,0.175760504494615,957894749495.652,1214615357905.9294,1367273632037.525,2.7846155224206915e-05,3.530906481297889e-05,3.9746865521215485e-05,1.7409785232664612e-05,2.2075695197799272e-05,2.4850267005421825e-05
362,362,2,25,3000,0.0012,100000.0,1960,17.15,2.43,0.81,,57.8,0.0578,1960.0,0.0028115555680234,0.0087977694485248,0.0039946428322133,-0.0001932160630637,2.2388361920479412e-05,315010000000.0,397559240768.50574,448409645125.4901,2.8338455441927834,0.1622826072567709,884440209549.4016,1116210209877.776,1258980732353.7708,2.6282502214179972e-05,3.3169904529271966e-05,3.741255036624346e-05,1.641446511385545e-05,2.0715921044682702e-05,2.3365621652102032e-05
363,363,2,25,3000,0.0012,100000.0,1965,17.15,2.43,0.81,,61.0,0.0609999999999999,1965.0,0.0027290084700345,0.0077888420296347,0.0041800060454634,-0.0003321012885613,8.689921052032746e-05,332450000000.0,417590601002.1027,471939847500.814,2.883937016616992,0.17621192467798,960354989494.9916,1206302352951.0647,1363302112464.7676,2.781567452191e-05,3.493928181947142e-05,3.9486615106038445e-05,1.7349713230037e-05,2.179298292959929e-05,2.4629330774451843e-05
364,364,2,25,3000,0.0012,100000.0,1970,17.15,2.43,0.81,,53.4,0.0534,1970.0,0.0031023085142537,0.0083581825358122,0.0039584829312457,0.0004277402222294,6.519983291308144e-05,291030000000.0,363830620775.19934,412006914227.8783,2.5534183844856497,0.1357636250194678,739911756356.0999,924999325271.992,1047482251098.5342,2.4413911805533188e-05,3.052100707060477e-05,3.456241785118131e-05,1.5211369195709897e-05,1.9016465303631497e-05,2.153451288013413e-05
365,365,2,25,3000,0.0012,100000.0,1975,17.15,2.43,0.81,,56.8,0.0567999999999999,1975.0,0.0026467428623141,0.0080238053372425,0.0037440728034282,0.0001839104189269,-0.0001089248987626,309560000000.0,385153271324.4684,437033499902.3258,3.0104286835317877,0.1690356338343945,921244204397.4506,1146208227847.2195,1300602722937.561,2.6035244702329577e-05,3.239294374866025e-05,3.67562802463903e-05,1.6204190811204113e-05,2.016118716921164e-05,2.2876903421971963e-05
366,366,2,25,3000,0.0012,100000.0,1980,17.15,2.43,0.81,,58.2,0.0581999999999999,1980.0,0.0026641392672492,0.0082014404905539,0.0043298071071104,-4.0421704475740016e-05,1.8494062849686734e-05,317190000000.0,392758474319.8497,446569661132.7378,2.988234457195233,0.1733859434287058,944953391686.4468,1170082450336.1902,1330393505191.3608,2.6752544896234203e-05,3.31261663911795e-05,3.766472747800897e-05,1.662857142857143e-05,2.0590221458445597e-05,2.3411253532515745e-05
367,367,2,25,3000,0.0012,100000.0,1985,17.15,2.43,0.81,,55.0,0.0549999999999999,1985.0,0.0028522722095461,0.0083747871431569,0.004041172203125,9.132451945402002e-05,-4.482634491955024e-05,299750000000.0,369379302733.1055,420848158840.93256,2.843963523878584,0.156949882159311,855376857768.2454,1054073418837.262,1200946707946.3164,2.534641035638479e-05,3.1234159747217935e-05,3.558628901321529e-05,1.5737551714723734e-05,1.9393247303122075e-05,2.209547844472208e-05
368,368,2,25,3000,0.0012,100000.0,1990,17.15,2.43,0.81,,51.2,0.0511999999999999,1990.0,0.0025674372902658,0.0080660139398348,0.0041615553791823,-0.000484979804918,-7.978204110284e-05,279040000000.0,342197619252.6515,390684220409.6655,3.1461759819549724,0.1615458369838514,880424811561.9905,1079699234688.4944,1232683777001.2285,2.365552725889475e-05,2.900969434547014e-05,3.312013053870731e-05,1.4671952719968874e-05,1.7992787021791907e-05,2.0542217640082105e-05
369,369,2,25,3000,0.0012,100000.0,1995,17.15,2.43,0.81,,50.2,0.0502,1995.0,0.0026613590886169,0.0074457492559719,0.0037862207436196,4.519890044319052e-05,-0.0001229535696988,273590000000.0,333885580417.7573,381987746208.4,3.019631703600168,0.1502194608578709,818696061675.3967,999125734632.9248,1143067595413.1292,2.325877629062001e-05,2.838469981212922e-05,3.2474021473077624e-05,1.440633564934877e-05,1.7581299535713453e-05,2.011419893203868e-05
370,370,2,25,3000,0.0012,100000.0,2000,17.15,2.43,0.81,,57.0,0.0569999999999999,2000.0,0.0027016874565843,0.0079867646625162,0.0041989477193368,-0.0004884370368767,-5.223223625918565e-05,310650000000.0,377264038864.0872,432577395647.8349,2.9752337248969027,0.1694088554582398,923278262247.4076,1121260860166.9817,1285656868312.3845,2.64765518262182e-05,3.215403469226912e-05,3.686836579662127e-05,1.6381642435652024e-05,1.989442970707035e-05,2.281129316352296e-05
371,371,2,25,3000,0.0012,100000.0,2005,17.15,2.43,0.81,,56.6,0.0566,2005.0,0.002851281775618,0.0085956216333609,0.0039607547965479,-0.0003488776391978,-0.0001871668404844,308470000000.0,372780477962.44885,428440098677.1513,2.8208723209144964,0.1601089785303661,872593932990.4955,1054514161530.554,1211963013439.0105,2.6360267606914416e-05,3.185591194516035e-05,3.6612298293715854e-05,1.6289748078441315e-05,1.968586920792698e-05,2.2625154064101308e-05
372,372,2,25,3000,0.0012,100000.0,2010,17.15,2.43,0.81,,54.0,0.0539999999999999,2010.0,0.0026873413942783,0.0080953745977078,0.0042563684751768,0.0002995835560845,-9.987046416835712e-05,294300000000.0,353904535971.9296,407708045192.02185,3.0395753064059576,0.1632871177094585,889914791516.5488,1070149104132.588,1232842066043.757,2.521604640713082e-05,3.0323048599260196e-05,3.493301049311115e-05,1.5563523289757585e-05,1.8715601386170493e-05,2.1560902673352258e-05
373,373,2,25,3000,0.0012,100000.0,2015,17.15,2.43,0.81,,54.6,0.0545999999999999,2015.0,0.0027721695436112,0.0084291343377164,0.0040247444033573,2.183324703774517e-05,1.5143760019920856e-05,297570000000.0,356065579860.6012,411175396590.6034,2.935839738150545,0.1604599437469468,874506693420.8607,1046415071696.998,1208373278517.5242,2.5563802307601752e-05,3.058907178847999e-05,3.5323475324098305e-05,1.5758410231289636e-05,1.8856159816800663e-05,2.1774609592660345e-05
374,374,2,25,3000,0.0012,100000.0,2020,17.15,2.43,0.81,,52.2,0.0521999999999999,2020.0,0.0026630714669942,0.0078540505594674,0.0041106011429302,-5.793669967216e-05,9.328085098941206e-05,284490000000.0,338720962867.67377,392085728549.8917,3.0911214300733123,0.1613403015887304,879304643658.5808,1046922266350.4912,1211862637794.5713,2.450506924451413e-05,2.9176352946117065e-05,3.377302516046563e-05,1.5086785208597384e-05,1.7962706641477326e-05,2.0792692783537684e-05
375,375,2,25,3000,0.0012,100000.0,2025,17.15,2.43,0.81,,47.6,0.0475999999999999,2025.0,0.0030043819481336,0.0081482565601699,0.0040669220534017,0.0002368369750134,0.0001067119357864,259420000000.0,307327831711.61414,356607623092.16766,2.7154734358690904,0.129926854283005,708101355842.3779,838868453947.6221,973380392472.7914,2.2401632615879404e-05,2.65386060390039e-05,3.079405196412279e-05,1.3776146905916277e-05,1.632022726827504e-05,1.8937163686251343e-05
376,376,2,25,3000,0.0012,100000.0,2030,17.15,2.43,0.81,,46.8,0.0467999999999999,2030.0,0.0028815785247419,0.0075698067800492,0.0038773595748265,0.0004099841460505,0.0001073491030272,255060000000.0,300644454691.83704,349627963282.9993,2.8546036503320185,0.1325365098422627,722323978640.3322,851418092484.7517,990138247794.6052,2.2080483891274145e-05,2.60267193555399e-05,3.026721011216676e-05,1.3563197609184645e-05,1.598721927817355e-05,1.859199073043234e-05
377,377,2,25,3000,0.0012,100000.0,2035,17.15,2.43,0.81,,44.0,0.044,2035.0,0.0027613931711035,0.0078705059209233,0.0040609711495266,0.000175254941511,-0.0001058690409462,239800000000.0,281229816483.567,327775776122.2711,2.956771726580929,0.1299398800668643,708172346364.4109,830522014206.8405,967980569048.8932,2.0813944342869668e-05,2.4409932226206904e-05,2.844998649353569e-05,1.2768869092467806e-05,1.4974923734684788e-05,1.7453402739730255e-05
378,378,2,25,3000,0.0012,100000.0,2040,17.15,2.43,0.81,,42.6,0.0426,2040.0,0.0026696355432777,0.007900041584589,0.0042828791727379,-0.0002085510212569,7.966998521314513e-05,232170000000.0,270899648008.71045,316441998980.79114,3.0943264517108418,0.1302574318565774,709903003618.347,828326113625.9487,967580331427.2196,2.0204740888131656e-05,2.357521296766191e-05,2.7538564825469727e-05,1.2379230916885278e-05,1.4444283490557642e-05,1.6872587229977986e-05
379,379,2,25,3000,0.0012,100000.0,2045,17.15,2.43,0.81,,50.4,0.0504,2045.0,0.0026260653356994,0.0084078593701766,0.0040724844880329,9.830937526926e-05,9.001048799910465e-05,274680000000.0,318866012412.16113,373311913953.2884,3.205863101102913,0.1577796455241766,859899068106.7628,998225523970.208,1168671060585.3528,2.3966236509651223e-05,2.7821531485216386e-05,3.2572016971294154e-05,1.46649297398881e-05,1.702398306561318e-05,1.9930803076991867e-05
380,380,2,25,3000,0.0012,100000.0,2050,17.15,2.43,0.81,,40.4,0.0404,2050.0,0.0027278644268824,0.0078731269389742,0.003844228505764,4.9393963511340015e-05,0.0001205057944885,220180000000.0,254288352856.24127,298384255596.35925,3.056272815611561,0.1213744811346742,661490922183.9744,763963289270.2285,896441440637.726,1.9261016916103976e-05,2.2244764583215007e-05,2.610220816850109e-05,1.1770554902170424e-05,1.3593945945484935e-05,1.5951259253520758e-05
381,381,2,25,3000,0.0012,100000.0,2055,17.15,2.43,0.81,,41.6,0.0415999999999999,2055.0,0.002992669430389,0.0077669372802934,0.0040479539042133,-0.0004818552881846,-0.0001920351023651,226720000000.0,260491946174.6717,306363840783.2024,2.7597092585087557,0.1152904197785225,628332787792.9485,721928505370.2457,849058072328.2662,1.988436026304112e-05,2.284631132391446e-05,2.686948209995662e-05,1.2135550761951152e-05,1.3943248217546643e-05,1.6398614773513026e-05
382,382,2,25,3000,0.0012,100000.0,2060,17.15,2.43,0.81,,41.2,0.0412,2060.0,0.0026482425773578,0.0080132824508871,0.0035089905990343,-0.0001865806460305,-0.0002949048298763,224540000000.0,256650666061.89655,302543217052.431,3.140604317914287,0.1286509264217725,701147548998.6604,801416163971.5527,944720028068.4144,1.974416862483332e-05,2.256771189276687e-05,2.660311879301125e-05,1.2034129034332697e-05,1.3755086987335412e-05,1.621467939997808e-05
383,383,2,25,3000,0.0012,100000.0,2065,17.15,2.43,0.81,,39.8,0.0398,2065.0,0.0027932272442854,0.0088254340766823,0.0040311899827541,4.291554858132001e-05,7.44436751627e-05,216910000000.0,246638408822.6256,291417531539.4383,2.979564886046687,0.1169914251778493,637603267219.2789,724989420898.3927,856616892879.642,1.912014835552479e-05,2.17406434321109e-05,2.5687826455372657e-05,1.1639612567411665e-05,1.3234869406381667e-05,1.5637762954545803e-05
384,384,2,25,3000,0.0012,100000.0,2070,17.15,2.43,0.81,,34.2,0.0341999999999999,2070.0,0.0030588041296988,0.008267854467756,0.0042010873300156,-9.131191344740088e-05,-5.810082524067999e-05,186390000000.0,210826083046.5379,249687876248.70297,2.7394290488775104,0.0926116712541744,504733608335.2511,570905143126.0602,676140687464.8505,1.6470374249893476e-05,1.8629671599418423e-05,2.2063698521794228e-05,1.0014291547570436e-05,1.1327184191535632e-05,1.3415135944247004e-05
385,385,2,25,3000,0.0012,100000.0,2075,17.15,2.43,0.81,,34.6,0.0346,2075.0,0.0025889892323551,0.0078637977343391,0.0041470692905276,-0.0003845020348114,0.0001525820079157,188570000000.0,212169475267.7593,251873525395.8974,3.243335858341107,0.1112572460702625,606351991082.931,682236749088.5432,809906207906.2397,1.6705663224799336e-05,1.87963716413299e-05,2.23138054330318e-05,1.014387115341684e-05,1.1413373388154062e-05,1.3549199706065904e-05
386,386,2,25,3000,0.0012,100000.0,2080,17.15,2.43,0.81,,30.0,0.0299999999999999,2080.0,0.0030195661128907,0.0083622452221052,0.0039250248450893,-0.0001246579171348,0.0001141589775322,163500000000.0,182988784825.13336,217750446680.7185,2.810036324576357,0.0830932035225973,452857959198.1559,506837477994.2531,603119406105.9147,1.4521851299529026e-05,1.6252819099156574e-05,1.9340303407360347e-05,8.80608831941056e-06,9.855751685821031e-06,1.1728010183862424e-05
387,387,2,25,3000,0.0012,100000.0,2085,17.15,2.43,0.81,,30.8,0.0308,2085.0,0.0029111786575905,0.0077084109718339,0.0038156328298431,0.0004119807202095,-0.0002875643797107,167860000000.0,186869332144.258,222903135425.4402,2.946261388109055,0.0912465840700963,497293883182.025,553610007325.4476,660362002794.9836,1.4947091152860333e-05,1.6639776845194547e-05,1.9848406311583612e-05,9.051740408207286e-06,1.0076806176723986e-05,1.201990538571761e-05
388,388,2,25,3000,0.0012,100000.0,2090,17.15,2.43,0.81,,20.8,0.0208,2090.0,0.0028521026691793,0.0083584443938924,0.0039820481556649,-0.0004695707891687,-5.899651769631999e-05,113360000000.0,125522717971.49403,150090332088.11026,2.9539474864354767,0.0617068638598825,336302408036.36005,372385253326.4143,445269408117.5762,1.011992647579893e-05,1.1205722273411827e-05,1.3398933710832048e-05,6.1201902571494894e-06,6.776842939132507e-06,8.103223254569373e-06
389,389,2,25,3000,0.0012,100000.0,2095,17.15,2.43,0.81,,10.0,0.0099999999999999,2095.0,0.0032177329971496,0.0076194037303003,0.0031965870053164,-0.0006321355069725,0.0002292604798615,54500000000.0,60023060040.63855,71946479142.39566,2.615014490050709,0.0258631342789043,140954081820.02887,155238446166.17743,186076145095.41724,4.877599728398104e-06,5.371898373428287e-06,6.439011506865119e-06,2.945866327937083e-06,3.24440204538464e-06,3.888893767324974e-06
390,390,2,25,3000,0.0012,100000.0,2100,17.15,2.43,0.81,,4.0,0.004,2100.0,0.0022759722195849,0.0060198914556664,0.0028704144519383,0.0013232355461181,-0.0005697250462516,21800000000.0,23886785236.110638,28693657912.356876,3.961546238449727,0.0165744292909239,90330639635.53577,98977458220.85074,118895251041.5802,1.9559648144689607e-06,2.143197773055461e-06,2.574485563072429e-06,1.1797366697873769e-06,1.292665892953002e-06,1.552796349978996e-06
