,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
16,16,0.1,130,2.25,100000.0,4740500000000.0,82.0,0.082,130.0,0.0094009517268807,0.1441526058957629,0.018795091855194,3887210000.0,13.828387143855023,1.133927745796112,53753844789.46468,2.042400159959548e-08,1.2902873530788303e-08
17,17,0.1,135,2.25,100000.0,4793520000000.0,64.0,0.064,135.0,0.0086747870790455,0.1269052777081225,0.0222212445083909,3067852800.0,15.562341619438827,0.995989863644085,47742973311.751945,1.6758839583482573e-08,1.0653764852349028e-08
18,18,0.1,140,2.25,100000.0,4844980000000.0,83.0,0.083,140.0,0.0101281112060655,0.1549197841960749,0.0221731991425591,4021333400.0,13.822912994493633,1.1473017785429716,55586541710.05125,2.2910038740300493e-08,1.4641558772555816e-08
19,19,0.1,145,2.25,100000.0,4894990000000.0,98.0,0.098,145.0,0.0111336192993425,0.1164376784342209,0.0228048170108349,4797090200.0,13.02361757677152,1.276314522523609,62475468246.0784,2.8317938922041466e-08,1.8202374574071683e-08
20,20,0.1,150,2.25,100000.0,4943630000000.0,91.0,0.091,150.0,0.009073646579586,0.1183016104268477,0.0211475252321556,4498703300.0,16.53139106580049,1.5043565869878448,74369823541.30719,2.7453878789208413e-08,1.7821446171642265e-08
21,21,0.1,155,2.25,100000.0,4990970000000.0,84.0,0.084,155.0,0.010261691473759,0.1317901265266153,0.0232206155763588,4192414800.000001,15.104722296159611,1.2687966728774078,63325261304.30956,2.653540688760188e-08,1.7069814823862808e-08
22,22,0.1,160,2.25,100000.0,5037080000000.0,118.0,0.118,160.0,0.0078737936813695,0.0795748076103025,0.0236772792469429,5943754400.0,20.320573090273086,2.397827624652224,120780495715.83224,3.882015459129952e-08,2.4892595570744127e-08
23,23,0.1,165,2.25,100000.0,5082020000000.0,85.0,0.0849999999999999,165.0,0.012358359769922,0.1204505089764908,0.0195364760645689,4319717000.0,13.351286341540144,1.1348593390309123,57673778581.41878,2.902630162957644e-08,1.853263802786084e-08
24,24,0.1,170,2.25,100000.0,5125860000000.0,89.0,0.089,170.0,0.0132602397733587,0.1158745198228218,0.0207008032870566,4562015400.0,12.820280998353326,1.1410050088534458,58486319346.81525,3.1638018159210835e-08,2.0061809690498595e-08
25,25,0.1,175,2.25,100000.0,5168650000000.0,78.0,0.078,175.0,0.0131588664924537,0.1237924828468398,0.0227995820551273,4031547000.0,13.299017821964956,1.0373233901132666,53615615403.08936,2.895557404588521e-08,1.8100886064298596e-08
26,26,0.1,180,2.25,100000.0,5210430000000.0,75.0,0.075,180.0,0.0124429854784067,0.1289853050266522,0.02066673882336,3907822500.0,14.46598168199809,1.0849486261498564,56530488701.49997,2.9015375005864703e-08,1.792126986310793e-08
27,27,0.1,185,2.25,100000.0,5251260000000.0,55.0,0.055,185.0,0.0155974333501133,0.1131353839314796,0.0213444457267094,2888193000.0,11.860925823328229,0.6523509202830525,34256642936.455826,2.2077176537821184e-08,1.3491469131217726e-08
28,28,0.1,190,2.25,100000.0,5291170000000.0,19.0,0.019,190.0,0.0156399892859386,0.1343846860552342,0.0176173073031321,1005322300.0,12.14834591803859,0.2308185724427332,12213003059.518166,7.904252106696022e-09,4.785061590891782e-09
29,29,0.1,195,2.25,100000.0,5330210000000.0,50.0,0.05,195.0,0.0151052140339583,0.1308926694312805,0.0219899335962965,2665105000.0,12.909449648420503,0.6454724824210253,34405038805.25373,2.1560516866485643e-08,1.2909547117990549e-08
30,30,0.1,200,2.25,100000.0,5368410000000.0,35.0,0.0349999999999999,200.0,0.0159406222650211,0.1011268295570117,0.0172813467029278,1878943500.0,12.546561650787286,0.4391296577775549,23574280461.09604,1.56167727779783e-08,9.265327205574156e-09
31,31,0.1,205,2.25,100000.0,5405810000000.0,37.0,0.037,205.0,0.0127930171536115,0.1446658487653293,0.0188491108524527,2000149700.0,16.024366850952568,0.592901573485245,32051132549.62272,1.7060800354456397e-08,1.0026390994969636e-08
32,32,0.1,210,2.25,100000.0,5442440000000.0,43.0,0.043,210.0,0.0130690872815236,0.146734980150374,0.0204585011127382,2340249200.0,16.0684518724492,0.6909434305153154,37604181639.73774,2.049037236288669e-08,1.1928848428006362e-08
33,33,0.1,215,2.25,100000.0,5478320000000.0,44.0,0.044,215.0,0.0190308128711982,0.1268293686345075,0.0204668169744209,2410460800.0000005,11.297468030143191,0.4970885933263005,27232103825.913387,2.1640835605946402e-08,1.2520605964590603e-08
34,34,0.1,220,2.25,100000.0,5513500000000.0,41.0,0.041,220.0,0.0199826771539722,0.1401137821298589,0.019332732547574,2260535000.0,11.009535824696387,0.4513909688125519,24887441065.48005,2.0805037840500618e-08,1.19696857377353e-08
35,35,0.1,225,2.25,100000.0,5547990000000.0,44.0,0.044,225.0,0.0222471424873311,0.1349200090353047,0.0203644296117767,2441115600.0000005,10.11365842278973,0.4450009706027481,24688609348.94341,2.3010201898066884e-08,1.3172541327498337e-08
36,36,0.1,230,2.25,100000.0,5581830000000.0,50.0,0.05,230.0,0.0156625558615812,0.1097926946530595,0.0211154775202834,2790915000.0,14.684704210004927,0.7342352105002465,40983761250.26591,2.6921881459147867e-08,1.5353087764465128e-08
37,37,0.1,235,2.25,100000.0,5615030000000.0,49.0,0.049,235.0,0.0223408701565291,0.138888447064757,0.0206938075126182,2751364700.0,10.51883827055505,0.5154230752571974,28941160302.61421,2.71691297806928e-08,1.5410613486280156e-08
38,38,0.1,240,2.25,100000.0,5647610000000.0,55.0,0.055,240.0,0.0201885583795048,0.1210966932488005,0.0198411529986495,3106185500.0,11.887921638012791,0.6538356900907035,36926089817.131584,3.1363744100203786e-08,1.772006423567533e-08
39,39,0.1,245,2.25,100000.0,5679600000000.0,57.0,0.0569999999999999,245.0,0.0200984099202743,0.1161920655497755,0.0209713954184284,3237371999.9999995,12.1900190598091,0.6948310864091186,39463626383.6923,3.3399865230099294e-08,1.8789594651065613e-08
40,40,0.1,250,2.25,100000.0,5711030000000.0,51.0,0.051,250.0,0.0193863759629189,0.1225407038387798,0.0202759242881146,2912625300.0,12.895654168586423,0.6576783625979077,37560208591.47529,3.0714050113429215e-08,1.7203929710572945e-08
41,41,0.1,255,2.25,100000.0,5741900000000.0,56.0,0.0559999999999999,255.0,0.0251778661443334,0.129211177978683,0.0198334438519165,3215463999.9999995,10.127943271212873,0.5671648231879208,32566036982.627224,3.463297110265651e-08,1.9308211260797376e-08
42,42,0.1,260,2.25,100000.0,5772230000000.0,56.0,0.0559999999999999,260.0,0.0201369205272126,0.1387509353636447,0.0202020687804553,3232448799.9999995,12.91160679949255,0.7230499807715828,41736107905.09152,3.55201195906114e-08,1.9738096197646657e-08
43,43,0.1,265,2.25,100000.0,5802050000000.0,60.0,0.06,265.0,0.0226242123125523,0.1319910563664479,0.0191994371185778,3481230000.0,11.71311497342046,0.7027868984052276,40776047238.92051,3.9048652800773615e-08,2.1595049781334324e-08
44,44,0.1,270,2.25,100000.0,5831360000000.0,58.0,0.058,270.0,0.0232401487403924,0.1108563899648772,0.0192016580126348,3382188800.0,11.61782581583599,0.6738338973184875,39293680354.67135,3.87003413392004e-08,2.1319495975240012e-08
45,45,0.1,275,2.25,100000.0,5860190000000.0,55.0,0.055,275.0,0.0274821664172707,0.1127484351649732,0.0213465935490969,3223104500.0,10.006489147346846,0.5503569031040766,32251960200.014786,3.7614123025667743e-08,2.0643392631258703e-08
46,46,0.1,280,2.25,100000.0,5888550000000.0,68.0,0.068,280.0,0.0271097005214637,0.1348594097930169,0.0207225763595736,4004214000.000001,10.328406238878005,0.7023316242437043,41357148859.40265,4.761894233105311e-08,2.606536824152791e-08
47,47,0.1,285,2.25,100000.0,5916450000000.0,60.0,0.06,285.0,0.0305215810970818,0.1204405831123626,0.021003015485925,3549870000.0,9.337655185472968,0.5602593111283779,33147462013.25492,4.2997198823206726e-08,2.3507126893469084e-08
48,48,0.1,290,2.25,100000.0,5943910000000.0,79.0,0.079,290.0,0.0240792757776918,0.1147763482018585,0.0197615599643288,4695688900.0,12.0435515867412,0.9514405753525548,56552771502.438034,5.7945554329897136e-08,3.164146883823103e-08
49,49,0.1,295,2.25,100000.0,5970930000000.0,57.0,0.0569999999999999,295.0,0.0216623034078998,0.1280187777678384,0.0196424827751146,3403430099.9999995,13.61812704979558,0.7762332418383481,46348343506.89847,4.275355546721876e-08,2.3315796288303843e-08
50,50,0.1,300,2.25,100000.0,5997540000000.0,69.0,0.0689999999999999,300.0,0.0307541578899432,0.1367592889571076,0.0223639914209564,4138302600.0,9.754778559490385,0.6730797206048363,40368225475.16331,5.289389996156616e-08,2.8830510174935032e-08
51,51,0.1,305,2.25,100000.0,6023740000000.0,73.0,0.073,305.0,0.0306376653712559,0.123529091175827,0.0211023556823382,4397330200.0,9.95506662482675,0.7267198636123527,43775715112.36275,5.7205881970673415e-08,3.1129006841920834e-08
52,52,0.1,310,2.25,100000.0,6049540000000.0,70.0,0.0699999999999999,310.0,0.0304417425610036,0.1066514819913013,0.0214305075421462,4234678000.0,10.18338550688338,0.7128369854818366,43123358571.5179,5.604349342896281e-08,3.0468816554423524e-08
53,53,0.1,315,2.25,100000.0,6074960000000.0,76.0,0.076,315.0,0.030746634091384,0.134573804368175,0.020917575394333,4616969600.0,10.245023863872971,0.7786218136543458,47300963730.77605,6.215134371635835e-08,3.3740898593937264e-08
54,54,0.1,320,2.25,100000.0,6100000000000.0,78.0,0.078,320.0,0.0329687085973497,0.1249724884025112,0.0211963896237138,4758000000.0,9.706173326598648,0.7570815194746945,46181972687.95637,6.510551918046933e-08,3.5326086956521745e-08
55,55,0.1,325,2.25,100000.0,6124680000000.0,84.0,0.084,325.0,0.0343062864338771,0.1245507888603131,0.0210742603742541,5144731200.0,9.473482378409397,0.7957725197863893,48738520364.85302,7.15267348104872e-08,3.8778845015960833e-08
56,56,0.1,330,2.25,100000.0,6149000000000.0,93.0,0.093,330.0,0.0303003133278352,0.1369461458656685,0.020264707986295,5718570000.0,10.890976486927858,1.012860813284291,62280811408.85105,8.080350214723229e-08,4.37704842746596e-08
57,57,0.1,335,2.25,100000.0,6172970000000.0,87.0,0.087,335.0,0.0328689635700647,0.124750635595165,0.0212398311778254,5370483900.0,10.191985496771174,0.8867027382190921,54735894019.44309,7.70722847951995e-08,4.17133062777918e-08
58,58,0.1,340,2.25,100000.0,6196610000000.0,89.0,0.089,340.0,0.0338161981527334,0.1350147578480051,0.0215265903065025,5514982900.0,10.054353196783492,0.8948374345137309,55449585950.8213,8.03573285892857e-08,4.3477783296280525e-08
59,59,0.1,345,2.25,100000.0,6219910000000.0,104.0,0.104,345.0,0.0192353753320162,0.1054282019572157,0.014333124642663,6468706400.0,17.935704089213484,1.8653132252782023,116020803830.40144,9.571852442590277e-08,5.17283391242808e-08
60,60,0.1,350,2.25,100000.0,6242890000000.0,90.0,0.09,350.0,0.0293185044600645,0.1165668771064464,0.0216694245001043,5618601000.0,11.937853121967493,1.0744067809770743,67074033488.93967,8.440100453036886e-08,4.55844373950364e-08
61,61,0.1,355,2.25,100000.0,6265560000000.0,79.0,0.079,355.0,0.0300318758170076,0.1315065048458607,0.0213066738543026,4949792400.0,11.82077343963164,0.9338411017308996,58510374533.61055,7.542219022821435e-08,4.0716914268792266e-08
62,62,0.1,360,2.25,100000.0,6287920000000.0,93.0,0.093,360.0,0.0321498463865967,0.1533210256510321,0.020565315872453,5847765600.0,11.197565166285951,1.0413735604645935,65480736383.16527,9.04274657344378e-08,4.8782194786235664e-08
63,63,0.1,365,2.25,100000.0,6309980000000.0,102.0,0.102,365.0,0.040011051502006,0.044665510259861,0.0174854571176566,6436179600.0,9.122479572467627,0.930492916391698,58713916925.73286,1.0096899371823368e-07,5.441569522650029e-08
64,64,0.1,370,2.25,100000.0,6331740000000.0,111.0,0.111,370.0,0.0107845361449108,0.095076918215283,0.0207181307175251,7028231400.000001,34.30838332111313,3.808230548643559,241127256940.68365,1.1185063413285024e-07,6.023458317978079e-08
65,65,0.1,375,2.25,100000.0,6353220000000.0,89.0,0.089,375.0,0.0395994805425145,0.1252189891668323,0.0206512069127983,5654365800.0,9.46982119114909,0.842814086012269,53545833075.34868,9.123968069610465e-08,4.9097100731980527e-08
66,66,0.1,380,2.25,100000.0,6374420000000.0,112.0,0.1119999999999999,380.0,0.043731068000909,0.1482606369099319,0.02411884555864,7139350399.999999,8.689474494245156,0.9732211433554572,62037203206.27895,1.1677675248820308e-07,6.281708709844878e-08
67,67,0.1,385,2.25,100000.0,6395340000000.0,107.0,0.107,385.0,0.0322966824346622,0.1307202071270279,0.0229637902231153,6843013800.0,11.920729033976604,1.2755180066354963,81573713285.56256,1.134783783334206e-07,6.097692808069648e-08
68,68,0.1,390,2.25,100000.0,6416000000000.0,128.0,0.128,390.0,0.033451546969502,0.0518512734188548,0.0278983371180343,8212480000.0,11.65865364479452,1.492307666533699,95746459884.80212,1.3800836834599992e-07,7.412453855387978e-08
69,69,0.1,395,2.25,100000.0,6436400000000.0,109.0,0.109,395.0,0.0488871207973033,0.1252329741026462,0.0198282156748444,7015676000.0,8.079837665992965,0.8807023055932333,56685523197.20287,1.1943899296237722e-07,6.420349127182046e-08
70,70,0.1,400,2.25,100000.0,6456530000000.0,127.0,0.127,400.0,0.0509718468089204,0.1407729048591931,0.015761483817706,8199793100.0,7.847469241196835,0.996628593631998,64347624136.42804,1.4145449845063153e-07,7.609875547553644e-08
71,71,0.1,405,2.25,100000.0,6476420000000.0,118.0,0.118,405.0,0.0180949314378722,0.0451208517433813,0.0246621942991094,7642175600.000001,22.381958251156764,2.641071073636498,171046855227.2089,1.3355241029985952e-07,7.19931004272196e-08
72,72,0.1,410,2.25,100000.0,6496060000000.0,126.0,0.126,410.0,0.0500967660090623,0.0717357331201737,0.0277402176840762,8185035600.0,8.184161027995948,1.0312042895274895,66987649370.27944,1.4488583917966224e-07,7.828749222867309e-08
73,73,0.1,415,2.25,100000.0,6515460000000.0,139.0,0.1389999999999999,415.0,0.0405174351994332,0.0870133204166754,0.0280727416315298,9056489399.999998,10.242504194979364,1.4237080831021311,92761130671.2861,1.623149060924632e-07,8.788996297680105e-08
74,74,0.1,420,2.25,100000.0,6534620000000.0,140.0,0.1399999999999999,420.0,0.0486357893562399,0.1032768881972318,0.0284506777709333,9148468000.0,8.635615984838838,1.2089862378774372,79002656497.5866,1.6597579171553229e-07,9.010073274503625e-08
75,75,0.1,425,2.25,100000.0,6553550000000.0,121.0,0.121,425.0,0.0263979787466723,0.1114064282850995,0.0262009143753018,7929795500.0,16.099717485134114,1.948065815701228,127667467264.8878,1.4564895048885068e-07,7.92067484291838e-08
76,76,0.1,430,2.25,100000.0,6572250000000.0,127.0,0.127,430.0,0.0543177362840197,0.063153651844147,0.0256195662432648,8346757500.0,7.916382924199773,1.005380631373371,66076128545.43639,1.55151286967849e-07,8.457182937616459e-08
77,77,0.1,435,2.25,100000.0,6590730000000.0,118.0,0.118,435.0,0.0350271031994111,0.1131687341648535,0.0251024208018895,7777061400.000001,12.418954474297289,1.46543662796708,96582971470.41472,1.462697063546549e-07,7.988443606265388e-08
78,78,0.1,440,2.25,100000.0,6608990000000.0,123.0,0.123,440.0,0.0363313670147817,0.0859172080871456,0.0265301902004734,8129057700.0,12.110747162939989,1.4896219010416183,98448962477.65044,1.5472185027009666e-07,8.466577824993364e-08
79,79,0.1,445,2.25,100000.0,6627040000000.0,148.0,0.148,445.0,0.0318712609370663,0.02867836702356,0.0248746444852249,9808019200.0,13.962422160789489,2.0664384797968443,136943704631.5288,1.8887609333280962e-07,1.035212699484928e-07
80,80,0.1,450,2.25,100000.0,6644880000000.0,132.0,0.132,450.0,0.0542389950682604,0.1034357714986678,0.0260245622580682,8771241600.0,8.296613892526388,1.0951530338134834,72771604913.26538,1.708020901948675e-07,9.383566213245325e-08
81,81,0.1,455,2.25,100000.0,6662510000000.0,117.0,0.117,455.0,0.0348873722555822,0.0590806512411992,0.0227018658170179,7795136700.0,13.041968213217793,1.525910280946482,101663925059.08743,1.5354354586419278e-07,8.449925664722151e-08
82,82,0.1,460,2.25,100000.0,6679940000000.0,133.0,0.133,460.0,0.0330297251833258,0.0822115892337505,0.0211061771823374,8884320200.0,13.926849147150005,1.8522709365709504,123730587200.37756,1.769926515790622e-07,9.760050490291936e-08
83,83,0.1,465,2.25,100000.0,6697170000000.0,139.0,0.1389999999999999,465.0,0.0471975034290608,0.0303465907170387,0.0275649495224252,9309066299.999998,9.85221603297107,1.3694580285829785,91714932252.85066,1.875465042376485e-07,1.0359343122837297e-07
84,84,0.1,470,2.25,100000.0,6714200000000.0,166.0,0.166,470.0,0.0471095259424032,0.1154600581501684,0.0242179029232714,11145572000.0,9.976750786552774,1.6561406305677606,111196594217.58058,2.2699398656456157e-07,1.2566079302604297e-07
85,85,0.1,475,2.25,100000.0,6731040000000.0,147.0,0.147,475.0,0.0440031096678126,0.0641369460049102,0.0233122021369957,9894628800.0,10.794691638519648,1.586819670862388,106809466773.61568,2.0369835837378683e-07,1.1296192600744813e-07
86,86,0.1,480,2.25,100000.0,6747700000000.0,155.0,0.155,480.0,0.0331981789039446,0.1067440052281127,0.0223002284765179,10458935000.0,14.45862441397249,2.241086784165736,151221812935.15137,2.1766250922165505e-07,1.2092722237959521e-07
87,87,0.1,485,2.25,100000.0,6764170000000.0,139.0,0.1389999999999999,485.0,0.0406089533336739,0.1093577724646281,0.0240812664884108,9402196299.999998,11.943179032832289,1.660101885563688,112292113712.73332,1.977307102651481e-07,1.1003947387670383e-07
88,88,0.1,490,2.25,100000.0,6780450000000.0,163.0,0.163,490.0,0.0208446899883938,0.0926290357042284,0.0285055071136087,11052133500.0,23.507185775985548,3.8316712814856446,259804555405.49332,2.3486889421892135e-07,1.30952241872457e-07
89,89,0.1,495,2.25,100000.0,6796560000000.0,144.0,0.144,495.0,0.0463292837172275,0.1339148004450858,0.0288514980958715,9787046400.000002,10.68438707192734,1.5385517383575376,104568592028.51306,2.101689139435147e-07,1.1734181230914214e-07
90,90,0.1,500,2.25,100000.0,6812500000000.0,143.0,0.143,500.0,0.0426139786611656,0.071120288929306,0.0242268551192162,9741875000.000002,11.733239085128009,1.6778531891733053,114303748512.43144,2.1139005592010045e-07,1.182059809936128e-07
91,91,0.1,505,2.25,100000.0,6828260000000.0,159.0,0.159,505.0,0.0438417165952387,0.0799102093068395,0.0273325645880039,10856933400.0,11.518709558348904,1.8314748197774755,125057862528.93744,2.380119683802431e-07,1.332575629071119e-07
92,92,0.1,510,2.25,100000.0,6843850000000.0,146.0,0.146,510.0,0.0532553176159353,0.0348063033359627,0.0264780380605197,9992021000.0,9.57650846583994,1.398170236012631,95688673697.35043,2.2124417306923318e-07,1.240748545302376e-07
93,93,0.1,515,2.25,100000.0,6859270000000.0,130.0,0.13,515.0,0.0526527223059929,0.1083517256861841,0.027771217372992,8917051000.0,9.781070710970296,1.2715391924261386,87218306364.32841,1.9940723397861896e-07,1.1195799182386148e-07
94,94,0.1,520,2.25,100000.0,6874530000000.0,147.0,0.147,520.0,0.0460391472468018,0.1168651946775911,0.0250022163962324,10105559100.0,11.29473569986948,1.6603261478808131,114139619133.9109,2.282381698874455e-07,1.283072894315178e-07
95,95,0.1,525,2.25,100000.0,6889620000000.0,143.0,0.143,525.0,0.0466405997498213,0.0816456204171933,0.0254850007714511,9852156600.000002,11.256287500934434,1.609649112633624,110898707193.8287,2.246711123703867e-07,1.2649417066555394e-07
96,96,0.1,530,2.25,100000.0,6904560000000.0,132.0,0.132,530.0,0.052599646546696,0.0801988456167953,0.0262898142653184,9114019200.0,10.07611333527661,1.3300469602565126,91833890399.08704,2.098488078526995e-07,1.1834559594036769e-07
97,97,0.1,535,2.25,100000.0,6919340000000.0,137.0,0.1369999999999999,535.0,0.0315673137541807,0.0810699254008325,0.0213545255497039,9479495799.999998,16.947910239246912,2.321863702776827,160657643931.71808,2.2037981844807865e-07,1.2447748584124596e-07
98,98,0.1,540,2.25,100000.0,6933970000000.0,140.0,0.1399999999999999,540.0,0.0581476324614413,0.1060497403901299,0.0252772098518356,9707557999.999998,9.286706562955638,1.3001389188137893,90151242588.87248,2.2785818642681454e-07,1.2892408299434106e-07
99,99,0.1,545,2.25,100000.0,6948450000000.0,132.0,0.132,545.0,0.0536437219811887,0.0814145649663384,0.026105437239109,9171954000.0,10.159623155736949,1.3410702565572772,93183596241.75412,2.1625461880148798e-07,1.2314215458230877e-07
100,100,0.1,550,2.25,100000.0,6962770000000.0,130.0,0.13,550.0,0.0529194304605198,0.0816871156307127,0.0193055889181047,9051601000.0,10.39315796133376,1.351110534973389,94074718995.96664,2.154626508207669e-07,1.2286918714350485e-07
101,101,0.1,555,2.25,100000.0,6976950000000.0,139.0,0.1389999999999999,555.0,0.0650148535502239,0.0277463309740611,0.0215993360224642,9697960499.999998,8.536510807815057,1.1865750022862929,82786744622.0135,2.3304195505458362e-07,1.3303109947263333e-07
102,102,0.1,560,2.25,100000.0,6990990000000.0,111.0,0.111,560.0,0.0730388141460025,0.1206045753647602,0.0244057364997935,7759998900.000001,7.667156244905287,0.8510543431844869,59497124026.59316,1.882083790233633e-07,1.0758157554348809e-07
103,103,0.1,565,2.25,100000.0,7004880000000.0,63.0,0.063,565.0,0.0671709355638057,0.1212800194304756,0.0213526152004958,4413074400.0,8.411376069986494,0.5299166924091491,37120028403.23,1.0800484144297945e-07,6.180053733211872e-08
104,104,0.1,570,2.25,100000.0,7018630000000.0,42.0,0.042,570.0,0.0624962483909055,0.1160533199363578,0.0183629521254704,2947824600.0,9.120547467661211,0.383062993641771,26885774190.639427,7.279647186579437e-08,4.170344370973355e-08
105,105,0.1,575,2.25,100000.0,7032240000000.0,12.0,0.012,575.0,0.0745505952693429,0.0966343068837218,0.0236858329577112,843868800.0,7.712882746577535,0.0925545929589304,6508661107.895089,2.1028344223854336e-08,1.2041987978971764e-08
106,106,0.1,580,2.25,100000.0,7045720000000.0,10.0,0.01,580.0,0.0794223986044678,0.1231522122204881,0.0227923614063311,704572000.0,7.302725807721606,0.073027258077216,5145296127.798027,1.7711846562481825e-08,1.0142250500223122e-08
107,107,0.1,585,2.25,100000.0,7059060000000.0,32.0,0.032,585.0,0.0760430635843552,0.1216170625788374,0.0193369713832378,2258899200.0,7.693009361084645,0.2461762995547086,17377732691.346615,5.72853338121395e-08,3.277702574758242e-08
108,108,0.1,590,2.25,100000.0,7072270000000.0,29.0,0.029,590.0,0.0629464725713079,0.1060187928169229,0.0233498795203647,2050958300.0,9.373043093584432,0.2718182497139485,19223720529.044662,5.2470102867718324e-08,2.9999989760887464e-08
109,109,0.1,595,2.25,100000.0,7085350000000.0,35.0,0.0349999999999999,595.0,0.0695616073771325,0.1453642992582443,0.0199801446753035,2479872499.9999995,8.553568878507523,0.2993749107477632,21211760238.66664,6.400440015128374e-08,3.655693371798709e-08
110,110,0.1,600,2.25,100000.0,7098300000000.0,42.0,0.042,600.0,0.0640854442495787,0.118649512413199,0.0207092935659066,2981286000.0,9.362500440245348,0.3932250184903046,27912291487.497288,7.760945610585985e-08,4.4294176639700473e-08
