,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
10,10,2.25,0.02,1000,100000.0,17.15,2.43,0.81,,1.0,10.2,0.0101999999999999,1000.0,0.0813799894587256,0.0001606140698705,0.0001324839679298,1.0118291963227878e-05,-9.021855032257388e-07,206520655223.3944,148104000000.0,107304000000.0,82283400000.0,64698600000.0,51581400000.0,14.352502643848648,0.1419258606374309,2873590365881.02,2060763496455.4976,1493060053905.7737,1144915917762.1558,900235734023.2246,717719077243.4884,9.020535012396033e-06,6.468976752135365e-06,4.686889492593943e-06,3.594024480680165e-06,2.825944871817812e-06,2.253003817875244e-06,4.753097379806867e-06,3.408631129789159e-06,2.469614289626856e-06,1.893762212397324e-06,1.489045954287371e-06,1.1871520401751911e-06
11,11,2.25,0.02,1050,100000.0,17.15,2.43,0.81,,1.0500000000000005,11.0,0.011,1050.0,0.0994291339615478,0.0001729272713085,0.0001250204072292,-1.119669305174244e-05,-2.1488635280820933e-06,216453320500.48123,159720000000.00003,115720000000.0,88737000000.0,69773000000.0,55627000000.0,10.980185838866356,0.1192475248738117,2346502065490.9355,1731474061167.7466,1254483961672.4995,961969783157.0394,756387050274.5879,603034733286.866,9.931104524721154e-06,7.328120497393507e-06,5.309354520150118e-06,4.071346284605608e-06,3.2012581484137065e-06,2.5522248867299566e-06,5.118648680936104e-06,3.7770294557218256e-06,2.736525473429312e-06,2.098436406288428e-06,1.6499791899203543e-06,1.315457159613311e-06
12,12,2.25,0.02,1100,100000.0,17.15,2.43,0.81,,1.1,11.3,0.0112999999999999,1100.0,0.1089005452319028,0.0001821668341715,0.0001577058485385,9.37311151694004e-06,7.204341875076053e-07,215592937977.32007,164076000000.0,118876000000.0,91157100000.0,71675900000.0,57144100000.0,10.550915629699308,0.1170385339488656,2232980654034.8906,1699399512937.5293,1231245377142.067,944149853365.499,742375420837.6548,591863866179.4135,1.036531896362127e-05,7.888477657157923e-06,5.715343316343069e-06,4.382668681838359e-06,3.4460477809471567e-06,2.7473850903751806e-06,5.217653914392825e-06,3.970871178294237e-06,2.8769672724280557e-06,2.20613070215562e-06,1.7346581187272964e-06,1.382968012991319e-06
13,13,2.25,0.02,1150,100000.0,17.15,2.43,0.81,,1.15,11.6,0.0115999999999999,1150.0,0.0984099169210109,0.0002006501615162,0.0001135091411469,-3.7701740860657295e-06,-8.156857645274465e-07,213925018052.15063,168432000000.0,122032000000.0,93577200000.0,73578800000.0,58661200000.0,12.307805304894917,0.1363836565330731,2515161740159.9985,1980290692860.222,1434756066727.9292,1100206957252.3008,865081533389.2828,689692151087.7509,1.075578748785198e-05,8.468475611918606e-06,6.135562220205489e-06,4.704903082737422e-06,3.699417410909072e-06,2.9493857554733044e-06,6.857010643379404e-06,5.398807615872812e-06,3.9115327905634974e-06,2.9994615039425605e-06,2.358446054234246e-06,1.8802871978973008e-06
14,14,2.25,0.02,1200,100000.0,17.15,2.43,0.81,,1.1999999999999995,12.5,0.0124999999999999,1200.0,0.1157246278248223,0.0001862700419929,0.0001296097682858,-8.899514338751274e-07,7.882354849117467e-07,222119164156.62656,181500000000.0,131500000000.0,100837500000.0,79287500000.0,63212500000.0,10.63298450943375,0.129392951667047,2299252341763.4624,1878785658205.5237,1361213851537.3354,1043812941098.0688,820739492424.0796,654340156580.2573,1.1653757768171143e-05,9.522622881074628e-06,6.899310792624317e-06,5.290564654382164e-06,4.15991714426008e-06,3.316522307823305e-06,7.421462050787239e-06,6.064291513667209e-06,4.393687790893874e-06,3.3691900579031244e-06,2.6491598533878174e-06,2.11206075651619e-06
15,15,2.25,0.02,1250,100000.0,17.15,2.43,0.81,,1.25,15.1,0.0150999999999999,1250.0,0.1154916269031308,0.0001687754600345,0.0001316496282694,-1.7001443385450415e-06,-1.851072366056715e-06,257820587218.98413,219252000000.0,158852000000.0,121811700000.0,95779300000.0,76360700000.0,11.06463053560249,0.1669787882005406,2851031074634.29,2424532004671.8506,1756616851869.6875,1347017884413.7617,1059146453556.0295,844411731930.1342,1.409307886536324e-05,1.1984829298228744e-05,8.6832234309481e-06,6.658513632838244e-06,5.235521504040284e-06,4.174055217709558e-06,8.949835188267702e-06,7.610987492753572e-06,5.514296723399971e-06,4.228501109093876e-06,3.324827387502473e-06,2.6507413051552905e-06
16,16,2.25,0.02,1300,100000.0,17.15,2.43,0.81,,1.3000000000000005,14.5,0.0145,1300.0,0.1331455735633676,0.0001712326663754,0.000135158568355,-1.661159032066405e-05,-2.5363743233666697e-06,237060122197.53583,210178928995.488,152540000000.0,116971500000.0,91973500000.0,73326500000.0,10.100529130099575,0.1443932293582506,2360681144563.016,2092994089704.6191,1519016772848.797,1164820181233.0083,915886253819.3842,730196560864.6736,1.347560609532964e-05,1.1947553348181369e-05,8.67108704208265e-06,6.649207145292848e-06,5.2282039075979325e-06,4.1682212140505664e-06,8.522468163803286e-06,7.556071491322877e-06,5.483913876595761e-06,4.205202779705132e-06,3.3065081482173867e-06,2.6361361667247868e-06
17,17,2.25,0.02,1350,100000.0,17.15,2.43,0.81,,1.35,13.7,0.0136999999999999,1350.0,0.1405525035379528,0.0001756822857664,0.0001277916651058,9.556505002997473e-06,6.980260796944173e-06,213506730292.9035,196239970461.2588,144124000000.0,110517900000.0,86899100000.0,69280900000.0,10.0002902120934,0.1354509983991259,2110926991467.6423,1940211673342.5188,1424944503158.8057,1092683204085.7496,859165682845.6565,684975698904.3804,1.2599361881274766e-05,1.1580423717885254e-05,8.504979816260152e-06,6.521831956061848e-06,5.128050092636705e-06,4.088372902169923e-06,8.19905724539191e-06,7.535981415848403e-06,5.534630804442328e-06,4.244093792722078e-06,3.3370877559484494e-06,2.6605159674966592e-06
18,18,2.25,0.02,1400,100000.0,17.15,2.43,0.81,,1.4,14.1,0.0140999999999999,1400.0,0.1608953227057276,0.0001940047266384,0.0001462247703731,3.727673763582414e-06,9.802484144309768e-06,208658905511.811,199453940869.56525,148332000000.0,113744700000.0,89436300000.0,71303700000.0,9.090505956454852,0.1278411098155918,1891857166917.493,1808398096302.0327,1344888475260.0269,1031294232882.38,810896159560.2996,646492492337.4484,1.276371542873864e-05,1.2200645527949886e-05,9.073504111083783e-06,6.957790652482214e-06,5.47083997876468e-06,4.361664476212044e-06,8.340651215041352e-06,7.972704305037964e-06,5.929224410503216e-06,4.546678072198617e-06,3.5750066954203324e-06,2.850198464250453e-06
19,19,2.25,0.02,1450,100000.0,17.15,2.43,0.81,,1.4499999999999995,17.4,0.0173999999999999,1450.0,0.1642017282319052,0.0001914630318701,0.0001324740199854,3.992396968635163e-06,-6.044173358447057e-06,243151691032.4039,242992735660.8479,183048000000.0,140365800000.0,110368200000.0,87991800000.0,9.041198103717194,0.1579262947847657,2206899174448.145,2205456459915.617,1661384621135.7363,1273991420028.7058,1001726487819.7697,798633272726.5608,1.538959734069824e-05,1.537953671083792e-05,1.1585504513907397e-05,8.884055600160736e-06,6.985442503014696e-06,5.56919166604845e-06,1.0028114448484513e-05,1.0021558776790855e-05,7.549305068668288e-06,5.788996576896111e-06,4.551829092258836e-06,3.628976780632656e-06
20,20,2.25,0.02,1500,100000.0,17.15,2.43,0.81,,1.5,17.9,0.0179,1500.0,0.158248201645309,0.0001673783378507,0.0001168680219278,-7.891153438677643e-06,5.059690145855441e-06,234929291125.13925,246610608185.97256,188308000000.0,144399300000.0,113539700000.00005,90520300000.0,9.77923127388529,0.1746035834237313,2291591959868.5093,2405536083775.2275,1836829697617.6536,1408527107479.2407,1107510529656.728,882970321373.8092,1.5357071990580596e-05,1.6120666969260618e-05,1.230948894687572e-05,9.439225031791489e-06,7.421966576999308e-06,5.917213460489593e-06,9.976825188454796e-06,1.0472899806177836e-05,7.996942350568e-06,6.13225607813993e-06,4.821730544643804e-06,3.844157553880454e-06
21,21,2.25,0.02,1550,100000.0,17.15,2.43,0.81,,1.5500000000000005,16.8,0.0167999999999999,1550.0,0.1635585310367901,0.0001897694006913,0.0001229888462461,1.2105073543915743e-06,7.817028530899482e-07,205662199816.00745,228274680842.98465,176736000000.0,135525600000.0,106562400000.0,84957600000.0,9.839927537541488,0.1645448201943176,2014324386279.3315,2235798590132.3906,1731011508444.2222,1327383064507.561,1043707794492.557,832103155722.6644,1.3859868138215513e-05,1.5383755394075794e-05,1.1910490393796717e-05,9.133262928399056e-06,7.18139168895937e-06,5.725413490630228e-06,9.045981553538453e-06,1.0040583801461374e-05,7.773672543016996e-06,5.961047186741264e-06,4.687110735775361e-06,3.7368309933495193e-06
22,22,2.25,0.02,1600,100000.0,17.15,2.43,0.81,,1.6,15.8,0.0157999999999999,1600.0,0.1678283553741281,0.0001893952017295,0.0001258979412962,7.951735487851202e-06,-1.1651394304872495e-06,178963005137.61475,211612736574.746,166216000000.0,127458600000.0,100219400000.0,79900600000.0,9.648278705774477,0.1518618003236688,1720104060223.5552,2033917161244.2544,1597586139404.9966,1225069143211.0366,963259399453.0316,767965124236.7935,1.2407874123715168e-05,1.4671547319935336e-05,1.152409797634743e-05,8.836967526159193e-06,6.94841762965511e-06,5.539673333306935e-06,8.080141099289556e-06,9.554269434713232e-06,7.504616565455898e-06,5.7547283111723145e-06,4.524884303677451e-06,3.607494864212024e-06
23,23,2.25,0.02,1650,100000.0,17.15,2.43,0.81,,1.65,14.3,0.0142999999999999,1650.0,0.1788563503554412,0.0002049430159106,0.000132953709635,-2.610506559528848e-07,7.834529387398342e-06,148434142288.55722,188670934684.68463,150436000000.0,115358100000.0,90704900000.0,72315100000.0,9.597935819344688,0.1313986787508784,1363919592883.6582,1733644163374.885,1382314100459.2412,1059993141483.3364,833461819316.8219,664483118443.1924,1.0564188947141003e-05,1.3427876983773698e-05,1.0706662927742183e-05,8.210137817309525e-06,6.455547808998924e-06,5.146729508136143e-06,6.864768450073406e-06,8.725635894142456e-06,6.95735017990436e-06,5.335070713050236e-06,4.194911805240813e-06,3.3444220399026937e-06
24,24,2.25,0.02,1700,100000.0,17.15,2.43,0.81,,1.6999999999999995,18.1,0.0180999999999999,1700.0,0.1913047121300728,0.0002001267679238,0.0001342406776109,5.955753638198371e-06,-4.331419102120132e-06,170186982978.72345,235169901571.54672,190412000000.0,146012700000.0,114808300000.0,91531700000.0,9.303622672875434,0.1681583548364546,1581125031617.7815,2184849931233.275,1769025892879.5032,1356533448465.6797,1066628444727.632,850376800407.9514,1.2407086873373656e-05,1.714451568346851e-05,1.3881544783176371e-05,1.06447168978977e-05,8.369832562707961e-06,6.672906080658075e-06,8.04571483175622e-06,1.1117830118026082e-05,9.001867391561282e-06,6.902857818224797e-06,5.427646850254107e-06,4.32722845999291e-06
25,25,2.25,0.02,1750,100000.0,17.15,2.43,0.81,,1.75,17.8,0.0178,1750.0,0.2207928069841534,0.0001929154765865,0.0001517956714266,8.347740351288446e-08,-8.231090763032778e-08,149435984814.95612,227591823408.6242,187256000000.0,143592600000.0,112905400000.0,90014600000.0,8.055290551961527,0.1435981338182266,1205546547455.9868,1836053995155.3845,1510652367767.7446,1158406145511.635,910842962809.012,726175762718.7723,1.1132581466716198e-05,1.6954982552511772e-05,1.3950071515323322e-05,1.0697264915790232e-05,8.411150534381731e-06,6.705847115303237e-06,7.211082551112339e-06,1.0982518224041009e-05,9.036099811321664e-06,6.929108096761586e-06,5.448287177111533e-06,4.343684101316888e-06
26,26,2.25,0.02,1800,100000.0,17.15,2.43,0.81,,1.8000000000000005,15.5,0.0155,1800.0,0.2192988536296284,0.0001883824014957,0.0001213367144181,-6.238897347727134e-06,5.357720602236576e-06,114040223186.1199,195001139630.3902,163060000000.0,125038500000.0,98316500000.0,78383500000.0,8.359161735785275,0.1301812311079941,957799783883.8396,1637773446744.9077,1369506551256.0986,1050171991348.1892,825739548918.0071,658326485713.1266,8.658507270115738e-06,1.480546721146797e-05,1.2380335253823956e-05,9.493551757851507e-06,7.46468312880279e-06,5.951269522679444e-06,5.617578947721737e-06,9.605683557648058e-06,8.032274908130794e-06,6.159349969951628e-06,4.843034196033615e-06,3.861142035210782e-06
27,27,2.25,0.02,1850,100000.0,17.15,2.43,0.81,,1.85,12.4,0.0123999999999999,1850.0,0.2352790227221647,0.0001759084732191,0.0001322530943755,-1.089606818844232e-05,6.729642784063731e-06,77979637324.52518,153400938480.0965,130448000000.0,100030800000.0,78653200000.0,62706800000.0,8.012053998726724,0.0988165121241688,621425465896.5516,1222463362675.5923,1039549707546.2572,797152803305.6707,626793136403.6035,499715101811.9224,6.120431039350722e-06,1.2040064529048898e-05,1.0238544517699631e-05,7.851172873030696e-06,6.173297326593988e-06,4.921703386502569e-06,3.915348020953846e-06,7.702242296805473e-06,6.549778072342392e-06,5.022534192926432e-06,3.949167520234581e-06,3.148500733064208e-06
28,28,2.25,0.02,1900,100000.0,17.15,2.43,0.81,,1.9,11.0,0.0109999999999999,1900.0,0.2083229840329625,0.000170756169066,0.0001265344118301,-5.29617678198267e-06,-2.631501333529752e-06,57077744512.73047,133737062886.7463,115720000000.0,88737000000.0,69773000000.0,55627000000.0,9.307109066970654,0.1007905093973862,522990449517.45233,1225402426696.8591,1060316158860.5042,813077039308.7156,639314201107.6215,509697606022.5827,4.608615882411325e-06,1.079830251437903e-05,9.343554733381076e-06,7.164872246595547e-06,5.633666128691652e-06,4.491478734477957e-06,2.9169666289883967e-06,6.834652504752589e-06,5.913887824198288e-06,4.53491759294749e-06,3.56575955027469e-06,2.8428261147310595e-06
29,29,2.25,0.02,1950,100000.0,17.15,2.43,0.81,,1.95,9.4,0.0094,1950.0,0.2491074180242121,0.0001722287388368,0.0001382846339581,4.780180468370888e-06,-5.7482310951231214e-06,38153795817.4905,112253984068.12251,98888000000.0,75829800000.0,59624200000.0,47535800000.0,8.190202188171657,0.0781548873784335,317224001614.4384,933318881130.2758,822189415221.1213,630475476481.8237,495736450641.4041,395229265472.73865,3.1660044582817237e-06,9.314842898452585e-06,8.205732671218014e-06,6.292361735619364e-06,4.947619993682116e-06,3.944523775508507e-06,1.981953591965472e-06,5.831194044243945e-06,5.136878850529335e-06,3.939087612853625e-06,3.0972645008467267e-06,2.469315242122324e-06
30,30,2.25,0.02,2000,100000.0,17.15,2.43,0.81,,2.0,5.3,0.0053,2000.0,0.1532815537159971,0.0001832293902221,0.0001428556479785,1.3739345052935069e-05,1.8199907049706008e-06,15369307846.234867,62127464771.32262,55756000000.0,42755100000.0,33617900000.0,26802100000.0,18.777253624432117,0.073005628406549,211706788205.29843,855783888101.1602,768019210836.8965,588936404355.6316,463074700982.7409,369189462851.9188,1.3099188016222095e-06,5.295094288908639e-06,4.752057375253894e-06,3.643996848495548e-06,2.8652376360489965e-06,2.284330242077846e-06,8.104764385014666e-07,3.2761947958067755e-06,2.940205554940332e-06,2.25462340415434e-06,1.7727874367857918e-06,1.4133668717997394e-06
31,31,2.25,0.02,2050,100000.0,17.15,2.43,0.81,,2.0500000000000003,11.0,0.0109999999999999,2050.0,0.2503608711874289,0.0001605211764101,0.0001229549619695,-9.273977385891548e-06,-1.0525696778457972e-05,18792262108.262123,126506848866.16858,115720000000.0,88737000000.0,69773000000.0,55627000000.0,8.352520486469668,0.0927021578988782,158371204476.1111,1066132534443.7352,975226701096.1992,747828307770.251,588009787552.5847,468794812494.6274,1.643918967931222e-06,1.106662983020384e-05,1.0123012433152657e-05,7.762579971315825e-06,6.103637629609059e-06,4.866166718103897e-06,1.004611467350696e-06,6.762902216730918e-06,6.186250400940874e-06,4.743772051748101e-06,3.729979685662355e-06,2.973751737410457e-06
32,32,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,2.1000000000000005,9.0,0.0089999999999999,2100.0,0.2322954885340406,0.0001944459898996,0.0001441153369162,1.2625001935526907e-05,-2.4984906082262392e-06,4399848066.298353,101498946710.03252,94680000000.0,72603000000.0,57087000000.0,45513000000.0,11.362351737811869,0.0889170738345383,43469068374.64463,1002776593193.76,935407616739.3438,717294034623.2212,564000999332.477,449653642381.2608,3.947682571875631e-07,9.106805893141458e-06,8.494988469445927e-06,6.514170340591284e-06,5.122025842366495e-06,4.083570027565405e-06,2.381037662984059e-07,5.49275364122111e-06,5.123737059425176e-06,3.92901015764096e-06,3.0893407003739443e-06,2.462997938166646e-06
33,33,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,2.1000000000000005,7.3,0.0072999999999999,2100.0,0.2528661708758991,0.0001732558373331,0.0001327986048008,-1.1969163811445743e-05,-3.799267054988033e-06,3568765653.775332,82326923442.58194,76796000000.0,58889100000.0,46303900000.0,36916100000.0,9.450803504896466,0.0655509808312313,32046039583.80598,739261723353.2798,689596318344.5542,528799762365.5436,415789871412.5007,331491310063.5372,3.202009197188012e-07,7.38663144665918e-06,6.890379536328363e-06,5.283715942924041e-06,4.154532072141712e-06,3.312229022358606e-06,1.9312861044204042e-07,4.455233508990456e-06,4.155920059311532e-06,3.186863794531001e-06,2.505798568081088e-06,1.997764994290724e-06
34,34,2.25,0.02,2150,100000.0,17.15,2.43,0.81,,2.1499999999999995,10.6,0.0105999999999999,2150.0,0.2757240000308054,0.000186170391738,0.0001234659748936,-6.382901202174734e-06,4.539170000279661e-06,0.0,117156413810.35774,111512000000.0,85510200000.0,67235800000.0,53604200000.0,8.654837847181362,0.086776912339734,0.0,959101118043.305,912893117814.0032,700029351844.6354,550425954970.9336,438830845702.0355,0.0,1.0772413228104598e-05,1.0253415112525386e-05,7.86257601832151e-06,6.182263503683318e-06,4.928851732323275e-06,0.0,6.5578370012122936e-06,6.241890613542606e-06,4.786438363065418e-06,3.7635277720247855e-06,3.000498178011878e-06
35,35,2.25,0.02,2200,100000.0,17.15,2.43,0.81,,2.2,13.9,0.0138999999999999,2200.0,0.2859365095888611,0.0001940326416705,0.0001293338510095,1.342746011948372e-06,2.584162131025176e-06,0.0,150489034626.86566,144504087061.84097,112131300000.0,88167700000.0,70292300000.0,8.02517913919078,0.1105769750147813,0.0,1197167066326.1506,1149555742774.8909,892024457444.2415,701389752518.7582,559187762649.7494,0.0,1.4175025131785922e-05,1.3611284508709986e-05,1.056199210461326e-05,8.304786899660582e-06,6.621047982277086e-06,0.0,8.510475412653292e-06,8.17201388138988e-06,6.341263826995726e-06,4.986071210441784e-06,3.975179270251318e-06
36,36,2.25,0.02,2250,100000.0,17.15,2.43,0.81,,2.25,12.7,0.0126999999999999,2250.0,0.300738124813723,0.0001963719518891,0.0001150903077049,9.780325889867226e-06,3.5943823998286816e-06,0.0,134615981492.53732,130303350695.39133,102450900000.0,80556100000.0,64223900000.0,7.753037048792942,0.0949914699093953,0.0,1006879524037.1726,974622583990.1316,766296187759.0931,602530893635.2954,480371863331.8128,0.0,1.298166059397543e-05,1.2565773054806994e-05,9.879828506253898e-06,7.768408604830602e-06,6.193416729406961e-06,0.0,7.594181578259147e-06,7.35089024694471e-06,5.77963128025183e-06,4.544465254820548e-06,3.62310591102436e-06
37,37,2.25,0.02,2300,100000.0,17.15,2.43,0.81,,2.3000000000000003,13.4,0.0133999999999999,2300.0,0.2821139365054673,0.0001892805954546,0.0001293241916355,-2.9464737006295924e-06,5.160448023654315e-06,0.0,138924255585.95532,135653959833.07253,108097800000.0,84996200000.0,67763800000.0,8.966054660604895,0.112389515573696,0.0,1165196252741.9292,1137767375469.6,906646222133.006,712886697283.954,568353780256.1809,0.0,1.3705592639878712e-05,1.3382961136748542e-05,1.0664404180668213e-05,8.385312472787711e-06,6.685247544519543e-06,0.0,7.834796189082564e-06,7.650364027875079e-06,6.0963021030132485e-06,4.7934602999148405e-06,3.821618908508491e-06
38,38,2.25,0.02,2350,100000.0,17.15,2.43,0.81,,2.3500000000000005,12.9,0.0128999999999999,2350.0,0.3257047186362469,0.00017219300469,0.0001290225566103,-3.34256081315937e-06,-2.134552645821512e-06,0.0,130726816719.27722,128741697183.0986,104064300000.0,81824700000.0,65235300000.0,7.697050714804424,0.1012879004721268,0.0,1026437581465.126,1010850869061.5808,817089493108.6477,642469152694.7009,512212912687.5456,0.0,1.318954498058294e-05,1.298925842827985e-05,1.0499458337383938e-05,8.255617234910914e-06,6.58184713179008e-06,0.0,7.347381548157194e-06,7.235809714488773e-06,5.848839104556464e-06,4.598882662724887e-06,3.666490560523372e-06
39,39,2.25,0.02,2400,100000.0,17.15,2.43,0.81,,2.3999999999999995,13.4,0.0133999999999999,2400.0,0.3034752054962738,0.0001790211125618,0.0001340994872599,6.657923831439648e-06,1.5538230284178464e-06,0.0,132701552106.23706,131822550966.45468,108097800000.0,84996200000.0,67763800000.0,8.229244005506308,0.1079662859108205,0.0,1069201023545.6451,1062118748293.8776,870964028442.5896,684830151532.335,545985507851.0197,0.0,1.3685898008201854e-05,1.3595244057609593e-05,1.1148441312326356e-05,8.765905943236158e-06,6.988678283926414e-06,0.0,7.489603970303648e-06,7.439993620447716e-06,6.100981482213105e-06,4.797139648156405e-06,3.8245522939818605e-06
40,40,2.25,0.02,2450,100000.0,17.15,2.43,0.81,,2.45,10.8,0.0108,2450.0,0.348134414149695,0.0001868028404246,0.0001228123365375,1.2225107114865857e-05,5.267385110350416e-06,0.0,104456858812.5195,104716421548.82156,87123600000.0,68504400000.0,54615600000.0,7.374685388854173,0.0823308757761679,0.0,796298580265.024,798277286505.6359,664163174886.347,522224745048.2335,416347238800.0814,0.0,1.1004347176112843e-05,1.1031691655898286e-05,9.178318710057527e-06,7.216818591532775e-06,5.753657830266629e-06,0.0,5.929691858634501e-06,5.944426430033184e-06,4.945736522119222e-06,3.88878229326915e-06,3.100358199126925e-06
41,41,2.25,0.02,2500,100000.0,17.15,2.43,0.81,,2.5,10.6,0.0105999999999999,2500.0,0.3040350969013719,0.000189475068421,0.0001331115677124,4.043126782471422e-06,2.779367353611122e-06,0.0,100053511323.69765,101267994706.72392,85510200000.0,67235800000.0,53604200000.0,8.490705563286303,0.0895051194370814,0.0,844839762370.4666,855094713337.6477,722037798498.9368,567730972589.4083,452627388993.3214,0.0,1.0763989644160988e-05,1.0894646593476906e-05,9.199386359288436e-06,7.233383869711979e-06,5.766864611246017e-06,0.0,5.7144046675251375e-06,5.78376804538945e-06,4.883785481752241e-06,3.840070820720771e-06,3.0615226454966024e-06
