,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
10,10,2.25,0.02,1000,100000.0,17.15,2.43,0.81,,1.0,4479.2,4.4792000000000005,1000.0,0.1051283009597227,0.003425309951177,0.0028740951741969,-6.283395045522544e-05,2.834519960722218e-07,90690913615355.7,65037984000000.0,47121184000000.0,36133706400000.0,28411565600000.0,22651314400000.0,9.542221764300994,42.74042686210448,865370682361704.2,620590998037756.9,449629290589339.1,344787023496596.9,271102527586328.62,216138338641662.3,0.0039612529830905,0.0028407686929572,0.0020581877858064,0.0015782700444962,0.0012409776735142,0.0009893779118653,0.00208726213565,0.0014968569173089,0.0010844996398133,0.0008316215393891,0.0006538955527885,0.0005213226880737
11,11,2.25,0.02,1050,100000.0,17.15,2.43,0.81,,1.0500000000000005,4615.1,4.6151,1050.0,0.1132833669002593,0.0035365033120192,0.0029852691501086,-3.948170650232148e-05,5.684122984775126e-06,90813974494706.44,67011252000000.0,48550852000000.0,37230011700000.0,29273579300000.0,23338560700000.0,9.282506255277816,42.84172081287423,843021156900109.2,622061786202933.8,450694902951436.9,345604161797456.4,271745035116061.2,216650582150704.9,0.0041666400447309,0.00307454626432,0.0022275638223585,0.0017081518398256,0.0013431024073403,0.0010707975522497,0.0021475523206716,0.0015846698764637,0.0011481217011293,0.0008804085326055,0.0006922562690364,0.0005519060306664
12,12,2.25,0.02,1100,100000.0,17.15,2.43,0.81,,1.1,4788.1,4.7881,1100.0,0.1221363555948982,0.0036359032278428,0.0030549912630835,-4.631245115009829e-05,-1.1410850970660045e-05,91352260737097.88,69523212000000.0,50370812000000.0,38625602700000.0,30370918300000.0,24213421700000.0,9.031237888462616,43.25806721407593,825321575389647.4,628107135948382.6,455074867092078.8,348962828215950.6,274385920338883.7,218756045901582.0,0.0043920516574968,0.0033425504309944,0.0024217376400868,0.0018570491960628,0.0014601788831816,0.0011641375709048,0.0022108538679206,0.0016825600255566,0.001219044867001,0.0009347941960168,0.0007350191626794,0.0005859990392038
13,13,2.25,0.02,1150,100000.0,17.15,2.43,0.81,,1.15,4924.5,4.924500000000001,1150.0,0.1334090371874935,0.0035202548177951,0.0029531736444816,-3.867472361312861e-05,-4.511128018448824e-06,90816702706708.28,71503740000000.0,51805740000000.0,39725941500000.0,31236103500000.0,24903196500000.0,8.642235282107404,42.55888994088493,784863043007181.0,617955081941649.0,447719522178109.4,343322565153118.6,269951038895032.9,215220306431055.0,0.0045661099555108,0.0035950869095597,0.0026047048408104,0.00199735303715,0.001570498365519,0.0012520905304161,0.0029109783545966,0.0022919334572728,0.0016605468299249,0.0012733489807038,0.0010012213443169,0.0007982305436245
14,14,2.25,0.02,1200,100000.0,17.15,2.43,0.81,,1.1999999999999995,5007.7,5.007700000000001,1200.0,0.1406351344991662,0.0035392022246653,0.0030016198750374,-3.177642902531595e-05,-3.836181651348838e-07,88984491067771.1,72711804000000.0,52681004000000.0,40397115900000.0,31763841100000.0,25323938900000.0,8.564143589353142,42.889166548569534,762120466011408.9,622750698285229.8,451194032090951.5,345986906547310.4,272045983417576.56,216890515236116.16,0.0046686818220535,0.0038149150881245,0.0027639742924979,0.0021194848495799,0.0016665293666648,0.0013286519008708,0.0029731564409381,0.0024294522090392,0.0017601816280366,0.0013497514442368,0.0010612958238247,0.0008461253320324
15,15,2.25,0.02,1250,100000.0,17.15,2.43,0.81,,1.25,5112.9,5.112900000000001,1250.0,0.1483349636254388,0.0034226710928893,0.0028736107929381,-3.476202926116573e-05,-3.5317058137335346e-06,87298733800791.0,74239308000000.0,53787708000000.0,41245764300000.0,32431124700000.0,25855935300000.0,8.440768023992302,43.15677763916509,736867930689316.0,626636411320677.2,454009300764016.8,348145725215144.9,273743440565224.2,218243824521257.9,0.0047719538364711,0.0040580949482724,0.0029401624556353,0.0022545903545256,0.0017727614501991,0.0014133461538163,0.00303043790292,0.0025771005266025,0.0018671554779517,0.0014317816768665,0.001125795360898,0.0008975480277568
16,16,2.25,0.02,1300,100000.0,17.15,2.43,0.81,,1.3000000000000005,5232.2,5.232200000000001,1300.0,0.1625802480346692,0.0034660036124699,0.0030747567509434,-3.503524205121138e-05,-7.344150111481198e-06,85541101473237.72,75841254640702.92,55042744000000.0,42208157400000.0,33187844600000.0,26459235400000.0,8.019332641156257,41.96042038249127,686009819540231.4,608220428702928.2,441423622423808.2,338494711225557.1,266154946486142.2,212193845874258.4,0.0048625562904815,0.0043111716295416,0.0031288870083851,0.0023993090776276,0.0018865523093333,0.0015040666921486,0.0030752591673552,0.0027265432590964,0.0019788230472499,0.0015174111713084,0.0011931249609036,0.0009512270104508
17,17,2.25,0.02,1350,100000.0,17.15,2.43,0.81,,1.35,5200.4,5.2004,1350.0,0.1677548251600455,0.0033753360226259,0.0029669844265611,-3.377341785995816e-05,1.1101653191169431e-05,81045284687241.98,74490973896841.64,54708208000000.0,41951626800000.0,32986137200000.0,26298422800000.0,8.063758822788326,41.93425492903201,653521580815087.4,600669850261908.1,441148361853416.8,338283634512501.3,265988979014850.1,212061527176114.9,0.0047826074107577,0.0043958274089408,0.0032284158420787,0.0024756302849856,0.0019465628979377,0.001551910543098,0.0031122903137909,0.0028605925368596,0.0021008973748482,0.001611020829173,0.0012667292821922,0.0010099085574721
18,18,2.25,0.02,1400,100000.0,17.15,2.43,0.81,,1.4,5200.0,5.2,1400.0,0.1791444656428893,0.0034549692095641,0.0028784020356404,-5.000524111065874e-05,-7.943030930145533e-08,76952220472440.94,73557481739130.44,54704000000000.0,41948400000000.0,32983600000000.0,26296400000000.0,7.82185865351274,40.68327893015532,602051663418293.0,575492220575548.2,427988094345234.0,328192011129562.94,258054038253975.2,205735341549795.47,0.0047071858318751,0.0044995288471871,0.0033462568352932,0.002565993715809,0.0020176147439415,0.0016085571117944,0.0030759848452634,0.0029402881124962,0.0021866643216039,0.0016767890762717,0.001318442185545,0.0010511370222767
19,19,2.25,0.02,1450,100000.0,17.15,2.43,0.81,,1.4499999999999995,5227.9,5.2279,1450.0,0.1839063716905684,0.0034946974302272,0.0028307003890137,-3.284592848517277e-05,-6.586230768782866e-06,73055903767143.94,73008144986284.3,54997508000000.0,42173469300000.0,33160569700000.0,26437490300000.0,7.902917100506532,41.31430404919902,577335798470668.8,576958377174650.4,434626478597573.8,333282490764888.5,262056630584069.44,208926435576799.5,0.0046238664331859,0.0046208436764706,0.0034809114395549,0.0026692502455218,0.0020988043023856,0.0016732860408582,0.0030129873290362,0.0030110176511025,0.0022682190786488,0.001739327310595,0.0013676153627252,0.0010903406730729
20,20,2.25,0.02,1500,100000.0,17.15,2.43,0.81,,1.5,5113.4,5.1134,1500.0,0.1928362236554448,0.0034224017051444,0.0028996440470529,-2.7777816124497334e-05,-1.232021836088826e-05,67111030013368.0,70447971167494.53,53792968000000.0,41249797800000.0,32434296200000.0,25858463800000.0,7.802824971736075,39.89656099722513,523624066670892.7,549660065477901.9,419711821690808.4,321845557564615.2,253063886405399.03,201756908962967.5,0.0043869749674097,0.004605107177688,0.0035163877531259,0.0026964543730481,0.0021201946309959,0.0016903396261936,0.002850027816684,0.002991738875358,0.002284444972927,0.0017517697335173,0.0013773987132391,0.0010981405159783
21,21,2.25,0.02,1550,100000.0,17.15,2.43,0.81,,1.5500000000000005,5085.1,5.0851,1550.0,0.2018787733649787,0.0034742407367427,0.0029795244258522,-2.2333977150378344e-05,-6.776557026871171e-06,62250765016927.33,69095213068729.84,53495252000000.0,41021501700000.0,32254789300000.0,25715350700000.0,7.6953526188516195,39.141699332168905,479164761261345.4,531848745398983.5,411770676974416.9,315756088512606.56,248275798863947.4,197939573522778.16,0.0041951675874785,0.0046564246758579,0.0036051211131842,0.0027644973403096,0.0021736961236622,0.0017329940560239,0.0027380786189224,0.0030391293267149,0.0023529703719342,0.0018043167291248,0.0014187158811006,0.0011310809097786
22,22,2.25,0.02,1600,100000.0,17.15,2.43,0.81,,1.6,4966.7,4.9667,1600.0,0.2120726923012853,0.0035897479337764,0.0030451943596252,-2.0641015014137145e-05,-1.4534103761495535e-05,56256680861834.88,66520061945936.125,52249684000000.0,40066368900000.0,31503778100000.0,25116601900000.0,7.553871731701949,37.51328145819201,424904403945013.0,502423300459917.1,394639720940180.0,302619641523235.0,237946744289311.9,189704664334077.0,0.0039003916715351,0.0046119730426532,0.003622578317666,0.0027778839627958,0.002184221888684,0.0017413857939578,0.0025399770125215,0.0030033664557841,0.002359061968079,0.0018089879179176,0.0014223887893084,0.0011340091608912
23,23,2.25,0.02,1650,100000.0,17.15,2.43,0.81,,1.65,4785.9,4.7859,1650.0,0.2231936832176643,0.0034256926127296,0.002968637168943,-3.198292492744851e-05,4.417329956957915e-06,49677689620895.52,63144071769750.52,50347668000000.0,38607855300000.0,30356963700000.0,24202296300000.0,7.407488837829955,35.44447849678902,367914039478048.2,467646355762265.2,372875913786220.5,285930608033597.0,224824327105132.75,179242727758262.06,0.0035356050267217,0.0044940193326323,0.0035832879794322,0.0027477551454448,0.0021605319062298,0.0017224987939152,0.0022974891835808,0.0029202811766276,0.0023284742815387,0.0017855325122787,0.0014039460425665,0.0011193055552985
24,24,2.25,0.02,1700,100000.0,17.15,2.43,0.81,,1.6999999999999995,4598.0,4.598000000000001,1700.0,0.2375345357640753,0.0033499707546791,0.0028554064992231,-2.9046395401867443e-05,-3.033341134506728e-06,43233135234042.56,59740950686517.77,48370960000000.0,37092066000000.0,29165114000000.0,23252086000000.0,7.176943372787134,33.00358174791859,310319337302205.94,428809340948426.06,347197679988103.6,266239893960459.25,209341719027047.6,166899112899224.3,0.0031518113504845,0.0043552753100876,0.0035263725366322,0.0027041109556095,0.0021262149239408,0.0016951393457936,0.0020438782760449,0.0028242973968333,0.0022867727219004,0.0017535547098451,0.0013788022219595,0.0010992594728755
25,25,2.25,0.02,1750,100000.0,17.15,2.43,0.81,,1.75,4284.4,4.2844,1750.0,0.2432397732132585,0.0034133598625506,0.0028545195934536,-2.8607144489733467e-05,1.1916071121501316e-06,35968737828157.2,54780584731006.16,45071888000000.0,34562254800000.0,27175949200000.0,21666210800000.0,7.213938096688544,30.894139822346062,259364955582204.38,395014248022962.4,325006350931080.56,249223025946865.7,195961528893141.03,156231665081604.06,0.002679574833483,0.0040810071487629,0.0033577351910252,0.0025747956070343,0.0020245355814328,0.0016140747966743,0.0017356832630328,0.0026434551168022,0.0021749587658216,0.0016678129623463,0.0013113843585177,0.0010455101215551
26,26,2.25,0.02,1800,100000.0,17.15,2.43,0.81,,1.8000000000000005,3959.1,3.9591,1800.0,0.2603825546313373,0.0035243062255306,0.0029263748713743,-4.475190246022733e-05,4.527957720743368e-06,29128815975236.6,49808323349075.984,41649732000000.0,31938059700000.0,25112571300000.0,20021168700000.0,6.928947155064823,27.42964181151688,201811772522626.53,345084607283818.8,288559831857157.6,221274920493506.7,173986218010451.56,138711698640840.88,0.0022116062021364,0.003781698402382,0.0031622571163492,0.0024248981138393,0.0019066727080801,0.0015201078172412,0.0014348746330273,0.0024535394692312,0.0020516502960503,0.0015732569332925,0.0012370359151945,0.0009862353181678
27,27,2.25,0.02,1850,100000.0,17.15,2.43,0.81,,1.85,3421.7,3.4217,1850.0,0.2623103654812212,0.0034802988940092,0.0029990937453677,-2.4150742740967414e-05,-9.908212904191871e-07,21517977825268.37,42329999290108.57,35996284000000.0,27602853900000.0,21703843100000.0,17303536900000.0,7.064972646396093,24.16591713309344,151971730133319.06,298957610278127.2,254225448240142.9,194946453512664.8,153284412375211.7,122207042942053.52,0.0016888934586569,0.0033223781289553,0.0028252603045332,0.0021664805015845,0.0017034815695488,0.0013581122965802,0.0010804150260723,0.0021253840699176,0.00180736900243,0.0013859359070916,0.0010897472987085,0.000868808464381
28,28,2.25,0.02,1900,100000.0,17.15,2.43,0.81,,1.9,2800.9,2.8009000000000004,1900.0,0.2772387974138609,0.0034902069725106,0.0029467614928175,-2.842514641517618e-05,-1.0785635075955696e-06,14533550418700.615,34053103585407.977,29465468000000.0,22594860300000.0,17766108700000.0,14164151300000.0,6.863852991014436,19.227581485087605,99769725782139.72,233767297657381.8,202274157223121.6,155108899840201.7,121960549359910.69,97233879570088.05,0.0011734792931859,0.0027495423193203,0.0023791238593387,0.0018243718795898,0.0014344850418047,0.0011436529806726,0.0007427392573757,0.0017402889273237,0.0015058371278905,0.001154713698735,0.0009079396294876,0.0007238610604318
29,29,2.25,0.02,1950,100000.0,17.15,2.43,0.81,,1.95,1952.4,1.9524,1950.0,0.288175553823612,0.0032273975020686,0.002888457136856,-4.264828145742032e-05,-3.2896186681726437e-06,7924624569581.75,23315391329213.023,20539248000000.0,15750010800000.0,12384073200000.0,9873286800000.0,6.789327326749334,13.249542811216209,53778760754706.61,158224890174486.28,139385190373994.48,106884061858081.12,84041850051544.38,67002937996320.35,0.0006575858621647,0.0019347126888232,0.0017043481348176,0.0013069369204918,0.0010276311995387,0.0008192859807768,0.0004116559779737,0.0012111514097852,0.0010669406667843,0.0008181568782271,0.0006433084267502,0.0005128820296509
30,30,2.25,0.02,2000,100000.0,17.15,2.43,0.81,,2.0,1153.8,1.1538,2000.0,0.2867212526805133,0.003427071727371,0.003052467655164,-1.6435430187383357e-05,-9.718222063821584e-06,3345869319431.2803,13525031859085.293,12137976000000.0,9307704600000.0,7318553400000.0,5834766600000.0,7.054402645912421,8.142870118259594,23613259924422.37,95452052152760.1,85662993644090.92,65688533244000.15,51650225160120.61,41178494188038.766,0.0002851668515682,0.0011527320359514,0.0010345139244467,0.0007932912384516,0.000623756827259,0.0004972943836432,0.0001764391914608,0.0007132214255474,0.0006400772017528,0.0004908272610779,0.0003859324801062,0.0003076873012608
31,31,2.25,0.02,2050,100000.0,17.15,2.43,0.81,,2.0500000000000003,2280.8,2.2808,2050.0,0.3191290361223309,0.0036369246801394,0.0029077494744448,-3.249563294921308e-05,-1.788862243411393e-05,3896490128774.931,26230620081268.848,23994016000000.0,18399213600000.0,14467114400000.0,11534005600000.0,6.447678160817259,14.704901005934952,25121668543597.902,169115517195434.84,154695558582435.72,118624436414877.28,93273187080645.4,74362684387013.05,0.0003408591256415,0.0022946153924298,0.0020989606143212,0.0016095356725978,0.0012655615186919,0.0010089775500591,0.0002083016213393,0.0014022570341744,0.001282690901315,0.0009835995723297,0.0007733943333689,0.0006165939056986
32,32,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,2.1000000000000005,2033.5,2.0335,2100.0,0.3199925720923147,0.0032870951234348,0.0028636460128443,-2.3316387601275835e-05,7.254251575284671e-07,994121226979.7444,22933123126094.57,21392420000000.0,16404244500000.0,12898490500000.0,10283409500000.0,6.596458807739225,13.413946568599808,6557702985698.145,151277938659726.2,141114717901669.94,108210306968894.66,85084663084628.56,67834327797409.23,8.919569455454553e-05,0.0020576321981892,0.0019193954502908,0.0014718405986213,0.0011572932833835,0.0009226599612281,5.379822319642318e-05,0.0012410571699358,0.0011576799233711,0.0008877380172847,0.0006980193682455,0.0005565007008068
33,33,2.25,0.02,2100,100000.0,17.15,2.43,0.81,,2.1000000000000005,2017.1,2.0171,2100.0,0.3152264328889032,0.0034484494901373,0.0029142192024785,-1.3446471943895352e-05,9.60692904977257e-06,986103726058.9344,22748169489867.4,21219892000000.0,16271945700000.0,12794465300000.0,10200474700000.0,6.715118245588234,13.541469787552852,6620045517733.555,152716102260260.25,142456262165056.03,109239036776188.86,85893542862447.75,68479212715654.77,8.84763390636704e-05,0.0020410375741172,0.0019039156935243,0.0014599703326673,0.0011479598140707,0.0009152187891779,5.3364345222279406e-05,0.0012310481521896,0.0011483433358406,0.0008805784876641,0.0006923899029693,0.0005520125712306
34,34,2.25,0.02,2150,100000.0,17.15,2.43,0.81,,2.1499999999999995,2693.8,2.6938,2150.0,0.3264500099820907,0.0033952401356688,0.0029087099473959,-7.718994172686666e-06,5.95165985790856e-06,0.0,29773202596447.336,28338776000000.0,21730884600000.0,17086773400000.0,13622546600000.0,6.625749953429026,17.850238532029444,0.0,197289616233210.8,187784509356949.75,143997874237881.56,113224063008662.77,90268656256472.9,0.0,0.0027376157314969,0.0026057216632189,0.0019981327620899,0.0015711114553039,0.0012525793204275,0.0,0.0016665567277231,0.0015862646164868,0.0012163875153231,0.0009564331237999,0.0007625228294271
35,35,2.25,0.02,2200,100000.0,17.15,2.43,0.81,,2.2,2726.7,2.7267,2200.0,0.3343454662313433,0.0033603409143216,0.0028740209477145,-1.991273970001421e-05,4.045809462294711e-06,0.0,29520751850149.25,28346711812339.7,21996288900000.0,17295458100000.0,13788921900000.0,6.60672460053574,18.013037622007964,0.0,195019039023984.9,187263133581212.62,145311174496738.3,114256697636396.56,91091931254494.3,0.0,0.0027806504335856,0.0026700639906402,0.0020718981202624,0.0016291124057053,0.0012988209736168,0.0,0.0016694613890418,0.0016030669244881,0.0012439369839617,0.0009780949906123,0.0007797929004455
36,36,2.25,0.02,2250,100000.0,17.15,2.43,0.81,,2.25,2726.2,2.7262,2250.0,0.3694946409875683,0.0033572800500308,0.0031276770196159,-1.635932680570758e-05,4.210858776323059e-06,0.0,28896857381492.53,27971101942187.08,21992255400000.0,17292286600000.0,13786393400000.0,6.10445446549098,16.63409217488741,0.0,176316113729118.34,170667554816048.75,134187221574816.77,105510046665310.84,84118604128405.62,0.0,0.0027866616623066,0.0026973866537018,0.0021208179900589,0.0016675776014558,0.0013294876132054,0.0,0.001630177780996,0.0015779525189937,0.0012406638422222,0.000975521352574,0.0007777410499711
37,37,2.25,0.02,2300,100000.0,17.15,2.43,0.81,,2.3000000000000003,2734.9,2.7349,2300.0,0.3595857395321672,0.0034627843757579,0.0028827078140315,-3.396269037597015e-05,9.059892504023648e-06,0.0,28354025865823.07,27686568264736.57,22062438300000.0,17347470700000.0,13830389300000.0,6.41139749280414,17.535445892600652,0.0,181798415447562.9,177518856176855.7,141458442015609.5,111227333296765.94,88676749878881.52,0.0,0.0027972705455823,0.0027314224188725,0.002176573059232,0.0017114172449124,0.0013644390678735,0.0,0.0015990585147403,0.0015614164611817,0.0012442370613082,0.0009783309383758,0.0007799810114089
38,38,2.25,0.02,2350,100000.0,17.15,2.43,0.81,,2.3500000000000005,2615.5,2.6154999999999995,2350.0,0.3778603748892237,0.003252576533112,0.0029189842281824,-2.6931426067194624e-05,-1.8270922360863623e-05,0.0,26505115436377.49,26102628603286.383,21099238500000.0,16590116500000.0,13226583500000.0,6.236706157252712,16.301689069489363,0.0,165199063504014.06,162690474244746.3,131505725723570.7,103401613767771.05,82437641624407.72,0.0,0.0026742058059468,0.0026335973193151,0.002128785525692,0.0016738423936363,0.001334482261488,0.0,0.0014896958480003,0.0014670744424996,0.0011858634634082,0.0009324323724307,0.0007433880667479
39,39,2.25,0.02,2400,100000.0,17.15,2.43,0.81,,2.3999999999999995,2537.3,2.5373,2400.0,0.395975717277588,0.0035195519037046,0.0028478595084466,-1.5587746190972888e-05,-9.616248233629763e-06,0.0,25127137922325.023,24960698400536.223,20468399100000.0,16094093900000.0,12831126100000.0,6.083560348184775,15.436447775611224,0.0,152868699912722.38,151856113704591.5,124525824205855.72,97913388240701.95,78062116401265.95,0.0,0.0025914350012096,0.0025742696080128,0.0021109656822212,0.0016598308320725,0.0013233114484929,0.0,0.0014181621010336,0.0014087683442657,0.0011552253966282,0.0009083419723333,0.0007241818310089
