,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
1142,1142,0.02,3664,100000.0,0.01715,0.00243,0.81,3.65426418403657,7339180000000.0,76.0,0.0417217060929211,3664.0,0.183040111592718,0.0433434114268476,0.0021206124765408,0.0103642490064111,-4.245561583503955e-05,3062031109.230451,20.01747031357124,0.8351630131465935,61294116828.25216,4.862382366518149e-07,1.7416805221748892e-07
1143,1143,0.02,3668,100000.0,0.01715,0.00243,0.81,3.65624645237704,7336160000000.0,71.0,0.0388780750826009,3668.0,0.2053769737309901,0.0477309156684872,0.0019665390144163,0.0135290506408766,-4.446534786600583e-05,2852157792.9797373,17.85984053307005,0.694356221207977,50939083357.771126,4.533790796542721e-07,1.6215576741029833e-07
1144,1144,0.02,3672,100000.0,0.01715,0.00243,0.81,3.65819978485237,7333150000000.0,83.0,0.0453038310072978,3672.0,0.1777913276668009,0.0467668040895289,0.0018501125463075,0.0113554964742263,6.578558500058443e-05,3322197883.511658,20.653425834592472,0.9356793137321358,68614767594.94811,5.286529955171406e-07,1.887923512119417e-07
1145,1145,0.02,3676,100000.0,0.01715,0.00243,0.81,3.67482730630873,7330130000000.0,48.0,0.0260988103501958,3676.0,0.1789576741892156,0.0394437371440559,0.0018810175116331,0.0114530184845961,8.90255301271501e-05,1913076727.1228075,20.54116995347899,0.5361000989869885,39296834185.87494,3.0475001971210906e-07,1.0866543561690905e-07
1146,1146,0.02,3680,100000.0,0.01715,0.00243,0.81,3.67674738856024,7327110000000.0,79.0,0.0427585962472557,3680.0,0.1951054614437958,0.0401510059362441,0.0021020977230187,0.0115166175427346,8.704951420766405e-06,3132969381.492297,18.861593995204995,0.806495282220633,59092796473.11622,4.996134932930044e-07,1.778752068886749e-07
1147,1147,0.02,3684,100000.0,0.01715,0.00243,0.81,3.67863777590497,7324100000000.0,65.0,0.0349969877130568,3684.0,0.183857102702324,0.0382452757907105,0.0020973985448705,0.008861203850926,2.8225962650093284e-05,2563214377.0919933,20.037300413488097,0.7012451563736708,51359896497.96404,4.0918636034811323e-07,1.4545453590048825e-07
1148,1148,0.02,3688,100000.0,0.01715,0.00243,0.81,3.68049829642054,7321080000000.0,72.0,0.0385354140009374,3688.0,0.1995474674981894,0.047497457371706,0.0018251208880527,0.0132801003668957,3.451873856823802e-05,2821208487.339829,18.48181811695236,0.7122045126267847,52141062133.01702,4.508479442835641e-07,1.6001500135216178e-07
1149,1149,0.02,3692,100000.0,0.01715,0.00243,0.81,3.69730310353362,7318060000000.0,71.0,0.0377457127142618,3692.0,0.2188397712864599,0.0388387872644247,0.0022058874174156,0.0077804984202809,6.543185964878746e-05,2762253903.8573136,16.870790799571783,0.636800022783049,46601407747.27721,4.418955714602071e-07,1.56593020508133e-07
1150,1150,0.02,3696,100000.0,0.01715,0.00243,0.81,3.69916552933537,7315030000000.0,64.0,0.0337894099268225,3696.0,0.2194590256172801,0.0545114275644101,0.0018159079383178,0.0150907961467322,8.811806751803664e-05,2471705472.97005,16.841412603578874,0.5690613942090831,41627011704.81268,3.9583698330443803e-07,1.4005187256537665e-07
1151,1151,0.02,3700,100000.0,0.01715,0.00243,0.81,3.70099744748659,7312010000000.0,70.0,0.0366952701251852,3700.0,0.2174783922228658,0.0502283651486842,0.0018747794602311,0.011983339125888,5.44252016235759e-05,2683161821.080555,17.013184446426944,0.6243033989512364,45649126961.6543,4.301605768256317e-07,1.519576504380939e-07
1152,1152,0.02,3704,100000.0,0.01715,0.00243,0.81,3.70279868708409,7308990000000.0,58.0,0.0301834851264626,3704.0,0.2220556700218473,0.043184364461388,0.0024413762316321,0.0163228496462211,9.642640020975122e-05,2206107909.544641,16.68050178423985,0.5034756775065369,36798986921.38503,3.540355848897819e-07,1.2487803813771238e-07
1153,1153,0.02,3708,100000.0,0.01715,0.00243,0.81,3.71974177904936,7305960000000.0,78.0,0.0403053404123772,3708.0,0.2046108250792263,0.0412875139245422,0.0018486934419703,0.0130772223068446,-3.365826390823323e-05,2944692048.392117,18.12220833655425,0.7304217760288403,53364322787.95666,4.730389601244568e-07,1.666030386815268e-07
1154,1154,0.02,3712,100000.0,0.01715,0.00243,0.81,3.72154350436325,7302940000000.0,70.0,0.035933934356316,3712.0,0.2048862537279989,0.0450706699649738,0.0020281407669616,0.0097324503856914,-1.644630466120253e-05,2624233665.681149,18.117369674433817,0.6510283725902165,47544211433.23995,4.2199302238029306e-07,1.4839844974078668e-07
1155,1155,0.02,3716,100000.0,0.01715,0.00243,0.81,3.72331390205457,7299910000000.0,76.0,0.0387767523488629,3716.0,0.1971906030297697,0.047009641606591,0.0019447834575332,0.0127605032784527,9.1916404166524e-05,2830668022.389878,18.84471137521192,0.7307367060823923,53343121880.97916,4.556657110911098e-07,1.5999254047703137e-07
1156,1156,0.02,3720,100000.0,0.01715,0.00243,0.81,3.72505280252451,7296880000000.0,69.0,0.0350099034042167,3720.0,0.2103227836118633,0.047976290036374,0.0021223273086981,0.0120574788680354,4.59095843052184e-05,2554630639.5216126,17.687099495911067,0.6192236448526176,45184006296.52168,4.116618736804143e-07,1.4431881497526248e-07
1157,1157,0.02,3724,100000.0,0.01715,0.00243,0.81,3.72676003765611,7293850000000.0,44.0,0.0222279609649331,3724.0,0.1633704133691146,0.0476154054296775,0.0021290969184033,0.0108501704606932,2.908422985762643e-05,1621274130.8407772,22.79482510450712,0.5066824826254627,36956660258.97732,2.615303732757913e-07,9.15448607376092e-08
1158,1158,0.02,3728,100000.0,0.01715,0.00243,0.81,3.74386944840887,7290820000000.0,59.0,0.029710542695193,3728.0,0.2034738050357332,0.0456263109700933,0.0017791822557876,0.0099609912757701,-0.0001220869043965,2166142188.9296703,18.321768737481,0.5443496923263814,39687556238.07028,3.497890948649723e-07,1.2224954816517338e-07
1159,1159,0.02,3732,100000.0,0.01715,0.00243,0.81,3.74553639320653,7287790000000.0,47.0,0.0236214271118429,3732.0,0.2209040076817327,0.0426413200786859,0.0020593551907835,0.0124946372882687,0.000166810229211,1721480002.9141765,16.894215904751157,0.3990654896058166,29083054844.943752,2.782749859930095e-07,9.71058018733304e-08
1160,1160,0.02,3736,100000.0,0.01715,0.00243,0.81,3.74720977948172,7284760000000.0,44.0,0.0221010398724919,3736.0,0.2102363666937546,0.0436480411616141,0.0018791868763062,0.0094349036619984,-1.145450901067656e-05,1610007712.215343,17.77047453184979,0.3927459661815145,28610601046.004498,2.605267262216342e-07,9.077247071419794e-08
1161,1161,0.02,3740,100000.0,0.01715,0.00243,0.81,3.74885067802124,7281730000000.0,49.0,0.0246289392883589,3740.0,0.1601088293874084,0.0370052002568371,0.0018266774546186,0.0100073011837363,2.566141567995527e-05,1793412860.8422208,23.3591115137722,0.5753101393027023,41892531006.64666,2.905074105288683e-07,1.0106239635978617e-07
1162,1162,0.02,3744,100000.0,0.01715,0.00243,0.81,3.76613113770032,7278700000000.0,48.0,0.0241709562859054,3744.0,0.1802760687809418,0.0444978975760574,0.001753721346508,0.0105900058578833,0.0001161150352792,1759331395.182203,20.768147571208864,0.5019859870829237,36538054041.80477,2.852699321754603e-07,9.908867950102297e-08
1163,1163,0.02,3748,100000.0,0.01715,0.00243,0.81,3.76772968824266,7275660000000.0,55.0,0.0277850175677383,3748.0,0.205042167153119,0.037497957624592,0.0020294074610007,0.0127845419595858,5.413964258762857e-05,2021543409.1689093,18.27916692472877,0.5078869741272101,36952129421.78377,3.2811286372575493e-07,1.1379591194467829e-07
1164,1164,0.02,3752,100000.0,0.01715,0.00243,0.81,3.76933444995049,7272620000000.0,39.0,0.0197824461806576,3752.0,0.1780429228861312,0.0411024559037142,0.0023217818977377,0.0133096345658657,0.000124536703577,1438702137.4237473,21.07357000873112,0.4168867645320452,30318590214.71043,2.33750102887201e-07,8.094346722566621e-08
1165,1165,0.02,3756,100000.0,0.01715,0.00243,0.81,3.78675512039779,7269590000000.0,66.0,0.0336440981313466,3756.0,0.2068236660476797,0.0364853320508641,0.0020724915576613,0.0112560803860758,-1.8334744884468147e-05,2445787993.3465595,18.16039755882732,0.6109901975734536,44416482303.78003,3.977859043007324e-07,1.3752991469406554e-07
1166,1166,0.02,3760,100000.0,0.01715,0.00243,0.81,3.78831599234733,7266550000000.0,57.0,0.0292229262426186,3760.0,0.2048469305480847,0.0393149406196277,0.002004500202043,0.0118764171125825,-0.000119448485094,2123498546.883004,18.355168856764475,0.5363917456720387,38977174395.13153,3.457265037698455e-07,1.193432629815325e-07
1167,1167,0.02,3764,100000.0,0.01715,0.00243,0.81,3.78984292575042,7263510000000.0,39.0,0.0201212039722381,3764.0,0.2226819877158867,0.0369407967521184,0.0025836590038232,0.0098854737186449,0.0001120155208853,1461505662.6439118,16.90302856826649,0.3401092855706578,24703871968.353287,2.381897061733001e-07,8.209322376250698e-08
1168,1168,0.02,3768,100000.0,0.01715,0.00243,0.81,3.80748374492699,7260470000000.0,46.0,0.0238993251328956,3768.0,0.2213557788299858,0.0442409618098755,0.0020009210339801,0.0063202295745795,0.0002218324705044,1735203331.4763465,17.02237014057828,0.4068231585221743,29537273377.55492,2.830838471536021e-07,9.741328322758617e-08
1169,1169,0.02,3772,100000.0,0.01715,0.00243,0.81,3.80896477705197,7257430000000.0,54.0,0.0282604467666907,3772.0,0.1925120396679193,0.0337723147950665,0.0022797005645089,0.0057876932541095,0.0001311513503805,2050982141.7798407,19.59357973925501,0.5537233171901257,40186082138.751335,3.349358889975874e-07,1.1507760606083518e-07
1170,1170,0.02,3776,100000.0,0.01715,0.00243,0.81,3.81045165225431,7254390000000.0,49.0,0.0258350376881907,3776.0,0.2066012779196599,0.0417584080643308,0.0019536443147938,0.0127631329356118,6.811006664579271e-05,1874174390.5483425,18.27675045392679,0.4721805367948564,34253817643.192383,3.063640023037176e-07,1.050993915876911e-07
1171,1171,0.02,3780,100000.0,0.01715,0.00243,0.81,3.82819160856547,7251350000000.0,43.0,0.0228454787996951,3780.0,0.1835774091752936,0.0401240404298485,0.0018563704868488,0.0101816194361554,-1.5892310397851014e-05,1656605626.9416907,20.590768858659345,0.4704059734299241,34110783554.3108,2.710661067568786e-07,9.284760998877329e-08
1172,1172,0.02,3784,100000.0,0.01715,0.00243,0.81,3.82963091039523,7248300000000.0,55.0,0.0294372536619186,3784.0,0.1855495210438129,0.0463633492281844,0.0019142428723207,0.0128490794795665,0.0001869105201607,2133700457.176852,20.393477594083908,0.6003279729857032,43513572465.92272,3.494852703135819e-07,1.1952151393382106e-07
1173,1173,0.02,3788,100000.0,0.01715,0.00243,0.81,3.84760564544651,7245260000000.0,58.0,0.0312654531675182,3788.0,0.2046149367742334,0.0444053854996742,0.0022538543401167,0.0091839898574709,-1.216491434592204e-05,2265263372.1649337,18.51282247385281,0.5788117840548247,41936418665.41059,3.714102746451597e-07,1.268213897428783e-07
1174,1174,0.02,3792,100000.0,0.01715,0.00243,0.81,3.84899591798408,7242220000000.0,42.0,0.0227974870129738,3792.0,0.2119107147092572,0.0489869803915137,0.0022644662884423,0.0133828030103097,2.682671197749849e-05,1651044163.950993,17.894328775223315,0.4079457278590373,29544327092.15277,2.709773373269082e-07,9.238336919743289e-08
1175,1175,0.02,3796,100000.0,0.01715,0.00243,0.81,3.85035013483648,7239170000000.0,52.0,0.0283828359510037,3796.0,0.1955519117641062,0.0369166229165302,0.0020248621520354,0.0085733544105736,-9.321472389265028e-05,2054681745.3142755,19.411725335516564,0.5509598157239091,39884917691.940506,3.375648317682691e-07,1.1490557522723373e-07
1176,1176,0.02,3800,100000.0,0.01715,0.00243,0.81,3.86846466705326,7236120000000.0,42.0,0.023044414409038,3800.0,0.1548828580296566,0.0432784224325526,0.0021103692445862,0.0071572141300231,1.6184582366918198e-05,1667521479.9352818,24.534671224057497,0.565387131076681,40912091269.26593,2.742349882408797e-07,9.320292432273129e-08
1177,1177,0.02,3804,100000.0,0.01715,0.00243,0.81,3.86980974807317,7233070000000.0,48.0,0.0264636389581546,3804.0,0.17984731540454,0.0379635060530046,0.0022872710475007,0.0109508671418012,2.4092510787037747e-05,1914133530.3905976,21.15127485469252,0.559739701259278,40486364409.87446,3.151088382053083e-07,1.0692694898424238e-07
1178,1178,0.02,3808,100000.0,0.01715,0.00243,0.81,3.87111807691136,7230030000000.0,52.0,0.028780208150744,3808.0,0.2106659761319683,0.0469182356393129,0.0019298108301636,0.0129041187947045,1.577667616528105e-05,2080817683.3612385,18.076008617616253,0.5202312905496387,37612878376.12604,3.42893893141858e-07,1.161731999594245e-07
1179,1179,0.02,3812,100000.0,0.01715,0.00243,0.81,3.87238949909084,7226980000000.0,44.0,0.0244214864062478,3812.0,0.1999056869828424,0.0447637298630408,0.0021428463651602,0.0161068347381773,4.560649756756277e-05,1764935938.2822492,19.06899227097615,0.4656931355264888,33655549765.87225,2.9112431865581306e-07,9.848225459910684e-08
1180,1180,0.02,3816,100000.0,0.01715,0.00243,0.81,3.89062691066957,7223930000000.0,43.0,0.0239268393795928,3816.0,0.1887377533957058,0.0454514946634872,0.0019840070700288,0.0155097413230525,-5.287444491697012e-05,1728458127.9942193,20.21853037531612,0.483765528781607,34946883163.31315,2.8537677839641776e-07,9.639292279758833e-08
1181,1181,0.02,3820,100000.0,0.01715,0.00243,0.81,3.89188744414466,7220870000000.0,47.0,0.026216410670301,3820.0,0.2332061378478711,0.0507002640219239,0.0020553615728779,0.009459909867954,0.0001990015387962,1893052933.1685708,16.380357889602056,0.4294341893603141,31008884549.26211,3.128478267624708e-07,1.0551311119358417e-07
1182,1182,0.02,3824,100000.0,0.01715,0.00243,0.81,3.89311037057742,7217820000000.0,45.0,0.0251425194836498,3824.0,0.2080892914870812,0.0435964962328291,0.0021558447707164,0.0153458849005567,-0.0001993252169616,1814741799.794773,18.37672651327858,0.4620372044058109,33349013747.0435,3.0020627350186506e-07,1.0108777002601213e-07
1183,1183,0.02,3828,100000.0,0.01715,0.00243,0.81,3.89429553925884,7214770000000.0,56.0,0.0313237839459403,3828.0,0.2131486180598014,0.0474293769417949,0.0023691872271821,0.0123559510160094,-7.83187105324026e-06,2259938966.996519,17.95930011108966,0.5625532365000747,40586922141.036446,3.742282795134502e-07,1.2581161634417865e-07
1184,1184,0.02,3832,100000.0,0.01715,0.00243,0.81,3.89544280174506,7211720000000.0,36.0,0.0201548008210348,3832.0,0.1942796225877472,0.0399897166754244,0.0022889674073471,0.0121997466644223,3.715461204898757e-05,1453507801.7707326,19.72414784916138,0.3975362712644901,28669202782.03548,2.409285791814536e-07,8.086895137266354e-08
1185,1185,0.02,3836,100000.0,0.01715,0.00243,0.81,3.91386771188368,7208660000000.0,52.0,0.0291409211230131,3836.0,0.2119283370011155,0.0440413509522651,0.0021013239515059,0.0071904071978649,-6.151445162624524e-05,2100669924.626201,18.10045817506608,0.5274640239699994,38023088110.31576,3.48542631700902e-07,1.1680537559447213e-07
1186,1186,0.02,3840,100000.0,0.01715,0.00243,0.81,3.91495834337107,7205610000000.0,40.0,0.0224417747939287,3840.0,0.1627058118224961,0.0361999233852367,0.0015862435785877,0.0121175855980193,6.823947723563924e-05,1617066768.7288074,23.60087790956875,0.5296455869855492,38164195380.38944,2.685675870720724e-07,8.986150500574086e-08
1187,1187,0.02,3844,100000.0,0.01715,0.00243,0.81,3.91605376001527,7202550000000.0,40.0,0.0224595590908221,3844.0,0.2009048182152071,0.0469479806704155,0.0020390275652912,0.0095704301245189,-8.1875914977248e-05,1617660973.2960083,19.13343858126064,0.4297285944264391,30951416877.86149,2.689297815337731e-07,8.984090568926573e-08
1188,1188,0.02,3848,100000.0,0.01715,0.00243,0.81,3.91711042477277,7199490000000.0,29.0,0.0162905131411467,3848.0,0.1915697574294386,0.0462767276446618,0.0017257314733249,0.0147630445131735,-0.0001398334992774,1172833864.5455432,20.086677832837704,0.3272222891978228,23558335988.56834,1.9517044487768894e-07,6.509747491175037e-08
1189,1189,0.02,3852,100000.0,0.01715,0.00243,0.81,3.93564964544362,7196430000000.0,40.0,0.0224765479929549,3852.0,0.1766402917271415,0.0359184344557023,0.0024638148095555,0.0111740062594735,0.0001154752307864,1617509042.7294078,21.80702920231944,0.4901467384497029,35273066929.81596,2.6942637451427613e-07,8.972543022087632e-08
1190,1190,0.02,3856,100000.0,0.01715,0.00243,0.81,3.93664721150638,7193380000000.0,37.0,0.0208028576933052,3856.0,0.245220186346794,0.0351499487889713,0.0021809643897047,0.0093795454069775,0.0001785590439323,1496428604.73868,15.724643462046748,0.3271175202189211,23530806275.923824,2.494909907216806e-07,8.295950921211485e-08
1191,1191,0.02,3860,100000.0,0.01715,0.00243,0.81,3.93764934167081,7190320000000.0,50.0,0.0281255370014232,3860.0,0.2149549780236518,0.0395732752911942,0.0020317229522658,0.0126587844308837,-3.0852527138398865e-05,2022316112.1207345,17.957248701517752,0.5050572627982968,36315233378.43849,3.374844473900789e-07,1.1204712291790781e-07
1192,1192,0.02,3864,100000.0,0.01715,0.00243,0.81,3.95631975717513,7187260000000.0,42.0,0.0236314830211463,3864.0,0.2171961833057466,0.0402715456058291,0.0021369775879489,0.0072520323771686,-1.910108059852761e-05,1698456126.5856414,17.790367865537746,0.4204127761544025,30216159295.434902,2.8371510327099186e-07,9.404696027420458e-08
1193,1193,0.02,3868,100000.0,0.01715,0.00243,0.81,3.95726094304263,7184200000000.0,35.0,0.0197081072960881,3868.0,0.2293793890061174,0.0486879282561131,0.0017554972669632,0.0099927297566821,-9.975858257014467e-05,1415869844.3655674,16.862892593618522,0.3323356965574446,23875661112.079937,2.3674197643516213e-07,7.835246823918555e-08
1194,1194,0.02,3872,100000.0,0.01715,0.00243,0.81,3.97612837267626,7181130000000.0,41.0,0.0231076335505626,3872.0,0.2293157424583883,0.04509249660489,0.0018621751229691,0.0137059850698667,0.0002929972867367,1659389205.1895185,16.885016085202327,0.390172764192211,28018813421.23612,2.777303413250392e-07,9.177337156729844e-08
1195,1195,0.02,3876,100000.0,0.01715,0.00243,0.81,3.97700686424883,7178070000000.0,29.0,0.0163608020033332,3876.0,0.1766396098644512,0.0440519466795331,0.0020138002317545,0.0066698400950518,-0.0002871951863841,1174389820.3606632,21.94298324693054,0.3590048042654892,25769616153.5398,1.96747756939446e-07,6.491124484091871e-08
1196,1196,0.02,3880,100000.0,0.01715,0.00243,0.81,3.97784443345667,7175010000000.0,43.0,0.0242847595894667,3880.0,0.1970815707929222,0.0548913512825455,0.0023012365392506,0.0085972104687589,6.269521503451409e-05,1742433929.0201995,19.687279659835863,0.4781008535097131,34303784049.407265,2.9219762827811226e-07,9.625058299518864e-08
1197,1197,0.02,3884,100000.0,0.01715,0.00243,0.81,3.99688735855574,7171940000000.0,41.0,0.0231897986296717,3884.0,0.1962464214958876,0.0370700368276025,0.0018942758914442,0.0098800168414316,0.0002035819458642,1663158443.840883,19.79144368796243,0.4589595937143376,32916306685.43606,2.7917406823216693e-07,9.181416132142844e-08
