,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
10,10,2.25,0.02,150,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,150.0,0.1492846727781824,0.1631788425561755,0.0886502867089967,0.000204701191243,-2.851778410168955e-05,1376616593406593.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0048253722935097,100.48253722935098,1383259280975203.5,777428366416627.1,533887836108476.9,386982366679165.7,0.008400968584569,0.0047215669345912,0.0032424687117724,0.0023502656009377,0.0054534155471833,0.0030649640299168,0.0021048203080433,0.0015256544336691
11,11,2.25,0.02,155,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,155.0,0.1548394108853898,0.166172249378007,0.0877006827286131,1.587108608656104e-06,1.6649107677166845e-05,1370432500000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0010383446250428,100.10383446250428,1371855481220359.0,774498362044672.5,531875697419556.3,385523891435375.0,0.0086739947582222,0.0048970134424444,0.0033629540972777,0.0024375980263642,0.0055798460122799,0.0031501726356248,0.0021633361020177,0.0015680689239588
12,12,2.25,0.02,160,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,160.0,0.1598077155344242,0.1659669625395385,0.084325458179887,-4.135560169605522e-05,2.963445036370433e-05,1365553333333333.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0012036860091826,100.12036860091824,1367197030775458.8,774626285846874.5,531963547265142.9,385587568370600.4,0.0089187721993802,0.005053196596837,0.0034702106496977,0.0025153416865305,0.0057189723143587,0.0032402544644352,0.0022251985124133,0.0016129091701008
13,13,2.25,0.02,165,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,165.0,0.1644580409521353,0.1642198886001977,0.0840375173095108,-3.50491250468203e-05,-8.67273860875714e-06,1359733846153846.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0033096458188513,100.33096458188513,1364234083592519.8,776255656421816.2,533082494255055.4,386398624036339.3,0.0091367200106871,0.0051988369699437,0.0035702270975234,0.0025878374413852,0.0058335893728685,0.0033193399889311,0.0022795093677468,0.0016522757596948
14,14,2.25,0.02,170,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,170.0,0.1697110922769979,0.1589818104770673,0.0817272050937119,-2.757989271186044e-05,-1.9088545203916743e-05,1353716296296296.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001704759162721,100.17047591627208,1356024056556132.0,775013963640401.5,532229779457373.7,385780543667783.8,0.0093881534824809,0.0053656496774847,0.0036847833438757,0.0026708721994993,0.0059530703713149,0.0034023826067071,0.0023365377004195,0.0016936120810209
15,15,2.25,0.02,175,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,175.0,0.1747265178304843,0.1628099795787909,0.080014388106343,-6.539856774551167e-05,5.693091866064893e-05,1347497500000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001566683295786,100.1566683295786,1349608601824363.5,774907135032533.2,532156416435450.2,385727367337606.3,0.0096780624504427,0.0055568700703306,0.0038161012197937,0.002766056429169,0.00605000976534,0.0034737447048285,0.0023855446029098,0.001729134162302
16,16,2.25,0.02,180,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,180.0,0.1796965310967919,0.1613005300472834,0.0835599970308782,-1.2266773501441437e-05,-1.0394478324026144e-05,1340051034482758.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0016908645685612,100.16908645685612,1342316879297029.0,775003213462372.8,532222396926026.1,385775192526102.5,0.009949807928204,0.0057446443806397,0.003945052547708,0.0028595252941398,0.0061454726306792,0.0035481644539221,0.0024366513035702,0.001766178257779
17,17,2.25,0.02,185,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,185.0,0.1789044704295224,0.1634596348967983,0.0771960490649943,-3.9697659067959424e-05,3.638423421784613e-05,1325498666666667.2,773695000000000.0,531324000000000.0,385124000000000.0,1.047914569890961,104.7914569890961,1389009365171042.8,810766263151787.2,556782160932745.0,403577050814686.56,0.0101320334425873,0.005914078838024,0.0040614092433508,0.0029438650869079,0.0061917345360242,0.0036141221204667,0.0024819467898006,0.0017990101623025
18,18,2.25,0.02,190,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,190.0,0.1897876661597933,0.1616964878496075,0.0789008424074646,-2.341286034147882e-05,-5.467431563627296e-05,1327065440000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0011192885589093,100.11192885589094,1328550809163916.0,774560987961585.2,531918704874273.9,385555064886961.4,0.0104339273085292,0.0060831042280571,0.0041774850178277,0.0030280012572477,0.0063164717081714,0.0036825784403319,0.0025289581905414,0.0018330858274312
19,19,2.25,0.02,195,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,195.0,0.194422543373659,0.1646402034775702,0.0805668922239635,5.0524918368948535e-05,-4.115282447190764e-06,1320634375000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0029911968963126,100.29911968963124,1324584652443663.5,776009274082692.4,532913294699736.2,386275981713495.3,0.0106838416184908,0.0062591395449767,0.0042983747595567,0.0031156267755634,0.0063970431520335,0.0037477142767184,0.0025736892966389,0.0018655086476025
20,20,2.25,0.02,200,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,200.0,0.1933458782346356,0.1610517053559043,0.0775257718277797,6.197148322731873e-05,1.8984391087025523e-05,1313141353383458.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0482367505257444,104.82367505257446,1376483025251655.5,811015532698016.0,556953343236340.8,403701130309476.9,0.0109141281476299,0.0064305387652463,0.0044160807280722,0.0032009445730252,0.0064752794888553,0.0038151957907817,0.0026200312634065,0.0018990990813292
21,21,2.25,0.02,205,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,205.0,0.2047200614593919,0.1621200746650218,0.079664422738399,-5.558993496758394e-06,9.27354290062518e-06,1305992262773722.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0013692284315174,100.13692284315177,1307780464511254.5,774754365191322.9,532051503927147.7,385651322730459.7,0.0111398028155828,0.0065994339974857,0.0045320671185416,0.0032850159544106,0.0065467045106546,0.0038783939926361,0.0026634317266408,0.0019305574005519
22,22,2.25,0.02,210,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,210.0,0.2097444805237415,0.1589215647638853,0.0784848790317111,-1.0700899968988058e-05,3.68257789605076e-05,1297854042553191.8,773695000000000.0,531324000000000.0,385124000000000.0,1.001219069765774,100.12190697657738,1299436217176855.2,774638188182430.4,531971721024230.0,385593493024473.9,0.0113635388080007,0.0067741925284296,0.0046520800457226,0.0033720059239349,0.0066154938351404,0.0039437212005056,0.0027082942543734,0.0019630754801613
23,23,2.25,0.02,215,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,215.0,0.214631531256046,0.1573276277185487,0.0747456579813105,-4.444834041356929e-05,-1.6047516116650297e-05,1290045379310344.5,773695000000000.0,531324000000000.0,385124000000000.0,1.001718831282442,100.17188312824416,1292262749664072.8,775024851169068.6,532237256312312.1,385785963178819.1,0.0115818767838356,0.0069461433698247,0.0047701648321739,0.0034575983031561,0.0067008556500008,0.0040187877072192,0.0027598451065995,0.0020004415137167
24,24,2.25,0.02,220,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,220.0,0.2192337582326984,0.1568549694901443,0.0738621598881986,-1.9140370369761346e-05,1.049196712150188e-05,1282035200000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0035437762569337,100.35437762569336,1286578445902313.0,776436801971108.2,533206893375939.0,386488793287175.25,0.011799326641195,0.007120771742975,0.0048900883753474,0.0035445234837261,0.0067884631066161,0.004096767361203,0.0028133965211405,0.0020392576315162
25,25,2.25,0.02,225,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,225.0,0.2174900246692064,0.158896736720404,0.0734766233198543,0.0001152271607275,-2.200808523577064e-05,1273038169934640.2,773695000000000.0,531324000000000.0,385124000000000.0,1.048556862668646,104.85568626686458,1334852909524101.2,811263201862417.8,557123426500555.5,403824413178399.6,0.0119997862101006,0.0072929271180458,0.0050083136223817,0.0036302176741613,0.0068694607928223,0.0041749474553269,0.0028670855850871,0.0020781735228808
26,26,2.25,0.02,230,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,230.0,0.2296704738427621,0.1576284895554732,0.0721918958409898,3.611427949226152e-05,1.9806756934822435e-05,1264593607594936.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0014355241831772,100.14355241831774,1266408962300531.0,774805657882903.4,532086728451102.5,385676854815522.0,0.0121985940803165,0.0074632602840055,0.0051252874933132,0.003715004819234,0.0069566492149659,0.004256169477726,0.0029228636498663,0.0021186036021168
27,27,2.25,0.02,235,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,235.0,0.2347257446860225,0.1528619716029445,0.0735293971330012,4.987799677868359e-05,-4.776839380685049e-05,1256777222222222.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0011689036618303,100.11689036618304,1258246273719382.8,774599374918640.0,531945066569218.4,385574172853858.9,0.0124104025380474,0.007640070349697,0.0052467092827049,0.0038030159860883,0.0070393096233398,0.0043335275041027,0.0029759881705192,0.002157110290864
28,28,2.25,0.02,240,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,240.0,0.239753729335635,0.1535528121575117,0.0694275352782996,0.0001116653383158,3.91614824017392e-06,1247947469879518.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0010283736156187,100.10283736156188,1249230826131220.2,774490647524536.1,531870399582945.0,385520051360341.6,0.0126007622840934,0.0078121451508954,0.0053648791967821,0.0038886700690756,0.0071192494231312,0.00441374962919,0.0030310795700887,0.0021970426488373
29,29,2.25,0.02,245,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,245.0,0.2446693142042079,0.1561621331052999,0.0703956448822301,-2.732008523502824e-05,-1.1495155961603105e-05,1238906588235294.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001352307106258,100.1352307106258,1240581970418554.5,774741273246576.2,532042513220925.4,385644805921990.4,0.0127817603536883,0.0079821870113171,0.0054816530177926,0.0039733122102978,0.0071905708097419,0.0044904989088545,0.0030837860426243,0.0022352463202859
30,30,2.25,0.02,250,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,250.0,0.2495046223528788,0.1541035550136939,0.0709082921999408,1.967018643399544e-05,1.293465118187432e-05,1229674137931034.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0019871571307948,100.19871571307948,1232117693662777.8,775232453536310.2,532379824275362.4,385889301902840.2,0.0129670895516844,0.0081587243654407,0.005602887526407,0.0040611876288667,0.0072632849257592,0.0045699645599526,0.0031383579444772,0.0022748021264028
31,31,2.25,0.02,255,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,255.0,0.2546740587373307,0.1563015097491795,0.0684666139891922,9.744224580068e-05,3.8104679099279306e-05,1219479322033898.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0012817634281483,100.12817634281484,1221042406030264.2,774686693955541.0,532005031671697.4,385617637858502.1,0.013134711544053,0.008333278362709,0.0057227599930049,0.0041480757871769,0.0073227267909093,0.0046458820597656,0.00319049320407,0.0023125917608168
32,32,2.25,0.02,260,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,260.0,0.2595608317413848,0.1573753678541251,0.0698127081698191,8.513035676761575e-06,1.3644451607047633e-05,1209934725274725.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0016941032020488,100.16941032020488,1211984479567083.2,775005719176909.2,532224117689725.4,385776439801585.9,0.013295500964653,0.0085018327054887,0.0058385122825029,0.0042319774832053,0.0073881473390531,0.0047243644934571,0.0032443898954001,0.0023516581484669
33,33,2.25,0.02,265,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,265.0,0.2638100054717995,0.1587863752044281,0.0661006096695955,5.972583008838768e-05,-6.081654126729693e-06,1200706000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.004555791938595,100.45557919385948,1206176166715422.5,777219793443931.1,533744601595981.9,386878544814559.4,0.0134682143121269,0.0086784692274553,0.0059598148932182,0.0043199022647871,0.0074483173598833,0.0047994479079433,0.0032959523587978,0.0023890325982444
34,34,2.25,0.02,270,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,270.0,0.2695159399257022,0.1540319469547193,0.0671289578698509,7.473454150373366e-05,4.124398892799769e-05,1190636190476190.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0017983769698715,100.17983769698718,1192777403180638.5,775086395269704.9,532279520845140.0,385816598132144.9,0.0136237299887675,0.0088529240568807,0.0060796192577153,0.0044067410600844,0.0075051290663702,0.0048769564367794,0.0033491802348668,0.0024276142029588
35,35,2.25,0.02,275,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,275.0,0.274224533901048,0.1571350116301156,0.0671763504404637,-7.434577837700693e-05,6.877762352958977e-06,1180361958762886.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0028389347940971,100.28389347940973,1183712929397247.5,775891469655519.1,532832394190538.9,386217341923641.9,0.0137750047917233,0.0090291391155153,0.006200632434502,0.0044944560488612,0.0075600016573287,0.00495537444158,0.0034030326805756,0.0024666485196867
36,36,2.25,0.02,280,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,280.0,0.2793558720877797,0.1542922613759002,0.0653771304305495,2.2971626642093563e-05,-3.723653465687655e-05,1169229035532995.2,773695000000000.0,531324000000000.0,385124000000000.0,1.002319221582498,100.2319221582498,1171940736747086.5,775489370142270.8,532556258088099.2,386017187892738.0,0.013904713887629,0.0092009412051464,0.006318615067802,0.004579974383563,0.0076110780717149,0.0050363554699196,0.0034586452461235,0.0025069586387366
37,37,2.25,0.02,285,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,285.0,0.2844705485141901,0.154200148598621,0.0656991196071647,5.170487365858808e-05,3.4549787796171285e-05,1158549850746268.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0018635150233437,100.1863515023344,1160708825798427.0,775136792255986.2,532314130256263.2,385841684359850.3,0.0140327387423014,0.0093712495791453,0.0064355719132085,0.0046647491878824,0.0076718804784125,0.0051233838258422,0.0035184107275887,0.002550278950418
38,38,2.25,0.02,290,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,290.0,0.2896133526254573,0.1573224292991574,0.0657848293285518,-6.832988486048259e-05,5.7786817627221054e-05,1147929463414634.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0013360997661749,100.13360997661744,1149463211702287.5,774728733708590.2,532033901872162.9,385638564086348.2,0.014165633734633,0.0095475204196917,0.006556623397427,0.0047524919433541,0.0077352173703674,0.0052134727734614,0.0035802780267244,0.0025951227401063
39,39,2.25,0.02,295,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,295.0,0.2947391175724078,0.1501209252325686,0.0645943135107719,9.093181709901828e-05,-3.435502159771705e-05,1137163157894736.5,773695000000000.0,531324000000000.0,385124000000000.0,1.000885366156936,100.0885366156936,1138169963669651.5,774380003368790.8,531794416287968.0,385464975755823.9,0.014284932176609,0.0097190807877057,0.0066744400318562,0.0048378899557117,0.0077903361482399,0.0053003336279123,0.0036399284789443,0.0026383596741818
40,40,2.25,0.02,300,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,300.0,0.2991582530086532,0.1558249971818945,0.0658883643130359,-6.230909997624334e-05,-8.013255332883796e-06,1125843018867924.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0028336028192484,100.2833602819248,1129033210820219.5,775887344333238.2,532829561184334.3,386215288452160.1,0.0143900129517902,0.0098890172822943,0.0067911414943844,0.0049224796487327,0.0078434642770808,0.0053901378719372,0.0037016002619497,0.0026830617462848
41,41,2.25,0.02,305,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,305.0,0.3044807854886642,0.1573287017067915,0.0641370752955815,-0.0001293960865503,5.643692469656233e-06,1113867870370370.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001709394717634,100.1709394717634,1115771910224124.0,775017550146060.0,532232242438952.3,385782328931234.1,0.0144905638251438,0.0100651765590174,0.0069121163637395,0.0050101668708147,0.0078851482560383,0.0054770408072971,0.0037612796126333,0.0027263196270745
42,42,2.25,0.02,310,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,310.0,0.3095962942033736,0.160012539679362,0.0644261281308405,-5.47561536970001e-05,-1.936844710816776e-05,1102019452054794.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001304711802165,100.13047118021647,1103457269840105.6,774704448997775.9,532017224693573.4,385626475828096.9,0.0145845846885694,0.0102394020628065,0.0070317632421284,0.0050968915141448,0.0079291102001294,0.0055667918609336,0.0038229148678984,0.0027709952224715
43,43,2.25,0.02,315,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,315.0,0.3141724995690083,0.1543762222470526,0.0620674090219736,-0.0001131641956591,-2.681038100200764e-05,1090078968609865.8,773695000000000.0,531324000000000.0,385124000000000.0,1.002646947789742,100.2646947789742,1092964350726471.6,775742930270184.4,532730386887436.9,386143403120576.56,0.0146740997939525,0.0104150964902666,0.0071524188828858,0.0051843473471037,0.0079663171139894,0.0056541772632932,0.0038829255459088,0.002814493262007
44,44,2.25,0.02,320,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,320.0,0.3193225389790541,0.1552555145776005,0.0631759247050944,2.1003376106828867e-05,3.2320608156838666e-05,1078298893805309.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0021303127213106,100.21303127213106,1080596007656158.2,775343212300914.2,532455886276337.6,385944434556482.06,0.0147547728694661,0.0105867622241137,0.0072703078757973,0.0052697978076625,0.0080059017418426,0.0057443499049655,0.0039448503207411,0.0028593787122832
45,45,2.25,0.02,325,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,325.0,0.3142880154123691,0.1514405801459228,0.062933114533027,-1.872811792706106e-05,5.821952463785751e-06,1066081659388646.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0480116301968183,104.80116301968182,1117265977778824.4,810841358225127.4,556833731402694.4,403614431067919.5,0.0148216373554007,0.0107566119468398,0.0073869497489873,0.0053543443080473,0.0080356803565929,0.005831791269216,0.0040048994297817,0.0029029046081021
46,46,2.25,0.02,330,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,330.0,0.3297104022828307,0.1504196219149825,0.06245693379496,7.19981014171541e-05,6.633108310366868e-05,1053487682403433.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0008785949006995,100.08785949006996,1054413271309143.0,774374764481696.8,531790818557019.2,385462367982536.94,0.0148858008570619,0.0109323249682705,0.0075076181588886,0.0054418093965711,0.008063495950244,0.0059219358739829,0.0040668049506693,0.002947776102381
47,47,2.25,0.02,335,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,335.0,0.3343751499578332,0.1544739482618711,0.0634327284078006,-4.062820881103584e-05,-4.94717676882182e-05,1040210255319148.8,773695000000000.0,531324000000000.0,385124000000000.0,1.001870229333658,100.18702293336582,1042155687051818.8,775141987084304.5,532317697730476.6,385844270201895.8,0.0149281484755673,0.01110336470511,0.0076250772572885,0.005526948253111,0.0080794598366504,0.0060093982407425,0.0041268684828831,0.0029913124526688
48,48,2.25,0.02,340,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,340.0,0.3393328077355363,0.1505410653372506,0.0626654769930809,0.0001724900285703,3.109119126462889e-05,1027217352941176.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0019699972470069,100.19699972470067,1029240968298548.0,775219177020022.8,532370706817268.6,385882693219756.25,0.014967307036058,0.0112733011996986,0.0077417787198167,0.0056115379461321,0.0080981454120837,0.0060994828374564,0.0041887327940966,0.0030361540765968
49,49,2.25,0.02,345,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,345.0,0.3445842812429759,0.1529818285378966,0.0640856013325075,-6.106272829376636e-05,3.63132316604851e-05,1014006942148760.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0012073263641788,100.12073263641786,1015231179463476.6,774629102371333.1,531965481473120.8,385588970358677.94,0.0150044293647492,0.0114484935899546,0.0078620895936887,0.005698743878838,0.0081087147467144,0.0061870109514879,0.0042488414773112,0.0030797231540605
50,50,2.25,0.02,350,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,350.0,0.3492866483684054,0.1520471406703176,0.05786603549451,8.234962418882527e-05,3.3012336101102003e-06,1000609224489796.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0020485043825438,100.2048504382544,1002658976871376.8,775279917598252.1,532412419542550.7,385912928201822.8,0.0150308633215443,0.0116222232545296,0.0079813959615736,0.0057852217071035,0.0081180721945998,0.0062770877110426,0.0043107004064677,0.003124560876867
51,51,2.25,0.02,355,1,100000.0,68.59,11.21,8.75,,100000.0,100.0,355.0,0.3539206267771249,0.1535886730612591,0.0599897736012963,0.0001001870830582,-1.479898720276953e-05,986918599190283.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0030548612442955,100.30548612442956,989933498570224.2,776058530870405.1,532947121095764.1,386300500381848.06,0.0150381180285242,0.0117891351299132,0.0080960203100265,0.0058683058282303,0.0081183768421291,0.006364402875804,0.0043706628498099,0.0031680239540661
