,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
61,61,0.02,355,2.25,100000.0,0.01715,0.00243,0.81,6881490000000.0,30.0,0.03,355.0,0.0268986205706825,0.0447415277497259,0.0022437629458072,0.0090081675892008,-6.532882244162584e-05,2064447000.0,13.197702799188248,0.3959310839756474,27245957950.67578,3.1456897939813884e-08,1.6982108484280143e-08
62,62,0.02,360,2.25,100000.0,0.01715,0.00243,0.81,6903540000000.0,29.0,0.029,360.0,0.0252877100833692,0.048480209683471,0.0014101265549953,0.0087264701882028,8.721265262017893e-05,2002026600.0,14.23616447725563,0.4128487698404132,28501179965.440865,3.0958524016580465e-08,1.6700951824817522e-08
63,63,0.02,365,2.25,100000.0,0.01715,0.00243,0.81,6925250000000.0,26.0,0.026,365.0,0.026242265984915,0.0519463553703339,0.0027930237782838,0.01294549922139,-0.0001900821347076,1800565000.0,13.90885986026568,0.3616303563669076,25043806254.299274,2.8246762438741052e-08,1.5223160689223693e-08
64,64,0.02,370,2.25,100000.0,0.01715,0.00243,0.81,6946620000000.0,24.0,0.024,370.0,0.0293914445241487,0.0350983655081642,0.0021786789215173,0.014026791190928,0.0001192268244875,1667188800.0,12.588697357014832,0.302128736568356,20987735240.204727,2.6532439512333877e-08,1.4288434278074408e-08
65,65,0.02,375,2.25,100000.0,0.01715,0.00243,0.81,6967680000000.0,23.0,0.023,375.0,0.0278792194097558,0.0428935013250005,0.0020989382010011,0.0150568462202482,0.0003074063057096,1602566400.0,13.4508787526804,0.3093702113116492,21555926339.51952,2.5859247845320848e-08,1.3915152778139572e-08
66,66,0.02,380,2.25,100000.0,0.01715,0.00243,0.81,6988420000000.0,29.0,0.029,380.0,0.0204482505372263,0.0469639913818953,0.0019130555012208,0.0089664173748823,5.584299239588283e-05,2026641800.0,18.583496877065564,0.5389214094349014,37662091561.23053,3.314932516281124e-08,1.7831837259025277e-08
67,67,0.02,385,2.25,100000.0,0.01715,0.00243,0.81,7008840000000.0,29.0,0.029,385.0,0.0267118169875407,0.0413451764339822,0.0021184637958374,0.0146194962253724,-4.85124388728715e-05,2032563600.0,14.413096652300982,0.4179798029167285,29295535618.74884,3.3706204302487214e-08,1.8111827343770884e-08
68,68,0.02,390,2.25,100000.0,0.01715,0.00243,0.81,7028970000000.0,36.0,0.036,390.0,0.0327424050616745,0.0418955127439708,0.0021630924766865,0.015547347146099,-6.853005091820734e-05,2530429200.0000005,11.911159221974833,0.4288017319910939,30140345101.1344,4.252313614244101e-08,2.2839251577265723e-08
69,69,0.02,395,2.25,100000.0,0.01715,0.00243,0.81,7048800000000.0,27.0,0.027,395.0,0.034562116806979,0.0423518330951597,0.0021424964562109,0.016453887883058,-1.6088689951595529e-06,1903176000.0,11.428698138079293,0.3085748497281408,21750824007.6372,3.240078716151732e-08,1.7416788304468188e-08
70,70,0.02,400,2.25,100000.0,0.01715,0.00243,0.81,7068330000000.0,35.0,0.0349999999999999,400.0,0.0326323298201915,0.0484391155285331,0.0022889230465773,0.0133097212244818,0.0001333703791269,2473915499.9999995,12.257782456969904,0.4290223859939466,30324718015.92592,4.2677476369707824e-08,2.2959346462246643e-08
71,71,0.02,405,2.25,100000.0,0.01715,0.00243,0.81,7087590000000.0,34.0,0.034,405.0,0.0406308090559488,0.0489931900343592,0.0018907558722917,0.0151513154553022,0.0002888732150123,2409780600.0,9.967805451334057,0.3389053853453579,24020224201.19905,4.21126161277741e-08,2.270133347150064e-08
72,72,0.02,410,2.25,100000.0,0.01715,0.00243,0.81,7106560000000.0,31.0,0.031,410.0,0.0298248295885102,0.0449796817617037,0.002219350561886,0.0110275677650946,0.0003256867182375,2203033600.0,13.746935209914804,0.4261549915073588,30284960164.465363,3.899657710431856e-08,2.1071377605187897e-08
73,73,0.02,415,2.25,100000.0,0.01715,0.00243,0.81,7125270000000.0,28.0,0.0279999999999999,415.0,0.0377816120507686,0.0424965300606326,0.0023868431869931,0.0177616534592865,5.808118101857496e-05,1995075600.0,10.984179273302258,0.3075570196524632,21914268054.191063,3.575673689425006e-08,1.936148907985462e-08
74,74,0.02,420,2.25,100000.0,0.01715,0.00243,0.81,7143710000000.0,42.0,0.042,420.0,0.031837093880849,0.0438443889888761,0.0022123938894196,0.0121142243345463,-9.76956905720802e-05,3000358200.0,13.192158856328351,0.5540706719657909,39581202000.28739,5.4433903870592244e-08,2.954969862905768e-08
75,75,0.02,425,2.25,100000.0,0.01715,0.00243,0.81,7161880000000.0,32.0,0.032,425.0,0.0328903991334596,0.0409653860058009,0.0022203759053722,0.0130680312822415,-1.3239293780241871e-05,2291801600.0,12.921703937841375,0.413494526010924,29613981759.471165,4.209421261477284e-08,2.289165625781912e-08
76,76,0.02,430,2.25,100000.0,0.01715,0.00243,0.81,7179800000000.0,33.0,0.033,430.0,0.0310366699642158,0.0400462465919191,0.002070678667636,0.0145976200990841,0.0002340204062996,2369334000.0,13.854579131581287,0.4572011113421825,32826125392.14602,4.404167958116447e-08,2.4006796745100783e-08
77,77,0.02,435,2.25,100000.0,0.01715,0.00243,0.81,7197470000000.0,31.0,0.031,435.0,0.0331913282754791,0.0391491702994012,0.0018284998150456,0.0080755000887514,-5.474041335574439e-05,2231215700.0,13.105832836505265,0.4062808179316631,29241939986.38608,4.19643421167918e-08,2.2918606239708943e-08
78,78,0.02,440,2.25,100000.0,0.01715,0.00243,0.81,7214890000000.0,29.0,0.029,440.0,0.0340381052955568,0.0377300905520336,0.0018725218427508,0.0140203662385619,0.0001181437518464,2092318100.0,12.926688961663064,0.3748739798882288,27046745287.557835,3.982347520864725e-08,2.1791915720185184e-08
79,79,0.02,445,2.25,100000.0,0.01715,0.00243,0.81,7232070000000.0,40.0,0.04,445.0,0.0349150035561968,0.0443244509420256,0.0017552965151403,0.0148465127412471,0.0001124740557305,2892828000.0,12.745237138061794,0.5098094855224719,36869778859.62502,5.570809356936872e-08,3.0533099721354395e-08
80,80,0.02,450,2.25,100000.0,0.01715,0.00243,0.81,7249020000000.0,28.0,0.0279999999999999,450.0,0.026754032077674,0.0428007496484011,0.0016168572396623,0.016841160497622,6.597210862624073e-06,2029725600.0,16.819894612278684,0.4709570491438031,34139770683.84412,3.952477776943591e-08,2.17142172464148e-08
81,81,0.02,455,2.25,100000.0,0.01715,0.00243,0.81,7265730000000.0,33.0,0.033,455.0,0.0386679192415115,0.0472950014853059,0.0022730820310736,0.0149856371930968,-1.2911416639001552e-05,2397690900.0,11.766860201557964,0.3883063866514127,28213293626.84769,4.7228159920827e-08,2.599096161069344e-08
82,82,0.02,460,2.25,100000.0,0.01715,0.00243,0.81,7282210000000.0,40.0,0.04,460.0,0.0372940790757129,0.0560410130735718,0.0020037378780857,0.0078105600375719,-2.307058647952932e-05,2912884000.0,12.334397614863384,0.4933759045945354,35928669461.97371,5.803022080431376e-08,3.2000079097063084e-08
83,83,0.02,465,2.25,100000.0,0.01715,0.00243,0.81,7298470000000.0,31.0,0.031,465.0,0.0282384335610531,0.0403656864860214,0.0017498772278386,0.0133435501361708,1.0737271466373509e-05,2262525700.0,16.466919065983017,0.5104744910454735,37256827586.606575,4.5582314284606463e-08,2.5177906457211122e-08
84,84,0.02,470,2.25,100000.0,0.01715,0.00243,0.81,7314510000000.0,43.0,0.043,470.0,0.0364858995843689,0.0363803875329254,0.0017912301189534,0.0117027377702869,-7.989558358307235e-05,3145239299.9999995,12.88168868943976,0.5539126136459097,40515993516.39143,6.40568655791314e-08,3.546101220239537e-08
85,85,0.02,475,2.25,100000.0,0.01715,0.00243,0.81,7330330000000.0,34.0,0.034,475.0,0.0413053539854281,0.0509367391050348,0.0020241158664072,0.014917780189968,8.907464479546506e-05,2492312200.0,11.499719870880964,0.3909904756099528,28660892130.77905,5.130863562006095e-08,2.845345611387264e-08
86,86,0.02,480,2.25,100000.0,0.01715,0.00243,0.81,7345940000000.0,30.0,0.03,480.0,0.0407683212558106,0.0376360729884744,0.0022595342762528,0.0128508701671794,-8.288988653842144e-05,2203782000.0,11.77384756630338,0.3532154269891014,25946993337.3632,4.5863247060768375e-08,2.548034154434932e-08
87,87,0.02,485,2.25,100000.0,0.01715,0.00243,0.81,7361350000000.0,45.0,0.045,485.0,0.0319166356669247,0.0446266300667801,0.0021456362795259,0.0097151188691081,5.0753510921706974e-05,3312607500.0,15.195837213588456,0.6838126746114804,50337844322.512215,6.966502430976224e-08,3.876940821369823e-08
