,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2,25,3000,1000000.0,200,17.15,2.43,0.81,,0.0008,2486.5,0.2486499999999999,200.0,0.0001593805556012,0.0201628850726253,0.001343858244345,-6.534659761808171e-05,4.350150249900276e-06,5949942099590.209,3878940000000.0,3132990000000.0,5.019440448936752,1.2480817092267071,29865328395159.84,19470074663936.637,15725829536256.512,4.94527343751568e-05,3.2239673305456576e-05,2.603973613133031e-05,2.933997770924149e-05,1.9127583299226304e-05,1.5449201895528938e-05
11,11,2,25,3000,1000000.0,205,17.15,2.43,0.81,,0.00082,2484.5,0.24845,205.0,0.0001772367204182,0.0207347642861117,0.0012767980793286,-0.0002130485242742,-1.160328492360502e-06,5937955000000.0,3875820000000.0,3130470000000.0,4.6551944393090645,1.1548859533162763,27601774284259.008,18016220871733.914,14551563011785.084,5.064934128117817e-05,3.3059821087296214e-05,2.67021631858931e-05,2.976590129255571e-05,1.942878912819536e-05,1.569248352661933e-05
12,12,2,25,3000,1000000.0,210,17.15,2.43,0.81,,0.00084,2494.5,0.2494499999999999,210.0,0.000181041976944,0.0205364421163294,0.0012690678401065,-4.83253320401e-05,2.492803848734202e-06,5961855000000.0,3891420000000.0,3143070000000.0,4.670692700163659,1.1651992457797384,27848261974135.742,18177108234163.92,14681510496824.703,5.219983791620904e-05,3.407186073191887e-05,2.751957982193447e-05,3.0389099009093503e-05,1.983556253313216e-05,1.6021031276760595e-05
13,13,2,25,3000,1000000.0,215,17.15,2.43,0.81,,0.00086,2556.0,0.2556,215.0,0.0001714372319554,0.0188644160585828,0.0014350937291553,-0.0001710050376375,-9.73957094099251e-07,6099527586027.145,3987360000000.0,3220560000000.0,5.164230560211442,1.319540478031449,31488941888232.66,20584831457290.61,16626210023196.258,5.476084645854789e-05,3.579805249756662e-05,2.8913811632649963e-05,3.16826481786372e-05,2.0711460397518173e-05,1.6728487244149294e-05
14,14,2,25,3000,1000000.0,220,17.15,2.43,0.81,,0.00088,2678.5,0.26785,220.0,0.0001901275160065,0.0196890979629639,0.0012856211681539,-4.075167481065e-05,-1.6705951059671904e-05,6374830000000.0,4178460000000.001,3374910000000.0,4.6565075999705865,1.2471552330712594,29682294547095.973,19455621635911.65,15714155936697.871,5.867132310570664e-05,3.845683363231192e-05,3.106128870302116e-05,3.375515607211883e-05,2.212522834979217e-05,1.7870376744062904e-05
15,15,2,25,3000,1000000.0,225,17.15,2.43,0.81,,0.0009,2682.0,0.2682,225.0,0.0001789615392624,0.0199288041130085,0.0014602019384195,-0.0001328436493561,-4.959278362781313e-07,6383160000000.001,4183920000000.001,3379320000000.0005,5.167688530681074,1.3828418674467513,32911636445232.68,21572333132169.32,17423807529829.066,6.016831007415815e-05,3.9438051981380976e-05,3.185381121573079e-05,3.4444267571775084e-05,2.2576914878978628e-05,1.8235200479175047e-05
16,16,2,25,3000,1000000.0,230,17.15,2.43,0.81,,0.00092,2764.5,0.27645,230.0,0.0001682604857364,0.0200415027818493,0.0015704914221026,2.655404134935717e-05,1.999484926733876e-05,6579510000000.0,4312620000000.0,3483270000000.0,5.511412942923415,1.522182352439509,36227939988060.31,23746044698056.34,19179497640737.81,6.346763992428216e-05,4.160063793356311e-05,3.360051525403173e-05,3.61945077070337e-05,2.3724131102089317e-05,1.9161798197841368e-05
17,17,2,25,3000,1000000.0,235,17.15,2.43,0.81,,0.00094,2899.5,0.28995,235.0,0.0002029892622061,0.0183230105941906,0.0014735079492924,-0.0001737551876371,-8.871681110936223e-06,6900810000000.0,4523220000000.0,3653370000000.0,4.657341968434206,1.3501677139788568,32133991592696.79,21062616338070.164,17012113196133.594,6.814400231343474e-05,4.466581664241941e-05,3.607623651887722e-05,3.865198810330632e-05,2.5334916571915064e-05,2.046281723116217e-05
18,18,2,25,3000,1000000.0,240,17.15,2.43,0.81,,0.00096,3125.5,0.31255,240.0,0.0001754747913764,0.0185402873861202,0.0013256115844367,-0.0001056918254057,-3.8058530002916746e-06,7414061645519.27,4875780000000.0,3938130000000.001,5.517357107980256,1.7237662736579655,40889807759933.44,26890753869064.258,21719455048090.367,7.48611865560515e-05,4.923167538091063e-05,3.976404549996628e-05,4.229549349382328e-05,2.7815188371403142e-05,2.2466113684594848e-05
19,19,2,25,3000,1000000.0,245,17.15,2.43,0.81,,0.00098,3254.5,0.32545,245.0,0.0002283099750144,0.0213245001452808,0.0013843153459625,4.359271522470557e-05,-3.124645178849953e-06,7713165000000.0,5077020000000.0,4100670000000.0,4.292411001644309,1.3969916406037584,33108701882309.07,21793069593418.637,17602094671607.35,7.957648101531699e-05,5.2379455858183335e-05,4.2306483577763456e-05,4.476694177462042e-05,2.946684775038306e-05,2.380014625992478e-05
20,20,2,25,3000,1000000.0,250,17.15,2.43,0.81,,0.001,3380.0,0.3379999999999999,250.0,0.0002331141918005,0.0186824059419598,0.0014424564187547,-6.96788292986712e-05,5.197991107540498e-06,8010600000000.0,5272800000000.0,4258800000000.0,4.289743160095406,1.4499333579586349,34363420583619.65,22618960384154.703,18269160310278.805,8.447292201940154e-05,5.560242968365671e-05,4.4909654744491954e-05,4.731600708800945e-05,3.11447135262847e-05,2.515534554046072e-05
21,21,2,25,3000,1000000.0,255,17.15,2.43,0.81,,0.00102,3449.5,0.34495,255.0,0.0002208317521166,0.0191533211327278,0.0012803193005826,-0.00024754736682,-1.0860272503169712e-05,8160062506124.951,5381220000000.0,4346370000000.0,4.646454361389605,1.6020251481091257,37897160008565.16,24991592310502.363,20185516866174.984,8.789002426103864e-05,5.795979577349872e-05,4.681368120167204e-05,4.899952565775025e-05,3.2313138197419736e-05,2.6099073159454405e-05
22,22,2,25,3000,1000000.0,260,17.15,2.43,0.81,,0.00104,3638.0,0.3638,260.0,0.0002250845147954,0.0197700648113496,0.0013587035613127,-0.0001721611397941,2.2557871450669064e-05,8585680000000.0,5675280000000.0,4583880000000.0,4.64840538646598,1.6902973373692456,39891017161914.19,26368638462960.227,21297746450852.49,9.43446901206047e-05,6.236343923226413e-05,5.037047014913641e-05,5.2426190868734245e-05,3.465460074373958e-05,2.7990254446866583e-05
23,23,2,25,3000,1000000.0,265,17.15,2.43,0.81,,0.00106,3745.5,0.37455,265.0,0.0002468495381435,0.0179030636979532,0.0013623956402425,-0.0001248550234094,-4.9511833260861085e-06,8839380000000.0,5842980000000.0,4719330000000.0,4.294113805824898,1.6083591550245218,37957276058578.72,25090402818382.54,20265325353308.977,9.915055327976097e-05,6.554019623577418e-05,5.293631234427917e-05,5.483316274309109e-05,3.624564994882293e-05,2.9275332650972367e-05
24,24,2,25,3000,1000000.0,270,17.15,2.43,0.81,,0.00108,3916.0,0.3916,270.0,0.0002332859640432,0.0196478709975769,0.0014704605981398,-0.0002798942833497,3.484712147303719e-06,9237986886012.973,6108960000000.0,4934160000000.0,4.657654169748595,1.8232494786993163,43011120465153.92,28442691867709.336,22972943431611.387,0.0001057046980273,6.990113539123588e-05,5.645860935445975e-05,5.82312921844202e-05,3.850759251905221e-05,3.110228626538832e-05
25,25,2,25,3000,1000000.0,275,17.15,2.43,0.81,,0.0011,4122.5,0.41225,275.0,0.0002376492016366,0.020429691696678,0.0013204498236022,-0.0001212564304956,-4.2990294094322215e-06,9688655038243.22,6431100000000.0,5194350000000.0,4.655022348421361,1.917019104255472,45053576234938.22,29905498026385.355,24154440713618.94,0.0001130680877897,7.50519217078974e-05,6.061885984099405e-05,6.205405689554207e-05,4.119001489119818e-05,3.3268858181352384e-05
26,26,2,25,3000,1000000.0,280,17.15,2.43,0.81,,0.00112,4083.5,0.4083499999999999,280.0,0.0002608033601915,0.0193973021485244,0.0014070548199814,-0.0001647109872271,-8.062315086825402e-06,9596225000000.0,6370260000000.0,5145210000000.0,4.294430025189431,1.7536172343319287,41210005006800.33,27356428855578.09,22095577152582.305,0.0001141202954863,7.5756451471828e-05,6.118790311186107e-05,6.246647615575894e-05,4.146710757573784e-05,3.349266381117288e-05
27,27,2,25,3000,1000000.0,285,17.15,2.43,0.81,,0.00114,4176.0,0.4175999999999999,285.0,0.0002655757099318,0.0209573231974116,0.0013180601234409,-0.0001164435531311,-1.015835506372507e-05,9813600000000.0,6514560000000.0,5261760000000.0,4.292561407470403,1.792566957662728,42125323505074.09,27964044539538.55,22586343666550.367,0.0001188655670127,7.890650405950348e-05,6.37321763557528e-05,6.498534889495903e-05,4.313921033027068e-05,3.484320834368016e-05
28,28,2,25,3000,1000000.0,290,17.15,2.43,0.81,,0.00116,4308.5,0.4308499999999999,290.0,0.0002702849059232,0.0178628906842657,0.0014295693847989,-0.0003409849589278,-9.988459920204384e-06,10097604479089.494,6721260000000.0,5428710000000.0,4.291772690696257,1.8491137719941424,43336705364823.3,28846174843108.617,23298833527126.188,0.0001246060591757,8.294142665528042e-05,6.699115229849572e-05,6.804178135947046e-05,4.529059385591936e-05,3.658086426824256e-05
29,29,2,25,3000,1000000.0,295,17.15,2.43,0.81,,0.00118,4394.5,0.43945,295.0,0.0002554633549891,0.0189019915256463,0.0014155288543695,-0.0001216094827506,5.420212558138767e-06,10283130000000.0,6855420000000.0,5537070000000.0,4.646759993859147,2.044009926886031,47829832289133.125,31886554859422.09,25754525078764.0,0.0001291756715765,8.61171143844208e-05,6.955613084895526e-05,7.044639003637708e-05,4.696426002425139e-05,3.79326715580492e-05
30,30,2,25,3000,1000000.0,300,17.15,2.43,0.81,,0.0012,4581.0,0.4580999999999999,300.0,0.0002792381132507,0.0184350544912986,0.0013290747165214,-0.0001687697983481,1.6072806828070856e-07,10700999403442.809,7146360000000.0,5772060000000.0,4.297410807355474,1.9686235848462463,45986116147223.6,30710527923601.45,24804657169062.71,0.000136775302979,9.134152029610835e-05,7.377584331608751e-05,7.455116312251589e-05,4.978688718745428e-05,4.021248580525154e-05
31,31,2,25,3000,1000000.0,305,17.15,2.43,0.81,,0.00122,4572.0,0.4572,305.0,0.0002839834922666,0.0177921896276883,0.0013760852361849,-0.0002594357206634,-1.3028963235843908e-06,10652760000000.0,7132320000000.0,5760720000000.0,4.296044322997773,1.9641190500071493,45763973865166.58,30640257180111.523,24747900030090.08,0.0001385842098511,9.27859945784998e-05,7.494253408263444e-05,7.541163020355865e-05,5.049019017920665e-05,4.0780538221666914e-05
32,32,2,25,3000,1000000.0,310,17.15,2.43,0.81,,0.00124,4607.5,0.46075,310.0,0.0002683150780455,0.0175186600518919,0.0014345283021069,-0.0001273430155345,-1.11538026684601e-05,10735475000000.0,7187700000000.0,5805450000000.0,4.64824828858456,2.138167515946052,49819303121543.0,33355413248758.406,26940910700920.254,0.0001420777500955,9.51250172313824e-05,7.68317446868858e-05,7.724252431934611e-05,5.1716024866171646e-05,4.177063546883095e-05
33,33,2,25,3000,1000000.0,315,17.15,2.43,0.81,,0.00126,4792.5,0.4792499999999999,315.0,0.0002932601671545,0.0184242458245546,0.0015026511375977,-0.0002171174850258,-3.5279211363050815e-07,11163701572461.2,7476300000000.0,6038550000000.0,4.2965300614340975,2.059098843330891,47964872186011.69,32121941955961.9,25944645425969.223,0.0001502801867217,0.0001006422245072,8.128795056359386e-05,8.158453603190096e-05,5.463693764798738e-05,4.412983425414365e-05
34,34,2,25,3000,1000000.0,320,17.15,2.43,0.81,,0.00128,4934.0,0.4933999999999999,320.0,0.0002979746905395,0.0186794147498128,0.0014321371358974,-0.000157298172934,8.797474238234436e-06,11449660765476.668,7697040000000.0,6216840000000.0,4.295681309133,2.119466301950497,49183563358720.17,33063674310427.75,26705275404576.266,0.0001566700522439,0.0001053215185693,8.506738038291487e-05,8.500876667169062e-05,5.714718460441911e-05,4.615734141126158e-05
35,35,2,25,3000,1000000.0,325,17.15,2.43,0.81,,0.0013,4991.5,0.49915,325.0,0.0003023600240226,0.0200560438447368,0.0014015633521271,-9.566850301443324e-05,1.7759609386527803e-06,11580280000000.0,7786740000000.0,6289290000000.0,4.299528755342823,2.146085199343366,49789176624766.09,33478929109756.508,27040673511726.41,0.0001609995905307,0.0001082583453569,8.743943278829592e-05,8.728733648153103e-05,5.869320901344328e-05,4.740605343393496e-05
36,36,2,25,3000,1000000.0,330,17.15,2.43,0.81,,0.00132,5079.5,0.5079499999999999,330.0,0.0003076169237203,0.0194991501858576,0.001495245348905,4.312906225143272e-06,-1.445923738800306e-05,11748218124209.492,7924020000000.0,6400170000000.0,4.291053335793759,2.1796392114276144,50412199799058.16,34002371698270.79,27463454063987.945,0.000166002544067,0.0001119665523171,9.04345230254507e-05,8.992199040336699e-05,6.065121049529655e-05,4.898751616927799e-05
37,37,2,25,3000,1000000.0,335,17.15,2.43,0.81,,0.00134,5315.0,0.5315,335.0,0.0003119987553645,0.0193043978025042,0.0015556979232302,-0.0001194817560293,-3.640298661334304e-06,12277650000000.0,8291400000000.0,6696900000000.0,4.294903878394733,2.282771059896076,52732011483599.36,35611228534378.79,28762915354690.56,0.0001761976304249,0.0001189906075597,9.610779841365344e-05,9.5362240043496e-05,6.44004737956077e-05,5.201576729645236e-05
38,38,2,25,3000,1000000.0,340,17.15,2.43,0.81,,0.00136,5223.0,0.5223,340.0,0.0003165520411698,0.0185016289712905,0.0014503129504125,-0.0002937967317963,1.1703270240797613e-05,12039926127537.355,8147880000000.0,6580980000000.0,4.296294369101988,2.2439663695076666,51727339309880.33,35005875364319.598,28273976255796.598,0.0001754305167512,0.0001187205622098,9.588968486185466e-05,9.491766494439994e-05,6.423442599687811e-05,5.188165176670924e-05
39,39,2,25,3000,1000000.0,345,17.15,2.43,0.81,,0.00138,5445.5,0.54455,345.0,0.000321676993991,0.0188734429748906,0.0012548914888235,-6.811048055253468e-05,-2.7243058410466468e-06,12524650000000.0,8494980000000.0,6861330000000.0,4.290017747392138,2.33613039971428,53730999193428.45,36443634235542.77,29435243036399.934,0.0001853293290526,0.0001257016318792,0.0001015282411331,0.0001001559357544,6.793185207694429e-05,5.486803436983962e-05
40,40,2,25,3000,1000000.0,350,17.15,2.43,0.81,,0.0014,5518.0,0.5518000000000001,350.0,0.0003497277594703,0.0178910380363822,0.001436285923134,-0.0003007370052835,1.1113188184064752e-05,12691400000000.0,8608080000000.002,6952680000000.001,4.021306854751967,2.218443208143139,51024193787292.19,34607714047032.97,27952384422603.55,0.0001906465522105,0.0001293080962819,0.0001044411546891,0.0001029669714498,6.983846759210432e-05,5.640799305516118e-05
41,41,2,25,3000,1000000.0,355,17.15,2.43,0.81,,0.00142,5736.0,0.5735999999999999,355.0,0.0003308131670109,0.0184575555863635,0.0014054063120396,-0.0001689846343767,-6.278651034090831e-06,13184956426168.889,8948160000000.0,7227360000000.0,4.2924554832614925,2.4621248844170145,56595204527239.27,38409148196905.42,31022773543654.383,0.000200905050427,0.0001363470972464,0.0001101265016221,0.0001084592437536,7.360742312817729e-05,5.945214944968165e-05
42,42,2,25,3000,1000000.0,360,17.15,2.43,0.81,,0.00144,5785.0,0.5785,360.0,0.0003353167636816,0.0183878220600051,0.0013264464207326,-0.0002346098414097,-3.2872869866397253e-06,13247650000000.0,9024600000000.0,7289100000000.0,4.294449876222389,2.4843545394774607,56891718954033.84,38755930815848.38,31302867197416.004,0.0002048562644912,0.0001395527391294,0.0001127156739121,0.0001105122002085,7.528342022940564e-05,6.08058394160584e-05
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,0.00146,5858.5,0.58585,365.0,0.0003402368728017,0.017993600342329,0.0012898009854382,3.169970143224319e-05,-7.64705833009988e-06,13415965000000.0,9139260000000.0,7381710000000.0,4.291128310430591,2.513971279681176,57569942304698.914,39217951963026.336,31676038123982.805,0.0002104659238857,0.0001433741664898,0.0001158022113956,0.0001134273913998,7.72693146654492e-05,6.240983107593973e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,0.00148,6071.5,0.6071500000000001,370.0,0.0003449951510674,0.0185300469638935,0.0013702941722471,-0.0001610296478401,-5.523469811800661e-06,13855713931989.615,9462778313345.34,7650090000000.0,4.289916567028817,2.604630672455123,59440035404799.36,40594651472589.02,32818346472934.547,0.0002205064548182,0.0001505951774731,0.0001217471891539,0.0001187486731514,8.109956473929209e-05,6.556414497647432e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,0.0015,6305.0,0.6305000000000001,375.0,0.0003498091532776,0.0176678380035638,0.0013537405602506,-0.0002618979187324,-5.19261138653271e-06,14375400000000.0,9808107299530.002,7944300000000.0,4.288053263738739,2.703600310180941,61642087072125.47,42057417822834.69,34065363908279.867,0.0002319635750977,0.0001582650663036,0.0001281903967645,0.0001248222146968,8.516421630788335e-05,6.898069759566543e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,0.0015199999999999,6393.5,0.6393500000000001,380.0,0.0003541189003328,0.0193831545259546,0.0014635690188183,-0.0002110573856518,-7.1140854419979465e-06,14541351794660.46,9926923542860.252,8055810000000.0,4.29234591118852,2.744336014901628,62417072707345.14,42610172512467.75,34578633787760.508,0.0002378496283595,0.0001623724608801,0.0001317670765202,0.0001279451646208,8.734413999507494e-05,7.08807510580451e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,0.00154,6607.0,0.6607,385.0,0.0003848851266638,0.0190310834724137,0.0013772586613206,-0.0001909287587488,-2.5249449290570307e-06,14997889999999.998,10240849999999.998,8324819999999.999,4.01905200153999,2.6551733337622405,60272434676402.86,41155186673314.73,33455184005404.234,0.0002487115013011,0.0001698250339281,0.0001380513179028,0.0001336436381133,9.125446655320208e-05,7.418105023034494e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,0.00156,6774.5,0.67745,390.0,0.0003635465833156,0.0191348151351779,0.0013906875590864,-0.0002002763564483,5.1434808363725474e-06,15355769656394.922,10500475000000.0,8535870000000.0,4.29106132102892,2.9069688518681494,65892308048715.21,45058017203956.31,36627807533538.68,0.0002580492999649,0.0001764574673676,0.0001434428444408,0.000138598735086,9.477561759316925e-05,7.704340526928596e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,0.00158,6975.5,0.6975499999999999,395.0,0.0003684198298685,0.0179104513269979,0.0014227473475479,-0.000219692936097,-3.2284402464456884e-06,15764630000000.0,10812025000000.0,8789130000000.0,4.28858591002429,2.991503565568832,67607980581855.59,46368305266316.89,37692944926167.28,0.0002683863296458,0.0001840702703323,0.0001496313165281,0.0001442689606259,9.894552609302432e-05,8.04331373401359e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,0.0016,7244.5,0.72445,400.0,0.0003728735027265,0.0196923124772181,0.0014214292556272,-0.0001220875496624,-2.3567494047961567e-07,16365376196122.465,11228975000000.0,9128070000000.0,4.290999479305324,3.1086141375285226,70223810903773.97,48183519131692.11,39168538132859.39,0.0002823188406763,0.0001937108665265,0.0001574681882732,0.0001518800226085,0.0001042112907416,8.47136944093845e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,0.00162,7368.5,0.73685,405.0,0.0003774196775054,0.0193303381852315,0.0013002522907197,-0.0001648119966769,-3.6873701359365303e-06,16580301575973.363,11421175000000.0,9284310000000.0,4.292304420079525,3.1627806591551093,71167615047089.0,49023100216904.2,39851036305354.375,0.0002897524677357,0.0001995930909656,0.0001622498674946,0.0001561946988593,0.0001075931569501,8.74628243595239e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,0.00164,7573.5,0.75735,410.0,0.0003822113800424,0.0193885297244137,0.00152720282644,-0.0001132375618799,-7.826234317111955e-06,17040375000000.0,11738925000000.0,9542610000000.0,4.290819636705111,3.2496654091446304,73117471705754.19,50369813841741.766,40945784155222.34,0.000301636932625,0.0002077943313639,0.00016891668227,0.0001629862459469,0.0001122794138745,9.12722977302943e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,0.00166,7733.0,0.7733,415.0,0.0003872244819262,0.0192312242914248,0.0013783379377488,-0.0001459645834099,-1.351526986054947e-05,17340982848751.092,11986150000000.0,9743580000000.0,4.286919058305509,3.3150729438091,74339354792386.38,51383630629041.05,41769919091994.66,0.0003107937168948,0.0002148217400508,0.0001746292854606,0.0001682879837034,0.0001163212623794,9.455792941815834e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,0.00168,7962.0,0.7962,420.0,0.000391373780502,0.0181356222245562,0.0013940041070077,-0.0001474003129161,-3.042864346369461e-06,17784065376724.844,12333663106523.84,10032120000000.0,4.292572057355915,3.41773846014232,76339216548251.58,52943022800307.61,43063504597793.23,0.0003226468443484,0.0002237630933242,0.0001820074202134,0.000175150344476,0.0001214708389785,9.880357705641349e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,0.0017,8165.0,0.8165,425.0,0.0003957704794288,0.019146131983723,0.0015320337081056,-0.0002171039858118,-1.413658298585953e-05,18207950000000.0,12624044122952.309,10287900000000.0,4.295419431827648,3.507208163604124,78210742048371.97,54225536565483.17,44190822861411.97,0.000334430920451,0.0002318696336409,0.0001889609685059,0.0001818700766067,0.0001260952425576,0.0001027606710871
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,0.00172,8225.0,0.8225,430.0,0.000400974717138,0.019706485716171,0.0014441595870097,-2.0473906510193183e-05,-1.2515309771297676e-05,18308218782884.21,12692554816741.385,10363500000000.0,4.2895487559878,3.528149548125371,78533901307979.75,54445266311541.17,44454684306379.67,0.0003403170280498,0.0002359318830967,0.0001926389214603,0.000185504317705,0.0001286047402609,0.0001050060641799
