,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
21,21,0.02,542,2,100000.0,1.19557065892945,,0.542,2511.0,3.895863705494302e-05,542.0,0.0413311021236495,0.0085464350979674,0.0061151535117214,-0.000199062949169,3.574328350099684e-05,510432691.2946273,272454890.7255208,166360392.77927658,106657450.25168803,69801410.83860031,13.113611110066891,0.0005108884157167,6693615811.502569,3572867482.01025,2181585495.025413,1398664324.5919435,915348556.6714128,1.2025375618093758e-08,6.4188137943341855e-09,3.9193144272761255e-09,2.512762061715928e-09,1.6444639975509432e-09,6.808394534194082e-09,3.6341331981014645e-09,2.218994214559488e-09,1.4226479097231632e-09,9.310444886028091e-10
22,22,0.02,544,2,100000.0,1.19668353378915,,0.544,2535.0,5.92297229354809e-05,544.0,0.038336494147984,0.0095941781601223,0.0062569164526842,-0.000102036105171,-3.694142946016062e-05,775079292.9318701,414219513.5659096,252921578.28463185,162153804.77769542,106120709.98904242,14.19013428562578,0.0008404777221548,10998479248.71112,5877830521.226847,3588991159.591339,2300984264.7206454,1505867125.2304611,1.8243845521943328e-08,9.749914475311912e-09,5.953277613618966e-09,3.816782350060368e-09,2.497873259386918e-09,1.0383475337038182e-08,5.549158831172177e-09,3.388304905410614e-09,2.172319720150367e-09,1.4216632865420403e-09
23,23,0.02,546,2,100000.0,1.19757869607337,,0.546,2496.0,0.000199315859536,546.0,0.0405314832651129,0.0077280550918245,0.0062599696069684,-0.000152621546533,-3.1285410105330145e-07,2605060993.71648,1393903504.713617,851114597.0735424,545669021.8103704,357110239.2135049,13.471009595890225,0.0026849858564228,35092801644.234024,18777287487.74216,11465372904.379929,7350712628.987532,4810635459.235778,6.154801523160065e-08,3.2932815909657863e-08,2.0108709281998965e-08,1.2892153138373881e-08,8.437202236526777e-09,3.5052026399901834e-08,1.875546966615667e-08,1.1452050987643977e-08,7.342171643673755e-09,4.805045856039315e-09
24,24,0.02,548,2,100000.0,1.19860065465315,,0.548,2423.0,0.0003330139793228,548.0,0.0433334793416406,0.0086058239488837,0.006239616242846,-1.730447687702488e-05,2.424178933800244e-05,4347150383.054553,2328913283.5554075,1422029634.2247348,911695701.3318874,596654486.4731165,12.646111236062405,0.0042113318256802,54974547303.99916,29451696442.98502,17983144935.383125,11529405252.482971,7545359005.434722,1.030986675655998e-07,5.5233390900471926e-08,3.3725394248807053e-08,2.162212110236607e-08,1.4150484140645738e-08,5.8749864287434254e-08,3.1474259523992654e-08,1.921811776953301e-08,1.2321174563795488e-08,8.063528292792552e-09
25,25,0.02,550,2,100000.0,1.19963845879841,,0.55,2464.0,0.0006124306338223,550.0,0.0377128540368403,0.0073829297702015,0.0064011334525278,-0.0001679561609038,3.140345050159803e-05,7984786668.653702,4282996891.798883,2615189043.9357104,1676657470.5219064,1097279718.006907,14.583886954371708,0.00893161913106,116449226130.41986,62462742495.9203,38139621381.069824,24452183011.294296,16002603364.737597,1.900683980509577e-07,1.0195167283269474e-07,6.225148057275338e-08,3.9910847055354265e-08,2.6119445248816395e-08,1.083879246877734e-07,5.8138703488309594e-08,3.549937210610369e-08,2.2759458853865912e-08,1.4894808887462325e-08
26,26,0.02,552,2,100000.0,1.20065872263705,,0.552,2434.0,0.0013236109887887,552.0,0.0403821445029279,0.0088062993171878,0.0062067724315888,-0.000245213718225,5.521738781203824e-05,17235678107.171886,9256594033.434616,5652057172.105835,3623663040.1167774,2371487336.392981,13.669407774021913,0.0180929783399294,235601512308.71463,126532158441.596,77260274247.59981,49533327731.00817,32416827432.08474,4.1181256059436884e-07,2.211680716933947e-07,1.3504476715088714e-07,8.658028689110418e-08,5.6662016216857706e-08,2.3494288811722246e-07,1.261784377046842e-07,7.704429309721516e-08,4.93948572788915e-08,3.2326206168456246e-08
27,27,0.02,554,2,100000.0,1.20181115118366,,0.554,2431.0,0.0020397307353342,554.0,0.0346024094478707,0.0090474608465724,0.0061327546805391,-0.0002071807225462,-2.0544937241771645e-05,26527644243.50833,14264734513.71591,8710017391.409578,5584191231.431911,3654544763.883657,16.010445770680008,0.0326569983248581,424719409584.5819,228384758364.99603,139451261106.84277,89405390883.94742,58510890758.68186,6.362399798397596e-07,3.42125908961822e-07,2.089013724190946e-07,1.3393144464296106e-07,8.765073391188272e-08,3.6312536539580666e-07,1.9526373638830938e-07,1.1922763358956837e-07,7.643956103829282e-08,5.0025471186169644e-08
28,28,0.02,556,2,100000.0,1.20295231364558,,0.556,2384.0,0.0036408094368948,556.0,0.0400911807553256,0.0087144497910335,0.0063701835875563,-0.0002664751666731,7.744543930961997e-06,47291039054.11935,25461782348.358192,15546911641.239817,9967480403.481506,6523165451.895834,13.86838675052346,0.0504921533558138,655850419436.6364,353113844964.68286,215610583416.92923,138232873163.74518,90465781324.54456,1.1386617049908875e-06,6.130623703934671e-07,3.7433461541198253e-07,2.399944779750593e-07,1.5706313170436397e-07,6.500824242705579e-07,3.500083213719997e-07,2.1371435713415517e-07,1.370171591524825e-07,8.967016364418432e-08
29,29,0.02,558,2,100000.0,1.20410472404016,,0.558,2295.0,0.0060909005873314,558.0,0.0446071260741973,0.0088566596896122,0.0067404305361183,-0.0001171073510793,2.8965610376667407e-06,79015633629.29697,42596347803.467,26009241870.010853,16675119446.94308,10912944764.309946,12.509212072345782,0.0761923671585041,988423318099.6532,532846748180.9691,325355122392.9012,208592605493.5083,136512340390.54868,1.90907951455482e-06,1.0291610818178611e-06,6.284036280224032e-07,4.028839291255201e-07,2.6366528161697616e-07,1.090792189558421e-06,5.880325367726753e-07,3.590514507704281e-07,2.301960918014483e-07,1.506506290873829e-07
30,30,0.02,560,2,100000.0,1.20514112000624,,0.56,2399.0,0.0090701132945473,560.0,0.0403155106433814,0.0086819375516067,0.0062133916861041,2.953397062841684e-05,1.927744359150213e-05,117514941059.97768,63431293118.61924,38731016388.11021,24831339867.615234,16250740587.574602,13.890435494010902,0.1259878236412807,1632333708376.113,881088285365.878,537990684756.5241,344918124660.9706,225729863861.60983,2.8501674875140094e-06,1.5384410501928222e-06,9.393689234071336e-07,6.022508876208834e-07,3.941399455503265e-07,1.6291809666535566e-06,8.793865231684337e-07,5.369515922783897e-07,3.44251938723068e-07,2.252938819565792e-07
31,31,0.02,562,2,100000.0,1.20653239223348,,0.562,2242.0,0.0195934501420399,562.0,0.0404889933711274,0.0090834531524882,0.0065179501899477,-0.0002651488249929,-4.661481212500393e-05,253535187447.38623,137025617961.34811,83667558927.53632,53641184388.364296,35105192750.490204,13.88031544396854,0.2719632686071852,3519148377915.4146,1901958801208.234,1161332110341.0305,744556560098.5773,487271149098.1217,6.171802509205496e-06,3.335612154170044e-06,2.036717882543332e-06,1.305786387041695e-06,8.545650758973243e-07,3.5290604933065204e-06,1.907315902723196e-06,1.1646031454463806e-06,7.466536954695142e-07,4.886436083802956e-07
32,32,0.02,564,2,100000.0,1.20811897847302,,0.5640000000000001,2261.0,0.0343444267771723,564.0,0.0438860549389801,0.0091158442989442,0.0065641186769871,-0.0002088675933019,-2.300022574283601e-05,443842674188.7308,240185688000.548,146656884335.3457,94025080632.13245,61534222568.1241,12.851462743329169,0.4413761211678266,5704027591236.061,3086737420819.926,1884755485088.4304,1208359820682.3708,790804768773.9718,1.0842904252101993e-05,5.867643129348528e-06,3.5827707591802462e-06,2.2969962238395923e-06,1.5032571727206028e-06,6.202997028336372e-06,3.356754984498861e-06,2.049627651014e-06,1.3140631346822704e-06,8.599817501296815e-07
33,33,0.02,566,2,100000.0,1.2098506842126,,0.5660000000000001,2142.0,0.0463541278970465,566.0,0.0434428117564493,0.009453125202065,0.0061088082244891,-9.690334096259376e-05,-3.251720463908633e-05,598273806550.5026,324174812200.3212,197940469863.41025,126904159485.0233,83051763870.58035,13.028622621692382,0.6039304393282826,7794683649989.89,4223551291615.985,2578891683410.845,1653386403053.4324,1082050089535.6971,1.466905283474252e-05,7.948429959314674e-06,4.853294894024447e-06,3.111558286610792e-06,2.0363430571371047e-06,8.395204049723205e-06,4.548943420896136e-06,2.777575444565516e-06,1.7807671035744295e-06,1.1654137231964797e-06
34,34,0.02,568,2,100000.0,1.21147483348648,,0.5680000000000001,2066.0,0.1370051119056507,568.0,0.0404006310681097,0.0088556389888941,0.0063209370687598,-0.0004185616660061,2.4418865336554435e-05,1765979652381.395,958137029805.454,585036488757.2715,375080264915.219,245469318899.11624,14.05918632910541,1.9261803963214807,24828236986238.84,13470627030850.5,8225137004764.0625,5273323332813.283,3451098892481.2715,4.3454598903841296e-05,2.3576409993721664e-05,1.4395707180870985e-05,9.229416911264234e-06,6.040143657134576e-06,2.488186125766993e-05,1.349972102413926e-05,8.242901736893285e-06,5.284712708623552e-06,3.4585526099501577e-06
35,35,0.02,570,2,100000.0,1.21322571296527,,0.57,1879.0,0.2109995727321166,570.0,0.0430038970539499,0.009375073665932,0.0059220345456081,-0.0002057873065706,4.094591860659399e-05,2716220279168.1704,1475612851927.6938,901006155489.23,577655640264.443,378043714472.6787,13.25461269905178,2.796717616229613,36002447805684.4,19558676846044.824,11942487630471.37,7656601785127.973,5010823018646.272,6.707700761224594e-05,3.644023103008197e-05,2.225032970041001e-05,1.4265194938880676e-05,9.33578226623482e-06,3.842689267045486e-05,2.087577989128864e-05,1.2746708025833197e-05,8.172205862376715e-06,5.348257412035282e-06
36,36,0.02,572,2,100000.0,1.22040172983306,,0.5720000000000001,596.0,0.0822145875730696,572.0,0.03793181048934,0.0098327635647888,0.005499593265968,-0.0002624345836551,-7.509958454898778e-05,1056975641908.3308,574962785317.0084,351071087562.7707,225079698544.66852,147302232262.91748,15.079691494313176,1.2397706169340843,15938866596981.266,8670261423291.505,5294043693019.59,3394132415686.6123,2221272218948.4604,2.6198422420267875e-05,1.42511495330894e-05,8.701722430335814e-06,5.578873142292516e-06,3.651064368243041e-06,1.5004881197617715e-05,8.16220161058481e-06,4.983823422162347e-06,3.1952431094445846e-06,2.0911101520357064e-06
37,37,0.02,574,2,100000.0,1.22372713714585,,0.5740000000000001,111.0,0.0098815672014873,574.0,0.0502464334691694,0.0105818633254712,0.0052485988648505,-0.0006814250026702,0.0001766994182666,126873851469.79031,69106147329.56973,42196070632.44728,27052865343.183952,17704606323.560867,11.42369637741948,0.1128840234428582,1449368357424.7007,789447644906.2225,482035099225.2245,309043719819.7475,202252047122.1003,3.155484362358592e-06,1.7187416060529136e-06,1.0494600699133806e-06,6.728328379605919e-07,4.403319340314473e-07,1.80734968654454e-06,9.844343201336337e-07,6.010935598429729e-07,3.853748201990795e-07,2.522065367969167e-07
38,38,0.02,576,2,100000.0,1.22027554950736,,0.5760000000000001,1003.0,0.0402226239526706,576.0,0.0311033593501406,0.0090920303604504,0.0060884072548715,-6.230266170008234e-05,-8.111504511281191e-05,515754405155.0263,281294507255.5649,171757844350.21506,110117879821.46593,72066070883.52092,18.51889995276011,0.7448787488169998,9551204229261.232,5209264837126.758,3180766335623.3755,2039261999423.7883,1334584356680.442,1.2874421756276773e-05,7.021760915534287e-06,4.28747269245124e-06,2.748796740383469e-06,1.798935659295636e-06,7.37260062180942e-06,4.021045750410187e-06,2.455242218777393e-06,1.5741119050646712e-06,1.0301693086799808e-06
39,39,0.02,578,2,100000.0,1.21702969464689,,0.5780000000000001,1272.0,0.0155918463437663,578.0,0.0443439081241194,0.0076601788504961,0.0059717929821252,-0.0002064954054697,-5.130882523627413e-05,199660563845.4669,109040641894.34927,66579990420.22416,42685953653.79255,27935599257.19928,13.034484880813087,0.2032316854317832,2602472600738.3545,1421288598166.0503,867835878497.092,556389417523.4471,364126146154.41736,5.002588849136726e-06,2.732064303222028e-06,1.6681928130265846e-06,1.069516541726815e-06,6.99939510569454e-07,2.8640658983677893e-06,1.5641525695953324e-06,9.550683239771266e-07,6.123161321619742e-07,4.007270922310858e-07
40,40,0.02,580,2,100000.0,1.21534946177801,,0.58,1531.0,0.0137938889645856,580.0,0.0468141562741948,0.0085003629012819,0.0061817430139461,-3.4854022399660986e-05,-3.169324605454862e-05,176401103350.25366,96466734840.49213,58902388778.794495,37763667757.23587,24714234980.06888,12.389414787332417,0.1708982119126592,2185506438349.3865,1195166391118.468,729766126545.1995,467869743735.4064,306194908319.6734,4.4344499582614575e-06,2.42502399453628e-06,1.4807146355711828e-06,9.493199970374978e-07,6.21277510142471e-07,2.539277999543014e-06,1.3886299621484709e-06,8.478945828901307e-07,5.436045971186555e-07,3.557591872643752e-07
41,41,0.02,582,2,100000.0,1.21559007975785,,0.5820000000000001,1606.0,0.0092533048950623,582.0,0.0437940256319961,0.0102201017134851,0.0062048922178368,-0.0001291245136425,-7.792561617678569e-06,118176027332.41225,64712432585.32508,39513277496.79749,25332865344.26124,16578961314.385372,13.289483933050157,0.1229716467305459,1570498416505.7886,859994833111.2689,525111066435.8426,336660706970.6829,220325840014.18448,2.98177728868097e-06,1.6328020676770369e-06,9.969855655232802e-07,6.391902338048371e-07,4.183147075853361e-07,1.7065559095984827e-06,9.34499041352448e-07,5.706031818965198e-07,3.658267419897805e-07,2.39413399187003e-07
