,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
699,699,0.02,1898,2,100000.0,1.88584865215116,,1.898,3496.0,0.8829653208314329,1898.0,0.1176272232301016,0.0087238952008001,0.006391683763572,-0.0002396136330396,9.000082861265941e-07,1166061661996.407,4070401585796.142,3770420853707.968,2417302988493.4224,1581991306027.2617,16.135720523531734,14.247281648906531,18815245091178.95,65678862406946.92,60838457151527.7,39004925443027.92,25526569584712.86,9.403777251881494e-05,0.0003282600833732,0.0003040679494891,0.0001949449123915,0.0001275806789738,5.955085210395451e-05,0.0002078756988069,0.0001925556614599,0.0001234518357389,8.079240863958838e-05
700,700,0.02,1900,2,100000.0,1.88705621453883,,1.9,3404.0,0.8616469948883334,1900.0,0.1320865060899905,0.0093397812688516,0.0063387379800624,-0.0002319805737492,1.8517952880812696e-05,1137908254389.431,3965036412713.719,3679387764632.264,2358939594375.74,1543795687801.5293,14.38451251565039,12.39437198204378,16368255526926.656,57035115903690.01,52926199350283.71,33932196118961.074,22206748392788.203,9.187787812352028e-05,0.0003201480707054,0.000297084004184,0.0001904673454268,0.0001246503586772,5.815297071109906e-05,0.0002026337760426,0.0001880356593653,0.0001205539590839,7.88959084094304e-05
701,701,0.02,1902,2,100000.0,1.88826382191019,,1.902,3486.0,0.8843645924472368,1902.0,0.1144185563334758,0.008326334156328,0.0062337745522279,-0.000248784269261,3.2014783815821327e-06,1167909568077.6697,4062299602834.4414,3776395995376.341,2421133788388.7246,1584498352995.8652,16.623177751487894,14.700949817372564,19414368347818.555,67528328377715.59,62775701891147.98,40246937324519.05,26339397768790.074,9.43959720708981e-05,0.0003283342566359,0.0003052261755976,0.0001956874776227,0.0001280666469082,5.97263609039052e-05,0.0002077441428774,0.0001931231632147,0.000123815674085,8.103052074352115e-05
702,702,0.02,1904,2,100000.0,1.88947145662132,,1.904,3461.0,0.8799683641896069,1904.0,0.1141028219940381,0.0088294782919297,0.0060858558846909,-0.0001887884996549,-4.483032032995031e-05,1162103821116.0786,4034865585715.021,3757623309395.1753,2409098190325.5283,1576621718751.2349,16.686703858205057,14.683771497821104,19391682315452.504,67328607136489.64,62702347374565.72,40199908067299.81,26308619717216.12,9.403967064830264e-05,0.000326509063903,0.0003040740870265,0.0001949488473069,0.0001275832541587,5.946948040579323e-05,0.0002064801401816,0.0001922925488325,0.0001232831482195,8.068201197426332e-05
703,703,0.02,1908,2,100000.0,1.89189158201575,,1.908,3552.0,0.907058111971598,1908.0,0.1060934083866413,0.0099711677491351,0.0059162703735384,-0.0001260285831071,6.229626595316051e-05,1197879083831.9316,4144175069858.86,3873301408578.8784,2483262063725.764,1625157878057.2727,17.984152163785545,16.312671107093248,21542839717449.48,74529475049708.33,69658041908087.44,44659362816600.25,29227086569156.824,9.714930341045838e-05,0.000336097129236,0.000314128979144,0.0002013952684646,0.0001318020807911,6.1382919674132e-05,0.0002123599692674,0.0001984795898396,0.0001272498016242,8.327796756201545e-05
704,704,0.02,1912,2,100000.0,1.89431652176622,,1.912,3542.0,0.9084518101256028,1912.0,0.1229646500801209,0.0081795562362013,0.0065153072467821,-0.0001963962031316,4.72138300367702e-05,1199719629488.0735,4135628325294.579,3879252750562.1465,2487077605098.964,1627654939165.8398,15.549184247295342,14.125684575431965,18654661564006.96,64305646808338.89,60319215760318.055,38672027919005.84,25308706540109.938,9.750990427601095e-05,0.0003361324697943,0.0003152949698182,0.0002021428117365,0.0001322913065781,6.155950395499736e-05,0.0002122056037009,0.0001990505691255,0.0001276158694951,8.351753876670782e-05
705,705,0.02,1916,2,100000.0,1.8967364168334,,1.916,3531.0,0.909534004255612,1916.0,0.1169161011509913,0.0074672034252972,0.006462039860546,-0.0001421853351747,-1.7067425706540783e-05,1201148796700.0464,4125622845095.347,3883873914292.2295,2490040338790.632,1629593884744.695,16.387819822400516,14.905279384087432,19684210060213.543,67609963840601.94,63648225920342.48,40806332422610.01,26705490966881.773,9.784136344378815e-05,0.0003360587508624,0.0003163667318005,0.0002028299428402,0.0001327409959374,6.171466369932017e-05,0.0002119732602112,0.0001995522728987,0.0001279375232514,8.37280433862867e-05
706,706,0.02,1920,2,100000.0,1.89916580511888,,1.92,3530.0,0.9130855302577782,1920.0,0.1266329600034623,0.0076167827892844,0.0066308768461675,-0.0001363927156739,6.720556087755998e-05,1205839012969.027,4126759263751.5054,3899039569596.16,2499763387042.022,1635957082852.256,15.161929405642132,13.844138351081746,18282845989205.57,62569632631080.03,59116962704022.25,37901236005140.01,24804265800866.145,9.843959945600904e-05,0.0003368911808341,0.0003183011076653,0.0002040701154205,0.0001335526204005,6.203801045264093e-05,0.0002123135274167,0.0002005978036639,0.0001286078369222,8.416672666458763e-05
707,707,0.02,1924,2,100000.0,1.90357578030329,,1.924,3506.0,0.9107405675865728,1924.0,0.1169264753093557,0.0095594331356247,0.0059954061998872,-0.0002653382171329,4.002592481813773e-05,1202742208366.18,4101246144333.58,3889026156896.832,2493343559287.4365,1631755660133.511,16.4547848971725,14.986040136765851,19790864325415.72,67485123115367.14,63993088871214.8,41027431942825.234,26850188392240.645,9.83987603598422e-05,0.0003355312000575,0.0003181690558324,0.0002039854539721,0.0001334972141581,6.195952595523018e-05,0.0002112765854237,0.0002003440267022,0.0001284451347116,8.406024705325289e-05
708,708,0.02,1928,2,100000.0,1.90601426506034,,1.928,3508.0,0.9151687467092254,1928.0,0.1108256843604067,0.0102081617115271,0.0066318201161141,-0.0002122444852969,7.489800563300478e-06,1208590150279.1372,4106199715129.334,3907935278822.8,2505466629553.313,1639689540103.985,17.39668932456231,15.92090636604945,21025467365132.223,71434280748711.28,67985135946177.055,43586824567397.24,28525169517923.48,9.90939581542339e-05,0.0003366729264258,0.0003204169543328,0.0002054266330802,0.0001344403862926,6.234222945589312e-05,0.0002118084817861,0.0002015814854976,0.0001292384978295,8.45794593990206e-05
709,709,0.02,1932,2,100000.0,1.90845709283376,,1.932,3507.0,0.9188011661609976,1932.0,0.1197192064901173,0.0084148459618974,0.0066325752048008,-0.0001591063044276,3.1599015944089747e-06,1213387196055.5364,4107455646781.521,3923446363717.368,2515411140610.6245,1646197673387.336,16.137761489084742,14.827394075399097,19581353163853.555,66285139554754.5,63315641632887.71,40593105034160.86,26565945417011.05,9.97237270761126e-05,0.0003375763212504,0.0003224532907921,0.000206732174928,0.0001352947913311,6.267087968735177e-05,0.0002121481580631,0.0002026441648796,0.0001299198058706,8.502533788541325e-05
710,710,0.02,1936,2,100000.0,1.91089411501287,,1.936,3566.0,0.9379359011942658,1936.0,0.1262053716718583,0.0084947394484242,0.0060048669085774,-0.0001624754393704,1.4221377478019008e-05,1238656909835.1714,4177655887106.998,4005155126561.7305,2567796496058.5537,1680480995451.7424,15.340076055032894,14.388008059065854,19001091202963.55,64085559039977.26,61439384253661.84,39390193543385.19,25778706279267.12,0.0001020228432014,0.0003440955507016,0.0003298874048417,0.0002114983553642,0.0001384139932056,6.405836613860357e-05,0.0002160516025805,0.0002071305552829,0.000132796133302,8.690773533886604e-05
711,711,0.02,1940,2,100000.0,1.9133402868826,,1.94,3650.0,0.963713165140172,1940.0,0.1202919531733641,0.0087630121259194,0.0063451709927873,-4.843210429760284e-05,-1.906731191400345e-05,1272698880147.414,4276708014270.464,4115228683518.26,2638367169335.9004,1726665603718.3435,16.12742954804368,15.542216175320313,20525361525451.508,68972307197700.69,66368060667529.28,42550080645336.16,27846677876997.89,0.0001050512297457,0.0003530084320579,0.0003396795900681,0.0002177763491294,0.0001425225934113,6.590367812688885e-05,0.0002214591313088,0.0002130973090396,0.0001366215555154,8.941126291165076e-05
712,712,0.02,1944,2,100000.0,1.91578543191461,,1.944,3574.0,0.947194967958906,1944.0,0.1356052807341257,0.0091913689440981,0.0059091349634069,-0.0001391251494824,4.07149289444719e-05,1250884618585.8906,4187913169075.2544,4044693008278.7617,2593145135730.777,1697070280192.6128,14.335724903010972,13.578726490175171,17932337777455.133,60036771109559.73,57983606283816.21,37174615299417.47,24328732677917.05,0.0001034752109912,0.0003464309915914,0.0003345835868537,0.000214509184991,0.0001403844149178,6.485588939500053e-05,0.0002171350013052,0.0002097093196958,0.000134449438109,8.798973202831591e-05
713,713,0.02,1948,2,100000.0,1.91822939385235,,1.948,3552.0,0.9448370691245092,1948.0,0.1274405312692579,0.0095273294634498,0.0060061595887186,-0.0001477229894682,3.848547205519878e-05,1247770730227.2097,4162074747814.677,4034624355834.097,2586689892512.8604,1692845680009.001,15.285560885525827,14.442364547004464,19072875468065.035,63619646967830.805,61671496241327.52,39539005843979.59,25876095711576.96,0.0001034377957215,0.000345027998424,0.0003344626058475,0.0002144316213028,0.0001403336537674,6.477625401043927e-05,0.0002160682283561,0.0002094518213795,0.0001342843500529,8.788169101287566e-05
714,714,0.02,1952,2,100000.0,1.92068229126587,,1.952,3473.0,0.9272201841458272,1952.0,0.1265994989933005,0.0106429653546341,0.0059456092565055,-0.0002520161012956,1.4946424953193804e-05,1224505519586.6624,4069345254262.544,3959397085935.828,2538459970337.8726,1661281859530.3958,15.41870240816116,14.2965320861849,18880286203657.508,62744023471537.07,61048765383785.03,39139758857669.27,25614810608175.76,0.0001017290809098,0.0003380717734623,0.0003289375344306,0.0002108893717328,0.000138015447051,6.3648104734143e-05,0.0002115189427893,0.0002058039889397,0.0001319456412985,8.635113529256663e-05
715,715,0.02,1956,2,100000.0,1.92520281678976,,1.956,3582.0,0.9599861288962348,1956.0,0.1286476188834058,0.0089556995760626,0.0061166319695251,-0.0001041315093923,2.0176034505284825e-06,1267776881542.9456,4197486693028.079,4099313567890.124,2628163624940.511,1719987947420.806,15.20432338334016,14.595939547259226,19275689684901.48,63819945078065.984,62327289135915.4,39959449657927.055,26151252968033.406,0.0001055477392593,0.0003494583609074,0.0003412850367483,0.0002188056376912,0.0001431962059307,6.59790496066033e-05,0.0002184502547524,0.0002133410201641,0.0001367778042877,8.951351910402616e-05
716,716,0.02,1960,2,100000.0,1.92766308819518,,1.96,3480.0,0.93634128794085,1960.0,0.1330680567298259,0.009777079586691,0.0065475729907458,-0.000147122841169,1.1931820791175994e-05,1236551031680.445,4078851665560.679,3998345840939.258,2563430907408.544,1677623958777.8618,14.7293050501179,13.79165646110106,18213537355659.28,60078650436224.72,58892855587064.52,37757555810120.98,24710235048225.543,0.000103170233415,0.0003403143644056,0.0003335974522,0.0002138769515249,0.0001399706530305,6.443390295870173e-05,0.0002125398189547,0.0002083448408597,0.0001335746395398,8.741722467708101e-05
717,717,0.02,1964,2,100000.0,1.93012689329961,,1.964,3526.0,0.9525770991143848,1964.0,0.1431752835369479,0.0083020624122677,0.0061983846893816,-0.0001505648069571,-2.0187602702823404e-05,1257992368632.4387,4134071927255.6807,4067675677096.263,2607879850016.442,1706713336941.2607,13.717451444705317,13.066930104439814,17256449234525.309,56708930931049.12,55798143593376.8,35773465216225.914,23411757329522.727,0.0001051812864354,0.0003456515431792,0.0003401001239653,0.0002180459630228,0.0001426990408147,6.56313254599145e-05,0.000215680656654,0.0002122166659238,0.0001360569550853,8.904176311128077e-05
718,718,0.02,1968,2,100000.0,1.93258888691182,,1.968,3437.0,0.9321775330796894,1968.0,0.129900892456817,0.0092100483843156,0.0064356881918329,-0.0001679321594944,-2.028332730722244e-05,1231052293735.6997,4030366760829.8887,3980565858206.228,2552031754087.5967,1670163842468.218,15.150011387752574,14.122500241564396,18650456269014.77,61060102323392.266,60305618081523.445,38663310136333.27,25303001232806.1,0.000103150090952,0.0003377051487294,0.0003335323222286,0.0002138351952116,0.0001399433258295,6.430445973675988e-05,0.0002105276586664,0.0002079262905898,0.0001333062973951,8.724160956305216e-05
719,719,0.02,1972,2,100000.0,1.93505418872902,,1.972,3514.0,0.9567241097933156,1972.0,0.1273211118200379,0.0081966883378232,0.0060151247322116,-0.0001641479736652,1.1109441058778845e-05,1263468993875.2483,4120939590349.3726,4085384159157.22,2619233162622.258,1714143453034.4875,15.488397578457564,14.81812338537476,19569110105193.61,63826750772137.13,63276054117759.59,40567724573374.336,26549335307108.246,0.0001060894512746,0.0003460221200484,0.0003430366441853,0.0002199286332549,0.0001439311445077,6.607783484661032e-05,0.0002155199430963,0.0002136604388887,0.0001369825909329,8.96475406536133e-05
720,720,0.02,1976,2,100000.0,1.93752271021902,,1.976,3584.0,0.979454247259771,1976.0,0.1161512610178761,0.0100561402666274,0.0065333352933072,-0.0002084439378883,-2.9089715723672182e-06,1293486868016.199,4202937573656.619,4182445937563.7295,2681461687265.548,1754868585730.3867,17.012299157870416,16.66276866583,22005185555468.42,71501631344900.42,71153021501453.97,45617828404129.46,29854349363194.3,0.0001088630208138,0.000353729513514,0.0003520048872641,0.0002256783788767,0.000147694035477,6.772905943965737e-05,0.0002200725927615,0.0002189996176326,0.0001404056604614,9.188775061474558e-05
721,721,0.02,1980,2,100000.0,1.93999436174058,,1.98,3519.0,0.9651876327837396,1980.0,0.1267533221280246,0.0090118961825912,0.0060533495541029,-0.0001364777964311,2.01815166604438e-05,1274646091606.8623,4126041273232.667,4121524925760.469,2642403834148.372,1729307377905.9707,15.62089235026236,15.077092109519354,19911109381673.45,64452446561906.94,64381897184227.35,41276705839152.23,27013324390783.64,0.0001075066262887,0.0003479999508366,0.00034761903155,0.0002228665065324,0.0001458538203184,6.682286194531388e-05,0.0002163062266439,0.0002160694587554,0.0001385270686316,9.065831601079792e-05
722,722,0.02,1984,2,100000.0,1.94246368835283,,1.984,3517.0,0.9681450994136624,1984.0,0.1266685632720054,0.0090137091428622,0.0061855584456592,-0.0001514818138925,2.855208768652309e-05,1278551781187.671,4122967756842.603,4134153840614.232,2650500520115.7773,1734606211717.4705,15.662923370651953,15.163982503788407,20025858574153.047,64577728035094.45,64752934808027.18,41514586540446.56,27169004172387.613,0.0001080620201772,0.0003484694413518,0.0003494148788601,0.00022401786529,0.0001466073210394,6.710698373476944e-05,0.0002164010361319,0.0002169881569297,0.0001391160670295,9.104378293370668e-05
723,723,0.02,1988,2,100000.0,1.9470958399254,,1.988,3509.0,0.9695428186126466,1988.0,0.1422912852569879,0.009132010150214,0.0062176190118307,-0.0001545557825407,-1.6436021433647707e-05,1280397637116.2334,4113220956312.3193,4140122353183.351,2654327069944.029,1737110477251.9065,13.971340524541146,13.545812871960717,17888871394968.76,57467210633318.2,57843059209589.2,37084507357695.57,24269762006434.57,0.0001084443682061,0.0003483727515336,0.0003506511882497,0.0002248104914975,0.000147126051118,6.728353710670973e-05,0.000216145396414,0.0002175590362726,0.0001394820708246,9.128331220438104e-05
724,724,0.02,1992,2,100000.0,1.94958694410842,,1.992,3497.0,0.969975297559108,1992.0,0.1301994049863424,0.0085088691614842,0.0062912955254195,-0.0001372466335315,4.7457876795854864e-05,1280968777462.509,4099349552991.944,4141969116130.952,2655511071880.5454,1737885341130.7024,15.299609089680215,14.8402428793006,19598321551261.96,62718445682732.08,63370508338331.84,40628281333090.05,26588966361985.3,0.0001087233014714,0.0003479357382696,0.0003515531095071,0.0002253887338306,0.0001475044787905,6.739266509303724e-05,0.000215669652832,0.0002179118979168,0.0001397082984899,9.143136571753644e-05
725,725,0.02,1996,2,100000.0,1.95206991987096,,1.996,3528.0,0.9821408317491612,1996.0,0.116856780353828,0.0081981099825974,0.0062711023303854,-0.0001564403682122,1.1943897701354378e-05,1297034825224.5774,4134860879723.233,4193918136918.634,2688816776487.9966,1759682085428.3374,17.080737582845906,16.775689816505437,22154311485473.41,70626473628127.9,71635215140645.19,45926973767545.1,30056667930436.465,0.0001103162745546,0.0003516809565803,0.0003567039339688,0.0002286910451235,0.0001496656591556,6.831741542850131e-05,0.0002177913830572,0.0002209020467768,0.0001416253512689,9.268597088862598e-05
726,726,0.02,2000,2,100000.0,1.95455548934364,,2.0,3533.0,0.9870226148201284,2000.0,0.1294783225903302,0.0081602159624627,0.0059767320707946,-0.0002172159026776,-4.791329269658304e-05,1303481805583.758,4139469872106.698,4214764229352.616,2702181682819.214,1768428678520.9275,15.446601098841896,15.246144606662394,20134363490450.496,63940739875106.25,65103781776477.625,41739522551105.71,27316212368864.883,0.0001110951346533,0.0003528050494186,0.000359222351694,0.0002303056602897,0.0001507223356118,6.873707664719527e-05,0.0002182884768002,0.0002222590071006,0.000142495329548,9.325532362621104e-05
727,727,0.02,2004,2,100000.0,1.95704355532571,,2.004,3403.0,0.9540012757850124,2004.0,0.1238437590432113,0.0099667617491276,0.00618241642345,-0.0001972474172058,-7.238196404291825e-05,1259873164827.2031,3985578260357.835,4073757167831.645,2611778832729.3867,1709265005798.4912,16.181679363437024,15.437342757062927,20386863591832.445,64493349486995.625,65920232294354.98,42262967639438.76,27658778270974.51,0.0001076054087526,0.0003404071058854,0.0003479384412983,0.0002230712874227,0.0001459878381017,6.651278308141472e-05,0.0002104115792652,0.0002150668292609,0.0001378842599459,9.023763322629458e-05
728,728,0.02,2008,2,100000.0,1.95953401946919,,2.008,3534.0,0.994096708614594,2008.0,0.1236003508770409,0.0095282643636459,0.0064062895608365,-0.0001851741705218,2.3726069308107325e-05,1312823995330.605,4137035978395.999,4244971883191.866,2721548500141.2603,1781103190890.5957,16.2459085734925,16.150004241362506,21328018601228.15,67209908270270.48,68963425111381.34,44214028111620.55,28935639599164.37,0.0001123654855921,0.0003540916819603,0.0003633299883886,0.0002329391600614,0.0001524458157726,6.938691351902794e-05,0.0002186554775652,0.0002243602325958,0.0001438424732399,9.413695477410004e-05
729,729,0.02,2012,2,100000.0,1.96202678227401,,2.012,3449.0,0.973391232663822,2012.0,0.1262202781799715,0.0094800553841967,0.0062943414507331,-0.0002169546072636,4.175269686395024e-05,1285479929680.4968,4035176410790.1206,4156555773896.4,2664862911576.0723,1744005603739.1167,15.940386354807304,15.516232323043454,20491046730457.65,64322270997799.17,66257104941213.695,42478944393119.29,27800123128550.49,0.0001102583520735,0.0003461056770371,0.0003565166435896,0.0002285709689806,0.0001495870759515,6.801819400967544e-05,0.0002135120165124,0.0002199345244629,0.0001410050505991,9.228001835748004e-05
730,730,0.02,2016,2,100000.0,1.96452174308398,,2.016,3422.0,0.9689410410111672,2016.0,0.1358726308533278,0.0087802523907696,0.006362618201567,-0.0002901959375827,2.7628835712672608e-05,1279602917580.1675,4001133292138.7896,4137552654505.0654,2652679577386.682,1736032284358.888,14.837425221980414,14.376590240511051,18986012603423.703,59366516025285.61,61390628113225.47,39358934867349.51,25758249202118.84,0.0001099871141372,0.0003439138017231,0.0003556396049179,0.000228008679442,0.0001492190885019,6.77828304500888e-05,0.0002119471093908,0.000219173484372,0.000140517130402,9.196070153474514e-05
731,731,0.02,2020,2,100000.0,1.96926697564054,,2.02,3514.0,0.9982797850303664,2020.0,0.1421420899034728,0.0084796761888294,0.0063936435313547,-9.77691330378103e-05,-2.707108217252737e-05,1318348249706.8025,4106217214833.586,4262834372440.97,2733000550275.4844,1788597925243.2068,14.211131983297555,14.18668578132445,18735220976532.69,58353994792088.586,60579701889696.04,38839031530389.76,25418001180683.387,0.0001135583505481,0.0003536965699409,0.0003671870767849,0.0002354120275925,0.0001540641710031,6.991330758007958e-05,0.0002177567476538,0.000226062309947,0.0001449337139336,9.485111154236416e-05
732,732,0.02,2024,2,100000.0,1.97177696436513,,2.024,3483.0,0.9929585695229078,2024.0,0.1169641133758432,0.0086535878068224,0.0066761457781625,-0.0001945827313252,4.886909190532101e-05,1311320946083.3423,4068353570077.307,4240111824405.3306,2718432605368.56,1779064009842.8037,17.304452977779935,17.182604875192784,22691691650277.098,70400633050385.88,73372815685950.72,47040989192864.04,30785729502785.406,0.0001131794394648,0.000351137513651,0.0003659618806424,0.0002346265263416,0.0001535501038151,6.961684251987085e-05,0.000215985209913,0.0002251037002252,0.0001443191273304,9.444889855219686e-05
733,733,0.02,2028,2,100000.0,1.97428887622666,,2.028,3473.0,0.993659869889365,2028.0,0.1272891592632277,0.0087089614833657,0.006122534910374,-4.7856215735924185e-05,-4.141942942174049e-05,1312247097373.2932,4055278663095.189,4243106503204.169,2720352562394.813,1780320515683.3777,15.93222872818412,15.831216325095037,20907020903247.004,64609627216957.25,67602143327094.32,43341279245375.93,28364473665346.28,0.0001134868436774,0.0003507119784287,0.0003669558617425,0.000235263790344,0.0001539671579106,6.974243194607956e-05,0.0002155272408294,0.0002255097893773,0.0001445794803676,9.46192852365948e-05
734,734,0.02,2032,2,100000.0,1.97679687857807,,2.032,3365.0,0.9661807932483882,2032.0,0.1342335947038009,0.0094481925909636,0.0063447755694076,-0.0001204456194701,-4.371743032516853e-05,1275957679179.6863,3927625090273.58,4125765899713.403,2645122819484.0454,1731086803647.2725,15.137790241584453,14.625842183641778,19315179704561.004,59455564764145.66,62454978775743.445,40041314404577.94,26204828923587.3,0.0001105752002289,0.0003403701689075,0.0003575411613588,0.0002292278107395,0.0001500169426074,6.788742227694764e-05,0.0002089695821419,0.0002195116784984,0.0001407339543864,9.210260085805272e-05
735,735,0.02,2036,2,100000.0,1.97930653618638,,2.036,3143.0,0.9055589914243468,2036.0,0.1221090771168746,0.0099929567163181,0.0063302653459432,-0.0001479047686038,-2.981961217728704e-05,1195899315254.8208,3666656925957.0063,3866899894000.417,2479157906412.348,1622471933755.173,16.673617130455227,15.098943912050744,19939967309132.453,61136433732139.05,64475208314360.84,41336529737460.44,27052475828343.08,0.0001038551367738,0.0003184224220973,0.0003358120639918,0.0002152967897632,0.0001408998587443,6.369636832249378e-05,0.0001952946431934,0.0002059600476165,0.0001320456940832,8.641661431452322e-05
736,736,0.02,2040,2,100000.0,1.98181774079886,,2.04,2853.0,0.8247081301841385,2040.0,0.1300666661966261,0.008227000204592,0.0063634538571658,-6.068791186310698e-05,-5.924449204827675e-05,1089126050883.777,3326079123044.4907,3521652163349.7046,2257811695086.418,1477613062688.3174,15.684264536434448,12.934940479156246,17082141095583.324,52167104834941.695,55234524135283.42,35412115899190.85,23175274157694.668,9.478188246810876e-05,0.0002894541364282,0.0003064740037843,0.0001964874887944,0.000128590210038,5.807185631858388e-05,0.0001773454861179,0.000187773378727,0.0001203858049718,7.87858608296712e-05
737,737,0.02,2044,2,100000.0,1.98433038297522,,2.044,3152.0,0.9141011685965218,2044.0,0.1238476278958842,0.0082617787483882,0.006263659146883,-0.0001996461156805,-2.010504085055384e-05,1207180285271.9387,3671976341018.946,3903376528117.496,2502543910278.384,1637776781751.016,16.50415138930511,15.086464071657712,19923486182312.61,60602853430123.34,64421917149511.33,41302363553618.04,27030115947907.688,0.0001052736253605,0.0003202191639256,0.0003403986987492,0.0002182373861412,0.000142824316674,6.443353316694165e-05,0.0001959926054491,0.0002083436451506,0.0001335738729433,8.74167229820433e-05
738,738,0.02,2048,2,100000.0,1.98684435208453,,2.048,3266.0,0.9502457354597342,2048.0,0.1307827808698221,0.0088849639573459,0.0057903444861212,-0.0002154618834095,-3.4748482514845645e-05,1254913523162.8342,3801963619055.15,4057720334645.448,2601497252425.4688,1702536279308.4966,15.659553852418291,14.880424267462535,19651385896096.37,59537054037529.27,63542090098433.17,40738286321274.86,26660958551527.28,0.0001096638213838,0.0003322442953495,0.0003545942487595,0.0002273384777155,0.0001487804784851,6.705116560389929e-05,0.0002031423580477,0.0002168076708958,0.0001390003533078,9.096805469339725e-05
739,739,0.02,2052,2,100000.0,1.99171610403242,,2.052,3393.0,0.990500292446394,2052.0,0.1323497141156622,0.0096236345309568,0.0060200736894154,-6.2812039825841e-05,2.826525022976287e-05,1308074496210.5566,3947191946897.1694,4229614538798.742,2711702555633.417,1774659563970.355,15.504378031423093,15.35709097432402,20280881482511.78,61198756107282.63,65577542736738.94,42043261531316.61,27514992756876.86,0.0001145464553944,0.0003456506854833,0.0003703820803078,0.000237460417378,0.0001554047289917,6.996352776936866e-05,0.0002111190717254,0.0002262246952266,0.0001450378228479,9.491924507717774e-05
740,740,0.02,2056,2,100000.0,1.99424960220818,,2.056,3366.0,0.98611118891816,2056.0,0.1313450450033997,0.0090143637705297,0.0064434444227782,-0.0001429128792881,2.6114122509593606e-05,1302278158309.1006,3913983487646.677,4210872276694.549,2699686463013.136,1766795694960.889,15.65342643833106,15.4360189557456,20385115353336.76,61267252604719.71,65914579424445.76,42259343455334.29,27656406442630.28,0.0001142746719125,0.0003434513403056,0.0003695032776329,0.0002368969968967,0.0001550360014025,6.972421227982138e-05,0.0002095553962962,0.0002254508767041,0.0001445417101063,9.459456668648843e-05
741,741,0.02,2060,2,100000.0,1.99677823265283,,2.06,3331.0,0.9792536040113003,2060.0,0.1273278284584194,0.0089327642407587,0.0066288298022456,-0.0001917851395562,-1.33842520753184e-05,1293221894529.4036,3871156616446.261,4181589154776.975,2680912384237.7773,1754509097234.9668,16.178709909222402,15.843059986859377,20922661879846.23,62630319910651.0,67652717894687.17,43373703756624.79,28385693717256.21,0.0001137151115833,0.0003403971185902,0.0003676939582777,0.0002357370009031,0.0001542768480876,6.930969603986384e-05,0.0002074730481625,0.0002241105524946,0.0001436823976202,9.403219412147573e-05
742,742,0.02,2064,2,100000.0,1.99930776680493,,2.064,3335.0,0.9837210416578852,2064.0,0.1319267907933863,0.0079679951491877,0.006202342232639,-0.0003544474450065,8.37794631102576e-05,1299121682034.2363,3873137588790.0166,4200665917666.669,2693142932957.209,1762513315917.6,15.64504061371795,15.39035564930654,20324811477587.203,60595394879137.41,65719588886555.805,42134330564663.01,27574592409749.543,0.000114458485417,0.0003412409078807,0.0003700976323683,0.0002372780513025,0.0001552853804668,6.969492052809941e-05,0.0002077850136581,0.0002253561628179,0.000144480986869,9.455482668124454e-05
743,743,0.02,2068,2,100000.0,2.00184408840046,,2.068,3371.0,0.997598605810028,2068.0,0.1343588565769096,0.0086703549008421,0.0062501820916234,-0.000205524217566,2.116630526727786e-05,1317448670804.8394,3911927701166.0986,4259925614557.8657,2731135679112.172,1787377470057.7112,15.391616546068454,15.354655207520448,20277664760155.656,60210891132291.65,65567141574049.67,42036593108180.805,27510628642210.24,0.0001163018375647,0.0003453374618292,0.0003760580490467,0.0002410994106702,0.0001577862491314,7.074826228005907e-05,0.0002100742846046,0.0002287621076638,0.0001466646159582,9.598389132523834e-05
744,744,0.02,2072,2,100000.0,2.0043751062766,,2.072,3431.0,1.0186364981420328,2072.0,0.1274172883922801,0.0077130944467301,0.0060901153972902,-0.0001605567677539,-8.042654857704557e-05,1345231732176.3315,3978249631549.054,4349761201636.146,2788731327328.425,1825070640991.1167,16.26152954708096,16.56458751227175,21875525560456.32,64692423929098.9,70733770303152.58,45349036878221.49,29678440153987.043,0.0001189930856705,0.0003518978833928,0.0003847601085616,0.0002466784999251,0.0001614374549334,7.231161270531787e-05,0.0002138469080983,0.0002338171482652,0.000149905518029,9.810488274587987e-05
