,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
30,30,0.02,186,2.25,100000.0,17.15,2.43,0.81,,0.186,497.0,0.4969999999999999,186.0,0.0055206139091978,0.0175425039635184,0.0060381735547321,0.0007527086148888,-4.1990443126380055e-05,11203332992446.252,7330749999999.999,5944119999999.999,5138980000000.0,4582837000000.0,33.69190511405001,16.74487684168285,377461632142605.06,246986933414822.1,200268727026526.88,173142026543000.72,154404509357157.6,8.610385971706892e-05,5.634090052009414e-05,4.568387594714074e-05,3.949592619510329e-05,3.522165719971445e-05,5.252885410722006e-05,3.437154795864208e-05,2.787008227697351e-05,2.409503768761757e-05,2.148746059163652e-05
31,31,0.02,186,5.0,100000.0,17.15,2.43,0.81,,0.186,415.0,0.415,186.0,0.0039238120880042,0.020447409485618,0.0044111594400921,0.0003799197667143,-0.000133694794151,9354895758280.07,6121250000000.0,4963400000000.0,4291100000000.0,3826715000000.0,47.40288164375428,19.67219588215802,443449016419409.06,290164889261830.8,235279462750610.0,203410505421514.0,181397318229379.12,7.18975890997658e-05,4.7045218744143e-05,3.814649601220002e-05,3.297949571623313e-05,2.941043810438933e-05,4.386212163882561e-05,2.870058833568705e-05,2.3271799084394385e-05,2.011959887396638e-05,1.7942245765652223e-05
32,32,0.02,196,2.25,100000.0,17.15,2.43,0.81,,0.196,304.0,0.304,196.0,0.0042780349593272,0.0172608192206786,0.0055218271758317,0.000290461754489,7.947782030234692e-05,6840836967257.695,4484000000000.0,3635840000000.0,3143359999999.9995,2803183999999.9995,45.815427378093226,13.92788992294034,313415869278770.44,205436376363370.0,166577563478366.44,144014381803203.1,128429072979432.84,5.564718911786993e-05,3.6475360719575126e-05,2.957595350549956e-05,2.556984609087503e-05,2.280266448781032e-05,3.3254082446703704e-05,2.1797231304401934e-05,1.7674229586484546e-05,1.5280228588984133e-05,1.3626594566636622e-05
33,33,0.02,196,5.0,100000.0,17.15,2.43,0.81,,0.196,295.0,0.295,196.0,0.0023250369412721,0.0222307081749829,0.0043099110295236,0.0002246375770809,1.913305326006023e-05,6638312188621.777,4351250000000.0,3528200000000.0,3050300000000.0,2720195000000.0,84.29973585398436,24.868422076925384,559607964017100.7,366809225634649.5,297426328040027.6,257139484275408.5,229311719971328.97,5.399973944003826e-05,3.539549806669297e-05,2.8700349618823583e-05,2.481284406844781e-05,2.212758560494752e-05,3.226958658479472e-05,2.115191853552161e-05,1.7150979368463623e-05,1.4827853400494473e-05,1.322317564854541e-05
34,34,0.02,206,2.25,100000.0,17.15,2.43,0.81,,0.206,402.0,0.402,206.0,0.0068984039142492,0.0167056842714064,0.0055870998424635,-0.0003296391197245,-0.0001136595247279,9031019719369.598,5929500000000.0,4807920000000.0,4156680000000.0,3706842000000.0,29.8619800407004,12.004515976361562,269684130606986.7,177066610651333.03,143574011077284.28,124126695195578.56,110693641818029.95,7.748273132341743e-05,5.087286592861898e-05,4.125013400042596e-05,3.566274126792679e-05,3.1803301473070886e-05,4.542135860096686e-05,2.982231843064041e-05,2.418135108003114e-05,2.090595068290318e-05,1.864349818636849e-05
35,35,0.02,206,5.0,100000.0,17.15,2.43,0.81,,0.206,342.0,0.3419999999999999,206.0,0.0039190171793848,0.0221487692834458,0.0038882808301015,0.0002205105818403,5.502267412170752e-05,7683106328418.911,5044500000000.0,4090320000000.0,3536280000000.0,3153582000000.0,52.56419928027389,17.97695615385367,403856332138545.06,265160103269341.6,215004395600089.9,185881726630846.97,165765512694684.72,6.591814455872827e-05,4.327990086464599e-05,3.509339758245194e-05,3.0339944063758617e-05,2.7056540059179712e-05,3.8642051347091205e-05,2.537122612755976e-05,2.0572194202414555e-05,1.7785659536201213e-05,1.5860886516761256e-05
36,36,0.02,216,2.25,100000.0,17.15,2.43,0.81,,0.216,446.0,0.446,216.0,0.0066938470949935,0.0169525056619264,0.0052573204336222,-0.0004436285983108,4.630340952267885e-05,9999450441553.51,6578500000000.001,5334160000000.001,4611640000000.0,4112566000000.001,32.26843949894681,14.39172401653028,322666661595986.44,212277929243821.6,172125019237702.16,148810426330923.1,132706087156425.7,9.017068839749715e-05,5.932204745551776e-05,4.8101131360541855e-05,4.158576072474938e-05,3.708532878558164e-05,5.213842073196725e-05,3.4301145126927534e-05,2.7812996319868025e-05,2.4045684109317336e-05,2.144344808239992e-05
37,37,0.02,216,5.0,100000.0,17.15,2.43,0.81,,0.216,362.0,0.362,216.0,0.0043991997306704,0.0161402996361588,0.0047800036660254,0.0006738678689294,6.872966338552708e-05,8116145874086.032,5339500000000.0,4329520000000.0,3743080000000.0,3338002000000.0,49.099839339888106,17.77414184103949,398501458476719.9,262168592155332.53,212578736418832.4,183784626636348.4,163895361916225.2,7.318786816119726e-05,4.814928515447853e-05,3.904172545407208e-05,3.375346498286834e-05,3.0100648027759085e-05,4.231862848648463e-05,2.7840839766699027e-05,2.257467414303189e-05,1.9516900555096133e-05,1.7404771761947916e-05
38,38,0.02,226,2.25,100000.0,17.15,2.43,0.81,,0.226,507.0,0.507,226.0,0.0065206672836666,0.0172497847826369,0.0056217426699853,0.0003387936704641,-5.16971396101944e-05,11343944265344.08,7478250000000.0,6063720000000.0,5242380000000.0,4675047000000.0,34.65902953921586,17.57212797638244,393170099383778.8,259188887651640.97,210162650597534.0,181695803275794.44,162032592070222.5,0.0001074085112699,7.080673887461884e-05,5.741346419935195e-05,4.963672406532602e-05,4.42650128246007e-05,6.14477575864524e-05,4.050810568372884e-05,3.284589450694216e-05,2.8396868662356348e-05,2.5323745254892444e-05
39,39,0.02,226,5.0,100000.0,17.15,2.43,0.81,,0.226,417.0,0.417,226.0,0.0045651693266677,0.0197121716604168,0.0061634785605167,0.000679662530689,1.4605667427557585e-06,9330226348419.096,6150750000000.0,4987320000000.0,4311780000000.0,3845157000000.0,49.50528311837341,20.643703060361712,461895496936994.7,304494620140335.25,246898688601926.1,213455889644140.1,190355585919595.38,8.834191163622498e-05,5.82374952874084e-05,4.722172499236641e-05,4.082547127266459e-05,3.640731824035205e-05,5.053987162436025e-05,3.331731769253437e-05,2.7015262345946506e-05,2.3356004402766462e-05,2.082840586053284e-05
40,40,0.02,236,2.25,100000.0,17.15,2.43,0.81,,0.236,566.0,0.5660000000000001,236.0,0.0058290252433153,0.0170944344716495,0.0056727571302703,-0.0003222120788505,-7.235830857991386e-05,12635599694669.09,8348500000000.001,6769360000000.001,5852440000000.001,5219086000000.001,40.48704374211516,22.915666758037183,511578077545924.4,338006084681048.44,274071374426124.7,236947994278104.5,211305363175860.88,0.0001253382032383,8.281253086677973e-05,6.714833011299563e-05,5.805298773983066e-05,5.177046421170005e-05,7.103120893297519e-05,4.693121514660911e-05,3.805405648497932e-05,3.28995772620975e-05,2.933916846555136e-05
41,41,0.02,236,5.0,100000.0,17.15,2.43,0.81,,0.236,482.0,0.482,236.0,0.0037555192450895,0.0162706175770594,0.0074943469396204,-5.290166459469975e-05,-6.087194299043939e-06,10760351683446.111,7109499999999.999,5764720000000.0,4983880000000.0,4444522000000.0,62.840844261037184,30.289286933819923,676189584333426.5,446766982273843.8,362259871728486.3,313191226895698.0,279297514816753.5,0.0001067367737824,7.052233193955444e-05,5.718285355912348e-05,4.943734998338936e-05,4.408721510607672e-05,6.048947474504246e-05,3.996615848174132e-05,3.240645799604245e-05,2.8016954488217303e-05,2.498494558373808e-05
