,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
24,24,2,25,3000,1000000.0,270,17.15,2.43,0.81,,2887.25,0.288725,270.0,0.000194850128821,0.0016718862941984,0.0225361771846908,-0.0005378091124559,5.522743216801097e-05,6811128099244.371,4504110000000.0,3637935000000.0,4.17020701511783,1.2031383112652485,28382471760797.15,18768957655737.88,15159542721942.133,7.79356203727528e-05,5.153780724166134e-05,4.162669046441877e-05,4.293368190997631e-05,2.8391482763185262e-05,2.2931582231803485e-05
25,25,2,25,3000,1000000.0,275,17.15,2.43,0.81,,2979.25,0.2979249999999999,275.0,0.0002055574816352,0.0018833589356937,0.0238559302757631,-0.0005571590590021,2.8928330962296924e-05,7001801218359.276,4647630000000.0,3753855000000.0,4.032205429758489,1.1993088544910449,28186027351059.71,18709218130060.3,15111291566587.166,8.171209230995647e-05,5.423855372910936e-05,4.380806262735756e-05,4.484525142657216e-05,2.976721694714425e-05,2.4042752149616517e-05
26,26,2,25,3000,1000000.0,280,17.15,2.43,0.81,,3044.25,0.304425,280.0,0.0002024631357357,0.0019155311037072,0.022422073467298,-0.0005197627713463,-0.0002365728388972,7153987500000.0,4749030000000.0,3835755000000.0,4.162653726237605,1.2680517119429384,29799215230659.05,19781606706309.84,15977451570481.023,8.507670124513193e-05,5.647644848613013e-05,4.561559300802818e-05,4.65687694470844e-05,3.091373631380922e-05,2.4968787022692065e-05
27,27,2,25,3000,1000000.0,285,17.15,2.43,0.81,,3134.75,0.3134749999999999,285.0,0.0002060787627157,0.0018421953430842,0.0237125088668689,-0.0005228047990068,-0.0002446350829257,7366662500000.0,4890210000000.0,3949785000000.0,4.162398924170302,1.3040000882595468,30644002074099.35,20342401376848.93,16430401112070.293,8.922745119566662e-05,5.9231839942655294e-05,4.7841101492144656e-05,4.878180614187568e-05,3.238281599205364e-05,2.6155351378197168e-05
28,28,2,25,3000,1000000.0,290,17.15,2.43,0.81,,3218.25,0.3218249999999999,290.0,0.0002167639544267,0.0018551308580462,0.0229649164575771,-0.0005312234567217,-0.0003453656984955,7542442988239.472,5020470000000.0,4054995000000.0,4.061270640592291,1.3067967849739366,30626707831525.062,20386029845593.41,16465639490671.602,9.307495646808756e-05,6.195340520676714e-05,5.003928882085037e-05,5.082406008126164e-05,3.3829976482955195e-05,2.732421177469458e-05
29,29,2,25,3000,1000000.0,295,17.15,2.43,0.81,,3281.0,0.3281,295.0,0.0002059650211946,0.0018004383599439,0.0217853233397041,-0.0005152802029146,-0.0001292532273972,7677540000000.0,5118360000000.0,4134060000000.0,4.296848888022938,1.4097969295827737,32989248152236.902,21992832101491.27,17763441312742.953,9.644450527771692e-05,6.429633685181128e-05,5.193165668800142e-05,5.2596337628707065e-05,3.506422508580471e-05,2.8321104876996118e-05
30,30,2,25,3000,1000000.0,300,17.15,2.43,0.81,,3361.0,0.3361,300.0,0.0002321120759631,0.0019008688740087,0.0227266935730665,-0.0004909687816753,-6.913001646401197e-05,7851137086874.326,5243160000000.0,4234860000000.0,3.920450940514117,1.3178679261465314,30784771647043.1,20558739647885.89,16605135869446.297,0.0001003496601861,6.701568428623013e-05,5.412805269272433e-05,5.469689134572712e-05,3.652777293975853e-05,2.95032012205742e-05
31,31,2,25,3000,1000000.0,305,17.15,2.43,0.81,,3435.0,0.3435,305.0,0.0002202941007567,0.0019597270678112,0.0239328438109222,-0.0004968853577984,-2.9451537353287077e-05,8003550000000.0,5358600000000.0,4328100000000.0,4.167492352339217,1.4311614287414112,33346061289674.887,22326118288366.016,18032634002141.78,0.0001041200264301,6.97112623309595e-05,5.630525034423652e-05,5.665768804663691e-05,3.793390272650369e-05,3.0638921432945285e-05
32,32,2,25,3000,1000000.0,310,17.15,2.43,0.81,,3499.5,0.34995,310.0,0.0002163967699288,0.0017161889140371,0.0233460951456988,-0.0004986212531442,0.0001361359928921,8153835000000.0,5459220000000.0,4409370000000.0,4.341955125988586,1.5179495768546207,35368225140712.664,23680013398932.08,19126164668368.22,0.0001079112504523,7.224959257758496e-05,5.835544015881863e-05,5.8667436539457786e-05,3.927948540839233e-05,3.172573821447073e-05
33,33,2,25,3000,1000000.0,315,17.15,2.43,0.81,,3516.25,0.351625,315.0,0.0002195748322719,0.0015576658388488,0.023000160103827,-0.0004710520582762,4.676320952356569e-05,8190790955486.008,5485350000000.0,4430475000000.0,4.303784631278956,1.5133110065161168,35251231013180.63,23607651701651.42,19067718682103.07,0.0001102603456568,7.384104787142767e-05,5.964084635769158e-05,5.985845066711983e-05,4.008703849864071e-05,3.2377992633517495e-05
34,34,2,25,3000,1000000.0,320,17.15,2.43,0.81,,3624.75,0.362475,320.0,0.0002396637334527,0.0018001101257647,0.0235038421917846,-0.0004886214778086,2.5978209834299995e-05,8411462881974.371,5654610000000.0,4567185000000.0,4.023594432193329,1.4586592390986186,33849115241401.508,22755084129938.45,18379106412642.598,0.0001150972379146,7.737417398341186e-05,6.249452514044804e-05,6.24514647331193e-05,4.198302744119744e-05,3.3909368317890235e-05
35,35,2,25,3000,1000000.0,325,17.15,2.43,0.81,,3731.0,0.3731,325.0,0.0002675613007311,0.0017673328500915,0.0231357534704644,-0.0004629854685071,9.010314187942092e-06,8655920000000.0,5820360000000.0,4701060000000.0,3.653679407124506,1.3627862786153817,31616641663876.86,21259465946399.96,17171107110553.81,0.0001203424766643,8.091994120539616e-05,6.535841405051228e-05,6.524472651759837e-05,4.3871454037695456e-05,3.5434635953523254e-05
36,36,2,25,3000,1000000.0,330,17.15,2.43,0.81,,3761.25,0.376125,330.0,0.0002387879264773,0.0017811320878098,0.0228812221182139,-0.0004514618643308,-4.898184399338963e-05,8699278554913.467,5867550000000.0,4739175000000.0,4.159491490344231,1.563505638935025,36161837355330.65,24390687967386.39,19700171050581.312,0.0001229209703459,8.290859236207527e-05,6.69646322924454e-05,6.658511396882845e-05,4.491079151007663e-05,3.627410083506189e-05
37,37,2,25,3000,1000000.0,335,17.15,2.43,0.81,,3928.75,0.392875,335.0,0.0002420429255777,0.0016615137420385,0.0234639022253701,-0.0004584111978004,-2.3372273250375007e-05,9075412500000.0,6128850000000.0,4950225000000.0,4.1658932349003015,1.6367483164601544,37808886110229.56,25533273736778.406,20623028787397.945,0.0001302420396108,8.795566311390646e-05,7.10411125150783e-05,7.049000951474786e-05,4.760364278918037e-05,3.844909609895338e-05
38,38,2,25,3000,1000000.0,340,17.15,2.43,0.81,,3987.0,0.3987,340.0,0.0002456276912425,0.0016602827811891,0.023094084232937,-0.000433982992379,6.0552821023003e-05,9190730513209.158,6219720000000.0,5023620000000.0,4.212827471080516,1.6794118151638249,38713371993654.734,26198824316555.664,21160588871064.19,0.0001339156558083,9.0625862824226e-05,7.31978122811056e-05,7.245581660603534e-05,4.903363133248191e-05,3.960408684546615e-05
39,39,2,25,3000,1000000.0,345,17.15,2.43,0.81,,4061.25,0.4061249999999999,345.0,0.0002669643188539,0.0019120162889994,0.0233948322201353,-0.0004242940100098,8.527675657209279e-05,9340875000000.0,6335550000000.0,5117175000000.0,3.890056766577087,1.579616842759934,36331187383478.48,24642022747054.97,19903172218775.164,0.0001382184808768,9.374818702956254e-05,7.571968952387743e-05,7.469622515523603e-05,5.066352662702965e-05,4.0920540737216256e-05
40,40,2,25,3000,1000000.0,350,17.15,2.43,0.81,,4143.0,0.4143,350.0,0.0002791868375595,0.0017339184739408,0.0226590078920892,-0.0004274587922951,0.0001085225160158,9528900000000.0,6463080000000.0,5220180000000.0,3.791019659326021,1.5706808312878024,36125659119619.45,24502620968089.72,19790578474226.312,0.0001431403888742,9.708652462777414e-05,7.841603912243296e-05,7.730919947751446e-05,5.243580486300981e-05,4.235199623550792e-05
41,41,2,25,3000,1000000.0,355,17.15,2.43,0.81,,4199.75,0.419975,355.0,0.0002746558890578,0.0019127873738734,0.0235700434268462,-0.0004204296583354,-1.207272032993537e-05,9653682139261.297,6551610000000.0,5291685000000.0,3.920826711890859,1.6464194765518936,37845134340189.17,25684143834209.543,20744885404553.86,0.0001470974521496,9.982979805798864e-05,8.063175996993095e-05,7.941103712601628e-05,5.389344060016781e-05,4.352931740782785e-05
42,42,2,25,3000,1000000.0,360,17.15,2.43,0.81,,4312.5,0.43125,360.0,0.0002605765138525,0.0018065528965568,0.0232460574431816,-0.0004236706535784,-6.285428542363249e-05,9875625000000.0,6727500000000.0,5433750000000.0,4.158481293029007,1.7935441313476246,41072160607860.61,27979288449022.945,22598656054980.07,0.0001527126431492,0.0001040313202239,8.402529710399154e-05,8.238269030239834e-05,5.612095933263816e-05,4.532846715328467e-05
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,4453.25,0.4453249999999999,365.0,0.000291417480696,0.0017197328208648,0.0237880064935477,-0.0004261345367867,2.562059098311557e-05,10197942500000.0,6947070000000.0,5611095000000.0,3.8164569774225297,1.7030882899621504,39000721840133.25,26568177323409.547,21458912453523.098,0.0001599824828103,0.0001089837000803,8.802529621880227e-05,8.622011278513334e-05,5.873509866585502e-05,4.7439887383959815e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,4520.75,0.452075,370.0,0.0002954122632842,0.0020340693439461,0.0233432663548758,-0.0003893012776307,6.613529367115276e-05,10316761715892.623,7045846176407.14,5696145000000.0,3.788528502990231,1.714785839142919,39132968857433.984,26725913284482.09,21606301573200.78,0.0001641858775622,0.0001121309641047,9.065117439967388e-05,8.841852328907553e-05,6.038554843039689e-05,4.881810234742589e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,4625.0,0.4625,375.0,0.0002901878836354,0.0018285504471648,0.022140460913932,-0.0003929707342894,8.466442563078816e-05,10545000000000.0,7194686163414.158,5827500000000.0,3.92020330699826,1.8150967496047563,41384205890988.445,28235786961382.383,22870219045019.93,0.0001701556756268,0.0001160945173123,9.403339968852913e-05,9.156268722811224e-05,6.247176850498978e-05,5.06004324155357e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,4760.75,0.476075,380.0,0.0003035660328833,0.0019580333041728,0.0247318475508384,-0.0003963666023933,-7.85101311954152e-05,10827831478287.29,7391820013556.26,5998545000000.0,3.755362024422396,1.7878390419403316,40662542365031.79,27759038830503.16,22526771928448.18,0.0001771084098244,0.0001209063413052,9.81168545466473e-05,9.52709693390169e-05,6.503849448370267e-05,5.2779469085725854e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,4817.5,0.48175,385.0,0.0003073964631425,0.0019833038005233,0.0238325550680918,-0.0003830182053023,4.052478095884233e-06,10935725000000.0,7467125000000.0,6070050000000.0,3.78697033708198,1.827256967861697,41478733170460.52,28322483001856.305,23023437795057.383,0.0001813482151533,0.0001238280764263,0.0001006602427723,9.74463790845014e-05,6.653827646739083e-05,5.40891795799435e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,5009.5,0.50095,390.0,0.0002922517735014,0.0019671919408425,0.0236911578815927,-0.0003912603808992,-5.039944253464528e-05,11355041419102.57,7764725000000.0,6311970000000.0,4.021229787022213,2.0156898198327893,45689672406956.24,31243192207408.234,25397691729893.145,0.0001908182106685,0.000130483974135,0.0001060708434904,0.0001024887982011,7.008317312465589e-05,5.697083750778479e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,5192.25,0.519225,395.0,0.0003348856240421,0.0018856178403834,0.0230851109033841,-0.000372652145232,5.7520717054784776e-08,11734485000000.0,8047987500000.0,6542235000000.0,3.55048450358138,1.84521226402004,41701797166852.91,28600790092310.617,23249674526652.5,0.0001997747717157,0.000137013670867,0.0001113788550273,0.0001073873572948,7.365062115353818e-05,5.987082751836007e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,5348.25,0.534825,400.0,0.0002893079252714,0.0019719446793692,0.0224605588657084,-0.0003697176983747,5.082735521527499e-05,12081734176397.54,8289787500000.0,6738795000000.0,4.161047124970535,2.225954791089539,50284474500298.84,34502299261887.85,28047030367728.19,0.0002084218013178,0.0001430069903927,0.0001162508438031,0.0001121253821404,7.693395482218427e-05,6.253986004900141e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,5507.0,0.5507000000000001,405.0,0.0003437749264775,0.0018483696314316,0.0239871985855217,-0.0003707996815623,-5.166661652859741e-05,12391629338248.668,8535850000000.0,6938820000000.0,3.546257573937344,1.9523925840918024,43931950653370.45,30262085053422.938,24600146559556.715,0.0002165524651992,0.0001491700009428,0.00012126077496,0.0001167353201626,8.041195838023958e-05,6.536714036071089e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,5624.0,0.5624,410.0,0.0003270051524281,0.0017141520939024,0.0238859912741919,-0.0003510750889598,0.0001118754907249,12654000000000.0,8717200000000.0,7086240000000.0,3.7920427993873607,2.130997444372681,47947442498385.32,33030460387776.56,26850567799095.785,0.000223992356121,0.0001543058453278,0.0001254357194278,0.0001210318409196,8.337749041137819e-05,6.777783091505581e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,5747.0,0.5747,415.0,0.000321042878653,0.0016071560729749,0.0229748483569632,-0.0003676953955663,9.759596966951576e-05,12887447100966.316,8907850000000.0,7241220000000.0,3.920787275795372,2.251819352729463,50496263771068.66,34903199967306.67,28372923844391.234,0.000230975234837,0.0001596509168591,0.0001297807453177,0.0001250680256489,8.644747121361367e-05,7.027342821235691e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,5894.0,0.5893999999999999,420.0,0.0003354759843005,0.0017104654834647,0.0238729957887375,-0.0003383923236351,0.0001245790539987,13164943648633.035,9130194718645.004,7426440000000.0,3.815196661437517,2.2447660428140046,50139495178166.52,34772906461985.18,28284052139456.453,0.0002388445743015,0.0001656442692856,0.0001347339531195,0.0001296578912762,8.992076424760677e-05,7.314095493224078e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,5960.5,0.59605,425.0,0.0002971446624542,0.0018544152878615,0.0221273098328088,-0.0003425208616389,8.8210043486018e-05,13291915000000.0,9215629515597.947,7510230000000.0,4.290840908264384,2.557566193395136,57033726112711.53,39542961999744.48,32225334036778.71,0.0002441366198833,0.0001692662524576,0.0001379426641493,0.0001327662696404,9.205029923640876e-05,7.501591916907682e-05
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,6044.5,0.60445,430.0,0.00035395040112,0.0018415588292968,0.0236059301521485,-0.0003334799976417,0.0001069122485888,13454593122570.65,9327677518515.902,7616070000000.0,3.6542608211005576,2.2081060108867225,49150745219593.71,34074780041770.062,27822135737172.707,0.0002500968116775,0.0001733848349396,0.000141569113771,0.0001363259390113,9.451080273648936e-05,7.71682863144072e-05
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,6249.0,0.6249,435.0,0.0003693056191735,0.0016398818948724,0.023967428578514,-0.0003361848845883,-4.141012627242434e-05,13872780000000.0,9624826422079.623,7873740000000.0,3.545809919512777,2.216154328063922,49198626083019.08,34133622551057.383,27923544533605.42,0.0002609169906929,0.0001810221704655,0.0001480880217446,0.0001424984515257,9.88643128018459e-05,8.087749951465734e-05
58,58,2,25,3000,1000000.0,440,17.15,2.43,0.81,,6337.0,0.6337,440.0,0.0003515491237777,0.0017226115078601,0.0234574234897891,-0.0003362141639197,2.36750866596715e-05,14056915267625.232,9758980000000.0,7984620000000.0,3.754809804457595,2.379426008089768,52781110590660.586,36643160524582.42,29980767701931.07,0.0002675478535841,0.0001857444611751,0.0001519727409615,0.0001464056124151,0.0001016417482957,8.316143042384664e-05
