,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
120,120,2.25,0.02,700,1,100000.0,0.01715,0.00243,0.81,,836.2,0.8362,700.0,0.0340958657776354,0.0186659676387185,0.0069281247996094,5.343682404855663e-05,2.1110177341571295e-05,15538015295762.416,12124900000000.0,10361069552765.246,20.808809041482792,17.42061474066468,323704590172245.9,252598913739637.84,215852907175262.2,0.0004732977491066,0.0003693321038053,0.0003156047155519,0.0002693872701855,0.0002102130581093,0.0001796329962284
121,121,2.25,0.02,705,1,100000.0,0.01715,0.00243,0.81,,809.6,0.8096,705.0,0.0351129915746013,0.0190617239602204,0.0067480157553681,1.3188356044579336e-05,-4.981862503746299e-05,14972114233904.38,11739200000000.0,10017152487069.965,20.422365713528183,16.54726541195932,306012287557546.7,239935348473410.2,204738736259406.0,0.0004593683521221,0.000360177385437,0.0003073422202804,0.0002613655115005,0.0002049291078516,0.0001748676334323
122,122,2.25,0.02,710,1,100000.0,0.01715,0.00243,0.81,,820.1,0.8201,710.0,0.0378784878362807,0.0186205791008997,0.0071711470891443,0.0001983267689195,-3.657804060519641e-05,15093736216857.72,11875198569501.8,10132557306441.531,19.017702551208604,15.599574934319872,287106290883709.0,225884709114585.4,192736967416321.2,0.0004664529844685,0.0003669881157532,0.0003131339734564,0.0002653176646022,0.0002087422163658,0.0001781100717786
123,123,2.25,0.02,715,1,100000.0,0.01715,0.00243,0.81,,799.6,0.7996000000000001,715.0,0.0388963293039523,0.0187479579237541,0.0070114273856073,-8.68014251993333e-05,-3.165234328060758e-05,14645696364480.23,11554773829873.11,9865125687128.297,18.584239165554376,14.88128023684123,272569674666729.72,215044806697925.1,183598924364453.6,0.000455794247202,0.0003596004797798,0.0003070163018689,0.0002591030518478,0.0002044202671026,0.0001745280052778
124,124,2.25,0.02,720,1,100000.0,0.01715,0.00243,0.81,,830.9,0.8309000000000001,720.0,0.0366791860044485,0.0190167577863347,0.0067490199906369,-4.383528930247156e-05,1.573103119189593e-05,15145483636813.566,11982576466242.725,10236589397961.51,19.78594177274718,16.43805856633694,299629735271921.1,237056557621505.2,202514930849964.0,0.0004746968717883,0.0003755635475821,0.0003208399996671,0.0002696850179008,0.000213365345491,0.0001822757768079
125,125,2.25,0.02,725,1,100000.0,0.01715,0.00243,0.81,,834.3,0.8343,725.0,0.0337224829910837,0.0176226421354145,0.0068493357206412,0.0001639545976659,1.945441333232647e-05,15133645519414.44,12007004239977.172,10263714418224.793,21.85148026716052,18.215335524462283,330414036730683.7,262149839236276.44,224088459613119.84,0.0004776725021772,0.0003789844126853,0.0003239598906619,0.000271164661393,0.0002151415027463,0.0001839052356077
126,126,2.25,0.02,730,1,100000.0,0.01715,0.00243,0.81,,813.6,0.8136000000000001,730.0,0.0378334370750848,0.0175338388107378,0.0068718954279215,-0.0001290234766565,7.045048896974177e-06,14686179871788.178,11685101980464.48,9994662853434.889,19.62651476397568,15.992959913535527,288686683840315.5,229694404571218.1,196465391303203.97,0.0004668488201692,0.0003714496295675,0.000317713428669,0.0002648081376528,0.0002106953694387,0.0001802148741055
127,127,2.25,0.02,735,1,100000.0,0.01715,0.00243,0.81,,838.0,0.8380000000000001,735.0,0.0365716047597515,0.0170682649374726,0.0073062858204307,-0.0001297150763675,-3.378106339451053e-05,15052480315099.12,12010826714660.656,10279576416944.56,20.253372641048863,16.961528639218315,304669541713393.4,243104989619815.25,208063639373554.1,0.0004818411436376,0.0003844755388532,0.0003290569230562,0.0002730682978239,0.0002178894067803,0.0001864826510824
128,128,2.25,0.02,740,1,100000.0,0.01715,0.00243,0.81,,822.4,0.8224,740.0,0.0366839614111313,0.0186827368830799,0.0071912737065019,0.0001736601209758,-4.851689912153607e-05,14699506937927.334,11762982777319.75,10073662362931.611,20.527379313564477,16.855179035213478,301268021848404.5,241083634119476.0,206460825227996.1,0.0004736734577345,0.0003790475931562,0.00032461132905,0.0002683013570284,0.000214702728138,0.0001838685674039
129,129,2.25,0.02,745,1,100000.0,0.01715,0.00243,0.81,,834.6,0.8346,745.0,0.0398923425773659,0.0181444085252384,0.007159259326156,0.0001959600431914,1.5136581096706212e-05,14843729610958.504,11912869120453.244,10208333535726.371,18.844591629229733,15.721788268580564,279618948070392.2,224408825764530.84,192299614694153.4,0.0004816590598813,0.0003865565792043,0.0003312466922155,0.0002725405377642,0.0002187280313976,0.0001874316485426
130,130,2.25,0.02,750,1,100000.0,0.01715,0.00243,0.81,,835.4,0.8353999999999999,750.0,0.037615643852473,0.0182734670952666,0.0068711414822314,0.0001363732241143,-1.981959456063154e-05,14784047441590.438,11899651366978.12,10203336622243.28,20.042959976066918,16.75962266762224,296594513551929.1,238728353826679.97,204697236939823.6,0.000482995362606,0.0003887620389197,0.0003333433750887,0.0002730641384966,0.0002197888001761,0.0001884575476067
131,131,2.25,0.02,755,1,100000.0,0.01715,0.00243,0.81,,842.7,0.8427,755.0,0.0386033936844682,0.019015547853926,0.0076948630717083,4.710521617862827e-05,-1.4490874073228884e-05,14838678946845.123,11978782399955.74,10277585516120.455,19.770387575464103,16.7053254475045,294155643785547.75,237462274185474.8,203738472601579.03,0.0004880120436901,0.0003939562343024,0.0003380075497211,0.0002756532988335,0.0002225259335001,0.000190923353872
132,132,2.25,0.02,760,1,100000.0,0.01715,0.00243,0.81,,842.6,0.8425999999999998,760.0,0.0396560371304303,0.0172234383199041,0.0068537952994038,0.0002572093004728,-3.879819631140128e-05,14762371295674.465,11964920000000.0,10261456440840.11,19.294628184843944,16.249893636810295,284698508642073.94,230748489642706.25,197896481987198.84,0.0004887716246448,0.0003961499998892,0.0003397495317897,0.0002758259678641,0.0002235572844848,0.0001917290994652
133,133,2.25,0.02,765,1,100000.0,0.01715,0.00243,0.81,,852.7,0.8527000000000001,765.0,0.0369686205147899,0.0184474901661459,0.0067897767677501,0.0001569309238076,-4.013811654313173e-05,14863882601501.775,12108340000000.0,10369369332048.162,21.32956800565532,18.18311742406672,316959918752960.2,258200267421747.44,221118166035121.47,0.0004954067426185,0.0004035657061305,0.0003456065700679,0.0002792842083393,0.0002275090729565,0.0001948347671008
134,134,2.25,0.02,770,1,100000.0,0.01715,0.00243,0.81,,850.6,0.8505999999999998,770.0,0.0375003710685063,0.0184496150737149,0.0069238901564872,0.0001559173278048,-2.2568124327906827e-05,14752021030705.87,12078520000000.0,10328780978549.111,20.90510939205262,17.728196074482092,307461464057414.8,251740384257645.7,215272342344344.84,0.0004948920297224,0.0004052030068559,0.0003465038025903,0.0002787497289544,0.0002282320618418,0.0001951695223459
135,135,2.25,0.02,775,1,100000.0,0.01715,0.00243,0.81,,850.1,0.8501000000000001,775.0,0.0390783732277554,0.0174992743950253,0.0065666335654299,6.168241509331188e-05,-5.3724499650018485e-06,14668138836338.734,12068700587744.32,10307667327899.98,20.134262105367625,17.155118323787576,296004772764539.3,243547802137534.9,208009943127118.56,0.0004953279512249,0.0004075475970587,0.0003480793164288,0.0002787363647241,0.0002293396433116,0.0001958750017178
136,136,2.25,0.02,780,1,100000.0,0.01715,0.00243,0.81,,885.1,0.8851000000000001,780.0,0.0416135119300974,0.0174535819313067,0.0068726272899394,0.0002322624363489,3.7829661900998114e-06,15163765080200.95,12539486171734.738,10716389266982.98,18.86107957751139,16.69653312094286,286049379617864.6,236544962361285.8,202154048506494.1,0.0005154062831409,0.0004262087895775,0.00036424293911,0.0002897979577794,0.0002396448022607,0.0002048032073773
137,137,2.25,0.02,785,1,100000.0,0.01715,0.00243,0.81,,884.3,0.8843,785.0,0.0410941824676683,0.0194359244679965,0.0068166030956914,-0.0001291848943322,-2.611305523225906e-05,15013342354032.713,12502073463042.068,10700030000000.0,19.231729762040622,16.999402411144736,288610028511235.0,240334476729555.5,205692769174851.28,0.0005136779217088,0.000427755456587,0.0003660989700368,0.0002885963012541,0.0002403230456189,0.0002056829857396
138,138,2.25,0.02,790,1,100000.0,0.01715,0.00243,0.81,,889.0,0.889,790.0,0.0403487145018515,0.0178447049320177,0.0068996883969324,0.0001485355458998,1.1301198073708975e-05,15014485401105.707,12542303744839.45,10756900000000.0,19.765654495079637,17.565841302265127,296672742172102.75,247824653708273.72,212546679757408.1,0.0005170271221059,0.0004318970005655,0.0003704162281427,0.0002903111337333,0.0002425105038581,0.0002079890020224
139,139,2.25,0.02,795,1,100000.0,0.01715,0.00243,0.81,,912.2,0.9122,795.0,0.0399548240599869,0.0184856477717632,0.0071599292782135,0.0001279425435405,1.9700590736887505e-05,15325609225441.78,12842715301024.293,11037620000000.0,20.172924222510375,18.358431543334756,308434715879382.2,258465369090541.72,222137021674350.53,0.0005310808710011,0.0004450407372233,0.0003824884712347,0.0002980038758494,0.000249724423991,0.0002146246515728
140,140,2.25,0.02,800,1,100000.0,0.01715,0.00243,0.81,,909.3,0.9093,800.0,0.0416192164661424,0.0171536309780369,0.006851565494317,-1.4259241436051256e-05,-5.9472849801275165e-06,15196439329143.172,12775070539960.078,11002530000000.0,19.444354320392662,17.67892921189149,295454498155422.75,248377397726684.9,213915043463887.0,0.0005299556604972,0.0004455136364029,0.0003836986367002,0.0002971740210835,0.0002498229354757,0.0002151600129065
141,141,2.25,0.02,805,1,100000.0,0.01715,0.00243,0.81,,900.2,0.9002000000000002,805.0,0.0412927744453781,0.0179165851029981,0.0072290572039076,-0.0001196762669078,5.545105637467874e-05,14964715234534.61,12620673723743.754,10892420000000.0,19.803128517793237,17.829042423331558,296385850666067.1,249960594569710.38,215731413322311.84,0.0005251942087296,0.0004429288928051,0.0003822749590215,0.0002942453487514,0.0002481553763716,0.0002141733986524
142,142,2.25,0.02,810,1,100000.0,0.01715,0.00243,0.81,,897.3,0.8972999999999999,810.0,0.0434589353479281,0.017879273338539,0.0069057482280329,-6.460367071752825e-05,2.313330768529868e-05,14837119528510.316,12553553932938.496,10857330000000.0,18.789450068885,16.857095455825153,278737033524558.0,235836907341350.2,203970855015484.38,0.0005239311800923,0.0004432934784814,0.0003833960971077,0.0002933431303753,0.000248194995056,0.0002146591300014
143,143,2.25,0.02,815,1,100000.0,0.01715,0.00243,0.81,,905.2,0.9052,815.0,0.0434264527340132,0.017198583728263,0.0073330354622369,-5.0320070139834464e-05,2.490230176589672e-05,14887662919149.271,12637382687153.848,10938151087374.912,19.011026787777546,17.190463248377068,282728482397107.4,239993882721160.9,207724131984880.8,0.0005290194581113,0.0004490578123248,0.0003886771746786,0.0002959026830034,0.0002511767940728,0.0002174033810026
144,144,2.25,0.02,820,1,100000.0,0.01715,0.00243,0.81,,919.5,0.9195,820.0,0.0441205429476894,0.018392239513236,0.0075199624958676,-3.108377613377864e-05,1.6005618893566295e-05,15041501398988.951,12809906334698.111,11094677621103.02,18.88759934621977,17.39274708379623,284516617284591.7,242305014732488.75,209860708907122.2,0.0005378045451795,0.0004580145071547,0.0003966869991005,0.0003005535187424,0.0002559626410641,0.0002216895979918
145,145,2.25,0.02,825,1,100000.0,0.01715,0.00243,0.81,,935.5,0.9355,825.0,0.0421100450309267,0.0187420199702548,0.0069616076249467,0.0001360753073284,-3.5704652976764384e-05,15192285396198.02,13005219759744.473,11271180192165.81,19.861667039755133,18.55455068352118,301321250007776.5,257943355620000.0,223550704584329.8,0.0005466083585816,0.000467919186645,0.000405529592385,0.0003051275487562,0.0002612017035514,0.0002263746035527
146,146,2.25,0.02,830,1,100000.0,0.01715,0.00243,0.81,,930.4,0.9304,830.0,0.0420548205352701,0.0178645496946472,0.0073436505027531,0.0001093268600448,-6.860247634133121e-05,14962136057368.244,12906881723994.646,11193270863013.488,19.95118766829163,18.563404142757665,298525557256936.2,257518982873264.56,223328902310267.88,0.000541630123831,0.0004672298072705,0.0004051970026447,0.0003020585105829,0.0002605666366668,0.000225971927569
147,147,2.25,0.02,835,1,100000.0,0.01715,0.00243,0.81,,948.5,0.9485,835.0,0.0453848321003646,0.0176010942373365,0.0068536721348912,8.523249154257278e-05,3.370783116190836e-05,15169293416203.838,13129999998274.775,11394241440048.83,18.614674305099197,17.662972683334296,282482672889711.25,244506938641757.2,212183632369950.6,0.000552416944916,0.0004781524285136,0.0004149416767971,0.0003077650573247,0.0002663904699625,0.0002311742065864
148,148,2.25,0.02,840,1,100000.0,0.01715,0.00243,0.81,,949.2,0.9492,840.0,0.0428438565282476,0.0181197297175144,0.0071540299410568,0.0001414759633177,1.4176916260627391e-05,15096509691773.48,13111697210915.549,11385854792880.686,19.93546342562856,18.933267908225016,301123327511022.6,261533160583428.9,227108553684953.44,0.0005531193618164,0.0004803980351554,0.0004171650842051,0.0003078206497898,0.0002673499529173,0.0002321597039524
149,149,2.25,0.02,845,1,100000.0,0.01715,0.00243,0.81,,951.0,0.9509999999999998,845.0,0.0451972059813896,0.0177250732286943,0.0069280084329878,9.895912152928784e-05,5.523125857973046e-05,15041000548386.451,13123800000000.0,11390618641557.746,19.08247043062644,18.161637615583995,287244165442265.9,250630599095059.1,217531322802615.7,0.0005544065659035,0.0004837391545992,0.0004198546329592,0.0003081692307834,0.0002688884517984,0.0002333779706758
150,150,2.25,0.02,850,1,100000.0,0.01715,0.00243,0.81,,954.6,0.9546,850.0,0.043893065740508,0.0184243190931544,0.0069711064949142,7.311529517607094e-05,2.775981630669132e-05,15013481736551.94,13173480000000.0,11416846470131.238,19.459049820126367,18.56380675907755,291962469870406.7,256180533275270.16,222019832044388.1,0.0005566462952229,0.0004884256007945,0.000423295901793,0.0003090974581353,0.0002712155151115,0.0002350499561502
151,151,2.25,0.02,855,1,100000.0,0.01715,0.00243,0.81,,977.6,0.9776,855.0,0.0413318771681019,0.0182138881675645,0.0069906419362514,8.234971172808584e-05,5.958036919744171e-05,15229127434019.6,13490880000000.0,11674624177958.072,21.634712697935825,21.101361283340275,328718617036903.06,291198785710095.8,251995154077652.1,0.0005680048129119,0.0005031729364414,0.0004354315603929,0.0003149963272595,0.0002790427534282,0.0002414756691822
152,152,2.25,0.02,860,1,100000.0,0.01715,0.00243,0.81,,962.1,0.9621,860.0,0.0426522077984031,0.018777705621471,0.0068579211934254,0.0002326238379165,-5.078376981548044e-06,14864988437988.545,13272607289693.744,11472497254639.275,20.71100665918677,19.95098749128525,308254025968620.06,275232950850661.5,237904219125987.6,0.0005577066304213,0.0004979634608745,0.0004304266910865,0.0003089021328703,0.0002758116306406,0.000238404414917
153,153,2.25,0.02,865,1,100000.0,0.01715,0.00243,0.81,,991.3,0.9913,865.0,0.0475622226272548,0.0160407444487708,0.0068803956591446,0.0001361002190625,-3.465483767944151e-05,15228441298820.535,13646200184558.58,11803150083196.664,18.26993180428201,18.131496603219738,278537709756779.8,249597530811238.2,215886992475308.28,0.0005747699878599,0.0005150511572724,0.00044548856294,0.0003178827074108,0.0002848545675435,0.0002463822285419
154,154,2.25,0.02,870,1,100000.0,0.01715,0.00243,0.81,,985.6,0.9856,870.0,0.0483367506936246,0.0173908287481995,0.006674023238958,9.510728966715224e-05,-1.4085305835458971e-05,15053678837929.104,13538667895667.576,11717841885168.955,18.113940663957727,17.853573365552883,272688676495980.2,245245130425280.5,212261921451717.2,0.0005713742038184,0.0005138707735785,0.0004447598922291,0.000315658912468,0.0002838908170037,0.0002457101194842
155,155,2.25,0.02,875,1,100000.0,0.01715,0.00243,0.81,,982.1,0.9820999999999998,875.0,0.0505089723263835,0.0165275360301933,0.0067309792713411,3.38799149495554e-05,1.880025768295749e-05,14898743575948.996,13461627164479.832,11658852360142.732,17.465002164625425,17.166134002520987,260415261881620.3,235295892269053.6,203785176590793.56,0.0005687852502855,0.0005139208509071,0.0004450968112781,0.0003137726993877,0.0002835065300652,0.0002455394683555
156,156,2.25,0.02,880,1,100000.0,0.01715,0.00243,0.81,,988.0,0.988,880.0,0.0471716721711458,0.0170041422742579,0.0071990994449886,2.989711363257152e-05,3.775161280560803e-07,14816713536047.88,13513361287141.36,11711411053521.86,18.80179927713797,18.58162526193132,278662569372699.44,254150015654605.9,220260173567797.03,0.0005689903700206,0.0005189391304816,0.0004497407669112,0.0003134120958222,0.0002858427999098,0.0002477268575376
157,157,2.25,0.02,885,1,100000.0,0.01715,0.00243,0.81,,1004.4,1.0044,885.0,0.0459640748283618,0.0175790129307667,0.0070864233806125,0.0002916220645415,-2.548727930312189e-05,14973796487061.324,13708051418719.426,11888038533812.37,19.36644094248649,19.448915725050615,289948333294419.3,265438806050711.5,230196594564188.7,0.0005783110642023,0.000529426041749,0.0004591343432314,0.0003180699828697,0.0002911833137105,0.0002525230135237
158,158,2.25,0.02,890,1,100000.0,0.01715,0.00243,0.81,,1011.4,1.0114,890.0,0.0503732598109422,0.0163864505427063,0.0074568398059233,6.926769552096779e-05,2.574175123528072e-05,14988672957363.977,13773760259703.324,11952993933469.422,17.895261156308845,18.08626506731914,268033529873683.25,246307968193297.3,213748286166487.7,0.0005821347836444,0.0005349496230627,0.0004642341291425,0.0003197338008678,0.0002938176536778,0.0002549776216326
159,159,2.25,0.02,895,1,100000.0,0.01715,0.00243,0.81,,999.9,0.9999,895.0,0.0453377833670856,0.0174973114265512,0.0072507486114972,-5.531260140062078e-07,-1.2242833319022951e-05,14729781930738.566,13587659388172.766,11799391043312.426,20.170220251318096,20.16037485912128,296987624079208.6,273959702693890.9,237903936936230.3,0.0005753571900253,0.000530744960201,0.0004608937529837,0.0003154939584204,0.0002910310869639,0.0002527285607288
160,160,2.25,0.02,900,1,100000.0,0.01715,0.00243,0.81,,1007.3,1.0073,900.0,0.0481708598933323,0.0169925344017493,0.0067677827848734,0.0001213973275523,-2.961567403716837e-05,14692038319371.969,13658511874176.797,11868891569299.695,18.962674489272622,19.10250570152112,278620813821870.2,259020948030136.25,225082466865167.7,0.0005771101290905,0.0005365127274748,0.0004662156058147,0.000315975480766,0.0002937478627659,0.0002552592525452
161,161,2.25,0.02,905,1,100000.0,0.01715,0.00243,0.81,,1020.2,1.0202,905.0,0.0471727358744487,0.0167319759346189,0.0070943153458997,0.0001289690791466,-6.337814640204297e-05,14746285680171.451,13803343093871.217,12002838719978.58,19.430964350307622,19.8402690617701,286777372629218.9,268439561786248.9,233424377288185.9,0.0005824376145666,0.0005451939830143,0.0004740790259809,0.0003183921718448,0.0002980327712141,0.0002591574564092
162,162,2.25,0.02,910,1,100000.0,0.01715,0.00243,0.81,,1016.3,1.0163,910.0,0.0453507956412749,0.0182775408007217,0.0071208433997302,7.610222058540377e-05,-1.3625475599545384e-05,14599998923628.797,13720604284039.871,11938971561591.254,20.554671097128704,20.88129508507692,299977256485386.44,281908872184007.75,245302753310959.9,0.0005798882293845,0.0005449601034888,0.0004741965472557,0.0003164810539172,0.0002974186044059,0.0002587985329495
163,163,2.25,0.02,915,1,100000.0,0.01715,0.00243,0.81,,1030.1,1.0301,915.0,0.0502739497178253,0.0177499096857445,0.0070517570874434,0.0001167419448671,1.3298749599306882e-05,14707111931722.39,13876533168886.61,12082859756397.668,18.4014134987533,18.89136125372921,269718827784874.3,254486555715748.75,221591756757843.8,0.0005873952796983,0.0005542223462922,0.000482583855968,0.0003200196691186,0.0003019466754477,0.0002629172062605
164,164,2.25,0.02,920,1,100000.0,0.01715,0.00243,0.81,,1006.1,1.0061,920.0,0.0483262867790585,0.016636206114443,0.0068630101457628,7.075120697660388e-05,-1.0013551724394738e-05,14264264868843.438,13523557004120.363,11783542260459.27,19.35669905179001,19.498623670994675,276447204672466.4,262091987592274.25,228369800266332.6,0.000572905433677,0.0005431558766988,0.0004732704735261,0.0003115726847927,0.0002953934887261,0.0002573865482881
165,165,2.25,0.02,925,1,100000.0,0.01715,0.00243,0.81,,1031.9,1.0318999999999998,925.0,0.0517045436275111,0.0165235311149596,0.0073424075984312,3.210552326908001e-05,-3.965764397914624e-05,14447462587031.031,13839917616274.904,12067455392740.23,18.051242730867443,18.622412218163767,260729337922463.97,249765142858511.2,217778010221835.3,0.0005834597568131,0.0005589240960523,0.0004873433342628,0.0003167358548114,0.0003034164726369,0.0002645582763197
166,166,2.25,0.02,930,1,100000.0,0.01715,0.00243,0.81,,1023.2,1.0232,930.0,0.0541533269749151,0.0160793217928684,0.0068907097173655,-2.633652891196904e-05,-1.7898758177967292e-06,14234701869177.137,13693057367460.793,11947608959910.469,17.481508066089198,17.91529306039437,249236567253373.6,239752869068464.0,209191669163203.3,0.0005779536116697,0.0005559619044401,0.0004850936684631,0.000313224394589,0.0003013058962114,0.0002628985571772
167,167,2.25,0.02,935,1,100000.0,0.01715,0.00243,0.81,,1032.7,1.0327000000000002,935.0,0.0508967416695213,0.0177765102705456,0.0068795464062232,-8.033661484492134e-05,1.11532878809741e-05,14275499909032.822,13789736463854.418,12040264480731.316,18.52811013630258,19.138516339685992,264560751686075.9,255558338949783.7,223136243341354.88,0.0005827690366371,0.0005629387051752,0.000491519973171,0.0003152410081403,0.0003045140592312,0.0002658810645769
168,168,2.25,0.02,940,1,100000.0,0.01715,0.00243,0.81,,1034.1,1.0341,940.0,0.0513716915936924,0.0180140011957601,0.0070269245329292,4.3018462497084894e-05,5.806324556471326e-05,14136144311990.354,13777934075287.752,12038289111298.068,18.38231332546596,19.004910630770404,259797078921816.1,253213814696344.6,221242248049121.2,0.0005801873997983,0.0005654854371395,0.0004940854806908,0.000313279546662,0.0003053410354183,0.0002667877231683
169,169,2.25,0.02,945,1,100000.0,0.01715,0.00243,0.81,,1031.5,1.0315,945.0,0.0511102765387931,0.0176817025625307,0.0069024608054366,0.0001061151886884,-1.9769359940688945e-05,13973241254386.012,13712872700160.342,11989769695005.545,18.609973976040703,19.17984211835051,259820224082157.84,254978898088331.8,222939301779534.53,0.0005765307799593,0.000565788069452,0.0004946934750464,0.0003107360591347,0.000304945999621,0.0002666277434943
170,170,2.25,0.02,950,1,100000.0,0.01715,0.00243,0.81,,1050.0,1.0499999999999998,950.0,0.0519340210480663,0.0173514083339324,0.0074057761711649,2.62724254154489e-05,3.915388285111214e-05,14130955640769.023,13927848189947.77,12186227432390.512,18.49763454865194,19.41561269808684,261296344547635.1,257540672546453.0,225336259121995.6,0.0005861658912154,0.0005777407950684,0.0005054966588991,0.000315329503535,0.0003107972006066,0.0002719332749962
171,171,2.25,0.02,955,1,100000.0,0.01715,0.00243,0.81,,1062.1,1.0620999999999998,955.0,0.0486628661722647,0.0169928744809935,0.0070342638389421,7.53445070161431e-05,3.0391777833042724e-05,14167522059782.832,14057027705325.096,12320360000000.0,19.842142534643354,21.064467265943648,280982303613435.7,278790885938502.44,244347820284946.4,0.0005907974464302,0.0005861897400026,0.0005137692531119,0.0003171937450135,0.0003147199095788,0.0002758380125914
172,172,2.25,0.02,960,1,100000.0,0.01715,0.00243,0.81,,1054.0,1.054,960.0,0.0524205362011684,0.0169575555373322,0.0069865043558419,0.0001400920223031,7.887785018230146e-06,13892887454852.115,13918739704400.258,12226400000000.0,18.603179385411494,19.61035307739351,258486174814175.44,258967172671370.84,227480095697764.75,0.0005824850174764,0.0005835689208823,0.0005126144468396,0.0003120797952887,0.0003126605215613,0.0002746450240468
173,173,2.25,0.02,965,1,100000.0,0.01715,0.00243,0.81,,1056.3,1.0562999999999998,965.0,0.0534489877768805,0.0160461017588382,0.007238599983682,0.0001478265176667,-2.3492082903972832e-05,13821969660485.934,13917961451311.156,12253080000000.0,18.22233664047861,19.245288201877507,251829773391705.84,253578698582888.0,223245343141779.1,0.0005824444668362,0.0005864894682941,0.0005163329701196,0.000311481708364,0.000313644908525,0.0002761263687354
174,174,2.25,0.02,970,1,100000.0,0.01715,0.00243,0.81,,1079.4,1.0794,970.0,0.054261640352854,0.0173403148322797,0.0067433351133415,1.766346497131141e-06,1.110762633269578e-05,13933245461445.652,14190497958077.8,12521040000000.0,18.14408809883725,19.56013034795053,252488509723797.5,257150259183182.9,226897512036226.16,0.0005902189720344,0.0006011163113898,0.0005303972701874,0.0003149987557043,0.0003208146452302,0.0002830720258993
175,175,2.25,0.02,975,1,100000.0,0.01715,0.00243,0.81,,1083.6,1.0836,975.0,0.0541260059811861,0.0167893464170071,0.0072674176801252,7.839098604784833e-06,4.8752815707675935e-06,13887080702102.068,14213757610306.275,12569760000000.0,18.544678224976728,20.068832948637027,257195923546260.1,263246148997466.7,232798462204189.6,0.0005913824696786,0.0006052940325841,0.0005352842596314,0.0003149262115438,0.0003223344727404,0.0002850524873968
176,176,2.25,0.02,980,1,100000.0,0.01715,0.00243,0.81,,1063.9,1.0639,980.0,0.0535480525831075,0.0160315065387785,0.0073207230807507,0.0001494605334598,5.922082294175832e-05,13540484141493.55,13937090000000.0,12340988137017.154,18.388154967537226,19.55627402438952,248896906000515.6,256187189719502.7,226848149017057.72,0.0005796009262511,0.000596577654745,0.0005282564552584,0.0003080189932527,0.0003170409850795,0.0002807328528275
177,177,2.25,0.02,985,1,100000.0,0.01715,0.00243,0.81,,1078.8,1.0788,985.0,0.055535617352109,0.0169382104406819,0.0072424352820193,-2.5369672681951503e-05,-6.909295692393099e-06,13568590278710.62,14132280000000.0,12494735713403.262,18.027309728583248,19.45030635080761,244635926649528.8,254799013195579.72,225274784388274.2,0.0005837458830423,0.0006079968588148,0.0005375466708464,0.0003095756018747,0.0003224365241337,0.0002850749598365
178,178,2.25,0.02,990,1,100000.0,0.01715,0.00243,0.81,,1083.4,1.0834,990.0,0.057042236086147,0.0178547231728195,0.0072922004051054,5.1768844982593474e-05,-3.441689907925063e-05,13488621926486.549,14192540000000.0,12528842938171.828,17.495731585918175,18.94120714286386,235823132713085.7,248129813571516.56,219043205974081.28,0.0005832939997619,0.0006137338171755,0.0005417898840684,0.0003086683553203,0.0003247765415542,0.0002867051478548
179,179,2.25,0.02,995,1,100000.0,0.01715,0.00243,0.81,,1082.7,1.0826999999999998,995.0,0.0551108674055739,0.0166294225230201,0.007248952346345,0.0001189916392364,-1.7607157480839275e-05,13342754485256.1,14182502765521.496,12501589971221.56,18.514642599140185,20.0722686831082,247362476217611.1,262930642013921.25,231768054741304.2,0.000579921536572,0.0006164198558331,0.0005433616629696,0.0003062052157797,0.0003254767465302,0.0002869011836317
180,180,2.25,0.02,1000,1,100000.0,0.01715,0.00243,0.81,,1079.9,1.0799,1000.0,0.052478904415318,0.0163933350518966,0.0069404236984583,6.602280378829024e-05,1.4523837418738772e-05,13145973025921.668,14113977711120.98,12450150908148.756,19.5544948391803,21.120007477151866,257100702474212.7,276032331504055.7,243492249534003.84,0.0005741978197001,0.000616478918148,0.0005438052772739,0.0003025561287171,0.0003248348713827,0.0002865417001301
181,181,2.25,0.02,1005,1,100000.0,0.01715,0.00243,0.81,,1115.9,1.1159,1005.0,0.0583884893680646,0.0177246796577875,0.0068236419920324,5.643099266836698e-05,1.7796367064717875e-05,13468582638960.402,14551578228463.348,12845449003771.244,17.395472230206558,19.399837022331067,234150289557872.16,252978085894694.84,223317158483580.2,0.0005912737776967,0.0006388175252906,0.0005639180723219,0.0003108366387097,0.0003358307095635,0.000296455558694
