,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
145,145,2.25,0.02,100000.0,825,226.5,18.76,5.23,,682.6,0.6826,825.0,0.0679858696834343,0.0309450380876942,0.0064347070701348,0.0007891680722143,-9.639129387320498e-07,2148811148000.0,2883359541360.824,3218158969839.08,2628856424000.0,12.607417643237955,8.604714126651956,27087467976417.824,36347032783129.484,40567444989138.64,33138819233127.074,7.731280079851563e-05,0.0001037413651074,0.0001157872266274,9.45845116383412e-05,4.3157527734010565e-05,5.791047272312633e-05,6.463470981270478e-05,5.279893681355373e-05
146,146,2.25,0.02,100000.0,830,226.5,18.76,5.23,,671.0,0.671,830.0,0.0767821849551523,0.030934154134669,0.0071029187176526,0.0009701349183062,-2.6425165494205605e-05,2112294580000.0,2803438000000.0,3143611400190.1143,2584182040000.0,10.90228459882606,7.315224375846087,23028180030675.96,30563007442284.945,34271568916331.395,28172684725233.48,7.646517653271383e-05,0.0001014846052241,0.0001137989004666,9.35475277701411e-05,4.264341350065309e-05,5.659635118575358e-05,6.346383790071272e-05,5.216996925338001e-05
147,147,2.25,0.02,100000.0,835,226.5,18.76,5.23,,695.3,0.6952999999999999,835.0,0.0745552676132433,0.0310214000543575,0.0068668411218883,0.0011866346331378,2.6021017999249268e-05,2188790494000.0,2872981335298.812,3236877134260.377,2677767172000.0,11.326020148864597,7.887729667870168,24830415239861.93,32592118673484.37,36720281609601.83,30377540006088.305,7.970871975258177e-05,0.0001046247526829,0.000117876668907,9.751567985181604e-05,4.440768685627798e-05,5.8289021188466926e-05,6.56719894227032e-05,5.432838198729725e-05
148,148,2.25,0.02,100000.0,840,226.5,18.76,5.23,,694.6,0.6946000000000001,840.0,0.0720910908551104,0.0301883888038543,0.0070921462723799,0.0011151894116151,1.593944199809549e-05,2186586908000.0,2838222559703.2046,3213057297297.1963,2675071304000.0,11.953518280078113,8.292963890429611,26106084467794.6,33886088685029.33,38361313193733.09,31938194253378.137,8.011411775322061e-05,0.0001039893248815,0.0001177228536956,9.801164392909232e-05,4.458491509526296e-05,5.787188763586398e-05,6.551483788368615e-05,5.4545203086258646e-05
149,149,2.25,0.02,100000.0,845,226.5,18.76,5.23,,698.1,0.6980999999999999,845.0,0.0776894758245588,0.0325747801500863,0.0071284314705814,0.0006181034280587,-1.515363694267288e-05,2197604838000.0,2820568475557.047,3208582514007.435,2688550644000.0,11.001232144618712,7.675739220562638,24163073551546.773,31012674505251.1,35278960958570.88,29561113915799.65,8.100302553205505e-05,0.0001039652699564,0.0001182673457983,9.909913406374468e-05,4.502587379834288e-05,5.778953432574122e-05,6.573940357664453e-05,5.508467214122391e-05
150,150,2.25,0.02,100000.0,850,226.5,18.76,5.23,,688.7,0.6887,850.0,0.0783459734810889,0.0305135457529009,0.0066539344431305,0.0012616489758127,-1.632932034848934e-05,2168013826000.0,2751146412065.0,3145002694756.906,2652348988000.0,11.044918403251678,7.614862971579463,23971436337272.72,30419054657510.49,34773870430988.805,29326664870665.69,8.038221149575224e-05,0.000102002685637,0.0001166054702847,9.833962992166772e-05,4.4635053652309966e-05,5.664058330035824e-05,6.474929372389247e-05,5.4606542617145686e-05
151,151,2.25,0.02,100000.0,855,226.5,18.76,5.23,,696.2,0.6962,855.0,0.074679554218801,0.0310591050001173,0.0071192259666801,0.0009296328802207,-5.40789538900909e-05,2191623676000.0,2749396846821.1924,3158655696266.91,2681233288000.0,11.614565266857785,8.12038612014307,25562813098487.984,32068606713145.55,36842148627228.766,31273555841339.8,8.174157064829812e-05,0.0001025449848236,0.0001178092208883,0.0001000026704564,4.5331120359070885e-05,5.686799277765306e-05,6.533302368847934e-05,5.545811090657125e-05
152,152,2.25,0.02,100000.0,860,226.5,18.76,5.23,,703.0,0.7030000000000001,860.0,0.0821283429860386,0.0321284951725406,0.0068571628238615,0.0013449497208323,-2.0991284395731827e-05,2213029940000.0,2744315194744.645,3168709638275.8623,2707421720000.0,10.55819686011898,7.431018480179098,23392697555234.195,29008615828710.9,33494651323399.08,28618635611604.95,8.302875417682672e-05,0.0001029615856385,0.0001188840733054,0.0001015774113037,4.5987904492747605e-05,5.702828632942617e-05,6.584742193333325e-05,5.626162088026266e-05
153,153,2.25,0.02,100000.0,865,226.5,18.76,5.23,,711.2,0.7112,865.0,0.0808376749278522,0.0312731204917203,0.0066997780513774,0.0013004915341854,-2.2041266802778022e-05,2238843376000.0,2744109758991.8164,3184638797482.015,2739001888000.0,10.840005126456695,7.7104128905078655,24272225571060.96,29750027079160.48,34525984302188.977,29694650540439.51,8.450109599487828e-05,0.0001035714622338,0.0001201984344325,0.0001033786748769,4.673423759311233e-05,5.728130821166553e-05,6.6477033545632e-05,5.717468509587034e-05
154,154,2.25,0.02,100000.0,870,226.5,18.76,5.23,,717.4,0.7173999999999999,870.0,0.0780204827681131,0.0315945398998801,0.0069565784850927,0.0011989077301174,3.429465621223966e-05,2258360852000.0,2735637634982.1143,3191194185456.172,2762879576000.0,11.374024612549714,8.145175584675503,25640849837046.79,31059728008050.95,36232000230465.62,31369026018725.68,8.571785990911446e-05,0.0001038332750719,0.0001211242817503,0.0001048672643397,4.73553168084513e-05,5.736328043544232e-05,6.69157949296425e-05,5.793451365808549e-05
155,155,2.25,0.02,100000.0,875,226.5,18.76,5.23,,718.4,0.7184,875.0,0.0787387045513923,0.0335109654088192,0.0071930361763192,0.0009320689070415,1.060207327823911e-05,2261508832000.0,2707091038187.7017,3174417924765.957,2766730816000.0,11.28206397276065,8.102908888638517,25507795123256.277,30533563524060.137,35804592453841.18,31206246828280.207,8.633700288047727e-05,0.0001033478726478,0.0001211888831191,0.0001056247241002,4.762815919936988e-05,5.7012274774079394e-05,6.685434084835198e-05,5.826830914903565e-05
156,156,2.25,0.02,100000.0,880,226.5,18.76,5.23,,733.7,0.7337000000000001,880.0,0.0728587792510438,0.0318243685620819,0.0068889476020563,0.0011951966919327,8.241375642971325e-06,2309672926000.0,2731806466067.524,3220352138989.4365,2825654788000.0,12.439799725018728,9.127785476174155,28734086123286.727,33985748105069.92,40063627480488.16,35153292537260.97,8.869589397096018e-05,0.0001049066358859,0.0001236677317612,0.0001085105924105,4.885560017345137e-05,5.778482440307398e-05,6.811883827753142e-05,5.97699609311377e-05
157,157,2.25,0.02,100000.0,885,226.5,18.76,5.23,,714.4,0.7143999999999999,885.0,0.082286611772406,0.0341709803585418,0.0069852817777827,0.0008914260381916,-2.366590315698772e-05,2248916912000.0,2627975760293.93,3114553868279.7207,2751325856000.0,11.023897672819537,7.899445788524025,24867297353357.867,29058723477039.625,34439038966844.133,30422661598595.27,8.685663210431652e-05,0.0001014964681767,0.0001202888635247,0.000106260438702,4.777098208150256e-05,5.582286401322789e-05,6.61586456305083e-05,5.844303872056555e-05
158,158,2.25,0.02,100000.0,890,226.5,18.76,5.23,,724.0,0.724,890.0,0.081095629868173,0.0319021825458321,0.0069811307754129,0.0008583521071226,5.878007632275504e-05,2279137520000.0,2630998435230.5244,3135055196944.4453,2788297760000.0,11.193125093609446,8.116276479662696,25549876032448.58,29494351820291.258,35144992758846.008,31257728629536.168,8.851785817699832e-05,0.0001021835428138,0.0001217602574942,0.0001082927833485,4.861786657451375e-05,5.612365632144572e-05,6.687604145483109e-05,5.94791175504388e-05
159,159,2.25,0.02,100000.0,895,226.5,18.76,5.23,,730.4,0.7304000000000002,895.0,0.0807195281986991,0.0317044300648085,0.0071083733560324,0.0009564130050706,-2.572171195656912e-05,2299284592000.0,2621792331222.749,3141233294896.552,2812945696000.0,11.21703323351568,8.1949298368436,25797475227786.92,29415942225006.914,35243957356016.28,31560641584845.55,8.981191494498829e-05,0.0001024093279598,0.0001226991119259,0.0001098759329197,4.924787080191913e-05,5.61555931122076e-05,6.728138482900428e-05,6.024986497601097e-05
160,160,2.25,0.02,100000.0,900,226.5,18.76,5.23,,720.2,0.7202,900.0,0.0821094754472482,0.0290707364533764,0.0074628063059584,0.0010958710542971,-1.4574269410875127e-05,2267175196000.0,2553279948571.4287,3076153375911.111,2773663048000.0,11.148161263438864,8.032214779775755,25285251482438.49,28476107941989.05,34307587629617.21,30933986848463.586,8.905570089000931e-05,0.0001002940292349,0.0001208327417396,0.0001089507803402,4.8759182147819016e-05,5.491231657192507e-05,6.615753517209803e-05,5.9652003079742086e-05
161,161,2.25,0.02,100000.0,905,226.5,18.76,5.23,,754.5,0.7545000000000001,905.0,0.0782108914087074,0.0320040563721156,0.0068681826215265,0.0010995868066293,-4.2658565092348536e-05,2375150910000.0,2641578346687.5,3200454524489.7954,2905760580000.0,11.617724516092288,8.768446701058755,27602894845998.945,30699190112127.586,37194188094302.35,33769392672985.523,9.381191035221248e-05,0.0001043350593026,0.0001264091269626,0.0001147695289121,5.128270759810298e-05,5.7035234847732426e-05,6.910212436162042e-05,6.273928513209046e-05
162,162,2.25,0.02,100000.0,910,226.5,18.76,5.23,,745.2,0.7452,910.0,0.0825166407128903,0.0326689748306017,0.007140202899018,0.0012846656836126,8.235052111564042e-06,2345874696000.0,2576255231571.4287,3139090499918.9194,2869944048000.0,11.331182098253032,8.460018177825662,26631968023431.637,29247404844085.805,35637094325219.945,32581560407169.3,9.317433041860528e-05,0.0001023246708778,0.0001246795730189,0.0001139895133645,5.085102403305276e-05,5.584493362722927e-05,6.804539335604164e-05,6.221116328472675e-05
163,163,2.25,0.02,100000.0,915,226.5,18.76,5.23,,730.3,0.7303,915.0,0.0827547045726645,0.0313234391349071,0.0070252470897767,0.0007748247186452,-4.186720672029689e-05,2298969794000.0,2492747991061.824,3054878173299.833,2812560572000.0,11.280879451851863,8.22378616294645,25888314365232.168,28070418234433.51,34400472204669.71,31671774222185.89,9.181979517351892e-05,9.955920715261204e-05,0.0001220104278378,0.0001123323744,5.002447497546615e-05,5.424099517290818e-05,6.647267708004308e-05,6.1199962834743e-05
164,164,2.25,0.02,100000.0,920,226.5,18.76,5.23,,751.4,0.7514,920.0,0.0855843014257743,0.0317070884220559,0.0074713373298814,0.0007126914656891,3.403565398402416e-05,2365392172000.0,2531992695600.0,3121086554276.206,2893821736000.0,10.892873912441358,8.204320915450959,25827038155421.305,27646101450998.312,34078248198271.29,31596808882421.344,9.5002864891818e-05,0.0001016941557575,0.0001253543356325,0.0001162265431755,5.1666987145462685e-05,5.5306023079191365e-05,6.81735319785548e-05,6.320941288511736e-05
165,165,2.25,0.02,100000.0,925,226.5,18.76,5.23,,742.5,0.7425,925.0,0.0880363370498343,0.0321030591871745,0.0068759121733686,0.0008968251579836,5.071291379149709e-05,2337375150000.0,2469734882848.392,3062344172727.273,2859545700000.0,10.63816787577533,7.896715697555697,24858703081591.387,26266389519447.52,32568971447937.605,30412147363054.4,9.439473045075892e-05,9.97400689193031e-05,0.0001236725532621,0.0001154825512554,5.124294399038883e-05,5.414470427347091e-05,6.713664724396391e-05,6.269063831839628e-05
166,166,2.25,0.02,100000.0,930,226.5,18.76,5.23,,748.5,0.7485,930.0,0.0870110332201761,0.0303051354442906,0.0067614108481249,0.0012653083376457,-3.012517401623922e-05,2356263030000.0,2457308775525.1143,3065174545967.214,2882653140000.0,10.839463544658624,8.120128513476521,25562002157853.82,26658200473690.79,33252653613214.188,31272563736241.32,9.566837020881886e-05,9.977100292333213e-05,0.0001244514086435,0.0001170407226484,5.184787625671956e-05,5.407131533951758e-05,6.74469651907048e-05,6.343071269669077e-05
167,167,2.25,0.02,100000.0,935,226.5,18.76,5.23,,753.8,0.7538,935.0,0.0893424932652805,0.0331939036496863,0.0070131012437794,0.0010745177475493,-8.212939865341405e-07,2372947324000.0,2442225747006.0605,3064838798087.9478,2903064712000.0,10.576569640359352,7.97197791138908,25095627025494.59,25828296245367.48,32412877686820.605,30702000211458.07,9.687087911529084e-05,9.96990336522031e-05,0.0001251159794886,0.0001185118725289,5.240098850818383e-05,5.393084035575299e-05,6.767979255743585e-05,6.410739044792467e-05
168,168,2.25,0.02,100000.0,940,226.5,18.76,5.23,,751.5,0.7515,940.0,0.0839426412007355,0.0323931469728851,0.0070645738522217,0.0013021955261594,-5.050013351725772e-05,2365706970000.0,2402539388403.6143,3033536005776.7,2894206860000.0,11.26524168875159,8.465912129767066,26650522066264.125,27065452229579.92,34173851320545.69,32604259430644.12,9.709531434571168e-05,9.860702111597002e-05,0.0001245049094393,0.0001187864466803,5.242784671265937e-05,5.32441119604729e-05,6.722800529610551e-05,6.414024878609847e-05
169,169,2.25,0.02,100000.0,945,226.5,18.76,5.23,,746.2,0.7462,945.0,0.0887567952788799,0.0296393223227271,0.0069725924500653,0.0012843483912404,1.502580501788443e-05,2349022676000.0,2353725145613.194,2990374581874.5986,2873795288000.0,10.852534535726608,8.098216313116604,25493022989364.805,25544057050117.29,32453364005985.145,31188174593727.188,9.69198091467468e-05,9.711383130842218e-05,0.0001233817522128,0.0001185717335492,5.223741835341419e-05,5.234199157656285e-05,6.649976165100221e-05,6.390727865469376e-05
170,170,2.25,0.02,100000.0,950,226.5,18.76,5.23,,766.2,0.7662000000000001,950.0,0.0913130310720247,0.0310552324880631,0.0064580247625882,0.0013312206314203,-9.104742957836355e-06,2411982276000.0,2384244669546.269,3048206200974.4414,2950820088000.0,10.575843061559382,8.117590019592866,25554011029877.96,25260141913046.57,32294555252794.586,31262787387056.84,0.000100051389046,9.890080594181324e-05,0.000126442581084,0.0001224029096594,5.382291141246015e-05,5.320395216478743e-05,6.802012351186906e-05,6.584697150176398e-05
171,171,2.25,0.02,100000.0,955,226.5,18.76,5.23,,774.5,0.7745,955.0,0.0867897005947952,0.0321167630657429,0.0073883779723299,0.0007952438918457,2.6613253403442544e-05,2438110510000.0,2377303342908.012,3058697223000.0,2982785380000.0,11.162257979696644,8.639441150612251,27196787953304.35,26518492354044.6,34119347521820.023,33272561336883.93,0.0001016712349092,9.913552549652308e-05,0.0001275502166946,0.0001243846297409,5.458635604452682e-05,5.322495685473282e-05,6.848054465221246e-05,6.678096997214834e-05
172,172,2.25,0.02,100000.0,960,226.5,18.76,5.23,,770.1,0.7701,960.0,0.0881686746202262,0.0322926987194894,0.0065503899557736,0.0010235693181896,5.439802769602544e-05,2424259398000.0,2331364165929.203,3018957705113.5654,2965839924000.0,10.951080933800128,8.42535718319211,26522855905545.098,25506526194063.49,33029213071720.21,32448072598196.78,0.0001016415617271,9.774675720567146e-05,0.0001265753888338,0.000124348327558,5.445681317965455e-05,5.237008174227888e-05,6.781568667126937e-05,6.662248717908401e-05
173,173,2.25,0.02,100000.0,965,226.5,18.76,5.23,,757.7,0.7577,965.0,0.0905248233794508,0.0322602672290196,0.0069012588464454,0.000706517505962,-6.781111932624071e-06,2385224446000.0,2262080456905.882,2948372049721.0034,2918084548000.0,10.780937055134796,8.18226705812644,25757613053640.867,24427803095384.195,31838943510007.79,31511874184938.875,0.0001005110570244,9.532188812639405e-05,0.0001242415537521,0.0001229652676493,5.3751657941764365e-05,5.097657587748664e-05,6.644233676517588e-05,6.575979997701404e-05
174,174,2.25,0.02,100000.0,970,226.5,18.76,5.23,,762.5,0.7625,970.0,0.0884022965556254,0.0306691544109198,0.0069418624081405,0.0011252060573936,5.013901295899695e-06,2400334750000.0,2244621878660.322,2944977009136.8584,2936570500000.0,11.150116458938694,8.504862058850993,26773135664021.742,25036327150537.72,32848030464520.05,32754264955529.293,0.0001016793332611,9.508326121828452e-05,0.0001247506410338,0.0001243945372678,5.4266068994205645e-05,5.074575774619958e-05,6.657918257616785e-05,6.638913066577442e-05
175,175,2.25,0.02,100000.0,975,226.5,18.76,5.23,,776.0,0.776,975.0,0.0902670922154925,0.0313922284112748,0.0068627509612256,0.0012678510841175,2.1444629058840903e-05,2442832480000.0,2252179231324.599,2974689698794.436,2988562240000.0,10.933480173060278,8.479029239625966,26691814465757.742,24608625715566.508,32503197081046.625,32654776568817.105,0.0001040282213391,9.590923712124528e-05,0.0001266774045846,0.0001272681678886,5.539767463483329e-05,5.107410896888399e-05,6.745894097224566e-05,6.777353746232678e-05
176,176,2.25,0.02,100000.0,980,226.5,18.76,5.23,,785.2,0.7851999999999999,980.0,0.0937815067506676,0.0326474016561943,0.0068868447200242,0.0011594950532933,4.999145413271386e-05,2471793896000.0,2246496277924.637,2987303676350.2305,3023993648000.0,10.53769881255904,8.267784151861886,26026819154378.17,23654541930517.1,31454893010859.887,31841221037016.56,0.0001058052294624,9.61613565584997e-05,0.0001278716447441,0.0001294421603424,5.622837849949614e-05,5.110330728515392e-05,6.795519726728746e-05,6.87898209049611e-05
177,177,2.25,0.02,100000.0,985,226.5,18.76,5.23,,778.8,0.7787999999999999,985.0,0.1017731752697386,0.0316411524732433,0.0068652337162056,0.0012751311401189,-1.4639464597069711e-06,2451646824000.0,2196222372000.0,2940531282943.511,2999345712000.0,9.920899780098308,7.742431408123461,24373019224144.49,21833719918074.227,29233258553712.656,29817961536221.395,0.0001054743868586,9.448555388337398e-05,0.0001265071017044,0.0001290374073677,5.593580656017103e-05,5.010814304928286e-05,6.709000147031772e-05,6.84318882765434e-05
178,178,2.25,0.02,100000.0,990,226.5,18.76,5.23,,775.3,0.7752999999999999,990.0,0.1010815556647685,0.0310909743045773,0.0070399540343899,0.0009727975197728,-1.6412688330937385e-05,2440628894000.0,2154709883500.0,2905032043400.0,2985866372000.0,9.844248217775329,7.628537952695906,24014484904327.65,21201194535442.69,28583963880916.6,29379330504940.57,0.0001055411143758,9.317700155902558e-05,0.0001256234898765,0.0001291190418391,5.585039826633776e-05,4.930753931404093e-05,6.647761853480826e-05,6.832739973546548e-05
179,179,2.25,0.02,100000.0,995,226.5,18.76,5.23,,783.7,0.7837000000000001,995.0,0.091845869889937,0.0299080127891102,0.006893577403473,0.000824236785412,-7.756053511546192e-06,2467071926000.0,2146256494000.0,2914023104666.6665,3018216788000.0,11.024970139819668,8.647350878005089,27221687616942.46,23681808061522.297,32153349818382.57,33303023595408.32,0.0001072273452786,9.328361435817e-05,0.0001266533651901,0.0001311819774049,5.661726686793094e-05,4.925481718112981e-05,6.687442795546177e-05,6.926558709154771e-05
180,180,2.25,0.02,100000.0,1000,226.5,18.76,5.23,,786.6,0.7866000000000001,1000.0,0.0936984497209436,0.0292354174373931,0.0070336578250474,0.0009247199551116,-2.2813971512522048e-05,2476201068000.0,2122465988042.5527,2902284595405.4053,3029385384000.0,10.817148012568262,8.49761273071434,26750314924034.133,22928927028348.07,31353280607771.54,32726346053036.3,0.0001081570190035,9.27063626495253e-05,0.0001267677549272,0.0001323193406143,5.699006133529116e-05,4.88488065059725e-05,6.67964242654243e-05,6.972166399307707e-05
