,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
94,94,2.25,0.02,100000.0,570,226.5,18.76,5.23,,502.9,0.5029000000000001,570.0,0.0451367704752896,0.0316514847807487,0.0068352729961129,0.0010758347822753,-5.397980106789104e-05,1583119142000.0,3317543453000.0,2672028396000.0,1936788596000.0,12.895799248133404,6.476244969598656,20387089639397.18,42722656788459.35,34409843822270.363,24941573676717.133,3.909509679809427e-05,8.192667183789185e-05,6.598568990638645e-05,4.782895717021473e-05,2.239669213161416e-05,4.693392769935517e-05,3.780170156779193e-05,2.7400122175159223e-05
95,95,2.25,0.02,100000.0,575,226.5,18.76,5.23,,511.1,0.5111,575.0,0.0451562397930615,0.0324238606160622,0.0064076076690433,0.0007362974034151,-8.105670975401411e-05,1608932578000.0,3348665437600.0005,2715596964000.0,1968368764000.0,13.054114907510971,6.69348277166488,21070949895545.61,43854890265398.62,35564080401720.7,25778208589546.656,4.0092948196635976e-05,8.344530513792737e-05,6.766988865122844e-05,4.90497289731232e-05,2.295943014275685e-05,4.778537723539182e-05,3.8751504968805833e-05,2.808857608466092e-05
96,96,2.25,0.02,100000.0,580,226.5,18.76,5.23,,522.7,0.5227,580.0,0.0483770761207551,0.0331984088572819,0.006870702473537,0.0013852785548248,-3.153011043525159e-07,1645449146000.0,3401313494447.916,2777230548000.0,2013043148000.0,12.3314148099409,6.475350683615327,20384274445007.37,42136402642937.34,34405092266212.293,24938129566766.69,4.1364037742514245e-05,8.550374230676265e-05,6.981526562908165e-05,5.0604780435542985e-05,2.368609230016265e-05,4.89616014977604e-05,3.9977983676172107e-05,2.8977574860729247e-05
97,97,2.25,0.02,100000.0,585,226.5,18.76,5.23,,515.2,0.5152,585.0,0.0439880641350782,0.0352379891873765,0.0070228051801172,0.0011199766138336,-2.00354166965931e-05,1621839296000.0,3329301295794.344,2737381248000.0,1984158848000.0,13.36772339866304,6.887718019031007,21682398569549.23,44509488598264.72,36596098887436.31,26526255143612.977,4.112959332625613e-05,8.443056515791744e-05,6.941956443331823e-05,5.031796104225906e-05,2.353317419539258e-05,4.830874892235596e-05,3.971988464409802e-05,2.879049478975842e-05
98,98,2.25,0.02,100000.0,590,226.5,18.76,5.23,,539.8,0.5398,590.0,0.0479761765748662,0.0332059985662541,0.0070103391338651,0.0009270683691987,5.088997821357096e-05,1699279604000.0,3461969844489.796,2868086952000.0,2078899352000.0,12.460404765752337,6.728854247933934,21182298595411.07,43155039819033.625,35752017544292.5,25914432633813.09,4.347303191044677e-05,8.856831163525772e-05,7.337487915039554e-05,5.318492475009022e-05,2.485587869869656e-05,5.063928402990692e-05,4.195237864823237e-05,3.0408692011883226e-05
99,99,2.25,0.02,100000.0,595,226.5,18.76,5.23,,525.3,0.5253,595.0,0.0496159468377868,0.0360710441440629,0.0070059447524561,0.0009056048850251,-4.104053690373064e-05,1653633894000.0,3345205628818.64,2791044972000.0,2023056372000.0,12.21100797473225,6.4266507832071245,20230968132520.355,40926077240502.92,34146338007367.41,24750574562318.6,4.267955124922815e-05,8.633826120303967e-05,7.203562248789669e-05,5.221418018954295e-05,2.437697287129676e-05,4.931320479006897e-05,4.11440693202272e-05,2.982279842974e-05
100,100,2.25,0.02,100000.0,600,226.5,18.76,5.23,,526.9,0.5269,600.0,0.0483310097372963,0.0332268269725832,0.0068877580990655,0.0009666567817115,5.729240439130466e-05,1658670662000.0,3332326622793.0176,2799546156000.0,2029218356000.0,12.72628507395001,6.700746010509723,21093814426164.4,42378201410885.664,35602671732880.68,25806181065515.47,4.3178859034848205e-05,8.674781847901975e-05,7.28783667552897e-05,5.282503353559071e-05,2.4643543521056657e-05,4.9509729710994e-05,4.159399398275055e-05,3.014892107003039e-05
101,101,2.25,0.02,100000.0,605,226.5,18.76,5.23,,543.3,0.5433,605.0,0.049363165353452,0.0337193794850202,0.0063849138670362,0.0012171383124584,5.951608236831015e-05,1710297534000.0,3410430407933.333,2886683292000.0,2092378692000.0,12.580079168715988,6.84239681751159,21539728333590.137,42951441504855.13,36355296466675.29,26351712319473.33,4.489881745789143e-05,8.95307917450584e-05,7.578135593935384e-05,5.492923136313756e-05,2.5603812268380072e-05,5.105545566383303e-05,4.321475978146232e-05,3.1323714242300176e-05
102,102,2.25,0.02,100000.0,610,226.5,18.76,5.23,,557.3,0.5573,610.0,0.0478477739151912,0.0314834193293601,0.0063077764755041,0.0009728764464543,1.944106774638789e-05,1754369254000.0,3472878106124.695,2961068652000.0,2146296052000.0,12.938126898405082,7.21036450970565,22698083269263.2,44932203558111.03,38310397127548.45,27768844214358.79,4.644327523636148e-05,9.19372209569531e-05,7.838813071139117e-05,5.68187216314223e-05,2.6464826898534636e-05,5.238869622728856e-05,4.466800197916447e-05,3.237707988764621e-05
103,103,2.25,0.02,100000.0,615,226.5,18.76,5.23,,550.9,0.5508999999999998,615.0,0.0506369560829738,0.0319058863994222,0.0068953331852344,0.0006964285851722,-2.058837136039836e-05,1734222182000.0,3407774867474.576,2927063916000.0,2121648116000.0,12.417254690821204,6.837010079118142,21522770988862.33,42292595963494.586,36326675432773.67,26330966697102.95,4.629819587000459e-05,9.097670986612764e-05,7.81432620996141e-05,5.66412314761836e-05,2.6354898807266883e-05,5.1787805923843134e-05,4.448246257559537e-05,3.224259381651043e-05
104,104,2.25,0.02,100000.0,620,226.5,18.76,5.23,,554.5,0.5545000000000001,620.0,0.0468132365775886,0.034018142498463,0.0072661985252607,0.0004875426649239,-1.0284191207191471e-05,1745554910000.0,3404604336091.127,2946191580000.0,2135512580000.0,13.624620799590035,7.540815899314056,23738337634722.664,46300260610404.95,40066164668871.41,29041491824074.27,4.698307925997756e-05,9.163779062752304e-05,7.929922555012522e-05,5.74791180913462e-05,2.6725299358337404e-05,5.212615745140263e-05,4.510763396295168e-05,3.26957419998867e-05
105,105,2.25,0.02,100000.0,625,226.5,18.76,5.23,,558.4,0.5584,625.0,0.048830422175149,0.0305466517626341,0.0067755713524719,0.0008249834450171,-2.7901283057993907e-05,1757832032000.0,3402870075895.487,2966913216000.0,2150532416000.0,12.967268313122744,7.260503956634942,22855921245407.664,44245257252782.64,38576800042551.04,27961943257950.758,4.770212994673975e-05,9.234337957054511e-05,8.051285742546504e-05,5.835880499116321e-05,2.710794065600391e-05,5.247645872769395e-05,4.575346559098412e-05,3.316386551757904e-05
106,106,2.25,0.02,100000.0,630,226.5,18.76,5.23,,556.5,0.5565,630.0,0.0502891915068516,0.0341549519163101,0.0070975694052683,0.0013025740681817,-4.972829401369663e-06,1751850870000.0,3365626800633.803,2956818060000.0,2143215060000.0,12.630399095755036,7.021173854139981,22102514869355.586,42462984538010.52,37305181768770.71,27040225594018.062,4.793074787306318e-05,9.20837568873674e-05,8.089872452463935e-05,5.863849625431413e-05,2.721254104752348e-05,5.228028197565269e-05,4.593001276861468e-05,3.329183367869692e-05
107,107,2.25,0.02,100000.0,635,226.5,18.76,5.23,,565.3,0.5652999999999999,635.0,0.0543491474843449,0.032022178145743,0.0065831772875195,0.0007817515194636,-4.808960788858464e-05,1779553094000.0,3392756806487.1787,3003574572000.0,2177105972000.0,11.945864317280748,6.73124723707258,21189831677359.742,40398876489874.44,35764732069903.52,25923648609303.4,4.908958445293636e-05,9.359036397501663e-05,8.285463811673502e-05,6.0056217392908006e-05,2.7849684953480918e-05,5.309603208975452e-05,4.700540031456138e-05,3.407131578988551e-05
108,108,2.25,0.02,100000.0,640,226.5,18.76,5.23,,559.1,0.5591,640.0,0.051130197023167,0.0320511953790937,0.0068262483891874,0.0009769017352471,-3.356312635776815e-05,1760035618000.0,3329674368695.8525,2970632484000.0,2153228284000.0,12.73647662337921,7.129290520593574,22442863973018.152,42457907196220.24,37879631565638.61,27456608824530.797,4.894430936859204e-05,9.259392862930186e-05,8.260943916720498e-05,5.987848779620467e-05,2.7751884535575304e-05,5.250162989662399e-05,4.684033030381392e-05,3.3951666719225985e-05
109,109,2.25,0.02,100000.0,645,226.5,18.76,5.23,,574.1,0.5741,645.0,0.0482524678832419,0.0314204487289503,0.0070758873511559,0.0003980317753268,-3.937325404261131e-05,1807255318000.0,3392385814716.895,3050331084000.0,2210996884000.0,13.616689333807203,7.804265144182402,24567670588583.32,46115795801104.14,41465933734675.71,30056098093881.03,5.064446129775489e-05,9.506435000595886e-05,8.54789984516049e-05,6.195845435116027e-05,2.873985231361292e-05,5.3947367776266246e-05,4.8507847224817423e-05,3.516034689682865e-05
110,110,2.25,0.02,100000.0,650,226.5,18.76,5.23,,593.1,0.5931000000000001,650.0,0.0563080807624487,0.0330142172231076,0.0066255822460968,0.0010058298524806,2.193009422352694e-05,1867066938000.0,3477104289386.8774,3151282644000.0,2284170444000.0,11.755430292564954,6.968111002674233,21935474074198.438,40851203264748.734,37023246103848.85,26835867817939.12,5.274169474635712e-05,9.822270926638036e-05,8.90187619343625e-05,6.452421059694165e-05,2.994681203796228e-05,5.577099913846861e-05,5.054498427327451e-05,3.663694190975859e-05
111,111,2.25,0.02,100000.0,655,226.5,18.76,5.23,,598.7,0.5986999999999999,655.0,0.0554456883366924,0.0344894588980184,0.0073258043055533,0.0009101117130724,5.006718156957809e-05,1884695626000.0,3482080037501.118,3181036788000.0,2305737388000.0,11.991350139911283,7.174292110463139,22584528077895.76,41726172275004.95,38118735812997.17,27629920747500.062,5.365910259973353e-05,9.913817775938735e-05,9.056718603580968e-05,6.56465677342924e-05,3.0479184707813474e-05,5.631198967423435e-05,5.144353628579053e-05,3.728824684849318e-05
112,112,2.25,0.02,100000.0,660,226.5,18.76,5.23,,594.2,0.5942000000000001,660.0,0.0560646907652198,0.0334235931940732,0.0069469789902196,0.0011949546719592,-4.877422970937964e-05,1870529716000.0,3428221846933.333,3157127208000.0,2288406808000.0,11.976409747555138,7.137008324574865,22467159465595.188,41176788724423.79,37920638110464.15,27486331939935.703,5.366627412944611e-05,9.835710806426743e-05,9.05792903244424e-05,6.565534138663141e-05,3.0501961128350805e-05,5.590260802599489e-05,5.148197890253388e-05,3.731611153055284e-05
113,113,2.25,0.02,100000.0,665,226.5,18.76,5.23,,605.7,0.6057,665.0,0.055547697236659,0.0346259588091951,0.0067643423139811,0.0008403413865326,-2.9778894891210937e-06,1906731486000.0,3466300159681.32,3218229468000.0,2332696068000.0,12.21670168588766,7.42240647157959,23365587124403.12,42476950202502.87,39437026961055.54,28585468699606.176,5.5125443713371165e-05,0.0001002140761555,9.304211353173534e-05,6.744049004335592e-05,3.1341590674111684e-05,5.69767487221008e-05,5.289912681570949e-05,3.83433146550378e-05
114,114,2.25,0.02,100000.0,670,226.5,18.76,5.23,,602.8,0.6028,670.0,0.0595695932401781,0.0323657554886841,0.0067102712472221,0.0008120612145461,6.810609727098298e-05,1897602344000.0,3421534969676.8564,3202821072000.0,2321527472000.0,11.333367096237891,6.8338651567304805,21512870836084.414,38789496701741.12,36309965705346.65,26318854846206.703,5.528418899425748e-05,9.968199423452716e-05,9.331004781855304e-05,6.763469908393451e-05,3.14436512768168e-05,5.66955204066469e-05,5.3071387273754624e-05,3.846817563749704e-05
115,115,2.25,0.02,100000.0,675,226.5,18.76,5.23,,597.4,0.5974,675.0,0.0554702080207675,0.0335239814806413,0.0064074714241808,0.0007247920534848,-4.8668341350537045e-05,1880603252000.0,3362939587879.05,3174129576000.0,2300730776000.0,12.462666969904904,7.441372225933797,23425290939795.08,41889663955032.49,39537796565720.49,28658510371405.277,5.519984896648474e-05,9.870968644603632e-05,9.316769659358872e-05,6.753151745998537e-05,3.140399724802201e-05,5.615737686867404e-05,5.3004458204334354e-05,3.841966288269695e-05
116,116,2.25,0.02,100000.0,680,226.5,18.76,5.23,,605.1,0.6051,680.0,0.0596533050786433,0.0331561379049326,0.0068257163135805,0.0007859575332265,-6.817170115791867e-05,1904842698000.0,3377939432511.778,3215041524000.0,2330385324000.0,11.526517188381735,6.956095948812239,21897650924941.95,38832045615316.95,36959407239067.14,26789594961903.65,5.633378928025172e-05,9.989912993462189e-05,9.508158964015047e-05,6.891878049659673e-05,3.2057750756911494e-05,5.6849387360491445e-05,5.410787985681371e-05,3.921946518880293e-05
117,117,2.25,0.02,100000.0,685,226.5,18.76,5.23,,617.3,0.6173,685.0,0.0587236879480883,0.0347761905668652,0.0074058968803849,0.0011233206752865,-1.1828286597639148e-05,1943248054000.0,3417101751564.756,3279863052000.0,2377370452000.0,11.805670839320298,7.286269967314998,22937032131708.277,40333591232278.88,38713701041136.734,28061174348922.21,5.790069000830445e-05,0.0001018153852447,9.772624418824113e-05,7.083572747844091e-05,3.295028590855641e-05,5.794138296493958e-05,5.561432318527381e-05,4.031139305283667e-05
118,118,2.25,0.02,100000.0,690,226.5,18.76,5.23,,605.1,0.6051,690.0,0.0591724537435879,0.0300233396024515,0.0069361417052992,0.000710118431516,4.042840850495553e-05,1904842698000.0,3321564920368.421,3215041524000.0,2330385324000.0,11.882277435888264,7.192116486802824,22640638858125.555,39479560115299.35,38213441002340.24,27698566698634.52,5.71853912739436e-05,9.971688991034892e-05,9.65189449527532e-05,6.996063071870295e-05,3.2544056810726586e-05,5.674862159614737e-05,5.4928679473511554e-05,3.981441221092341e-05
119,119,2.25,0.02,100000.0,695,226.5,18.76,5.23,,611.5,0.6115,695.0,0.0591584110980533,0.0347982294981013,0.0066720821262337,0.0009482354958624,7.581169242411565e-06,1924989770000.0,3327585887196.653,3249046260000.0,2355033260000.0,11.861914233801032,7.245687761062238,22809280158068.707,39428697198273.45,38498078039586.31,27904882532913.33,5.821757145363635e-05,0.0001006363629433,9.826108467978468e-05,7.122340036629916e-05,3.312941744406477e-05,5.726834690550928e-05,5.591666590655046e-05,4.0530542645531415e-05
120,120,2.25,0.02,100000.0,700,226.5,18.76,5.23,,615.0,0.615,700.0,0.0610859991936422,0.0326017916862209,0.0065813351125045,0.0009665680311109,-1.945313378357352e-05,1936007700000.0,3317729231366.459,3267642600000.0,2368512600000.0,11.67680841817221,7.22292003132831,22737607800220.89,38965354347577.695,38377107627254.83,27817198541452.84,5.897201600214216e-05,0.0001010601255991,9.953445520719712e-05,7.214638813082992e-05,3.356515098189813e-05,5.752047503110242e-05,5.66521079559147e-05,4.106361923122933e-05
121,121,2.25,0.02,100000.0,705,226.5,18.76,5.23,,593.4,0.5933999999999999,705.0,0.0597971024452248,0.0370539520409142,0.0072235270212828,0.0004918603971178,4.16959943981549e-05,1868011332000.0,3173301846098.5625,3152876616000.0,2285325816000.0,11.952119829761314,7.101372510749184,22354978636388.21,37975730532851.305,37731296479012.98,27349089868297.68,5.731356800519557e-05,9.736196351798138e-05,9.673528487090284e-05,7.011744218334596e-05,3.260953861623275e-05,5.539576089215809e-05,5.503920131554599e-05,3.989452267815559e-05
122,122,2.25,0.02,100000.0,710,226.5,18.76,5.23,,597.7,0.5977,710.0,0.0597536685796853,0.0338039606145427,0.0068804148896932,0.0004244377316561,1.546702434975675e-05,1881547646000.0,3168183325124.236,3175723548000.0,2301886148000.0,12.156048954756168,7.250323490720933,22823873342319.68,38431243073546.266,38522708783838.086,27922735840404.08,5.81468698198363e-05,9.790873155032251e-05,9.814175267997226e-05,7.113690395902972e-05,3.3073840704666785e-05,5.569032006237088e-05,5.582286208478572e-05,4.046255004016573e-05
123,123,2.25,0.02,100000.0,715,226.5,18.76,5.23,,603.4,0.6033999999999999,715.0,0.0667916327930469,0.0307016597384867,0.0065636320223956,0.0011655644026434,2.2846578947065992e-05,1899491132000.0,3169995159991.9355,3206009016000.0,2323838216000.0,10.956079567663188,6.607987450516333,20801812334476.406,34715426309950.656,35109823241581.4,25448945588926.52,5.91147808223584e-05,9.865461645695308e-05,9.97754172696507e-05,7.232104666938785e-05,3.360468065231775e-05,5.608169115733565e-05,5.671882713013448e-05,4.111197984594318e-05
124,124,2.25,0.02,100000.0,720,226.5,18.76,5.23,,603.3,0.6033000000000001,720.0,0.0611297951032838,0.0343898544399604,0.0071508699636297,0.0013061140520865,8.57317153495926e-05,1899176334000.0,3141075549991.984,3205477692000.0,2323453092000.0,12.162108292837768,7.335114340322278,23090793241047.727,38190201078703.62,38973222917573.945,28249285752022.773,5.952487793344526e-05,9.844906728546716e-05,0.0001004675895116,7.28227596402778e-05,3.381730263052463e-05,5.593093203499265e-05,5.707769586484305e-05,4.137210165972518e-05
125,125,2.25,0.02,100000.0,725,226.5,18.76,5.23,,612.4,0.6123999999999999,725.0,0.0609255874587915,0.0309538346438991,0.006658823663636,0.0009269324543493,3.0140020108071478e-05,1927822952000.0,3159630329868.787,3247322595127.2725,2358499376000.0,12.141325894224556,7.423479110704827,23368963770916.586,38300865041362.414,39363865856706.56,28589599690310.85,6.084905398737717e-05,9.972934305135972e-05,0.0001024972276112,7.444275715803355e-05,3.454273177828984e-05,5.661425645440024e-05,5.8185526468958366e-05,4.225959197130253e-05
126,126,2.25,0.02,100000.0,730,226.5,18.76,5.23,,603.8,0.6038,730.0,0.0620747422261046,0.030540059235447,0.0060689783784845,0.0014127124422584,-2.927572907115917e-05,1900750324000.0,3086831928106.5083,3184153388666.666,2325378712000.0,11.91741610028502,7.203535458158233,22676585551572.96,36826934825257.01,37988012321091.47,27742543897877.312,6.042163816204389e-05,9.812516639985372e-05,0.0001012188510364,7.391985646515858e-05,3.42726398447882e-05,5.565900875963103e-05,5.741382280586924e-05,4.192916139106414e-05
127,127,2.25,0.02,100000.0,735,226.5,18.76,5.23,,599.2,0.5992000000000001,735.0,0.064193597528731,0.0312570624739617,0.0068439700736289,0.000795062595225,1.5802816201955647e-05,1886269616000.0,3035103018082.192,3142434876750.0005,2307663008000.0,11.878720981076365,7.10576870670681,22368817773338.91,35992556821628.56,37265379522820.8,27366020674017.53,6.038090002155825e-05,9.715591574790248e-05,0.0001005916887531,7.387001740767923e-05,3.421897404918048e-05,5.506005638397764e-05,5.700717256251871e-05,4.1863506635101184e-05
128,128,2.25,0.02,100000.0,740,226.5,18.76,5.23,,608.7,0.6087,740.0,0.0674007971412606,0.0316455663896567,0.0073178523821429,0.0009993005407592,-4.137028308338246e-05,1916175426000.0,3054574694877.9067,3174488577026.5483,2344249788000.0,11.064790583408833,6.7430228841377815,21226901178808.06,33837797057450.164,35166172367872.523,25968999452306.8,6.174638669802374e-05,9.842989725717912e-05,0.0001022939740202,7.55405543576824e-05,3.497481033013125e-05,5.57533350772516e-05,5.7942051844616337e-05,4.27881970456657e-05
129,129,2.25,0.02,100000.0,745,226.5,18.76,5.23,,610.5,0.6105,745.0,0.0669717356993032,0.0285798400966644,0.0066768797820697,0.0009331143109409,1.7234490669832887e-05,1921841790000.0,3034881099144.231,3166032234967.105,2351182020000.0,11.214407820292193,6.854761505180444,21578652123077.934,34075980558908.414,35548560013780.375,26399331699211.133,6.23611810557843e-05,9.847780951128771e-05,0.00010273348746,7.629269402260457e-05,3.528626623311049e-05,5.572239245054524e-05,5.813041267338615e-05,4.316923232282432e-05
130,130,2.25,0.02,100000.0,750,226.5,18.76,5.23,,620.4,0.6204,750.0,0.066461065478586,0.0305785839764728,0.0068611774357435,0.0011233522496689,-4.180039265981502e-07,1953006792000.0,3054914854692.161,3199217893826.087,2389309296000.0,11.531440346819853,7.1588502085619385,22535917279548.8,35250931406595.64,36916056876937.4,27570450277222.074,6.380480226413471e-05,9.980417837551727e-05,0.0001045185638634,7.805882079038819e-05,3.607240298995406e-05,5.642485227898408e-05,5.909015656857312e-05,4.413099234780104e-05
131,131,2.25,0.02,100000.0,755,226.5,18.76,5.23,,611.0,0.611,755.0,0.065059838666923,0.0320845557455917,0.0070460920785654,0.0007951243292633,-2.673994715143058e-05,1923415780000.0,2979905989905.1235,3132842950494.624,2353107640000.0,11.694518023588495,7.130790826229145,22447586905152.82,34777555312341.617,36562434977747.48,27462386861606.727,6.325698325479619e-05,9.80026603006664e-05,0.0001030324260203,7.738861879370304e-05,3.5730667580639015e-05,5.535674161249474e-05,5.8197801645607655e-05,4.371291311039467e-05
132,132,2.25,0.02,100000.0,760,226.5,18.76,5.23,,625.3,0.6253000000000001,760.0,0.0656720126394474,0.0310940669266947,0.0067305324408564,0.0006964474892762,-4.989471713300597e-05,1968431894000.0,3020267688792.843,3187821834888.8887,2408180372000.0,12.077235037230327,7.54024417801718,23736537867514.523,36420207670675.91,38440676524991.19,29039289988146.883,6.517338140080384e-05,9.999891721637448e-05,0.000105546515943,7.97331410574501e-05,3.677895789658562e-05,5.6431872751666525e-05,5.956252050404684e-05,4.4995391905172965e-05
133,133,2.25,0.02,100000.0,765,226.5,18.76,5.23,,626.4,0.6264000000000001,765.0,0.0680594668711136,0.031803749878951,0.0070128470098653,0.0009503844321038,2.607602532040433e-07,1971894672000.0,2996173387343.2827,3175036241338.983,2412416736000.0,11.379903659286894,7.150414172869245,22509360807908.92,34201597466847.168,36243333555944.695,27537961079120.945,6.57223918159656e-05,9.98611559266452e-05,0.0001058225770605,8.04048006204993e-05,3.705082024413135e-05,5.629645597759703e-05,5.965719098329867e-05,4.532798841066601e-05
134,134,2.25,0.02,100000.0,770,226.5,18.76,5.23,,612.6,0.6126,770.0,0.0663316945664177,0.0328868674981683,0.0071704026548875,0.0008003835393495,7.709449810916728e-05,1928452548000.0,2901428750326.5303,3087079469484.2764,2359269624000.0,11.73037887655402,7.1958721785138895,22652461700518.152,34081473102211.883,36262209055375.984,27713030768779.832,6.469457938792188e-05,9.733540647450284e-05,0.0001035635064095,7.914737448202982e-05,3.643945625740475e-05,5.4824520386124704e-05,5.833252024171898e-05,4.458004546304853e-05
135,135,2.25,0.02,100000.0,775,226.5,18.76,5.23,,628.3,0.6283000000000001,775.0,0.0693916426121858,0.0316828901324237,0.0066067038678568,0.0009354325197043,-1.3503445018053425e-05,1977875834000.0,2946341168259.6685,3147709161660.4165,2419734092000.0,11.234256836387022,7.042740206408835,22170405314970.883,33026126703008.03,35283300765410.266,27123282792529.965,6.679083117249607e-05,9.949490871111282e-05,0.0001062948985889,8.171192975964391e-05,3.758526736052388e-05,5.598886372983407e-05,5.981542844118557e-05,4.5981831228134845e-05
136,136,2.25,0.02,100000.0,780,226.5,18.76,5.23,,629.6,0.6295999999999999,780.0,0.0672898870044718,0.0294583705526537,0.0071000168812356,0.0009157563380545,-4.574590672293181e-05,1981968208000.0,2922960115290.677,3135679300363.636,2424740704000.0,11.627077424344687,7.321913934611928,23049238627879.65,33992475219920.1,36466286473644.69,28198447821534.844,6.736578033133735e-05,9.934946900213329e-05,0.0001065796525317,8.241532279215867e-05,3.787781834026752e-05,5.586131594640979e-05,5.992663779020162e-05,4.633973821459217e-05
137,137,2.25,0.02,100000.0,785,226.5,18.76,5.23,,642.5,0.6425000000000001,785.0,0.0704333440478421,0.0324810835731962,0.0070473770071046,0.0008854293872193,-2.369829994955704e-05,2022577150000.0,2952797850226.8604,3180987976533.7427,2474421700000.0,11.302788440990472,7.250571056553885,22824652674610.508,33322133274255.887,35897244130585.93,27923689275842.586,6.920199396030842e-05,0.0001010292729735,0.0001088367436267,8.466174728546504e-05,3.887930287119187e-05,5.676061451419756e-05,6.114703459854433e-05,4.756495479312098e-05
138,138,2.25,0.02,100000.0,790,226.5,18.76,5.23,,632.3,0.6323000000000001,790.0,0.0705754088990147,0.0315133778812238,0.0070546499266443,0.001162902334558,-1.0736312958584204e-05,1990467754000.0,2876383705533.333,3111836554411.7646,2435139052000.0,11.468082344785012,7.228768114852751,22756017450194.164,32884249275093.1,35576063361007.45,27839720914645.508,6.854219688539093e-05,9.90489084117876e-05,0.0001071567792841,8.385455127824606e-05,3.8486497198300025e-05,5.561603959761736e-05,6.0168615438387065e-05,4.7084396174683776e-05
139,139,2.25,0.02,100000.0,795,226.5,18.76,5.23,,652.5,0.6525,795.0,0.0661066680394014,0.0321937825251514,0.0068484692337772,0.0013652581949353,6.685287142195456e-05,2054056950000.0,2937831681048.3867,3191998582847.083,2512934100000.0,12.12845337299539,7.915053005294082,24916428559605.664,35636924867632.49,38720058200855.56,30482768736108.78,7.117957518329806e-05,0.0001018051670948,0.0001106128547763,8.708112095023627e-05,3.99407895184585e-05,5.712563948794734e-05,6.206787184781469e-05,4.886357798495165e-05
140,140,2.25,0.02,100000.0,800,226.5,18.76,5.23,,644.4,0.6444,800.0,0.0688557587684612,0.032116085633188,0.0064937594719772,0.0007957905566953,3.603621843732426e-05,2028558312000.0,2871344520703.375,3133334315784.432,2481739056000.0,11.91712042432362,7.680638468841292,24178496287143.008,34223710712307.57,37346381256291.766,29579982096740.336,7.074327984395465e-05,0.0001001343307485,0.0001092708772702,8.654735705634468e-05,3.966947898272271e-05,5.615058755885471e-05,6.127392988930473e-05,4.853165656624916e-05
141,141,2.25,0.02,100000.0,805,226.5,18.76,5.23,,666.1,0.6661,805.0,0.0704742124293715,0.0323994943004213,0.0067152338277528,0.0007473094842918,-1.7633096538077972e-05,2096869478000.0,2937009557068.9043,3219167993239.6045,2565310964000.0,11.667035755472412,7.7850390569403505,24507147250467.08,34326278505312.26,37624003240087.98,29982053817650.95,7.359068910087627e-05,0.0001030758277843,0.0001129783200334,9.003087868819331e-05,4.122992527225341e-05,5.774927139353639e-05,6.329724248105958e-05,5.044070718540562e-05
142,142,2.25,0.02,100000.0,810,226.5,18.76,5.23,,683.3,0.6833,810.0,0.070090615459378,0.0293170992741847,0.0067731646308991,0.0012519091052988,3.773828120734553e-05,2151014734000.0,2981197572136.602,3282093925341.177,2631552292000.0,11.65004018009988,7.963107758047099,25067703960177.105,34742569171596.887,38249184252193.15,30667839122101.312,7.59570404359956e-05,0.000105272614341,0.0001158979234596,9.292587386473982e-05,4.252748617025904e-05,5.8940943786138286e-05,6.488993395218562e-05,5.202814371068063e-05
143,143,2.25,0.02,100000.0,815,226.5,18.76,5.23,,666.8,0.6668000000000001,815.0,0.0674511753788123,0.0344534058668476,0.007034344799792,0.0007341552903295,-2.785564957479414e-05,2099073064000.0,2878261786525.218,3183118519750.9727,2568006832000.0,12.403552943990988,8.265602944842994,26019952758306.85,35678717904516.945,39457699176121.65,31832820685297.133,7.45886376447383e-05,0.0001022763948161,0.000113109199447,9.125176933872577e-05,4.172054101648291e-05,5.7207460273951056e-05,6.326670045040262e-05,5.104092668451503e-05
144,144,2.25,0.02,100000.0,820,226.5,18.76,5.23,,673.4,0.6734,820.0,0.0719003263116519,0.0329758650942353,0.0065467368823741,0.0011789286711237,2.0586046315329036e-05,2119849732000.0,2875594691771.626,3194707347000.0,2593425016000.0,11.682129184421957,7.862371154293461,24750587146292.727,33574387817084.387,37300230014051.36,30279878284261.15,7.579461589147593e-05,0.0001028160590027,0.0001142258399716,9.27271636115502e-05,4.235802525676378e-05,5.74590315264282e-05,6.383541835511329e-05,5.1820825160852016e-05
