,Simulation Number,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
44,44,0.03,740,500000.0,17.15,2.43,0.81,,0.7400000000000001,500000.0,100.0,740.0,0.7396004988424579,0.0508999097822316,0.0375982107730192,-3.544734775817848e-06,-2.0485981974237395e-06,2727608369275343.5,1961750291606400.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005404596250789,100.05404596250786,2729082531471963.0,1962810538433500.5,1555840414716997.2,1303704218891477.5,1124607476618588.2,0.087893811205802,0.0632149804589392,0.0501079546332866,0.0419875658438409,0.0362195119021313,0.0497854132121009,0.0358066612446023,0.0283824901026332,0.0237828839895377,0.020515703456823
45,45,0.03,750,500000.0,17.15,2.43,0.81,,0.75,500000.0,100.0,750.0,0.7491684031549312,0.0513219709607023,0.0370760769005484,-6.360761663285396e-06,-1.338737795178303e-06,2715426497217923.0,1958950870153500.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0011151071979114,100.11151071979114,2718454488850370.5,1961135310369164.0,1556733991692752.2,1304452984678878.8,1125253380490452.6,0.0887130815046246,0.0639989955115828,0.0508019060287679,0.0425690569488646,0.0367211204992508,0.0501544384271881,0.0361821912320815,0.0287211426397222,0.0240666552151498,0.0207604915286481
46,46,0.03,760,500000.0,17.15,2.43,0.81,,0.7599999999999999,500000.0,100.0,760.0,0.7474146800193254,0.0508657724663305,0.0368985836809045,-2.243539803826882e-06,-1.7369037637144065e-06,2702648824082784.5,1956151448700600.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0241102776764746,102.41102776764748,2767810437693417.0,2003314803306011.2,1592491481786918.2,1334415691812446.5,1151099952108357.0,0.0894827822802901,0.0647667845824384,0.0514849451419474,0.0431414041928988,0.0372148413759158,0.0504973566081618,0.0365495052129571,0.0290542333232437,0.0243457659293804,0.0210012593281839
47,47,0.03,770,500000.0,17.15,2.43,0.81,,0.7699999999999998,500000.0,100.0,770.0,0.7451123916925438,0.0509801260753453,0.0364967785136469,1.0057255662566496e-05,9.107690369899748e-07,2689792129194104.5,1952610892153350.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0474420694682254,104.74420694682252,2817401434242418.0,2045246793743302.8,1628772418023090.5,1364817016517097.8,1177324886082285.5,0.0902355469516875,0.0655050291525947,0.0521662153691834,0.0437122692128912,0.0377072836494932,0.0508254987839503,0.0368959450239757,0.0293828098280302,0.0246210940231018,0.0212387641457916
48,48,0.03,780,500000.0,17.15,2.43,0.81,,0.7799999999999998,500000.0,100.0,780.0,0.7797478791777792,0.0501269748693449,0.0368718433225143,2.0392821180575684e-06,-1.7670591694247226e-06,2676935434305424.5,1949027946972411.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000323386156368,100.0323386156368,2677801118166369.0,1949658235628836.8,1555502865473152.2,1303421372161747.2,1124363486039757.4,0.0909872538321725,0.0662461627817294,0.0528534151014139,0.0442881028148825,0.0382040119446875,0.0511594856466264,0.0372482899662765,0.0297179375942421,0.0249019116947251,0.021481004408957
49,49,0.03,790,500000.0,17.15,2.43,0.81,,0.7899999999999997,500000.0,100.0,790.0,0.7890907352294108,0.0505103350406241,0.0359387401676787,-9.501013335335868e-06,-2.6820990515097903e-06,2663876012312105.0,1945855061876932.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0011551391066302,100.115513910663,2666953159669141.0,1948102795154741.2,1556796241310809.5,1304505146255938.8,1125298376355852.2,0.0917311590440195,0.0670059489753498,0.0535467685636181,0.0448690928864272,0.0387051883379464,0.0515071176000917,0.0376238927944092,0.0300665524588832,0.0251940307742282,0.0217329935458422
50,50,0.03,800,500000.0,17.15,2.43,0.81,,0.8000000000000002,500000.0,100.0,800.0,0.7996235132204902,0.0500315775030116,0.0359570992104496,-8.947387568308485e-06,3.083250233251103e-06,2650727161342377.0,1942847155379855.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004712588267182,100.04712588267186,2651976339914383.0,1943762739250792.8,1555732807475547.2,1303614050251213.8,1124529694921231.4,0.0924405930337463,0.067754216969765,0.0542285619824712,0.0454403963107139,0.0391980087899021,0.0518363040361068,0.0379933541673727,0.0304088077987346,0.025480820940033,0.0219803858300822
51,51,0.03,810,500000.0,17.15,2.43,0.81,,0.8100000000000003,500000.0,100.0,810.0,0.8097058702812717,0.050150730726113,0.0359705865509528,4.3495804071455764e-07,-3.751890048107067e-07,2637578310372650.0,1939568679167524.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000363435682588,100.0363435682588,2638536900446259.0,1940273587634364.0,1555565142486424.0,1303473556694412.0,1124408501707228.6,0.0931386657689348,0.0684904172264577,0.0549104550568704,0.04601178324058,0.0396909012758343,0.0521472834864124,0.0383470084494384,0.0307437415232287,0.0257614760159273,0.0222224858341538
52,52,0.03,820,500000.0,17.15,2.43,0.81,,0.8200000000000001,500000.0,100.0,820.0,0.8195434893834885,0.0497268000015736,0.0354514164297609,-2.42768898828468e-06,7.503696669039685e-06,2624145251396648.0,1935859633216567.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005572989884326,100.05572989884324,2625607684890750.5,1936938485831905.2,1555866599927012.5,1303726160581927.5,1124626404062998.2,0.0938255567697235,0.0692161029645393,0.0555985766029028,0.0465883892691848,0.0401882958853137,0.0524346651360077,0.0386816055871911,0.031071414298845,0.02603604683691,0.0224593374095831
53,53,0.03,830,500000.0,17.15,2.43,0.81,,0.8299999999999998,500000.0,100.0,830.0,0.8160473447890777,0.0498969634485063,0.0352209413087066,1.338479770982786e-05,-3.1055980523728013e-06,2610178770949720.5,1932150587265608.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0243514300573104,102.43514300573106,2673740356727579.0,1979201217151599.5,1592866473739118.0,1334729913364676.0,1151371007384417.0,0.0944886108180102,0.069943954381141,0.0562910829929649,0.0471686695433011,0.0406888599897701,0.052694796310198,0.0390066315647588,0.031392642210688,0.0263052172350651,0.0226915304468253
54,54,0.03,840,500000.0,17.15,2.43,0.81,,0.8400000000000001,500000.0,100.0,840.0,0.8125770174573722,0.0497285326092973,0.0351136019427589,-2.2212967103748146e-06,-1.940870533312722e-06,2596212290502792.5,1928588867380396.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0476890177349476,104.76890177349472,2720023104468269.0,2020561376080323.5,1629156422577843.0,1365138790108636.5,1177602455934080.8,0.095122337188026,0.0706613558571912,0.0569734743450947,0.0477404740010665,0.0411821126455861,0.0529372530850921,0.03932428690176,0.0317067401800861,0.0265684131541171,0.0229185697507503
55,55,0.03,850,500000.0,17.15,2.43,0.81,,0.8499999999999999,500000.0,100.0,850.0,0.8225799379283061,0.04957018052505,0.0351293263639747,3.978047097422037e-06,-5.653158759818025e-06,2582245810055865.0,1925033382056650.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0473115545655571,104.73115545655574,2704415873600006.0,2016109703952343.2,1628569467349441.5,1364646955598921.0,1177178187331686.2,0.0957404543959446,0.0713733642272726,0.0576538476724155,0.0483105874708407,0.041673906613373,0.053163258874575,0.0396325739532373,0.0320143292431853,0.0268261549864118,0.023140904224656
56,56,0.03,860,500000.0,17.15,2.43,0.81,,0.8599999999999998,500000.0,100.0,860.0,0.8451476971796561,0.049289355979027,0.03460970131186,-5.70925015682209e-06,1.8337471919943795e-06,2567668226842277.0,1921541396933560.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.024785357950443,102.47853579504432,2631308802942542.5,1969167488273152.8,1593541231612939.0,1335295321409427.5,1151858742336298.0,0.0963341209988944,0.0720926479135626,0.0583406986102345,0.0488861288033025,0.0421703827896485,0.0533574711533659,0.0399306221049323,0.0323137026723743,0.0270770125929927,0.0233573001953367
57,57,0.03,870,500000.0,17.15,2.43,0.81,,0.8699999999999998,500000.0,100.0,870.0,0.8693810942961363,0.0491636372980536,0.0346451498148481,-5.324495510080695e-06,2.6974345959255894e-06,2552973549580928.5,1918134241908007.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0007139979322517,100.0713997932252,2554796367416423.5,1919503785790510.0,1556110266784651.8,1303930339305723.8,1124802533675851.0,0.0969001162417655,0.0728042917008313,0.0590212463347611,0.0494563884078416,0.0426623028168947,0.0535330176029819,0.0402211429702431,0.0326066215555979,0.0273224616636296,0.0235690306292553
58,58,0.03,880,500000.0,17.15,2.43,0.81,,0.8800000000000002,500000.0,100.0,880.0,0.8795795598349002,0.0490593679656681,0.0344196233598513,8.141900214395676e-06,-1.0939148572997245e-05,2538278872319583.0,1914727086882452.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004782083666448,100.04782083666449,2539492698513203.0,1915642725395241.2,1555743614010132.5,1303623105501737.8,1124537506204108.4,0.0974748031176366,0.0735292121969704,0.0597149984191498,0.0500377125017055,0.0431637673460606,0.0536912115645436,0.0405014666557191,0.0328923015092383,0.0275618449302492,0.0237755285507291
59,59,0.03,890,500000.0,17.15,2.43,0.81,,0.8900000000000002,500000.0,100.0,890.0,0.8895303842823011,0.0492963723736086,0.0340045659870739,5.018665592598128e-06,1.5147669654045908e-06,2523477019118221.0,1910862726613488.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005286427202749,100.0528642720275,2524811036874159.0,1911872890283356.8,1555822039430027.8,1303688821464518.0,1124594194417588.8,0.0980075923155443,0.0742146861897499,0.0603935779466402,0.0506063228710431,0.0436542647022659,0.0538300422606097,0.04076194098402,0.0331707858169825,0.027795198662076,0.0239768252464877
60,60,0.03,900,500000.0,17.15,2.43,0.81,,0.9,500000.0,100.0,900.0,0.8994147081829453,0.0488220957307339,0.033880809613871,2.790697077499256e-06,2.506039931884932e-06,2508130420080634.5,1906874329224075.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0006509281824625,100.0650928182462,2509763032856356.0,1908115567465380.5,1556012193323728.8,1303848159421748.2,1124731643277087.4,0.0985205346626571,0.0749029145157498,0.0610811264732822,0.0511824487425638,0.0441512451163789,0.0539413046768342,0.0410103431422848,0.033442730131147,0.0280230722578036,0.0241733946414208
61,61,0.03,910,500000.0,17.15,2.43,0.81,,0.91,500000.0,100.0,910.0,0.9096593795555976,0.0487096835650156,0.0335286722834129,-8.084219294366373e-06,3.079303162071073e-06,2492783821043048.5,1902890794223826.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0003745464682816,100.03745464682814,2493717484419409.0,1903603515250328.8,1555582419758177.8,1303488034048170.8,1124420990230348.4,0.0990093221091712,0.0755797297757854,0.0617620728199931,0.0517530423694218,0.044643453279532,0.0540355417146565,0.0412485567427556,0.0337074024056897,0.0282448523052177,0.0243647075909936
62,62,0.03,920,500000.0,17.15,2.43,0.81,,0.9200000000000004,500000.0,100.0,920.0,0.9194751106904732,0.0484136368905628,0.0336040843442815,9.4801422966313e-06,3.723243963305257e-07,2477437222005463.0,1899072410441544.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000571212906772,100.05712129067722,2478852366122389.0,1900157185113282.8,1555888236070030.5,1303744290417524.0,1124642043307212.0,0.0995030069289388,0.0762737451170436,0.0624545293822822,0.0523332808907484,0.045143981367,0.0541143741905674,0.0414812186241504,0.0339656848290248,0.0284612780271506,0.0245514017670893
63,63,0.03,930,500000.0,17.15,2.43,0.81,,0.93,500000.0,100.0,930.0,0.8998703792805628,0.0485812825456792,0.0334299952308793,3.6414399085053033e-06,-2.210444946802137e-06,2461822464580064.5,1895254026659260.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.047512674249608,104.75126742496082,2578790233400025.0,1985302613848180.5,1628882208458140.2,1364909014547239.0,1177404245856559.2,0.0999542665361254,0.0769506042210395,0.063135699953972,0.0529040624051611,0.0456363516066009,0.0541706358264931,0.0417037041273269,0.034216658561756,0.0286715794893685,0.0247328130054108
64,64,0.03,940,500000.0,17.15,2.43,0.81,,0.9399999999999998,500000.0,100.0,940.0,0.9392753296628882,0.0485931761220461,0.0334911437173449,-4.897641504609382e-06,-1.7488437047402744e-06,2445637608625283.0,1891459920938112.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0007732636732511,100.07732636732511,2447528731345970.5,1892922518184384.8,1556202425011906.0,1304007562566246.5,1124869148368734.6,0.1003758941392449,0.0776308722613359,0.0638216041641028,0.0534788104346147,0.0461321434600975,0.0541992373889489,0.0419177742871856,0.0344612847964789,0.0288765621156347,0.0249096360844002
65,65,0.03,950,500000.0,17.15,2.43,0.81,,0.9499999999999996,500000.0,100.0,950.0,0.9338567013725804,0.0480302828428158,0.0330092855100956,3.4761433673700026e-06,2.7078365531485934e-08,2429452752670501.0,1887805800086371.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.024539027536031,102.45390275360316,2489069160665770.0,1934130718597368.8,1593158187818528.8,1334974352879448.8,1151581866950499.0,0.1007760815430341,0.0783080350246758,0.0645029242191119,0.0540497172073972,0.0466246217506635,0.0542127616727734,0.0421260161623081,0.0346995200085688,0.0290761894348329,0.0250818395431712
66,66,0.03,960,500000.0,17.15,2.43,0.81,,0.9600000000000004,500000.0,100.0,960.0,0.9442982571520192,0.0478457025720874,0.0329115384012043,-3.768129359743264e-06,-3.722047128547214e-07,2413267896715719.5,1884151679234628.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0239103176729307,102.39103176729309,2470969898756077.0,1929202344429113.2,1592180543981407.8,1334155143927828.8,1150875197064374.0,0.1011807226944057,0.0789965460653101,0.0651962527674294,0.0546306864025469,0.0471257801354281,0.0542099080289533,0.0423242232588067,0.0349303975326335,0.0292696514373127,0.0252487246473826
67,67,0.03,970,500000.0,17.15,2.43,0.81,,0.97,500000.0,100.0,970.0,0.9693976874803412,0.0479175514745639,0.0325803741499626,-1.021306953516052e-05,-2.337873427603409e-07,2396921916041837.0,1880432088959492.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000621677425135,100.0621677425135,2398412028286850.0,1881601111138696.8,1555966708396085.2,1303810045684950.8,1124698765425851.6,0.1015347639749732,0.0796560067500067,0.0658705471064362,0.0551957060319526,0.0476131800306329,0.0541889126379766,0.0425122610412542,0.0351549871475175,0.0294578445358297,0.0254110646648294
68,68,0.03,980,500000.0,17.15,2.43,0.81,,0.9800000000000002,500000.0,100.0,980.0,0.9795614865433664,0.0480535661971185,0.0324819061838419,8.001948446369495e-07,3.1315207350329343e-06,2380206695639715.0,1876301826846704.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004478931431846,100.04478931431844,2381272773898054.5,1877142209569492.8,1555696473837651.5,1303583604765569.5,1124503431892939.4,0.1018848359516478,0.08031516933981,0.0665618327160581,0.0557749633627162,0.0481128617188741,0.0541449524598488,0.0426821222715861,0.035373146890689,0.0296406497739985,0.0255687569807938
69,69,0.03,990,500000.0,17.15,2.43,0.81,,0.99,500000.0,100.0,990.0,0.989312027731586,0.0476146160850166,0.0324057764450654,8.980594199303902e-06,-3.1657055167855885e-06,2363491475237595.0,1872171564733916.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0006959272228175,100.06959272228175,2365136293296110.0,1873474459891598.8,1556082166831481.2,1303906793171331.2,1124782222198447.0,0.1022054293988005,0.0809590813787972,0.0672435015654786,0.0563461624050281,0.0486055921283589,0.0540852157063391,0.0428420427908372,0.0355840125951385,0.0298173430298813,0.0257211769497979
70,70,0.03,1000,500000.0,17.15,2.43,0.81,,1.0,500000.0,100.0,1000.0,0.983491434028,0.0477734039564438,0.0322504744141176,7.746758273616575e-07,2.421577553088885e-06,2346776254835474.5,1868041302621128.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0240318289548611,102.40318289548614,2403173580387011.0,1912933751686334.8,1592369494024809.0,1334313473128184.2,1151011775745263.8,0.1025039231553095,0.0815934462180949,0.0679202374653655,0.0569132279211389,0.049094756855994,0.0540113339064589,0.0429931921882342,0.0357885094718719,0.0299886995767518,0.0258689933417261
71,71,0.03,1010,500000.0,17.15,2.43,0.81,,1.0100000000000002,500000.0,100.0,1010.0,0.977396067883334,0.0478428287743492,0.0320766234043545,-1.4238309364856184e-05,4.732155272441494e-06,2329950906171139.0,1863788514129444.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.047354180272758,104.7354180272758,2440283821408643.0,1952046691417824.8,1628635750324138.5,1364702496895403.5,1177226098626580.0,0.1027980164644588,0.0822308151876891,0.0686069887476385,0.0574886857480212,0.0495911609982929,0.0539209429692121,0.0431327689827575,0.0359866236215733,0.0301547077677879,0.0260121961097418
72,72,0.03,1020,500000.0,17.15,2.43,0.81,,1.0199999999999998,500000.0,100.0,1020.0,1.0192436132929004,0.0473941999668511,0.0318586693761216,-7.71402838324197e-06,1.1228875879169013e-07,2312286304198210.5,1859534487997568.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000743845616758,100.0743845616758,2314006288230278.0,1860917694575676.5,1556156679934058.2,1303969230838635.5,1124836082473236.0,0.1030476294057524,0.0828706291424556,0.0692989719460836,0.0580685276178436,0.0500913469243716,0.0538147740547672,0.0432776979809755,0.0361901437132715,0.0303252458253331,0.0261593064525513
73,73,0.03,1030,500000.0,17.15,2.43,0.81,,1.03,500000.0,100.0,1030.0,1.0294099712384197,0.0471383927779788,0.0319424419134604,-1.1909515844664583e-05,-8.742795498296078e-06,2294621702225280.5,1855280461865695.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005734848139087,100.05734848139087,2295937632925173.0,1856344437036116.0,1555891768885628.5,1303747250712523.2,1124644596930833.6,0.1032667415564836,0.0834947075522205,0.0699809397621424,0.0586399771768948,0.0505842934357865,0.0536970915066279,0.0434159428696453,0.0363889948446972,0.030491871564399,0.0263030419327586
74,74,0.03,1040,500000.0,17.15,2.43,0.81,,1.0399999999999996,500000.0,100.0,1040.0,1.03950701446862,0.0476518358587452,0.0316631763702915,6.148687409181492e-06,-4.776209610259296e-07,2276957100252351.5,1850955574912892.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004744512100008,100.0474451210001,2278037405303685.0,1851833763025067.2,1555737771631551.5,1303618209926631.2,1124533283160040.8,0.1034628444999284,0.0841057254887516,0.0706577753175754,0.0592071261985856,0.0510735301973984,0.0535672685413372,0.0435452360206766,0.0365826403020713,0.0306541352499028,0.0264430145977673
75,75,0.03,1050,500000.0,17.15,2.43,0.81,,1.0500000000000005,500000.0,100.0,1050.0,1.0495676898528472,0.0468591615243514,0.0316789975035722,-8.398178519480848e-06,6.849673654552935e-06,2259292498279423.0,1846600174216028.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004120430025538,100.04120430025536,2260223423944060.5,1847361052896328.0,1555640726868971.5,1303536892032327.5,1124463136334870.4,0.1036587006401754,0.0847239455745234,0.0713450248775788,0.0597830015533667,0.051570294509581,0.0534273373096214,0.0436680644312232,0.0367723566469285,0.030813106566526,0.0265801471840178
76,76,0.03,1060,500000.0,17.15,2.43,0.81,,1.06,500000.0,100.0,1060.0,1.0594533347009816,0.046947550769736,0.031385665767458,-1.5684771892610628e-05,4.276651169092223e-09,2240950508174988.8,1842244773519164.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005164437953595,100.05164437953592,2242107833160643.5,1843196189401980.8,1555803070101784.0,1303672926265353.2,1124580482825984.0,0.1037963619295531,0.0853291068131394,0.0720245013049845,0.0603523634729227,0.0520614401715772,0.0532579445015479,0.043782390351072,0.0369557932662029,0.0309668158365673,0.0267127405988501
77,77,0.03,1070,500000.0,17.15,2.43,0.81,,1.07,500000.0,100.0,1070.0,1.052256407656033,0.0469713374515644,0.0313618220215627,5.851751097495184e-06,-9.2244426449776e-06,2222391073795847.2,1837868552412644.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0241349949382896,102.41349949382898,2276028471112809.0,1882225500622366.8,1592529917129040.5,1334447898404591.5,1151127734310637.8,0.1039268766787164,0.0859452418840241,0.072717306661685,0.0609328942637785,0.052562220377964,0.0530713919546237,0.0438888742203111,0.0371338849685376,0.0311160463755655,0.0268414705496052
78,78,0.03,1080,500000.0,17.15,2.43,0.81,,1.0799999999999996,500000.0,100.0,1080.0,1.0794429819703624,0.0469635282142839,0.0309769130286955,2.533718913585567e-06,7.052289431773065e-06,2203831639416703.5,1833431503050471.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005161732284529,100.05161732284532,2204969198308988.0,1834377871308548.8,1555802649370244.2,1303672573716674.2,1124580178708781.4,0.1040183263562497,0.0865358646391924,0.0733942169587777,0.0615001059146542,0.0530515111650585,0.0528712338223425,0.043985113908559,0.0373053762924933,0.0312597461794976,0.0269654295516157
79,79,0.03,1090,500000.0,17.15,2.43,0.81,,1.09,500000.0,100.0,1090.0,1.0892767726470312,0.0470942744856471,0.0310390231128645,-1.4207261104976675e-06,-4.59792353756139e-06,2185272205037560.5,1828994453688296.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0006654072963164,100.06654072963164,2186726301107230.8,1830211479942703.5,1556034708345772.2,1303867025707100.5,1124747917801059.6,0.1041049966339391,0.0871321481167333,0.0740792242689934,0.0620741023938897,0.0535466547127644,0.0526609683841616,0.0440753416798394,0.0374725883798827,0.03139986023086,0.0270862953948477
80,80,0.03,1100,500000.0,17.15,2.43,0.81,,1.1,500000.0,100.0,1100.0,1.0994978324358384,0.0470014774477767,0.0308264884973505,-1.3844169900282148e-05,-1.0520405141510387e-06,2166513127001067.2,1824557404326123.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004569757838735,100.04569757838736,2167503171035551.2,1825391182876187.5,1555710597343923.5,1303595439446387.5,1124513640781074.0,0.1041620370821281,0.0877214237196706,0.0747615907072367,0.0626458859752601,0.0540398893600862,0.0524326807906375,0.044156868828969,0.0376331985314582,0.0315344422421157,0.0272023891635749
81,81,0.03,1110,500000.0,17.15,2.43,0.81,,1.11,500000.0,100.0,1110.0,1.109148027077356,0.046586895146276,0.0306510292911515,7.931377543053269e-06,2.47364114284398e-07,2147089434364994.8,1820077350993376.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0007689351619713,100.07689351619712,2148740406926974.8,1821476872466063.5,1556195694176865.2,1304001922516048.5,1124864283122055.6,0.1041818927385835,0.0883144876604535,0.0754523032974683,0.0632246631489397,0.0545391568529609,0.0521766358131389,0.0442298823582122,0.0377882110501962,0.0316643337610327,0.0273144367976981
82,82,0.03,1120,500000.0,17.15,2.43,0.81,,1.1200000000000006,500000.0,100.0,1120.0,1.119537655484487,0.0463384837041662,0.0306461637505532,-1.0407481186449615e-05,9.3736430675561e-07,2127665741728920.8,1815574039735099.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004130890502931,100.04130890502933,2128544657149513.2,1816324033490910.0,1555642353473205.8,1303538255032531.8,1124464312092529.6,0.1041618577385183,0.0888831178373734,0.0761264730670425,0.0637895783963706,0.055026466705695,0.0651802462328269,0.0556194333738251,0.0476368448785029,0.0399169188917617,0.0344333206710207
83,83,0.03,1130,500000.0,17.15,2.43,0.81,,1.1299999999999994,500000.0,100.0,1130.0,1.1114522053474545,0.0466995376297387,0.0304948843556647,9.332821745108662e-07,1.0009653505189446e-06,2108242049092848.8,1811070728476820.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0239476744437002,102.39476744436998,2158729543333043.5,1854441660676898.8,1592238633759953.0,1334203819800141.0,1150917186074718.8,0.104143929821099,0.0894641215076295,0.0768146195269614,0.0643662053013702,0.0555238793236686,0.0651196466735912,0.0559405813910412,0.0480310363893015,0.0402472285628681,0.0347182539559967
84,84,0.03,1140,500000.0,17.15,2.43,0.81,,1.14,500000.0,100.0,1140.0,1.1392514289412703,0.0460121372622483,0.0304208023220197,4.390785556544408e-06,7.88421939259144e-07,2088818356456776.5,1806567417218543.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000657461980788,100.0657461980788,2090191675110919.2,1807755166611094.5,1556022353380125.0,1303856672960966.5,1124738987266405.2,0.1040975656807116,0.0900314140716105,0.0774943949210053,0.0649358177376655,0.0560152410875947,0.0650420320927911,0.0562532474713775,0.0484198923241235,0.0405730673301177,0.0349993305288198
85,85,0.03,1150,500000.0,17.15,2.43,0.81,,1.1499999999999997,500000.0,100.0,1150.0,1.149537044230442,0.0459431521652543,0.0302830531154114,-9.542102653531149e-06,-3.36875517252976e-06,2068933195449844.8,1802023255813952.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004028317267788,100.04028317267786,2069766627381558.0,1802749167953788.0,1555626403335141.0,1303524889739992.5,1124452782860899.4,0.104022455996223,0.0906026764152334,0.0781827656059028,0.0655126325302195,0.0565128157820159,0.0663162124318816,0.0577608582541814,0.0498429386499134,0.0417654977883197,0.036027950509648
86,86,0.03,1160,500000.0,17.15,2.43,0.81,,1.16,500000.0,100.0,1160.0,1.159594412893148,0.0460119722024287,0.030120137628308,5.927569342218512e-06,7.461901199993618e-06,2048664322647363.2,1797473205257836.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000349809807605,100.03498098076048,2049380965519915.2,1798101979013942.2,1555543954250825.5,1303455802179309.0,1124393186223747.8,0.1038876304014093,0.0911497456854992,0.0788539457090933,0.0660750426102563,0.0569979646154475,0.0662327261591773,0.0581117898458143,0.0502727011150516,0.0421256138603938,0.0363385955326803
87,87,0.03,1170,500000.0,17.15,2.43,0.81,,1.1700000000000004,500000.0,100.0,1170.0,1.1506220191766814,0.0459431484865601,0.030152495817827,-3.864708733924924e-08,4.118959553038056e-06,2028395449844880.5,1792923154701719.5,1553522306525038.8,1303000000000000.0,1124000000000000.0,1.0241156891827767,102.41156891827764,2077311604053099.2,1836160732229108.8,1590986567607706.0,1334422743005157.8,1151106034641441.0,0.1037617289228453,0.0917162412151335,0.0794697900044944,0.0666544251993894,0.0574977543546536,0.0661333380014828,0.0584560535321854,0.0506506834247337,0.0424827118511441,0.0366466370841796
88,88,0.03,1180,500000.0,17.15,2.43,0.81,,1.18,500000.0,100.0,1180.0,1.1789413104206574,0.0462533682356598,0.0297208313483894,-4.120507980972414e-06,-2.1939706926278184e-06,2008126577042399.5,1788373104145601.0,1550790895295903.0,1303000000000000.0,1124000000000000.0,1.0009034908028638,100.09034908028636,2009940900935743.5,1789988882797286.0,1552192020606967.5,1304177248516131.2,1125015523662419.0,0.1036028735856422,0.0922653953943697,0.0800081005450055,0.0672241211412649,0.0579891881525569,0.066017054767768,0.0587926709956046,0.050982168474106,0.0428360559268598,0.0369514404158023
