,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
4231,4231,0.02,7550,100000.0,17.15,2.43,0.81,0.3,1.8967364168334,0.3,0.3,0.3,0.3,0.3,,1614.1,1.0612438563366378,7550.0,1.1511109242567727,0.0003329375514412,0.0004301286900034,2.253589652023111e-06,1.922762886822735e-06,8139740378102.013,172982748582.87198,2580575833470.7466,6.583716822348282,6.985805288923968,53581126566046.86,1138686262094.6074,16987047979866.787,0.0014294711197501,3.0378590941236984e-05,0.0004531911897577,0.0001816290093115,3.859912453428121e-06,5.758260218565902e-05
4232,4232,0.02,7550,100000.0,17.15,2.43,0.81,0.4,1.8967364168334,0.4,0.4,0.4,0.4,0.4,,764.1,0.5023830187886902,7550.0,1.1142315526691164,0.0003529660516274,0.0004261810516455,-2.698454813047846e-06,1.270633431876392e-07,3853277754109.255,81888432062.55652,1221620713930.3618,6.806862945912625,3.4151528311225605,26194222214710.035,556669911472.9773,8304463494400.183,0.000676698397002,1.4380943769406592e-05,0.0002145365145244,8.598149186234258e-05,1.8272468283652983e-06,2.72590708940351e-05
4233,4233,0.02,7550,100000.0,17.15,2.43,0.81,0.5,1.8967364168334,0.5,0.5,0.5,0.5,0.5,,49.6,0.0326111735792684,7550.0,1.1224530966285429,0.0004026700297681,0.0004877840037848,4.89901425952142e-06,-9.185635774282088e-06,250127701352.9892,5315621293.420761,79299028152.00359,6.7457397981868965,0.2201335527470198,1688424349569.642,35881769097.76424,535288212000.5592,4.392650240977105e-05,9.335097643797496e-07,1.3926202225381226e-05,5.581313959392999e-06,1.1861201765072478e-07,1.7694672377229958e-06
4234,4234,0.02,7550,100000.0,17.15,2.43,0.81,0.6,1.8967364168334,0.6,0.6,0.6,0.6,0.6,,5.1,0.0033531650252876,7550.0,1.0267986010558483,0.0004163041310261,0.0004401796610391,-2.738966731218898e-06,8.199099010271143e-06,25718775743.95655,546565899.1218927,8153730717.242305,13.16456631855767,0.032135633575084,246480309520.8948,5238108272.738702,78142680310.4406,4.516636336488555e-06,9.598588303098233e-08,1.4319280514000854e-06,5.738851046956511e-07,1.2195993750376942e-08,1.8194118774974358e-07
4235,4235,0.02,7550,100000.0,17.15,2.43,0.81,0.7,1.8967364168334,0.7,0.7,0.7,0.7,0.7,,,,7550.0,,,,,,,,,,,,,,,,,,,
4236,4236,0.02,7560,100000.0,17.15,2.43,0.81,0.2,1.89916580511888,0.2,0.2,0.2,0.2,0.2,,1208.7,0.7876295743320372,7560.0,1.07543341142391,0.0003355633635558,0.0004199393176615,-2.203892870568781e-06,4.346294381638738e-07,6041118835126.725,128383620616.12204,1902747364373.9688,7.065977546783044,5.565051653261739,42683946180517.55,907103419481.6636,13443994119734.344,0.0010595435816327,2.251702787563916e-05,0.0003337202614966,0.0001345122237638,2.858603973078536e-06,4.236678440334545e-05
4237,4237,0.02,7560,100000.0,17.15,2.43,0.81,0.3,1.89916580511888,0.3,0.3,0.3,0.3,0.3,,1584.4,1.0324483309106312,7560.0,1.1077157245854323,0.0003445011327205,0.0004098954010806,1.4562750230190223e-06,3.119782566066369e-06,7918878698084.541,168289077938.43283,2494177979741.968,6.857596486457721,7.078682869090192,54293497605921.77,1153825307661.7017,17100608726917.217,0.0013888813193836,2.951599153318664e-05,0.0004374504693599,0.0001763226336819,3.747143323360331e-06,5.553564425304917e-05
4238,4238,0.02,7560,100000.0,17.15,2.43,0.81,0.4,1.89916580511888,0.4,0.4,0.4,0.4,0.4,,745.0,0.4854670578947361,7560.0,1.0448948106873104,0.0003582303960179,0.00042040895877,3.3818994959896773e-06,-2.1939016416963795e-06,3723532334052.6274,79131130436.842,1172786288126.588,7.336185265545441,3.560061753872943,27305673652205.47,580290065881.2897,8600360296190.034,0.0006530652505306,1.3878700891330498e-05,0.0002056933853023,8.290858501207107e-05,1.761942549800206e-06,2.611338990691848e-05
4239,4239,0.02,7560,100000.0,17.15,2.43,0.81,0.5,1.89916580511888,0.5,0.5,0.5,0.5,0.5,,49.0,0.0319300481031436,7560.0,1.029649037112891,0.0004300419077207,0.000489529397653,9.683569328331653e-06,1.0914436770258974e-05,244903468951.1124,5204597840.812427,77136279353.29236,7.4105186729538275,0.237289138925042,1820007695555.0728,38678129644.78187,573240643061.2966,4.2953284934234295e-05,9.128273069465698e-07,1.3528826684321292e-05,5.453047873277156e-06,1.1588615428216125e-07,1.7175249737436315e-06
4240,4240,0.02,7560,100000.0,17.15,2.43,0.81,0.6,1.89916580511888,0.6,0.6,0.6,0.6,0.6,,6.2,0.0040401285354997,7560.0,0.8023034365336587,0.0003518394769545,0.0004025573303591,2.958154455484341e-05,7.833468742828496e-06,30987785867.2836,658540951.2864704,9760100652.865564,11.326172371345576,0.0391289865034964,300119326481.81793,6378024800.069925,94527400146.5642,5.434905440658218e-06,1.1550059802181093e-07,1.7118107233222862e-06,6.899774860064974e-07,1.4663146052028564e-08,2.1731948647368402e-07
4241,4241,0.02,7560,100000.0,17.15,2.43,0.81,0.7,1.89916580511888,0.7,0.7,0.7,0.7,0.7,,,,7560.0,,,,,,,,,,,,,,,,,,,
4242,4242,0.02,7570,100000.0,17.15,2.43,0.81,0.2,1.90357578030329,0.2,0.2,0.2,0.2,0.2,,1188.9,0.7660517725640933,7570.0,1.0793686098013495,0.0003515753056625,0.0004297674073375,-3.7284525544550434e-07,-2.100824051185601e-06,5875617095566.596,124866438927.9472,1838468480717.1167,7.059414196421744,5.402955133287059,41440665872311.74,880681686725.7906,12966698950423.658,0.0010292428657205,2.1873088280633264e-05,0.0003220479716177,0.0001305421450335,2.774233329918054e-06,4.084636815944058e-05
4243,4243,0.02,7570,100000.0,17.15,2.43,0.81,0.3,1.90357578030329,0.3,0.3,0.3,0.3,0.3,,1584.7,1.021080195123491,7570.0,1.1378563808770197,0.0003478908558876,0.0004125841534957,1.7014732312238485e-06,7.523720060562282e-07,7831685096597.178,166436071805.12906,2450518127170.003,6.6753743444069,6.811850051365065,52246889893970.05,1110331558372.5054,16347944177308.402,0.0013718909658569,2.9154918831120814e-05,0.0004292618560204,0.000174001292989,3.6978110504846e-06,5.4444645993999066e-05
4244,4244,0.02,7570,100000.0,17.15,2.43,0.81,0.4,1.90357578030329,0.4,0.4,0.4,0.4,0.4,,733.8,0.4728141901821276,7570.0,1.1341401061883516,0.0003405749796107,0.0004108720508853,2.020428340941392e-06,1.4441074414004832e-06,3626484838696.92,77068712999.6868,1134719632559.6943,6.769448229660216,3.2069658869491526,24597428352900.008,522735439572.712,7696484641183.623,0.0006352581502781,1.3500270990267213e-05,0.0001987709660805,8.057181093921416e-05,1.712282292450053e-06,2.52107536003007e-05
4245,4245,0.02,7570,100000.0,17.15,2.43,0.81,0.5,1.90357578030329,0.5,0.5,0.5,0.5,0.5,,53.4,0.0344075739380288,7570.0,1.051213442692248,0.0004461208528975,0.0005228305547392,-1.8980903191552018e-07,4.008555388647216e-06,263906092104.6818,5608434551.898714,82575672361.25331,7.271821783248777,0.2499485575981284,1917105436777.6453,40741614888.49495,599858340392.2864,4.622892508157105e-05,9.824399984740654e-07,1.4464935389344944e-05,5.863361548315667e-06,1.2460598857567846e-07,1.834633745238563e-06
4246,4246,0.02,7570,100000.0,17.15,2.43,0.81,0.6,1.90357578030329,0.6,0.6,0.6,0.6,0.6,,6.9,0.0044459224751385,7570.0,0.9431261046360084,0.0004214731422875,0.0004526113586378,3.008802582127572e-05,-8.022432709023576e-06,34100225384.312824,724685363.4475867,10669890248.925991,9.785387315918667,0.038547632171782,295660338757.5689,6283264044.000485,92511510699.71474,5.973400431888395e-06,1.2694449418485117e-07,1.869064685140077e-06,7.576253686025862e-07,1.6100773804722497e-08,2.370594165195896e-07
4247,4247,0.02,7570,100000.0,17.15,2.43,0.81,0.7,1.90357578030329,0.7,0.7,0.7,0.7,0.7,,,,7570.0,,,,,,,,,,,,,,,,,,,
4248,4248,0.02,7580,100000.0,17.15,2.43,0.81,0.2,1.90601426506034,0.2,0.2,0.2,0.2,0.2,,1197.0,0.7606860264034349,7580.0,1.1593046088603842,0.0003486897048635,0.0004228866758202,1.1702611780366312e-06,-5.013038096506467e-07,5834461822514.346,123991822303.75986,1814169678959.2527,6.5810861118684345,5.006299054899996,38398313751082.97,816026745948.6995,11939585629229.23,0.0010207620308644,2.1692856718502247e-05,0.0003173961167559,0.0001293460013769,2.7488133278300207e-06,4.021889266415827e-05
4249,4249,0.02,7580,100000.0,17.15,2.43,0.81,0.3,1.90601426506034,0.3,0.3,0.3,0.3,0.3,,1574.3,1.000457820690833,7580.0,1.1700191209081825,0.0003605978342468,0.0004375936859521,1.823027145694907e-07,2.023766479718319e-06,7673511484698.692,163074624772.60587,2386004449110.7363,6.506434955746903,6.5094947476113045,49927824714178.71,1061047643860.6426,15524575957173.938,0.0013425109984878,2.853054664322313e-05,0.0004174408576515,0.0001701164661385,3.615252148707437e-06,5.289607579046314e-05
4250,4250,0.02,7580,100000.0,17.15,2.43,0.81,0.4,1.90601426506034,0.4,0.4,0.4,0.4,0.4,,737.5,0.468676645340462,7580.0,1.173707358657157,0.0003513442751075,0.0004177532348054,7.748998543303267e-07,1.9213783959478854e-06,3594749869761.345,76394293190.49533,1117752830603.5493,6.544363098190618,3.0643558764208736,23503609572148.1,499490007856.60223,7308220900057.607,0.00062891562052,1.3365481896320306e-05,0.0001955552515517,7.969312950339288e-05,1.6936088799286885e-06,2.477981064312174e-05
4251,4251,0.02,7580,100000.0,17.15,2.43,0.81,0.5,1.90601426506034,0.5,0.5,0.5,0.5,0.5,,51.0,0.0324101815760861,7580.0,1.0625904918458766,0.0004331508265015,0.0005309442354628,2.0316249222072217e-06,4.033247666721663e-06,248586092688.58112,5282859596.902051,77295449980.72006,7.167666052305693,0.230584028557481,1768579499035.88,37585196654.86942,549922752017.7933,4.349111409698338e-05,9.242570531692684e-07,1.3523142819178265e-05,5.510982514810899e-06,1.1711735983235681e-07,1.7135869054904529e-06
4252,4252,0.02,7580,100000.0,17.15,2.43,0.81,0.6,1.90601426506034,0.6,0.6,0.6,0.6,0.6,,6.8,0.0043213575434781,7580.0,1.1318213711050498,0.0004362816167168,0.0005082962389524,-3.6260234923793873e-05,3.64521907203805e-05,33144812358.47748,704381279.58694,10306059997.42934,6.979958726194733,0.0303772240263759,232993308282.3039,4951487516.299289,72447023932.02133,5.798815212931117e-06,1.232342737559025e-07,1.803085709223768e-06,7.347976686414532e-07,1.561564797764757e-08,2.2847825406539373e-07
4253,4253,0.02,7580,100000.0,17.15,2.43,0.81,0.7,1.90601426506034,0.7,0.7,0.7,0.7,0.7,,,,7580.0,,,,,,,,,,,,,,,,,,,
4254,4254,0.02,7590,100000.0,17.15,2.43,0.81,0.2,1.90845709283376,0.2,0.2,0.2,0.2,0.2,,1182.5,0.7389918013984282,7590.0,1.1762312985545578,0.0003087010997074,0.000411273996826,4.866689650840997e-07,-2.4949182456658484e-06,5668067116725.944,120455663627.9438,1752383125302.093,6.498384376189259,4.8090575752380245,36885471602075.65,783876384763.7981,11403795451459.578,0.0009904085791717,2.104779640221597e-05,0.0003062023165133,0.0001253836259224,2.6646063918334333e-06,3.876456395644128e-05
4255,4255,0.02,7590,100000.0,17.15,2.43,0.81,0.3,1.90845709283376,0.3,0.3,0.3,0.3,0.3,,1591.6,0.9946548423727174,7590.0,1.1369939839735708,0.0003437932215849,0.0004281763225602,-2.456148132321939e-06,1.0047978598200734e-06,7629002640998.744,162128739306.75293,2358640999772.3564,6.702038223431157,6.663442503497194,51108604001823.47,1086141128070.0426,15801128209342.068,0.001333052257598,2.832953298415809e-05,0.0004121366655075,0.0001687615890216,3.5864588018960603e-06,5.217562790111792e-05
4256,4256,0.02,7590,100000.0,17.15,2.43,0.81,0.4,1.90845709283376,0.4,0.4,0.4,0.4,0.4,,717.6,0.4484570965611095,7590.0,1.0741736296195086,0.0003513781110116,0.0004069289877348,2.877826770272247e-06,9.417955946387693e-08,3439665930623.71,73098506739.46085,1063433514348.23,7.184092712169596,3.23014476782408,24775210369210.688,526513597155.3249,7659694157237.24,0.0006010293415759,1.277285302175914e-05,0.000185818843408,7.608904013696715e-05,1.6170161072132526e-06,2.3524271539232357e-05
4257,4257,0.02,7590,100000.0,17.15,2.43,0.81,0.5,1.90845709283376,0.5,0.5,0.5,0.5,0.5,,48.3,0.0301846122685361,7590.0,1.0845586956201616,0.0004266055831273,0.0004722107764313,1.0298661996401827e-05,1.2868800411634166e-05,231515976099.6728,4920091799.771403,71577255773.43857,7.037276714419311,0.2122947613687084,1628300819697.994,34604046103.09949,503417976638.6657,4.045389799069421e-05,8.597112610799421e-07,1.250703753708081e-05,5.121377701526636e-06,1.0883762260089205e-07,1.5833644305252548e-06
4258,4258,0.02,7590,100000.0,17.15,2.43,0.81,0.6,1.90845709283376,0.6,0.6,0.6,0.6,0.6,,5.8,0.0036246532330746,7590.0,0.987895743571672,0.0003610477826651,0.0003935658149064,-4.448242130860565e-05,2.986949301024424e-05,27801090297.68328,590818476.991183,8595198415.858047,8.745896267995978,0.0316067023262779,242423406842.5521,5151892479.183308,74949480763.12137,4.857817978178601e-06,1.0323654894955829e-07,1.5018802839558734e-06,6.149894548417079e-07,1.306952817981726e-08,1.9013485915210098e-07
4259,4259,0.02,7590,100000.0,17.15,2.43,0.81,0.7,1.90845709283376,0.7,0.7,0.7,0.7,0.7,,,,7590.0,,,,,,,,,,,,,,,,,,,
4260,4260,0.02,7600,100000.0,17.15,2.43,0.81,0.2,1.91089411501287,0.2,0.2,0.2,0.2,0.2,,1183.8,0.7413296534244882,7600.0,1.121665063502951,0.0003349346872355,0.0004290798138974,-1.976800106373761e-06,1.9465814180843347e-06,5685998441765.823,120836733508.19156,1747847401297.597,6.85191348769808,5.082129852217674,38979935966509.56,828387165911.481,11982236801431.828,0.0009922890911742,2.1087760346990485e-05,0.0003050246895259,0.0001255070929795,2.6672302680147e-06,3.858025086631255e-05
4261,4261,0.02,7600,100000.0,17.15,2.43,0.81,0.3,1.91089411501287,0.3,0.3,0.3,0.3,0.3,,1577.0,0.987562817579336,7600.0,1.1014996032140516,0.0003493933147374,0.000410096737161,7.617963404202198e-07,2.120084581808895e-07,7574606810833.506,160972739265.4317,2328396141110.247,6.942937863808905,6.85918139857147,52609921327043.17,1118046567967.15,16172025936290.354,0.0013218786085334,2.8092074731545863e-05,0.0004063388540145,0.0001671943619097,3.5531526716161365e-06,5.13947082414047e-05
4262,4262,0.02,7600,100000.0,17.15,2.43,0.81,0.4,1.91089411501287,0.4,0.4,0.4,0.4,0.4,,723.1,0.4528260452705249,7600.0,1.096866007103563,0.0003399995734018,0.0004344859653667,3.086548896285659e-06,3.0008217637510357e-06,3473175767224.926,73810645379.09555,1067636810169.1945,6.9884185651617,3.165043206134471,24275881391051.395,515902042599.91895,7462284177197.347,0.000606119481186,1.2881026784008126e-05,0.0001863180883563,7.666343886935265e-05,1.629223016389111e-06,2.3565956581711942e-05
4263,4263,0.02,7600,100000.0,17.15,2.43,0.81,0.5,1.91089411501287,0.5,0.5,0.5,0.5,0.5,,52.4,0.0328143891193133,7600.0,1.0539729130784803,0.0004307561354611,0.000535253226037,-7.310875119777972e-06,1.1687609737118492e-05,251686364545.1336,5348745426.44808,77367126058.45082,7.252325375068092,0.2384868217047048,1829193922475.0864,38873351937.8669,562285036939.7115,4.392291635203182e-05,9.334335548084992e-07,1.3501684179053162e-05,5.555475310128721e-06,1.1806290424393503e-07,1.707725245307296e-06
4264,4264,0.02,7600,100000.0,17.15,2.43,0.81,0.6,1.91089411501287,0.6,0.6,0.6,0.6,0.6,,6.4,0.004007864319916,7600.0,1.1396745327814832,0.0003432267042539,0.0004514983622499,4.833738228381581e-06,-2.2928677589246405e-05,30740319333.75677,653281884.1463304,9449419976.60468,6.964662581667445,0.0278207830195252,213385405759.75885,4534787632.182619,65593603436.90159,5.364631004828316e-06,1.140071517323358e-07,1.6490606630904628e-06,6.785313355882407e-07,1.4419896701549312e-08,2.0857712919783775e-07
4265,4265,0.02,7600,100000.0,17.15,2.43,0.81,0.7,1.91089411501287,0.7,0.7,0.7,0.7,0.7,,,,7600.0,,,,,,,,,,,,,,,,,,,
4266,4266,0.02,7610,100000.0,17.15,2.43,0.81,0.2,1.9133402868826,0.2,0.2,0.2,0.2,0.2,,1197.3,0.7683285834325033,7610.0,1.1811870624353105,0.0003503132615356,0.0003874169835736,9.489988465006644e-07,-4.44615135198017e-07,5893080234927.302,125237559099.49808,1801056704052.413,6.475565736390538,4.973085685217933,38143567205621.55,810612966690.5232,11657524536148.783,0.0010271225389309,2.182802788080193e-05,0.0003139115472517,0.0001297970967281,2.758399839203961e-06,3.966888654312094e-05
4267,4267,0.02,7610,100000.0,17.15,2.43,0.81,0.3,1.9133402868826,0.3,0.3,0.3,0.3,0.3,,1577.6,1.012373818778182,7610.0,1.108843654564771,0.0003534147675985,0.0004331940245754,4.117332089101905e-06,-2.262448348752209e-06,7764907190028.656,165016932460.8437,2373128753289.14,6.947335822643142,7.044668153667574,54032604738630.28,1148280909047.8147,16513568647029.426,0.0013533688444144,2.8761293564481024e-05,0.00041361969176,0.0001710247221233,3.634554068594478e-06,5.226896802006815e-05
4268,4268,0.02,7610,100000.0,17.15,2.43,0.81,0.4,1.9133402868826,0.4,0.4,0.4,0.4,0.4,,700.2,0.4493307225586226,7610.0,1.0348678844279675,0.0003515117356851,0.0004104397279595,1.76087786476217e-06,1.7755064900002467e-06,3446366642024.6357,73240907777.0555,1053286481397.728,7.4812728774015635,3.361493165025132,25782652575742.75,547923385899.0963,7879753442788.234,0.0006006775258994,1.2765376365269786e-05,0.0001835804438199,7.590739758546404e-05,1.6131559069661855e-06,2.319899303223359e-05
4269,4269,0.02,7610,100000.0,17.15,2.43,0.81,0.5,1.9133402868826,0.5,0.5,0.5,0.5,0.5,,46.7,0.0299682158575944,7610.0,1.0769941928143711,0.0004141643889017,0.0005113165535817,1.9473522272941327e-05,-1.84926572094916e-06,229856215627.74997,4884819184.787906,70249184063.51598,7.100426966419184,0.2128730997451424,1632736675045.242,34698315258.45823,499000729213.51575,4.00623257062366e-05,8.513897118796044e-07,1.224393991201765e-05,5.062661335677195e-06,1.0758980413499123e-07,1.5472621745291468e-06
4270,4270,0.02,7610,100000.0,17.15,2.43,0.81,0.6,1.9133402868826,0.6,0.6,0.6,0.6,0.6,,6.9,0.0044278520217858,7610.0,0.9947152079257816,0.0004390415972253,0.0004728967981688,7.831893579928562e-06,-3.8801145935089546e-07,33961625007.09795,721739879.5511038,10379429765.273235,7.934515669719507,0.0343651716773264,263580866765.09436,5601522983.404221,80556189330.93913,5.9192729630199685e-06,1.2579419725844266e-07,1.8090617857156704e-06,7.480163429587289e-07,1.5896566349709623e-08,2.2861047118310745e-07
4271,4271,0.02,7610,100000.0,17.15,2.43,0.81,0.7,1.9133402868826,0.7,0.7,0.7,0.7,0.7,,,,7610.0,,,,,,,,,,,,,,,,,,,
4272,4272,0.02,7620,100000.0,17.15,2.43,0.81,0.2,1.91578543191461,0.2,0.2,0.2,0.2,0.2,,1188.6,0.7754982530524174,7620.0,1.1790977111637404,0.0003571197519041,0.0004224028246871,-5.348945010693728e-07,-7.435389041629465e-07,5948071600912.041,126406215247.54404,1807319207104.4575,6.515341831557711,5.053877811503191,38763242814229.47,823782083275.0203,11778196021895.33,0.0010354552083136,2.2005110685154337e-05,0.0003146226561553,0.000130725986442,2.7781402594607954e-06,3.972103935808023e-05
4273,4273,0.02,7620,100000.0,17.15,2.43,0.81,0.3,1.91578543191461,0.3,0.3,0.3,0.3,0.3,,1585.5,1.0344543834886486,7620.0,1.157220880625755,0.0003684976482502,0.0004248584936313,-2.777902672009861e-06,8.274857910098111e-07,7934265121357.935,168616064508.6497,2410823323964.4272,6.612888248960337,6.843527363648702,52489854879185.55,1115494960274.7383,15949021677333.465,0.0013812167531392,2.9353107009348985e-05,0.0004196821650129,0.0001743783034695,3.7058231376199656e-06,5.2984778649029287e-05
4274,4274,0.02,7620,100000.0,17.15,2.43,0.81,0.4,1.91578543191461,0.4,0.4,0.4,0.4,0.4,,696.7,0.4545596776893985,7620.0,1.102129968452482,0.0003448415396741,0.0004036344290856,3.2220868271011906e-06,2.515765202970938e-06,3486472727877.6865,74093227463.37195,1059363361593.1984,6.990815435785367,3.18034915719589,24393278035692.48,518396912622.93005,7411887898489.045,0.0006069339084907,1.289833469152535e-05,0.0001844166284228,7.662526901751607e-05,1.6284118448311762e-06,2.3282557732436893e-05
4275,4275,0.02,7620,100000.0,17.15,2.43,0.81,0.5,1.91578543191461,0.5,0.5,0.5,0.5,0.5,,46.9,0.0305997543901718,7620.0,1.07366718599886,0.0004327431614346,0.0005059382429829,-1.010935976258339e-05,-2.277753342468192e-06,234700116172.6188,4987759965.598027,71313537618.37378,7.16866681608428,0.2176051264638458,1669031319977.698,35469635613.60687,507134507491.8185,4.085718430919798e-05,8.682817525944293e-07,1.2414439318265426e-05,5.158210301308317e-06,1.0962037537330585e-07,1.5673201631280184e-06
4276,4276,0.02,7620,100000.0,17.15,2.43,0.81,0.6,1.91578543191461,0.6,0.6,0.6,0.6,0.6,,,,7620.0,,,,,,,,,,,,,,,,,,,
4277,4277,0.02,7620,100000.0,17.15,2.43,0.81,0.7,1.91578543191461,0.7,0.7,0.7,0.7,0.7,,,,7620.0,,,,,,,,,,,,,,,,,,,
4278,4278,0.02,7630,100000.0,17.15,2.43,0.81,0.2,1.91822939385235,0.2,0.2,0.2,0.2,0.2,,1206.5,0.7957237869888225,7630.0,1.1264843834296698,0.0003576285294459,0.0003968354192137,5.521909814776516e-07,9.798456925121831e-07,6103201446204.27,129702977279.17809,1841903040549.4287,6.802122261320813,5.409570511663524,41491405824459.234,881759993401.1543,12521812890883.88,0.0010610943593118,2.254998442866158e-05,0.0003202307746111,0.000133844631889,2.8444165577467587e-06,4.0393363484833145e-05
