,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
10,10,0.02,1000,100000.0,17.15,2.43,0.81,1.2548110036432727,,0.005,14.885,0.0003232445568051,50.0,0.0031438179582247,7.35567134239075e-06,4.930972702909047e-06,1.439913698637462e-07,-4.4931423656567464e-08,6544772320.470656,4693510964.811158,3400532737.590453,2607613839.747356,2050340223.8152328,1634647723.7637756,0.0825640785657171,0.0005344354462354,10820780248.152294,7760002679.338811,5622260894.396993,4311290744.781419,3389924035.471493,2702640051.6126986,2.858665531595616e-07,2.0500603168892007e-07,1.4853054086552605e-07,1.1389694611807977e-07,8.955600957319695e-08,7.139913927347577e-08,1.5062871137132498e-07,1.0802171165304153e-07,7.826366436570227e-08,6.001454186674146e-08,4.718882348589823e-08,3.762161128301865e-08
11,11,0.02,1050,100000.0,17.15,2.43,0.81,1.265621692098661,,0.00525,16.25,0.000463374754143,52.5,0.0035533612464882,7.312591055341209e-06,4.898523012100923e-06,-2.6137042964761343e-08,-2.55797296755238e-08,9118091288.213484,6728201430.156484,4874702413.58445,3738044141.671649,2939186065.5291038,2343286131.701194,0.0750477161876527,0.0006954710922749,13685184294.092178,10098240259.832573,7316355890.732691,5610365301.382188,4411373138.300138,3516997313.6345253,4.183475561373804e-07,3.086969121645508e-07,2.236564404938755e-07,1.7150537124183404e-07,1.348529279517731e-07,1.07512416309651e-07,2.1562296127938197e-07,1.591072814032729e-07,1.1527607440512613e-07,8.839658671351259e-08,6.95053364973113e-08,5.5413603447407116e-08
12,12,0.02,1100,100000.0,17.15,2.43,0.81,1.2772359716415136,,0.0055,17.065,0.0006274440392685,55.0,0.0032529508699127,7.131556058127442e-06,5.169557042019276e-06,2.6906700417092183e-08,2.7320807296684002e-08,11971018039.137917,9110487450.178995,6600711293.104891,5061591064.779197,3979877541.08026,3172984506.580935,0.0894690078305571,0.0011198361113373,21365376751.88629,16260020336.61822,11780675891.268852,9033717910.158346,7103120454.212767,5663011215.032943,5.755449202514317e-07,4.380157774236005e-07,3.17350274001121e-07,2.433521540272855e-07,1.9134532205219682e-07,1.5255136270186965e-07,2.897155617302538e-07,2.2048667712600933e-07,1.5974654568633738e-07,1.224976600809585e-07,9.631866343045989e-08,7.679071117260533e-08
13,13,0.02,1150,100000.0,17.15,2.43,0.81,1.2881404145939348,,0.00575,18.0525,0.0008284507058167,57.5,0.0037424487865854,6.896701586848751e-06,5.350018108215758e-06,2.2763991877332183e-09,1.0825224755782205e-08,15278132085.963476,12029104248.459965,8715301425.192757,6683111843.8241415,5254862826.995976,4189475219.315568,0.0785715426127424,0.0013034449135429,24037885918.937054,18926020144.64433,13712240490.47234,10514890117.551365,8267751086.603238,6591520927.78694,7.681585979246986e-07,6.048029825764087e-07,4.3819059068208133e-07,3.36015541352885e-07,2.6420560044642986e-07,2.1063971645240362e-07,4.897151126983612e-07,3.855729293050825e-07,2.793544914799909e-07,2.142160344837535e-07,1.6843588778113905e-07,1.342866600203721e-07
14,14,0.02,1200,100000.0,17.15,2.43,0.81,1.2978919623625709,,0.006,18.9575,0.0010320490433259,60.0,0.0038874805925229,7.579607410329109e-06,5.307411231004243e-06,-2.4263002367854846e-08,2.1987907277409734e-08,18339029669.775917,14985352109.092327,10857155935.788654,8325539632.510178,6546287081.816298,5219072012.099165,0.0791001020417073,0.0016315463954055,28991817730.4185,23690053661.28817,17163868079.666082,13161684771.73634,10348898786.057222,8250730121.5657215,9.62179964463441e-07,7.862251067493249e-07,5.696341682508885e-07,4.368097752167222e-07,3.43459080723896e-07,2.738250939966486e-07,6.127450247675659e-07,5.00691700410378e-07,3.627601025011829e-07,2.781735500833691e-07,2.18725031384506e-07,1.7438002265669988e-07
15,15,0.02,1250,100000.0,17.15,2.43,0.81,1.3093104754810685,,0.00625,20.0275,0.001289588884966,62.5,0.0041209435324435,7.580107133604e-06,5.3785245063494375e-06,2.1449279874837198e-09,2.3429114928119595e-09,22018712820.73033,18724830609.70737,13566475069.843086,10403113535.021309,8179862297.3398,6521450991.273429,0.0789347724194965,0.0020337398886496,34724504128.630745,29529903183.19292,21394943628.59432,16406179681.736725,12900012113.70473,10284622616.90128,1.2035945602465372e-06,1.0235432219345389e-06,7.415753922005057e-07,5.686586206161103e-07,4.471304860007422e-07,3.564778287412507e-07,7.643448994084945e-07,6.500029718060136e-07,4.709387922451282e-07,3.611276841294154e-07,2.839510227386739e-07,2.263818890098493e-07
16,16,0.02,1300,100000.0,17.15,2.43,0.81,1.320797754381538,,0.0064999999999999,20.55,0.0015295335713108,65.0,0.0039921689713577,7.091903200800279e-06,5.3972029303073984e-06,2.6289972504081493e-08,1.3627483845765311e-08,25006304504.83981,22170739853.845013,16090693170.18986,12338747319.764414,9701831442.824553,7734851270.118834,0.086235385422052,0.0026242888890075,42904430669.63899,38039326073.54247,27607519112.359425,21170138467.623898,16645864422.974888,13271028911.711178,1.4214753045908585e-06,1.2602885476600296e-06,9.146702572843918e-07,7.013921069879458e-07,5.514974754709978e-07,4.396851227269173e-07,8.989931839286096e-07,7.970527595312399e-07,5.784710604434825e-07,4.435861259123168e-07,3.487872563111225e-07,2.78073018313944e-07
17,17,0.02,1350,100000.0,17.15,2.43,0.81,1.3302547444368489,,0.0067499999999999,21.8425,0.0018304804521912,67.5,0.0046516908877669,7.592747296555393e-06,5.189362427976794e-06,1.0100272435339571e-08,2.42851443632671e-08,28526999723.535248,26219958384.52014,19256654357.05213,14766485807.826956,11610737508.24921,9256739646.73124,0.074790309792146,0.0027350057412146,42623513367.81473,39176455902.72546,28772260397.57826,22063291314.378693,17348141416.52461,13830924033.322552,1.6834223090333752e-06,1.5472802367650424e-06,1.13636491240478e-06,8.713931319742738e-07,6.851675512721976e-07,5.462545020941988e-07,1.095490074020954e-06,1.0068953773567285e-06,7.394914961771758e-07,5.670606368499313e-07,4.4587400762850076e-07,3.554760927916328e-07
18,18,0.02,1400,100000.0,17.15,2.43,0.81,1.3411336168348729,,0.007,23.41,0.0022275821421971,70.0,0.0043842510417886,7.896193535644332e-06,5.259572194571211e-06,-7.625578606568148e-09,-4.101326879429585e-08,32964883101.3136,31510640912.9006,23434164135.91448,17969905141.104767,14129553527.956802,11264882893.091208,0.0828078896649071,0.0036952444188677,54684089080.82135,52271706512.01752,38873971286.48915,29809536727.006462,23438935348.878387,18686851026.21441,2.0164698267478718e-06,1.9275134823644835e-06,1.433473455673976e-06,1.0992234189089318e-06,8.643081871996225e-07,6.890755955649522e-07,1.317694021341946e-06,1.259564094675267e-06,9.367258449586276e-07,7.183048851027803e-07,5.647958207768608e-07,4.5028731919731734e-07
19,19,0.02,1450,100000.0,17.15,2.43,0.81,1.3514146346328102,,0.0072499999999999,23.6775,0.002491993069606,72.5,0.0047949368957728,7.387850791375249e-06,5.300371195457913e-06,-9.466625311632105e-08,-7.677086800589976e-08,34823697064.12358,34800931794.91127,26215767092.256,20102908092.51228,15806712040.511389,12602008952.997965,0.0778514178643158,0.0038858868400231,54302296339.7806,54266797340.55758,40879529557.04308,31347449138.46639,24648180226.266552,19650929749.996845,2.2040672366119677e-06,2.202626373400025e-06,1.6592526986521392e-06,1.2723566083675674e-06,1.0004410520485282e-06,7.976084502931434e-07,1.436206419933335e-06,1.4352675297938413e-06,1.0811963167507737e-06,8.290884683677272e-07,6.519038248241591e-07,5.197347693734469e-07
20,20,0.02,1500,100000.0,17.15,2.43,0.81,1.3631157993992875,,0.0074999999999999,24.4675,0.0028855365125931,75.0,0.0049290517588957,7.94011583086775e-06,5.253406930189429e-06,-4.785662664276159e-08,4.931177193347531e-09,37871343431.24156,39754408620.862366,30355844112.480324,23277623047.08924,18302958099.378586,14592158144.183746,0.0782732046170379,0.0045188507692648,59307844018.08342,62256789749.16575,47538310092.66675,36453569155.65995,28663070429.44725,22851828340.1726,2.475608489125276e-06,2.5987024104556684e-06,1.984328480869952e-06,1.5216328759674814e-06,1.1964444443116075e-06,9.538734912318771e-07,1.608295718494174e-06,1.6882645130422484e-06,1.2891323542830588e-06,9.885390401142051e-07,7.772781866176274e-07,6.196903341834058e-07
21,21,0.02,1550,100000.0,17.15,2.43,0.81,1.373933798538699,,0.0077499999999999,25.610000000000003,0.003299263621575,77.5,0.0051979183144385,7.75546131503375e-06,5.290878147114351e-06,2.504992807086785e-08,3.915738322051085e-08,40388917511.07509,44829663704.28124,34708253298.97001,26615159635.246304,20927229151.65083,16684376134.305264,0.0758357138616841,0.0050040738576727,61258859381.592575,67994247784.22463,52642856982.7175,40367863809.84621,31740840479.218357,25305601498.25118,2.7218665921572738e-06,3.0211347937430902e-06,2.339038551867449e-06,1.7936334598778245e-06,1.4103157352181771e-06,1.1243838361971188e-06,1.776492729823142e-06,1.97181743306772e-06,1.5266306563817344e-06,1.170658698196906e-06,9.204770202879604e-07,7.338565807340713e-07
22,22,0.02,1600,100000.0,17.15,2.43,0.81,1.383562410751065,,0.008,26.4575,0.0037403273791715,80.0,0.005389115421841,7.895230744943499e-06,5.523242175236384e-06,2.442297794407347e-09,-2.839840788946976e-08,42365837213.61055,50094994455.1866,39348244028.88516,30173220967.77724,23724896566.08541,18914835556.47074,0.0755602154141058,0.0056651707473968,64168100099.48389,75874828165.81296,59597596262.61477,45700932419.25033,35934178050.738174,28648768469.585827,2.9373108419143404e-06,3.473189249086439e-06,2.728094884885331e-06,2.091971619426803e-06,1.64489599380491e-06,1.3114045468502966e-06,1.912808416534328e-06,2.261778199660772e-06,1.776564734807556e-06,1.362314421643779e-06,1.071173965103073e-06,8.540007475210848e-07
23,23,0.02,1650,100000.0,17.15,2.43,0.81,1.3943885337529478,,0.00825,26.9675,0.0041112678520123,82.5,0.0051312908731563,7.870033089845812e-06,4.8021165867035565e-06,2.9241116531604383e-08,-2.838422177910641e-08,42675001212.02555,54243129257.22078,43250537803.16945,33165597762.183266,26077771985.31405,20790681527.626225,0.0839511299723245,0.0068769189686458,71382487321.59795,90732498570.996,72345187550.15393,55476105320.06576,43620297018.12038,34776579224.44186,3.0372175105569603e-06,3.860531396095437e-06,3.0781789578432444e-06,2.360424871950708e-06,1.8559780541444567e-06,1.479691158727498e-06,1.9736294993213376e-06,2.508631212584092e-06,2.0002468622260717e-06,1.5338394902640417e-06,1.2060423809030387e-06,9.615255116233116e-07
24,24,0.02,1700,100000.0,17.15,2.43,0.81,1.4036493387576896,,0.0084999999999999,28.9675,0.0047571483594875,85.0,0.0055416637823338,7.84670293412775e-06,5.373068803208007e-06,-2.0201311677380824e-08,6.079981964575398e-08,44729542921.73291,61808735439.88545,50045200741.80878,38375915815.98588,30174592044.22939,24056899253.92843,0.0783205323961736,0.0074384241895463,69940495631.75966,96646048867.5706,78252222474.02765,60005767937.07044,47181924634.29253,37616111126.535904,3.260903478767333e-06,4.506022356785658e-06,3.648429170853046e-06,2.797707045748243e-06,2.199808577064721e-06,1.753812387547895e-06,2.1146220504305835e-06,2.922053442377282e-06,2.3659236847563543e-06,1.81424965446098e-06,1.4265260392024292e-06,1.1373076115791714e-06
25,25,0.02,1750,100000.0,17.15,2.43,0.81,1.4139909691678851,,0.0087499999999999,29.345,0.0051478111452048,87.5,0.0058836062882915,7.441190023931017e-06,5.2632786096910585e-06,-6.875663485983917e-09,1.7946589469231166e-08,43217316186.8032,65820209275.30422,54154973247.55526,41527392508.3677,32652566094.034504,26032480961.301037,0.0761729281676176,0.0078748745957412,66111777556.67867,100688599346.01208,82843680747.19844,63526613363.84505,49950329560.78703,39823240830.66373,3.2195745477113943e-06,4.903429671379927e-06,4.034400765336315e-06,3.093679750377192e-06,2.4325289025216965e-06,1.9393502538313445e-06,2.0854657935735104e-06,3.176175826749096e-06,2.613266029095803e-06,2.003917971170708e-06,1.5756603063264903e-06,1.2562059229218137e-06
26,26,0.02,1800,100000.0,17.15,2.43,0.81,1.4254949010421352,,0.009,29.945,0.0055811891289775,90.0,0.0060695826823132,7.88798884741525e-06,5.217985059944179e-06,1.6948002339624492e-08,-9.513034548857185e-09,41063229284.6805,70215370364.0884,58714109636.84401,45023452703.46203,35401482645.104706,28224073425.239563,0.0756775203213168,0.0084514029265122,62180637159.69563,106324722719.06454,88908758786.90872,68177467408.17422,53607248762.8671,42738744599.37237,3.117726880589883e-06,5.331104041938513e-06,4.457870485918709e-06,3.4184069591165616e-06,2.687858601918477e-06,2.142913597651228e-06,2.0227593905934065e-06,3.458783009570574e-06,2.892235186981863e-06,2.217838522184666e-06,1.7438638584625434e-06,1.3903073517649503e-06
27,27,0.02,1850,100000.0,17.15,2.43,0.81,1.4349253760946743,,0.00925,31.24,0.006202576869948,92.5,0.0062579691420916,7.740288962353752e-06,5.562606653781033e-06,3.750559867090387e-08,2.100875701790151e-08,39006023773.87376,76732347810.07779,65251108671.853065,50036187609.870605,39342945086.08024,31366431231.3271,0.0756223938478886,0.0093762087893875,58963980715.76312,115993486103.01392,98637716464.35654,75637876303.98898,59473292351.08494,47415487847.9326,3.061487419257149e-06,6.0225343355267495e-06,5.121399952208905e-06,3.927218005179313e-06,3.087931549132563e-06,2.4618744827311e-06,1.9584876671423437e-06,3.852721767492007e-06,3.2762501592583544e-06,2.512310839803911e-06,1.975404444883626e-06,1.574904663057937e-06
28,28,0.02,1900,100000.0,17.15,2.43,0.81,1.445357187644887,,0.0094999999999999,32.505,0.0067909254500641,95.0,0.0060069273037032,7.477874497805504e-06,5.557757197932406e-06,5.429757374084693e-08,2.9730165749851115e-08,35237337076.70526,82563493088.58444,71440535734.67435,54782395605.66711,43074840129.7566,34341710000.97416,0.0817939120728446,0.0111422027052094,57815618119.727066,135465951262.13338,117215972458.80312,89884149222.9244,70674991759.14337,56346119080.24404,2.845160625948791e-06,6.666406123850751e-06,5.7683076029965e-06,4.423283025987606e-06,3.4779824264087493e-06,2.7728452042170967e-06,1.8008093561622727e-06,4.2194196033517015e-06,3.650979212197489e-06,2.799662481444595e-06,2.201346116251774e-06,1.755038201148546e-06
29,29,0.02,1950,100000.0,17.15,2.43,0.81,1.453227537561713,,0.0097499999999999,33.3375,0.0073108675236433,97.5,0.0064455372709511,7.778695353975252e-06,5.716037805266862e-06,1.0231386451521513e-07,-3.7511489894455885e-09,29674185824.022472,87305745374.81027,76910326348.7282,58976768313.23103,46372832702.46986,36971057067.06449,0.0768166708939626,0.0112174736159241,45530765737.24008,133958096230.48232,118007822439.52202,90491359659.66013,71152435145.80687,56726764075.72842,2.462365869549144e-06,7.244636429160998e-06,6.3820238823065e-06,4.893896070208032e-06,3.848020673525444e-06,3.067860719851517e-06,1.5414681009434762e-06,4.535222038523912e-06,3.995217102258017e-06,3.063632734212494e-06,2.408903239507853e-06,1.9205145329010265e-06
30,30,0.02,2000,100000.0,17.15,2.43,0.81,1.4656896307688272,,0.01,33.62,0.0077110053295336,100.0,0.0068750214698241,7.295414874751733e-06,5.241236864980167e-06,1.219843795318238e-08,-1.4205532523376377e-08,22360908436.52077,90389662634.355,81119776066.6938,62204679993.34782,48910906805.23182,38994553951.45158,0.0748321128287674,0.0115431270748031,33473561041.67132,135310418998.2514,121433696826.929,93118406112.43692,73218055035.4763,58373593617.27946,1.9058095963330505e-06,7.70386797776275e-06,6.91379995223025e-06,5.301675305573624e-06,4.168653336217764e-06,3.3234872964296453e-06,1.17916757297099e-06,4.766557647369072e-06,4.2777246611451485e-06,3.2802666199104485e-06,2.5792402590916043e-06,2.0563168832139754e-06
31,31,0.02,2050,100000.0,17.15,2.43,0.81,1.4753842075718304,,0.01025,32.385000000000005,0.007796314885379,102.5,0.0064906320847524,7.985952241582999e-06,5.363994544094294e-06,-2.756525996457235e-08,2.063326240388529e-08,13319126618.598982,89662475356.15533,82017232594.18767,62892872180.35283,49452025317.95934,39425964375.361885,0.0805443007605814,0.0125473768356963,21435781297.049385,144302645910.9371,131998404311.52608,101219688933.56282,79588011268.82224,63452084658.11668,1.165137265458106e-06,7.843539170561e-06,7.17474477431275e-06,5.501774343572001e-06,4.325989173334622e-06,3.4489243653717783e-06,7.120243033571573e-07,4.793246838241702e-06,4.38454146232159e-06,3.3621764236262613e-06,2.643645104135537e-06,2.10766408507227e-06
32,32,0.02,2100,100000.0,17.15,2.43,0.81,1.4818717690716283,,0.0105,34.34,0.0085789547504974,105.0,0.0071108924918894,7.523818633007829e-06,5.229228488516402e-06,2.9471466394455795e-08,3.965133467495771e-09,4194010829.981944,96750541227.61404,90250603975.23367,69206427972.26332,54416309982.40563,43383774173.265854,0.0751841965136391,0.0129163501470388,6314442024.231264,145666215029.1575,135880003546.84875,104196196636.16245,81928408982.66745,65317982693.57548,3.762998905938737e-07,8.680763964311249e-06,8.097569076150504e-06,6.209419176549e-06,4.882403103614469e-06,3.892529165219048e-06,2.26964604110784e-07,5.235787215960974e-06,4.884034265138727e-06,3.745200039627427e-06,2.944812675264257e-06,2.3477719846778104e-06
33,33,0.02,2150,100000.0,17.15,2.43,0.81,1.4932693336813323,,0.0107499999999999,35.06,0.0092436359224324,107.5,0.0070176528209094,7.184475313950001e-06,5.528996261687649e-06,6.275982755147018e-08,-1.3264045510671029e-08,0.0,102165210871.77264,97243049903.98984,74568410986.26294,58632382655.98933,46745066859.741135,0.079019398107699,0.0145940665925434,0.0,161300802348.2957,153529580553.5567,117730335202.0477,92570164396.50288,73802194758.49203,0.0,9.393987347789002e-06,8.9413996473325e-06,6.856489634508999e-06,5.391188019298001e-06,4.298161408419537e-06,0.0,5.718703554513e-06,5.4431853112465006e-06,4.173971093711368e-06,3.2819509913736464e-06,2.616557805987156e-06
34,34,0.02,2200,100000.0,17.15,2.43,0.81,1.5012226792986705,,0.011,36.36,0.0098503568268279,110.0,0.0075332061665415,7.819134770372499e-06,5.524751495387745e-06,8.541414302840297e-09,-9.203047099267086e-09,0.0,106645373352.48166,102404087805.3343,79462828522.02112,62480813352.569725,49813254473.268974,0.0742236863319057,0.0146105318540069,0.0,158181642740.61713,151890760219.51245,117863160466.2742,92674603549.96616,73885459585.71323,0.0,1.0045255796929e-05,9.64575606347025e-06,7.484848275722251e-06,5.885260023913e-06,4.692063682947902e-06,0.0,6.031022991406001e-06,5.79116926082325e-06,4.4937921891341366e-06,3.5334230638004e-06,2.817045630401802e-06
