sep=	
IntermediateFocus_RN	IntermediateFocus_RS	IntermediateFocus_RO	IntermediateFocus_OX	IntermediateFocus_OY	IntermediateFocus_OZ	IntermediateFocus_DX	IntermediateFocus_DY	IntermediateFocus_DZ	IntermediateFocus_EN	IntermediateFocus_PL	IntermediateFocus_S0	IntermediateFocus_S1	IntermediateFocus_S2	IntermediateFocus_S3
480915	2	1	0.000336376256299398	0.000436762914921895	0	0.000311592260369861	-0.000319447949212359	0.99999990043163	1000.01000462156	1000.4493036236	1	1	-3.44025e-21	1.75633e-18
480940	2	1	0.000302947206119619	-0.000297967573920421	0	0.000161936558881814	0.000152415738267769	0.999999975272996	999.981160095746	1000.4083582033	1	1	-3.51895e-21	1.7552e-18
480955	2	1	-0.00043295549259105	1.60678222936696e-05	0	0.000100851409783451	5.69092484322894e-06	0.999999994898303	999.988507373501	1000.18374525525	1	1	-3.46556e-21	1.75465e-18
480957	2	1	-2.00233622685703e-05	-0.00021771681622812	0	-4.36809139333239e-05	-0.00025707384471638	0.999999966002507	999.986133297732	1000.29619034015	1	1	-3.36143e-21	1.75389e-18
480964	2	1	0.000348642508882818	-0.000318050216675525	0	3.14245637421263e-05	-0.000370264770823374	0.999999930958246	999.991582856133	1000.24876357279	1	1	-3.35141e-21	1.75434e-18
480978	2	1	-7.18776178962877e-05	-0.00012186613451165	0	-0.00044602759880299	0.00049272717181198	0.999999779139634	1000.00990179329	1000.14904458693	1	1	-3.44496e-21	1.75098e-18
480998	2	1	-0.000318662551241161	0.000114510223160558	0	-0.000219024494261172	0.0019283343525764	0.999998116775675	1000.01082500747	1011.73711177204	1	1	-3.82229e-21	1.75238e-18
481019	2	1	-0.000462214524394378	0.000133893275988561	0	-0.000211365563095997	0.000567311406589645	0.999999816741166	1000.00789440082	1000.1971152477	1	1	-3.52164e-21	1.75246e-18
481075	2	1	-6.8908963790637e-05	0.000453649752174989	0	-0.000174477160741078	0.000719023054052456	0.999999726281747	999.996178603888	999.801622978842	1	1	-3.57013e-21	1.75348e-18
481076	2	1	7.58302963732582e-05	0.000476534942724149	0	-0.000138505498824737	-0.000612711917729335	0.999999802700147	999.994860162706	1000.23576863327	1	1	-3.24273e-21	1.75316e-18
481108	2	1	0.000364017987992821	0.000428113875374558	0	-8.69434822224693e-05	0.000707052417528619	0.999999746258822	1000.01465908838	1000.37368606704	1	1	-3.58778e-21	1.75353e-18
481110	2	1	9.13441575989826e-05	0.000390988423634997	0	-0.000421362309022743	-0.000373420649531562	0.999999841505399	1000.00813801041	1000.30248671918	1	1	-3.23466e-21	1.75147e-18
481124	2	1	-2.86862275075128e-05	-5.41846232231524e-05	0	0.000546515540549431	0.000457601709631382	0.999999745960687	999.995009152417	1000.09184424691	1	1	-3.69801e-21	1.758e-18
481190	2	1	-0.000413001981355798	-0.000496422477597513	0	-0.000181836821233669	0.000418963442195455	0.999999895702497	999.97259466864	999.73054879557	1	1	-3.49407e-21	1.75283e-18
481192	2	1	0.000245994063726274	0.00045056487617684	0	7.93595082694519e-05	0.000491847784067656	0.999999875893905	999.998314580139	1000.35693396258	1	1	-3.58001e-21	1.75464e-18
481208	2	1	0.000386947894180589	-0.000302143774025987	0	-0.000364192906344865	0.000415040496180897	0.999999847552445	999.998349583067	1000.00981347128	1	1	-3.44646e-21	1.75144e-18
481211	2	1	0.000449390836668007	-0.000410063430287599	0	-0.00023971288152304	-0.000568395518451351	0.999999809732117	999.969864680388	1000.29363996026	1	1	-3.22836e-21	1.75252e-18
481212	2	1	0.00035570590415096	6.3244388904149e-05	0	0.000278540691068667	-0.000793765432454805	0.999999646175698	1000.00138713184	1000.30792287518	1	1	-3.30469e-21	1.75599e-18
481224	2	1	-0.000163834186140799	0.00018722456736342	0	-0.000487407815109529	-0.000893078291691617	0.999999482422259	999.989024372762	1000.08902327115	1	1	-3.07591e-21	1.7506e-18
481229	2	1	-0.000157819647262053	-0.000233466509774294	0	0.000219724693636184	-0.00123862292563962	0.99999920876684	1000.00196945511	1000.40185002658	1	1	-3.16393e-21	1.75542e-18
481232	2	1	-0.000263760320847378	0.000477892956950277	0	0.000205166924917866	0.000180903375363774	0.99999996259025	999.997271695169	1000.2263684975	1	1	-3.53723e-21	1.75542e-18
481240	2	1	-0.000401619915244733	-0.000213914848557595	0	-0.000367563076463785	-0.000873469886603143	0.99999955097377	1000.01105026921	999.75246723901	1	1	-3.11099e-21	1.75126e-18
481264	2	1	2.99463584754189e-05	0.000416442495149827	0	0.00041273155206042	0.00200368854757406	0.999997907440246	999.994584800572	1215.30241384482	1	1	-4.00206e-21	1.75673e-18
481309	2	1	0.000369956740236321	-0.000263914928470499	0	-0.000273732319343066	0.000330677156998757	0.999999907861614	999.990229341065	999.862917862687	1	1	-3.45002e-21	1.75238e-18
481315	2	1	-0.000180639383693747	0.000357745522249209	0	-5.39469153029022e-05	-0.00140097270079219	0.999999017182128	1000.01466721452	999.957105998971	1	1	-3.04516e-21	1.75386e-18
481322	2	1	-0.00042687201812449	-0.000376450349354962	0	4.91467371140763e-05	-0.00026825245694367	0.999999962812608	999.977927149394	999.899754420266	1	1	-3.38221e-21	1.75439e-18
481336	2	1	-0.000347350057046808	-0.000336930562009174	0	0.000110794010512021	-0.00016396413751322	0.999999980420225	999.984117146227	1000.433588129	1	1	-3.42589e-21	1.75492e-18
481343	2	1	0.000255110771542055	6.09186811819651e-05	0	0.000324508865335445	0.000885160313840996	0.999999555592509	999.996694623512	1000.05906437937	1	1	-3.73693e-21	1.75628e-18
481345	2	1	-0.000189478696030698	0.000116697498474538	0	0.000210220151104699	0.00131783565474705	0.99999910955794	1000.02038864186	999.929979957162	1	1	-3.80152e-21	1.75503e-18
481434	2	1	0.000323087704804225	-0.000201001997634509	0	-2.96716518359344e-05	-0.000692453567470965	0.999999759813796	1000.00390690812	999.681296943765	1	1	-3.24884e-21	1.75369e-18
481478	2	1	0.000427991918331934	-0.000446350849070659	0	-6.27817400336693e-05	0.000214017276166783	0.999999975127529	999.986778507037	999.522234124245	1	1	-3.47624e-21	1.75396e-18
481504	2	1	0.000439974904696886	0.000152182350966118	0	-3.10780622968833e-05	9.43824393209759e-05	0.999999995063055	1000.01088738995	1000.11301376211	1	1	-3.45404e-21	1.75393e-18
481524	2	1	-0.00012692327964494	-0.00048005581345012	0	4.45419080630105e-05	-0.00100539967911903	0.999999493593623	999.98928074491	999.745587250873	1	1	-3.18192e-21	1.75406e-18
481538	2	1	0.000104419188702187	0.000138008808378914	0	0.000204512462894916	-6.54077051834463e-05	0.999999976948242	999.983449097293	999.944944760272	1	1	-3.47601e-21	1.75553e-18
481564	2	1	0.00019981733643093	-6.44074150957241e-05	0	0.000359658149444709	0.00107851812688122	0.999999353722123	999.991208459737	999.63148696408	1	1	-3.7911e-21	1.75673e-18
481592	2	1	-0.00041799619607491	-1.29784512556963e-05	0	-0.000362110432929306	-0.000761642648087741	0.999999644388192	1000.01852620273	999.590292062921	1	1	-3.14489e-21	1.75175e-18
481634	2	1	0.000269065522904385	4.28497700004637e-05	0	-3.15163190583497e-05	0.000652553369468139	0.999999786590388	1000.02959409506	1000.46778835976	1	1	-3.58774e-21	1.75356e-18
481658	2	1	-0.000197075457743667	6.21306458006288e-05	0	-0.000402085109997556	0.00169581976321049	0.999998481260294	1000.00853596494	999.696645343191	1	1	-3.72696e-21	1.75096e-18
481664	2	1	7.34577633031974e-05	-0.000355811737980494	0	-0.000356304983151291	-0.000390809932006577	0.999999860157168	999.98670051163	999.792889587905	1	1	-3.2437e-21	1.75121e-18
481666	2	1	0.000261232869869343	-0.000172871766374705	0	0.000310143920608654	0.00118057421300922	0.99999925502736	999.997199696613	1000.00746143885	1	1	-3.79947e-21	1.7561e-18
481679	2	1	-0.000246644137891938	-0.000166380344847172	0	0.000148745783072016	-0.000738585750294306	0.99999971618285	999.991532973351	1000.34264981163	1	1	-3.28221e-21	1.75456e-18
481694	2	1	0.000213714162438289	-0.00048358191889819	0	-0.000100707955527062	-0.000292072655231663	0.999999952275735	999.990725396543	999.929964856805	1	1	-3.33731e-21	1.75349e-18
481699	2	1	0.000147809424989778	-4.81292978973397e-05	0	9.15382412356863e-05	-0.000105819726394686	0.999999990211468	1000.00847543435	1000.44919967826	1	1	-3.43521e-21	1.75466e-18
481715	2	1	0.000178491525652191	0.000298052766873891	0	0.000569053350727801	-0.000553009953907257	0.999999685179088	1000.00758419327	999.579851865436	1	1	-3.44946e-21	1.75803e-18
481718	2	1	0.000189584223487888	-0.00023010674164331	0	-0.000120430059976391	0.000164895773146498	0.999999979152992	1000.00939636287	999.564920846093	1	1	-3.44883e-21	1.75346e-18
481743	2	1	0.000444625610542432	0.000232166087862473	0	6.30135645040938e-06	0.000662785015487994	0.999999780338133	1000.03740195927	999.832537971226	1	1	-3.60128e-21	1.75412e-18
481778	2	1	-3.81820519610165e-05	-2.23705539368346e-05	0	-4.41349892519646e-05	-8.81459093041766e-05	0.999999995141201	999.999009426021	1000.03961581246	1	1	-3.40466e-21	1.75389e-18
481814	2	1	-0.000455019501554799	-0.000424994324598416	0	6.59155192571284e-05	0.00160794534848016	0.999998705082612	999.97686696331	1011.37895582137	1	1	-3.82639e-21	1.75407e-18
481828	2	1	0.000440322086314754	0.000399642558670421	0	0.000132530648679741	-0.00055210523114802	0.999999838807707	1000.00399393476	999.695086323321	1	1	-3.32982e-21	1.75484e-18
481878	2	1	-0.000152927205425812	3.55164344410797e-05	0	-3.06572102684605e-05	0.00015716602636575	0.999999987179488	999.989644030212	999.920062121613	1	1	-3.46972e-21	1.75398e-18
481893	2	1	0.000433627441901535	-7.03414091012267e-05	0	-0.000175115697117423	0.00122519694783079	0.999999234113172	999.983217821768	1000.38060179561	1	1	-3.68266e-21	1.75273e-18
481896	2	1	-0.000480849060436106	-6.4835394273377e-06	0	-0.000112783207831847	0.00192399645188972	0.999998142757076	999.996928308599	1040.33398197098	1	1	-3.84816e-21	1.75309e-18
481907	2	1	-4.78324973246513e-05	0.000343180797966691	0	0.000235098932937133	-0.000341675032668338	0.999999913993328	1000.01672725332	999.747086247796	1	1	-3.41311e-21	1.75569e-18
481919	2	1	-0.000448712828900188	-5.29386436931567e-05	0	4.79027588251806e-05	0.00127981223960664	0.999999179892642	1000.00944009185	1000.20125183957	1	1	-3.75167e-21	1.75418e-18
481933	2	1	0.000217108587198478	0.00025695882268284	0	-5.25075007463405e-05	-0.0010320452801099	0.999999466062608	1000.01188100839	1000.11563683502	1	1	-3.15033e-21	1.75375e-18
481975	2	1	0.000404290674834773	-0.000383871230824645	0	0.000139102990480958	0.000211373798489818	0.999999967985737	999.996890769471	1000.16380023614	1	1	-3.52865e-21	1.75532e-18
481998	2	1	0.000468597759558625	0.00015488436628408	0	-0.00024281403670259	-0.000686916219609783	0.99999973459369	999.977399456757	1000.2697689377	1	1	-3.19348e-21	1.75188e-18
482013	2	1	0.000240285008239041	-0.000327375019343656	0	8.85710288976281e-05	-0.000786684310639666	0.999999686641436	999.974724702807	1000.11615918153	1	1	-3.25459e-21	1.75453e-18
482039	2	1	0.00049867251710578	-0.000325527864182329	0	0.000166981721368011	-0.000369613190027594	0.999999917751594	999.990901368216	999.524597685199	1	1	-3.38786e-21	1.7553e-18
482048	2	1	0.000320952562150784	-0.000494726765685849	0	5.56487229885026e-05	0.00107326855037386	0.999999422498752	999.981820010489	1000.11132729803	1	1	-3.70873e-21	1.75448e-18
482086	2	1	0.000206664238546206	-0.000344024348510399	0	0.000545291510710054	7.52831700300861e-05	0.999999848494795	1000.01159786299	999.51789512955	1	1	-3.60352e-21	1.75777e-18
482114	2	1	0.000263473192393643	-0.000342663470588922	0	0.000210502909691367	-0.000476653252231056	0.999999864245092	999.999549255028	999.937808142259	1	1	-3.372e-21	1.75573e-18
482121	2	1	-0.000257686131457491	-0.000301799300390204	0	-0.000408328607967924	0.00110563321922872	0.999999305421225	999.993300638145	999.511562466363	1	1	-3.5971e-21	1.75118e-18
482134	2	1	-0.000442811209192095	0.000438840423696185	0	-0.000272980388701764	0.000508687010387573	0.999999833359602	1000.0426831645	999.471996144853	1	1	-3.49168e-21	1.75197e-18
482191	2	1	0.000384087418170627	-0.000233122713316214	0	-8.29956868819528e-06	0.000327962886149495	0.99999994618573	1000.01547953493	999.857845479788	1	1	-3.51735e-21	1.75405e-18
482220	2	1	0.000118904231435346	-9.24288421810804e-05	0	0.000396442987423716	0.00143790943461303	0.999998887624089	999.985057762558	1065.72197074026	1	1	-3.87777e-21	1.75643e-18
482224	2	1	0.00010722816805897	-4.73791988987449e-05	0	-0.000663642604516925	0.00102332956978206	0.999999256187266	1000.01418500807	999.649032077008	1	1	-3.51667e-21	1.7497e-18
482225	2	1	0.000187868889054837	0.000214285432898795	0	-0.000184273309654825	0.000122152926985471	0.999999975561005	1000.02250720417	999.632230351356	1	1	-3.42242e-21	1.75318e-18
482226	2	1	-0.000178532842352364	-0.000414002940788194	0	0.000305604511546582	-0.00115845489902878	0.999999282293807	1000.00708453679	999.804384702673	1	1	-3.2094e-21	1.75585e-18
482234	2	1	-0.000352336247337381	-0.000383044105050856	0	-0.000128715876649496	0.000684860449343069	0.999999757199165	999.983501110139	999.966555346071	1	1	-3.57038e-21	1.75301e-18
482248	2	1	-0.00035512994282106	0.000186632940764153	0	-3.84832488156354e-05	-0.000655066780497386	0.999999784703254	1000.02461984918	1000.00108898019	1	1	-3.25638e-21	1.75359e-18
482267	2	1	-0.000326440651944787	-0.000365884362650171	0	9.1105458954438e-05	-0.000672845663410698	0.999999769489227	1000.00759370697	999.880321398732	1	1	-3.28607e-21	1.75457e-18
482268	2	1	-0.000258963062625961	0.000280288421575042	0	0.000361209943286013	-0.000161956580319233	0.999999921648718	1000.00514024573	1000.07276139604	1	1	-3.49459e-21	1.75681e-18
482270	2	1	-0.000279188103881944	-3.39593444247388e-05	0	-0.00012762930811106	0.00188982578673772	0.999998206133019	999.986249940971	1027.54436309354	1	1	-3.83666e-21	1.75282e-18
482284	2	1	-0.000440416011396827	-8.41783167724874e-05	0	-0.000171955257196205	0.000236432225774207	0.999999957265595	1000.00431104049	999.867938008446	1	1	-3.45258e-21	1.753e-18
482290	2	1	0.000201789448692202	-0.000314336535641946	0	-0.000417131263160175	0.000427981810274562	0.999999821416524	999.998704780011	999.540410948041	1	1	-3.43606e-21	1.75106e-18
482339	2	1	-4.13787300471563e-05	0.000129619642718737	0	6.2463072638198e-05	0.000941391683814673	0.999999554939932	999.973867142831	999.71730370834	1	1	-3.68016e-21	1.75443e-18
482354	2	1	0.000360039080480698	-0.000205048732030977	0	2.42731695347838e-05	-0.000518425691982813	0.999999865322799	999.997366302298	1000.24739856047	1	1	-3.31087e-21	1.75435e-18
482365	2	1	0.000409723820822494	0.000100699450292424	0	0.000267723548050434	-4.78465530002539e-05	0.999999963017403	1000.00071102657	999.857375675959	1	1	-3.49783e-21	1.75601e-18
482366	2	1	0.000430238775734337	-0.000224301823848139	0	0.00014622475837414	-0.00104764459244741	0.999999440529408	1000.00889248683	1000.34641605797	1	1	-3.19741e-21	1.75475e-18
482370	2	1	-0.00017080395707228	0.000204624655290309	0	0.00020058049457549	7.75771002126443e-05	0.999999976874629	1000.02028285427	999.636635601857	1	1	-3.51115e-21	1.75557e-18
482388	2	1	-0.000301112595407854	0.000355709516690617	0	0.000105158637800466	-0.00112661379402239	0.999999359841305	1000.01543548769	999.793463822248	1	1	-3.16506e-21	1.75466e-18
482410	2	1	-4.89815861597909e-05	-0.000110099283484433	0	-0.000130615753011147	-0.000508415221888891	0.999999862226734	999.99024662613	999.820804383015	1	1	-3.27278e-21	1.7533e-18
482439	2	1	-0.000118416502668087	-0.000469360288657183	0	-1.97557057776601e-05	-0.000502295042407364	0.999999873654693	999.98212922661	999.923451121184	1	1	-3.30342e-21	1.75408e-18
482465	2	1	0.000226260801701544	6.27389640339704e-05	0	-0.000219995532200918	-0.000187298189143479	0.999999958260676	999.992746913523	1000.25901991469	1	1	-3.33432e-21	1.75283e-18
482482	2	1	-0.000464718395218389	-0.000359643425244305	0	-0.000393668206422553	-0.000530443217735124	0.999999781827644	999.985862005431	999.962284164633	1	1	-3.19873e-21	1.7514e-18
482487	2	1	3.35232464707125e-05	-0.000437484935875476	0	0.000367078087375652	-0.000328752151425544	0.999999878587843	1000.0226873767	999.557241668757	1	1	-3.45208e-21	1.75659e-18
482509	2	1	0.000456791366881648	-3.73699349901502e-05	0	-0.000114496988241333	-0.000520041696061868	0.999999858223527	1000.00276685009	999.601377060047	1	1	-3.2745e-21	1.7535e-18
482517	2	1	-0.000173251726518775	0.000134115871436594	0	0.000330868194458177	6.01561781728571e-05	0.999999943453734	1000.00954183984	999.844089884194	1	1	-3.54167e-21	1.75643e-18
482549	2	1	-0.00035145606767481	-0.000216075837839669	0	0.000227694310091545	0.000518420903213484	0.999999839697521	999.985840283389	1000.16360948599	1	1	-3.6269e-21	1.75607e-18
482563	2	1	0.000353656130984981	0.000435762894525349	0	0.000296398198503852	-0.000252798116585887	0.999999924120607	1000.00248355812	1000.3567766098	1	1	-3.45185e-21	1.75587e-18
482577	2	1	2.38129278983534e-05	0.000138643031955987	0	-5.29008133639593e-05	0.000911337772678988	0.999999583332397	1000.02156927901	1000.03263720541	1	1	-3.64339e-21	1.75367e-18
482580	2	1	-4.92707773450951e-05	-0.000213748970909228	0	0.00023028599504183	0.000161226980328163	0.99999996048711	999.998817122173	999.555749621602	1	1	-3.54033e-21	1.75592e-18
482584	2	1	-0.000406162228121246	-0.000259272490198859	0	0.000117275038650944	0.000316710675251764	0.999999942970455	1000.00582241921	1000.26949383106	1	1	-3.54748e-21	1.75495e-18
482591	2	1	-0.00024589693771862	-0.000156296075283779	0	-7.02666583306046e-05	0.000963434377038806	0.99999953342829	1000.01539440202	999.770777467162	1	1	-3.65099e-21	1.75359e-18
482598	2	1	0.000170552506062349	-0.000204086140214832	0	-0.000905979764804991	-0.000795808491582157	0.999999272944491	999.991766513616	999.608926441264	1	1	-3.00118e-21	1.74827e-18
482619	2	1	0.00013550126162365	-5.73983578235904e-05	0	-0.000433872740728092	0.000751656823357476	0.999999623383162	999.99437295488	1000.00435932431	1	1	-3.51008e-21	1.75118e-18
482631	2	1	0.000408537530252509	6.27588711495652e-05	0	-1.9447972764236e-05	0.00018615945670682	0.999999982483216	999.993998609643	999.613866904471	1	1	-3.48124e-21	1.75434e-18
482661	2	1	-8.00865750462398e-06	-0.000371662381476012	0	-7.00510546733681e-05	-0.000679718084624505	0.99999976653806	999.986001457441	999.761509576915	1	1	-3.24223e-21	1.75359e-18
482665	2	1	0.000239533536985449	0.000365131754604064	0	-3.37543110778236e-05	0.00074961909837902	0.999999718465887	999.999091709585	999.969957973989	1	1	-3.61108e-21	1.75382e-18
482666	2	1	-0.000108366918414676	0.000259944833208903	0	-0.000229833035454412	-0.000259455790295576	0.999999939929732	1000.01578813724	999.900701917938	1	1	-3.31217e-21	1.75252e-18
482667	2	1	0.000364123227267255	-4.48622307724911e-05	0	0.00011733659465352	0.00115285156834445	0.999999328582467	1000.00305249331	999.564290474405	1	1	-3.74138e-21	1.75458e-18
482680	2	1	-1.08341391519967e-05	-0.000492780347234267	0	0.000108239503570102	0.00039759854413733	0.9999999150998	1000.00333524394	1000.34248548068	1	1	-3.56415e-21	1.75472e-18
482696	2	1	0.00042439388511617	7.79906085069948e-05	0	-0.00024389803256593	0.000473545408668289	0.999999858134237	1000.0169518091	1000.02014109419	1	1	-3.49198e-21	1.75245e-18
482714	2	1	0.000343504987718346	3.97986544198314e-05	0	-0.000337957714685245	0.000663797255750151	0.999999722578854	999.9911769883	999.939176633822	1	1	-3.5136e-21	1.75184e-18
482715	2	1	-4.31248372119719e-05	-0.000474758607817982	0	0.000398993601331183	0.000568224504136426	0.99999975896248	999.990700643118	1000.31475018938	1	1	-3.68351e-21	1.75691e-18
482718	2	1	-0.000483099991850058	-3.43454158478473e-05	0	2.2820199856036e-05	0.000225820093238759	0.999999974242261	999.968279825791	999.97181729953	1	1	-3.49995e-21	1.75419e-18
482761	2	1	-0.000329344794219907	-0.000250103752828745	0	-0.0001188017170238	0.00029788462430049	0.99999994857545	999.982164889166	999.525581873762	1	1	-3.48195e-21	1.7535e-18
482833	2	1	-0.000479564398837612	-0.000179554673857552	0	-4.47576834972615e-06	0.000297525727891145	0.999999955729203	999.983991225715	999.718843901373	1	1	-3.5109e-21	1.75412e-18
482835	2	1	8.81410632244117e-05	-0.000172793222875445	0	0.000503449066218582	-0.00110701908667172	0.999999260523616	1000.00479761488	1000.12850167496	1	1	-3.27994e-21	1.75757e-18
482840	2	1	-0.000458132293299496	-0.000429361935847306	0	0.000314347144257541	0.000962487937036254	0.999999487401291	999.994669520739	999.65296170794	1	1	-3.75051e-21	1.75596e-18
482842	2	1	-0.00014447773660059	-6.21353531630731e-05	0	0.000384875189213445	-0.000294542704204603	0.999999882557835	1000.02380656462	999.529882451089	1	1	-3.4668e-21	1.75692e-18
482855	2	1	-0.00026763619022061	0.000357542158830548	0	9.57584083521343e-06	-0.00071461976654299	0.999999744613413	1000.03163096399	1000.26408031797	1	1	-3.25366e-21	1.75409e-18
482859	2	1	0.000226261501532377	0.000428769601746648	0	-0.000620584384225926	0.00113835999868635	0.999999159505414	1000.01812428257	999.993190171987	1	1	-3.55374e-21	1.75006e-18
482882	2	1	-0.000394952138452032	-0.000229161767013264	0	0.000324644916733041	-7.94783985443391e-05	0.999999944144429	1000.00827095072	999.975713629979	1	1	-3.50384e-21	1.75617e-18
482896	2	1	0.000169865992266149	0.000361979799774786	0	-0.000176282162656421	-0.000178765419809403	0.999999968483761	1000.02055874377	999.582971790976	1	1	-3.34707e-21	1.75293e-18
482916	2	1	-0.000178137588696836	0.000378852966125498	0	-5.6447726041818e-05	0.00112257615625032	0.999999368318014	999.986346898413	1000.12680110922	1	1	-3.68996e-21	1.75351e-18
482919	2	1	-0.000314172438633714	0.000387169095886875	0	-0.000114010963181201	0.000696870531908571	0.99999975068645	1000.00037325907	999.981558367956	1	1	-3.57808e-21	1.75331e-18
482947	2	1	0.000138548182043646	2.75180612683279e-05	0	9.83482063961153e-05	0.000175729406890217	0.999999979723403	999.974898665256	1000.22777604357	1	1	-3.50747e-21	1.75468e-18
482968	2	1	0.000417980801028207	-0.000178023308015529	0	3.93104901796996e-05	-0.0007542177022451	0.999999714805131	1000.01540655198	1000.18444467185	1	1	-3.25162e-21	1.75449e-18
483019	2	1	0.000363871714447211	0.000342769306279023	0	-0.000115228245225796	-0.00022558363296653	0.999999967917237	1000.0158200784	1000.09121648308	1	1	-3.35103e-21	1.75338e-18
483022	2	1	0.000119113029197815	0.000114712223592073	0	-0.000294743945896611	1.42685999021553e-05	0.999999956461206	999.981449009208	999.862380897038	1	1	-3.36574e-21	1.75213e-18
483025	2	1	-0.000262084203030089	0.000326296031506468	0	0.000601521805817316	0.0018033562605189	0.999998193037225	1000.0075714557	1226.43258456392	1	1	-4.0116e-21	1.758e-18
483034	2	1	-0.000303705944987574	0.000105980755854884	0	-1.083883809796e-05	-0.000861165507346806	0.999999629138176	1000.00893851496	999.941138683141	1	1	-3.20817e-21	1.75396e-18
483055	2	1	-0.000230384811070294	0.000129883803206221	0	-0.00087053077041494	-0.000632030309885437	0.999999421356765	1000.00808657096	1000.39217613255	1	1	-3.05403e-21	1.74838e-18
483066	2	1	-0.000115214573215894	0.000127857991645719	0	-0.000334890034147517	-0.00130457657301868	0.999999092963904	1000.02759384972	1000.53662616207	1	1	-2.99792e-21	1.75151e-18
483123	2	1	0.000250697861547466	0.000359965836167875	0	-0.000176295679021311	0.00050906022720406	0.999999854888749	1000.03664616096	999.700750713708	1	1	-3.51911e-21	1.75324e-18
483219	2	1	-0.000246785706901634	-4.00708489436408e-05	0	-0.000106406015507538	-0.000936295074731638	0.999999556014548	1000.02004499331	1000.39347566991	1	1	-3.16262e-21	1.75338e-18
483296	2	1	0.000368569020648357	8.10635448522667e-05	0	0.00013986180331721	0.00193406608123845	0.999998119911767	999.997686031056	1115.01604841892	1	1	-3.91699e-21	1.75515e-18
483323	2	1	0.000100752510258484	0.000238129746631816	0	0.000371638291916537	-3.94239406189614e-05	0.999999930165364	1000.01236927176	999.92038604316	1	1	-3.5281e-21	1.75676e-18
483344	2	1	-3.97462917496871e-05	0.000180662850246649	0	-0.000121838895384705	-0.000387579248921301	0.999999917468801	1000.0079930729	1000.17847466661	1	1	-3.30678e-21	1.75328e-18
483348	2	1	-3.44696082724139e-06	0.000456601305910409	0	-0.000213891896948893	0.00134081215184819	0.99999907823609	1000.0153297016	999.955838055699	1	1	-3.6996e-21	1.75273e-18
483362	2	1	5.49035736250522e-05	0.000218780825898213	0	4.22783697756648e-05	0.00113690503119898	0.999999352829535	1000.01090486336	1000.26322986102	1	1	-3.71885e-21	1.75423e-18
483408	2	1	-0.000118899198334965	-0.000425121928427329	0	-0.000291008367101601	2.42206703905332e-05	0.999999957363744	999.978938989676	999.852038526773	1	1	-3.36878e-21	1.75209e-18
483410	2	1	0.00022536590221317	-0.000433964846917156	0	-0.000354531524029809	-0.000848455812444039	0.999999577214977	999.99223216933	1000.52922324393	1	1	-3.12254e-21	1.75167e-18
483417	2	1	0.000212631897450966	0.000399245809006188	0	0.000342445686524156	0.00069763423222214	0.999999698018669	1000.00345800169	999.942248734111	1	1	-3.69888e-21	1.75651e-18
483418	2	1	-0.000443870230676269	0.000162882654004326	0	0.000151681756222228	-0.00054833447064616	0.999999838160963	1000.00664274828	1000.22754416351	1	1	-3.33577e-21	1.75499e-18
483437	2	1	0.000321511170192579	0.000380863814287924	0	8.23079520350135e-05	-0.000750268070827075	0.999999715161571	1000.01327368645	1000.22434016393	1	1	-3.26345e-21	1.75458e-18
483476	2	1	-0.000321667613945087	4.88179537727618e-05	0	-0.000441081989092436	0.00140289627217581	0.99999891866378	999.991881451495	999.714429471701	1	1	-3.65557e-21	1.75105e-18
483492	2	1	-0.000485083688690824	-0.000433992477859524	0	-0.000412419927310897	0.000473606143140003	0.999999802803493	999.970832678091	1000.21158586397	1	1	-3.44914e-21	1.75135e-18
483518	2	1	8.30667849431102e-05	0.000234214917828712	0	5.43604116708708e-05	9.76745362388249e-05	0.999999993752316	1000.0006046258	1000.05293117922	1	1	-3.47796e-21	1.75469e-18
483531	2	1	9.58691306736578e-05	-0.000382768745023521	0	-1.83123387413626e-05	0.000438543238995413	0.999999903672238	999.963731906013	1000.07083381175	1	1	-3.54098e-21	1.7539e-18
483546	2	1	-0.000193870758032483	-0.000353042141444576	0	-0.000231449692264905	-0.000126695619282274	0.999999965189629	999.988756551611	999.983310676797	1	1	-3.34604e-21	1.75258e-18
483576	2	1	0.000364226799883016	0.000253320719787453	0	0.000657610779672611	-0.000592040816226214	0.99999960851779	999.994457457533	999.606836472137	1	1	-3.46413e-21	1.75867e-18
483599	2	1	-7.75899522290485e-05	0.000161907449213849	0	-7.84573204439185e-05	-0.00128209302985044	0.999999175040616	1000.00961034582	999.936419207244	1	1	-3.07215e-21	1.75346e-18
483636	2	1	-0.000175160225366677	-0.000108805154678482	0	-0.000144811619656541	-0.000268226745713826	0.999999953542003	999.992174849374	999.523372798361	1	1	-3.33119e-21	1.75297e-18
483638	2	1	0.000326314777808034	-3.21051246254811e-06	0	-0.000198827237843818	-0.000779016605174914	0.999999676800377	999.994509010813	999.868761518785	1	1	-3.18192e-21	1.75276e-18
483641	2	1	-0.00040622304721466	-3.89013895735202e-05	0	-0.000447590391390966	0.000817019567928559	0.999999566070839	999.994837664146	1000.45387671427	1	1	-3.52148e-21	1.75101e-18
483642	2	1	0.000301073804542348	-4.65932855896467e-05	0	6.83543279493704e-05	-0.000877117847697543	0.999999612995909	999.992425550319	999.998804379426	1	1	-3.22493e-21	1.75449e-18
