,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,500000.0,450,5.0,17.15,2.43,0.81,0.005,,0.009,2788.0,0.5576,450.0,0.0026176083231348,0.0789745453953043,0.0048289574205569,0.0002929529247413,-5.293613079996079e-05,11555142146459.266,8060633923228.033,6668896000000.0,5765584000000.0,5141629600000.0,3.4382531261291254,1.9171699431296003,39729503607929.984,27714499785121.26,22929352519830.02,19823537211960.062,17678224045598.043,0.0002250128911184,0.0001569644510057,0.0001298631856283,0.0001122730216887,0.0001001227788193,0.0001236181220167,8.623350671282578e-05,7.134454851323089e-05,6.168082204237519e-05,5.500569246158043e-05
11,11,500000.0,450,10.0,17.15,2.43,0.81,0.0025,,0.009,651.0,0.1302,450.0,0.0014052031791607,0.0857180156710963,0.0024064441200019,0.000581832822997,-1.7649093721159343e-05,2698133980396.3354,1882163803451.0225,1557192000000.0002,1346268000000.0002,1200574200000.0002,6.404767747092255,0.8339007606714117,17280921494976.098,12054822023087.594,9973453097630.084,8622533865342.397,7689398914151.089,5.254067149142167e-05,3.665131190988473e-05,3.032314700289708e-05,2.6215831104511352e-05,2.337874067840417e-05,2.886492016963274e-05,2.0135585677923097e-05,1.6659003257572923e-05,1.440251619425619e-05,1.2843868648668891e-05
12,12,500000.0,550,1.8,17.15,2.43,0.81,0.02,,0.011,13274.0,2.6548,550.0,0.0109631089060258,0.0816907973163784,0.0197691931239276,0.0002093012142638,3.135227478972651e-05,52044169755245.93,37611094818935.46,31681750946302.33,27450632000000.0,24479910800000.0,1.003365021207982,2.66373345830295,52219299490224.15,37737656950656.59,31788360710142.64,27543003958852.504,24562286219011.504,0.0012388498758651,0.0008952876060222,0.0007541465914741,0.0006534298117454,0.0005827153089076,0.0007064634017104,0.0005105444493167,0.0004300577307876,0.0003726232343223,0.0003322977605112
13,13,500000.0,550,5.0,17.15,2.43,0.81,0.005,,0.011,3092.0,0.6184000000000001,550.0,0.0031844659902162,0.0731754404777989,0.0049946298603465,0.0003350952621471,1.3967614170073213e-05,12122990272956.186,8760999335554.351,7379838324993.732,6394256000000.0,5702266400000.0,3.454268324358193,2.1361195317831068,41876061296375.04,30262842494528.57,25491941764910.48,22087475958637.32,19697158202572.027,0.0002885734380122,0.0002085452220748,0.0001756683185805,0.000152207697598,0.0001357357040185,0.0001645611600187,0.0001189244716955,0.0001001761717338,8.679757725815342e-05,7.740429979665692e-05
14,14,500000.0,550,10.0,17.15,2.43,0.81,0.0025,,0.011,766.0,0.1532,550.0,0.0016804584669216,0.0736306307124835,0.0020988830994909,-0.0005957369773387,-7.332135995744416e-06,3003302247439.9863,2170415747423.8784,1828252314665.329,1584088000000.0,1412657200000.0,6.545832709659451,1.0028215711198278,19659114088286.406,14207178393047.188,11967433802846.916,10369175045379.02,9247017707295.934,7.149005611818132e-05,5.1664178560575626e-05,4.351938293424496e-05,3.770734034933344e-05,3.3626633013656066e-05,4.0767738866219616e-05,2.946188399703372e-05,2.481725341143078e-05,2.15028926842644e-05,1.9175838824139457e-05
15,15,500000.0,650,1.8,17.15,2.43,0.81,0.02,,0.013,17149.0,3.4298,650.0,0.0128238842193013,0.0821103069074784,0.0196715294738252,0.0007873000145764,1.1204733956320945e-05,62565096085442.62,47403635550547.57,40221427228259.625,35464132000000.0,31626185800000.0,1.013733419429471,3.4769028819591994,63424328791629.15,48054649560045.016,40773804958437.26,35951175799458.125,32060521474545.773,0.0017673652360046,0.0013390779008452,0.0011361918493442,0.00100180576621,0.0008933898423813,0.0010035125867607,0.0007603304064014,0.0006451314072293,0.0005688267910903,0.0005072680696948
16,16,500000.0,650,5.0,17.15,2.43,0.81,0.005,,0.013,3974.0,0.7948000000000001,650.0,0.0042649273854067,0.092371351830013,0.0049490380820773,-0.0005838785330029,2.4861804699164467e-06,14498436751037.9,10985016483636.133,9320657286436.746,8218232000000.0,7328850800000.0,3.0481175469673847,2.422643826329677,44192939464435.42,33483621497497.25,28410459024057.254,25050137164248.86,22339198722585.96,0.0004095579595243,0.000310309381186,0.0002632938602422,0.0002321520855396,0.0002070284700929,0.0002325476132594,0.0001761941241494,0.0001494986420391,0.0001318162964483,0.0001175510705561
17,17,500000.0,650,10.0,17.15,2.43,0.81,0.0025,,0.013,918.0,0.1835999999999999,650.0,0.0019576447128883,0.0769868647673706,0.0021174633325665,0.0018027616064808,-1.7815596019825987e-05,3349160779429.4893,2537555393049.313,2153085905623.788,1898424000000.0,1692975600000.0,6.640632957764448,1.2192202110455528,22240547452731.53,16850973975236.188,14297853225783.44,12606736982211.016,11242429566051.04,9.460850700637364e-05,7.168193556335103e-05,6.082127924065552e-05,5.3627482266068734e-05,4.7823889165901335e-05,5.371884976653695e-05,4.070110869884906e-05,3.453441202615381e-05,3.044976349763658e-05,2.715447477869506e-05
18,18,500000.0,750,1.8,17.15,2.43,0.81,0.02,,0.015,17872.0,3.5744,750.0,0.0142489987103999,0.0883360086305527,0.019569078178302,0.0001614939914657,2.3141879419395176e-05,59388714997323.95,47976946842178.016,41122005439347.6,36959296000000.0,32959542400000.0,1.0527055482889398,3.762790711803986,62518829783433.49,50505598130724.32,43289363282769.18,38907255960053.22,34696693153544.555,0.0019402314588188,0.0015674085820086,0.0013434573993853,0.0012074615320137,0.0010767894377852,0.001096920742526,0.0008861432370884,0.0007595311793279,0.0006826451525914,0.0006087689508748
19,19,500000.0,750,5.0,17.15,2.43,0.81,0.005,,0.015,4515.0,0.903,750.0,0.0048415319031391,0.0741346322465771,0.004959475679417,0.0013081556855399,1.314492812419812e-05,15003359904482.86,12120407060901.62,10388644503058.104,9337020000000.0,8326563000000.0,3.0981929480365915,2.7976682320770423,46483303852923.74,37551359683418.31,32186025139033.715,28927889519676.613,25797298767982.406,0.0004901603086709,0.0003959741353944,0.0003393973902319,0.0003050407798255,0.0002720291132274,0.0002771148809593,0.0002238661993875,0.000191880219039,0.0001724565165594,0.0001537931856087
20,20,500000.0,750,10.0,17.15,2.43,0.81,0.0025,,0.015,1112.0,0.2224,750.0,0.0023898300757991,0.0794982248798664,0.0023209256092935,0.000667338193944,4.101707228783038e-05,3695179670827.229,2985136799938.5605,2558620750254.842,2299616000000.0,2050750400000.0,6.276596881049736,1.395915146345461,23193153196832.57,18736500328001.16,16059431020838.676,14433762613212.068,12871733564451.496,0.0001207216529882,9.752452681253744e-05,8.359023210141618e-05,7.512853757829656e-05,6.699808945933004e-05,6.825066392619366e-05,5.513603847596124e-05,4.725820677107572e-05,4.247434029105322e-05,3.78777458243522e-05
21,21,500000.0,850,1.8,17.15,2.43,0.81,0.02,,0.017,20171.0,4.0342,850.0,0.0158774613780678,0.0807511734036324,0.0167923034133885,0.0003275218986906,-1.6931984344785808e-05,59458973975305.19,52414825608698.54,45358690478641.52,40995803980167.91,37199358200000.0,1.070700132420584,4.31941847421112,63662731308951.33,56120560720035.34,48565555901905.766,43894212750254.086,39829357750700.74,0.002204526449087,0.0019433545796914,0.0016817382839072,0.0015199780307915,0.001379219376961,0.0012241409448922,0.0010791160670488,0.0009338444058025,0.0008440213287525,0.0007658601292925
22,22,500000.0,850,5.0,17.15,2.43,0.81,0.005,,0.017,5292.0,1.0584,850.0,0.005557976934142,0.073821339078436,0.0049688806573564,0.0009395262062391,9.61889560499011e-06,15599469053458.68,13751388484518.996,11900163106091.465,10755529952062.297,9759506400000.0,3.058666885709944,3.2372930318354047,47713579428471.11,42060916590131.305,36398634827149.16,32897583302634.4,29851079046554.266,0.0005783726125907,0.0005098523839039,0.0004412155569102,0.0003987766466188,0.0003618476497386,0.0003211617609622,0.0002831134909931,0.000245000475708,0.0002214347762509,0.0002009286502511
23,23,500000.0,850,10.0,17.15,2.43,0.81,0.0025,,0.017,1260.0,0.252,850.0,0.0017872294843073,0.0715897833214721,0.002455979780569,0.0013881197192526,5.1435716295947066e-06,3714159298442.543,3274140115361.665,2833372168117.016,2560840464776.737,2323692000000.0,9.511929021576512,2.397006113437281,35328819621613.88,31143388384016.5,26950834954839.41,24358532736537.33,22102793372005.168,0.0001377077649025,0.000121393424739,0.0001050513230738,9.494682062353424e-05,8.61542023187206e-05,7.646708594339419e-05,6.740797404598669e-05,5.833344659715506e-05,5.272256577404136e-05,4.784015482170798e-05
24,24,500000.0,950,1.8,17.15,2.43,0.81,0.02,,0.019,21258.0,4.2516,950.0,0.0189396731943816,0.0872974333216141,0.0190369640523423,0.0001741543183614,-9.8109155850972e-05,53639824563807.73,53202171007865.04,46639906732305.98,42369199778026.086,39204003600000.0,1.003185208371826,4.265142231913655,53810678582071.64,53371631008358.61,46788464553690.9,42504154507866.62,39328876520475.81,0.0022250325009426,0.0022068782024518,0.0019346690479359,0.0017575159373031,0.0016262204972968,0.0011969621644424,0.0011871960111811,0.0010407603709681,0.0009454603829226,0.0008748296510187
25,25,500000.0,950,5.0,17.15,2.43,0.81,0.005,,0.019,5600.0,1.12,950.0,0.0067873268370703,0.0730718196311045,0.0047356583146893,-0.0006121375225418,3.101634886704289e-05,14130351752625.988,14015060572210.19,12286361732096.783,11161328382582.842,10327519999999.998,2.799334768472848,3.135254940689589,39555584951877.17,39232846342040.95,34393639574692.805,31244294603706.965,28910185808098.703,0.0005861408413434,0.0005813584501707,0.0005096503278032,0.0004629828417018,0.0004283956526889,0.0003153160278896,0.0003127433278113,0.0002741677522542,0.0002490628537193,0.0002304565832018
26,26,500000.0,950,10.0,17.15,2.43,0.81,0.0025,,0.019,1379.0,0.2758,950.0,0.0029069011382034,0.0717579668775697,0.0024723790921765,-0.0006755347400467,-1.398211429739746e-05,3479599119084.15,3451208665906.76,3025516576528.833,2748477114211.0254,2543151800000.0,6.536169995702865,1.8026756848148504,22743251359231.945,22557686531009.48,19775290669009.41,17964513647782.1,16622472489677.734,0.0001443371821808,0.0001431595183545,0.0001255013932215,0.000114009524769,0.0001054924294746,7.764657186781937e-05,7.701304447355494e-05,6.751380899261677e-05,6.133172772839816e-05,5.67499336134585e-05
27,27,500000.0,1050,1.8,17.15,2.43,0.81,0.02,,0.021,21158.0,4.2316,1050.0,0.0202290288830226,0.0806200898500539,0.0195940829737695,0.0003832472784351,3.4124592107798746e-05,43253242309167.76,50760551221083.45,45134586313710.59,41257820781797.5,38424661273518.375,1.0381121170687708,4.392875234588211,44901714943658.67,52695143291696.73,46854760951149.28,42830243677435.73,39889106462302.57,0.001984503954073,0.0023289471316191,0.002070821982888,0.0018929519293067,0.0017629636105927,0.0010228447924943,0.0012003762656568,0.0010673344726941,0.000975657427822,0.0009086593880303
28,28,500000.0,1050,5.0,17.15,2.43,0.81,0.005,,0.021,5906.0,1.1812,1050.0,0.006844054810017,0.0873516572523252,0.004959458549486,-0.0007987917797453,2.2633481865612768e-05,12073619863784.137,14169194418740.85,12598774306114.695,11516622059613.195,10725779822355.588,3.068356490842848,3.6243426869835713,37046169877011.19,43476139664757.73,38657530918831.125,35337102049198.08,32910516137276.01,0.0005539502955267,0.0006500974458522,0.0005780449300943,0.0005283946542435,0.0004921099860176,0.0002855147624762,0.0003350705276949,0.0002979335190344,0.0002723429798996,0.0002536412867807
29,29,500000.0,1050,10.0,17.15,2.43,0.81,0.0025,,0.021,1435.0,0.287,1050.0,0.004101451051838,0.0788794413245297,0.0024692041812986,0.0004898244783601,-3.32947054866812e-05,2933566627925.8784,3442735183016.106,3061165108241.55,2798231062571.1035,2606077555888.972,5.120139125051638,1.4694799288898204,15020269267589.094,17627283107752.58,15673591238950.492,14327332344405.129,13343479656826.074,0.0001345951022825,0.0001579562876393,0.0001404494538918,0.0001283857651269,0.0001195695614519,6.93724490608477e-05,8.141317427060922e-05,7.238987467227789e-05,6.617205827226923e-05,6.162804716058222e-05
30,30,500000.0,1150,1.8,17.15,2.43,0.81,0.02,,0.023,20771.0,4.1542,1150.0,0.0227441300603459,0.0803081821614276,0.0197968941481312,-0.0001871957970869,3.462301681406956e-05,31507255525958.76,47580812641477.984,43016586486716.266,39552001119758.56,36974646180675.47,1.0112499330145928,4.200934471729222,31861710040099.453,48116093596474.51,43500520203208.266,39996958482948.94,37390608473446.34,0.0015841314300137,0.0023922826508598,0.0021628010922552,0.0019886076095115,0.0018590225695851,0.001009912671516,0.001525123810548,0.0013788251325955,0.0012677736111211,0.0011851607853284
31,31,500000.0,1150,5.0,17.15,2.43,0.81,0.005,,0.023,6018.0,1.2036,1150.0,0.0083935087573081,0.079864755919463,0.0049460891891753,0.0002669796775193,9.742792695401064e-06,9128624705369.014,13785630469231.838,12463233232731.137,11459435883621.73,10712696582509.506,2.740212784072466,3.29812010690962,25014374118651.92,37775560848287.99,34151911035206.67,31401292706559.02,29355068127281.97,0.0004589717849801,0.0006931181451482,0.0006266302524284,0.0005761610222926,0.0005386162353167,0.000292602881767,0.0004418754557738,0.0003994882118318,0.0003673131573697,0.0003433776710849
32,32,500000.0,1150,10.0,17.15,2.43,0.81,0.0025,,0.023,1470.0,0.294,1150.0,0.0040544445998875,0.0718455075945745,0.0023791443799136,0.0004703970971117,1.3329575500002426e-05,2229823582069.2007,3367377332962.912,3044359064824.655,2799164298591.5493,2616760381570.1187,5.672786847460628,1.6677993331534249,12649313888519.707,19102413844869.05,17270000061884.842,15879062416931.496,14844323875527.023,0.0001121117520639,0.0001693060274788,0.0001530652161963,0.0001407372387454,0.0001315662788161,7.147328617440864e-05,0.0001079356796257,9.7581866299912e-05,8.972255588792709e-05,8.387590171069039e-05
33,33,500000.0,1250,1.8,17.15,2.43,0.81,0.02,,0.025,20387.0,4.0774,1250.0,0.0247874767078428,0.0740045506021884,0.0179992020192168,-0.0001387724056256,-1.1281818263471452e-05,19147280146203.098,44368308894959.59,40818250124423.96,37831964783164.98,35515950916763.01,1.0085738171199123,4.11235888192473,19311445424520.37,44748714661344.76,41168218336145.61,38156329130502.805,35820458184763.12,0.0010466353058471,0.0024252759763066,0.0022312214255451,0.0020679840546167,0.001941385296835,0.0006646676414035,0.0015401758892697,0.0014169411963087,0.0013132770090624,0.0012328802392714
34,34,500000.0,1250,5.0,17.15,2.43,0.81,0.005,,0.025,5966.0,1.1932,1250.0,0.009013376240091,0.0807029073429531,0.0049497653778787,0.0002598620223666,-5.0420347087983946e-05,5603211524611.159,12983829443632.164,11944949244239.633,11071050272053.871,10393297845166.436,2.773655435440643,3.3095256655677754,15541378101161.39,36012669109164.61,33131173397347.86,30707278763118.832,28827427060399.4,0.0003062847027362,0.000709726613756,0.0006529389819395,0.0006051696115094,0.0005681220719535,0.0001945066536819,0.0004507131679689,0.0004146500798144,0.0003843140548421,0.0003607869479321
35,35,500000.0,1250,10.0,17.15,2.43,0.81,0.0025,,0.025,1378.0,0.2756,1250.0,0.004731216453365,0.0718019670135622,0.0024595212308437,-7.571775236781152e-05,5.315870563866556e-06,1294204740347.6665,2998946861100.424,2758990958525.346,2557141682013.114,2400597457364.9595,5.28405331830018,1.4562850945235295,6838646852793.908,15846595112803.602,14578655329556.049,13512072990205.098,12684884960492.29,7.074427093036888e-05,0.0001639294793422,0.0001508129261,0.000139779370543,0.0001312222955333,4.492627703212957e-05,0.0001041037119445,9.577402111705528e-05,8.876714173189136e-05,8.3332955791239e-05
36,36,500000.0,1350,1.8,17.15,2.43,0.81,0.02,,0.027,20013.0,4.0026,1350.0,0.0250153807428432,0.0813922559641324,0.0186614455025352,0.000558693870104,1.0371264893647602e-06,6185837805886.948,41184176263051.97,38659602208453.52,36122845579614.67,34065026999469.027,1.079335960446036,4.320150115281304,6676597189380.389,44451562442060.02,41726698880122.87,38988686227717.24,36767608634092.05,0.0003650358419536,0.0024303418435968,0.0022813628298378,0.0021316649035587,0.0020102298511756,0.0002375477260674,0.0015815492950589,0.0014846009357941,0.001387184742923,0.0013081606657143
37,37,500000.0,1350,5.0,17.15,2.43,0.81,0.005,,0.027,5743.0,1.1486,1350.0,0.009839518787885,0.0728439806411546,0.0049408241534643,-0.0005221319223052,-1.374820143418792e-05,1775109504782.3289,11818354283651.002,11093893743224.334,10365937248974.52,9775418480884.955,2.74403663248694,3.151800476074499,4870965507798.461,32429997090047.293,30442050828325.23,28444511541246.973,26824106409438.152,0.0001047519532473,0.0006974193378192,0.0006546678025162,0.0006117099655792,0.0005768625411133,6.816752065184594e-05,0.0004538468796044,0.0004260262416562,0.0003980713525512,0.0003753943288461
38,38,500000.0,1350,10.0,17.15,2.43,0.81,0.0025,,0.027,1384.0,0.2768,1350.0,0.0044074458721752,0.0725602601461517,0.0021474962475512,-0.0008890176667935,-4.056454267765208e-05,427781917920.72833,2848093736474.488,2673506693474.225,2498077163952.766,2355768618761.062,6.12599695675322,1.695675957629291,2620590727336.437,17447413562190.615,16377893868082.469,15303213104109.355,14431431389345.002,2.524407161664158e-05,0.0001680704098105,0.0001577677587815,0.0001474153913219,0.0001390175442975,1.6427624687820783e-05,0.0001093721193405,0.0001026676507839,9.593082917131712e-05,9.04659152225412e-05
39,39,500000.0,1450,1.8,17.15,2.43,0.81,0.02,,0.0289999999999999,18824.0,3.7648,1450.0,0.0280788780312377,0.0738941047668031,0.0179966516583705,-0.0002372428613137,-6.014240017578858e-05,882845600000.0,36430288173095.84,34984828923606.84,32979311114933.18,31254397316387.543,1.0328047996696124,3.888303509796157,911807173047.1989,37625376478520.49,36132499227921.42,34061190809300.38,32279691559146.11,5.587721080745642e-05,0.0023057518687576,0.0022142656211088,0.0020873320538198,0.0019781585222917,3.64105085165175e-05,0.001502465796721,0.0014428518548111,0.0013601398570929,0.0012890005904395
40,40,500000.0,1450,5.0,17.15,2.43,0.81,0.005,,0.0289999999999999,5354.0,1.0708,1450.0,0.010541246826051,0.0731595978685869,0.0049609642892629,0.0007932515701788,1.652168464544744e-05,251102600000.0,10361653361599.824,9950529858531.186,9380112181754.797,8889505059070.277,2.751097709649581,2.9458754274927714,690807787747.0548,28505920831280.16,27374879903604.914,25805605139481.75,24455897007926.6,1.5892827595788442e-05,0.0006558114909332,0.0006297905936791,0.0005936876230424,0.0005626360352927,1.0356027549799976e-05,0.000427337541205,0.0004103818970813,0.0003868566083125,0.0003666228836173
41,41,500000.0,1450,10.0,17.15,2.43,0.81,0.0025,,0.0289999999999999,1298.0,0.2596,1450.0,0.0061108294280529,0.0718254895935592,0.0024222140371167,-0.0010947079740477,-1.5759024380945446e-05,60876199999.99999,2512033258004.5894,2412362300405.9536,2274072770249.8545,2155132156644.232,4.7456732905798,1.231976786234516,288898556371.994,11921289137560.535,11448283336238.18,10792006406609.549,10227553113456.174,3.852986593076839e-06,0.0001589920274993,0.0001526836366446,0.0001439309926613,0.0001364029835281,2.510669361158081e-06,0.0001036018170497,9.949116593417553e-05,9.378779932568378e-05,8.888242490387396e-05
42,42,500000.0,1550,1.8,17.15,2.43,0.81,0.02,,0.031,17223.0,3.4446,1550.0,0.0309634874079165,0.0743715888463669,0.0179933504985644,0.0002179942522086,5.5144839767783583e-05,807758700000.0,31183077449848.64,30712919756115.35,29225039304048.586,27849503429713.445,1.0011792144600005,3.448661922128917,808711220739.2311,31219848985684.81,30749136875200.6,29259501892989.992,27882343966861.6,5.443600758677193e-05,0.0021014719378929,0.0020697873422543,0.0019695169625271,0.0018768176436697,3.552899028818748e-05,0.0013715770017351,0.0013508972762991,0.001285453363245,0.0012249508880376
43,43,500000.0,1550,5.0,17.15,2.43,0.81,0.005,,0.031,4980.0,0.996,1550.0,0.0111578835317232,0.0718813150418562,0.0048872697033047,0.0005276796739411,-4.275707405465281e-05,233562000000.0,9016531713420.787,8880586447509.404,8450368445344.13,8052634679206.467,2.7783046768559005,2.767191458148477,648906396935.8177,25050672228416.52,24672974860338.504,23477698172855.12,22372672590251.34,1.5740075351688104e-05,0.0006076368954715,0.0005984753506605,0.0005694823476389,0.0005426785034822,1.027314472711918e-05,0.0003965890651245,0.0003906095590762,0.0003716865673204,0.0003541923835816
