Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor
52,0.02,1020,500000.0,17.15,2.43,0.81,1.259358879746124
53,0.02,1030,500000.0,17.15,2.43,0.81,1.2617628504126932
54,0.02,1040,500000.0,17.15,2.43,0.81,1.2642566117790308
55,0.02,1050,500000.0,17.15,2.43,0.81,1.265621692098661
56,0.02,1060,500000.0,17.15,2.43,0.81,1.268278918030988
57,0.02,1070,500000.0,17.15,2.43,0.81,1.2697722552271808
58,0.02,1080,500000.0,17.15,2.43,0.81,1.2726006895998
59,0.02,1090,500000.0,17.15,2.43,0.81,1.2742277512898723
60,0.02,1100,500000.0,17.15,2.43,0.81,1.2772359716415136
61,0.02,1110,500000.0,17.15,2.43,0.81,1.2790028881297952
62,0.02,1120,500000.0,17.15,2.43,0.81,1.2808327649365188
63,0.02,1130,500000.0,17.15,2.43,0.81,1.2827267662042796
64,0.02,1140,500000.0,17.15,2.43,0.81,1.2860935644012992
65,0.02,1150,500000.0,17.15,2.43,0.81,1.2881404145939348
66,0.02,1160,500000.0,17.15,2.43,0.81,1.2902559216101106
67,0.02,1170,500000.0,17.15,2.43,0.81,1.2924415389592534
68,0.02,1180,500000.0,17.15,2.43,0.81,1.2946987935982417
69,0.02,1190,500000.0,17.15,2.43,0.81,1.2970292885372767
70,0.02,1200,500000.0,17.15,2.43,0.81,1.2978919623625709
71,0.02,1210,500000.0,17.15,2.43,0.81,1.300348967189501
72,0.02,1220,500000.0,17.15,2.43,0.81,1.302883708455963
73,0.02,1230,500000.0,17.15,2.43,0.81,1.3054980940680712
74,0.02,1240,500000.0,17.15,2.43,0.81,1.3065588553520544
75,0.02,1250,500000.0,17.15,2.43,0.81,1.3093104754810685
76,0.02,1260,500000.0,17.15,2.43,0.81,1.3121471116557526
77,0.02,1270,500000.0,17.15,2.43,0.81,1.313362205718772
78,0.02,1280,500000.0,17.15,2.43,0.81,1.3163451361427545
79,0.02,1290,500000.0,17.15,2.43,0.81,1.3176623432038903
80,0.02,1300,500000.0,17.15,2.43,0.81,1.320797754381538
81,0.02,1310,500000.0,17.15,2.43,0.81,1.32222080129718
82,0.02,1320,500000.0,17.15,2.43,0.81,1.3255154137881726
83,0.02,1330,500000.0,17.15,2.43,0.81,1.327048404262545
84,0.02,1340,500000.0,17.15,2.43,0.81,1.3286279767482978
85,0.02,1350,500000.0,17.15,2.43,0.81,1.3302547444368489
86,0.02,1360,500000.0,17.15,2.43,0.81,1.333852740883571
87,0.02,1370,500000.0,17.15,2.43,0.81,1.335597568878755
88,0.02,1380,500000.0,17.15,2.43,0.81,1.337392152067211
89,0.02,1390,500000.0,17.15,2.43,0.81,1.3392372404146506
90,0.02,1400,500000.0,17.15,2.43,0.81,1.3411336168348729
91,0.02,1410,500000.0,17.15,2.43,0.81,1.3430820979998586
92,0.02,1420,500000.0,17.15,2.43,0.81,1.3450835351988926
93,0.02,1430,500000.0,17.15,2.43,0.81,1.347138815248563
94,0.02,1440,500000.0,17.15,2.43,0.81,1.3492488614553535
95,0.02,1450,500000.0,17.15,2.43,0.81,1.3514146346328102
96,0.02,1460,500000.0,17.15,2.43,0.81,1.35363713417542
97,0.02,1470,500000.0,17.15,2.43,0.81,1.3559173991914872
98,0.02,1480,500000.0,17.15,2.43,0.81,1.3582565096972803
99,0.02,1490,500000.0,17.15,2.43,0.81,1.3606555878753217
100,0.02,1500,500000.0,17.15,2.43,0.81,1.3631157993992875
101,0.02,1510,500000.0,17.15,2.43,0.81,1.3656383548286375
102,0.02,1520,500000.0,17.15,2.43,0.81,1.3682245110761406
103,0.02,1530,500000.0,17.15,2.43,0.81,1.3684987697331177
104,0.02,1540,500000.0,17.15,2.43,0.81,1.3711828845959593
105,0.02,1550,500000.0,17.15,2.43,0.81,1.373933798538699
106,0.02,1560,500000.0,17.15,2.43,0.81,1.374297508718704
107,0.02,1570,500000.0,17.15,2.43,0.81,1.3771509864358744
108,0.02,1580,500000.0,17.15,2.43,0.81,1.3800747890827474
109,0.02,1590,500000.0,17.15,2.43,0.81,1.3805309200889648
110,0.02,1600,500000.0,17.15,2.43,0.81,1.383562410751065
111,0.02,1610,500000.0,17.15,2.43,0.81,1.3866681074941196
112,0.02,1620,500000.0,17.15,2.43,0.81,1.3872201041311054
113,0.02,1630,500000.0,17.15,2.43,0.81,1.3904391744385447
114,0.02,1640,500000.0,17.15,2.43,0.81,1.3910524939608124
115,0.02,1650,500000.0,17.15,2.43,0.81,1.3943885337529478
116,0.02,1660,500000.0,17.15,2.43,0.81,1.3950645484815554
117,0.02,1670,500000.0,17.15,2.43,0.81,1.3985213861890289
118,0.02,1680,500000.0,17.15,2.43,0.81,1.3992615952852372
119,0.02,1690,500000.0,17.15,2.43,0.81,1.4028433039827128
120,0.02,1700,500000.0,17.15,2.43,0.81,1.4036493387576896
121,0.02,1710,500000.0,17.15,2.43,0.81,1.4073602493996773
122,0.02,1720,500000.0,17.15,2.43,0.81,1.4082338792269282
123,0.02,1730,500000.0,17.15,2.43,0.81,1.4091330660521937
124,0.02,1740,500000.0,17.15,2.43,0.81,1.413021733938582
125,0.02,1750,500000.0,17.15,2.43,0.81,1.4139909691678851
126,0.02,1760,500000.0,17.15,2.43,0.81,1.414986427833524
127,0.02,1770,500000.0,17.15,2.43,0.81,1.4190612641001488
128,0.02,1780,500000.0,17.15,2.43,0.81,1.4201295058910657
129,0.02,1790,500000.0,17.15,2.43,0.81,1.4212247405366416
130,0.02,1800,500000.0,17.15,2.43,0.81,1.4254949010421352
131,0.02,1810,500000.0,17.15,2.43,0.81,1.426665953198782
132,0.02,1820,500000.0,17.15,2.43,0.81,1.427864876314501
133,0.02,1830,500000.0,17.15,2.43,0.81,1.4290918631416372
134,0.02,1840,500000.0,17.15,2.43,0.81,1.4336184159480845
135,0.02,1850,500000.0,17.15,2.43,0.81,1.4349253760946743
136,0.02,1860,500000.0,17.15,2.43,0.81,1.436261424819158
137,0.02,1870,500000.0,17.15,2.43,0.81,1.4376267948979
138,0.02,1880,500000.0,17.15,2.43,0.81,1.439021727851663
139,0.02,1890,500000.0,17.15,2.43,0.81,1.4438766302861077
140,0.02,1900,500000.0,17.15,2.43,0.81,1.445357187644887
141,0.02,1910,500000.0,17.15,2.43,0.81,1.4468685260190206
142,0.02,1920,500000.0,17.15,2.43,0.81,1.4484109306310495
143,0.02,1930,500000.0,17.15,2.43,0.81,1.4499846962108915
144,0.02,1940,500000.0,17.15,2.43,0.81,1.4515901271332927
145,0.02,1950,500000.0,17.15,2.43,0.81,1.453227537561713
146,0.02,1960,500000.0,17.15,2.43,0.81,1.454897251599106
147,0.02,1970,500000.0,17.15,2.43,0.81,1.4565996034457886
148,0.02,1980,500000.0,17.15,2.43,0.81,1.4620569760582816
149,0.02,1990,500000.0,17.15,2.43,0.81,1.4638561884094925
150,0.02,2000,500000.0,17.15,2.43,0.81,1.4656896307688272
151,0.02,2010,500000.0,17.15,2.43,0.81,1.467557689323989
152,0.02,2020,500000.0,17.15,2.43,0.81,1.469460761515346
153,0.02,2030,500000.0,17.15,2.43,0.81,1.47139925624609
154,0.02,2040,500000.0,17.15,2.43,0.81,1.4733735941006716
155,0.02,2050,500000.0,17.15,2.43,0.81,1.4753842075718304
156,0.02,2060,500000.0,17.15,2.43,0.81,1.4774315412966934
157,0.02,2070,500000.0,17.15,2.43,0.81,1.479516052301691
158,0.02,2080,500000.0,17.15,2.43,0.81,1.4816382102571664
159,0.02,2090,500000.0,17.15,2.43,0.81,1.4797097862360562
160,0.02,2100,500000.0,17.15,2.43,0.81,1.4818717690716283
161,0.02,2110,500000.0,17.15,2.43,0.81,1.4840722349920876
162,0.02,2120,500000.0,17.15,2.43,0.81,1.4863116938282506
163,0.02,2130,500000.0,17.15,2.43,0.81,1.488590669123882
164,0.02,2140,500000.0,17.15,2.43,0.81,1.490909698441799
165,0.02,2150,500000.0,17.15,2.43,0.81,1.4932693336813323
166,0.02,2160,500000.0,17.15,2.43,0.81,1.4956701414070592
167,0.02,2170,500000.0,17.15,2.43,0.81,1.4981127031897543
168,0.02,2180,500000.0,17.15,2.43,0.81,1.5005976159594452
169,0.02,2190,500000.0,17.15,2.43,0.81,1.503125492371472
170,0.02,2200,500000.0,17.15,2.43,0.81,1.5012226792986705
171,0.02,2210,500000.0,17.15,2.43,0.81,1.5037943662729942
172,0.02,2220,500000.0,17.15,2.43,0.81,1.5064101542953967
173,0.02,2230,500000.0,17.15,2.43,0.81,1.5090707056363442
174,0.02,2240,500000.0,17.15,2.43,0.81,1.5117766998463873
175,0.02,2250,500000.0,17.15,2.43,0.81,1.5145288341928238
176,0.02,2260,500000.0,17.15,2.43,0.81,1.5126402032299888
177,0.02,2270,500000.0,17.15,2.43,0.81,1.5154386620721718
178,0.02,2280,500000.0,17.15,2.43,0.81,1.518284575583688
179,0.02,2290,500000.0,17.15,2.43,0.81,1.5211786968242846
180,0.02,2300,500000.0,17.15,2.43,0.81,1.524121798434274
181,0.02,2310,500000.0,17.15,2.43,0.81,1.522244268623915
182,0.02,2320,500000.0,17.15,2.43,0.81,1.5252360119812969
183,0.02,2330,500000.0,17.15,2.43,0.81,1.5282782074662329
184,0.02,2340,500000.0,17.15,2.43,0.81,1.53137168932571
185,0.02,2350,500000.0,17.15,2.43,0.81,1.5295040682729268
186,0.02,2360,500000.0,17.15,2.43,0.81,1.5326481031475945
187,0.02,2370,500000.0,17.15,2.43,0.81,1.5358450245360062
188,0.02,2380,500000.0,17.15,2.43,0.81,1.5390957332195696
189,0.02,2390,500000.0,17.15,2.43,0.81,1.537236340438018
190,0.02,2400,500000.0,17.15,2.43,0.81,1.54053971883028
191,0.02,2410,500000.0,17.15,2.43,0.81,1.543898622938011
192,0.02,2420,500000.0,17.15,2.43,0.81,1.5420481701571545
193,0.02,2430,500000.0,17.15,2.43,0.81,1.5454612163854078
194,0.02,2440,500000.0,17.15,2.43,0.81,1.5489316250097802
195,0.02,2450,500000.0,17.15,2.43,0.81,1.5524604200208103
196,0.02,2460,500000.0,17.15,2.43,0.81,1.5506153812140655
197,0.02,2470,500000.0,17.15,2.43,0.81,1.5542008110611496
198,0.02,2480,500000.0,17.15,2.43,0.81,1.5578466214668023
199,0.02,2490,500000.0,17.15,2.43,0.81,1.5560085146306568
200,0.02,2500,500000.0,17.15,2.43,0.81,1.5597127003734337
201,0.02,2510,500000.0,17.15,2.43,0.81,1.5634793730249614
202,0.02,2520,500000.0,17.15,2.43,0.81,1.56164737458027
203,0.02,2530,500000.0,17.15,2.43,0.81,1.5654742801499508
204,0.02,2540,500000.0,17.15,2.43,0.81,1.5636511682459822
205,0.02,2550,500000.0,17.15,2.43,0.81,1.5675391969459505
206,0.02,2560,500000.0,17.15,2.43,0.81,1.571493027829385
207,0.02,2570,500000.0,17.15,2.43,0.81,1.5696747195308494
208,0.02,2580,500000.0,17.15,2.43,0.81,1.5736917189644355
209,0.02,2590,500000.0,17.15,2.43,0.81,1.577776935583556
210,0.02,2600,500000.0,17.15,2.43,0.81,1.575962641452958
211,0.02,2610,500000.0,17.15,2.43,0.81,1.5801132048992
212,0.02,2620,500000.0,17.15,2.43,0.81,1.5783065069993836
213,0.02,2630,500000.0,17.15,2.43,0.81,1.5825234764800369
214,0.02,2640,500000.0,17.15,2.43,0.81,1.5868124741356575
215,0.02,2650,500000.0,17.15,2.43,0.81,1.58500854061911
216,0.02,2660,500000.0,17.15,2.43,0.81,1.589366336428706
217,0.02,2670,500000.0,17.15,2.43,0.81,1.5875692307132168
218,0.02,2680,500000.0,17.15,2.43,0.81,1.5919969962841978
219,0.02,2690,500000.0,17.15,2.43,0.81,1.5965009345656354
220,0.02,2700,500000.0,17.15,2.43,0.81,1.5947053706962049
221,0.02,2710,500000.0,17.15,2.43,0.81,1.5992819032235883
222,0.02,2720,500000.0,17.15,2.43,0.81,1.5974924221866822
223,0.02,2730,500000.0,17.15,2.43,0.81,1.602142842423937
224,0.02,2740,500000.0,17.15,2.43,0.81,1.6003591596487248
225,0.02,2750,500000.0,17.15,2.43,0.81,1.605084804231357
226,0.02,2760,500000.0,17.15,2.43,0.81,1.6033066392525386
227,0.02,2770,500000.0,17.15,2.43,0.81,1.6081088891751008
228,0.02,2780,500000.0,17.15,2.43,0.81,1.6063359654153289
229,0.02,2790,500000.0,17.15,2.43,0.81,1.611216247279091
230,0.02,2800,500000.0,17.15,2.43,0.81,1.616181972619525
231,0.02,2810,500000.0,17.15,2.43,0.81,1.6144080791599102
232,0.02,2820,500000.0,17.15,2.43,0.81,1.6194549912065583
233,0.02,2830,500000.0,17.15,2.43,0.81,1.6176856371954649
234,0.02,2840,500000.0,17.15,2.43,0.81,1.6228153074036644
235,0.02,2850,500000.0,17.15,2.43,0.81,1.6210502267657252
236,0.02,2860,500000.0,17.15,2.43,0.81,1.6262642779434755
237,0.02,2870,500000.0,17.15,2.43,0.81,1.6245032075686203
238,0.02,2880,500000.0,17.15,2.43,0.81,1.6298033154594531
239,0.02,2890,500000.0,17.15,2.43,0.81,1.6280459950130517
240,0.02,2900,500000.0,17.15,2.43,0.81,1.63343388995551
241,0.02,2910,500000.0,17.15,2.43,0.81,1.6316800616926097
242,0.02,2920,500000.0,17.15,2.43,0.81,1.63715753035871
243,0.02,2930,500000.0,17.15,2.43,0.81,1.6354069389421153
244,0.02,2940,500000.0,17.15,2.43,0.81,1.6409758261590612
245,0.02,2950,500000.0,17.15,2.43,0.81,1.6392282184809044
246,0.02,2960,500000.0,17.15,2.43,0.81,1.6448904291395992
247,0.02,2970,500000.0,17.15,2.43,0.81,1.643145554146061
248,0.02,2980,500000.0,17.15,2.43,0.81,1.641410541744751
249,0.02,2990,500000.0,17.15,2.43,0.81,1.6471606637192069
250,0.02,3000,500000.0,17.15,2.43,0.81,1.6454280499468952
251,0.02,3010,500000.0,17.15,2.43,0.81,1.651275330850999
252,0.02,3020,500000.0,17.15,2.43,0.81,1.649544870675258
253,0.02,3030,500000.0,17.15,2.43,0.81,1.6554914070875484
254,0.02,3040,500000.0,17.15,2.43,0.81,1.6537628569622336
255,0.02,3050,500000.0,17.15,2.43,0.81,1.6598108140031744
256,0.02,3060,500000.0,17.15,2.43,0.81,1.6580839317055875
257,0.02,3070,500000.0,17.15,2.43,0.81,1.664235545444668
258,0.02,3080,500000.0,17.15,2.43,0.81,1.662510089914163
259,0.02,3090,500000.0,17.15,2.43,0.81,1.6607940163096742
260,0.02,3100,500000.0,17.15,2.43,0.81,1.6670434010698585
261,0.02,3110,500000.0,17.15,2.43,0.81,1.665328442026192
262,0.02,3120,500000.0,17.15,2.43,0.81,1.6716860116113317
263,0.02,3130,500000.0,17.15,2.43,0.81,1.6699719300409566
264,0.02,3140,500000.0,17.15,2.43,0.81,1.668267011431913
265,0.02,3150,500000.0,17.15,2.43,0.81,1.674726707000734
266,0.02,3160,500000.0,17.15,2.43,0.81,1.673022362549477
267,0.02,3170,500000.0,17.15,2.43,0.81,1.6795950817105958
268,0.02,3180,500000.0,17.15,2.43,0.81,1.677891077460996
269,0.02,3190,500000.0,17.15,2.43,0.81,1.684579448019938
270,0.02,3200,500000.0,17.15,2.43,0.81,1.6828755503052293
271,0.02,3210,500000.0,17.15,2.43,0.81,1.6811805480762223
272,0.02,3220,500000.0,17.15,2.43,0.81,1.6879782631459612
273,0.02,3230,500000.0,17.15,2.43,0.81,1.6862830739180388
274,0.02,3240,500000.0,17.15,2.43,0.81,1.6932017891609203
275,0.02,3250,500000.0,17.15,2.43,0.81,1.6915061812478929
276,0.02,3260,500000.0,17.15,2.43,0.81,1.68981928051093
277,0.02,3270,500000.0,17.15,2.43,0.81,1.6968525375040306
278,0.02,3280,500000.0,17.15,2.43,0.81,1.6951649307722976
279,0.02,3290,500000.0,17.15,2.43,0.81,1.6934859072864616
280,0.02,3300,500000.0,17.15,2.43,0.81,1.700636364752074
281,0.02,3310,500000.0,17.15,2.43,0.81,1.6989563519971118
282,0.02,3320,500000.0,17.15,2.43,0.81,1.706236448721782
283,0.02,3330,500000.0,17.15,2.43,0.81,1.7045552173842822
284,0.02,3340,500000.0,17.15,2.43,0.81,1.7028823993178976
285,0.02,3350,500000.0,17.15,2.43,0.81,1.710285474274982
286,0.02,3360,500000.0,17.15,2.43,0.81,1.7086111589875268
287,0.02,3370,500000.0,17.15,2.43,0.81,1.7069451437616203
288,0.02,3380,500000.0,17.15,2.43,0.81,1.714474160923468
289,0.02,3390,500000.0,17.15,2.43,0.81,1.712806372987737
290,0.02,3400,500000.0,17.15,2.43,0.81,1.7204745976369245
291,0.02,3410,500000.0,17.15,2.43,0.81,1.7188048082329632
292,0.02,3420,500000.0,17.15,2.43,0.81,1.7171431656232106
293,0.02,3430,500000.0,17.15,2.43,0.81,1.724943758665239
294,0.02,3440,500000.0,17.15,2.43,0.81,1.7232798422407167
295,0.02,3450,500000.0,17.15,2.43,0.81,1.7216239691694912
296,0.02,3460,500000.0,17.15,2.43,0.81,1.7295602358378768
297,0.02,3470,500000.0,17.15,2.43,0.81,1.7279018189252318
298,0.02,3480,500000.0,17.15,2.43,0.81,1.72625134542296
299,0.02,3490,500000.0,17.15,2.43,0.81,1.7343267132868956
300,0.02,3500,500000.0,17.15,2.43,0.81,1.732673427946283
301,0.02,3510,500000.0,17.15,2.43,0.81,1.7310279894537783
302,0.02,3520,500000.0,17.15,2.43,0.81,1.739246013248709
303,0.02,3530,500000.0,17.15,2.43,0.81,1.7375974966666776
304,0.02,3540,500000.0,17.15,2.43,0.81,1.7359567336396695
305,0.02,3550,500000.0,17.15,2.43,0.81,1.7443211003669596
306,0.02,3560,500000.0,17.15,2.43,0.81,1.7426769944663745
307,0.02,3570,500000.0,17.15,2.43,0.81,1.7410405519908358
308,0.02,3580,500000.0,17.15,2.43,0.81,1.7495550863034184
309,0.02,3590,500000.0,17.15,2.43,0.81,1.7479150373635002
310,0.02,3600,500000.0,17.15,2.43,0.81,1.7462825647808422
311,0.02,3610,500000.0,17.15,2.43,0.81,1.7549512346699456
312,0.02,3620,500000.0,17.15,2.43,0.81,1.7533148929553348
313,0.02,3630,500000.0,17.15,2.43,0.81,1.7516860434966464
314,0.02,3640,500000.0,17.15,2.43,0.81,1.7605129662972694
315,0.02,3650,500000.0,17.15,2.43,0.81,1.7588799856957968
316,0.02,3660,500000.0,17.15,2.43,0.81,1.7572544161240984
317,0.02,3670,500000.0,17.15,2.43,0.81,1.755636205175242
318,0.02,3680,500000.0,17.15,2.43,0.81,1.7646139025254917
319,0.02,3690,500000.0,17.15,2.43,0.81,1.7629912727850992
320,0.02,3700,500000.0,17.15,2.43,0.81,1.7613759242220697
321,0.02,3710,500000.0,17.15,2.43,0.81,1.770520398873468
322,0.02,3720,500000.0,17.15,2.43,0.81,1.7689003717457807
323,0.02,3730,500000.0,17.15,2.43,0.81,1.7672875510211297
324,0.02,3740,500000.0,17.15,2.43,0.81,1.7766034050503785
325,0.02,3750,500000.0,17.15,2.43,0.81,1.7749856458150923
326,0.02,3760,500000.0,17.15,2.43,0.81,1.773375020802706
327,0.02,3770,500000.0,17.15,2.43,0.81,1.771771480946978
328,0.02,3780,500000.0,17.15,2.43,0.81,1.7812512091553996
329,0.02,3790,500000.0,17.15,2.43,0.81,1.7796424498202286
330,0.02,3800,500000.0,17.15,2.43,0.81,1.7780407068622284
331,0.02,3810,500000.0,17.15,2.43,0.81,1.7877013645296769
332,0.02,3820,500000.0,17.15,2.43,0.81,1.7860941426011698
333,0.02,3830,500000.0,17.15,2.43,0.81,1.7844938706914268
334,0.02,3840,500000.0,17.15,2.43,0.81,1.7829005019012547
335,0.02,3850,500000.0,17.15,2.43,0.81,1.7927345996572543
336,0.02,3860,500000.0,17.15,2.43,0.81,1.791135474322307
337,0.02,3870,500000.0,17.15,2.43,0.81,1.789543188913593
338,0.02,3880,500000.0,17.15,2.43,0.81,1.799568525683947
339,0.02,3890,500000.0,17.15,2.43,0.81,1.7979702235081925
340,0.02,3900,500000.0,17.15,2.43,0.81,1.796378700332287
341,0.02,3910,500000.0,17.15,2.43,0.81,1.794793911258819
342,0.02,3920,500000.0,17.15,2.43,0.81,1.8050030365856649
343,0.02,3930,500000.0,17.15,2.43,0.81,1.8034119551775305
344,0.02,3940,500000.0,17.15,2.43,0.81,1.801827549899249
345,0.02,3950,500000.0,17.15,2.43,0.81,1.8002497769950705
346,0.02,3960,500000.0,17.15,2.43,0.81,1.8106480940068173
347,0.02,3970,500000.0,17.15,2.43,0.81,1.8090637545587116
348,0.02,3980,500000.0,17.15,2.43,0.81,1.8074859923513016
349,0.02,3990,500000.0,17.15,2.43,0.81,1.8059147647217035
350,0.02,4000,500000.0,17.15,2.43,0.81,1.8165078971895
351,0.02,4010,500000.0,17.15,2.43,0.81,1.8149298297747805
352,0.02,4020,500000.0,17.15,2.43,0.81,1.8133582445358425
353,0.02,4030,500000.0,17.15,2.43,0.81,1.811793099856339
354,0.02,4040,500000.0,17.15,2.43,0.81,1.8225869024136407
355,0.02,4050,500000.0,17.15,2.43,0.81,1.821014645293049
356,0.02,4060,500000.0,17.15,2.43,0.81,1.8194487789598404
357,0.02,4070,500000.0,17.15,2.43,0.81,1.8178892628002
358,0.02,4080,500000.0,17.15,2.43,0.81,1.82888983180397
359,0.02,4090,500000.0,17.15,2.43,0.81,1.8273229307559096
360,0.02,4100,500000.0,17.15,2.43,0.81,1.825762332643879
361,0.02,4110,500000.0,17.15,2.43,0.81,1.824207997814918
362,0.02,4120,500000.0,17.15,2.43,0.81,1.8354216828887957
363,0.02,4130,500000.0,17.15,2.43,0.81,1.8338596905608369
364,0.02,4140,500000.0,17.15,2.43,0.81,1.8323039167231907
365,0.02,4150,500000.0,17.15,2.43,0.81,1.830754322643766
366,0.02,4160,500000.0,17.15,2.43,0.81,1.8421877389505812
367,0.02,4170,500000.0,17.15,2.43,0.81,1.840630214230436
368,0.02,4180,500000.0,17.15,2.43,0.81,1.839078826836328
369,0.02,4190,500000.0,17.15,2.43,0.81,1.837533538919229
370,0.02,4200,500000.0,17.15,2.43,0.81,1.849193580209916
371,0.02,4210,500000.0,17.15,2.43,0.81,1.847640087613381
372,0.02,4220,500000.0,17.15,2.43,0.81,1.8460926543429432
373,0.02,4230,500000.0,17.15,2.43,0.81,1.8445512433965008
374,0.02,4240,500000.0,17.15,2.43,0.81,1.8564450958913872
375,0.02,4250,500000.0,17.15,2.43,0.81,1.854895204965564
376,0.02,4260,500000.0,17.15,2.43,0.81,1.8533512984196907
377,0.02,4270,500000.0,17.15,2.43,0.81,1.851813340064136
378,0.02,4280,500000.0,17.15,2.43,0.81,1.850281294009451
379,0.02,4290,500000.0,17.15,2.43,0.81,1.8624017819627336
380,0.02,4300,500000.0,17.15,2.43,0.81,1.860860979085564
381,0.02,4310,500000.0,17.15,2.43,0.81,1.8593260531817557
382,0.02,4320,500000.0,17.15,2.43,0.81,1.8577969691322087
383,0.02,4330,500000.0,17.15,2.43,0.81,1.8701663697024928
384,0.02,4340,500000.0,17.15,2.43,0.81,1.868628251215016
385,0.02,4350,500000.0,17.15,2.43,0.81,1.8670959413036687
386,0.02,4360,500000.0,17.15,2.43,0.81,1.8655694055889125
387,0.02,4370,500000.0,17.15,2.43,0.81,1.864048609970482
388,0.02,4380,500000.0,17.15,2.43,0.81,1.876660019601864
389,0.02,4390,500000.0,17.15,2.43,0.81,1.8751299123518412
390,0.02,4400,500000.0,17.15,2.43,0.81,1.873605514339535
391,0.02,4410,500000.0,17.15,2.43,0.81,1.872086792166523
392,0.02,4420,500000.0,17.15,2.43,0.81,1.870573712702338
393,0.02,4430,500000.0,17.15,2.43,0.81,1.8834352398069245
394,0.02,4440,500000.0,17.15,2.43,0.81,1.8819125713634308
395,0.02,4450,500000.0,17.15,2.43,0.81,1.8803955170882107
396,0.02,4460,500000.0,17.15,2.43,0.81,1.8788840445169697
397,0.02,4470,500000.0,17.15,2.43,0.81,1.892019580094373
398,0.02,4480,500000.0,17.15,2.43,0.81,1.890498235050168
399,0.02,4490,500000.0,17.15,2.43,0.81,1.8889824450107364
