,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
167,167,0.02,834,2,100000.0,1.31376464441493,,0.8340000000000001,2589.0,0.0419185413698737,834.0,0.0529278930321197,0.0087186310634787,0.00625145066183,-0.0001947488997428,-4.160998523260798e-05,422388896691.0048,285884452142.53894,171069567330.45474,107395302989.61652,68788326387.96281,15.757286984650603,0.6605224863430494,6655703064290.1,4504763356859.598,2695592266765.985,1692258610010.8928,1083917400088.9445,1.5364189763356566e-05,1.039890728075745e-05,6.2225719373564735e-06,3.906451679369587e-06,2.5021417665282955e-06,8.561193196814212e-06,5.794451620133662e-06,3.467325082370304e-06,2.1767426760678063e-06,1.3942368194485835e-06
168,168,0.02,836,2,100000.0,1.31457355675456,,0.8360000000000001,2523.0,0.0414034414107457,836.0,0.0619549723709269,0.0090076562555117,0.0066859741224436,-0.000253385038094,6.652616050732048e-05,416114267117.34406,282371470421.28577,168967444397.25327,106075616894.33052,67943047355.033714,13.493670774233165,0.5586844073168545,5614908924942.757,3810227657900.948,2279991066260.083,1431349451545.7812,916801112406.9584,1.5173365132897623e-05,1.029651170938375e-05,6.161299748679631e-06,3.867985777044159e-06,2.477503770542336e-06,8.450825782834101e-06,5.734655817268699e-06,3.4315440454946576e-06,2.1542797952848105e-06,1.379849002366266e-06
169,169,0.02,838,2,100000.0,1.315382107129,,0.8380000000000001,2529.0,0.0420761923136284,838.0,0.0607046881872292,0.0073035765808715,0.0063798895354819,-0.0001370349066536,8.917418362165103e-06,421773687917.7878,286959631578.946,171712940831.91766,107799204707.51608,69047031586.66428,13.804535119518064,0.5808422744890798,5822389687349.753,3961344312015.525,2370417322189.9346,1488117907241.0225,953162172436.58,1.5415393676174624e-05,1.0488078836301738e-05,6.275931045593459e-06,3.939949850235345e-06,2.5235978548931305e-06,8.582869085738968e-06,5.839475105460005e-06,3.49426655504139e-06,2.19365619064348e-06,1.4050701829999808e-06
170,170,0.02,840,2,100000.0,1.31630553599908,,0.84,2541.0,0.0428528555719239,840.0,0.0601101600749416,0.0088090756780967,0.0059626191616795,-0.0003397128699192,-3.912712943518112e-05,428481833981.5101,292256475000.5216,174882503589.0218,109789015975.26926,70321535993.52727,13.974343088634932,0.5988405060897869,5987752155305.136,4084092251532.346,2443868105352.4204,1534229376602.034,982697270493.3402,1.569909889111557e-05,1.0707952913588453e-05,6.40750085635696e-06,4.022547707421351e-06,2.5765030397651976e-06,8.736824554301311e-06,5.959164063530145e-06,3.565886883176909e-06,2.238618523572468e-06,1.4338692416793207e-06
171,171,0.02,842,2,100000.0,1.31711516242917,,0.8420000000000001,2538.0,0.0433917578909222,842.0,0.0590090289313138,0.009829180902823,0.0062752306092747,-0.000230377585601,2.719297178540887e-05,432787898886.2608,295931788816.0897,177081763952.8537,111169683716.5428,71205874699.00342,14.26900281616365,0.6191571155438609,6175451748009.6045,4222651528009.131,2526780188534.4966,1586280530023.3716,1016036826607.476,1.5893455087047106e-05,1.086762963216332e-05,6.503049344407407e-06,4.082531835425576e-06,2.61492378685924e-06,8.841615815458813e-06,6.04572168266884e-06,3.617681845596999e-06,2.271134743548031e-06,1.454696375551256e-06
172,172,0.02,844,2,100000.0,1.31795480027411,,0.8440000000000001,2570.0,0.0445629307754033,844.0,0.0614262307185526,0.0090198410948818,0.0063464238129295,-0.0001124661511677,2.076339805864414e-05,443350539904.9384,303919187888.251,181861320494.4212,114170228646.58344,73127769402.43694,13.740058442900438,0.6122972732409687,6091662328985.316,4175867403503.408,2498785172096.3936,1568705614043.3623,1004779825388.4298,1.632122354602456e-05,1.1188286827199895e-05,6.694926472405099e-06,4.202989860892395e-06,2.692078985840914e-06,9.074876284316817e-06,6.220876670427156e-06,3.7224923302072176e-06,2.33693343543026e-06,1.4968414393212555e-06
173,173,0.02,846,2,100000.0,1.31885197962638,,0.8460000000000001,2620.0,0.0460661296696511,846.0,0.0638955389706552,0.0093361030372153,0.0062712010854676,-0.0003207342104993,-1.7906623099973015e-06,457111133067.81366,314171004347.0205,187995875181.84613,118021424213.64612,75594518787.89746,13.240360964613432,0.6099321850688691,6052316402761.296,4159737502169.687,2489133247266.0547,1562646258146.4424,1000898715698.0142,1.686829311702472e-05,1.15935233400001e-05,6.937414772806511e-06,4.355220937988308e-06,2.789585308055743e-06,9.374623323392503e-06,6.443148310825088e-06,3.8554968118001735e-06,2.4204319607527675e-06,1.550323515845157e-06
174,174,0.02,848,2,100000.0,1.31966185534058,,0.8480000000000001,2527.0,0.0450597757514594,848.0,0.0511342058185846,0.0098408395016733,0.0064819476749099,-0.0001641786763911,-1.825842288004681e-05,445956717455.4728,307307670624.95355,183888944841.70605,115443145475.23914,73943092008.14497,16.583810903577113,0.747262800419793,7395661873461.527,5096332298862.989,3049579488513.176,1914487294675.5093,1226258255488.8804,1.6494972173958304e-05,1.1366644513676772e-05,6.8016534106033575e-06,4.269991678011714e-06,2.7349946696398217e-06,9.163574532478218e-06,6.314596538071434e-06,3.7785730897169374e-06,2.37214022441921e-06,1.5193919236034051e-06
175,175,0.02,850,2,100000.0,1.32059219216227,,0.85,2605.0,0.0471103429067906,850.0,0.0619093156996086,0.0091490879743367,0.0065641592503529,-6.406940272707306e-05,-4.799321791798615e-05,465024179788.7648,321292538624.31213,192257309402.61252,120696698527.19762,77308072710.04344,13.72975925181116,0.646813666380505,6384670034770.689,4411269204715.044,2639646572498.841,1657136613266.8538,1061421226530.4088,1.7241436157898013e-05,1.191238011583908e-05,7.128214553187578e-06,4.475002618296148e-06,2.8663072976674388e-06,9.573914596655785e-06,6.614768562635101e-06,3.958192156028424e-06,2.484902794350606e-06,1.5916180661707045e-06
176,176,0.02,852,2,100000.0,1.32140264665985,,0.852,2620.0,0.0480451337322178,852.0,0.0588440345012486,0.0085308925978437,0.0061500593467025,-0.0002489601570803,6.589194518018602e-06,472993641276.28986,327667812053.7255,196072190761.1809,123091632621.94206,78842064454.56944,14.478952832201214,0.6956432251255814,6848452621970.502,4744286795356.465,2838920001737.497,1782237942771.7393,1141550532431.0789,1.7580761316577737e-05,1.2179126931384757e-05,7.287832405715717e-06,4.575208680089112e-06,2.930490805630848e-06,9.756067020260916e-06,6.758545688167269e-06,4.044226532758157e-06,2.538914084029992e-06,1.6262131193962594e-06
177,177,0.02,854,2,100000.0,1.32221884773407,,0.8540000000000001,2647.0,0.0492288294692751,854.0,0.0563200693247836,0.0098067336003488,0.0062512262604664,-0.0001823439654651,2.3945932876811225e-05,483358054331.0177,335740616980.4566,200902853064.112,126124261100.28296,80784509159.08055,15.163333608046498,0.74647316437625,7329319429957.486,5090946981046.024,3046356983819.476,1912464247131.9524,1224962462741.4265,1.8005525777819396e-05,1.2506642393844708e-05,7.483813432445785e-06,4.698243081089464e-06,3.0092962123605823e-06,9.988387632894231e-06,6.937936373376935e-06,4.151571604069101e-06,2.606303957271511e-06,1.6693773590486144e-06
178,178,0.02,856,2,100000.0,1.32314625583204,,0.8560000000000001,2631.0,0.0496195455263021,856.0,0.0468552261547756,0.0095714120261137,0.0062602518743804,-0.0002108572876603,-9.350107251561007e-06,485899759260.2115,338405300489.38074,202497365292.8391,127125275638.38612,81425674208.66183,18.269039982272144,0.9065014611221872,8876922129301.213,6182339964853.315,3699432462839.645,2322456743395.043,1487568897701.5088,1.8145261412380488e-05,1.2637282739270957e-05,7.561986929466976e-06,4.747319410265717e-06,3.0407303482615302e-06,1.005961987619998e-05,7.006030816309485e-06,4.192318440081965e-06,2.6318843037221257e-06,1.6857619603466077e-06
179,179,0.02,858,2,100000.0,1.32395837186324,,0.8580000000000001,2604.0,0.0497772284350243,858.0,0.0559560023292533,0.0086802974163821,0.0061529863908342,-6.35664508510296e-05,-1.421062837223976e-05,486146684300.9115,339480697926.86584,203140869243.33423,127529259250.5323,81684431861.87491,15.333475664530177,0.7632579208562048,7454318353120.061,5205419020239.317,3114855575014.172,1955466793233.597,1252506248125.0322,1.819823608748329e-05,1.2707995523821618e-05,7.604300547319064e-06,4.773883362467886e-06,3.057744964016316e-06,1.0083520374614442e-05,7.0414149574144574e-06,4.213491853549619e-06,2.645176703943672e-06,1.6942759450318367e-06
180,180,0.02,860,2,100000.0,1.32489377407417,,0.86,2523.0,0.048693548009856,860.0,0.0651772935511871,0.0086908707007886,0.0061998235486609,-0.0003204377836838,1.973179857665997e-05,474293330966.1228,332089997427.2182,198718369428.2225,124752870001.25116,79906112284.17375,13.194779242016184,0.642500616500567,6258195798058.51,4381854204533.868,2622045015938.8145,1646086579474.4526,1054343511677.4304,1.779460081976773e-05,1.2459397074839176e-05,7.455542443169894e-06,4.680494912864805e-06,2.9979282404415084e-06,9.856060242012444e-06,6.901001567416528e-06,4.129470292760536e-06,2.592429034563218e-06,1.660490259843185e-06
181,181,0.02,862,2,100000.0,1.3257059739536,,0.862,2637.0,0.0513794183647852,862.0,0.0635831678976046,0.0092132802722552,0.0066319073671829,3.6100578005675e-05,3.534330179094258e-05,499084342521.9778,350407633247.8352,209679406346.68848,131634069850.57973,84313625536.61253,13.557047069252327,0.6965531931622007,6766109923097.305,4750492777366.209,2842633581294.9414,1784569280881.5583,1143043789979.1714,1.8769637711348693e-05,1.3178182056599746e-05,7.885654101610493e-06,4.9505135526405495e-06,3.170879289571874e-06,1.0389897615848136e-05,7.294757865693509e-06,4.365088980923051e-06,2.7403474562913154e-06,1.7552342606456082e-06
182,182,0.02,864,2,100000.0,1.32634611282785,,0.8640000000000001,2654.0,0.0522404256500265,864.0,0.0702821902391406,0.0088235966122204,0.0064211531562474,-0.0001697466515532,3.385472312435941e-05,506054577928.40765,356279702933.1809,213193177077.75824,133839970515.36797,85726538491.69353,12.29329929901406,0.6422071880236672,6221080388110.149,4379853022321.41,2620847534324.585,1645334815716.635,1053861995546.8376,1.90745315606974e-05,1.3429121550198236e-05,8.03581305665088e-06,5.044781438652183e-06,3.231259305553564e-06,1.0553999741567672e-05,7.430376201862077e-06,4.446241243372308e-06,2.791293816593936e-06,1.7878661799495115e-06
183,183,0.02,866,2,100000.0,1.32745767815731,,0.8660000000000001,2584.0,0.0514637804281347,866.0,0.0542864446995281,0.0092469332208298,0.006252055756512,-0.0002865012506322,-1.0842139199867111e-05,497160290715.851,350982982519.8788,210023687927.2178,131850205456.88116,84452063682.56908,15.95241693931611,0.8209716826630213,7930908243170.864,5599026875761.805,3350385436947.7896,2103329450982.661,1347214531250.0178,1.8784039996126496e-05,1.3261071941446124e-05,7.935254339155666e-06,4.981651952197211e-06,3.1908239084916555e-06,1.0387235189294923e-05,7.333133508359525e-06,4.388052470324813e-06,2.754763643462919e-06,1.7644680479791765e-06
184,184,0.02,868,2,100000.0,1.32809735468001,,0.8680000000000001,2728.0,0.0549664458132112,868.0,0.0612291581682029,0.0082147367181041,0.0062176538422918,-0.0001394650525865,-7.44510528290506e-05,529537771175.8463,374871160446.10095,224318065363.71524,140824034173.4473,90199937579.4797,14.176252392945084,0.7792182089912225,7506861095786.3955,5314268185320.139,3179989510893.179,1996357051435.5125,1278697080954.5962,2.005429021589065e-05,1.419686272512816e-05,8.495219469391204e-06,5.333190953339933e-06,3.41598999001984e-06,1.108372399907917e-05,7.846406250441662e-06,4.695188256312672e-06,2.9475795914415745e-06,1.8879695977968868e-06
185,185,0.02,870,2,100000.0,1.32890918261099,,0.87,2664.0,0.0543442106809936,870.0,0.0657247769480591,0.0095158562994954,0.0060004975966084,-0.000104664495208,-2.9239275769125623e-05,522100142885.7769,370627516844.3765,221778723789.13492,139229867764.70566,89178849727.51053,13.23701715545634,0.7193552490840462,6911048548245.236,4906002798753.196,2935688771511.993,1842988148153.327,1180461963746.92,1.98167209933604e-05,1.406745850168024e-05,8.417785651811883e-06,5.284578985528558e-06,3.384853284641829e-06,1.094785966122196e-05,7.77164706098752e-06,4.650453321978016e-06,2.919495567485341e-06,1.8699813529443568e-06
186,186,0.02,872,2,100000.0,1.32985216725563,,0.872,2623.0,0.05420076944737,872.0,0.0746962226318146,0.0096167795922436,0.0061661024614115,-0.000230160988416,-6.468391211728497e-05,519275565895.408,369649247631.0637,221193340114.7172,138862371324.16208,88943462663.13425,11.673950425822436,0.6327370955700294,6061997213603.885,4315266991787.6,2582200087021.2896,1621072438850.4153,1038321573830.418,1.9755546658113643e-05,1.4063097588887843e-05,8.415176137866758e-06,5.282940765796285e-06,3.3838039799655352e-06,1.0907578569462638e-05,7.764621477473283e-06,4.646249303455786e-06,2.916856338018556e-06,1.8682908862952576e-06
187,187,0.02,874,2,100000.0,1.33066499138617,,0.8740000000000001,2679.0,0.0560656654982139,874.0,0.0626652095936606,0.0088232605450928,0.00603931007893,-7.667337162993981e-05,-3.515771706809157e-06,535639712359.7238,382367838697.8191,228803980898.21112,143640235006.42413,92003757082.56908,13.947132797724118,0.7819552820963692,7470638200015.816,5332935023897.238,3191159506235.2827,2003369432730.898,1283188617920.142,2.0428600482100728e-05,1.4583010993621445e-05,8.726285610699283e-06,5.478251343938144e-06,3.5089033783772424e-06,1.1270925994049404e-05,8.045780611526953e-06,4.814491301413709e-06,3.0224765288463416e-06,1.9359422263219543e-06
188,188,0.02,876,2,100000.0,1.33157712394971,,0.8760000000000001,2642.0,0.0559811924124217,876.0,0.065357938473312,0.0085065742005179,0.0062225323046711,-8.747388599464257e-05,-2.3777623400111043e-05,533332272669.3918,381791732252.71655,228459246235.0933,143423814960.6246,91865136748.78416,13.403115527545314,0.7503223892734322,7148314065156.156,5117198694844.808,3062065670624.8774,1922325961318.5327,1231279040797.7024,2.038789226668874e-05,1.459489534830016e-05,8.733397055192515e-06,5.482715818525661e-06,3.5117629423109323e-06,1.1241968953331089e-05,8.047686255964049e-06,4.815631614455907e-06,3.023192402900278e-06,1.9364007545508808e-06
189,189,0.02,878,2,100000.0,1.33242460601584,,0.8780000000000001,2702.0,0.057956144788227,878.0,0.0590873326887049,0.008851543368008,0.0058205681794615,-0.0003805953382968,-3.634927115002409e-06,550583281437.4352,395260907455.70856,236519026880.75464,148483642947.4377,95106033597.4806,14.85936088240175,0.8611912707609932,8181315674695.819,5873324466589.975,3514521575975.614,2206372035689.665,1413214875318.7898,2.109385732289882e-05,1.5143171738565875e-05,9.061478572593452e-06,5.688681230821961e-06,3.643686924191584e-06,1.1625899080023396e-05,8.34617318630063e-06,4.994242342125054e-06,3.1353219506308228e-06,2.0082214367623656e-06
190,190,0.02,880,2,100000.0,1.33329262758449,,0.88,2683.0,0.0582456359107899,880.0,0.0545613257650074,0.0097806455645303,0.0063565236234946,-0.0001662704413902,6.538309473827319e-06,551758104874.5846,397235236911.5871,237700440151.9336,149225319203.44373,95581088529.60622,16.128640344813277,0.9394229132600708,8899108030857.94,6406864268433.684,3833784909014.349,2406801503772.302,1541593000659.7764,2.1188575151343348e-05,1.5254599063798085e-05,9.128155246240466e-06,5.730540000212712e-06,3.670498103180741e-06,1.1671121508489272e-05,8.402560246038372e-06,5.027983631097155e-06,3.156504303570427e-06,2.0217890562681774e-06
191,191,0.02,882,2,100000.0,1.33418690330805,,0.882,2717.0,0.0596636301071267,882.0,0.062852010723418,0.0106923225474044,0.0062987993404516,-0.0001317268298561,-3.386626600832077e-05,563576950395.7234,406905957330.6047,243487274467.1844,152858220334.45883,97908017005.79506,14.03296393939192,0.8372575697865283,7908655021975.655,5710096625944.124,3416848142298.8223,2145053893793.0857,1373939672019.693,2.1690036170229952e-05,1.5660336935685003e-05,9.37094355345022e-06,5.882959417774924e-06,3.768125060331245e-06,1.1941171231781836e-05,8.621597651048533e-06,5.159052787966139e-06,3.2387878565962377e-06,2.07449292454115e-06
192,192,0.02,884,2,100000.0,1.3350018813911,,0.884,2654.0,0.0589443078753588,884.0,0.063930395922398,0.0102451772057775,0.0065676041305575,-0.0002611107388854,-4.519469784576439e-05,555173478398.4249,402000179709.9474,240551720439.33948,151015316776.66937,96727609223.46388,13.827538328920165,0.8150546764181953,7676682551754.152,5558672893172.092,3326238134462.655,2088170080983.416,1337504724002.2583,2.141663995342415e-05,1.5507752882750412e-05,9.27963922500065e-06,5.825639719297148e-06,3.731410920908127e-06,1.17829348634567e-05,8.532003269113003e-06,5.105440665872458e-06,3.205130846842744e-06,2.0529350974507973e-06
193,193,0.02,886,2,100000.0,1.33595387436252,,0.8860000000000001,2647.0,0.0594587605543382,886.0,0.0686295631589928,0.0091075874405477,0.0068159748279239,-0.0001278012828517,1.977602008762989e-05,558396043456.9839,405508746980.5867,242651201822.25427,152333344540.2145,97571826069.66902,12.909888380717511,0.7676059620123157,7208830593263.947,5235072660923.994,3132599930972.2607,1966606474675.5527,1259641383662.2102,2.1588105049871377e-05,1.5677341433621738e-05,9.381118825602683e-06,5.889347324477843e-06,3.772216611814263e-06,1.1871330437273347e-05,8.620992908202898e-06,5.158690917650444e-06,3.2385606790052524e-06,2.074347413835917e-06
194,194,0.02,888,2,100000.0,1.33684287774441,,0.8880000000000001,2646.0,0.0601229833077381,888.0,0.0646560100110491,0.0090426999440328,0.0063568264690536,-0.0002414904447395,3.387495142276026e-05,562989744914.1361,410038746158.77386,245361894878.8792,154035083234.42502,98661815607.99825,13.734222075384,0.8257424045830806,7732226182814.535,5631563199256.608,3369854753103.552,2115552040541.852,1355043285920.835,2.181643625698637e-05,1.5889426493606615e-05,9.508027788916218e-06,5.969019160794744e-06,3.823247635778366e-06,1.1989224087452998e-05,8.732035452946951e-06,5.225137343618257e-06,3.2802749018255264e-06,2.1010660085463265e-06
195,195,0.02,890,2,100000.0,1.33772361511608,,0.89,2586.0,0.0594307647052545,890.0,0.0566553547389503,0.0090428854191798,0.006059617600855,-0.0002845758945481,2.393118961607053e-06,554871147309.8624,405317815289.8358,242536950762.1437,152261619174.8621,97525884881.32266,15.709018222564026,0.9335989657357584,8716480964265.638,6367144946317.871,3810017379167.629,2391880550215.0127,1532035902772.3792,2.155025973337613e-05,1.5741860495735458e-05,9.419726199867509e-06,5.913584543999157e-06,3.787740919868312e-06,1.1836342111536232e-05,8.646116037804794e-06,5.173724274234804e-06,3.2479984294510097e-06,2.0803924366624146e-06
