,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
778,778,0.02,2208,2,100000.0,2.10553041825287,,2.208,3474.0,1.1450196127808674,2208.0,0.1453583452966995,0.0082967434214042,0.006514698936765,-0.0002343624129653,7.311758066681248e-06,1512570908483.526,3866286967947.3774,4672825039758.72,2933540247944.5825,1878977184573.404,15.190046333377834,17.392900970767723,22976022182384.16,58729078181255.56,70980428861703.08,44560612287106.91,28541750493029.84,0.0001430212588359,0.0003655770622558,0.0004418393318014,0.0002773811242527,0.0001776668325131,8.568486377643365e-05,0.0002190193334481,0.0002647085004327,0.0001661806366352,0.0001064412274467
779,779,0.02,2212,2,100000.0,2.10816995675061,,2.212,3471.0,1.1473119905788425,2212.0,0.1456161590267584,0.0093520008192577,0.0063314483506517,-0.0001650769867334,1.168558605631534e-05,1515599139554.6506,3856629583377.0376,4682180233552.255,2939413319862.9937,1882738976539.88,15.190621801757066,17.42838253750426,23022893332043.125,58584601430548.5,71125229135554.88,44651516061085.92,28599975744044.49,0.0001435758319882,0.0003653464736502,0.000443552589208,0.0002784566855062,0.0001783557458687,8.591247418285891e-05,0.0002186149232125,0.0002654116632401,0.0001666220733205,0.0001067239743634
780,780,0.02,2216,2,100000.0,2.11081331072047,,2.216,3493.0,1.1577582648378804,2216.0,0.1401498172326682,0.0093587657980966,0.0060751730711622,-0.0001513249421253,-2.7703852427951585e-05,1529398667850.8398,3874080750042.898,4724811478803.39,2966176674514.6494,1899881312598.9617,15.811651015720772,18.30606964418299,24182317999965.727,61255612826400.086,74707070217910.78,46900150428396.82,30040260286104.29,0.0001451470178402,0.0003676682081404,0.0004484064949326,0.0002815039059097,0.0001803075369234,8.673403964401469e-05,0.0002197037832068,0.0002679497470001,0.0001682154500893,0.0001077445564389
781,781,0.02,2220,2,100000.0,2.11345312535308,,2.22,3540.0,1.1765919235275435,2220.0,0.1538746438350244,0.008509333536141,0.0058204451025031,-0.0002944880111911,-8.372882679587668e-06,1554277930979.8853,3919150998490.213,4801671639915.906,3014428508077.5674,1930787346508.6992,14.42732827625685,16.975077927924367,22424077942788.09,56542878019438.12,69275293023859.35,43490149651342.24,27856102879723.887,0.000147777375644,0.0003726243793119,0.0004565325283901,0.0002866053265708,0.0001835750745131,8.818498121893001e-05,0.0002223606539778,0.0002724321789208,0.0001710294639537,0.0001095469751553
782,782,0.02,2224,2,100000.0,2.1160965544645,,2.224,3549.0,1.1828712530885916,2224.0,0.1482930293277604,0.0080250537560383,0.0058658137465224,-0.0002135341848668,1.4968571590044032e-06,1562572925330.0295,3922020456475.173,4827297583854.543,3030516150412.972,1941091726318.379,14.997333388371665,17.739914538090563,23434427104817.64,58819848341771.79,72396591229947.61,45449661046588.02,29111199757006.617,0.0001488485561506,0.0003736062955374,0.0004598417544669,0.0002886828166979,0.0001849057385641,8.866084541504557e-05,0.0002225365893452,0.0002739022786819,0.0001719523739238,0.0001101381130401
783,783,0.02,2228,2,100000.0,2.11873617584526,,2.228,3581.0,1.196811732100893,2228.0,0.1522668042698569,0.0092904208292402,0.0063268438395801,-0.0001325815669344,-1.5689010510058537e-05,1580988298105.2798,3950084132756.767,4884188678703.745,3066231657642.4883,1963968052377.5657,14.632210945015936,17.51200172557017,23133354279478.195,57798464281057.35,71466479042051.88,44865748420910.78,28737194831660.65,0.0001508897083952,0.0003769964924109,0.0004661475397131,0.0002926415086363,0.0001874413410118,8.971103289912796e-05,0.0002241421571638,0.0002771466504627,0.0001739891493471,0.0001114426987036
784,784,0.02,2232,2,100000.0,2.12433937210387,,2.232,3521.0,1.1800503801710964,2232.0,0.1401274871768691,0.0095703015076749,0.0063859393347907,-0.0002023840283473,1.860277838624848e-05,1558846552206.0183,3876871319082.3857,4815785601478.244,3023289073998.349,1936462673860.769,15.928352423695186,18.796258333080708,24829857257999.617,61752172671660.27,76707530257302.36,48156013849352.77,30844659924585.44,0.000149059213959,0.0003707121721665,0.0004604925451678,0.0002890913748395,0.000185167426273,8.842001042574077e-05,0.0002199016971666,0.0002731582608232,0.0001714852889559,0.000109838938008
785,785,0.02,2236,2,100000.0,2.12699896312527,,2.236,3563.0,1.1975396882948628,2236.0,0.1536699134303489,0.0092829493571879,0.006311436322718,-0.0001994618308443,2.388461243403516e-05,1581949928237.514,3916172665271.2095,4887159467931.335,3068096681411.4385,1965162628491.8696,14.550668703366384,17.425003263511194,23018429311098.29,56982931037540.7,71111438318389.19,44642858361115.68,28594430355421.867,0.0001515550938242,0.0003751799631094,0.0004682031323972,0.0002939319836318,0.0001882679098906,8.965500027982732e-05,0.0002219441052675,0.0002769735474201,0.0001738804774541,0.0001113730927018
786,786,0.02,2240,2,100000.0,2.1296543824546,,2.24,3542.0,1.1939461007667995,2240.0,0.1517180497903609,0.01032446328741,0.0063423948591339,-0.0001000495540205,-4.073590267838707e-05,1577202799112.9424,3886433579117.2544,4872494037229.31,3058889910164.5405,1959265551358.3184,14.764228798716823,17.627693405056842,23286182988080.09,57380194573103.07,71938616786036.97,45162150503755.625,28927044877698.28,0.0001513872320786,0.0003730379013598,0.0004676845526971,0.0002936064258784,0.0001880593851938,8.931084894493918e-05,0.0002200735901016,0.000275910351661,0.0001732130166517,0.0001109455738975
787,787,0.02,2244,2,100000.0,2.13231297181552,,2.244,3565.0,1.2050113563933529,2244.0,0.1427547647372193,0.0093186436890976,0.0059632398074901,-4.804728034520089e-05,5.801347285333423e-06,1591820001795.619,3904624709329.192,4917651345441.272,3087239095079.769,1977423635841.492,15.719265161696834,18.94189303400308,25022240697918.062,61377831162858.98,77301865471766.55,48529129953115.88,31083646468799.047,0.0001530760665218,0.0003754850366712,0.0004729019133049,0.0002968818186442,0.0001901573241199,9.00029967712647e-05,0.0002207711454249,0.0002780486221222,0.0001745553957062,0.0001118053881163
788,788,0.02,2248,2,100000.0,2.13497465690059,,2.248,3590.0,1.2166984132185072,2248.0,0.1256116948825365,0.0088673402185988,0.0059247843596617,-0.0001319109923794,-1.579464315080747e-05,1607258603861.648,3924494066039.3975,4965346224344.729,3117181334665.8154,1996602096091.5703,17.896422798069686,21.774549220698905,28764179520543.25,70234405074356.67,88861935369672.25,55786395103430.59,35732035271166.9,0.0001548503682645,0.0003781030320311,0.0004783833102858,0.0003003229700936,0.0001923614340061,9.073943870634668e-05,0.0002215613516724,0.0002803237315371,0.000175983680519,0.0001127202262809
789,789,0.02,2252,2,100000.0,2.13763178087011,,2.252,3598.0,1.2225762462104377,2252.0,0.1463780194103492,0.0091560962154055,0.0064678260670965,-0.0001874663447658,1.7727056577504327e-05,1615023221243.988,3925365747995.399,4989333660784.796,3132240342791.141,2006247620031.328,15.384823548451289,18.80911982247552,24846847285490.16,60391059396043.71,76760017995522.6,48188964985182.27,30865765628682.32,0.0001558834956885,0.0003788798368993,0.0004815749779749,0.0003023266585571,0.0001936448269681,9.106017447464888e-05,0.0002213246752043,0.0002813145889712,0.0001766057282392,0.0001131186573148
790,790,0.02,2256,2,100000.0,2.14029939748533,,2.256,3579.0,1.2191983952076333,2256.0,0.1374345351987358,0.0090087559047628,0.0064436756765763,-0.0001095361475479,-5.663315471361649e-06,1610561080069.2834,3896347263464.5474,4975548650842.352,3123586288521.9565,2000704566535.726,16.415088076208313,20.013249039705133,26437501981450.48,63958883505263.78,81674069331036.64,51273944039724.55,32841741674156.12,0.0001557310023696,0.0003767519732275,0.0004811038763592,0.0003020309069425,0.0001934553935568,9.071058984537732e-05,0.0002194514463841,0.0002802346079931,0.0001759277298893,0.0001126843890509
791,791,0.02,2260,2,100000.0,2.1429622327596,,2.26,3622.0,1.2369925560403627,2260.0,0.1390778298600707,0.0090351990238385,0.0062126459391827,-0.0001749955366917,-8.629805921868026e-06,1634067166529.319,3934688908667.884,5048166621200.72,3169174928575.409,2029904784462.235,16.249894050502764,20.1009979769165,26553418327506.69,63938277887541.46,82032172743796.22,51498756816860.07,32985737680119.97,0.0001582871601662,0.0003811414525962,0.0004890006817854,0.0003069884211551,0.0001966307568757,9.193529723188904e-05,0.0002213720474548,0.0002840181286929,0.0001783029761605,0.0001142057704447
792,792,0.02,2264,2,100000.0,2.1487071089915,,2.264,3622.0,1.2403614338763291,2264.0,0.1502181458299674,0.0096941195074893,0.0064813700564554,-4.909082399405852e-05,-1.488572381952854e-05,1638517454150.6309,3926828937839.093,5061915011649.3,3177805993591.156,2035433112991.056,15.071414891265082,18.69400178507461,24694776358083.566,59182868129198.75,76290221284889.52,47894032573361.17,30676856929307.445,0.0001590150144451,0.0003810913082995,0.0004912492611283,0.0003084000507254,0.000197534927104,9.216680265042862e-05,0.0002208845971332,0.0002847333244635,0.0001787519669874,0.0001144933559041
793,793,0.02,2268,2,100000.0,2.15138114921377,,2.268,3437.0,1.1803363214427334,2268.0,0.1358068459144306,0.0091808496112019,0.0063834251048839,-0.0001626499187283,-3.200483038650886e-05,1559224280625.8508,3719120027891.311,4816952527807.795,3024021655536.283,1936931903487.5256,16.70018904223006,19.71183970150408,26039340245686.883,62110007536528.84,80444017821838.12,50501733315253.445,32347128950168.19,0.0001516032269974,0.0003616096829845,0.0004683518314734,0.0002940253350244,0.0001883277028786,8.768859788305806e-05,0.0002091581209046,0.0002708986888423,0.000170066758347,0.0001089303475594
794,794,0.02,2272,2,100000.0,2.15405772683046,,2.272,3564.0,1.2272490645735603,2272.0,0.1466829211035474,0.0092819573963977,0.0060175100248341,-0.0002177507935045,-2.285085393940096e-06,1621196014301.673,3848663030635.82,5002032709190.215,3144212103437.4614,2013915714965.2124,15.489192490215917,19.0090969946173,25111017129889.45,59612682511495.96,77477447475003.45,48701306500209.52,31193928168166.984,0.0001579220902542,0.0003749015573197,0.0004872522841081,0.0003062803900313,0.0001961772521629,9.117533998506688e-05,0.0002164470904262,0.0002813120861719,0.0001768290848158,0.0001132617206021
795,795,0.02,2276,2,100000.0,2.1567367606925,,2.276,3574.0,1.2338587630279252,2276.0,0.1513076033133984,0.007815878796311,0.0065042394726031,-0.0001470384880524,8.414692355363217e-05,1629927425959.8892,3851025136010.202,5016162507892.88,3161146150877.5444,2024762230128.8247,15.042205085264596,18.55995655971694,24517702615386.08,57927909884374.45,75454145184739.89,47550608705994.805,30456888714495.5,0.0001590661593578,0.000375825185968,0.0004895320442721,0.0003084992432058,0.0001975984613976,9.168825426565628e-05,0.000216631591217,0.0002821740257488,0.000177823851195,0.0001138988836108
796,796,0.02,2280,2,100000.0,2.1594103182928,,2.28,3628.0,1.2556363529441563,2280.0,0.1385800072962411,0.0082897364368303,0.0063964242117221,-0.0003034356090571,1.9618071863712583e-05,1658695622239.231,3900305554190.583,5091661539129.35,3216940336242.929,2060499255181.361,16.45258969517924,20.658469721341472,27289838501892.09,64170126968926.336,83771018170020.0,52926999426076.84,33900548812721.355,0.0001621734971206,0.0003813395194884,0.0004978204240032,0.0003145257377919,0.0002014585229182,9.332881076709263e-05,0.0002194561040135,0.0002864894016142,0.0001810056117981,0.0001159368497114
797,797,0.02,2284,2,100000.0,2.16209398331161,,2.2840000000000003,3470.0,1.2039114594297176,2284.0,0.1504543412870589,0.0088546090167873,0.00621828822923,-0.0001663214746816,5.327483874072564e-05,1590367037906.657,3721818551428.043,4869418827239.407,3084421159058.9365,1975618704924.1665,15.1806852528253,18.276200937872098,24142861438929.047,56499755997355.32,73921114580503.14,46823626802828.32,29991245739048.12,0.0001557789023732,0.0003645578630308,0.0004769670786823,0.0003021238061168,0.0001935148968921,8.951886205043515e-05,0.0002094943830831,0.0002740907110569,0.0001736164455512,0.0001112039762488
798,798,0.02,2288,2,100000.0,2.16477985579773,,2.2880000000000003,3584.0,1.246812834787116,2288.0,0.1556103995562807,0.009482626421915,0.0064837016083815,-0.0001433905838047,8.741733718566363e-05,1647039754753.78,3836322270938.603,5030097821415.16,3194334482724.591,2046019861885.6567,14.703387476185243,18.332372220155904,24217063702825.94,56406932833129.19,73959477311382.34,46967537628039.41,30083422813275.84,0.0001616273732051,0.0003764661354593,0.0004936137670591,0.0003134665633243,0.0002007801055485,9.274478258454832e-05,0.0002160232465036,0.000283244728902,0.0001798729242858,0.0001152113461175
799,799,0.02,2292,2,100000.0,2.17064802790797,,2.2920000000000003,3609.0,1.2591218581334742,2292.0,0.14875710432716,0.0072977013466418,0.0062887918956938,-0.000141165028952,-1.959629818937297e-05,1663299974594.319,3855893767918.656,5066787416476.189,3225870200537.961,2066218969197.0312,15.407667488332033,19.40013091741135,25627572941900.387,59410329046422.38,78067375747130.05,49703135410407.88,31835614835472.023,0.0001635169549037,0.0003790681278139,0.0004981095786339,0.0003171312933107,0.000203127420891,9.370355663363049e-05,0.0002172253746012,0.0002854421985704,0.0001817324088534,0.000116402374289
800,800,0.02,2296,2,100000.0,2.17335195265406,,2.2960000000000003,3595.0,1.2579300986624902,2296.0,0.137960639247467,0.0084575065542743,0.0064065544253063,-0.0003832898720546,-3.950647277908494e-05,1661725660333.1494,3833959310491.3286,5049034479741.852,3222816912773.3,2064263291905.1465,16.642427960061475,20.93501104578352,27655149591480.027,63806391626658.91,84028192596970.25,53635498299297.375,34354353126130.75,0.0001636494802268,0.0003775746282012,0.0004972372323427,0.0003173883181991,0.0002032920492446,9.366488927642634e-05,0.0002161050905571,0.0002845940619362,0.0001816574158411,0.0001163543401231
801,801,0.02,2300,2,100000.0,2.17604981157174,,2.3,3467.0,1.2166607670762133,2300.0,0.148301694813199,0.0086930883693021,0.0064088070011299,-0.0002597413894705,1.2946360056293113e-05,1607208873307.6775,3690376252515.4814,4870909584167.255,3117084885249.2583,1996540318772.066,15.50892592897932,18.86910171728016,24926083368527.09,57233771950326.88,75542575947605.42,48342638599671.75,30964195918056.73,0.0001585594251475,0.0003640746059176,0.0004805402934476,0.0003075164627009,0.0001969689755238,9.064042778231516e-05,0.0002081230932463,0.0002747006538666,0.0001757916547905,0.0001125972308787
802,802,0.02,2304,2,100000.0,2.17874950360458,,2.3040000000000003,3629.0,1.276972955460745,2304.0,0.1688196658665219,0.0100783770353331,0.0062493842966834,-0.0002127758688152,4.907974937835789e-05,1686881274163.644,3854523647401.739,5099319155281.089,3271604711890.428,2095512619911.0825,13.647699088693068,17.427742640527303,23022048028136.57,52605378869990.59,69593973388484.82,44649876645030.95,28598925673105.3,0.0001667230934444,0.0003809622621889,0.0005039917610386,0.0003233494060595,0.0002071102167617,9.518668365685036e-05,0.000217501568541,0.0002877424076805,0.0001846088444578,0.0001182447750801
803,803,0.02,2308,2,100000.0,2.18145093996494,,2.3080000000000003,3576.0,1.261596356296118,2308.0,0.1481164896840709,0.0088625422516012,0.0062418464983692,-0.0001936371976793,2.0420724020795047e-05,1666568786667.1716,3789544316692.854,5025022453243.472,3232209864830.654,2070279620681.9287,15.582329860253308,19.658610574299768,25969024568649.992,59049929562756.27,78301557421619.08,50365360291356.01,32259779952425.92,0.0001650165232582,0.0003752244929081,0.0004975562612012,0.0003200396158876,0.0002049902457734,9.409295575002916e-05,0.0002139542205254,0.0002837081908161,0.0001824876250049,0.0001168861017303
804,804,0.02,2312,2,100000.0,2.18414586892674,,2.3120000000000003,3574.0,1.264027767503073,2312.0,0.1444273329934731,0.0095673610424641,0.0062080919108691,-0.0003622253737735,-7.930988220979547e-05,1669780680871.5596,3778246637348.559,5021790045643.385,3238439140342.873,2074269566472.543,16.008050222075923,20.2346199842877,26729932999244.05,60482361922065.2,80389067255380.23,51841096399745.09,33205011394216.12,0.0001656359420657,0.0003747878079456,0.0004981426211208,0.0003212409413871,0.000205759713043,9.430464519127491e-05,0.0002133850347306,0.0002836169647335,0.0001828981839364,0.0001171490709756
805,805,0.02,2316,2,100000.0,2.18684229136386,,2.3160000000000003,3678.0,1.3038657258870172,2316.0,0.1411249725624657,0.0095099351776108,0.0065828995474462,-0.0001600168315883,3.359667275556418e-06,1722406623896.7498,3878502915546.682,5166837894125.482,3340503989722.538,2139643656180.5952,16.410986361573084,21.397722644854426,28266391613852.7,63650058450358.04,84792906212952.28,54820965416117.05,35113662860206.12,0.0001711669054691,0.0003854324134015,0.0005134627567778,0.0003319679120454,0.0002126305010408,9.72851659838026e-05,0.0002190660408945,0.0002918339230513,0.0001886787246408,0.000120851595291
806,806,0.02,2320,2,100000.0,2.1928483402054,,2.32,3618.0,1.2858160790310875,2320.0,0.1344572364241685,0.0087212380324145,0.0061522234805957,-0.0002005484331948,-5.202421319366171e-05,1698563040400.0664,3806345597260.813,5082273169772.788,3294260794477.646,2110024185690.0144,17.254556628556312,22.186186349550137,29307952167755.727,65676805655792.68,87692370209636.95,56841009427547.445,36407531799611.77,0.0001691048953155,0.0003789507121314,0.00050597902574,0.0003279687674477,0.0002100689880491,9.59466672917928e-05,0.0002150089021906,0.000287082175526,0.0001860827869807,0.0001191888577031
807,807,0.02,2324,2,100000.0,2.19556172859706,,2.324,3524.0,1.255658752106677,2324.0,0.1324075622396776,0.0076870418593279,0.00620364419689,-7.072667819586023e-05,-3.762154223121496e-06,1658725211532.9204,3699038772746.94,4950340897907.529,3216997722897.3066,2060536012207.057,17.551867587390586,22.03915615192449,29113725276692.26,64925038739878.06,86887727952517.17,56464318061230.56,36166255245308.1,0.0001654375059564,0.0003689337719983,0.000493735819586,0.0003208560864954,0.0002055132076264,9.363710944389424e-05,0.0002088153577172,0.0002794529251855,0.0001816035385278,0.0001163198308837
808,808,0.02,2328,2,100000.0,2.19828470873631,,2.3280000000000003,3626.0,1.2954265683793418,2328.0,0.1480133601498892,0.009468913315982,0.0064473592271358,-0.0003313564283059,4.686983504547864e-05,1711258496829.1104,3797578517393.457,5094032781049.882,3318882868187.873,2125794998710.5,15.72830991501373,20.374870539613013,26915203982828.79,59729491848162.65,80120526297591.81,52200418322488.53,33435162555504.96,0.0001709864069243,0.0003794484041455,0.000508988188284,0.0003316178459805,0.0002124062783973,9.654164016050856e-05,0.0002142425936156,0.0002873828124887,0.0001872367010531,0.0001199279572319
809,809,0.02,2332,2,100000.0,2.2010005440737,,2.3320000000000003,3572.0,1.2794074358494674,2332.0,0.1484021025930815,0.0078681647920668,0.0064288196534903,-0.0001388746348158,3.967935667020866e-05,1690097222757.1465,3732014578179.428,5018165873495.132,3277841850646.3354,2099507602228.976,15.7140630708875,20.10468914030098,26558294354337.6,58645112462983.15,78855775036277.77,51508213577451.12,32991794879233.92,0.000169171029851,0.0003735576516597,0.0005022955350448,0.0003280970313992,0.0002101511430625,9.527492974623074e-05,0.0002103828241122,0.0002828863302149,0.0001847799924374,0.0001183543979663
810,810,0.02,2336,2,100000.0,2.20371744188243,,2.3360000000000003,3532.0,1.2681157657929931,2336.0,0.1366821247261214,0.0102243308813638,0.0063207734776511,-0.0002073890228295,8.151616946549015e-05,1675180926612.5442,3680637701268.4175,4961116118478.665,3248912591961.649,2080977971666.302,17.0907498305341,21.67304930932422,28630098137617.3,62904858169210.63,84789194461149.25,55526352330488.66,35565473916601.05,0.0001679678481265,0.0003690519540868,0.0004974435808624,0.0003257635328539,0.0002086565017226,9.434938770270504e-05,0.0002073005416629,0.00027941953055,0.0001829849593446,0.0001172046519456
811,811,0.02,2340,2,100000.0,2.20643530549343,,2.34,3528.0,1.2695443490498266,2340.0,0.1560297907371932,0.0084873804225568,0.0066182212954066,-0.0002346119112694,-9.044137761033226e-06,1677068085094.821,3666324090074.462,4953929725661.165,3252572622265.656,2083322276790.765,14.997136052956376,19.039529327962192,25151218242238.05,54984361193078.2,74294758092525.36,48779274138239.125,31243867627185.96,0.0001684482738282,0.0003682533641637,0.0004975832039083,0.0003266952895896,0.0002092533060954,9.437105875273316e-05,0.0002063093855199,0.0002787648261584,0.000183026989042,0.0001172315726065
812,812,0.02,2344,2,100000.0,2.20915403731848,,2.344,3671.0,1.323813272778322,2344.0,0.157727380596043,0.0076942317322175,0.0062985934277478,-0.0002296030665145,-1.8469130601800068e-05,1748757333340.163,3803910857004.138,5152128757303.971,3391609604858.061,2172377580629.2263,14.861084937454445,19.673301488088192,25988431265764.5,56530242340443.61,76566223070995.92,50402998412481.945,32283887741952.723,0.0001759640999443,0.0003827585094055,0.0005184193840346,0.0003412717820267,0.0002185897713918,9.8357960920214e-05,0.0002139490187026,0.0002897788442716,0.0001907593458573,0.0001221842648524
813,813,0.02,2348,2,100000.0,2.21528842041979,,2.3480000000000003,3650.0,1.3193194191766564,2348.0,0.1487407605668522,0.008421664913295,0.0061559288881393,-0.0002472986917077,-4.049755721408362e-06,1742820952732.3633,3772262097624.9097,5121088934864.14,3380096351930.5938,2165003166868.8933,15.785854469560013,20.82658434998714,27511917926333.016,59548380494144.01,80840764651439.39,53357709104667.055,34176424918328.9,0.0001756820327944,0.0003802563152027,0.0005162224569239,0.0003407247297648,0.0002182393760905,9.79771212979262e-05,0.0002120673271268,0.0002878950651597,0.0001900207303295,0.0001217111703632
814,814,0.02,2352,2,100000.0,2.21802316024479,,2.3520000000000003,3535.0,1.2810046192499105,2352.0,0.1523822986264349,0.0100780771559898,0.0061231227492861,-0.0002656726531582,-1.7181751771219207e-05,1692207102029.1318,3644518781037.913,4959208920871.108,3281933834518.271,2102128580189.1035,15.434863637054892,19.7721316165598,26118985865475.49,56252650408005.7,76544713441311.72,50656201201626.2,32446067982774.62,0.0001708858965477,0.0003680382020828,0.0005008009135491,0.0003314229121538,0.000212281420314,9.511708323238956e-05,0.0002048543560787,0.0002787516298257,0.0001844738586233,0.0001181583145982
815,815,0.02,2356,2,100000.0,2.22074987667769,,2.3560000000000003,3635.0,1.3207768907660196,2356.0,0.1450166339668612,0.0079491447068389,0.0064607027537035,-0.0001058018963239,-7.881749029733953e-06,1744746272701.912,3738916181313.868,5099751370228.431,3383830394142.542,2167394877747.038,16.246412122201,21.457885688864007,28345866994989.355,60743973171991.1,82852662481490.34,54975103134869.59,35212390415425.84,0.0001765066967321,0.000378246255543,0.0005159147106933,0.0003423241158423,0.0002192638072198,9.808701232994816e-05,0.0002101962464772,0.0002867003548639,0.0001902338573726,0.0001218476814787
816,816,0.02,2360,2,100000.0,2.22348568846134,,2.36,3577.0,1.303043019078526,2360.0,0.1486007188868825,0.0091086760762245,0.0065683299835533,-0.0002153079167377,-1.8668765777387693e-05,1721319828202.733,3670100345721.447,5018363932515.688,3338396214879.184,2138293594307.861,15.881484407867994,20.69425739027685,27337114012555.72,58286641415886.09,79699068547255.0,53018687433889.29,33959276377444.305,0.0001744488334516,0.0003719498918629,0.0005085909774113,0.0003383330138554,0.0002167074456427,9.678655407191196e-05,0.0002063627919347,0.0002821731000531,0.0001877116968449,0.0001202321992672
817,817,0.02,2364,2,100000.0,2.22623060311938,,2.364,3553.0,1.297485744728528,2364.0,0.1589637484080412,0.0097406895435868,0.0065064331468776,-8.302099544986462e-05,8.934247874483772e-05,1713978668786.3855,3635779083044.972,4984102625170.916,3324158477994.489,2129174107099.5144,14.871315149991869,19.29531941247984,25489116943885.867,54068816559710.24,74120160878818.48,49434608334773.34,31663619155879.41,0.0001740010949264,0.0003691000085832,0.0005059802258913,0.0003374646519315,0.0002161512466118,9.639523826265868e-05,0.0002044785021908,0.0002803090661677,0.0001869527633829,0.0001197460908319
818,818,0.02,2368,2,100000.0,2.22896714981627,,2.3680000000000003,3607.0,1.3203102596096608,2368.0,0.1675016932713333,0.0099858446607642,0.0063170247723206,-0.0001384351173607,4.311206788552838e-05,1744129852944.3618,3680740044742.8975,5058694702374.278,3382634885119.9507,2166629136019.453,14.137170519011498,18.665451278102115,24657061138372.887,52035249648684.34,71515629611085.3,47820886174497.61,30630005547365.57,0.0001773645077082,0.0003743027762157,0.0005144301004987,0.000343987788606,0.0002203294149502,9.811281080962704e-05,0.0002070532483803,0.0002845675483622,0.0001902838919714,0.0001218797294009
819,819,0.02,2372,2,100000.0,2.23170388934649,,2.3720000000000003,3593.0,1.318149573601537,2372.0,0.1597792160137032,0.0095792514840152,0.0064043826089607,-0.000233829738328,-2.719137953832259e-05,1741275586727.6304,3655750337572.228,5037181642588.029,3377099207567.1377,2163083450280.122,14.845485283871769,19.568570096843462,25850081097930.22,54271387837937.766,74779405947229.62,50134676588112.95,32112023528920.125,0.0001773812893385,0.0003724061333662,0.0005131305930003,0.0003440203355679,0.0002203502617748,9.798135141814874e-05,0.0002057085973368,0.0002834415576956,0.0001900289343931,0.0001217164251909
820,820,0.02,2376,2,100000.0,2.23797359782716,,2.3760000000000003,3642.0,1.3392630841505095,2376.0,0.1538100165171272,0.0088374111077825,0.0062150259237951,-0.000213498118884,-8.356875498419158e-06,1769166534162.8232,3695332295137.816,5104325891285.891,3431192021593.605,2197730721090.986,15.447628534227649,20.68843863356113,27329427434934.26,57084120605823.88,78849730286224.89,53003779779183.625,33949727797673.82,0.000180539619024,0.0003771006696366,0.0005208854192031,0.0003501457259195,0.0002242736675386,9.958775642772114e-05,0.0002080131211061,0.0002873264634918,0.000193144460233,0.0001237119669174
821,821,0.02,2380,2,100000.0,2.2407253093739,,2.38,3638.0,1.3410347357389538,2380.0,0.1439864599460634,0.0101677924759788,0.006434615604472,-0.0001746363805236,3.0344013956377787e-06,1771506885911.158,3681399145780.501,5097521268531.048,3435730992963.2,2200638001347.623,16.52933200032514,22.16640837099746,29281825458087.64,60851068706319.27,84258621426268.23,56790338246495.49,36375076136806.83,0.0001810971039926,0.0003763410287839,0.0005211079599032,0.0003512269344656,0.000224966198071,9.975655811148351e-05,0.0002073058314016,0.0002870500705884,0.0001934718409399,0.0001239216592437
822,822,0.02,2384,2,100000.0,2.24347692736234,,2.384,3621.0,1.3380134195267646,2384.0,0.1462817309370621,0.009797487541819,0.0064910773597736,-0.0001063720062718,1.2449032360546662e-05,1767515727194.856,3654325914004.361,5072510321164.741,3427990380827.571,2195680021443.421,16.297318774726005,21.80603122288888,28805767245436.21,59555714327271.05,82668317692109.56,55867051993041.32,35783697236760.66,0.0001810081723326,0.0003742330801499,0.0005194668473074,0.000351054456863,0.0002248557235411,9.958138034592916e-05,0.0002058837797884,0.0002857839236328,0.0001931320942061,0.0001237040462889
823,823,0.02,2388,2,100000.0,2.24623730693102,,2.388,3537.0,1.3100454001911934,2388.0,0.1559936719531833,0.007759509978127,0.0064499956858167,-0.0001342044992284,9.36170534994706e-06,1730569973652.5664,3559554235087.9165,4953335836271.656,3356336315289.8374,2149784501713.7483,15.308313280276415,20.05458539751188,26492107310113.19,54490771368860.52,75827216764066.48,51379847788425.44,32909574637316.992,0.000177538133946,0.0003651725305527,0.0005081597476949,0.0003443245262451,0.000220545100534,9.754844947090724e-05,0.0002006442973857,0.0002792087219201,0.0001891893471192,0.0001211786567613
