Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
526.06,1113000000000000.0,1578.18,167800000000000.0,2630.3,52820000000000.0,3682.42,21790000000000.0,4734.54,10320000000000.0
507.759,1135000000000000.0,1523.28,174500000000000.0,2538.79,55890000000000.0,3554.31,23480000000000.0,4569.83,11320000000000.0
490.289,1157000000000000.0,1470.87,181000000000000.0,2451.44,58960000000000.0,3432.02,25180000000000.0,4412.6,12340000000000.0
473.608,1178000000000000.0,1420.82,187500000000000.0,2368.04,62010000000000.0,3315.26,26890000000000.0,4262.47,13390000000000.0
457.677,1199000000000000.0,1373.03,193800000000000.0,2288.38,65040000000000.0,3203.74,28610000000000.0,4119.09,14450000000000.0
442.457,1219000000000000.0,1327.37,200100000000000.0,2212.28,68040000000000.0,3097.2,30340000000000.0,3982.11,15530000000000.0
427.912,1239000000000000.0,1283.74,206300000000000.0,2139.56,71020000000000.0,2995.38,32060000000000.0,3851.21,16620000000000.0
414.008,1259000000000000.0,1242.02,212300000000000.0,2070.04,73970000000000.0,2898.06,33780000000000.0,3726.07,17720000000000.0
400.713,1278000000000000.0,1202.14,218300000000000.0,2003.56,76880000000000.0,2804.99,35500000000000.0,3606.41,18820000000000.0
387.994,1297000000000000.0,1163.98,224200000000000.0,1939.97,79770000000000.0,2715.96,37210000000000.0,3491.95,19930000000000.0
375.823,1315000000000000.0,1127.47,229900000000000.0,1879.12,82620000000000.0,2630.76,38910000000000.0,3382.41,21040000000000.0
364.172,1333000000000000.0,1092.52,235600000000000.0,1820.86,85430000000000.0,2549.2,40590000000000.0,3277.55,22150000000000.0
353.015,1351000000000000.0,1059.04,241200000000000.0,1765.07,88210000000000.0,2471.1,42270000000000.0,3177.13,23260000000000.0
342.326,1368000000000000.0,1026.98,246700000000000.0,1711.63,90960000000000.0,2396.28,43930000000000.0,3080.93,24360000000000.0
332.082,1385000000000000.0,996.245,252100000000000.0,1660.41,93670000000000.0,2324.57,45570000000000.0,2988.74,25460000000000.0
322.26,1401000000000000.0,966.781,257500000000000.0,1611.3,96340000000000.0,2255.82,47200000000000.0,2900.34,26550000000000.0
312.841,1418000000000000.0,938.522,262700000000000.0,1564.2,98980000000000.0,2189.88,48810000000000.0,2815.57,27640000000000.0
