,Simulation Number,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
10,10,4500,250000.0,0.01715,0.00243,0.81,562259000000.0,4.5,4793.15,1.9172599999999995,4500.0,0.8266157093161383,0.0551147567743515,0.0173240677167242,0.0001665634363381,0.0156238407065525,10779966903.4,5.457405823813459,10.464656333030788,58838472051.53556,2.03956692823062e-06,5.26797710201728e-07
11,11,4750,250000.0,0.01715,0.00243,0.81,562627000000.0,4.75,5172.2,2.06888,4750.0,0.9197136265941026,0.0580239525804333,0.0187794895519768,4.299658565627216e-05,0.015649173666014,11640077477.6,5.195110185706742,10.749385800926904,60478946850.18101,2.274510449956013e-06,5.349103653174515e-07
12,12,5000,250000.0,0.01715,0.00243,0.81,562557000000.0,5.0,5525.8,2.2103200000000007,5000.0,1.052860784009272,0.056908861067619,0.0184340821568943,0.0001736036680546,0.0156179598222369,12434309882.4,4.758150414630842,10.515410235255768,59155176357.147804,2.4858662413798587e-06,5.348458337950138e-07
13,13,5250,250000.0,0.01715,0.00243,0.81,562092000000.0,5.25,5854.0,2.3416,5250.0,1.148137197911592,0.0566740354524645,0.0180172867835965,1.7159700869015056e-05,0.0155711490108788,13161946272.0,4.591275840264425,10.749375965730984,60421382353.296616,2.6686870100329103e-06,5.282411197376844e-07
14,14,5500,250000.0,0.01715,0.00243,0.81,561272000000.0,5.5,6206.25,2.482499999999999,5500.0,1.3119853690132914,0.0565087344827865,0.018252160133497,-3.683914297266907e-05,0.0155795324909494,13933577400.0,4.198657811912053,10.423137057642569,58502149826.17159,2.8419233577812297e-06,5.208950290287969e-07
15,15,5750,250000.0,0.01715,0.00243,0.81,560131000000.0,5.75,6464.95,2.58598,5750.0,1.4295062866770425,0.0577038539815866,0.017597860913119,8.539603212093301e-05,0.0155977703984879,14484875633.8,4.0268394198932365,10.412797446551451,58325306465.34312,2.950810839682466e-06,5.042865818510976e-07
16,16,6000,250000.0,0.01715,0.00243,0.81,558698000000.0,6.0,6780.05,2.71202,6000.0,1.5696101353506946,0.057279293590673,0.0184671892646671,-8.037097396781566e-06,0.0156358211365276,15152001499.6,3.83204812636094,10.38995315329728,58048460468.40883,3.063319300634381e-06,4.917277810461547e-07
17,17,6250,250000.0,0.01715,0.00243,0.81,557002000000.0,6.25,7098.65,2.8394600000000003,6250.0,1.7085782054160972,0.0576336406116047,0.0179435327394252,-8.23675704826277e-05,0.015653076452929,15815848989.2,3.6670354510436343,10.414027402064352,58006340910.04647,3.156233484617741e-06,4.795500685008764e-07
18,18,6500,250000.0,0.01715,0.00243,0.81,555064000000.0,6.5,7383.4,2.9533600000000004,6500.0,1.8425108543414352,0.0585303392121788,0.0178149380082323,-5.4594953088994885e-05,0.0156432259147141,16393038150.4,3.532373751227207,10.43326576824346,57911302303.84288,3.2139709676709258e-06,4.657132956646123e-07
19,19,6750,250000.0,0.01715,0.00243,0.81,552908000000.0,6.75,7679.7,3.07188,6750.0,2.000056892484099,0.0558263661506812,0.0189227008363077,0.0001161142228547,0.0156217661027524,16984670270.4,3.380288468908474,10.383572503483698,57411603057.561646,3.258926432325848e-06,4.536140338754908e-07
20,20,7000,250000.0,0.01715,0.00243,0.81,550553000000.0,7.0,7932.35,3.17294,7000.0,2.160570448558201,0.0571712157641805,0.0186426237587789,-8.869952527397546e-05,0.0155895537243634,17468716358.2,3.2466164472528725,10.300529746633202,56709875535.98148,3.269251923717277e-06,4.400036361076337e-07
21,21,7250,250000.0,0.01715,0.00243,0.81,548015000000.0,7.25,8258.75,3.3035,7250.0,2.3441265994998504,0.0593646335951496,0.0171654505617029,-0.0001256795558191,0.015628616083744,18103675525.0,3.096512458505736,10.230045561777311,56062184185.37394,3.295854159554742e-06,4.311810539164608e-07
22,22,7500,250000.0,0.01715,0.00243,0.81,545311000000.0,7.5,8467.25,3.3869000000000007,7500.0,2.51313568046412,0.058427905768042,0.0177009432709877,-2.2632516243474008e-05,0.0155796087513699,18469138259.0,2.989132001520696,10.124393085652605,55209429179.30308,3.263724910476483e-06,4.166143319986917e-07
23,23,7750,250000.0,0.01715,0.00243,0.81,542456000000.0,7.75,8733.2,3.49328,7750.0,2.7268721011897923,0.0573062135669612,0.0189978275234894,6.317066261226511e-06,0.0155935972154796,18949506956.8,2.8455287483850045,9.940084462525954,53920584572.03978,3.2442325750170943e-06,4.0483435983340476e-07
24,24,8000,250000.0,0.01715,0.00243,0.81,539462000000.0,8.0,8985.6,3.59424,8000.0,2.886332209799912,0.0575576951879406,0.0181027279893702,2.5525300324539e-05,0.0156366758394064,19389558988.8,2.7756733073953272,9.975758518057976,53815426416.68591,3.2114320977960747e-06,3.917019318637274e-07
25,25,8250,250000.0,0.01715,0.00243,0.81,536341000000.0,8.25,9244.5,3.697800000000001,8250.0,3.1162119248147064,0.0583821583213442,0.018983843286645,1.7008235950189983e-05,0.0155922356236727,19832817498.0,2.6524089724667386,9.809065973321804,52610042531.97389,3.174109209470939e-06,3.77617624564697e-07
26,26,8500,250000.0,0.01715,0.00243,0.81,533105000000.0,8.5,9499.6,3.79984,8500.0,3.2659863121741184,0.0568780172215175,0.0179293175156386,0.0001318627956512,0.0155257905009365,20257137032.0,2.6067717263472496,9.90664092799759,52812798119.20155,3.130047006121028e-06,3.617739973818577e-07
27,27,8750,250000.0,0.01715,0.00243,0.81,529764000000.0,8.75,9718.3,3.88732,8750.0,3.485048558689777,0.0563432849468798,0.0179685561705984,-0.0001770216985025,0.01556410975616,20593621924.8,2.513477973859998,9.770435333944878,51760249042.51975,3.069783101353489e-06,3.430320755170812e-07
28,28,9000,250000.0,0.01715,0.00243,0.81,526327000000.0,9.0,9946.55,3.97862,9000.0,3.709535249114288,0.0572601725415229,0.0172176366443488,-4.456119731391423e-05,0.0156063709336067,20940551287.4,2.429554270124796,9.666066785712507,50875119331.23705,3.0099744483948063e-06,3.236971499850059e-07
29,29,9250,250000.0,0.01715,0.00243,0.81,522803000000.0,9.25,10133.45,4.053380000000001,9250.0,3.9520950513483513,0.0560038513539819,0.0179390902699632,-5.841944140070365e-06,0.0155116422229446,21191192241.4,2.343245290835886,9.498224358782345,49657001894.44487,2.936148507458573e-06,3.0323121605332217e-07
30,30,9500,250000.0,0.01715,0.00243,0.81,519199000000.0,9.5,10368.4,4.147359999999998,9500.0,4.137023472741293,0.0563272313398589,0.017987766923733,2.549669523315697e-05,0.0155532882730903,21533051646.4,2.297919457441563,9.529419698600044,49476651780.93443,2.875138051018369e-06,2.8636814365052345e-07
31,31,9750,250000.0,0.01715,0.00243,0.81,515524000000.0,9.75,10577.8,4.23112,9750.0,4.3860383407703925,0.0572809517061564,0.0181209426505984,9.26725325650739e-05,0.0155558387522574,21812439068.8,2.224426398846684,9.412119969003273,48521737349.00442,2.806450364395765e-06,2.7395678307962817e-07
32,32,10000,250000.0,0.01715,0.00243,0.81,511783000000.0,10.0,10775.1,4.310039999999999,10000.0,4.653138257146293,0.0567987797554616,0.0184053537042073,5.87230723865877e-05,0.0155562056341595,22058052013.2,2.150781691353147,9.26972195851007,47440861130.92157,2.734506167909526e-06,2.704074123819775e-07
33,33,11000,250000.0,0.01715,0.00243,0.81,496287000000.0,11.0,11566.0,4.626399999999999,11000.0,5.639324476838192,0.056644937785737,0.0182613475122593,-2.7041530452495223e-05,0.0155663417536287,22960221768.0,1.9528083173702355,9.03465517545038,44837819130.58744,2.456065380402906e-06,2.814670194940999e-07
34,34,12000,250000.0,0.01715,0.00243,0.81,480183000000.0,12.0,12206.05,4.88242,12000.0,6.800642558410436,0.0571806017276322,0.0177195471581471,-0.0001029431829888,0.015476876581458,23444550828.6,1.7653657255178363,8.619211759169264,41387989601.53175,2.17197652837615e-06,2.874043601051323e-07
35,35,13000,250000.0,0.01715,0.00243,0.81,463727000000.0,13.0,12836.5,5.134599999999999,13000.0,7.949279742362433,0.0559581931742831,0.0176955004824262,8.416754195805433e-05,0.0154206461115339,23810526542.0,1.636072211608663,8.400892760198733,38957207970.08677,1.9203536763275938e-06,2.918908190905369e-07
36,36,14000,250000.0,0.01715,0.00243,0.81,447117000000.0,14.0,13499.8,5.3999200000000025,14000.0,9.294973612874855,0.0586226996549488,0.0174395701036058,9.939277273708916e-05,0.0153564898188066,24143960306.4,1.5069773853550557,8.13781595793726,36385558576.65034,1.7048350149782154e-06,2.959783496384852e-07
37,37,15000,250000.0,0.01715,0.00243,0.81,430507000000.0,15.0,14021.75,5.608699999999999,15000.0,10.642026530101068,0.056869681716445,0.016961611600735,-6.737954335756587e-05,0.0153182381216549,24145846109.0,1.4103875937007204,7.910063270189807,34053376082.59603,1.501441273256331e-06,2.960014675004352e-07
38,38,16000,250000.0,0.01715,0.00243,0.81,414013000000.0,16.0,14572.15,5.828860000000001,16000.0,12.132567770734386,0.0570729925050499,0.0171974413978085,-6.734187762837896e-05,0.0153070619628226,24132238151.8,1.3188839107947607,7.68750316138866,31827262463.56004,1.3288101936611762e-06,2.958346489394827e-07
39,39,17000,250000.0,0.01715,0.00243,0.81,397729000000.0,17.0,15078.75,6.0315,17000.0,13.971201375575948,0.0568901335483189,0.0167012372984547,8.913504708713029e-06,0.0151596506704122,23989024635.0,1.2171318118716024,7.340947367691621,29197076556.04621,1.1759063003905728e-06,2.940790090274526e-07
40,40,18000,250000.0,0.01715,0.00243,0.81,381725000000.0,18.0,15557.25,6.222900000000001,18000.0,15.498433689105331,0.0564372572227738,0.0165635002092652,-1.186293986091861e-05,0.015010273036953,23754365025.0,1.1616302972799823,7.228813670238553,27594188982.71812,1.0416984211023527e-06,2.912023407753018e-07
41,41,19000,250000.0,0.01715,0.00243,0.81,366057000000.0,19.0,15713.25,6.285299999999999,19000.0,17.285262013005557,0.0561227643304195,0.017283324283886,2.4042098277026123e-05,0.0145812112521026,23007780621.0,1.0995086262801133,6.910531207646817,25296483222.775707,9.067938489025694e-07,2.82050038627788e-07
42,42,20000,250000.0,0.01715,0.00243,0.81,350765000000.0,20.0,15779.3,6.31172,20000.0,19.35059592809357,0.0574082645781096,0.0165380284772449,1.0295712684972973e-05,0.0140277806955913,22139304658.0,1.0338278283586604,6.525206499880935,22888140579.307365,7.875301034492915e-07,2.714034802766589e-07
43,43,21000,250000.0,0.01715,0.00243,0.81,335880000000.0,21.0,15704.9,6.281959999999999,21000.0,20.663717772375826,0.0566319590069217,0.0165145845519354,-7.970781743859128e-05,0.0133237202670578,21099847248.0,1.0164707436077698,6.385307826243476,21446971926.786583,6.801534982581364e-07,2.586608777861411e-07
44,44,22000,250000.0,0.01715,0.00243,0.81,321426000000.0,22.0,15559.15,6.22366,22000.0,21.69696135740105,0.0574424514833543,0.0160400211819821,-1.808534181324422e-05,0.0125069378133468,20004461391.6,1.014188443058368,6.311849631438164,20287925796.346428,5.872286416160085e-07,2.452326541691287e-07
45,45,23000,250000.0,0.01715,0.00243,0.81,307418000000.0,23.0,15236.7,6.094680000000001,23000.0,22.738599805828745,0.0557793807839127,0.0165165101439815,9.20750297818848e-07,0.0116046169283805,18736143362.4,1.0115772395271097,6.165244244007042,18953070550.04157,5.499973131216083e-07,2.296844726638831e-07
46,46,24000,250000.0,0.01715,0.00243,0.81,293866000000.0,24.0,13600.8,5.440319999999999,24000.0,23.735068356177727,0.0557200113894307,0.0162809611225723,-0.0001085746704725,0.0107948119045068,15987250771.2,1.0112224993177676,5.501316634255782,16166499140.4221,4.6930389025562134e-07,1.959860784422373e-07
47,47,25000,250000.0,0.01715,0.00243,0.81,280775000000.0,25.0,13385.35,5.354140000000001,25000.0,24.709580679378995,0.0559136208572915,0.0164900021491367,2.8517468287635613e-05,0.0101278343919038,15033086585.0,1.011935676217232,5.418009224936116,15212415401.31438,4.4129451134896657e-07,1.842890768927126e-07
48,48,26000,250000.0,0.01715,0.00243,0.81,268146000000.0,26.0,13168.85,5.26754,26000.0,25.571655361486044,0.0559097660994534,0.0153118288861196,4.182934586912266e-06,0.0094653163305198,14124697808.4,1.0179171284431656,5.361875939418815,14377655856.513971,4.146288642765573e-07,1.7315323142593052e-07
49,49,27000,250000.0,0.01715,0.00243,0.81,255979000000.0,27.0,13028.4,5.21136,27000.0,25.77099797186843,0.0554378913447805,0.0152780480180414,-3.678616791578176e-05,0.0089312956213282,13339987214.4,1.0623471713248542,5.540725838355095,14183094593.762983,3.915937758952322e-07,1.635335441994572e-07
50,50,28000,250000.0,0.01715,0.00243,0.81,244270000000.0,28.0,12821.45,5.12858,28000.0,27.751085793300263,0.05767745516807,0.0146399954828372,3.3112341643525574e-05,0.0084382852261817,12527582366.0,1.0090260370274011,5.174881025370872,12640681880.67343,3.6774572589132086e-07,1.5357435592975166e-07
51,51,29000,250000.0,0.01715,0.00243,0.81,233011000000.0,29.0,12630.35,5.0521400000000005,29000.0,28.761247024934526,0.0568171791243362,0.0141396501448433,0.0001096265044708,0.0079671144451271,11772041935.4,1.008344209153616,5.094270429299659,11870210470.015429,3.455669242699227e-07,1.443122627645777e-07
52,52,30000,250000.0,0.01715,0.00243,0.81,222196000000.0,30.0,12529.1,5.011640000000002,30000.0,29.760720918319382,0.0572980789209939,0.0136288094933268,1.34183742859984e-05,0.0075168279275473,11135663614.4,1.008068507134653,5.052084050228131,11225528676.244896,3.268861125410139e-07,1.3651096576089753e-07
53,53,31000,250000.0,0.01715,0.00243,0.81,211815000000.0,31.0,12336.8,4.93472,31000.0,30.74568671709676,0.0553280610012232,0.0133369125179785,-4.379820555251914e-05,0.007183523799514,10452477168.0,1.00832179052734,4.97572672260483,10539335557.485424,3.0683125372544973e-07,1.2813585271669445e-07
54,54,32000,250000.0,0.01715,0.00243,0.81,201859000000.0,32.0,12164.6,4.86584,32000.0,31.714883529525288,0.0568206387433698,0.0130129016441187,-3.458633243076153e-05,0.0068262760357765,9822135965.6,1.0090793490625698,4.910157444095841,9911594715.077423,2.8832766091212946e-07,1.204085641348773e-07
55,55,33000,250000.0,0.01715,0.00243,0.81,192316000000.0,33.0,11973.85,4.789539999999999,33000.0,32.70268227102461,0.0565315093206146,0.0123385155393556,8.065375679898584e-06,0.0065409285188586,9211051746.4,1.0091449380082111,4.833298328960821,9295206014.324297,2.703893546048936e-07,1.129173449482307e-07
56,56,34000,250000.0,0.01715,0.00243,0.81,183175000000.0,34.0,11816.15,4.726459999999999,34000.0,33.16140015612197,0.0559282701270513,0.0121137320942683,-5.261111742339296e-05,0.0062723835041055,8657693105.0,1.0327508209897291,4.882163151437058,8942902352.644833,2.541455759319897e-07,1.0613377773882172e-07
57,57,35000,250000.0,0.01715,0.00243,0.81,174425000000.0,35.0,11567.5,4.627000000000001,35000.0,34.52090637807014,0.0552187012286858,0.0118891214405953,-4.145725176900193e-05,0.0060016945961536,8070644750.0,1.0140518913232888,4.692024188371392,8184063190.566801,2.369128396277612e-07,9.893721176265792e-08
58,58,36000,250000.0,0.01715,0.00243,0.81,166053000000.0,36.0,11340.15,4.536059999999999,36000.0,35.60634950607964,0.0555226680733148,0.0116515450816248,5.365738686432378e-05,0.0057638782366976,7532263711.8,1.0111013083173603,4.586452826648765,7615942512.235074,2.2110872675788123e-07,9.233725346497759e-08
59,59,37000,250000.0,0.01715,0.00243,0.81,158047000000.0,37.0,11162.25,4.464899999999999,37000.0,36.01606089389588,0.0556943974252092,0.0113011722313776,-7.3105651049548446e-06,0.0055674812058744,7056640503.0,1.0348467514851567,4.62105627419715,7303440809.6803665,2.071468626838027e-07,8.650663700421952e-08
60,60,38000,250000.0,0.01715,0.00243,0.81,150394000000.0,38.0,10981.7,4.39268,38000.0,37.57195488007492,0.0550200920995257,0.0110153525793665,3.747374287263984e-05,0.0053839194157627,6606327159.2,1.0114230403601625,4.44288822902862,6681837323.165302,1.93927966758303e-07,8.098629159995785e-08
61,61,39000,250000.0,0.01715,0.00243,0.81,143083000000.0,39.0,10726.5,4.2906,39000.0,37.91327512828457,0.0551572622113126,0.011113479278794,6.933150474524337e-05,0.005186419875641,6139119198.0,1.0361889005115292,4.445377674709833,6360579738.305068,1.802131313005053e-07,7.525883680219289e-08
62,62,40000,250000.0,0.01715,0.00243,0.81,136100000000.0,40.0,10432.3,4.17292,40000.0,39.65063744646104,0.0568755455087305,0.0107148427679518,-9.326607713262772e-05,0.0050026994522121,5679344120.0,1.0088513483562966,4.209840580466715,5729593030.0152,1.6671648726607977e-07,6.96225009623235e-08
