,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,0.03,400,500000.0,17.15,2.43,0.81,,0.4000000000000001,5707.35,1.1414700000000002,400.0,0.0434588958502871,0.0027425651301984,0.0018258768931417,5.238607995423874e-06,-0.0030558773631297,34726936606859.133,22544032500000.0,17749858500000.0,14873354100000.0,12830122800000.0,9.223077053865026,10.526088606385304,320235145691191.6,207890249976109.7,163680677829291.44,137154934541200.48,118313235935770.78,0.0005990738230272,0.0003889067408715,0.0003062025225595,0.0002565799915724,0.0002213322413871,0.0003222857729494,0.0002092214761674,0.0001647288078178,0.0001380332068081,0.0001190708552972
11,11,0.03,410,500000.0,17.15,2.43,0.81,,0.41,6057.6,1.2115200000000002,410.0,0.0456295482530634,0.0027335352484078,0.0017412017684705,-1.8049109037238768e-06,-0.0029739143387027,36784474394976.2,23927520000000.0,18839136000000.0,15786105600000.0,13617484800000.0,9.01434938206222,10.920677208178123,331576343056679.5,215683374861517.97,169816530587169.8,142296424022560.97,122748411819922.1,0.0006511333245146,0.0004235484100628,0.0003334773557709,0.0002794347231958,0.0002410472976762,0.0003518328317756,0.0002288597909153,0.0001801908733536,0.0001509895228165,0.0001302472936652
12,12,0.03,420,500000.0,17.15,2.43,0.81,,0.42,6314.4,1.26288,420.0,0.0477360848928128,0.0027378992817118,0.0016619070216557,1.4313645248127788e-05,-0.0028845824234516,38256730343965.22,24941880000000.0,19637784000000.0,16455326400000.0,14194771200000.0,8.81904490493234,11.13648251132584,337360167566259.1,219945529598685.4,173172303051116.84,145108367122575.72,125174063427302.48,0.0006940715218424,0.0004525072700558,0.0003562778759173,0.0002985402394342,0.0002575281881228,0.0003767799632047,0.0002456456823195,0.0001934071068388,0.0001620639615505,0.0001398003781909
13,13,0.03,430,500000.0,17.15,2.43,0.81,,0.4299999999999999,6601.65,1.3203299999999998,430.0,0.049354580955375,0.0026954693838035,0.0015928861919616,-3.1780729732817166e-05,-0.0028297020901704,39909402368225.78,26076517500000.0,20531131500000.0,17203899900000.0,14840509200000.0,8.731166530504565,11.526873344119288,348420945019830.56,227655748546355.9,179242880501054.94,150195159673874.3,129562056387900.78,0.0007418443796345,0.0004847158012874,0.0003816369979756,0.0003197897159885,0.00027585851172,0.0004043739341402,0.0002642150306552,0.0002080275304652,0.0001743150303512,0.0001503684528893
14,14,0.03,440,500000.0,17.15,2.43,0.81,,0.4400000000000001,6842.7,1.36854,440.0,0.050710685722376,0.0026159233191449,0.0017021072585593,-8.686470618252191e-06,-0.0027802187251899,41275355164137.92,27028665000000.0,21280797000000.0,17832076200000.0,15382389600000.0,8.690086539133523,11.89184774051907,358659768108915.9,234863992875251.6,184918232365071.56,154950776058963.47,133664368603434.3,0.0007856014260484,0.0005144415519562,0.0004050413231858,0.0003394011859235,0.0002927758503285,0.0004298911628482,0.0002815090065459,0.0002216438000905,0.0001857246762173,0.0001602106953709
15,15,0.03,450,500000.0,17.15,2.43,0.81,,0.45,7096.7,1.41934,450.0,0.0520450221084785,0.0026836025200926,0.0015749278657659,-1.2047448961983006e-05,-0.0027182896363988,42709604653793.11,28031965000000.0,22070737000000.0,18494000200000.0,15953381600000.0,8.666700395208297,12.301479057450612,370165927262411.4,242954211384649.6,191287999343357.0,160288272118581.44,138268624605744.88,0.0008316826829013,0.0005458655037239,0.0004297827130586,0.0003601330386594,0.0003106596588282,0.0004569118278652,0.0002998889001812,0.0002361150581174,0.000197850752879,0.0001706709487613
16,16,0.03,460,500000.0,17.15,2.43,0.81,,0.4600000000000001,7381.3,1.47626,460.0,0.0534662152699695,0.0026604321860396,0.0015363392159706,-5.586670987607831e-06,-0.0026689707693049,44317818932441.47,29156135000000.0,22955843000000.0,19235667800000.0,16593162400000.0,8.62298587118827,12.73039877716159,382170828948844.8,251425375848941.3,197957700984862.72,165877096066415.53,143089682255296.25,0.0008828957206037,0.0005808459766507,0.0004573243006034,0.0003832112949751,0.0003305675330407,0.0004868624055222,0.0003203006457395,0.0002521860780379,0.000211317337417,0.0001822875573727
17,17,0.03,470,500000.0,17.15,2.43,0.81,,0.4699999999999999,7634.45,1.52689,470.0,0.0552936906032413,0.0025796185512029,0.001710345023573,-4.98562101536959e-06,-0.0026324630012859,45728093955400.71,30156077500000.0,23743139500000.0,19895376700000.0,17162243600000.0,8.519166818891984,13.008726374952662,389592087127386.2,256922345905315.1,202285695130513.9,169503704665633.16,146218084454467.9,0.0009313117662274,0.0006141675143163,0.0004835597391199,0.0004051950740021,0.0003495312840969,0.0005155615656158,0.0003399948080909,0.0002676921147247,0.000224310498705,0.0001934957793894
18,18,0.03,480,500000.0,17.15,2.43,0.81,,0.4800000000000002,7840.3,1.5680599999999998,480.0,0.0573739287225492,0.0025520925367332,0.0015381396264276,1.463328306823388e-05,-0.002582404292156,46836207631795.68,30969185000000.0,24383333000000.0,20431821800000.0,17624994400000.0,8.37908322923854,13.138412811393133,392429773341997.9,259483653025014.38,204302319217163.2,171193518932452.5,147675760000058.75,0.0009747155399247,0.0006445044849833,0.0005074453033666,0.0004252097943965,0.000366796476517,0.0005415247819884,0.0003580687251053,0.0002819224645765,0.0002362347082593,0.0002037818972244
19,19,0.03,490,500000.0,17.15,2.43,0.81,,0.4900000000000001,8086.55,1.6173099999999998,490.0,0.0584569685188256,0.002421778165867,0.0015364649830254,-2.4945566697450985e-05,-0.0025188739948501,48177789846818.66,31941872500000.0,25149170500000.0,21073549300000.0,18178564400000.0,8.398641312490689,13.582629812310032,404610794878289.6,268256938793123.2,211209893581421.0,176981666454399.72,152668759090364.72,0.0010238262347476,0.0006787967475561,0.0005344450341517,0.0004478340061091,0.0003863126806344,0.0005708390682125,0.0003784662765319,0.0002979823088643,0.0002496919282638,0.0002153904277578
20,20,0.03,500,500000.0,17.15,2.43,0.81,,0.5,8278.5,1.6557000000000002,500.0,0.0611826036850913,0.0023909182466754,0.0015752908339458,9.05979570886546e-06,-0.0024704275238879,49186897599176.91,32700075000000.0,25746135000000.0,21573771000000.0,18610068000000.0,8.190897932505823,13.56019323605306,402840995425978.9,267813816412048.0,210861004820625.03,176689317865771.4,152416571973236.4,0.0010673120969039,0.0007095626542981,0.0005586683176879,0.0004681317157217,0.0004038219865473,0.00059682406957,0.0003967762308528,0.0003123985007473,0.0002617718626841,0.0002258108777106
21,21,0.03,510,500000.0,17.15,2.43,0.81,,0.5099999999999999,8434.85,1.68697,510.0,0.0635512015277356,0.0024547500286722,0.001494772382057,-1.978823537239608e-05,-0.0024331372773346,49977960533611.67,33317657500000.0,26232383500000.0,21981219100000.0,18961542800000.0,8.036123984540234,13.55749166869251,401652538902697.3,267760460456677.0,210818995448168.5,176654116443063.4,152386206356103.78,0.0011066162240797,0.0007377223869116,0.000580839651467,0.0004867100102004,0.0004198480824752,0.0006205959918344,0.0004137184567166,0.0003257378228832,0.0002729494425831,0.0002354529343541
22,22,0.03,520,500000.0,17.15,2.43,0.81,,0.5199999999999998,8584.0,1.7168000000000003,520.0,0.0641732481071698,0.0024053230540474,0.0014894882431046,2.258651666350779e-05,-0.0023807725775814,50720115898355.766,33906800000000.0,26696240000000.0,22369904000000.0,19296832000000.0,8.113228121392853,13.930383451391847,411550945458487.6,275125073164989.03,216617462669143.2,181512896371635.8,156577509993644.38,0.0011455344839969,0.0007657988936741,0.0006029454580573,0.0005052333966873,0.0004358268134125,0.0006439782822674,0.0004305045923976,0.0003389542486979,0.000284024042478,0.0002450061579012
23,23,0.03,530,500000.0,17.15,2.43,0.81,,0.53,8635.05,1.72701,530.0,0.066475341686339,0.0023433740654481,0.0014662046752698,-9.477624106861104e-06,-0.0023491697970083,50874572117730.14,34108447500000.0,26855005500000.0,22502940300000.0,19411592400000.0,7.985090716680918,13.789247023288826,406206126273445.44,272337628709954.2,214422791212141.2,179673888713453.34,154991136541766.34,0.0011713787380348,0.000785341449092,0.0006183321282724,0.0005181265357807,0.0004469487538123,0.0006606066350489,0.0004428984027143,0.0003487124132763,0.0002922008196135,0.0002520596479244
24,24,0.03,540,500000.0,17.15,2.43,0.81,,0.5399999999999998,8733.3,1.74666,540.0,0.0694205673343333,0.002407357688053,0.0014219163454132,4.677149299039116e-06,-0.0022921871872195,51299225156427.484,34496535000000.0,27160563000000.0,22758979800000.0,19632458400000.0,7.787679962068831,13.601972898611674,399488549744944.5,268638964747580.5,211510678573411.5,177233706868910.1,152886175380395.2,0.0012041080165829,0.0008097111449767,0.0006375194078171,0.0005342043655213,0.0004608178870652,0.0006812944678375,0.0004581413926506,0.0003607138559856,0.0003022573339867,0.0002607346457414
25,25,0.03,550,500000.0,17.15,2.43,0.81,,0.55,8888.45,1.7776900000000002,550.0,0.0695697225962078,0.0024469709849739,0.0015347907729838,5.737131214053421e-06,-0.0022742693727979,52053344587373.44,35109377500000.0,27643079500000.0,23163300700000.0,19981235600000.0,7.919656422727629,14.079768111355804,412276055561270.8,278075420199277.1,218940394131582.75,183459378490966.1,158256593571639.25,0.0012390682718871,0.0008357371855892,0.000658010796755,0.0005513749634545,0.0004756296691656,0.0007065879436743,0.0004765853769448,0.0003752355752653,0.0003144256942577,0.0002712313740181
26,26,0.03,560,500000.0,17.15,2.43,0.81,,0.5600000000000003,9235.8,1.8471600000000008,560.0,0.0736849276898396,0.0023100004161241,0.0013415047358679,8.205524229657027e-07,-0.0022226929597313,53923764104708.14,36481410000000.0,28723338000000.0,24068494800000.0,20762078400000.0,7.611216448621914,14.060387636307004,410462020680923.0,277692655817063.3,218639027744573.97,183206850901080.3,158038757032090.75,0.001307848669023,0.0008848077337467,0.0006966460891018,0.0005837491023149,0.0005035564013829,0.0007475778767983,0.0005057639332716,0.0003982090715125,0.0003336761544571,0.0002878372967074
27,27,0.03,570,500000.0,17.15,2.43,0.81,,0.5700000000000001,9562.3,1.91246,570.0,0.0745565178406763,0.0022966636758293,0.0014023533625362,1.36737365969837e-06,-0.0022004555123438,55657957153417.98,37771085000000.0,29738753000000.0,24919353800000.0,21496050400000.0,7.657207968195664,14.6461168234138,426243133253254.6,289260807262422.5,227747116604084.6,190838902209081.8,164622353095171.06,0.0013744721826482,0.0009327562184476,0.0007343979340182,0.0006153829633606,0.0005308445516633,0.0007874038649199,0.0005343548314078,0.0004207198799185,0.000352538909025,0.0003041087749379
28,28,0.03,580,500000.0,17.15,2.43,0.81,,0.58,9920.65,1.98413,580.0,0.0761714876148687,0.0023061159680897,0.0015081999928895,3.7773085181810368e-06,-0.0021603557198655,57558800138898.266,39186567500000.0,30853221500000.0,25853213900000.0,22301621200000.0,7.6210893329120655,15.121303059042564,438662819782545.4,298645735416090.6,235136262568111.84,197030578859324.62,169963446383638.4,0.0014469389024552,0.0009850894881861,0.0007756021033566,0.000649909672459,0.0005606281441626,0.0008285537453957,0.0005640871107975,0.0004441293454633,0.0003721546862628,0.0003210298291323
29,29,0.03,590,500000.0,17.15,2.43,0.81,,0.59,10197.25,2.0394499999999995,590.0,0.0789884367230399,0.0022236781894644,0.0014081352459625,-2.559745074994431e-06,-0.0021220284242655,58973189659875.88,40279137500000.0,31713447500000.0,26574033500000.0,22923418000000.0,7.482054842339497,15.259821095214855,441256379721925.4,301381466630493.5,237290218030591.03,198835468870649.6,171520389110215.06,0.0015087236673173,0.001030469750676,0.0008113318796461,0.0006798491570282,0.0005864546834226,0.000862618750446,0.0005891751736626,0.0004638822253393,0.0003887064563455,0.0003353077950363
30,30,0.03,600,500000.0,17.15,2.43,0.81,,0.5999999999999999,10519.55,2.10391,600.0,0.0806291298754785,0.0022808786036632,0.0013429166321598,-5.031975054414831e-06,-0.0021004173536439,60632814498273.1,41552222500000.0,32715800500000.0,27413947300000.0,23647948400000.0,7.45408983202758,15.680381951160095,451894658092199.6,309687543535411.9,243829939340539.5,204315376823616.03,176247493131039.47,0.0015784060151821,0.0010816960829033,0.0008516645108428,0.0007136455676065,0.0006156083023712,0.0009008463446809,0.0006173582417745,0.0004860719321313,0.0004073001463454,0.0003513471715212
31,31,0.03,610,500000.0,17.15,2.43,0.81,,0.6099999999999999,10817.3,2.16346,610.0,0.0815606812037912,0.002281090415923,0.0014450132058571,4.328925380831319e-06,-0.0020720644199521,62138894648817.766,42728335000000.0,33641803000000.0,28189883800000.0,24317290400000.0,7.486355558191319,16.19699552764454,465210079557595.7,319890661670979.6,251863280454872.5,211046851725208.25,182054229730724.56,0.0016449979275903,0.001131143753387,0.0008905967273502,0.0007462685117282,0.0006437496601554,0.0009373711302781,0.0006445609935646,0.0005074897949331,0.0004252470757542,0.0003668286363375
32,32,0.03,620,500000.0,17.15,2.43,0.81,,0.6199999999999998,11051.85,2.21037,620.0,0.0854249633403298,0.0023041257415473,0.0015832645886871,4.089075606512256e-06,-0.0020462660669481,63266714789457.83,43654807500000.0,34371253500000.0,28801121100000.0,24844558800000.0,7.268927524037276,16.0676860712656,459900248373487.3,317336799907495.6,249852518408180.16,209361949508590.8,180600791441025.38,0.0017028768665154,0.0011750058787044,0.000925131210828,0.0007752064101022,0.000668712206412,0.0009686443448328,0.0006683764527739,0.0005262407007916,0.0004409592496022,0.0003803823457812
33,33,0.03,630,500000.0,17.15,2.43,0.81,,0.6300000000000002,11391.9,2.2783799999999994,630.0,0.0864749138541753,0.0022595931387733,0.0012521175175799,-1.0802954391590391e-05,-0.0020159790347397,64984590293373.484,44998005000000.0,35428809000000.0,29687291400000.0,25608991200000.0,7.2942745651354,16.62006296990119,474042074960760.4,328246243655548.5,258441979181963.5,216559420497812.5,186809507781689.38,0.0017779823992586,0.0012311481926802,0.0009693343998064,0.0008122461240821,0.000700663579024,0.00100944427468,0.0006989807631965,0.0005503367527952,0.0004611503465544,0.0003977996849786
34,34,0.03,640,500000.0,17.15,2.43,0.81,,0.6400000000000001,11681.4,2.33628,640.0,0.0894503861816872,0.0022393427728344,0.0013985414057126,-6.516720004937788e-06,-0.0019677474436686,66398694859841.086,46141530000000.0,36329154000000.0,30441728400000.0,26259787200000.0,7.168314812884505,16.748386127851496,476000727608851.0,330780626025066.9,260437404288090.7,218231471245904.9,188251860077050.72,0.0018464616452385,0.0012831361456345,0.001010266686816,0.0008465450115249,0.0007302506469332,0.0010469611490914,0.0007275502835049,0.0005728307295443,0.000479998997168,0.0004140589967896
35,35,0.03,650,500000.0,17.15,2.43,0.81,,0.6500000000000001,11993.95,2.39879,650.0,0.092149791584768,0.0021754769395143,0.0012586530038545,-1.2636442236171053e-05,-0.0019499529103076,67918678046745.125,47376102500000.0,37301184500000.0,31256233700000.0,26962399600000.0,7.064937687927061,16.946347590714268,479814208864451.2,334690364916606.8,263515705035606.9,220810909107006.9,190476946919628.3,0.0019185954784002,0.0013383001356146,0.0010536996004459,0.0008829392793447,0.0007616452417371,0.0010893813413628,0.0007598887901568,0.0005982921866804,0.0005013342245945,0.0004324632912082
36,36,0.03,660,500000.0,17.15,2.43,0.81,,0.66,12261.2,2.4522400000000006,660.0,0.0941765064940966,0.0020853781282217,0.0012547337652956,-4.356020206797005e-06,-0.0019236542071197,69169734859779.95,48431740000000.0,38132332000000.0,31952687200000.0,27563177600000.0,7.016771172237975,17.208337635517466,485391377526798.2,339864668301470.0,267589650232296.6,224224639390792.56,193421715023216.3,0.0019845084099406,0.0013895267277357,0.0010940324362678,0.0009167358613871,0.0007907990085949,0.0011279225055365,0.0007897565263049,0.0006218083029894,0.0005210393690001,0.0004494614357299
37,37,0.03,670,500000.0,17.15,2.43,0.81,,0.67,12485.7,2.4971400000000004,670.0,0.096226746977436,0.0021745705249657,0.0012836433758127,5.188779181087337e-06,-0.0019158736888353,70161089050846.84,49318515000000.0,38830527000000.0,32537734200000.0,28067853600000.0,6.979164837529344,17.42677108471743,489632634911771.9,344178728923169.2,270986290367356.0,227070827233868.1,195876906992223.9,0.0020440525484141,0.001436831121545,0.0011312771615202,0.0009479447855054,0.0008177205977805,0.0011625833116679,0.0008172176810666,0.0006434296172448,0.0005391567789518,0.0004650899612753
38,38,0.03,680,500000.0,17.15,2.43,0.81,,0.6799999999999998,12740.65,2.54813,680.0,0.0980436844710822,0.0022149058012668,0.0012123508015473,-5.592742861987349e-06,-0.0018758530451567,71306635981772.9,50325567500000.0,39623421500000.0,33202133900000.0,28640981200000.0,6.945264823778463,17.696073209447444,495205288055504.5,349497445886586.94,275173938406907.7,230579833919100.2,198903862874189.2,0.0021088213792657,0.0014883275757786,0.001171822471056,0.0009819194082225,0.0008470279469241,0.0012000625385064,0.0008469594372852,0.0006668465442929,0.0005587788084975,0.0004820164088651
39,39,0.03,690,500000.0,17.15,2.43,0.81,,0.6899999999999997,12968.7,2.5937399999999995,690.0,0.0993818836729303,0.0021380838473509,0.0011327271044085,7.019930246423883e-06,-0.0018502712908051,72290745572981.03,51226365000000.0,40332657000000.0,33796432200000.0,29153637600000.0,6.957532301911823,18.0439336470148,502906774160902.3,356367689528542.2,280583168211080.16,235112455420602.8,202813814192446.28,0.0021702445957434,0.0015378696252149,0.0012108289960553,0.0010146046185595,0.0008752230170843,0.0012350805309472,0.0008751975869279,0.0006890796190748,0.000577408838363,0.0004980871330161
40,40,0.03,700,500000.0,17.15,2.43,0.81,,0.6999999999999997,13121.4,2.62428,700.0,0.1000323281057944,0.0020630087369002,0.001296556416675,5.321015631182423e-07,-0.001830846586209,72835769094386.62,51819607322840.39,40807554000000.0,34194368400000.0,29496907200000.0,7.005154731627289,18.38177391627469,510178273854543.6,362970531436654.6,285836584398071.44,239514514129059.2,206611138818927.47,0.0022186234799388,0.0015784579329241,0.0012430238410189,0.0010415820352717,0.0008984944034117,0.0012627757557656,0.0008984122034296,0.0007074929047089,0.0005928381060036,0.0005113968005741
41,41,0.03,710,500000.0,17.15,2.43,0.81,,0.7100000000000003,13311.5,2.662300000000001,710.0,0.103846045118837,0.002141617581739,0.0012882646488953,5.588448304743507e-06,-0.0018112899608806,73577926997717.28,52489568559174.586,41398765000000.0,34689769000000.0,29924252000000.0,6.84761354912767,18.231876377993977,503873969564454.5,359457358338696.1,283505677677806.4,237561349205261.6,204926290488652.28,0.0022738335390256,0.001622124274343,0.0012793769024528,0.0010720437967177,0.0009247714716121,0.0012933526515129,0.0009226615296579,0.0007277074071925,0.0006097766891137,0.0005260084409545
42,42,0.03,720,500000.0,17.15,2.43,0.81,,0.7200000000000002,13492.9,2.6985799999999998,720.0,0.106902812936687,0.0021222887659345,0.0013400238699616,3.736480969623461e-06,-0.00178915883266,74263259312800.48,53121511899329.52,41962919000000.0,35162497400000.0,30332039200000.0,6.746445971560938,18.20427268217387,500970370638338.6,358350868940234.6,283076440207803.6,237201673048725.44,204616024947634.25,0.0023275940029348,0.0016649594115295,0.0013152215444603,0.0011020795321104,0.0009506810392111,0.0013223538381086,0.0009458975514437,0.0007472043041386,0.0006261139603168,0.0005401013748243
43,43,0.03,730,500000.0,17.15,2.43,0.81,,0.7300000000000002,13656.75,2.73135,730.0,0.1091239295304092,0.0020794339985271,0.0013094040285573,-1.2769851123807123e-05,-0.0017596346777533,74833260756642.4,53673694885822.58,42472492500000.0,35589490500000.0,30700374000000.0,6.697262657539324,18.291966474759995,501161512423334.9,359455004824707.0,284440078682517.94,238344323166122.75,205601703176302.3,0.0023788227979403,0.0017061959849551,0.0013501287051076,0.0011313297123827,0.0009759129675504,0.0013493268221183,0.0009677963437562,0.0007658262215626,0.0006417180493222,0.0005535618476118
44,44,0.03,740,500000.0,17.15,2.43,0.81,,0.7400000000000001,13842.65,2.76853,740.0,0.1125738054615453,0.0020466243916705,0.0012076865655283,-1.368094820265848e-05,-0.001741642302148,75514655985898.67,54311645348210.7,43050641500000.0,36073945900000.0,31118277200000.0,6.582968746401802,18.226575020452465,497149585690110.7,357559888613585.75,283423241568035.9,237492272516495.7,204866703229885.7,0.0024333665313759,0.0017501256984998,0.0013872537564088,0.0011624383566564,0.001002748052864,0.0013783241004009,0.0009913181585551,0.0007857777532383,0.0006584362781154,0.0005679834049131
