,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
179,179,0.03,2090,500000.0,17.15,2.43,0.81,,2.0900000000000007,500000.0,100.0,2090.0,2.0887767888797724,0.0416194577949689,0.0227804737095167,-4.732941930446251e-06,7.171664686287799e-06,1387000000000000.0,1272907309199907.8,1245573833839359.8,1182137041640770.8,1124000000000000.0,1.0005861855815756,100.0586185581576,1387813039401645.8,1273653469111243.5,1246303971261545.0,1182829993330027.5,1124658872593691.4,0.12382090703893,0.1136355714503362,0.1111954447656432,0.1055322860420171,0.1003422491072512,0.0748827089508321,0.0687229614680632,0.0672472551378262,0.0638223677211129,0.0606836084071632
180,180,0.03,2100,500000.0,17.15,2.43,0.81,,2.1000000000000005,500000.0,100.0,2100.0,2.0988914826294147,0.0416636718589535,0.0226164509553119,4.47331746539229e-06,1.5561798762871868e-06,1387000000000000.0,1266566520636384.2,1241709632900910.8,1179340273461777.5,1123117329737019.8,1.0005284221593262,100.0528422159326,1387732921534985.5,1267235802452149.8,1242365779786384.5,1179963462995660.5,1123710809821576.0,0.1244460182416719,0.1136403463095936,0.1114101078780435,0.1058141320723596,0.1007696320865112,0.0750593927061968,0.068541971060539,0.0671968067505241,0.0638216039798133,0.0607790228607541
181,181,0.03,2110,500000.0,17.15,2.43,0.81,,2.11,500000.0,100.0,2110.0,2.109324912667353,0.0420307126981223,0.0226635788738181,-5.116426464950482e-06,6.950838306517043e-07,1387000000000000.0,1260225732072861.5,1237847368421052.2,1176543505282784.2,1120757248819959.8,1.0003202619067155,100.0320261906716,1387444203264614.5,1260629334368707.5,1238243803779486.0,1176920307349120.2,1121116184673432.4,0.125047996107689,0.1136183867621172,0.1116008168047792,0.1060738339359252,0.1010443028753443,0.0752328312387109,0.0683564165996528,0.0671425826731821,0.0638173748939734,0.0607914498630382
182,182,0.03,2120,500000.0,17.15,2.43,0.81,,2.12,500000.0,100.0,2120.0,2.1186696218960157,0.041710672758103,0.0224611816881797,-1.972215927450028e-06,-1.2923606281714162e-07,1387000000000000.0,1253884943509338.5,1234031578947368.2,1173746737103791.5,1118397167902899.8,1.0006283468711474,100.06283468711474,1387871517110281.5,1254672818190371.2,1234806978828897.5,1174484257193569.8,1119099909264051.4,0.1256783295334188,0.1136165574097755,0.1118176117041041,0.1063551039758509,0.1013397893417036,0.075402973714969,0.0681662966380895,0.0670869868138501,0.0638096570770496,0.0608006288783549
183,183,0.03,2130,500000.0,17.15,2.43,0.81,,2.13,500000.0,100.0,2130.0,2.1291795905010984,0.0416761099869845,0.0223938509872082,2.152661249486936e-06,2.406110292948013e-07,1387000000000000.0,1247544154945815.5,1230215789473684.2,1170927838119327.8,1116037086985839.8,1.0003854280534132,100.03854280534132,1387534588710084.5,1248024993461002.5,1230689949150699.5,1171379146556661.5,1116467238987813.6,0.1263042851807286,0.1136050271967031,0.1120270554488243,0.1066281208304811,0.1016296081520757,0.0755714168959598,0.0679730925951897,0.0670289475834954,0.0637986126961793,0.0608078615515208
184,184,0.03,2140,500000.0,17.15,2.43,0.81,,2.14,500000.0,100.0,2140.0,2.1393109144571327,0.0422086874042231,0.0223203493074386,4.2951792160077325e-06,2.2887110050127222e-06,1387000000000000.0,1241203366382292.0,1226400000000000.0,1168100877845558.8,1113677006068779.8,1.0003221698722748,100.0322169872275,1387446849612845.2,1241603244712306.8,1226795109131357.8,1168477204756178.8,1114035799247580.4,0.1269067741579327,0.1135667738295193,0.1122123055712247,0.10687809250067,0.1018984544297428,0.0757360650008736,0.067774952296779,0.0669666258955093,0.0637832473050388,0.0608114737718842
185,185,0.03,2150,500000.0,17.15,2.43,0.81,,2.1499999999999995,500000.0,100.0,2150.0,2.1490005337810545,0.0414345711382932,0.0222857837543913,-5.805035653927902e-06,-1.3668278439175585e-06,1387000000000000.0,1234862577818768.5,1222584210526315.8,1165273917571790.5,1111316925151719.8,1.000465430059776,100.0465430059776,1387645551492909.5,1235437319982177.8,1223153237968502.2,1165816271080900.8,1111834165454623.2,0.1275332409164278,0.1135443595065912,0.1124153761079116,0.1071457528935204,0.1021844622565811,0.0776374047724333,0.0691215038157506,0.068434221500373,0.065226274556078,0.062206028802062
186,186,0.03,2160,500000.0,17.15,2.43,0.81,,2.1599999999999997,500000.0,100.0,2160.0,2.158784450481789,0.0414004539180535,0.0223212665431655,-5.99175133008288e-06,3.837956183708449e-06,1387000000000000.0,1228521789255245.5,1218768421052631.8,1162446957298021.2,1109069322967281.6,1.0005633607544715,100.05633607544716,1387781381366452.0,1229213890217325.0,1219455027349841.8,1163101834292917.8,1109694129097830.2,0.1281648187867842,0.1135207444091668,0.1126194908632052,0.1074151432093364,0.1024828181687695,0.0777653806691074,0.0688799312197023,0.0683330859485542,0.0651752920994421,0.0621825508932803
187,187,0.03,2170,500000.0,17.15,2.43,0.81,,2.170000000000001,500000.0,100.0,2170.0,2.13352176832506,0.0416056012917282,0.0222982343500464,-4.753034029634977e-06,-3.124356809788616e-06,1387000000000000.0,1222161892218197.5,1214952631578947.5,1159619997024252.2,1106963718820861.6,1.0243454055961017,102.43454055961016,1420767077561793.0,1251915919188349.0,1244531146174787.5,1187851416189157.8,1133913199535724.2,0.1287919299898192,0.113485644454788,0.1128162179288121,0.1076782245649184,0.1027887482160392,0.0779125940905516,0.0686530666339848,0.0682480974934809,0.0651398717573448,0.0621819862274385
188,188,0.03,2180,500000.0,17.15,2.43,0.81,,2.18,500000.0,100.0,2180.0,2.17878096251136,0.0415127026242507,0.0221315220138483,-3.5291711329638243e-06,5.357535955318057e-06,1387000000000000.0,1215795960926352.5,1211136842105263.5,1156793036750483.8,1104858114674441.2,1.0005599356394057,100.05599356394058,1387776630731855.2,1216476728415120.5,1211815000787355.0,1157440766399176.5,1105476764109334.0,0.1293951300782381,0.1134232707373193,0.1129886151598825,0.1079188071117007,0.1030737270845683,0.0780902513864256,0.0684511984306703,0.0681888828142478,0.065129242279677,0.0622052256101366
189,189,0.03,2190,500000.0,17.15,2.43,0.81,,2.19,500000.0,100.0,2190.0,2.188798284302334,0.0412082937013025,0.0219936282673315,-7.5433831953889344e-06,-1.3090066679468583e-06,1387000000000000.0,1209430029634507.8,1207289655172413.5,1153965836298932.2,1102752510528020.4,1.0005492894127972,100.05492894127974,1387761864415549.8,1210094356745305.2,1207952806598179.5,1154599697515541.5,1103358240806989.2,0.1300178857250798,0.1133724119578221,0.1131717724753265,0.1081731782513055,0.103372422420243,0.0782651875091695,0.0682453266391962,0.068124550281146,0.0651156110721784,0.062225762085568
190,190,0.03,2200,500000.0,17.15,2.43,0.81,,2.2,500000.0,100.0,2200.0,2.198180076712492,0.0412105868124949,0.0219818044342477,1.7469847607617934e-06,8.746251391099895e-06,1387000000000000.0,1203064098342662.8,1203402507836990.5,1151118861209964.2,1100646906381600.2,1.0008313661990815,100.08313661990816,1388153104918126.0,1204064285169353.5,1204402976005896.5,1152075862522299.5,1101561947016689.6,0.1306457969282313,0.1133203084958336,0.1133521843271778,0.1084274268074217,0.1036733181116196,0.0784378039676974,0.0680358369908986,0.0680549747685315,0.0650982232005092,0.0622439266621575
