,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
44,44,0.03,740,500000.0,17.15,2.43,0.81,,0.7400000000000001,500000.0,100.0,740.0,0.739675392336585,0.051182530503058,0.0372727155120227,1.5819333603132974e-05,4.373734532026138e-06,2727608369275343.5,1961750291606400.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004390467706314,100.0439046770631,2728805916921420.5,1962611591736715.5,1555682717728331.5,1303572077942132.5,1124493488570189.8,0.087893811205802,0.0632149804589392,0.0501079546332866,0.0419875658438409,0.0362195119021313,0.0497854132121009,0.0358066612446023,0.0283824901026332,0.0237828839895377,0.020515703456823
45,45,0.03,750,500000.0,17.15,2.43,0.81,,0.75,500000.0,100.0,750.0,0.749663317052,0.0509386773717879,0.03718115205147,7.944194317818129e-06,7.878151717634078e-06,2715426497217923.0,1958950870153500.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000449294895041,100.04492948950411,2716646524480984.5,1959831016779098.0,1555698653561789.2,1303585431248238.5,1124505007462026.4,0.0887130815046246,0.0639989955115828,0.0508019060287679,0.0425690569488646,0.0367211204992508,0.0501544384271881,0.0361821912320815,0.0287211426397222,0.0240666552151498,0.0207604915286481
46,46,0.03,760,500000.0,17.15,2.43,0.81,,0.7599999999999999,500000.0,100.0,760.0,0.7475259508252511,0.0505160954004029,0.0370165211175678,-4.252077414335663e-06,-9.822762132088975e-06,2702648824082784.5,1956151448700600.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.023987415226019,102.39874152260192,2767478383636170.0,2003074465745562.5,1592300430676459.5,1334255602039502.8,1150961854714045.5,0.0894827822802901,0.0647667845824384,0.0514849451419474,0.0431414041928988,0.0372148413759158,0.0504973566081618,0.0365495052129571,0.0290542333232437,0.0243457659293804,0.0210012593281839
47,47,0.03,770,500000.0,17.15,2.43,0.81,,0.7699999999999998,500000.0,100.0,770.0,0.7696866125403176,0.0504704658113805,0.0365375377032614,-5.583204456616292e-06,-6.003618367408979e-06,2689792129194104.5,1952610892153350.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004073248817302,100.040732488173,2690887748455007.0,1953406239154060.8,1555633390191090.5,1303530744320894.5,1124457833167064.8,0.0902355469516875,0.0655050291525947,0.0521662153691834,0.0437122692128912,0.0377072836494932,0.0508254987839503,0.0368959450239757,0.0293828098280302,0.0246210940231018,0.0212387641457916
48,48,0.03,780,500000.0,17.15,2.43,0.81,,0.7799999999999998,500000.0,100.0,780.0,0.7543792007522232,0.0509484396981514,0.0365207480990984,1.1375369972705469e-05,6.828651293759697e-06,2676935434305424.5,1949027946972411.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.047931769727516,104.79317697275164,2805245687117981.0,2042448305719186.5,1629533901926288.0,1365455095954953.8,1177875309173728.0,0.0909872538321725,0.0662461627817294,0.0528534151014139,0.0442881028148825,0.0382040119446875,0.0511594856466264,0.0372482899662765,0.0297179375942421,0.0249019116947251,0.021481004408957
49,49,0.03,790,500000.0,17.15,2.43,0.81,,0.7899999999999997,500000.0,100.0,790.0,0.7767688073716508,0.0502584723966601,0.0363025028803747,1.2821011739840978e-05,-7.728780189470864e-06,2663876012312105.0,1945855061876932.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.024293328616428,102.4293328616428,2728590427672623.5,1993126358335048.8,1592776125998545.5,1334654207187205.8,1151305701364864.8,0.0917311590440195,0.0670059489753498,0.0535467685636181,0.0448690928864272,0.0387051883379464,0.0515071176000917,0.0376238927944092,0.0300665524588832,0.0251940307742282,0.0217329935458422
50,50,0.03,800,500000.0,17.15,2.43,0.81,,0.8000000000000002,500000.0,100.0,800.0,0.7996428472734124,0.0500140337947487,0.036053999129535,9.265926600601217e-06,-2.4502694677589715e-06,2650727161342377.0,1942847155379855.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004469347293945,100.04469347293944,2651911863368931.5,1943715481247500.0,1555694983504208.5,1303582355952401.0,1124502354635839.2,0.0924405930337463,0.067754216969765,0.0542285619824712,0.0454403963107139,0.0391980087899021,0.0518363040361068,0.0379933541673727,0.0304088077987346,0.025480820940033,0.0219803858300822
51,51,0.03,810,500000.0,17.15,2.43,0.81,,0.8100000000000003,500000.0,100.0,810.0,0.7964965401864068,0.0500062869983386,0.0359590170720008,8.931484133896441e-06,-1.091039008683436e-05,2637578310372650.0,1939568679167524.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.024196949345883,102.41969493458828,2701399659144537.0,1986500324250202.8,1592626256232847.5,1334528624997685.2,1151197371064772.2,0.0931386657689348,0.0684904172264577,0.0549104550568704,0.04601178324058,0.0396909012758343,0.0521472834864124,0.0383470084494384,0.0307437415232287,0.0257614760159273,0.0222224858341538
52,52,0.03,820,500000.0,17.15,2.43,0.81,,0.8200000000000001,500000.0,100.0,820.0,0.8063787543132843,0.0498467904173967,0.0358755096684966,1.960297264006582e-06,1.767772355799937e-06,2624145251396648.0,1935859633216567.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0241492244461097,102.41492244461097,2687516324051818.0,1982609141995276.8,1592552044013700.5,1334466439453280.5,1151143728277427.2,0.0938255567697235,0.0692161029645393,0.0555985766029028,0.0465883892691848,0.0401882958853137,0.0524346651360077,0.0386816055871911,0.031071414298845,0.02603604683691,0.0224593374095831
53,53,0.03,830,500000.0,17.15,2.43,0.81,,0.8299999999999998,500000.0,100.0,830.0,0.8296961043583565,0.0498325021949039,0.0358136496903421,-1.1763795421368527e-05,-1.601314193714966e-06,2610178770949720.5,1932150587265608.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000366444301006,100.03664443010064,2611135256084942.5,1932858612836998.0,1555569820888064.2,1303477476924211.0,1124411883394331.0,0.0944886108180102,0.069943954381141,0.0562910829929649,0.0471686695433011,0.0406888599897701,0.052694796310198,0.0390066315647588,0.031392642210688,0.0263052172350651,0.0226915304468253
54,54,0.03,840,500000.0,17.15,2.43,0.81,,0.8400000000000001,500000.0,100.0,840.0,0.8396547410743039,0.0497625252254787,0.0352666679284827,-3.223423712503344e-06,-5.638384469102043e-06,2596212290502792.5,1928588867380396.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000411366977016,100.04113669770156,2597280286504428.5,1929382225152678.0,1555639675649259.5,1303536011171051.5,1124462376482165.8,0.095122337188026,0.0706613558571912,0.0569734743450947,0.0477404740010665,0.0411821126455861,0.0529372530850921,0.03932428690176,0.0317067401800861,0.0265684131541171,0.0229185697507503
55,55,0.03,850,500000.0,17.15,2.43,0.81,,0.8499999999999999,500000.0,100.0,850.0,0.8495666446938515,0.0494209037263318,0.0349393098730012,-1.011811417785798e-06,6.953579087959076e-07,2582245810055865.0,1925033382056650.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005105228490812,100.05105228490808,2583564105543842.5,1926016155583434.0,1555793863030320.5,1303665211272352.2,1124573827682366.8,0.0957404543959446,0.0713733642272726,0.0576538476724155,0.0483105874708407,0.041673906613373,0.053163258874575,0.0396325739532373,0.0320143292431853,0.0268261549864118,0.023140904224656
56,56,0.03,860,500000.0,17.15,2.43,0.81,,0.8599999999999998,500000.0,100.0,860.0,0.8595643767765921,0.0492446359316572,0.0346496694952686,3.7457374369594552e-06,-7.409309221678876e-06,2567668226842277.0,1921541396933560.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005069966849611,100.0506996684961,2568970026121365.0,1922515612051820.8,1555788379845114.0,1303660616680504.0,1124569864273896.2,0.0963341209988944,0.0720926479135626,0.0583406986102345,0.0488861288033025,0.0421703827896485,0.0533574711533659,0.0399306221049323,0.0323137026723743,0.0270770125929927,0.0233573001953367
57,57,0.03,870,500000.0,17.15,2.43,0.81,,0.8699999999999998,500000.0,100.0,870.0,0.8551508663208629,0.0491575277451321,0.0345525323793952,-1.392645489463038e-06,-3.723064430452681e-06,2552973549580928.5,1918134241908007.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0246207462143384,102.4620746214338,2615829663437079.0,1965360138283056.0,1593285260363295.8,1335080832317282.8,1151673718744916.0,0.0969001162417655,0.0728042917008313,0.0590212463347611,0.0494563884078416,0.0426623028168947,0.0535330176029819,0.0402211429702431,0.0326066215555979,0.0273224616636296,0.0235690306292553
58,58,0.03,880,500000.0,17.15,2.43,0.81,,0.8800000000000002,500000.0,100.0,880.0,0.8797358987181724,0.0490609457644229,0.0344479631612792,-1.0468881400541222e-05,-1.218260605211693e-07,2538278872319583.0,1914727086882452.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0003002744392409,100.03002744392408,2539041052584606.0,1915302030484766.5,1555466926753019.8,1303391257594331.0,1124337508469706.8,0.0974748031176366,0.0735292121969704,0.0597149984191498,0.0500377125017055,0.0431637673460606,0.0536912115645436,0.0405014666557191,0.0328923015092383,0.0275618449302492,0.0237755285507291
59,59,0.03,890,500000.0,17.15,2.43,0.81,,0.8900000000000002,500000.0,100.0,890.0,0.8754922273826203,0.048894933923676,0.034207598655265,8.848461502634057e-06,2.6177463362292028e-08,2523477019118221.0,1910862726613488.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0238308505170532,102.38308505170532,2583613622744047.0,1956400210610022.8,1592056972554017.5,1334051598223720.2,1150785875981167.8,0.0980075923155443,0.0742146861897499,0.0603935779466402,0.0506063228710431,0.0436542647022659,0.0538300422606097,0.04076194098402,0.0331707858169825,0.027795198662076,0.0239768252464877
60,60,0.03,900,500000.0,17.15,2.43,0.81,,0.9,500000.0,100.0,900.0,0.8851962106869722,0.048625350343337,0.0341451651212577,-5.120885379943226e-06,-7.405376745495843e-06,2508130420080634.5,1906874329224075.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0239670294052097,102.39670294052098,2568242855610807.0,1952576442344628.5,1592268730725101.0,1334229039314988.5,1150938941051455.8,0.0985205346626571,0.0749029145157498,0.0610811264732822,0.0511824487425638,0.0441512451163789,0.0539413046768342,0.0410103431422848,0.033442730131147,0.0280230722578036,0.0241733946414208
61,61,0.03,910,500000.0,17.15,2.43,0.81,,0.91,500000.0,100.0,910.0,0.9094498492999264,0.0486131652632549,0.0336948789488373,-2.31620002154647e-06,-3.964872497386452e-06,2492783821043048.5,1902890794223826.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0006052712261946,100.06052712261948,2494292631363050.0,1904042559268160.8,1555941196756733.0,1303788668407731.5,1124680324858242.8,0.0990093221091712,0.0755797297757854,0.0617620728199931,0.0517530423694218,0.044643453279532,0.0540355417146565,0.0412485567427556,0.0337074024056897,0.0282448523052177,0.0243647075909936
62,62,0.03,920,500000.0,17.15,2.43,0.81,,0.9200000000000004,500000.0,100.0,920.0,0.9195955089712982,0.0487920220879484,0.0336406094241829,-8.7955709035194e-06,-4.304516385370926e-06,2477437222005463.0,1899072410441544.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.00044019467967,100.044019467967,2478527776689805.0,1899908372012928.5,1555684502726886.5,1303573573667610.0,1124494778819949.0,0.0995030069289388,0.0762737451170436,0.0624545293822822,0.0523332808907484,0.045143981367,0.0541143741905674,0.0414812186241504,0.0339656848290248,0.0284612780271506,0.0245514017670893
63,63,0.03,930,500000.0,17.15,2.43,0.81,,0.93,500000.0,100.0,930.0,0.9293550992253244,0.0488371109457319,0.0334353400243227,6.705029247509748e-06,-8.041811969165626e-07,2461822464580064.5,1895254026659260.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0006954611405938,100.0695461140594,2463534566439222.5,1896572102186356.8,1556081442073623.5,1303906185866194.0,1124781698322027.6,0.0999542665361254,0.0769506042210395,0.063135699953972,0.0529040624051611,0.0456363516066009,0.0541706358264931,0.0417037041273269,0.034216658561756,0.0286715794893685,0.0247328130054108
64,64,0.03,940,500000.0,17.15,2.43,0.81,,0.9399999999999998,500000.0,100.0,940.0,0.9247069568020596,0.048045463717608,0.03319345132257,6.540051291652657e-06,2.2520706243109057e-06,2445637608625283.0,1891459920938112.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0237976898927346,102.37976898927346,2503838134025357.0,1936472297581134.0,1592005407783202.5,1334008389930233.5,1150748603439433.5,0.1003758941392449,0.0776308722613359,0.0638216041641028,0.0534788104346147,0.0461321434600975,0.0541992373889489,0.0419177742871856,0.0344612847964789,0.0288765621156347,0.0249096360844002
65,65,0.03,950,500000.0,17.15,2.43,0.81,,0.9499999999999996,500000.0,100.0,950.0,0.9495085222255456,0.0484092293133769,0.0330133418050387,-4.235964307248603e-06,-8.137571845875513e-06,2429452752670501.0,1887805800086371.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005178272075423,100.05178272075425,2430710789405274.0,1888783357292211.5,1555805221307728.8,1303674728851427.8,1124582037781277.8,0.1007760815430341,0.0783080350246758,0.0645029242191119,0.0540497172073972,0.0466246217506635,0.0542127616727734,0.0421260161623081,0.0346995200085688,0.0290761894348329,0.0250818395431712
66,66,0.03,960,500000.0,17.15,2.43,0.81,,0.9600000000000004,500000.0,100.0,960.0,0.9595746240248276,0.0481978014192718,0.0327962966348786,-5.618960369427263e-06,-2.5233106007510387e-06,2413267896715719.5,1884151679234628.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004436391400753,100.04436391400756,2414338516810190.0,1884987562665375.5,1555689858862817.8,1303578061799518.5,1124498650393445.2,0.1011807226944057,0.0789965460653101,0.0651962527674294,0.0546306864025469,0.0471257801354281,0.0542099080289533,0.0423242232588067,0.0349303975326335,0.0292696514373127,0.0252487246473826
67,67,0.03,970,500000.0,17.15,2.43,0.81,,0.97,500000.0,100.0,970.0,0.969394684754269,0.047940755097669,0.0326896733063613,-7.845622016570866e-06,-5.759392066278154e-06,2396921916041837.0,1880432088959492.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000625544553456,100.0625544553456,2398421297491475.0,1881608383010884.5,1555972721780623.8,1303815084553153.2,1124703112078084.4,0.1015347639749732,0.0796560067500067,0.0658705471064362,0.0551957060319526,0.0476131800306329,0.0541889126379766,0.0425122610412542,0.0351549871475175,0.0294578445358297,0.0254110646648294
68,68,0.03,980,500000.0,17.15,2.43,0.81,,0.9800000000000002,500000.0,100.0,980.0,0.979677843661966,0.0476489617057354,0.0325211457027362,5.430108375882991e-06,-6.3926808935626245e-06,2380206695639715.0,1876301826846704.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0003289015229773,100.03289015229775,2380989549246912.0,1876918945375118.8,1555511441868230.2,1303428558684439.8,1124369685311826.4,0.1018848359516478,0.08031516933981,0.0665618327160581,0.0557749633627162,0.0481128617188741,0.0541449524598488,0.0426821222715861,0.035373146890689,0.0296406497739985,0.0255687569807938
69,69,0.03,990,500000.0,17.15,2.43,0.81,,0.99,500000.0,100.0,990.0,0.9895989888985468,0.047706442549342,0.0324621824561696,-1.8187515449084893e-07,-1.3630245662283811e-05,2363491475237595.0,1872171564733916.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004054325271217,100.04054325271215,2364449711559231.0,1872930603982610.8,1555630447579674.0,1303528278582839.5,1124455706160484.6,0.1022054293988005,0.0809590813787972,0.0672435015654786,0.0563461624050281,0.0486055921283589,0.0540852157063391,0.0428420427908372,0.0355840125951385,0.0298173430298813,0.0257211769497979
70,70,0.03,1000,500000.0,17.15,2.43,0.81,,1.0,500000.0,100.0,1000.0,0.9995726687343448,0.0474576371923921,0.0321320315248714,5.306346052552567e-07,9.413195859297462e-06,2346776254835474.5,1868041302621128.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004276401994472,100.04276401994473,2347779830701150.5,1868840152176356.5,1555664980510140.5,1303557215179879.8,1124480667584178.6,0.1025039231553095,0.0815934462180949,0.0679202374653655,0.0569132279211389,0.049094756855994,0.0540113339064589,0.0429931921882342,0.0357885094718719,0.0299886995767518,0.0258689933417261
71,71,0.03,1010,500000.0,17.15,2.43,0.81,,1.0100000000000002,500000.0,100.0,1010.0,1.0091805475410864,0.0474731356098795,0.0320545982263478,-2.132005562909155e-06,-6.227504944516028e-06,2329950906171139.0,1863788514129444.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0008125238055448,100.08125238055447,2331844046748154.5,1865302886665674.8,1556263474517622.0,1304058718518624.8,1124913276757432.2,0.1027980164644588,0.0822308151876891,0.0686069887476385,0.0574886857480212,0.0495911609982929,0.0539209429692121,0.0431327689827575,0.0359866236215733,0.0301547077677879,0.0260121961097418
72,72,0.03,1020,500000.0,17.15,2.43,0.81,,1.0199999999999998,500000.0,100.0,1020.0,1.0194923773848583,0.0470715996801778,0.0318319286728896,3.161983895118289e-06,-6.309603152449579e-06,2312286304198210.5,1859534487997568.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004981968841793,100.04981968841795,2313438278030293.0,1860460902285513.2,1555774696154899.2,1303649150540085.5,1124559973297817.6,0.1030476294057524,0.0828706291424556,0.0692989719460836,0.0580685276178436,0.0500913469243716,0.0538147740547672,0.0432776979809755,0.0361901437132715,0.0303252458253331,0.0261593064525513
73,73,0.03,1030,500000.0,17.15,2.43,0.81,,1.03,500000.0,100.0,1030.0,1.0295387848903943,0.0473291992318442,0.0316783066009684,-5.493118909438439e-06,-3.207334406854312e-06,2294621702225280.5,1855280461865695.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000448265094001,100.04482650940004,2295650301038325.0,1856112119336330.0,1555697052221171.5,1303584089417483.0,1124503849965656.8,0.1032667415564836,0.0834947075522205,0.0699809397621424,0.0586399771768948,0.0505842934357865,0.0536970915066279,0.0434159428696453,0.0363889948446972,0.030491871564399,0.0263030419327586
74,74,0.03,1040,500000.0,17.15,2.43,0.81,,1.0399999999999996,500000.0,100.0,1040.0,1.039556787908873,0.0474580587959816,0.0317361472463541,-1.7251166979310604e-06,-3.021640012190696e-06,2276957100252351.5,1850955574912892.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000426613963433,100.04266139634328,2277928481945456.5,1851745218406843.5,1555663384713137.8,1303555877994353.5,1124479514094898.4,0.1034628444999284,0.0841057254887516,0.0706577753175754,0.0592071261985856,0.0510735301973984,0.0535672685413372,0.0435452360206766,0.0365826403020713,0.0306541352499028,0.0264430145977673
75,75,0.03,1050,500000.0,17.15,2.43,0.81,,1.0500000000000005,500000.0,100.0,1050.0,1.049528474984459,0.0469384175349855,0.0314881131100765,-2.238198481030909e-06,3.658647819378931e-06,2259292498279423.0,1846600174216028.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000449484310094,100.04494843100936,2260308014809311.5,1847430192021355.2,1555698948102195.8,1303585678056052.8,1124505220364545.8,0.1036587006401754,0.0847239455745234,0.0713450248775788,0.0597830015533667,0.051570294509581,0.0534273373096214,0.0436680644312232,0.0367723566469285,0.030813106566526,0.0265801471840178
76,76,0.03,1060,500000.0,17.15,2.43,0.81,,1.06,500000.0,100.0,1060.0,1.059132149785421,0.0471437150213926,0.0313067751357372,-5.544743053518328e-06,-5.917197625934103e-06,2240950508174988.8,1842244773519164.0,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000820230606768,100.0820230606768,2242788604370046.5,1843755839067562.5,1556275458593524.5,1304068760480619.0,1124921939202007.0,0.1037963619295531,0.0853291068131394,0.0720245013049845,0.0603523634729227,0.0520614401715772,0.0532579445015479,0.043782390351072,0.0369557932662029,0.0309668158365673,0.0267127405988501
77,77,0.03,1070,500000.0,17.15,2.43,0.81,,1.07,500000.0,100.0,1070.0,1.0688904716800267,0.0471215038669907,0.031318408756386,3.814157171065464e-06,-1.1772969571731806e-06,2222391073795847.2,1837868552412644.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.001044871670007,100.10448716700076,2224713187268532.8,1839788889196258.8,1556624775446861.5,1304361467786019.5,1125174435757088.6,0.1039268766787164,0.0859452418840241,0.072717306661685,0.0609328942637785,0.052562220377964,0.0530713919546237,0.0438888742203111,0.0371338849685376,0.0311160463755655,0.0268414705496052
78,78,0.03,1080,500000.0,17.15,2.43,0.81,,1.0799999999999996,500000.0,100.0,1080.0,1.04453391990739,0.0470935018240065,0.0310866386861271,-1.2892478861968544e-05,-1.665571740085548e-07,2203831639416703.5,1833431503050471.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.04798633970428,104.798633970428,2309585453116793.0,1921411169980380.0,1629618758240155.5,1365526200634677.0,1177936645827610.8,0.1040183263562497,0.0865358646391924,0.0733942169587777,0.0615001059146542,0.0530515111650585,0.0528712338223425,0.043985113908559,0.0373053762924933,0.0312597461794976,0.0269654295516157
79,79,0.03,1090,500000.0,17.15,2.43,0.81,,1.09,500000.0,100.0,1090.0,1.0720732558863657,0.0466682050178462,0.0309514665107182,-5.146649694526671e-07,-3.325244192839912e-06,2185272205037560.5,1828994453688296.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0240044878368713,102.4004487836871,2237728545103637.2,1872898528805562.5,1592326978586334.8,1334277847651443.0,1150981044328643.0,0.1041049966339391,0.0871321481167333,0.0740792242689934,0.0620741023938897,0.0535466547127644,0.0526609683841616,0.0440753416798394,0.0374725883798827,0.03139986023086,0.0270862953948477
80,80,0.03,1100,500000.0,17.15,2.43,0.81,,1.1,500000.0,100.0,1100.0,1.09948687869869,0.0466043940109149,0.0309749531641734,-6.8277991857386085e-06,5.593525638977515e-06,2166513127001067.2,1824557404326123.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000466887403364,100.0466887403364,2167524644689286.5,1825409267194917.2,1555726009912231.2,1303608354286583.8,1124524781441381.0,0.1041620370821281,0.0877214237196706,0.0747615907072367,0.0626458859752601,0.0540398893600862,0.0524326807906375,0.044156868828969,0.0376331985314582,0.0315344422421157,0.0272023891635749
81,81,0.03,1110,500000.0,17.15,2.43,0.81,,1.11,500000.0,100.0,1110.0,1.0916926848095083,0.0464904517841496,0.0305815529379239,1.706199793075327e-07,3.42312443384464e-06,2147089434364994.8,1820077350993376.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0240480501969895,102.40480501969895,2198722748860029.2,1863846662492470.0,1592394718056318.8,1334334609406677.5,1151030008421416.0,0.1041818927385835,0.0883144876604535,0.0754523032974683,0.0632246631489397,0.0545391568529609,0.0521766358131389,0.0442298823582122,0.0377882110501962,0.0316643337610327,0.0273144367976981
82,82,0.03,1120,500000.0,17.15,2.43,0.81,,1.1200000000000006,500000.0,100.0,1120.0,1.1013189855834475,0.0465006537166183,0.0305103687884321,5.807290509836772e-06,3.2874909643621173e-06,2127665741728920.8,1815574039735099.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0242504382943036,102.42504382943034,2179262568509622.5,1859602505954434.5,1592709431547641.8,1334598321097477.8,1151257492642797.0,0.1041618577385183,0.0888831178373734,0.0761264730670425,0.0637895783963706,0.055026466705695,0.0651802462328269,0.0556194333738251,0.0476368448785029,0.0399169188917617,0.0344333206710207
83,83,0.03,1130,500000.0,17.15,2.43,0.81,,1.1299999999999994,500000.0,100.0,1130.0,1.1294172802412503,0.0465403417353341,0.0303193476747304,3.982103783985754e-06,6.742665900356179e-06,2108242049092848.8,1811070728476820.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005161403710516,100.05161403710515,2109330197926335.2,1812005495194618.0,1555802598276985.0,1303672530903480.5,1124580141777061.6,0.104143929821099,0.0894641215076295,0.0768146195269614,0.0643662053013702,0.0555238793236686,0.0651196466735912,0.0559405813910412,0.0480310363893015,0.0402472285628681,0.0347182539559967
84,84,0.03,1140,500000.0,17.15,2.43,0.81,,1.14,500000.0,100.0,1140.0,1.1393611404602098,0.0460838951306912,0.0303496617026161,4.196655954312212e-06,-2.8849407075965785e-06,2088818356456776.5,1806567417218543.5,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0005610204620103,100.05610204620106,2089990226296172.5,1807580938505604.0,1555872386818426.5,1303731009662000.2,1124630586999299.8,0.1040975656807116,0.0900314140716105,0.0774943949210053,0.0649358177376655,0.0560152410875947,0.0650420320927911,0.0562532474713775,0.0484198923241235,0.0405730673301177,0.0349993305288198
85,85,0.03,1150,500000.0,17.15,2.43,0.81,,1.1499999999999997,500000.0,100.0,1150.0,1.1494862748964352,0.0464312281174373,0.0300028220186473,1.9572795311759265e-06,4.396325338194612e-06,2068933195449844.8,1802023255813952.8,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.0004472163849791,100.0447216384979,2069858456274276.8,1802829150140066.8,1555695421478642.0,1303582722949627.5,1124502671216716.0,0.104022455996223,0.0906026764152334,0.0781827656059028,0.0655126325302195,0.0565128157820159,0.0663162124318816,0.0577608582541814,0.0498429386499134,0.0417654977883197,0.036027950509648
86,86,0.03,1160,500000.0,17.15,2.43,0.81,,1.16,500000.0,100.0,1160.0,1.1595006542267128,0.0463820578495563,0.0300734099942804,-6.713307786273588e-06,-1.5661200085227374e-06,2048664322647363.2,1797473205257836.2,1555000000000000.0,1303000000000000.0,1124000000000000.0,1.000430993335177,100.04309933351767,2049547283316438.8,1798247904229461.5,1555670194636200.5,1303561584315735.8,1124484436508739.0,0.1038876304014093,0.0911497456854992,0.0788539457090933,0.0660750426102563,0.0569979646154475,0.0662327261591773,0.0581117898458143,0.0502727011150516,0.0421256138603938,0.0363385955326803
87,87,0.03,1170,500000.0,17.15,2.43,0.81,,1.1700000000000004,500000.0,100.0,1170.0,1.1693794934060748,0.0463707365657877,0.0298671452749576,1.00280686215712e-05,-1.1983716488730194e-06,2028395449844880.5,1792923154701719.5,1553522306525038.8,1303000000000000.0,1124000000000000.0,1.0005308809299047,100.05308809299046,2029472286307508.5,1793874983413334.2,1554347041891753.5,1303691737851665.8,1124596710165212.8,0.1037617289228453,0.0917162412151335,0.0794697900044944,0.0666544251993894,0.0574977543546536,0.0661333380014828,0.0584560535321854,0.0506506834247337,0.0424827118511441,0.0366466370841796
88,88,0.03,1180,500000.0,17.15,2.43,0.81,,1.18,500000.0,100.0,1180.0,1.1606456231649158,0.0459113553890943,0.0299879924641178,-5.763652002740727e-06,-5.082094233967399e-06,2008126577042399.5,1788373104145601.0,1550790895295903.0,1303000000000000.0,1124000000000000.0,1.0239385047858025,102.39385047858028,2056198124717426.0,1831184082257991.5,1587914510564723.0,1334191871735901.0,1150906879379242.0,0.1036028735856422,0.0922653953943697,0.0800081005450055,0.0672241211412649,0.0579891881525569,0.066017054767768,0.0587926709956046,0.050982168474106,0.0428360559268598,0.0369514404158023
