,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
122,122,0.1,3976,100000.0,4.14177134419615,1420260000000.0,396.0,0.2266819922205322,3976.0,0.3613256974336854,0.041508880622828,0.004224990870993,3219473662.711331,,,,5.520249517495759e-07,1.750968173241121e-07
123,123,0.1,4016,100000.0,4.20194187461122,1414090000000.0,334.0,0.1925155506164154,4016.0,0.346187220845486,0.0396133733225162,0.0029881582407195,2722343149.7116685,,,,4.709798671192002e-07,1.470400258023079e-07
124,124,0.1,4056,100000.0,4.26046906476449,1407910000000.0,309.0,0.1776923276904141,4056.0,0.3763903493604095,0.034010437972655,0.0033596383824586,2501748050.7861104,,,,4.365966808412058e-07,1.3416572641733448e-07
125,125,0.1,4096,100000.0,4.33916476461335,1401730000000.0,300.0,0.1737581725088245,4096.0,0.4311610930141271,0.0389210530945085,0.0030365824690061,2435620431.5079465,,,,4.286631985990933e-07,1.2966573562743008e-07
126,126,0.1,4136,100000.0,4.39375723050564,1395530000000.0,219.0,0.1264314256886383,4136.0,0.3997109664279041,0.0193247147394587,0.0036505688137476,1764388474.9126542,,,,3.131045511048388e-07,9.322071511135701e-08
127,127,0.1,4176,100000.0,4.4693171924677,1389330000000.0,240.0,0.1391800350539978,4176.0,0.3646213912120324,0.0354062632297133,0.0038341160838933,1933669981.015708,,,,3.459046108154652e-07,1.0137588462229769e-07
128,128,0.1,4216,100000.0,4.51798023073832,1383120000000.0,213.0,0.1232750828561136,4216.0,0.3599544443635756,0.0342076908194718,0.0024149583160763,1705042325.9994788,,,,3.073867644295757e-07,8.867257209600525e-08
129,129,0.1,4256,100000.0,4.6141951946457,1376900000000.0,170.0,0.0981884036445924,4256.0,0.406053036102271,0.0187453165065555,0.0019845404860897,1351956129.7823937,,,,2.455780112816781e-07,6.973842752190452e-08
130,130,0.1,4296,100000.0,4.6822403967796,1370680000000.0,173.0,0.0999207702424242,4296.0,0.441482325393204,0.041494549224347,0.0024444071159831,1369594013.558861,,,,2.506053480854196e-07,7.00550997613769e-08
131,131,0.1,4336,100000.0,4.77464856910558,1364460000000.0,151.0,0.0862998197108665,4336.0,0.4470033405737971,0.0318835124797946,0.0038630373775446,1177526520.0268896,,,,2.1698314513350785e-07,5.971696167078411e-08
132,132,0.1,4376,100000.0,4.83501779085518,1358230000000.0,130.0,0.0742879314443479,4376.0,0.4401988156219172,0.0472998293195318,0.0040239314765587,1009000971.2565676,,,,1.872012643797326e-07,5.072247899752408e-08
133,133,0.1,4416,100000.0,4.85986029179908,1352000000000.0,131.0,0.073256833299898,4416.0,0.4162764478445124,0.0220588181759692,0.001152269065421,990432386.214621,,,,1.849691878265101e-07,4.9345357693051484e-08
134,134,0.1,4456,100000.0,4.93811886690595,1345770000000.0,101.0,0.0537845560288814,4456.0,0.5400378564191386,0.0470438311397574,0.0031151121772642,723816419.6698779,,,,1.360345939412699e-07,3.5734809084763226e-08
135,135,0.1,4496,100000.0,5.04311620735308,1339540000000.0,83.0,0.0437886715538239,4496.0,0.5323901472396506,0.0420787236901036,0.0064402180082489,586566770.932093,,,,1.1091164206613885e-07,2.8691221286711927e-08
136,136,0.1,4536,100000.0,5.1439527597377,1333310000000.0,71.0,0.0388495084726831,4536.0,0.4907307078754205,0.0414284953205888,0.0062560388390144,517984381.4171318,,,,9.851765917819985e-08,2.5097650315093145e-08
137,137,0.1,4576,100000.0,5.16882861700551,1327080000000.0,75.0,0.0414473453936852,4576.0,0.5128226403825389,0.043564433901775,0.0061834284324565,550039431.2505183,,,,1.0519651933969045e-07,2.6396968081659572e-08
138,138,0.1,4616,100000.0,5.25364767820562,1320850000000.0,46.0,0.0252095019817253,4616.0,0.4508337124928616,0.0414057840518435,0.0057409713876158,332979706.92561907,,,,6.402421292817155e-08,1.5825264503603868e-08
139,139,0.1,4656,100000.0,5.3293036223888,1314630000000.0,46.0,0.0251652729012647,4656.0,0.6029799215967863,0.0442952761755685,0.0064633476132692,330830227.1418967,,,,6.39360801580494e-08,1.5568437319325063e-08
140,140,0.1,4696,100000.0,5.35604891573161,1308410000000.0,56.0,0.030128490444045,4696.0,0.5897666526111922,0.0327437810402241,0.0067964749525373,394204181.81892985,,,,7.655465617378994e-08,1.836588165168789e-08
141,141,0.1,4736,100000.0,5.48516515738505,1302190000000.0,33.0,0.0175624376083988,4736.0,0.6101888645945948,0.0395301296292808,0.0068756699566846,228696306.29280925,,,,4.461840748592072e-08,1.0547224208590721e-08
142,142,0.1,4776,100000.0,5.52251087964269,1295970000000.0,17.0,0.0088886775895713,4776.0,0.4677977438694758,0.0478733737013629,0.0056534401702418,115194594.9575674,,,,2.2572135645323567e-08,5.258413626392606e-09
143,143,0.1,4816,100000.0,5.58384346440811,1289760000000.0,35.0,0.0178667098287429,4816.0,0.5383078325082855,0.0481185910732675,0.0058480899186716,230437676.68719512,,,,4.53406239150947e-08,1.0410434604662206e-08
144,144,0.1,4856,100000.0,5.66961940354871,1283560000000.0,33.0,0.0167404615298255,4856.0,0.3981158128917288,0.0444879222478097,0.0048200835562915,214873868.0122293,,,,4.244288993739522e-08,9.606100549175865e-09
145,145,0.1,4896,100000.0,5.69197928332433,1277370000000.0,17.0,0.0087855981040171,4896.0,0.5592482942389634,0.0371560040917385,0.0067679277559321,112224594.50128336,,,,2.2248485344429988e-08,4.964161236242439e-09
146,146,0.1,4936,100000.0,5.77981050647594,1271180000000.0,21.0,0.0106537191828146,4936.0,0.6687903656710518,0.0429391889528402,0.0069952156438115,135427947.50810298,,,,2.6940870795047506e-08,5.926835211444703e-09
147,147,0.1,4976,100000.0,5.84309365791407,1264990000000.0,11.0,0.0055272524627707,4976.0,0.6025878901990034,0.0349012056337477,0.0071186352153401,69919190.92880411,,,,1.3953497699830684e-08,3.0271271714998274e-09
148,148,0.1,5016,100000.0,5.87732309837458,1258820000000.0,6.0,0.0029119103037943,5016.0,0.5568125239418225,0.0363453664575795,0.0061158182622541,36655709.28622427,,,,7.337039980160328e-09,1.5698591709275782e-09
149,149,0.1,5056,100000.0,5.97462265476542,1252650000000.0,5.0,0.0024027453073013,5056.0,0.4762388059074485,0.0245074339627192,0.0060409448580519,30097989.09191075,,,,6.040884529085732e-09,1.2749646752694015e-09
150,150,0.1,5096,100000.0,5.98670584712395,1246500000000.0,8.0,0.0036926804290217,5096.0,0.51962229819035,0.0353688098459391,0.0052868287097397,46029261.54775573,,,,9.261661963515317e-09,1.9284942231288835e-09
151,151,0.1,5136,100000.0,6.05619589798946,1240350000000.0,9.0,0.0040724196738014,5136.0,0.3800889318140268,0.0436658081754507,0.0050698721774102,50512257.42399588,,,,1.0187111773547313e-08,2.0929672409533606e-09
152,152,0.1,5176,100000.0,6.07823469786764,1234210000000.0,5.0,0.0021558491437887,5176.0,0.4875419421233298,0.0330307972864492,0.0043334023544223,26607705.71755566,,,,5.377258005293825e-09,1.090270625042232e-09
153,153,0.1,5216,100000.0,6.14920264259965,1228090000000.0,3.0,0.0012342809050694,5216.0,0.0,0.0223832670827328,0.0016613736059716,15158080.367067585,,,,3.0690935736979194e-09,6.142076757750927e-10
154,154,0.1,5256,100000.0,6.21171128479502,1221970000000.0,2.0,0.0008087463001533,5256.0,0.6188467078340633,0.0355163252547801,0.0093176721476669,9882637.16398447,,,,2.004272562381179e-09,3.9595675623202924e-10
155,155,0.1,5296,100000.0,6.20937265815489,1215870000000.0,,,5296.0,,,,,,,,,
156,156,0.1,5336,100000.0,6.29748096597792,1209770000000.0,2.0,0.0007436308099229,5336.0,0.0,0.003069499616089,0.0001437371814822,8996222.44920447,,,,1.8294133397074663e-09,3.5238675602264327e-10
157,157,0.1,5376,100000.0,6.33136271650017,,,,5376.0,,,,,,,,,
158,158,0.1,5416,100000.0,6.36614235030186,1197630000000.0,,,5416.0,,,,,,,,,
159,159,0.1,5456,100000.0,6.40184070985492,1191570000000.0,2.0,0.0006138585674782,5456.0,0.0,0.025855364611352,0.0006456536682646,7314554.532500717,,,,1.4911715663229434e-09,2.769053509965685e-10
160,160,0.1,5496,100000.0,6.43847955608377,1185530000000.0,,,5496.0,,,,,,,,,
161,161,0.1,5536,100000.0,6.47608160855513,1179500000000.0,,,5536.0,,,,,,,,,
162,162,0.1,5576,100000.0,6.51467058819009,1173490000000.0,,,5576.0,,,,,,,,,
163,163,0.1,5616,100000.0,6.61780373571361,1167490000000.0,,,5616.0,,,,,,,,,
164,164,0.1,5656,100000.0,6.65949546873268,1161500000000.0,,,5656.0,,,,,,,,,
165,165,0.1,5696,100000.0,6.5091839297979,1155530000000.0,,,5696.0,,,,,,,,,
166,166,0.1,5736,100000.0,6.54984666055737,1149580000000.0,,,5736.0,,,,,,,,,
167,167,0.1,5776,100000.0,6.59156613541509,1143640000000.0,,,5776.0,,,,,,,,,
168,168,0.1,5816,100000.0,6.44331800086203,1137710000000.0,,,5816.0,,,,,,,,,
169,169,0.1,5856,100000.0,6.48400425509237,1131810000000.0,,,5856.0,,,,,,,,,
170,170,0.1,5896,100000.0,6.40053728632138,1125910000000.0,,,5896.0,,,,,,,,,
171,171,0.1,5936,100000.0,6.91085639789351,1120040000000.0,,,5936.0,,,,,,,,,
172,172,0.1,5976,100000.0,7.43256615550895,,,,5976.0,,,,,,,,,
