,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
344,344,500000.0,1870,17.15,2.43,0.81,,0.0056099999999999,1618.0,0.3236,1870.0,0.0020278100259929,0.0111365688410849,0.0011556420981438,-9.872287704488376e-05,1.44327000365425e-05,75884200000.0,2275626305513.323,2480402992132.804,2447018112525.5,2377738910541.182,2.766531345683122,0.8952495434630584,209936017942.0872,6295591505263.686,6862112627661.609,6769752311756.145,6578089227862.617,6.024901197175204e-06,0.0001806756037806,0.0001969340515782,0.0001942834260052,0.0001887829351655,3.837807493121864e-06,0.0001150887231708,0.0001254452071599,0.0001237567826774,0.0001202530198323
345,345,500000.0,1875,17.15,2.43,0.81,,0.005625,1485.0,0.297,1875.0,0.0024352697414542,0.011436572533844,0.0009871805723906,6.952142944629698e-05,1.0470036136404016e-05,69646500000.0,2079217456189.4856,2270618269216.889,2241480023867.809,2178781631341.092,2.309805728806439,0.6860123014555123,160869884691.31766,4802588391740.824,5244687086169.732,5177383400135.06,5032562293889.893,5.544856445442158e-06,0.0001655354154685,0.0001807736547451,0.0001784538341147,0.0001734621462923,3.5285579302815136e-06,0.0001053411046329,0.0001150382014959,0.0001135619465986,0.0001103854063538
346,346,500000.0,1880,17.15,2.43,0.81,,0.0056399999999999,1512.0,0.3024,1880.0,0.0018706352034314,0.0116743277490251,0.0008034598085783,-6.889003684929289e-05,-6.602907726635918e-06,70912800000.0,2107499572697.4475,2305900072464.8145,2277761745899.633,2214825534380.2964,3.0150186362654354,0.9117416356066677,213803413549.7636,6354150487604.247,6952331691847.234,6867494112859.889,6677740262233.1455,5.661154335005686e-06,0.0001682472042,0.0001840860351209,0.0001818396789001,0.0001768153164906,3.5990681669381973e-06,0.0001069628420247,0.0001170323488417,0.0001156042321208,0.0001124100032167
347,347,500000.0,1885,17.15,2.43,0.81,,0.005655,1427.0,0.2854,1885.0,0.0020463749456212,0.0116363814309396,0.001164284027671,0.0001062216717683,7.995961738218668e-06,66926300000.000015,1980035865407.6985,2170604704727.536,2145491938270.0945,2086945243000.7915,2.7634231996929253,0.7886809811923611,184945690089.6087,5471677046691.692,5998299398406.685,5928902196969.72,5767112900997.177,5.358930577615805e-06,0.000158545665066,0.0001738049156173,0.0001717940832232,0.0001671061253427,3.402645801239521e-06,0.000100668357936,0.0001103571986601,0.0001090804233215,0.0001061038107367
348,348,500000.0,1890,17.15,2.43,0.81,,0.00567,1389.0,0.2778,1890.0,0.0020611387865301,0.0100114941241828,0.0010365379804074,7.788207524084419e-05,5.094475117251912e-06,65144100000.0,1918561668400.4165,2107289143846.9868,2084250377356.181,2028063101920.2363,2.750906458630701,0.7642018142076088,179205325431.68427,5277783684883.999,5796955316011.037,5733577824472.597,5579011885582.993,5.2302594567032136e-06,0.0001540365944025,0.0001691890589111,0.0001673393330524,0.0001628281949955,3.3178047028984404e-06,9.771280785550156e-05,0.0001073247436348,0.0001061513737085,0.0001032897422379
349,349,500000.0,1895,17.15,2.43,0.81,,0.005685,1320.0,0.264,1895.0,0.0018647407935077,0.0110121527897945,0.0011073917507015,0.0002121019464272,-4.483435555026112e-05,61908000000.0,1814942434184.204,1997367408155.9,1976808370524.7205,1924141633255.9607,3.048681092724975,0.8048518084793934,188737749088.41776,5533180683481.625,6089336252469.981,6026658303159.183,5866094217032.402,4.983966188483524e-06,0.000146113777315,0.0001608000844515,0.0001591449583221,0.0001549049693416,3.1583941717556667e-06,9.25939071880764e-05,0.0001019007814947,0.0001008519098685,9.816498223344408e-05
350,350,500000.0,1900,17.15,2.43,0.81,,0.0056999999999999,1262.0,0.2524,1900.0,0.0022397763118533,0.0120994946242371,0.0012133434924276,-5.503652195599786e-06,8.457938815732315e-06,59187800000.00001,1727247504201.0083,1904594550992.4216,1886183407046.7893,1836560185693.1843,2.544896992540929,0.6423320009173307,150626854215.11404,4395666978814.973,4846996944830.455,4800142479973.978,4673856493190.996,4.778987632634053e-06,0.0001394627686968,0.0001537822626347,0.0001522956956527,0.0001482889787087,3.02480132873387e-06,8.827124079218134e-05,9.73345880154553e-05,9.639368376373014e-05,9.3857681650348e-05
351,351,500000.0,1905,17.15,2.43,0.81,,0.0057149999999999,1276.0,0.2552,1905.0,0.0022623258719249,0.0116594283398699,0.0010579389980739,-9.853360111177988e-07,-5.784097400588834e-06,59844400000.0,1738373103944.9468,1920657855792.1328,1903300816139.4204,1853864562143.912,2.526161270983112,0.64467635635489,151176605565.2217,4391410809704.4233,4851891490111.552,4808044808761.951,4683160858536.015,4.845084449904242e-06,0.0001407410633919,0.0001554990861414,0.0001540938364787,0.0001500914097605,3.0635078271374896e-06,8.898943945332624e-05,9.832081822981442e-05,9.743229019992324e-05,9.490158806138402e-05
352,352,500000.0,1910,17.15,2.43,0.81,,0.00573,1293.0,0.2586,1910.0,0.002468310065069,0.0113834850366597,0.0011866251679786,0.0002002533333261,8.10435682459498e-06,60641699999.99999,1753390564935.5842,1941107617786.297,1924800581303.277,1875452981641.6963,2.3214263398628616,0.600320851488536,140775239674.06168,4070367041508.488,4506138352437.5625,4468282768420.774,4353725950757.373,4.924005716565291e-06,0.0001423724131268,0.000157614727266,0.0001562906228813,0.0001522836794277,3.109559679412564e-06,8.990962659335259e-05,9.953530296262875e-05,9.869911757966112e-05,9.61686920443703e-05
353,353,500000.0,1915,17.15,2.43,0.81,,0.0057449999999999,1225.0,0.245,1915.0,0.0022836509278931,0.0107109666950242,0.0009871585641438,0.0001818761639375,1.3192162057938709e-05,57452500000.0,1653463771305.1133,1834152885064.1768,1819918825061.5647,1773874446085.672,2.515708477959086,0.616348577099976,144533741329.9444,4159632827470.477,4614193962829.067,4578385217404.717,4462550982852.703,4.67761266851521e-06,0.0001346201311272,0.0001493313044892,0.0001481724094125,0.0001444236122251,2.950912714310662e-06,8.492628284924617e-05,9.42069547630732e-05,9.347585570493005e-05,9.11108943308819e-05
354,354,500000.0,1920,17.15,2.43,0.81,,0.0057599999999999,1159.0,0.2318,1920.0,0.0026851479199194,0.0110361108864346,0.0009983857424308,0.0002796256546933,-1.6476517677950857e-05,54357100000.00001,1557201355357.1428,1730725426454.4094,1718408156487.9714,1675514378560.8782,2.145133218646942,0.4972418800823611,116603220879.3137,3340404355498.6484,3712636604644.249,3686214419676.2,3594201551771.528,4.437483854843293e-06,0.0001271233357397,0.0001412891073485,0.0001402835774985,0.0001367819107977,2.796564302287893e-06,8.01149016755145e-05,8.904236879238207e-05,8.84086698369598e-05,8.620187057538821e-05
355,355,500000.0,1925,17.15,2.43,0.81,,0.0057749999999999,1161.0,0.2322,1925.0,0.002079814253193,0.0112248194950116,0.0009584048382206,-2.613367974061905e-05,-1.8777649682765868e-05,54450900000.0,1552761827678.5713,1729096266161.0266,1717909619227.1262,1675612821270.3103,2.7766902698805573,0.6447474806662654,151193284216.23923,4311538658357.04,4801164777936.125,4770102924242.175,4652657816908.38,4.457892739428247e-06,0.0001271245411493,0.0001415610337146,0.0001406451834321,0.0001371823464815,2.805966380492028e-06,8.001699669569148e-05,8.910387140491958e-05,8.852740058061809e-05,8.634775996734466e-05
356,356,500000.0,1930,17.15,2.43,0.81,,0.00579,1102.0,0.2203999999999999,1930.0,0.0018934589597847,0.0118355339015815,0.0008779049512446,-4.946093828903912e-05,1.5195385364209425e-05,51683799999.99999,1467088664285.714,1636845422137.0227,1627320602727.7893,1587810154040.9368,3.057895694057273,0.673960210970223,158043669472.51727,4486204109319.521,5005302568190.161,4976176663931.993,4855357833022.196,4.242660540988692e-06,0.0001204315314682,0.0001343666581056,0.000133584777217,0.0001303414123406,2.6677299638169267e-06,7.572578620943414e-05,8.448801324150899e-05,8.399637667186904e-05,8.195699087117776e-05
357,357,500000.0,1935,17.15,2.43,0.81,,0.0058049999999999,1098.0,0.2196,1935.0,0.0019188446303814,0.0115633411711016,0.0012887811146013,1.4051132605270746e-05,4.389952333735536e-05,51496200000.0,1455023523214.286,1626538781896.983,1618137908353.855,1579405461067.7358,3.0252579641353576,0.6643466489241246,155789289172.7072,4401821501608.306,4920699403908.871,4895284594316.829,4778108949694.045,4.238531435528828e-06,0.0001197595733777,0.0001338765920238,0.000133185135827,0.0001299971589395,2.6623204739797134e-06,7.522378187080774e-05,8.409101061372219e-05,8.3656690845794e-05,8.16542481914394e-05
358,358,500000.0,1940,17.15,2.43,0.81,,0.00582,1070.0,0.214,1940.0,0.0024767265640548,0.011151301094259,0.0010362852494914,0.0001163331455707,-9.677176270975589e-07,50183000000.0,1411351017857.1428,1580806602600.433,1573681551998.4846,1536555222620.8062,2.3498758742554213,0.5028734370906601,117923820997.7598,3316499706968.332,3714699297314.435,3697956312802.067,3610714047097.8,4.1422098695664415e-06,0.0001164958674369,0.0001304830861281,0.0001298949695363,0.0001268304845918,2.598607047614116e-06,7.308344861130117e-05,8.185830218265973e-05,8.148934841925717e-05,7.956684994023282e-05
359,359,500000.0,1945,17.15,2.43,0.81,,0.0058349999999999,1032.0,0.2063999999999999,1945.0,0.0024964987753719,0.0108891372113054,0.0008423448354731,-3.5914359314039755e-06,1.2731781493487224e-07,48400800000.0,1354893450000.0,1520562923553.9255,1514714803712.8242,1479503422663.009,2.337273327574798,0.4824132148114383,113125898873.2823,3166756322390.7983,3553971164121.747,3540302509600.68,3458003887845.874,4.005701665831592e-06,0.0001121324223915,0.0001258434041561,0.0001253594075406,0.0001224452762095,2.5102782265488654e-06,7.027072955051722e-05,7.88630766246613e-05,7.855976742515704e-05,7.673355043750258e-05
360,360,500000.0,1950,17.15,2.43,0.81,,0.0058499999999999,958.0,0.1916,1950.0,0.0023143370040088,0.0114894233799917,0.0008809902200595,-0.0001113782410968,3.3436428370292644e-05,44930200000.0,1251859657142.8572,1407721626037.6729,1403243321121.4246,1371110462122.8108,2.5277217578368,0.4843114888015308,113571044123.95895,3164352893118.1167,3558328583112.8247,3547008674337.7964,3465785747505.4985,3.728310918052338e-06,0.0001038793957648,0.0001168128320803,0.0001164412220471,0.0001137748353176,2.33396361671844e-06,6.502964360294522e-05,7.312611690220942e-05,7.28934849366474e-05,7.122429753476832e-05
361,361,500000.0,1955,17.15,2.43,0.81,,0.0058649999999999,1042.0,0.2084,1955.0,0.0027193779060326,0.0112401939515066,0.0011216803825444,-2.28115820790588e-06,1.243628744374499e-05,48869800000.0,1355229851785.714,1527011779529.9216,1523174617882.1746,1488826486600.5486,2.1567432709478216,0.449465297665526,105399612302.56586,2922882863426.4526,3293372380159.217,3285096607595.8994,3211016506584.62,4.066688690720937e-06,0.000112775127207,0.0001270699191404,0.0001267506106539,0.000123892339144,2.542547656705236e-06,7.050850390127956e-05,7.94457972368435e-05,7.924616133991169e-05,7.745913211731815e-05
362,362,500000.0,1960,17.15,2.43,0.81,,0.00588,987.0,0.1974,1960.0,0.0027201719999538,0.0116354776075126,0.0009865997117991,0.0001179164187162,4.939771798623165e-06,46290300000.0,1277638012500.0,1442487370711.7852,1439831991532.4873,1407867296898.0798,2.161628014735712,0.4267053701088296,100062409290.52052,2761778120511.2554,3118121111433.053,3112381169409.3364,3043285390005.1294,3.862178699866846e-06,0.0001065982790782,0.0001203522983862,0.0001201307498349,0.0001174638117773,2.4120837892762235e-06,6.657485344692824e-05,7.516478405042911e-05,7.502641819251146e-05,7.336080959293835e-05
363,363,500000.0,1965,17.15,2.43,0.81,,0.0058949999999999,970.0,0.194,1965.0,0.0019269164299657,0.0107202088451258,0.0009395017766779,0.0003042463683204,-3.729669033779777e-05,45493000000.0,1249677848214.2856,1413785704117.353,1412138439666.6035,1381284912428.7825,3.0592919902108417,0.5935026461009033,139176370510.66183,3823129431385.884,4325183280480.813,4320143817540.877,4225753868792.458,3.806342250038356e-06,0.0001045589781415,0.0001182896766113,0.0001181518520608,0.0001155703761351,2.3741630439887898e-06,6.521748321987536e-05,7.378185151199284e-05,7.369588500324103e-05,7.208571851290766e-05
364,364,500000.0,1970,17.15,2.43,0.81,,0.0059099999999999,918.0,0.1835999999999999,1970.0,0.0021316482770998,0.0121420163703098,0.001222970136308,-3.296934881700159e-05,9.640971530033667e-06,43054200000.0,1177049764285.7144,1334345472012.002,1333697301799.5833,1305028335091.7915,2.77250241678734,0.5090314437221556,119367873552.84547,3263373316161.112,3699476045982.52,3697678992502.0986,3618194213017.95,3.611728830903298e-06,9.87402987183282e-05,0.0001119355141113,0.0001118811404371,0.0001094761594222,2.2503292843553343e-06,6.152128140148201e-05,6.974271246743754e-05,6.970883432290685e-05,6.821038317679913e-05
365,365,500000.0,1975,17.15,2.43,0.81,,0.0059249999999999,914.0,0.1828,1975.0,0.0025226881939488,0.0114723939034525,0.0009730479325309,0.0001822499964673,1.006056330316569e-06,42866600000.0,1166310516071.4285,1324897574895.816,1325159047660.5415,1297143245410.424,2.348685031393193,0.4293396237386758,100680141766.71948,2739296051053.435,3111767102286.946,3112381219455.574,3046580924068.251,3.605253975180517e-06,9.809141906195868e-05,0.0001114292304171,0.0001114512213314,0.000109094979352,2.2438899270821887e-06,6.105155106452826e-05,6.935293031694467e-05,6.936661733907786e-05,6.79001054984335e-05
366,366,500000.0,1980,17.15,2.43,0.81,,0.00594,911.0,0.1822,1980.0,0.0025216076558081,0.0117914417132758,0.0010920148170004,-0.0001542066850695,-2.8897390533515215e-07,42725900000.0,1156890287500.0,1316927067127.8547,1318091523943.9287,1290694188647.394,2.355640056183277,0.4291976182365929,100646841476.48106,2725217101844.387,3102206150398.3374,3104949191517.977,3040410931060.776,3.603602124852653e-06,9.757482693767472e-05,0.0001110727024446,0.0001111709154502,0.0001088601602481,2.2398899082568807e-06,6.064955635648755e-05,6.903942684811821e-05,6.910047307700807e-05,6.766417764861829e-05
367,367,500000.0,1985,17.15,2.43,0.81,,0.0059549999999999,921.0,0.1842,1985.0,0.0025360200968407,0.0122233542429366,0.000957549379268,-5.944724656814346e-07,-1.7855471865105154e-06,43194900000.0,1163935952678.5713,1327721322337.0564,1329812325042.6218,1302634866069.6714,2.348167511534508,0.4325324556246565,101428860843.98192,2733116589586.788,3117712073483.5127,3122622098103.252,3058804871896.908,3.65249594896749e-06,9.84206781822877e-05,0.0001122701233523,0.0001124469354045,0.0001101488502416,2.267829766679967e-06,6.110926521402919e-05,6.970836688247142e-05,6.981814924515519e-05,6.839127129332335e-05
368,368,500000.0,1990,17.15,2.43,0.81,,0.00597,937.0,0.1874,1990.0,0.0027589515614181,0.011171727205603,0.0010542189928095,-0.0001085254354022,-4.245902422415082e-05,43945300000.0,1178404664285.7144,1347061860626.7712,1350118827107.4067,1322987293150.9546,2.1638654637819474,0.4055083879127369,95091716965.5368,2549909155407.417,2914860637788.121,2921475501979.508,2862766512671.714,3.725448831889004e-06,9.989888065517286e-05,0.0001141967408381,0.0001144558941993,0.0001121558270366,2.310648523024828e-06,6.196064191295439e-05,7.082865513900977e-05,7.098939075996165e-05,6.95628118342546e-05
369,369,500000.0,1995,17.15,2.43,0.81,,0.0059849999999999,865.0,0.173,1995.0,0.0023707776363153,0.011180944572943,0.0010344533124415,0.0001352841937967,1.1592655310315443e-05,40568499999.99999,1082545183035.714,1240113356476.079,1243793626349.6873,1219225160893.525,2.5244881292629024,0.4367364463624821,102414696672.00204,2732872463964.396,3130651447364.236,3139942244972.644,3077919445574.3555,3.448860213991804e-06,9.203068912137124e-05,0.0001054260723465,0.0001057389440658,0.00010365029886,2.136201717133687e-06,5.700321379581927e-05,6.530022755449723e-05,6.549401827447744e-05,6.420032493864313e-05
370,370,500000.0,2000,17.15,2.43,0.81,,0.006,845.0,0.169,2000.0,0.0025543209076204,0.0112017846438157,0.0008127929256657,-5.876927716642605e-05,1.832571862372725e-05,39630500000.0,1052328294642.8572,1208080780380.0637,1212514318147.3765,1188981106573.5093,2.3489609242518927,0.3969743961985699,93090495908.56464,2471878043600.704,2837734546452.502,2848148753424.1147,2792870159014.9487,3.377688675837568e-06,8.968944030680001e-05,0.000102964150626,0.0001033420189424,0.0001013362945069,2.0898525045746256e-06,5.549288861341946e-05,6.370625262375555e-05,6.394004831160064e-05,6.269906116411749e-05
371,371,500000.0,2005,17.15,2.43,0.81,,0.0060149999999999,804.0,0.1608,2005.0,0.0021375616752266,0.0104298477497973,0.0010832506633587,0.0001916020872505,2.3127112361468343e-05,37707600000.0,996333310714.2856,1146267410368.3948,1151268325144.9658,1129336677425.7036,2.813953894154815,0.4524837861800941,106107447859.23209,2803635999560.6226,3225543643148.8994,3239615986758.768,3177901341253.9185,3.222298527618524e-06,8.514154600483541e-05,9.795414687456048e-05,9.838149945921957e-05,9.650733308018652e-05,1.991270803133639e-06,5.261457721559667e-05,6.053232841257969e-05,6.079641776283125e-05,5.963824673714997e-05
372,372,500000.0,2010,17.15,2.43,0.81,,0.00603,763.0,0.1526,2010.0,0.0023832131601011,0.0129773554151612,0.0010159009073939,0.0002139785086839,3.653311390566207e-06,35784700000.00001,940841675000.0,1084780044690.782,1090266748339.4836,1069891559437.1188,2.530197508536782,0.3861081398027129,90542358783.7362,2380515262012.5728,2744707766387.035,2758590210289.06,2707036958092.3306,3.0660844575781665e-06,8.061266509875195e-05,9.294551120778866e-05,9.341561985144425e-05,9.166984442189586e-05,1.8924091466768208e-06,4.9754710570292335e-05,5.736663095415989e-05,5.76567853545016e-05,5.657928033576167e-05
373,373,500000.0,2015,17.15,2.43,0.81,,0.0060449999999999,757.0,0.1514,2015.0,0.00200246790655,0.0109820210019979,0.0010494371764112,-0.0001769295233425,-1.1177395991751749e-05,35503300000.0,928796418750.0,1073240087664.6108,1079418630680.0212,1059638275241.0944,3.0187749727358897,0.4570425308722137,107176473489.5341,2803827383689.224,3239870316378.8,3258521947401.6924,3198809505450.84,3.0500364366954908e-06,7.979153823615785e-05,9.22004820030624e-05,9.273127157255854e-05,9.103197024509e-05,1.8801477499900704e-06,4.918625865515736e-05,5.683555996264472e-05,5.716275697668681e-05,5.6115248976796605e-05
