,Simulation Number,ExitSlit.openingHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
684,684,0.01,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,7544180000000.0,968.0,0.484,550.0,0.0166693714114671,0.0203104833448634,0.0009816950968625,0.0120347184713168,1.8287400286673416e-05,36513831200.0,32.99464547425252,15.969408409538222,1204760915350.7004,8.691685439928276e-07,4.956498589629774e-07
685,685,0.01,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7544180000000.0,1020.0,0.51,550.0,0.0160255026946742,0.0224568781191744,0.0009485462402443,0.0120135567135321,-8.735744681894645e-06,38475318000.0,34.32029624772895,17.503351086341763,1320484311985.578,9.158594161907896e-07,5.222756778328894e-07
686,686,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1203.0,0.6015,800.0,0.0283052331124054,0.0141068482440964,0.0010130643095666,0.0110660576600738,-2.325017309033721e-06,48270796050.0,28.2633249061419,17.000389931044353,1364293192239.261,1.6833799714087835e-06,9.439597166407556e-07
687,687,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,8025070000000.0,1234.0,0.617,800.0,0.0389577662317606,0.0318179077346115,0.0013888837716211,0.0107183655594289,-2.0385432535466982e-05,49514681900.0,20.535058279285888,12.670130958319392,1016786878496.8022,1.7267588401649536e-06,9.682845306190296e-07
688,688,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1215.0,0.6074999999999999,800.0,0.0191704972680781,0.0280893842597385,0.0009662012806103,0.0122048768762541,9.382423272516637e-06,48752300249.99999,41.730790224837975,25.351455061589068,2034472014711.0657,1.7001717915724622e-06,9.533757736646036e-07
689,689,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1163.0,0.5815,800.0,0.0276838329906468,0.0308032703703936,0.0010114519684597,0.0113464324540276,1.4501637021667142e-06,46665782050.0,28.89773248777675,16.80403144164218,1348535286013.7942,1.627407237529855e-06,9.125728598945958e-07
690,690,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1147.0,0.5735,800.0,0.0232885642963083,0.041629475490597,0.0009608211971508,0.0111977700167159,1.6285523279002212e-05,46023776450.0,34.351623819370225,19.700656260408827,1580991455357.1904,1.6050181439782836e-06,9.000181171961319e-07
691,691,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1033.0,0.5165000000000001,800.0,0.0186476707265228,0.104067770007662,0.000992135652639,0.0105493244491579,-2.596198696988383e-06,41449486550.00001,42.90080041268365,22.158263413151104,1778216149689.7654,1.4454958524233369e-06,8.105655754695766e-07
692,692,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1201.0,0.6005,800.0,0.0254502856403178,0.0177274454297999,0.0009629081262867,0.0115764162889895,1.6568060319401063e-05,48190545350.0,31.433831875452768,18.87601604120939,1514813500518.2822,1.6805813347148377e-06,9.423903738034476e-07
693,693,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1304.0,0.652,800.0,0.0296985687908772,0.0274051888545446,0.0009601574428987,0.0119255881657863,-1.628878515533171e-05,52323456400.0,26.93732501499337,17.563135909775674,1409453950954.6348,1.8247111244530792e-06,1.023211529924809e-06
694,694,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1201.0,0.6005,800.0,0.0234734685873263,0.0182120053976561,0.000961153272649,0.0123085437895534,2.965755280842531e-06,48190545350.0,34.08103054833281,20.46565884427385,1642383448214.1675,1.6805813347148377e-06,9.423903738034476e-07
695,695,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1181.0,0.5904999999999999,800.0,0.0331796708223919,0.0234817468437025,0.000973838906601,0.0121459129405975,-1.1851287176570812e-05,47388038349.99999,24.111149392721067,14.237633716401788,1142580072084.845,1.6525949677753728e-06,9.266969454303676e-07
696,696,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1245.0,0.6224999999999999,800.0,0.0356786528284374,0.0246004179198116,0.0009999706457749,0.0119073106098403,8.097026283442357e-06,49956060749.99999,22.42237126628184,13.957926113260442,1120133341137.4294,1.7421513419816591e-06,9.769159162242232e-07
697,697,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1134.0,0.567,800.0,0.0404548934936883,0.0281383217389387,0.0009747928574906,0.0122551536540765,-2.2051920843738863e-05,45502146899.99999,19.775110769351382,11.212487806222237,899809995190.7987,1.5868270054676317e-06,8.898173887536299e-07
698,698,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1175.0,0.5875,800.0,0.0348837615877073,0.0115080056124475,0.0009846757973962,0.0118478585848615,-1.7515850796171976e-05,47147286250.0,22.933306604237067,13.473317629989277,1081243171128.9803,1.6441990576935338e-06,9.219889169184438e-07
699,699,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1221.0,0.6105,800.0,0.3712907727201582,0.0239635111997264,0.0010264133914254,0.0115402847352209,1.7843430488996147e-05,48993052350.0,2.154645519841561,1.315411089863273,105562660749.29054,1.7085677016543017e-06,9.580838021765277e-07
700,700,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1221.0,0.6105,800.0,0.0249913532040864,0.0210014112353022,0.0009389309632957,0.0123410943206829,1.88290466998212e-05,48993052350.0,32.01107172816835,19.54275929004678,1568320112957.757,1.7085677016543017e-06,9.580838021765277e-07
701,701,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1188.0,0.594,800.0,0.029332700867144,0.0216193880711014,0.000984923266818,0.0119533490078421,6.93004042541175e-06,47668915800.0,27.27331532215268,16.200349301358692,1300089371678.546,1.6623901962041855e-06,9.321896453609456e-07
702,702,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1273.0,0.6365,800.0,0.0232637793467347,0.0208773144213422,0.0010052412591324,0.0123165656405057,-7.763444392946456e-06,51079570550.0,34.388221624543846,21.88810306402216,1756535592559.923,1.7813322556969097e-06,9.988867159465352e-07
703,703,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1146.0,0.573,800.0,0.0276444665894359,0.0202919235919136,0.0010427251548176,0.0121114142965394,6.290199243805853e-06,45983651100.0,28.93888357049041,16.581980285891007,1330715525328.9536,1.6036188256313104e-06,8.99233445777478e-07
704,704,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1179.0,0.5895,800.0,0.028231433329438,0.02655163410724,0.0009721955007655,0.0123868568104678,3.130225424811704e-06,47307787650.0,28.337208056872168,16.704784149526144,1340570621348.3777,1.6497963310814263e-06,9.251276025930598e-07
705,705,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1195.0,0.5975,800.0,0.0310318472736526,0.0188940571473856,0.0010321396092938,0.0118642047900829,2.5575275032676984e-06,47949793250.0,25.77996704305886,15.40353030822767,1236144089706.486,1.672185424632998e-06,9.376823452915236e-07
706,706,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1132.0,0.5660000000000001,800.0,0.0558530288021756,0.0223553223830655,0.0010325022568743,0.0118642359738834,-1.556078652483927e-05,45421896200.00001,14.323305596076054,8.106990967379048,650591700025.8457,1.5840283687736856e-06,8.882480459163221e-07
707,707,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,953.0,0.4765,800.0,0.6115778776945717,0.0232873588035771,0.0009992531210389,0.0118795880293231,-4.651797883487778e-06,38239458550.0,1.3080917887607575,0.6233057373445009,50020721735.91234,1.3335503846654789e-06,7.477918619772569e-07
708,708,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1182.0,0.5910000000000001,800.0,0.0207701699355311,0.0175240061585142,0.0010476452980353,0.0120189567525378,5.814479198441354e-06,47428163700.00001,38.51677682383592,22.76341510288703,1826779996397.2563,1.6539942861223465e-06,9.274816168490218e-07
709,709,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1262.0,0.631,800.0,0.0246985585267793,0.0254379034551937,0.000973450858326,0.0123319628130871,7.7684228909719e-06,50638191700.0,32.3905542557312,20.43843973536639,1640199095670.9675,1.7659397538802038e-06,9.902553303413412e-07
710,710,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1209.0,0.6045,800.0,0.0274104694519792,0.0241251988926838,0.0010108942407627,0.0120715715813254,-3.97146159124816e-06,48511548150.0,29.185928442470896,17.642893743473657,1415854572939.381,1.6917758814906232e-06,9.486677451526796e-07
711,711,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1153.0,0.5765,800.0,0.0237909161976404,0.0239163526549244,0.0010087835791233,0.0125233176210214,1.346355842733314e-05,46264528550.0,33.62627959991489,19.385550189350933,1555703972580.545,1.6134140540601229e-06,9.04726145708056e-07
712,712,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1167.0,0.5835,800.0,0.0221429452209349,0.0250658129004146,0.0010083925945971,0.0125970025583498,-2.522359278479224e-06,46826283450.0,36.12888854747485,21.081206467451576,1691781575857.516,1.633004510917748e-06,9.157115455692118e-07
713,713,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1211.0,0.6054999999999999,800.0,0.0302484946373624,0.0267724481654886,0.0010063616633754,0.012226072013653,-1.634825466535533e-05,48591798849.99999,26.447597131390893,16.014020063057185,1285136319874.383,1.6945745181845693e-06,9.502370879899874e-07
714,714,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1186.0,0.5930000000000001,800.0,0.0339987287381973,0.0257270848321255,0.0009618947919335,0.012286862675932,-4.226242541553578e-06,47588665100.00001,23.530291563555025,13.953462897188132,1119775164923.3755,1.6595915595102397e-06,9.30620302523638e-07
715,715,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8025070000000.0,1289.0,0.6445000000000001,800.0,0.0622842220320762,0.0248135575547371,0.0009510114728048,0.0115108788373238,-1.892856508082796e-06,51721576150.00001,12.844344424628137,8.278179981672835,664329738255.2323,1.8037213492484807e-06,1.0114414586449993e-06
716,716,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,8025070000000.0,1225.0,0.6125,800.0,0.0250427144389959,0.0223738898996411,0.000917071857458,0.0110621017191011,1.0051103631575366e-05,49153553750.0,31.945418774342503,19.566568999284783,1570230858790.9033,1.7141649750421949e-06,9.612224878511435e-07
717,717,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8025070000000.0,1171.0,0.5855,800.0,0.0289081915806264,0.0276556364350629,0.0009970676523751,0.0119800290616855,6.82240804925546e-06,46986784850.0,27.67381687535727,16.203019780521682,1300303679500.7114,1.6386017843056408e-06,9.188502312438278e-07
718,718,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8025070000000.0,1184.0,0.592,800.0,0.0254513162418561,0.0341906796317738,0.0009845675924749,0.0107313625100087,1.1391276749852749e-05,47508414400.0,31.43255902358221,18.60807494196067,1493311039744.8032,1.6567929228162928e-06,9.290509596863296e-07
719,719,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8025070000000.0,960.0,0.48,800.0,0.0195587708963103,0.1466265160700618,0.0009377230558765,0.0114873196414649,3.4841477890321706e-06,38520336000.0,40.90236570800659,19.633135539843163,1575572870267.292,1.3433456130942914e-06,7.532845619078349e-07
720,720,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8025070000000.0,1243.0,0.6215,800.0,0.0197061073815802,0.0126469849238631,0.0010711312170929,0.0115590531485904,-1.2616717291345264e-06,49875810050.00001,40.59655133858534,25.2307566569308,2024785883248.356,1.739352705287713e-06,9.753465733869156e-07
721,721,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8025070000000.0,1226.0,0.613,800.0,0.0234926604543943,0.0210102158266639,0.0014064898109905,0.0122577965677113,-8.5187595836561e-06,49193679100.0,34.05318872049497,20.874604685663414,1675201638247.769,1.715564293389168e-06,9.620071592697977e-07
722,722,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8025070000000.0,1166.0,0.583,800.0,0.0374343434394859,0.027379535604413,0.0017988092727843,0.0116563464987495,-1.8676314016520213e-05,46786158100.0,21.37075013198057,12.459147326944674,999855294390.439,1.6316051925707748e-06,9.14926874150558e-07
723,723,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8025070000000.0,1255.0,0.6275000000000001,800.0,0.0232921318554417,0.0165042941146195,0.0045476823690293,0.0115446221843779,-5.352740318527178e-06,50357314250.00001,34.346362323768794,21.55234235816492,1729590560882.3855,1.7561445254513915e-06,9.847626304107634e-07
724,724,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,8025070000000.0,1238.0,0.619,800.0,0.0282861469340787,0.0202322122668392,0.0009721012319168,0.0119334174687437,2.918998329166371e-06,49675183300.0,28.282395685224003,17.506802929153658,1404933189826.6316,1.7323561135528466e-06,9.714232162936454e-07
725,725,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8025070000000.0,1253.0,0.6265,800.0,0.0288655584256503,0.0242145270817292,0.0010184918372102,0.0119707641005439,1.817504419268948e-06,50277063549.99999,27.714689880695666,17.36325321025583,1393413224400.2776,1.7533458887574448e-06,9.831932875734551e-07
726,726,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8025070000000.0,1168.0,0.584,800.0,0.0338460704624594,0.0217091166342533,0.0009973689458827,0.0123545005688969,3.549772995590213e-06,46866408800.0,23.63642186726888,13.80367037048502,1107754209800.6824,1.6344038292647213e-06,9.16496216987866e-07
727,727,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8025070000000.0,1233.0,0.6165,800.0,0.0188894100149354,0.015892068982293,0.0009909890057549,0.0121833648661536,6.252368695426046e-06,49474556550.00001,42.35177273231167,26.109867889470152,2095335175037.502,1.7253595218179808e-06,9.674998592003757e-07
728,728,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,8025070000000.0,1209.0,0.6045,800.0,0.0212680797416169,0.0266790107442726,0.0010308780713759,0.0120991208184682,2.010368826706161e-05,48511548150.0,37.615055506613366,22.73830105374778,1824764576373.997,1.6917758814906232e-06,9.486677451526796e-07
729,729,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,8025070000000.0,1243.0,0.6215,800.0,0.0285091524665404,0.0211776154266608,0.000965583628994,0.0125651639153018,-1.2361064968421656e-05,49875810050.00001,28.06116389952017,17.44001336355179,1399573280434.3855,1.739352705287713e-06,9.753465733869156e-07
730,730,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,8025070000000.0,1208.0,0.604,800.0,0.0286010125258826,0.0175467828215844,0.0010437201734629,0.0113999397556631,-6.650708466621008e-06,48471422800.0,27.971037713298976,16.89450677883258,1355795995156.0598,1.69037656314365e-06,9.478830737340256e-07
731,731,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,8025070000000.0,1171.0,0.5855,800.0,0.0230650696682914,0.0300411606988464,0.0010201550652742,0.0123511660062699,7.614511467328829e-06,46986784850.0,34.684482271466706,20.30776436994376,1629712306123.0457,1.6386017843056408e-06,9.188502312438278e-07
732,732,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8025070000000.0,1272.0,0.636,800.0,0.0154402361182519,0.0207046731065113,0.0009948248430772,0.0126075085671712,4.723704934197917e-06,51039445200.0,51.81267915030892,32.95286393959648,2644490398157.375,1.779932937349936e-06,9.981020445278811e-07
733,733,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,8025070000000.0,1205.0,0.6025,800.0,0.0284414234381529,0.0219558815237245,0.0009609971679289,0.0119514958613606,-7.82331536932163e-06,48351046750.0,28.12798739625792,16.9471124062454,1360017633579.8774,1.6861786081027302e-06,9.455290594780636e-07
734,734,0.01,800,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8025070000000.0,1238.0,0.619,800.0,0.0291049089308899,0.019992575926715,0.0009771854100681,0.0121876188373528,6.936039264125697e-06,49675183300.0,27.48677214210199,17.01431195596113,1365410444484.25,1.7323561135528466e-06,9.714232162936454e-07
735,735,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1366.0,0.683,1050.0,0.03055058956852,0.0157427695920327,0.0009996275733166,0.0118248888101641,8.13595799288034e-06,56570089700.00001,34.36922216001816,23.474178735292405,1944269980511.456,2.595494827635608e-06,1.337759172988517e-06
736,736,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,8282590000000.0,1392.0,0.696,1050.0,0.059311475412187,0.0316318299124644,0.0014600740957438,0.0112922399686847,-4.378480768292326e-05,57646826399.99999,17.703150911404418,12.321393034337472,1020530467322.732,2.6448966325540014e-06,1.3632216462664824e-06
737,737,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1353.0,0.6765,1050.0,0.03706087836008,0.0268411345940963,0.0009130516716538,0.0122011019099076,1.356703020608356e-05,56031721350.0,28.33176239910712,19.166437262995967,1587477416101.1775,2.570793925176411e-06,1.3250279363495338e-06
738,738,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1323.0,0.6615,1050.0,0.0406522307839622,0.0386277203137054,0.0009926387665883,0.0112909355871478,-1.0840193652245304e-05,54789332850.0,25.828840871734776,17.085778236652555,1415144959651.161,2.5137918425782645e-06,1.2956481594903423e-06
739,739,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1225.0,0.6125,1050.0,0.0405079393999585,0.0491745024107358,0.0009885163571322,0.0115702705429555,-2.383672015656995e-07,50730863750.0,25.920844544392555,15.87651728344044,1314986832866.5095,2.327585039424319e-06,1.199674221750317e-06
740,740,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1243.0,0.6215,1050.0,0.0266219963211824,0.0825598117903116,0.0010301186878245,0.0104644017655317,6.952396462434414e-06,51476296850.00001,39.4410692320824,24.512624527739217,2030280187872.076,2.361786288983208e-06,1.217302087865832e-06
741,741,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1380.0,0.69,1050.0,0.0344347599982484,0.0255049898489067,0.0009837265035043,0.0124602681683689,-1.95679802795795e-05,57149870999.99999,30.49244426426699,21.03978654234422,1742639256177.548,2.6220957995147427e-06,1.3514697355228058e-06
742,742,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1396.0,0.698,1050.0,0.0453221680472779,0.016468067249297,0.0009766312507787,0.0112855993676444,4.617187210514653e-07,57812478199.99999,23.167470693473653,16.170894544044607,1339368894415.5842,2.652496910233754e-06,1.3671389498477078e-06
743,743,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1325.0,0.6625,1050.0,0.0394568355222872,0.0182978512138863,0.000990968941783,0.0120108044818113,-2.8507637355867687e-06,54872158750.0,26.61135861761912,17.630025084172665,1460222694619.1768,2.517591981418141e-06,1.297606811280955e-06
744,744,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1401.0,0.7005,1050.0,0.0673226773385522,0.0263932953389039,0.0009938906388374,0.011893819228219,-6.883999427746325e-06,58019542950.0,15.596527671051474,10.925367633571556,904903407081.4346,2.6619972573334457e-06,1.37203557932424e-06
745,745,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1320.0,0.66,1050.0,0.0475706266211091,0.019393042049285,0.0010099479460168,0.0115599433337209,3.4569031907878578e-06,54665094000.0,22.072444165241883,14.567813149059642,1206592235102.6992,2.5080916343184498e-06,1.2927101818044233e-06
746,746,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1353.0,0.6765,1050.0,0.0343325551980342,0.0254624220674517,0.0010441329377291,0.0122145500115973,1.0656557732707751e-05,56031721350.0,30.583217414010573,20.68954658057816,1713630316128.308,2.570793925176411e-06,1.3250279363495338e-06
747,747,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1321.0,0.6605,1050.0,0.0589958869170459,0.0256133322931123,0.0009566351526746,0.011455195874381,1.07429419184515e-05,54706506950.0,17.797850915885103,11.75548052994211,973658254824.9324,2.509991703738388e-06,1.2936895076997296e-06
748,748,0.01,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,1249.0,0.6244999999999999,1050.0,0.5577844674346579,0.0199834042197198,0.0010074016459353,0.012165969101139,-6.170296064552909e-06,51724774549.99999,1.8824475425590848,1.1755884903281488,97369174741.0702,2.373186705502836e-06,1.22317804323767e-06
