,Simulation Number,ExitSlit.openingHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
51,51,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1607.0,0.8035000000000001,300.0,0.0098201547570511,0.0256352785587653,0.0019314014548194,0.0135920524486521,-4.910693821231223e-07,53143409650.00001,30.54941672732729,24.54645634040748,1623500167708.9167,6.792548697728461e-07,3.702367276489317e-07
52,52,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1532.0,0.766,300.0,0.0073169653409763,0.0345978209992859,0.0019778144772964,0.0129526532050732,-8.519687477846038e-06,50663163400.0,41.00060421496658,31.4064628286644,2077220310841.5808,6.475534912831362e-07,3.52957477758658e-07
53,53,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1520.0,0.76,300.0,0.0095767856553266,0.0464545579902676,0.0019664699622185,0.0130137381498803,7.63975719552191e-06,50266324000.0,31.32575070562848,23.80757053627764,1574630334512.3496,6.424812707247828e-07,3.5019279777621413e-07
54,54,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1381.0,0.6905,300.0,0.0102216372779935,0.1066315796685304,0.0020235683461208,0.0132204940117348,-4.0228123564418905e-06,45669600950.0,29.349505547988795,20.265833580886262,1340380206456.4592,5.837280492571875e-07,3.181685879795735e-07
55,55,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1521.0,0.7605,300.0,0.0070997182029941,0.0228415534226721,0.0018187889361294,0.0132394299650973,-7.236381674604754e-06,50299393950.0,42.25519822370998,32.13507824913144,2125410861889.7285,6.429039557713122e-07,3.504231877747512e-07
56,56,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1565.0,0.7825000000000001,300.0,0.0093224784615131,0.0262700948376326,0.0018890865908184,0.0137048625556335,1.0235744345331886e-05,51754471750.00001,32.18028351993716,25.181071854350822,1665473574339.5784,6.615020978186086e-07,3.605603477103785e-07
57,57,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1561.0,0.7805000000000001,300.0,0.0087373314289607,0.0249388292885569,0.0019338488077274,0.0131928941247098,-6.601601176973731e-06,51622191950.00001,34.33542637579496,26.79880028630797,1772469971056.3804,6.598113576324909e-07,3.596387877162305e-07
58,58,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1505.0,0.7525,300.0,0.0150917057596871,0.021563419200661,0.0018974685043552,0.0133065417792344,-2.379746847089948e-05,49770274750.0,19.878468661995694,14.95854766815176,989356846916.7906,6.361409950268409e-07,3.467369477981594e-07
59,59,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1621.0,0.8104999999999999,300.0,0.010800976070584,0.020224726013495,0.0019288146669177,0.0130063974543803,5.89734350683362e-07,53606388949.99999,27.77526753503655,22.51185433714712,1488931794673.4768,6.851724604242583e-07,3.734621876284494e-07
60,60,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1545.0,0.7725,300.0,0.0091406298559491,0.020628577192584,0.0019554193459084,0.0134336502435867,4.3994972361035766e-06,51093072750.0,32.82049538465312,25.353832684644534,1676899958379.121,6.530483968880193e-07,3.559525477396387e-07
61,61,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1531.0,0.7655000000000001,300.0,0.0124467910149519,0.0235731878222654,0.0019616914962587,0.0137753311517167,-1.6337165073833095e-05,50630093450.00001,24.10259798205171,18.450538755260585,1220316788219.0596,6.47130806236607e-07,3.52727087760121e-07
62,62,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1524.0,0.762,300.0,0.0892834877315067,0.0279531066184156,0.0018937495839524,0.0137492840024552,-1.3228955564410452e-05,50398603800.0,3.360083791777488,2.560383849334446,169343531756.59534,6.441720109109005e-07,3.511143577703621e-07
63,63,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1589.0,0.7945000000000001,300.0,0.007493795596531,0.0222071253903155,0.0019303930348399,0.0133027596600567,1.1759863529968096e-05,52548150550.00001,40.03311754845195,31.80631189224508,2103666287921.9,6.716465389353158e-07,3.66089707675266e-07
64,64,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1482.0,0.741,300.0,0.0102586535523983,0.0267614552410757,0.0019911926922645,0.0133637602215657,1.3115035933619448e-05,49009665900.0,29.243603799239818,21.669510415236704,1433219251912.714,6.264192389566632e-07,3.414379778318088e-07
65,65,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1610.0,0.8049999999999999,300.0,0.0071703943580132,0.0243191825629553,0.0019412243496785,0.0129616114761635,1.2717119295017888e-05,53242619499.99999,41.83870300867564,33.68015592198389,2227602144664.422,6.805229249124343e-07,3.7092789764454257e-07
66,66,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1556.0,0.7779999999999999,300.0,0.0053472417478701,0.0292693538028543,0.0020338155254776,0.0136504880289813,7.245541211664834e-06,51456842199.99999,56.10369123847674,43.648671783534894,2886918786895.82,6.576979323998434e-07,3.584868377235455e-07
67,67,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1545.0,0.7725,300.0,0.0109286838015805,0.0231839353425723,0.0019001596384232,0.0134673887508328,-4.856711481084968e-06,51093072750.0,27.45069813042021,21.20566430574961,1402540516615.8489,6.530483968880193e-07,3.559525477396387e-07
68,68,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1506.0,0.753,300.0,0.0080550731807989,0.0178408985330697,0.0018556207544929,0.013141997278852,1.5714171270299625e-05,49803344700.0,37.2436094950842,28.044437949798404,1854856321555.872,6.365636800733702e-07,3.469673377966964e-07
69,69,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1530.0,0.765,300.0,0.0167717124495538,0.0220378509784373,0.0017885724511683,0.0136051860702583,1.3140251150610969e-06,50597023500.0,17.88726111912202,13.683754756128346,905042171194.8531,6.467081211900774e-07,3.52496697761584e-07
70,70,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1488.0,0.744,300.0,0.1477204692080249,0.0230843513941136,0.0019509032564337,0.0133964107195642,9.06670139504446e-06,49208085600.0,2.0308627613247685,1.5109618944256276,99934868601.12158,6.2895534923584e-07,3.4282031782303066e-07
71,71,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1567.0,0.7835,300.0,0.0101180456551901,0.0147942510842788,0.0018703199632739,0.0131865291060857,2.2923385295565127e-05,51820611650.0,29.649994694984624,23.23077084352045,1536480860513.3584,6.623474679116675e-07,3.610211277074523e-07
72,72,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1519.0,0.7595000000000001,300.0,0.0128997229559217,0.0249878591669052,0.0019437397677647,0.0140575569623117,-2.898187728031204e-05,50233254050.00001,23.25631341270636,17.66317003695048,1168240299926.9011,6.420585856782533e-07,3.499624077776772e-07
73,73,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1560.0,0.7799999999999999,300.0,0.0087341795323254,0.0201301059272276,0.0018689238440683,0.0136532594126802,-4.996863859185876e-06,51589121999.99999,34.347816974644346,26.791297240222587,1771973720338.598,6.593886725859611e-07,3.5940839771769337e-07
74,74,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1493.0,0.7465,300.0,0.007327320361071,0.027912790131521,0.001951350498165,0.0140827337968934,8.560675952085203e-06,49373435350.0,40.9426618759367,30.56369709038676,2021479869188.4705,6.310687744684873e-07,3.439722678157156e-07
75,75,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1554.0,0.777,300.0,0.0090888276043301,0.023966588738878,0.0019516718038148,0.0134690857224061,6.328021742224373e-06,51390702300.0,33.00755752667945,25.64687219822993,1696281562503.7078,6.568525623067844e-07,3.580260577264716e-07
76,76,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1563.0,0.7815000000000001,300.0,0.0074630502015793,0.0225973431709359,0.0019382481085038,0.0132608100687578,3.6708134602992713e-06,51688331850.00001,40.19804126957551,31.41476925217327,2077769696861.8147,6.606567277255498e-07,3.600995677133045e-07
77,77,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1540.0,0.77,300.0,0.0116069538731835,0.0262287325295117,0.0019681232734955,0.0139458161494727,-1.784665667157513e-05,50927723000.0,25.84657467219829,19.901862497592685,1316307195404.5305,6.50934971655372e-07,3.5480059774695375e-07
78,78,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6613990000000.0,1571.0,0.7854999999999999,300.0,0.0195070747238901,0.025713739691463,0.0019793077216831,0.0141586638459317,8.992033332586471e-07,51952891449.99999,15.379035772728797,12.080232599478467,798985376106.246,6.640382080977853e-07,3.619426877016002e-07
79,79,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6613990000000.0,1545.0,0.7725,300.0,0.0103929169898151,0.0230784557199823,0.0019385177955338,0.0135631361137403,-9.485442607018348e-06,51093072750.0,28.865813158518822,22.2988406649558,1474843091696.1096,6.530483968880193e-07,3.559525477396387e-07
80,80,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,6613990000000.0,1560.0,0.7799999999999999,300.0,0.0094195467439703,0.0274198222287752,0.0019860133166269,0.013372320571134,2.2158056772955925e-05,51589121999.99999,31.84866619957432,24.84195963566797,1643044726107.1155,6.593886725859611e-07,3.5940839771769337e-07
81,81,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6613990000000.0,1449.0,0.7244999999999999,300.0,0.0073227711293384,0.0311060703483695,0.001981022799152,0.0123668609326583,1.0721325439836712e-05,47918357549.99999,40.9680972819238,29.681386480753787,1963123933698.408,6.124706324211909e-07,3.3383510788008826e-07
82,82,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6613990000000.0,1247.0,0.6235,300.0,0.0071403618476892,0.1306881364153025,0.0020034035785521,0.0116212974111446,-1.966608153741127e-05,41238227650.0,42.014677463031326,26.19615139820004,1732610833861.8103,5.270882530222395e-07,2.872963281756178e-07
83,83,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,6613990000000.0,1520.0,0.76,300.0,0.011042074551824,0.0253291770403956,0.001754890709079,0.013666587527774,-1.356912101699626e-05,50266324000.0,27.168807690258067,20.64829384459613,1365676090052.2036,6.424812707247828e-07,3.5019279777621413e-07
84,84,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,6613990000000.0,1532.0,0.766,300.0,0.012413720785446,0.0261602770346221,0.0021104371573388,0.0135956243504119,-2.3228734627358402e-07,50663163400.0,24.16680745322737,18.511774509172167,1224366914859.196,6.475534912831362e-07,3.52957477758658e-07
85,85,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,6613990000000.0,1524.0,0.762,300.0,0.0086530788439631,0.0259211537822066,0.0022004395022243,0.0137473664453257,4.116560914415318e-06,50398603800.0,34.669740725787534,26.4183424330501,1747306526687.6902,6.441720109109005e-07,3.511143577703621e-07
86,86,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6613990000000.0,1579.0,0.7894999999999999,300.0,0.0072440248329712,0.0230153366712082,0.0053131933367573,0.0138489648907506,-0.0001229129736376,52217451049.99999,41.41344168707795,32.695912211948034,2162504364107.022,6.674196884700209e-07,3.6378580768989604e-07
87,87,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6613990000000.0,1587.0,0.7935,300.0,0.007044717986389,0.0296946151657015,0.0018684880006634,0.0135327545008897,8.942097446662242e-06,52482010650.0,42.58509717204056,33.791274606014184,2234951523314.3174,6.708011688422567e-07,3.65628927678192e-07
88,88,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6613990000000.0,1588.0,0.7939999999999999,300.0,0.0089659692877148,0.0262438159636241,0.0019105297851938,0.013419767018409,-3.239370358295312e-06,52515080599.99999,33.459851397333985,26.56712200948318,1757146792995.0166,6.71223853888786e-07,3.658593176767289e-07
89,89,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,6613990000000.0,1576.0,0.788,300.0,0.0089907459241658,0.0227913689112532,0.001933541491436,0.0131589244718786,1.236835897636418e-05,52118241200.0,33.36764296649108,26.293702657594967,1739062864403.0654,6.661516333304327e-07,3.630946376942852e-07
90,90,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6613990000000.0,1535.0,0.7675000000000001,300.0,0.0054146481734846,0.0190302246480891,0.0018322461360126,0.0131209064732914,-2.287544880680299e-05,50762373250.00001,55.40526187261575,42.52353848723259,2812502583191.716,6.488215464227248e-07,3.536486477542689e-07
91,91,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,6613990000000.0,1592.0,0.796,300.0,0.0071671685520868,0.0240239784021996,0.0018636072319838,0.0131789504646207,-2.750040530615691e-05,52647360400.0,41.857533811263366,33.318596913765646,2203688668016.768,6.72914594074904e-07,3.667808776708769e-07
92,92,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,6613990000000.0,1576.0,0.788,300.0,0.0056462483154859,0.0225673856539454,0.0018421053111472,0.0135793629853574,-9.361551271196227e-06,52118241200.0,53.13262599117163,41.868509281043245,2769179016997.272,6.661516333304327e-07,3.630946376942852e-07
93,93,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,6613990000000.0,1584.0,0.792,300.0,0.0075885906263692,0.0260769182473224,0.0018768639875721,0.0132251143294119,-1.5675952771149538e-06,52382800800.0,39.53303251825731,31.31016175445979,2070850967423.7952,6.695331137026683e-07,3.64937757682581e-07
94,94,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,6613990000000.0,1532.0,0.766,300.0,0.0089456875650171,0.0305368509423403,0.001849008543867,0.0134761178047667,-1.1479823307375462e-05,50663163400.0,33.53571179628223,25.688355235952184,1699025246470.354,6.475534912831362e-07,3.52957477758658e-07
95,95,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6613990000000.0,1577.0,0.7885,300.0,0.0036856637580058,0.0161991492996164,0.0018979518062362,0.0132731313997163,-4.506344043181376e-08,52151311150.0,81.39646470689402,64.18111242138593,4244932357439.224,6.665743183769621e-07,3.633250276928222e-07
96,96,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,6613990000000.0,1520.0,0.76,300.0,0.0086342704371986,0.026521585284537,0.0018722239679851,0.0134499198548468,-2.3543745543990145e-05,50266324000.0,34.74526332966391,26.40640013054457,1746516663994.2048,6.424812707247828e-07,3.5019279777621413e-07
97,97,0.02,300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6613990000000.0,1566.0,0.783,300.0,0.0094511744139822,0.0237249841839835,0.0018883816308242,0.0132090358416366,-6.495362345181748e-06,51787541700.0,31.742086947012044,24.85405407951043,1643844651413.412,6.61924782865138e-07,3.607907377089154e-07
98,98,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2137.0,1.0685,550.0,0.0202344278352484,0.0260580625132895,0.0020623169784309,0.0118831277279481,1.202759408799561e-06,80609563300.0,27.18139620641502,29.04332184655445,2191080478083.392,1.9188152670585462e-06,1.0942187485577302e-06
99,99,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,7544180000000.0,2076.0,1.038,550.0,0.0280408545584123,0.0352209309952178,0.0019215404490534,0.012292096647599,-3.121186063290907e-05,78308588400.0,19.614238177167064,20.359579227899413,1535963304195.3418,1.8640432823647832e-06,1.0629846148834104e-06
100,100,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2011.0,1.0055,550.0,0.0182794366513689,0.0246250528483073,0.0020691981478349,0.0122046314238703,7.468422670447185e-06,75856729900.0,30.08845461103469,30.253941111395388,2282411774537.668,1.805679692117331e-06,1.0297023412960202e-06
101,101,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2014.0,1.007,550.0,0.0206751179076718,0.0387634471023994,0.0020371151063477,0.0113903493474727,2.182281113175541e-05,75969892600.00002,26.60202483275384,26.78823900658312,2020952969486.8423,1.8083733962825983e-06,1.031238446230823e-06
102,102,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,1944.0,0.972,550.0,0.0230108883879438,0.0394920601615374,0.0019440568909054,0.0124374392232246,9.324642019533566e-06,73329429600.0,23.90172820481641,23.23247981508156,1752700095713.4197,1.745520299093034e-06,9.953959977520952e-07
103,103,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,1800.0,0.8999999999999999,550.0,0.0233795924066271,0.0977396724391656,0.0020482436484829,0.0116417157439799,2.933719491779893e-05,67897619999.99999,23.52478992936157,21.17231093642541,1597277247203.619,1.6162224991602166e-06,9.216629608815696e-07
104,104,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2063.0,1.0315,550.0,0.021426376164527,0.0218871918426338,0.0019352340167353,0.0122759715338964,-1.275818078378226e-05,77818216699.99998,25.66929637455756,26.477879210356114,1997538867811.844,1.8523705643152923e-06,1.056328160165932e-06
105,105,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2130.0,1.065,550.0,0.022849746842553,0.0267224556154868,0.0019354258199191,0.0125987457707894,-2.83539858898795e-05,80345517000.0,24.070288558984657,25.634857315318666,1933939778610.808,1.91252995733959e-06,1.0906345037098571e-06
106,106,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2135.0,1.0675,550.0,0.0208548736192142,0.0191398477209856,0.0020295070061241,0.0121895828164041,-4.407665373597736e-06,80534121500.00002,26.37273234268216,28.1528917758132,2123904830772.545,1.917019464281702e-06,1.0931946786011951e-06
107,107,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2069.0,1.0345,550.0,0.0269586597222541,0.0264402796610458,0.0020362616434671,0.0124864367029077,-8.153391360567698e-06,78044542100.0,20.40160770848629,21.105463174429065,1592234131712.6426,1.8577579726458269e-06,1.0594003700355375e-06
108,108,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2164.0,1.082,550.0,0.02551419069664,0.0254579759285065,0.0019588130010136,0.0128667675031322,1.526821262499067e-05,81628027600.0,21.55663123080869,23.32427499173501,1759625289071.474,1.943058604545949e-06,1.1080436929709538e-06
109,109,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2104.0,1.052,550.0,0.0218575692558715,0.0234091959534289,0.0020338388284211,0.012563597576767,-1.5108951235264002e-05,79364773600.0,25.162907803769368,26.47137900956537,1997048480963.8289,1.8891845212406087e-06,1.0773215942749014e-06
110,110,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2129.0,1.0645,550.0,0.0239045714174608,0.0261844811056451,0.0020153553930825,0.0126574071704065,1.765023280246079e-06,80307796100.0,23.00815147006813,24.49217723988753,1847733936896.147,1.911632055951167e-06,1.09012246873159e-06
111,111,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2020.0,1.01,550.0,0.2483899595108596,0.0225804194005307,0.0019317504220177,0.0126071439199892,-7.801040380075438e-06,76196218000.0,2.214260194265034,2.2364027962076847,168718252470.9409,1.813760804613132e-06,1.034310656100428e-06
112,112,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2070.0,1.035,550.0,0.0212155125539084,0.0236827354178092,0.0019531926822224,0.0121278144327813,9.071895031244067e-06,78082263000.0,25.924426694969323,26.83178162929325,2024237903320.816,1.858655874034249e-06,1.059912405013805e-06
113,113,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2039.0,1.0195,550.0,0.0219065804051297,0.0211292001186382,0.0019710515135491,0.0125044446025685,4.0821438616965965e-06,76912915099.99998,25.106611339084683,25.59619026019683,1931022666371.717,1.8308209309931563e-06,1.0440393206875112e-06
114,114,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2137.0,1.0685,550.0,0.0171952374514603,0.0221317096880915,0.0019821133051745,0.0125315868620795,-3.932344437961338e-06,80609563300.0,31.985600754428088,34.17661440610641,2578345308702.598,1.9188152670585462e-06,1.0942187485577302e-06
115,115,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2181.0,1.0905,550.0,0.0192789820964662,0.0187974010455322,0.0019995965663433,0.0121222721763248,7.793655879245129e-06,82269282900.0,28.52847713888441,31.11030431995345,2347017356445.064,1.958322928149129e-06,1.116748287601502e-06
116,116,0.02,550,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544180000000.0,2130.0,1.065,550.0,0.0226796350369795,0.0255463693415616,0.0020149769409226,0.0127877467279581,-6.81698378428302e-06,80345517000.0,24.25083115769786,25.827135182948226,1948445567044.943,1.91252995733959e-06,1.0906345037098571e-06
