,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
185,185,2.25,0.02,1025,100000.0,17.15,2.43,0.81,,1119.6,1.1195999999999997,1025.0,0.1131681399471289,0.0046661779337062,0.014160331605355,-4.552496270601917e-06,-2.9363555012965077e-05,12944724401489.2,14467754404955.912,12808797428667.889,9.098988145943352,10.186759124379416,117778482859456.08,131635878165385.12,116541741763853.38,0.000579691556489,0.0006478959929765,0.000573604465254,0.0003020932133527,0.0003376364210341,0.0002989210626968
186,186,2.25,0.02,1030,100000.0,17.15,2.43,0.81,,1126.2,1.1262,1030.0,0.1166911387708068,0.0043366466549308,0.0144943210918512,-4.7197683103520366e-05,3.534905728058941e-05,12886528290344.67,14519828523314.812,12864377186868.082,8.890520561691218,10.012648558626976,114569595908386.92,129090694490746.7,114372658229203.05,0.0005799429968036,0.0006534477461393,0.0005789461125348,0.0003015612935841,0.0003397826143284,0.000301042929346
187,187,2.25,0.02,1035,100000.0,17.15,2.43,0.81,,1117.7,1.1177,1035.0,0.1121749693940728,0.0048489607886006,0.014235600213584,3.2298921853247127e-06,3.5322946233830803e-05,12638981274168.92,14377278218291.824,12747506018909.832,9.294024570560158,10.396848266689814,117567836228923.84,133737478861559.08,118577333682849.28,0.0005715845710311,0.0006501972132669,0.0005764924879211,0.000296553258927,0.0003373395859719,0.0002990996165826
188,188,2.25,0.02,1040,100000.0,17.15,2.43,0.81,,1139.2,1.1392000000000002,1040.0,0.1086197753248142,0.004831647448587,0.0139480218548102,-4.981256801488516e-05,1.0833360152491232e-05,12719783869587.604,14620242669268.145,12972558482284.16,9.695195155721152,11.042030343470191,123290238281573.92,141710992962567.16,125740330401881.42,0.0005779753252381,0.0006643304319058,0.0005894611720484,0.0002992432656084,0.0003439531052725,0.0003051899940546
189,189,2.25,0.02,1045,100000.0,17.15,2.43,0.81,,1151.5,1.1515,1045.0,0.1175205173545009,0.0047545524136415,0.0133463633344018,4.368097767021571e-06,-2.539698264324406e-05,12728840544947.508,14744139552395.066,13092248514166.3,9.000620747322838,10.355492411078693,114471047907107.84,132594724483466.95,117739192472779.31,0.0005812101815059,0.0006732305267818,0.0005978037126296,0.0003002308083016,0.0003477649766997,0.0003088023877756
190,190,2.25,0.02,1050,100000.0,17.15,2.43,0.81,,1124.5,1.1244999999999998,1050.0,0.1169424660358572,0.0044158827472147,0.0138321689733965,-7.62761477936186e-06,2.1568892017370045e-05,12244225523888.389,14365261181968.049,12765368116922.412,9.141382024651133,10.274057512131993,111870055334765.48,131249016950055.08,116631503954465.92,0.0005617778614845,0.0006590931938265,0.0005856884282142,0.0002895492140384,0.0003397070787842,0.0003018730991155
191,191,2.25,0.02,1055,100000.0,17.15,2.43,0.81,,1144.7,1.1446999999999998,1055.0,0.1147507457993014,0.0044358759861093,0.0135949437059631,-1.0995383841244934e-05,5.929295809771396e-05,12362900973654.732,14589553818477.266,12974424294767.35,9.264962711850403,10.61812038780524,114677007845532.1,135331212412820.16,120349435768589.88,0.0005700074641519,0.0006726701599325,0.0005982025340857,0.0002930830141505,0.0003458695024204,0.0003075801858545
192,192,2.25,0.02,1060,100000.0,17.15,2.43,0.81,,1169.0,1.169,1060.0,0.1204517084768894,0.0045512644526064,0.0134363945529146,1.9985950197975816e-05,5.789470734249257e-05,12418639827019.066,14864789869325.572,13229163875649.396,8.860060607140111,10.364912961142176,110109598719269.78,131798334628937.16,117296092489129.4,0.0005752066497923,0.0006885074452356,0.0006127485085694,0.000295138704884,0.000353273377078,0.0003144014439055
193,193,2.25,0.02,1065,100000.0,17.15,2.43,0.81,,1151.7,1.1517000000000002,1065.0,0.1218423192647605,0.0043433728576373,0.0130479279331637,1.3342949704587584e-06,7.465678891532895e-05,12119542834592.03,14610841503525.645,13013006958916.5,8.847959573791902,10.182397204849588,107151167042636.7,129177209070070.2,115050452101380.22,0.0005640216448056,0.000679962187459,0.0006056018522321,0.0002887227783847,0.0003480727623979,0.0003100076938211
194,194,2.25,0.02,1070,100000.0,17.15,2.43,0.81,,1144.6,1.1445999999999998,1070.0,0.1185452794486763,0.0043576210958366,0.0134089728581553,-1.5696014474580243e-05,-0.0002067928064503,11868821502786.05,14487013240932.27,12912531223409.998,9.27311005062158,10.604008279118428,109957261470314.6,134213182200370.48,119626583957203.2,0.0005550281240712,0.0006774640414486,0.0006038356866567,0.0002834311590974,0.0003459543943578,0.0003083552727348
195,195,2.25,0.02,1075,100000.0,17.15,2.43,0.81,,1160.1,1.1601,1075.0,0.1120354586916618,0.0043464900818136,0.0138477802275942,-2.349951948502202e-05,-0.0001119128063198,11824274927303.9,14648981723327.64,13066863350189.137,9.763463336264188,11.338774986787794,115570030844423.31,143178611797585.56,127715044660717.8,0.0005555288234434,0.0006882393746286,0.0006139081903672,0.0002830178839328,0.0003506281640605,0.0003127596438468
196,196,2.25,0.02,1080,100000.0,17.15,2.43,0.81,,1156.4,1.1564,1080.0,0.1180944846517831,0.0046842097443251,0.0138221141540724,1.892558936439522e-05,-1.768894506920977e-05,11625907425272.102,14568157207016.02,13004726207210.66,9.205079528767229,10.627979934586747,106848764127598.56,133889728882801.44,119520900367545.23,0.0005487294996225,0.0006876003155892,0.000613808165107,0.0002789124445282,0.0003494987694507,0.0003119911284506
197,197,2.25,0.02,1085,100000.0,17.15,2.43,0.81,,1145.9,1.1459,1085.0,0.1194793881141094,0.0045852641952806,0.013606625899589,2.3734106246468604e-05,-5.810848152593605e-05,11391227382005.451,14402086043437.844,12866368397891.805,9.220154988500171,10.56939169416762,105068805373717.72,132839941187013.95,118675004170327.58,0.0005401816085458,0.0006829590652934,0.0006101340394886,0.0002738934210628,0.0003462872335521,0.000309362067754
198,198,2.25,0.02,1090,100000.0,17.15,2.43,0.81,,1156.2,1.1562,1090.0,0.1258053132266922,0.0045707439364329,0.0139343520427638,8.57642029571831e-08,2.952447317050654e-05,11329951630338.191,14497442708156.14,12961560215859.035,8.729078765297427,10.092911027013844,98903471497469.16,126553709888125.38,113146405492084.08,0.000539751786354,0.0006906490737648,0.0006174805955669,0.0002730306198119,0.0003493612238994,0.000312349331659
199,199,2.25,0.02,1095,100000.0,17.15,2.43,0.81,,1179.8,1.1798,1095.0,0.1214139639421318,0.0046213356757583,0.0133385934088696,-1.2666369918991606e-05,-4.472547065795555e-06,11394207538338.496,14758566613822.771,13205251571592.371,9.056196334664062,10.682726746886932,103171050711467.48,133634289126290.05,119569498358383.22,0.0005452828750709,0.0007062881387786,0.0006319524652122,0.0002751662411497,0.0003564143698646,0.0003189023392952
200,200,2.25,0.02,1100,100000.0,17.15,2.43,0.81,,1170.7,1.1707,1100.0,0.1274029583681794,0.0041053196845769,0.0136882526864636,-4.474143883835139e-05,-0.0002126425927295,11140599411153.4,14610206185763.531,13082682124173.662,8.674440008881717,10.152114050774305,96609409597692.28,126697257626377.05,113450825159850.72,0.000535619892868,0.0007024323183333,0.0006289917211062,0.0002696182568484,0.0003535876462857,0.0003166194043105
201,201,2.25,0.02,1105,100000.0,17.15,2.43,0.81,,1176.2,1.1762,1105.0,0.1267920806456686,0.0043133296253713,0.0139643613690607,-5.339770683477454e-06,-2.858854902495488e-05,11026436934514.88,14644158312739.8,13123332744475.744,8.815660215854175,10.357936645259567,97101798325671.84,128960435322657.8,115567632326084.1,0.0005325408543632,0.0007072649692382,0.0006338140664424,0.0002674038274266,0.0003551377480799,0.0003182559720159
202,202,2.25,0.02,1110,100000.0,17.15,2.43,0.81,,1183.9,1.1839,1110.0,0.1334437792126436,0.0045999332229409,0.0142771900786897,-1.9484091337562383e-05,5.63886486760727e-05,10931036172618.072,14705112035035.26,13188296073864.36,8.419796246778692,9.97214752235696,92073574867444.58,123863118967951.95,111086775924568.4,0.0005303999078147,0.0007135270567785,0.0006399275339819,0.000265636207002,0.0003573504032775,0.0003204901063868
203,203,2.25,0.02,1115,100000.0,17.15,2.43,0.81,,1189.0,1.1889999999999998,1115.0,0.1209556055982829,0.0044082936669322,0.0136574108529261,2.570668470612303e-05,7.719504370302024e-05,10809813854322.049,14733393908344.412,13224069680789.32,9.301921676280765,11.081936882751275,100751618879636.05,137320892650113.5,123253410879404.62,0.0005268806055333,0.0007181196280162,0.0006445537300574,0.0002929758800084,0.0003993157610279,0.000358408896234
204,204,2.25,0.02,1120,100000.0,17.15,2.43,0.81,,1173.5,1.1735,1120.0,0.1288279044729279,0.0042592370987105,0.0133460839671536,2.9199757291204578e-05,7.28957161496282e-05,10502778321548.828,14506719298657.455,13030913909233.754,8.738095537273798,10.237497584292369,91625196161239.34,126555180039210.22,113680400227441.34,0.0005141732932632,0.0007101899523989,0.0006379405252412,0.0003217486956249,0.0004444079337144,0.000399197186186
205,205,2.25,0.02,1125,100000.0,17.15,2.43,0.81,,1204.5,1.2045,1125.0,0.1283798849736058,0.0043710049659246,0.0137649448439196,2.6253973855989124e-05,1.869994280053065e-05,10609723380586.355,14854417103703.24,13353834528969.604,8.874430959651225,10.692302664620687,94182128329706.86,131862120032638.62,118541503127443.3,0.0005217659249245,0.0007305118523174,0.0006567160683044,0.0003263641556248,0.0004569345610103,0.0004107753589858
206,206,2.25,0.02,1130,100000.0,17.15,2.43,0.81,,1181.9,1.1819,1130.0,0.1230397206336192,0.0046159897379653,0.014353799100948,1.5813065518876785e-05,-0.0001431810351484,10240160226497.293,14540848706561.27,13082363649137.207,9.391795958784533,11.099351896349855,96166462330907.12,136554697238097.3,122857904880099.44,0.0005058482390311,0.0007182956662337,0.00064624873712,0.0003162993623608,0.00044913957129,0.0004040897006364
207,207,2.25,0.02,1135,100000.0,17.15,2.43,0.81,,1207.3,1.2073,1135.0,0.1342656120406672,0.0044741551456259,0.0137638149623641,4.329596148049207e-06,-9.263278180278694e-06,10280509684911.41,14817738805967.594,13342151672805.514,8.591591084015338,10.369183179102324,88296602416451.53,127265673800356.95,114592242772042.5,0.0005100511368611,0.0007351585432372,0.0006619496345474,0.0003188259130873,0.0004595374402142,0.0004137755636644
208,208,2.25,0.02,1140,100000.0,17.15,2.43,0.81,,1194.6,1.1946,1140.0,0.1300053594890414,0.0045036304448562,0.0132804707738145,2.0842938205604577e-06,-4.918176057800478e-05,10002795210331.676,14626635817291.611,13180663058533.756,8.826904195915226,10.540603104548548,88260082243583.98,129058733387615.12,116300132223999.05,0.0004984955384844,0.0007289275192224,0.0006568665648737,0.0003114689820092,0.0004554470297989,0.0004104220489097
209,209,2.25,0.02,1145,100000.0,17.15,2.43,0.81,,1202.9,1.2029,1145.0,0.1296064458721275,0.0045429971535472,0.0138889555696398,7.91946101898085e-06,4.001729133420001e-05,9891370248027.02,14692785770860.725,13250956573276.902,8.913722648569557,10.728520504452598,88219942242156.67,131043190132354.0,118183688835324.77,0.000495104634961,0.00073543565282,0.0006632660442981,0.0003124598698851,0.0004641324523393,0.0004185863093706
210,210,2.25,0.02,1150,100000.0,17.15,2.43,0.81,,1200.7,1.2007,1150.0,0.1303352631426833,0.004505968648761,0.0125003375889224,2.451888154979012e-05,-0.0001058722872521,9702399961537.574,14630504139671.809,13205475818139.932,8.901611306063545,10.70093639828507,86470196468007.89,130390683995564.6,117690477920385.52,0.0004878202328022,0.0007355969619601,0.0006639489521569,0.0003109942932731,0.0004689564760455,0.0004232795633738
211,211,2.25,0.02,1155,100000.0,17.15,2.43,0.81,,1220.4,1.2204000000000002,1155.0,0.1335009790474941,0.0044354570300505,0.0132318188538192,-1.2871450374541749e-05,5.865375549019511e-05,9680372083914.154,14834557693657.006,13400544928852.09,8.705137666791362,10.61935326391164,84234096103894.56,129083422372027.28,116605310167486.08,0.0004887751095657,0.0007490169281949,0.0006766116797023,0.0003116201883463,0.0004775382208927,0.0004313760151442
212,212,2.25,0.02,1160,100000.0,17.15,2.43,0.81,,1239.6,1.2396,1160.0,0.1383927774968696,0.0043616777227679,0.0126977629410433,1.7267962491821706e-05,-3.334528470162336e-06,9646229661466.271,15031386312816.805,13589435496050.057,8.485540006190604,10.52114394753472,81872677330804.9,127579363607735.34,115340760745144.0,0.0004891596591785,0.0007622405917962,0.0006891193625869,0.0003118598203588,0.000485960380353,0.0004393425266978
213,213,2.25,0.02,1165,100000.0,17.15,2.43,0.81,,1229.6,1.2296000000000002,1165.0,0.1340414656563552,0.0045987798610648,0.013559096621229,1.7060415098085173e-05,3.397485820676759e-05,9383475030047.584,14873864466499.746,13458050724028.066,8.79470447320524,10.804998427168936,82456435378206.84,130702734357883.6,118261399565617.28,0.0004779389479111,0.0007575870465609,0.0006854738338813,0.0003046454217856,0.000482897295455,0.0004369312569283
214,214,2.25,0.02,1170,100000.0,17.15,2.43,0.81,,1220.5,1.2205,1170.0,0.1362581541433655,0.0045483483519897,0.0132187751746854,-1.832554948321997e-05,8.284151523641408e-06,9130460987447.56,14727792544273.297,13336854475033.557,8.66578720071622,10.57777500377514,79131472352287.52,127642176022613.66,115587255956572.34,0.0004670649492891,0.0007533941262427,0.0006822412655419,0.0002976874468133,0.0004801815555347,0.0004348317311308
215,215,2.25,0.02,1175,100000.0,17.15,2.43,0.81,,1230.9,1.2309,1175.0,0.135894885746029,0.0046099425483619,0.0127393363792815,1.951469595898737e-06,-0.0001512246182483,9023131715584.74,14816989088074.744,13428718928412.56,8.699747619978684,10.705769482915958,78478810757200.61,128870964016418.34,116796465430542.72,0.0004635131325425,0.0007611402829462,0.0006898256362356,0.0002954064755894,0.0004850903947013,0.0004396401000632
216,216,2.25,0.02,1180,100000.0,17.15,2.43,0.81,,1220.9,1.2209,1180.0,0.1393074841734232,0.0044391246235091,0.0131856880088351,-9.431243329210966e-06,1.1544445994031904e-06,8766199204777.26,14660608332693.377,13298018930999.12,8.576485383677745,10.47053053080342,75179585889691.97,125730483370969.77,114044813839158.08,0.0004522640347584,0.000756367237576,0.0006860687916778,0.0002881883341532,0.0004819667217659,0.0004371716674172
217,217,2.25,0.02,1185,100000.0,17.15,2.43,0.81,,1231.3,1.2313000000000005,1185.0,0.1362935098139359,0.0046030513193292,0.0129098013375571,-3.675149922332331e-05,-5.104316440798764e-05,8655677136815.252,14749179668214.94,13389508252732.389,8.780014092079703,10.825703300422724,76101512667436.34,129676149608318.22,117721792968929.05,0.0004484542137178,0.0007641611010374,0.0006937159624414,0.0002857187182057,0.000486861587231,0.0004419796481439
218,218,2.25,0.02,1190,100000.0,17.15,2.43,0.81,,1221.5,1.2215,1190.0,0.1414481146159687,0.0042990448934699,0.0134078259681675,4.244025490399382e-06,-3.2360188865674634e-05,8403068979454.979,14595766745938.355,13261326382172.832,8.488349112244878,10.374900510791454,71372087308361.28,123970223387497.95,112636055551516.23,0.0004371714274695,0.0007593478286249,0.0006899232885995,0.000278519380834,0.0004837760973777,0.0004395461255919
219,219,2.25,0.02,1195,100000.0,17.15,2.43,0.81,,1216.1,1.2161000000000002,1195.0,0.1428546997334706,0.004537530886351,0.0125498050376333,1.1760300313511885e-05,-1.8595822144447696e-05,8183015879384.023,14495377914022.062,13181182470584.611,8.414619375170577,10.23512359301179,68871128105479.44,121998178174022.9,110937448966757.69,0.0004275432058209,0.000757349177161,0.0006886855766934,0.0002723142466158,0.0004823769102067,0.0004386431392644
220,220,2.25,0.02,1200,100000.0,17.15,2.43,0.81,,1234.0,1.2339999999999998,1200.0,0.1388103823825758,0.0044517920944324,0.0135918221850735,-9.56629019929296e-06,-3.8869106973696885e-06,8109769274600.677,14672346205042.484,13353363674191.324,8.703933661880432,10.74064905001529,70586860336371.9,127707067527297.4,116226736516784.2,0.000425489115452,0.0007698028633122,0.0007006008069595,0.0002709642148195,0.0004902335238392,0.0004461635813129
221,221,2.25,0.02,1205,100000.0,17.15,2.43,0.81,,1239.0,1.239,1205.0,0.1412391020993026,0.0043592621970127,0.0130570619268912,-1.7600363824018673e-05,-2.390413378807903e-05,7952015054702.391,14695257237556.871,13385546163011.92,8.686783435801235,10.7550438451043,69026852760495.33,127561045928176.34,116192200059613.3,0.0004189967862786,0.0007743025527137,0.000705293034068,0.0002667440997303,0.0004929408628093,0.0004490076334224
222,222,2.25,0.02,1210,100000.0,17.15,2.43,0.81,,1228.5,1.2285,1210.0,0.1381321956772808,0.0045154146665829,0.0137579253065256,-4.347451300685231e-06,-0.0001000613108801,7694629665309.505,14534491497722.707,13250371452835.893,8.795684581110777,10.812419232398316,67722883011294.35,127922682460811.4,116620733523047.95,0.0004071172874566,0.0007690094274181,0.0007010675650826,0.0002591351529899,0.0004894839442208,0.0004462381144976
223,223,2.25,0.02,1215,100000.0,17.15,2.43,0.81,,1240.0,1.24,1215.0,0.1373064280709285,0.0040500544740975,0.0134592832039581,-1.1623301153832071e-05,-0.0001304809998489,7573034166918.8125,14633980200939.695,13352466900330.818,8.902687751854804,11.035433521568956,67396544440002.35,130235738438247.05,118830855506089.22,0.0004023099915752,0.0007774158047604,0.0007093366711122,0.0002560299866768,0.0004947472404445,0.0004514216953527
224,224,2.25,0.02,1220,100000.0,17.15,2.43,0.81,,1246.8,1.2468,1220.0,0.145327460018484,0.0047167200653091,0.0125746678154101,8.190602578483189e-06,1.571304277582602e-05,7424611698055.516,14677461734245.191,13403628378374.55,8.552422230629437,10.671615218687172,63548764188171.375,125627385318310.58,114724386099044.88,0.0003960773680081,0.0007829918451173,0.0007150372390863,0.000251990120047,0.0004981506770741,0.0004549169790276
225,225,2.25,0.02,1225,100000.0,17.15,2.43,0.81,,1264.4,1.2644,1225.0,0.1340270607944148,0.0045855694425467,0.0132346811229468,2.1620700949031247e-05,-4.747780108194814e-05,7328058480026.049,14847362433947.63,13570462683122.246,9.255726300868194,11.719989662168462,67925316062694.734,137623326665876.78,125787474183039.88,0.0003925287457462,0.0007953015890529,0.0007269042285513,0.0002496642771368,0.0005058442177508,0.000462340709402
226,226,2.25,0.02,1230,100000.0,17.15,2.43,0.81,,1248.6,1.2486000000000002,1230.0,0.1477956012865888,0.0045194910810916,0.0124065868702861,-1.3456649218383191e-05,-7.765603136796477e-05,7037642555406.136,14625006708189.934,13378791985265.283,8.393276808670118,10.473502490192644,59033130569543.4,122677434068005.3,112223939751277.72,0.0003784834911349,0.000786530937485,0.0007195096735713,0.0002406903888385,0.0005001814916923,0.0004575604145524
227,227,2.25,0.02,1235,100000.0,17.15,2.43,0.81,,1253.1,1.2531,1235.0,0.1451993002017615,0.004386412181463,0.0128409784450105,1.6928999691178523e-05,-3.53400363233234e-05,6863450067718.428,14640760636674.74,13404836465653.338,8.626467107765219,10.822457111046036,59276509449915.15,126445618117870.4,115771500861957.69,0.0003706294919802,0.0007906078755488,0.0007238673961817,0.0002356136802728,0.0005025990517256,0.0004601713164613
228,228,2.25,0.02,1240,100000.0,17.15,2.43,0.81,,1257.5,1.2575,1240.0,0.14339621677193,0.0043733163150735,0.0130588661763516,-1.24675296261494e-05,3.7755004945964096e-05,6853375000000.0,14655083722515.889,13429653896882.684,8.721650680018781,10.972231643980557,59798662459694.04,127871947010237.12,117179541514976.5,0.0003715837552368,0.0007945853018291,0.0007281436119481,0.0002361538965155,0.0005049855180599,0.0004627596033493
229,229,2.25,0.02,1245,100000.0,17.15,2.43,0.81,,1257.6,1.2575999999999998,1245.0,0.145022592193959,0.0043479753437493,0.0133785015712358,2.527101266918947e-05,-2.137017920413313e-05,6853920000000.0,14619161287835.447,13408469228196.72,8.664554280938995,10.892246755186983,59362744815769.04,126618568782586.48,116132598157482.7,0.0003731527601974,0.0007959212226474,0.0007300066680854,0.0002370446201759,0.000505607526024,0.0004637354237194
230,230,2.25,0.02,1250,100000.0,17.15,2.43,0.81,,1270.9,1.2708999999999997,1250.0,0.1488618961548809,0.0046863097079398,0.0131193067420571,-1.4015765662952084e-05,-2.347258000932604e-05,6926405000000.0,14736289072928.188,13527785202423.582,8.45613607034132,10.74760226639677,58574432351862.4,124620169831206.95,114400232040991.72,0.0003786135660125,0.0008055201732635,0.0007394605131727,0.0002404392289454,0.0005115470409558,0.0004695957344986
231,231,2.25,0.02,1255,100000.0,17.15,2.43,0.81,,1269.5,1.2695000000000003,1255.0,0.1476627777121393,0.0046017577001438,0.0129081357541468,2.5772860864716457e-06,-1.2055470660258984e-05,6918775000000.0,14682617079274.64,13490420045701.416,8.589813600001458,10.907821598618396,59447627712470.27,126156256558925.05,115912638951505.72,0.0003796536309711,0.000805678589968,0.0007402592154936,0.0002410441638345,0.0005115297370959,0.0004699946189451
232,232,2.25,0.02,1260,100000.0,17.15,2.43,0.81,,1279.7,1.2797,1260.0,0.1521598886416086,0.0044547783261332,0.0123960998103236,6.6817929940863244e-06,-1.8528437183060796e-05,6974365000000.0,14762847328196.01,13576167292592.754,8.379985286484233,10.734025485655796,58500438896824.1,123829631524342.88,113875850368224.84,0.0003842709741689,0.0008133978827195,0.0007480146265653,0.0002438640321125,0.0005161943022648,0.0004747011228414
233,233,2.25,0.02,1265,100000.0,17.15,2.43,0.81,,1271.2,1.2712,1265.0,0.1508816676431706,0.004705046265768,0.0125880457059212,1.9015473196589568e-05,6.301942977704639e-05,6928040000000.0,14627300908899.488,13463498639106.61,8.431203969713888,10.720606020309006,58427302810684.086,123358661253004.44,113543788990582.48,0.0003832333327688,0.0008091277297376,0.0007447505288934,0.0002431074624927,0.0005132773493052,0.0004724391011639
234,234,2.25,0.02,1270,100000.0,17.15,2.43,0.81,,1247.2,1.2472,1270.0,0.1573893472576401,0.0044504124040643,0.0130643358240079,2.1062919716829323e-05,2.8141399669112784e-05,6797240000000.0,14314359275607.309,13187241878168.203,8.146913371328491,10.15313554137091,55334588700471.45,116529530077871.16,107353956226655.28,0.0003774564609792,0.0007948884243246,0.0007322986461285,0.0002393706222288,0.0005040924090675,0.0004644000055699
235,235,2.25,0.02,1275,100000.0,17.15,2.43,0.81,,1263.4,1.2634,1275.0,0.1524221530144131,0.0043974589602236,0.012670069213396,2.255802484500561e-07,-0.000118017020735,6885530000000.0,14463030959777.85,13336176953922.027,8.475486466405995,10.696232985304302,58294469769908.45,122447323745016.0,112907120335915.69,0.0003838786961306,0.0008063358182938,0.0007435120056756,0.0002433298818606,0.0005111135402488,0.0004712912967731
236,236,2.25,0.02,1280,100000.0,17.15,2.43,0.81,,1280.9,1.2809,1280.0,0.1571680710979308,0.0045635978470921,0.0121964084913452,-2.4905864976941065e-05,-1.7699294412009933e-05,6980905000000.0,14625590815101.031,13498238242642.969,8.19089071154867,10.489568186350686,57168146615611.234,119772138434434.05,110540003467725.72,0.000390707938861,0.00081856642398,0.0007554706505874,0.0002475682586291,0.0005186765970196,0.0004786965782076
237,237,2.25,0.02,1285,100000.0,17.15,2.43,0.81,,1281.3,1.2813,1285.0,0.1572846184883701,0.0045188499190171,0.0121002576328376,2.046591389904378e-06,2.9433836855959917e-05,6983085000000.0,14592371324403.473,13479781476806.72,8.265279316007645,10.600127851215946,57770696789126.9,120721924366732.31,111517526777962.78,0.0003923278752383,0.0008198373693563,0.0007573291783606,0.0002484968666929,0.0005192774471075,0.0004796853340167
238,238,2.25,0.02,1290,100000.0,17.15,2.43,0.81,,1276.3,1.2763,1290.0,0.1610248325979682,0.0044838814135976,0.0133194310765437,8.66802073514787e-06,-7.597988149487496e-05,6955835000000.0,14497788399372.432,13404595975492.37,8.03311448778503,10.24454835752361,55832788548503.68,116370206326502.95,107595417757578.88,0.0003923318862738,0.000817722770814,0.0007560631360295,0.0002483809860487,0.0005176912589447,0.0004786552248547
239,239,2.25,0.02,1295,100000.0,17.15,2.43,0.81,,1292.7,1.2926999999999995,1295.0,0.1666151074410208,0.0043523594917487,0.0123187269761522,3.3561714650532694e-05,4.994616938227248e-05,7045215000000.0,14645956852259.156,13553966371323.576,7.869322686789658,10.172437144677971,55439782438494.94,115251083393882.44,106658057533355.05,0.0003989134173912,0.000829281817361,0.0007674512480301,0.0002524234780707,0.0005247509647785,0.0004856259650137
240,240,2.25,0.02,1300,100000.0,17.15,2.43,0.81,,1280.7,1.2806999999999995,1300.0,0.1556152275470821,0.0041826339425457,0.0131535491444139,4.453447639558592e-06,-7.899636366525011e-05,6979815000000.0,14472230886002.707,13405484730333.07,8.399412339344428,10.754321815512698,58611053894544.19,121526531066194.7,112568827112472.31,0.0003967653297668,0.0008226692913703,0.0007620304506229,0.0002509289650882,0.0005202862710177,0.0004819360412688
241,241,2.25,0.02,1305,100000.0,17.15,2.43,0.81,,1299.6,1.2996,1305.0,0.1486914726180657,0.0046127427214457,0.0129018674708412,-1.266911251644989e-05,-0.0001180031900218,7082820000000.0,14609478348600.809,13580320894671.355,8.906362530948336,11.572756951403964,63071525385151.6,130095369433022.16,120930865678750.69,0.0004041543474886,0.0008336346524589,0.0007749096729654,0.0002571353888712,0.0005303839284881,0.0004930212957901
242,242,2.25,0.02,1310,100000.0,17.15,2.43,0.81,,1296.0,1.2959999999999998,1310.0,0.1606468924274849,0.0044661208239149,0.0125953752697565,-6.885815651104157e-06,-5.9948679151074255e-05,7063200000000.0,14492568319988.676,13519769971419.55,8.310937485823537,10.770790969017932,58700810781147.73,120444771588587.56,112360043450127.72,0.0004045493517585,0.0008300712310522,0.0007743535759801,0.0002589690661171,0.0005313635297693,0.0004956963137979
243,243,2.25,0.02,1315,100000.0,17.15,2.43,0.81,,1288.1,1.2881,1315.0,0.1604008067934955,0.0048942324255242,0.012881305630073,3.965162370346193e-06,-3.883033102716823e-05,7020145000000.0,14328251673057.36,13414565275513.254,8.265876687178238,10.65833090367185,58087903425011.58,118558533966722.4,110998273142866.4,0.0004036328085379,0.0008238223660958,0.0007712887208842,0.0002581870640654,0.0005269647895673,0.0004933612089492
244,244,2.25,0.02,1320,100000.0,17.15,2.43,0.81,,1294.9,1.2949,1320.0,0.1690664817842389,0.0044305060608879,0.0119323999729082,3.755144215241681e-05,-2.805571390285107e-05,7057205000000.0,14350453071561.615,13462469212826.98,7.896076823638296,10.231511329663878,55761736746668.14,113388542117146.1,106372234362723.3,0.0004072915261177,0.000828205774382,0.0007769576809807,0.0002603558252784,0.000529419798995,0.0004966601200038
245,245,2.25,0.02,1325,100000.0,17.15,2.43,0.81,,1300.1,1.3001,1325.0,0.1656708767686041,0.0042917684271944,0.0125103292554608,-1.258902548301594e-05,-0.0001157145549016,7085545000000.0,14369739747209.271,13493526520314.027,8.028639380949581,10.439251621787497,56893921338741.86,115382915899329.77,108347295293301.12,0.0004104459914306,0.0008323992123604,0.0007816426076648,0.0002647416305484,0.0005369055353163,0.0005041670348345
246,246,2.25,0.02,1330,100000.0,17.15,2.43,0.81,,1312.4,1.3124,1330.0,0.1641035862897751,0.0045265896002505,0.01268032944725,1.1289597560929134e-05,-8.956468440987877e-05,7152580000000.0,14466985180596.828,13597963919154.398,8.177017181505756,10.72632687415216,58458481464129.27,118239570200088.95,111137005348809.22,0.0004158926494619,0.0008411947572045,0.0007906648009006,0.000270705472712,0.0005475355832486,0.0005146455196106
