,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
59,59,2.25,0.02,395,100000.0,17.15,2.43,0.81,,545.5,0.5454999999999999,395.0,0.0282079432457578,0.0042099150396466,0.0206725812350745,5.02241565519116e-05,1.881408275140571e-05,12328300000000.0,8455250000000.0,6873300000000.0,14.156298253523651,7.72140649574825,174503786803910.44,119681800684097.88,97289721846427.95,0.0002098842273984,0.0001439471471095,0.0001170151002309,0.0001128216156854,7.737765677549246e-05,6.290054679814227e-05
60,60,2.25,0.02,400,100000.0,17.15,2.43,0.81,,567.1,0.5670999999999999,400.0,0.0268305611145364,0.0044825900102219,0.0225138932097372,7.682754309577179e-06,-0.0001680824562936,12810828684962.455,8790050000000.0,7145460000000.0,15.343067820277692,8.7074657552939,196702260749863.1,134965719207055.44,109714068516703.16,0.0002209993989199,0.0001516370107076,0.0001232662151559,0.0001188917949082,8.15766760709778e-05,6.631394312866582e-05
61,61,2.25,0.02,405,100000.0,17.15,2.43,0.81,,566.2,0.5662,405.0,0.0283053339921479,0.0043107920298767,0.021566410656556,-1.1591432209451756e-05,7.939563692209481e-05,12740404088099.504,8776100000000.0,7134120000000.0,14.54669219063788,8.227209654030684,185125354132575.44,127521749637475.58,103662841640786.6,0.0002226475500196,0.0001533685391934,0.0001246737802475,0.0001200209520175,8.267523303957081e-05,6.720696363216723e-05
62,62,2.25,0.02,410,100000.0,17.15,2.43,0.81,,579.0,0.5790000000000001,410.0,0.0291743284001369,0.0041701173868273,0.0199135607726784,-6.598817335479962e-06,-0.0001156378191187,13027500000000.0,8974500000000.0,7295400000000.0,14.464108498458756,8.38953643176558,188764569714725.6,130037814692366.5,105708159040246.3,0.0002306037947975,0.0001588603919715,0.0001291381250865,0.0001246042601218,8.583849030616638e-05,6.977838566823847e-05
63,63,2.25,0.02,415,100000.0,17.15,2.43,0.81,,581.9,0.5819000000000001,415.0,0.0301065615679248,0.0042620767313311,0.0181704108959624,-1.1786196876790312e-05,-0.0001701512979264,13048904590311.986,9019450000000.0,7331940000000.0,14.040368054069171,8.18163393405943,183470288019248.1,126815325977921.2,103088587569148.84,0.0002338689562409,0.0001616510675488,0.0001314066742655,0.0001266349123458,8.753050895980824e-05,7.115383308990862e-05
64,64,2.25,0.02,420,100000.0,17.15,2.43,0.81,,597.2,0.5972,420.0,0.0288811731619716,0.0042857781693113,0.021289208077237,-3.850780502377522e-06,-3.035242376344448e-05,13339165841472.088,9251021862868.672,7524720000000.0,14.775155117669168,8.833374337031719,197303826559728.2,136834794231050.72,111300516646599.69,0.000242005394932,0.0001678363719332,0.0001365169949151,0.0001313737574994,9.1110757395098e-05,7.410888748818153e-05
65,65,2.25,0.02,425,100000.0,17.15,2.43,0.81,,601.7,0.6017000000000001,425.0,0.031534556157021,0.0041293409916972,0.0209429624715182,-1.7809173197578094e-05,0.0001017040429467,13417910000000.0,9302985117918.438,7581420000000.0,13.918022564449188,8.38602136700284,187008276484163.3,129657689838413.6,105663869224235.78,0.0002464508081265,0.000170870739206,0.0001392502323943,0.0001340247704767,9.292285051681427e-05,7.572700035908651e-05
66,66,2.25,0.02,430,100000.0,17.15,2.43,0.81,,598.7,0.5987,430.0,0.0319983401351009,0.0043144359007993,0.0227586682622472,4.085447971541495e-05,-0.0002303447052367,13326602535334.682,9238945372380.629,7543620000000.0,13.853992980673072,8.337168150235637,185578964771073.7,128656490897575.92,105048318692969.05,0.0002477176956759,0.0001717354631124,0.0001402223979067,0.0001350291003161,9.361174224226352e-05,7.643420136725221e-05
67,67,2.25,0.02,435,100000.0,17.15,2.43,0.81,,612.1,0.6121000000000001,435.0,0.0318267408665576,0.0042294176921172,0.0200526828828371,-8.10790171469278e-06,-4.197624576419262e-05,13588620000000.0,9427678433277.225,7712460000000.0,13.89294821705884,8.52647735179698,189287797209893.0,131326395427811.0,107433614632641.95,0.0002555725556139,0.000177314243146,0.0001450546937268,0.0001395796162248,9.683924766522734e-05,7.922086326279686e-05
68,68,2.25,0.02,440,100000.0,17.15,2.43,0.81,,608.9,0.6089,440.0,0.0315816214863218,0.0042340838478312,0.0196256031237936,1.9464809359976075e-05,-0.0001136476027749,13506794550192.527,9377060000000.0,7672140000000.0,14.189646508131728,8.627804499687729,191384435533763.7,132868189295191.0,108710336696065.38,0.000257077304793,0.0001784753075738,0.0001460252516513,0.0001406759940028,9.76639743369243e-05,7.99068880938618e-05
69,69,2.25,0.02,445,100000.0,17.15,2.43,0.81,,617.9,0.6178999999999999,445.0,0.0330316320050428,0.0045049693297249,0.0195684217946607,3.8763569236579695e-05,5.616063550346748e-06,13655590000000.0,9515660000000.0,7785540000000.0,13.794772799673044,8.531322950621012,188542237208724.44,131382373439563.62,107494669177824.78,0.0002629699676112,0.0001832460407788,0.000149928578819,0.0001441314489571,0.0001004354893185,8.21744912606603e-05
70,70,2.25,0.02,450,100000.0,17.15,2.43,0.81,,608.8,0.6088,450.0,0.0315518261165947,0.0043597572625378,0.0203738896284257,4.809805911268777e-05,-0.0001732065652855,13454480000000.0,9375520000000.0,7670880000000.0,14.522415647082138,8.826380695318168,195063013366531.5,135926262707899.8,111212396761008.9,0.0002619986327231,0.0001825691829835,0.0001493747860774,0.0001439374374829,0.0001003002958025,8.206387838394428e-05
71,71,2.25,0.02,455,100000.0,17.15,2.43,0.81,,633.7,0.6336999999999999,455.0,0.0322453353930654,0.0042577759626805,0.0202825864854531,-4.044777667444145e-06,0.0001277446065108,13952089138302.164,9748981966222.111,7984620000000.0,14.350955785196051,9.078615027666944,199882667063813.7,139667435983901.05,114390549348603.48,0.0002748192008624,0.0001920291224218,0.0001572758649861,0.0001512406011894,0.0001056789330214,8.655325500713e-05
72,72,2.25,0.02,460,100000.0,17.15,2.43,0.81,,636.5,0.6365000000000001,460.0,0.0323800156099138,0.0043088640863227,0.0201138478398475,2.337126028199651e-05,0.0001186947033798,13957423718191.79,9773286791660.969,8019900000000.0,14.791883592655603,9.424292356792074,206659609847389.3,144707481557560.75,118746083695580.12,0.0002780585770754,0.0001947025664268,0.0001597717478033,0.0001533321144862,0.0001073664280387,8.810424114057963e-05
73,73,2.25,0.02,465,100000.0,17.15,2.43,0.81,,639.0,0.639,465.0,0.0353580676397143,0.004499677885896,0.019637735871597,2.81534936500045e-05,5.637955746573488e-05,13994100000000.0,9792828895452.53,8051400000000.0,13.228435964776484,8.454041530591788,185143509519960.1,129560222510383.38,106520923285456.52,0.000281934240274,0.0001972927001217,0.0001622087409795,0.0001557295639792,0.0001089768526744,8.959783133053012e-05
74,74,2.25,0.02,470,100000.0,17.15,2.43,0.81,,639.4,0.6394000000000001,470.0,0.0355096459902767,0.0045866716104829,0.0194582589242729,9.40811707943062e-06,0.0001953214118407,13971816895160.611,9782820000000.0,8056440000000.0,13.473624139726448,8.606531979749002,188065200067871.75,131679939290159.72,108442302944837.4,0.0002845541185846,0.0001992397798554,0.0001640798187044,0.0001575253016229,0.0001102964405264,9.083236278647104e-05
75,75,2.25,0.02,475,100000.0,17.15,2.43,0.81,,660.1,0.6600999999999999,475.0,0.0310720198802243,0.0042743759397794,0.0199879070732687,5.4552782647009215e-06,4.061377537649809e-06,14365740681627.52,10099530000000.0,8317260000000.0,15.521627932077791,10.23912197160092,222833769204019.97,156658566165494.1,129012936842171.58,0.0002957440701232,0.0002079166104085,0.0001712254438658,0.0001640063279503,0.0001153011784099,9.495391163179186e-05
76,76,2.25,0.02,480,100000.0,17.15,2.43,0.81,,643.6,0.6436,480.0,0.0382069363855464,0.0044824724485722,0.0188066652780812,1.7307371142798486e-05,0.0001001570308209,13966120000000.0,9847080000000.0,8109360000000.0,12.711118507629726,8.160484565825879,177082515078421.56,124855413857135.95,102822105529406.1,0.0002906510771211,0.0002049291004586,0.0001687651415542,0.0001614776360135,0.0001138528954381,9.376120800790848e-05
77,77,2.25,0.02,485,100000.0,17.15,2.43,0.81,,644.9,0.6449,485.0,0.0384689573744935,0.0039843576756215,0.0185812393600273,7.813831403895197e-06,-3.50371825958063e-05,13985321266117.166,9866970000000.0,8125740000000.0,12.824262510215998,8.26704580068121,179279409899568.2,126485800750422.48,104164777088583.23,0.0002941150576951,0.0002075050258485,0.0001708864918752,0.0001636785007477,0.0001154789958551,9.510034952778544e-05
78,78,2.25,0.02,490,100000.0,17.15,2.43,0.81,,665.2,0.6652,490.0,0.0348179988698631,0.0040312260839627,0.0204019257360834,-1.2104121520366757e-05,-2.345928988235498e-05,14366695318281.523,10162783259748.455,8381520000000.0,14.18843520901899,9.43589749478194,203792339690421.03,144159622821215.2,118892308434252.44,0.0003053066489817,0.000215969311844,0.0001781156854713,0.0001702251389043,0.0001204146920164,9.930922697402496e-05
79,79,2.25,0.02,495,100000.0,17.15,2.43,0.81,,650.0,0.65,495.0,0.0391244753018895,0.0042424046464901,0.0200890684088462,-6.319726992001891e-06,0.0001326173468953,13980905168913.02,9911391784819.762,8190000000000.0,12.824721232359677,8.329593669810185,179161937220299.06,127012101953605.2,104952880239608.34,0.0003002286425552,0.0002128391306169,0.0001758736328456,0.0001676240903733,0.000118832651548,9.819402131493352e-05
80,80,2.25,0.02,500,100000.0,17.15,2.43,0.81,,660.9,0.6609,500.0,0.0375271288950898,0.0042915419366016,0.0191901487624263,-2.5114321720939484e-05,-0.0002035294023071,14209350000000.0,10058107621939.982,8327340000000.0,13.476706826150046,8.90927977941501,191549515257422.72,135588583530533.95,112256925220629.16,0.0003083303051094,0.000218252023625,0.0001806958997385,0.0001724134374574,0.0001220430849698,0.0001010422935797
81,81,2.25,0.02,505,100000.0,17.15,2.43,0.81,,648.1,0.6481,505.0,0.0385730851952075,0.0046570418613735,0.0194425317595474,-7.667620949037163e-06,5.993810606586034e-05,13890169544981.217,9851120000000.0,8166060000000.0,13.283417379683344,8.607414066033778,184475298134647.97,130832693803713.4,108453417232025.6,0.0003045083241033,0.0002159619457506,0.0001790210866091,0.0001704873810803,0.0001209122497799,0.0001002298912649
82,82,2.25,0.02,510,100000.0,17.15,2.43,0.81,,666.9,0.6668999999999999,510.0,0.0369547136392611,0.004431858385305,0.0175698075323751,1.1193933869861342e-05,-0.0002930021164891,14234091096715.73,10136880000000.0,8402940000000.0,13.9897741089362,9.32346824063698,198996995463431.84,141716717257682.06,117475699832025.92,0.0003151724475042,0.0002244516532843,0.0001860586073277,0.0001767503072896,0.0001258736257049,0.0001043426107817
83,83,2.25,0.02,515,100000.0,17.15,2.43,0.81,,668.7,0.6687,515.0,0.0385135182629709,0.0041925375208005,0.0181836888764465,6.242703955751503e-06,9.554345698090528e-05,14243310000000.0,10164240000000.0,8425620000000.0,13.636160263996237,9.11164443484619,194078026462223.8,138496995409662.08,114806719879061.95,0.0003185155103183,0.0002272974533726,0.0001884176258221,0.0001788318116072,0.000127617067438,0.0001057878322183
84,84,2.25,0.02,520,100000.0,17.15,2.43,0.81,,645.7,0.6456999999999999,520.0,0.043886528312646,0.0043701459436177,0.019262466004863,7.111734969428053e-05,-7.877994008218306e-05,13731921769398.812,9814640000000.0,8135820000000.0,11.996225021468986,7.752302737891014,164866059670769.16,117835001615943.4,97679014497426.77,0.0003101410483745,0.0002216676434759,0.0001837508097234,0.0001743501416875,0.0001246135758233,0.0001032980957483
85,85,2.25,0.02,525,100000.0,17.15,2.43,0.81,,666.8,0.6668000000000001,525.0,0.0429225841802007,0.0043593159544919,0.0187191263527507,4.630695189749885e-06,0.0001174482651612,14121655643911.594,10116255692825.896,8401680000000.0,12.51535353308686,8.328605573329785,176385272796229.88,126356184079932.4,104940430223955.28,0.0003220338663748,0.0002306936959903,0.0001915940710259,0.0001813112795122,0.0001298850014324,0.0001078711582595
86,86,2.25,0.02,530,100000.0,17.15,2.43,0.81,,658.0,0.658,530.0,0.0438289562872341,0.0045616909657643,0.0169518291652384,-1.1547619823463511e-05,-0.0002041448089742,13883800000000.0,9963342765235.535,8290800000000.0,12.274699516663503,8.077031037059916,170425354881964.22,122301259494944.95,101770591066954.95,0.0003196722340089,0.0002294043446289,0.0001908943198347,0.0001802812292645,0.000129374067712,0.0001076560895133
87,87,2.25,0.02,535,100000.0,17.15,2.43,0.81,,625.5,0.6255000000000001,535.0,0.04041627346744,0.0040597418878476,0.018555447632945,-1.4773879011704442e-05,7.48990224980086e-05,13198050000000.0,9452785772591.88,7881300000000.0,13.583196252548186,8.453235355921851,178363266009951.06,127748397929382.42,106510765484615.31,0.0003068289626615,0.0002197588623217,0.000183224878177,0.0001733066944348,0.0001241267501977,0.000103491201416
88,88,2.25,0.02,540,100000.0,17.15,2.43,0.81,,640.7,0.6407,540.0,0.0429910664723251,0.0040259736018679,0.0178917397178478,-2.342022785601492e-05,-6.427782819556963e-05,13462919712322.316,9663598895197.07,8072820000000.0,12.696695624218764,8.119922008495848,170622534837987.5,122471779850767.7,102311017307047.69,0.0003160049591935,0.0002268263675185,0.0001894872144518,0.0001787982702073,0.0001283402711565,0.0001072134635382
89,89,2.25,0.02,545,100000.0,17.15,2.43,0.81,,628.6,0.6285999999999999,545.0,0.0442477939451009,0.004397331954635,0.0182660853308321,-4.278967345032282e-06,-6.403031890380366e-05,13153050217152.195,9462558070242.17,7920360000000.0,12.561261163433958,7.879078054919977,164864634618556.06,118606798655187.77,99276383491991.7,0.000310120162049,0.0002231064273072,0.0001867447691702,0.0001765921354456,0.0001270437889929,0.0001063383217433
90,90,2.25,0.02,550,100000.0,17.15,2.43,0.81,,640.6,0.6406,550.0,0.0460714768248066,0.0046165965119404,0.0175214953997324,4.1233900319410085e-05,-6.849462043238179e-05,13347466992143.133,9624306782822.928,8071560000000.0,12.249025355426513,7.817077597115639,162875718392948.06,117442948703985.62,98495177723657.05,0.0003177206573587,0.0002290952342838,0.0001921339345225,0.0001811825797169,0.0001306432697624,0.0001095658122998
91,91,2.25,0.02,555,100000.0,17.15,2.43,0.81,,672.0,0.672,555.0,0.0429450849398221,0.0041367130150366,0.0164891860654609,-2.5340316813387076e-05,6.502651911246078e-05,13977600000000.0,10080000000000.0,8467200000000.0,13.21071637696912,8.893926958561323,184993680738075.5,133408904378419.8,112063479677872.66,0.0003358816764587,0.0002422223628307,0.0002034667847778,0.000191736757021,0.0001382716997747,0.0001161482278108
92,92,2.25,0.02,560,100000.0,17.15,2.43,0.81,,656.3,0.6563000000000001,560.0,0.0459100937103698,0.0044792026477293,0.0189857279043971,4.969031473325097e-05,0.0001707097983321,13624090681634.68,9844500000000.0,8269380000000.0,12.639713225335017,8.327815466065449,172876600776467.25,124917231990981.72,104930474872424.66,0.0003304340704039,0.0002387651610743,0.0002005627353024,0.0001888790397737,0.000136480279712,0.0001146434349581
93,93,2.25,0.02,565,100000.0,17.15,2.43,0.81,,671.8,0.6718000000000001,565.0,0.042808806994003,0.0043671494964331,0.0163508644100842,-5.151094811996347e-06,-0.0001322494987895,13886418128765.71,10077000000000.0,8464680000000.0,13.366763773456032,8.979549182556415,185611453642147.6,134693237738346.23,113142319700210.84,0.0003398538642829,0.0002466228050043,0.0002071631562036,0.0001944649068177,0.0001411179504917,0.000118539078413
94,94,2.25,0.02,570,100000.0,17.15,2.43,0.81,,668.3,0.6683,570.0,0.0459342508152075,0.0043566886503442,0.017564239709263,-6.5491910633969774e-06,-2.2536666739057677e-05,13754945361851.906,10024500000000.0,8420580000000.0,12.539488965551456,8.378796539515102,172452324703133.4,125681948092726.5,105572836397890.28,0.000339678111462,0.0002475548349174,0.0002079460613306,0.0001945938675009,0.000141818536784,0.0001191275708986
95,95,2.25,0.02,575,100000.0,17.15,2.43,0.81,,693.8,0.6938,575.0,0.0444249406000153,0.0039431924519513,0.0187614140770267,-1.3281310153152847e-05,4.423356492641509e-05,14222900000000.0,10390653813856.34,8741880000000.0,13.203711817295238,9.152516414721656,187626586501794.0,137072109528697.52,115321706825492.88,0.000354420067505,0.0002589244265324,0.0002178386756372,0.0002029604493329,0.0001482743861605,0.0001247464225168
96,96,2.25,0.02,580,100000.0,17.15,2.43,0.81,,703.3,0.7033,580.0,0.0449965632288694,0.0040971356322016,0.0190736629380992,6.859541052053446e-06,-4.653339689109393e-07,14417650000000.0,10512188995652.797,8861580000000.0,13.191729805991349,9.28844442540444,190413110720791.03,138833901998392.05,117034399760095.95,0.0003624373443615,0.0002642601161084,0.0002227663677539,0.0002075407735824,0.0001513220140731,0.0001275616462018
97,97,2.25,0.02,585,100000.0,17.15,2.43,0.81,,704.5,0.7045,585.0,0.0520433160646234,0.0040810560225693,0.0179550339656932,-4.162088653740752e-05,0.0001627588975197,14383475984687.225,10509348950224.918,8875033731021.648,11.388363430341542,8.043672975342222,164224239985113.47,119991151368864.88,101331254758650.8,0.0003647627229942,0.0002665154614963,0.0002250694806901,0.0002087067730555,0.0001524925065854,0.0001287783045442
98,98,2.25,0.02,590,100000.0,17.15,2.43,0.81,,710.2,0.7102,590.0,0.045703268380555,0.0043019631230113,0.0184216631026327,-8.844373927915136e-06,7.610538420163355e-05,14437016905667.027,10581980000000.0,8934273568854.137,13.282594770600024,9.44566749491345,192012477202724.56,140740445674210.4,118825932751323.44,0.0003693452773482,0.0002707210473972,0.0002285674229485,0.0002111746296098,0.000154785834334,0.0001306843320931
99,99,2.25,0.02,595,100000.0,17.15,2.43,0.81,,725.3,0.7253000000000001,595.0,0.0537046518680198,0.0044665976938485,0.0163690322441376,2.031009647028701e-05,-0.0001708502637906,14679801599478.928,10806970000000.0,9111396798111.338,11.13924924541961,8.082622995201493,163589276124285.2,120431082628502.23,101535895875940.92,0.0003788791140328,0.0002789230624972,0.0002351610764679,0.0002164016634182,0.0001593104830922,0.0001343152637188
100,100,2.25,0.02,600,100000.0,17.15,2.43,0.81,,725.5,0.7255,600.0,0.0507998764561647,0.0041713904607534,0.017865525672095,2.3898351580953167e-05,3.131666961081295e-05,14619662590513.756,10809950000000.0,9101071839747.89,11.987119397823836,8.703080776209116,175377125356531.88,129675903565515.88,109176241724890.42,0.0003805820917888,0.0002814068626865,0.0002369209916334,0.0002172102633551,0.0001606078164812,0.0001352183197721
101,101,2.25,0.02,605,100000.0,17.15,2.43,0.81,,727.2,0.7272,605.0,0.0497366132271849,0.0043966134607754,0.0167052633605644,-6.249579969631588e-06,-6.0527257595391454e-05,14589582526233.35,10834911925220.348,9109530088393.91,12.216490409111133,8.88241259751067,178205021484373.88,132343451839240.69,111268708490858.88,0.0003830064591744,0.0002844386564511,0.0002391438451117,0.0002184116650171,0.0001622028011867,0.0001363731711001
102,102,2.25,0.02,610,100000.0,17.15,2.43,0.81,,725.5,0.7254999999999999,610.0,0.0521343940653195,0.0041608775602578,0.0175609658716453,-1.0432450110512028e-05,7.608989539865108e-05,14510000000000.0,10788187090359.434,9075397024745.46,11.892932051472185,8.610911335211146,172218226704222.88,128044276364927.08,107715284785557.8,0.0003841220553444,0.0002855948034864,0.0002402522507382,0.0002188847287548,0.0001627408273625,0.0001369032264716
103,103,2.25,0.02,615,100000.0,17.15,2.43,0.81,,760.9,0.7609,615.0,0.051156282526017,0.0044708380660765,0.0181372618794602,-2.621915357905369e-05,-0.0001862751825575,15207146204534.77,11292145516863.082,9511250000000.0,12.23428307398878,9.303452963961655,185936350939646.8,138068004571357.84,116293162049520.7,0.0004059822558544,0.0003014642358739,0.0002539200109646,0.0002311023371328,0.000171606242558,0.0001445420511179
104,104,2.25,0.02,620,100000.0,17.15,2.43,0.81,,742.7,0.7427,620.0,0.0514364744433691,0.004294590060135,0.0162753361339605,-5.423863433940648e-06,2.3364447460959377e-05,14777697469987.111,11000145260067.55,9283750000000.0,12.320088542695862,9.14133919218251,181887633031654.1,135392566292656.78,114266739902281.34,0.0003977541626073,0.0002960781661259,0.0002498799433813,0.0002262537754897,0.0001684176036951,0.0001421387528381
105,105,2.25,0.02,625,100000.0,17.15,2.43,0.81,,745.7,0.7457,625.0,0.0540794532422864,0.0042990543922629,0.0175525022595648,-1.1787754678055977e-06,-4.149800674069601e-05,14771415496227.63,11022586910911.217,9321250000000.0,11.631722028867651,8.66104983940347,171564926661344.03,128023567915459.84,108263122992543.36,0.0004008505754082,0.0002991189508449,0.0002529499239242,0.0002277934679693,0.0001699819018069,0.0001437451856831
106,106,2.25,0.02,630,100000.0,17.15,2.43,0.81,,753.5,0.7535000000000001,630.0,0.0500801594914718,0.0044016783774151,0.0171907757509017,2.2907211131288748e-05,0.0001523040899172,14859258923053.484,11115661403766.326,9418750000000.0,12.7153685338293,9.581596919851007,188952129433839.28,141348091663482.7,119769961498137.62,0.0004065502407869,0.0003041251817206,0.0002576975810328,0.000230817702753,0.0001726661768991,0.0001463070432423
107,107,2.25,0.02,635,100000.0,17.15,2.43,0.81,,761.0,0.7609999999999999,635.0,0.0573417534142662,0.0042805603950829,0.0162382054875643,1.315228068857548e-05,0.000118888631225,14939833587301.756,11203859073172.152,9512500000000.0,11.128740884529964,8.45880166639952,166061878113008.66,124535114058152.42,105735020829994.0,0.0004121204503924,0.0003090623078488,0.0002624055858085,0.0002338057010305,0.0001753383737203,0.0001488689092857
108,108,2.25,0.02,640,100000.0,17.15,2.43,0.81,,773.2,0.7732,640.0,0.0526662157527311,0.004445224826199,0.0161693570094802,1.1925839520388156e-05,-3.0518559564814984e-05,15110934869862.98,11366040000000.0,9665000000000.0,12.360990171162086,9.563565397062488,186904311741705.3,140584411336818.56,119544567463281.08,0.0004202155135698,0.000316074840967,0.0002687711232712,0.0002382661552096,0.0001792174126936,0.0001523957590932
109,109,2.25,0.02,645,100000.0,17.15,2.43,0.81,,771.0,0.771,645.0,0.0546803220193964,0.004420824026617,0.0180096537578839,-9.80341279835455e-06,-8.609047145250958e-05,14999726979668.545,11333700000000.0,9626166299566.168,11.894915463318146,9.17458926751957,178490705789093.06,134866462232537.66,114547499376599.66,0.0004203352370484,0.0003176026792083,0.0002697527027578,0.0002385329476397,0.0001802340050807,0.00015307997439
110,110,2.25,0.02,650,100000.0,17.15,2.43,0.81,,790.6,0.7906,650.0,0.0566125261987735,0.0043444800960106,0.0168972671198447,1.859207417775466e-05,2.619637549379312e-05,15337640000000.0,11621820000000.0,9856888826114.889,11.778876416511682,9.32518731294171,180908633871069.1,137080253500243.12,116262755661982.56,0.0004332641270355,0.0003282980756402,0.0002784415550588,0.000246008010124,0.0001864081313826,0.0001580995254893
111,111,2.25,0.02,655,100000.0,17.15,2.43,0.81,,771.5,0.7715,655.0,0.0534531569828572,0.0042668410831259,0.015925691484005,-4.256232417726657e-05,-0.000177442276679,14950090719727.7,11341050000000.0,9605106176534.885,12.420673339592486,9.575785656460694,185559124143557.6,140764049149972.2,119217677192540.12,0.0004256435048388,0.00032289063398,0.0002734666386963,0.0002417719711124,0.0001834067808944,0.000155333201422
112,112,2.25,0.02,660,100000.0,17.15,2.43,0.81,,784.6,0.7846,660.0,0.0570315642370359,0.0043624947640264,0.0165766994697943,4.9577877150219794e-06,-1.0027167791481334e-05,15134525919742.562,11514078156190.645,9754316822098.775,11.68077081242302,9.161411662378589,176718866002677.28,134444570356440.88,113896650385561.3,0.0004342158319542,0.0003303436825367,0.0002798553992713,0.0002467925087483,0.000187755351516,0.0001590596449744
113,113,2.25,0.02,665,100000.0,17.15,2.43,0.81,,800.8,0.8008000000000001,665.0,0.0575615427154047,0.0045212004711781,0.0161940400701306,-3.3693151308254875e-06,6.709022920562816e-06,15376166908706.713,11728198301671.932,9941548885970.066,11.782813016316776,9.42251386225181,180921760546436.75,137998390455471.95,116976001736147.6,0.0004445397947622,0.0003390735088212,0.0002874197534162,0.0002527432587796,0.0001927803643117,0.0001634126032629
114,114,2.25,0.02,670,100000.0,17.15,2.43,0.81,,789.8,0.7898,670.0,0.0588689973206214,0.0045248033754187,0.0165435051887405,5.046527716757183e-06,1.018023565763776e-05,15095079688807.855,11543804712258.717,9793520000000.0,11.514190453783623,9.095854152713546,173844825617858.78,132946016751218.84,112788591493647.95,0.0004397756152852,0.0003363138138204,0.0002853215334134,0.0002501284967481,0.0001912831584169,0.0001622805898328
115,115,2.25,0.02,675,100000.0,17.15,2.43,0.81,,786.9,0.7868999999999999,675.0,0.0582624084832672,0.0045062127067378,0.0157401074326122,1.1886318554796629e-05,-1.4540975688180915e-05,14970033766718.78,11478211549491.203,9757560000000.0,11.826477679661132,9.305592012800572,177030152053543.2,135737137776312.88,115389340958727.1,0.0004394034744261,0.0003369107988425,0.0002864058847651,0.0002499830300265,0.0001916734555941,0.0001629404751169
116,116,2.25,0.02,680,100000.0,17.15,2.43,0.81,,816.9,0.8169000000000001,680.0,0.0574550774807448,0.0042925656568741,0.0149037449613581,3.041180877036161e-05,9.860296569449178e-05,15468482411608.266,11891718991712.805,10129560000000.0,12.037940169267417,9.821657344596453,185978863860611.25,142975136705634.88,121788551072995.95,0.0004574646660197,0.0003516855184747,0.0002995714549766,0.0002603284535041,0.0002001329369127,0.0001704764966146
117,117,2.25,0.02,685,100000.0,17.15,2.43,0.81,,801.8,0.8018000000000001,685.0,0.0605500981878776,0.0043520144847801,0.0170530674645862,-2.197078431050709e-05,8.311552531588802e-05,15111617512090.75,11648260483473.678,9942320000000.0,11.502040963884951,9.199462626638631,173383338152328.12,133646466678807.31,114073336570319.05,0.0004502631968628,0.0003470695972144,0.0002962396833993,0.0002562370339386,0.0001975113328829,0.0001685849039807
118,118,2.25,0.02,690,100000.0,17.15,2.43,0.81,,808.2,0.8082,690.0,0.0576902429085748,0.0045152343669097,0.0158367087063906,4.4552484037959416e-05,-8.563681897053903e-05,15160735001999.494,11718900000000.0,10021680000000.0,12.0882860447466,9.765162104115898,183181186478679.7,141594850509680.53,121088010091037.12,0.0004551412901443,0.000351813765254,0.0003008614268379,0.0002590197194316,0.000200216294899,0.0001712194521895
119,119,2.25,0.02,695,100000.0,17.15,2.43,0.81,,811.7,0.8117000000000001,695.0,0.0600676483257984,0.0045341131500315,0.0160043106072487,1.6600300128685756e-05,3.699207218374463e-05,15154576804709.344,11769650000000.0,10065080000000.0,12.03322023102256,9.750662224711984,182046519134133.03,141384602258323.75,120908211586428.6,0.0004583206995316,0.0003559501720672,0.0003043987678368,0.0002608129710482,0.0002025577767202,0.0001732218228504
120,120,2.25,0.02,700,100000.0,17.15,2.43,0.81,,824.9,0.8249000000000001,700.0,0.0636845300094477,0.0043524130324275,0.016737274185536,2.8249835109074453e-05,0.0001086690806365,15328042116089.95,11961050000000.0,10221055099349.504,11.052198723498323,9.11583537466861,169387693715920.8,132179612932694.84,112951213045323.28,0.0004669018335781,0.0003643411294295,0.0003113397869634,0.0002657469016695,0.0002073723411079,0.0001772055233064
121,121,2.25,0.02,705,100000.0,17.15,2.43,0.81,,821.4,0.8214,705.0,0.0687881969942622,0.0045878350965953,0.0162867919680025,7.958389247856855e-06,-4.019497250823196e-05,15190334278321.465,11910300000000.0,10163153474406.207,10.333678899680624,8.484833467627507,156911926794681.4,123030085280598.88,104982547767563.4,0.0004660636912464,0.0003654270064204,0.0003118217635108,0.0002651749396573,0.0002079159698485,0.000177416346469
