,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
37,37,0.02,1240,2,100000.0,0.01715,0.00243,0.81,1.50355521895399,,14.95,0.0012605969176313,1240.0,0.0713136836501895,0.0177601236836844,0.0066903377017812,0.000480004378089,-0.0001598805192357,8937632146.006575,8004790426.959345,4210393704.888852,2319498328.441763,1298414825.1603346,733667406.0614706,18.149608608019943,0.0228615464517444,162088364342.8684,145170819968.57748,76357565148.82663,42065245471.20987,23547392845.29682,13305420034.915297,4.845902808089819e-07,4.3401245178237453e-07,2.2828371479576866e-07,1.2576108839048337e-07,7.039887013162926e-08,3.977877904525071e-08,3.079733207219158e-07,2.758294198285142e-07,1.4508193105940744e-07,7.992537519440414e-08,4.474083502730232e-08,2.52807436756213e-08
38,38,0.02,1260,2,100000.0,0.01715,0.00243,0.81,1.5138667440428,,16.55,0.001469367466233,1260.0,0.0662388340424342,0.0161637035308734,0.0067225473213148,-0.0002138997512579,7.801621089289976e-06,9932924071.735777,9330483410.580202,4907687337.218564,2703636137.8689094,1513448490.220096,855171865.3476658,20.11061573019252,0.0292352738704592,197630451364.305,185643989077.41663,97645814727.3341,53792903921.645134,30112332086.573097,17014929392.607325,5.472805638065127e-07,5.140875118596679e-07,2.7040193537185685e-07,1.4896394044437625e-07,8.338742318353669e-08,4.711794203186248e-08,3.4731232374580506e-07,3.262475230452459e-07,1.716010593655309e-07,9.453471533909485e-08,5.29188895648194e-08,2.9901741482257175e-08
39,39,0.02,1280,2,100000.0,0.01715,0.00243,0.81,1.52426622902487,,14.5,0.0013533125700646,1280.0,0.0700849980078166,0.0171731555681484,0.006467123402021,-0.000310344480793,7.50165124271771e-05,8593534819.910568,8593534819.910568,4520063984.015952,2490095128.9189672,1393911947.166596,787627915.77763,19.97078527951151,0.0261557909884442,166089272776.6212,166089272776.6212,87360341901.4039,48126655418.737465,26940464718.097607,15222670355.27457,4.809637542723708e-07,4.809637542723708e-07,2.5297936051491624e-07,1.3936587525372637e-07,7.801459321268377e-08,4.4082032281341716e-08,3.047579720443922e-07,3.047579720443922e-07,1.602978939572079e-07,8.830782182073728e-08,4.9433182867043156e-08,2.7932147988950593e-08
40,40,0.02,1300,2,100000.0,0.01715,0.00243,0.81,1.53429754702107,,14.55,0.001425232589677,1300.0,0.0696862599573193,0.016297187105797,0.0069495540919931,5.516049215574437e-05,-0.0001732217820773,8693918797.030048,9050226944.449314,4760276849.521371,2622427965.005785,1467989567.3673692,829485367.1920474,19.49314231601096,0.027001058302219,164706455643.5362,171456720219.09097,90183534729.4116,49681947276.08305,27811090051.28561,15714615931.891483,4.942030065939822e-07,5.144572281757027e-07,2.70596400331787e-07,1.4907107084146353e-07,8.344739291668883e-08,4.715182784224552e-08,3.125521301496644e-07,3.2536164368038824e-07,1.7113510077047196e-07,9.427801958612829e-08,5.2775195746582695e-08,2.982054749952535e-08
41,41,0.02,1320,2,100000.0,0.01715,0.00243,0.81,1.5451051452317,,15.0,0.0015390818008962,1320.0,0.0636194043104571,0.0166025504428096,0.0069613632940142,-0.0001723295098407,5.605768099504408e-05,8849720355.153595,9773169435.691362,5140533214.993568,2831910513.6491504,1585254254.9231658,895745608.1216335,21.313485095205632,0.0326825595477339,187924717399.47064,207534253128.11105,109159748889.43164,60135909567.830605,33663036334.166046,19021249656.7812,5.107427245157421e-07,5.640376175086888e-07,2.966749043274049e-07,1.6343767184503745e-07,9.148956630455903e-08,5.1696046203158586e-08,3.264856620362133e-07,3.605537311182529e-07,1.896455845566874e-07,1.0447541185158827e-07,5.848351859083473e-08,3.304602700957846e-08
42,42,0.02,1340,2,100000.0,0.01715,0.00243,0.81,1.55521345874571,,16.1,0.0017274865284626,1340.0,0.0741531689466332,0.0172453172322894,0.0069901144707707,-0.0001268994168279,8.009450062426299e-05,9155678600.85239,10969539455.73824,5769805005.065466,3178575212.371396,1779311124.3165965,1005397159.5653002,18.43784217564552,0.0316808388992138,167908446165.8333,201173327010.00787,105814001923.3742,58292743574.55345,32631264066.190254,18438248239.34245,5.363868626746758e-07,6.42652184525319e-07,3.3802492855347493e-07,1.8621732590969882e-07,1.0424122048205966e-07,5.890134982578517e-08,3.490643481635882e-07,4.1821860581863867e-07,2.1997640054082729e-07,1.2118460389075517e-07,6.78370336997162e-08,3.833121710022799e-08
43,43,0.02,1360,2,100000.0,0.01715,0.00243,0.81,1.56621058572968,,15.2,0.0017030145463283,1360.0,0.0699810084335041,0.0181935700991674,0.0067061413008418,3.661454706181006e-05,0.0002443639076263,8515072731.641968,10814142369.1853,5688068584.736835,3133546765.2442446,1754104982.7182455,991154465.9631248,20.139392050344316,0.0345786836491794,172893418245.89737,219574641172.2897,115492803388.25945,63624777914.49025,35616044158.65486,20124793883.822456,5.062097223613987e-07,6.428863473989763e-07,3.381480945374144e-07,1.8628517782899478e-07,1.0427920280644813e-07,5.892281168286681e-08,3.312832489074154e-07,4.207297261124176e-07,2.212972102701535e-07,1.219122355979289e-07,6.824434927492758e-08,3.856137017282315e-08
44,44,0.02,1380,2,100000.0,0.01715,0.00243,0.81,1.57645288509541,,15.1,0.001764448323448,1380.0,0.0701968479879527,0.0173569372454345,0.0067165020552729,0.0001704354178967,-5.300390961957685e-06,8275262636.971384,11204246853.89516,5893257400.316507,3246584915.144424,1817381773.1514976,1026908924.246769,20.39529797732075,0.0359961084536511,168821748647.62424,228575288680.6853,120227002235.1951,66232839554.71825,37075991707.26076,20949735120.025017,4.990415664207175e-07,6.756746155163233e-07,3.553942072164597e-07,1.9578603032284013e-07,1.0959761480028549e-07,6.192797263472444e-08,3.264171631588835e-07,4.4195074329614316e-07,2.3245913111954605e-07,1.2806131774250446e-07,7.168649851890194e-08,4.0506351590292174e-08
45,45,0.02,1400,2,100000.0,0.01715,0.00243,0.81,1.58764002600254,,15.25,0.0018556080432938,1400.0,0.0694463610421294,0.0171938937752232,0.0067270519196992,-0.0005259124674854,-0.0002461374904715,7979114586.16382,11783111074.916336,6197730864.601664,3414318799.6607976,1911276284.5927289,1079963881.1970563,21.02466699064366,0.0389088995054876,167308267873.597,247071511859.8468,129955724348.32884,71592375090.0973,40076166490.6523,22644979512.193825,4.88084358064113e-07,7.207757380714226e-07,3.7911668742654353e-07,2.088547020553414e-07,1.1691322995489217e-07,6.606165032402646e-08,3.189464240924736e-07,4.710022774388854e-07,2.4773978057415383e-07,1.364794000767794e-07,7.639879460819716e-08,4.31690276329813e-08
46,46,0.02,1420,2,100000.0,0.01715,0.00243,0.81,1.59801278952994,,15.55,0.0019673348369469,1420.0,0.0724804983321627,0.0168139635153033,0.0068491098286583,-0.0004977067087775,0.000190853129807,7633259167.354309,12492576214.613367,6570898355.402937,3619896099.982457,2026354882.055397,1144988875.103147,19.850875824747085,0.0388123506451858,150591920503.32123,246458426596.93048,129633251154.92084,71414725187.14206,39976721164.541466,22588788075.498188,4.733903065662264e-07,7.747495996637983e-07,4.075060886420609e-07,2.2449437218604557e-07,1.2566804529979724e-07,7.100854598493396e-08,3.090688636691141e-07,5.058214650254831e-07,2.660541249110415e-07,1.4656873947195106e-07,8.204663133484213e-08,4.636032955036711e-08
47,47,0.02,1440,2,100000.0,0.01715,0.00243,0.81,1.6093916073593,,16.6,0.002180636640121,1440.0,0.0738783820609176,0.018370331179134,0.0067864358610618,-0.0002034276783593,-0.0001520848787497,7763066438.831037,13847042664.76884,7283326378.0044,4012371417.822783,2246055739.3247104,1269130524.5504673,20.015100356641355,0.0441904414620428,157317971604.8726,280609303283.9721,147596074483.22314,81310412290.15884,45516154705.904144,25718836930.908936,4.880781070729212e-07,8.705887584025419e-07,4.5791597686054966e-07,2.522650890489255e-07,1.4121360963064853e-07,7.979254447091017e-08,3.182432385197301e-07,5.676529675843499e-07,2.985765215325558e-07,1.6448526934727629e-07,9.207599316722529e-08,5.2027405847888464e-08
48,48,0.02,1460,2,100000.0,0.01715,0.00243,0.81,1.61989146064109,,16.15,0.002199753990552,1460.0,0.0814678428347999,0.0172960112257447,0.0066947098691588,-0.0001025309315632,-0.0001223796043433,6951222610.144793,13968437840.00615,7347178328.44418,4047547342.6159534,2265746610.268713,1280256822.5013509,18.59413649934255,0.041125279837498,129955884286.49403,261145526968.1131,137358434657.2437,75670514900.99654,42359038232.623055,23934912865.4239,4.42845790731898e-07,8.898958136542888e-07,4.6807118387485436e-07,2.57859574350219e-07,1.443453052069161e-07,8.156210449555843e-08,2.883858052076549e-07,5.795094503381672e-07,3.048128447447998e-07,1.6792084860192566e-07,9.39991706847736e-08,5.3114094503435176e-08
49,49,0.02,1480,2,100000.0,0.01715,0.00243,0.81,1.63146370843972,,15.45,0.0021804416183612,1480.0,0.0769208212393012,0.0160737426019844,0.0063810011278301,2.6756819033198795e-05,-0.0002502054833795,6061627699.044446,13845804276.59433,7282675005.32678,4012012577.784813,2245854866.912151,1269017021.8862834,20.23459135131657,0.0433023963643387,120380661892.8619,274970216913.5514,144630003856.8916,79676409310.3834,44601468255.26897,25201994684.04518,3.912462462992223e-07,8.936739798561368e-07,4.700584397983462e-07,2.5895435006855e-07,1.4495814161446004e-07,8.190838681516093e-08,2.543898883689613e-07,5.810704284686705e-07,3.056338946591118e-07,1.6837316352478017e-07,9.425236871224105e-08,5.3257163680120685e-08
50,50,0.02,1500,2,100000.0,0.01715,0.00243,0.81,1.642094071436,,15.05,0.0021997780764098,1500.0,0.0764126745924542,0.0162482476471205,0.0067405740928733,-0.0004517564133114,-0.0001111351538928,5147480698.799059,13968590785.202572,7347258775.208913,4047591660.594132,2265771418.70215,1280270840.4705348,20.30117046346738,0.0447346821927602,104679156331.05914,284065231924.028,149413838523.81952,82311815234.67899,46076722658.54314,26035585036.186512,3.364852091579918e-07,9.131115718603624e-07,4.802823070887575e-07,2.645866601926089e-07,1.481110108686887e-07,8.368991099570567e-08,2.185998810404102e-07,5.932090788917114e-07,3.120186336217821e-07,1.7189050474972428e-07,9.622131515881304e-08,5.436971400235844e-08
51,51,0.02,1520,2,100000.0,0.01715,0.00243,0.81,1.65386866368164,,15.2,0.0023032570057804,1520.0,0.0736556513105238,0.0173064564048739,0.0060219464058074,-0.0002003812720378,-9.454616367450316e-05,4468318591.214163,14625681986.706152,7692878399.306857,4237992890.636113,2372354715.953912,1340495577.364249,21.360577936425557,0.0488273682474249,94725094400.0045,310053788371.14874,163083409946.39948,89842357575.26198,50292189294.847725,28417528320.001343,2.957442446832416e-07,9.680288421332907e-07,5.09167926413416e-07,2.804996959882292e-07,1.5701885155862826e-07,8.872327340497249e-08,1.920337707454816e-07,6.285641465122723e-07,3.3061484241747857e-07,1.821351227689104e-07,1.0195607415868353e-07,5.761013122364448e-08
52,52,0.02,1540,2,100000.0,0.01715,0.00243,0.81,1.66576883018961,,14.35,0.002251262605015,1540.0,0.0763300102640646,0.0171901314884064,0.0064916569629655,0.0010137478981442,-6.904577838995824e-05,3579507541.9740105,14295517541.84589,7519217100.750435,4142323193.2277846,2318800483.165553,1310234836.1187885,20.74113522666073,0.0466570205577604,74184662686.83917,296272080541.77905,155834448662.91998,85848917826.27931,48056731174.49329,27154385964.6166,2.397954405478227e-07,9.57673614766462e-07,5.037212398929104e-07,2.774991261685495e-07,1.5533918475739464e-07,8.77741801250521e-08,1.56579772270807e-07,6.253343106412731e-07,3.289159996128901e-07,1.81199233319676e-07,1.014321795213404e-07,5.7314105321767094e-08
53,53,0.02,1560,2,100000.0,0.01715,0.00243,0.81,1.67662025268967,,17.45,0.0028328595308711,1560.0,0.0789681541114072,0.017024136759916,0.0068739661000419,-0.0003317310034167,-2.795052714416406e-05,3342774246.427944,17988658021.03174,9461750833.109606,5212461536.802898,2917845316.797274,1648724246.967003,20.1053551967322,0.0572395044715719,67542615276.454895,363470853394.4818,191179944935.0503,105320688227.69238,58956689605.7191,33313391602.45488,2.265940143512589e-07,1.2193830433309268e-06,6.413762779094953e-07,3.533330393273867e-07,1.97789690493048e-07,1.1176077656985817e-07,1.4782729379631557e-07,7.955112844123759e-07,4.184264078641474e-07,2.3051035642815306e-07,1.2903568865271612e-07,7.291142795716581e-08
54,54,0.02,1580,2,100000.0,0.01715,0.00243,0.81,1.68872777614473,,15.6,0.0026169013599321,1580.0,0.0805354063670593,0.0160692510345602,0.0066554090769787,0.0001989361260726,0.0002060872936923,1967909822.6690223,16617323635.56954,8740450542.173584,4815098502.275268,2695408400.730177,1523036591.4805465,20.805068775055165,0.0532331639184039,40031339266.63976,338030590881.86505,177798767487.46912,97949021609.86324,54830158835.956055,30981701400.51109,1.3492305755156082e-07,1.1393103928888444e-06,5.992593247635812e-07,3.301308854984999e-07,1.848015282953559e-07,1.0442183443485161e-07,8.794970470557053e-08,7.426604054260277e-07,3.90627677814635e-07,2.151960859817151e-07,1.2046302639193837e-07,6.806745763117294e-08
55,55,0.02,1600,2,100000.0,0.01715,0.00243,0.81,1.69972180784833,,16.75,0.0029024507787976,1600.0,0.0818886266989743,0.0175800245942668,0.0066201165388538,0.0006922823123825,2.998684537993839e-05,1001345518.6852096,18430562445.36545,9694185601.184353,5340509432.987785,2989524302.1616416,1689226353.2602663,20.162010315847333,0.0580272551202576,20019403016.488914,368473070013.6365,193811032101.6608,106770149421.2742,59768072773.86544,33771862479.99,6.942534933763773e-08,1.277828893605796e-06,6.721178747469856e-07,3.702685298007345e-07,2.0726988352975905e-07,1.171175458391454e-07,4.521053428833598e-08,8.321359209592278e-07,4.376903899218615e-07,2.4112284953779195e-07,1.3497637773039441e-07,7.626820566901899e-08
56,56,0.02,1620,2,100000.0,0.01715,0.00243,0.81,1.7120423565671,,16.15,0.0028891288757226,1620.0,0.0880194054231255,0.0177276786158191,0.0069130998328683,0.0003007746920507,2.440277040793389e-05,123654715.88093086,18345968360.839043,9649690444.913765,5315997131.329739,2975802741.9943647,1681473005.6706023,18.865096648627976,0.0538742796881598,2305819170.6532407,342101676019.81494,179940094158.45386,99128674626.2141,55490508078.80464,31354830778.509026,8.665317223071679e-09,1.2856253356660086e-06,6.762186804920425e-07,3.725276563189694e-07,2.085345032655101e-07,1.178321173791523e-07,5.6383528284588435e-09,8.365313191755526e-07,4.400023001647789e-07,2.423964767374831e-07,1.356893320867432e-07,7.667105948979082e-08
57,57,0.02,1640,2,100000.0,0.01715,0.00243,0.81,1.72316997258232,,14.65,0.0027054782322507,1640.0,0.0702892205717669,0.0166038057951325,0.0066837201355533,-0.0001762462493391,1.5563997905719778e-05,115794468.34033611,17179786774.792852,9036297295.71782,4978079947.341554,2786642579.218369,1574588331.169991,24.73332701624205,0.0648305632175972,2774748105.713163,411674076431.7425,216534081146.77484,119288236320.37898,66775480114.12518,37731387792.64161,8.200071400876453e-09,1.2165993784010625e-06,6.399121139936298e-07,3.525264340563709e-07,1.973381668902511e-07,1.1150564381565645e-07,5.330451698660241e-09,7.908497263199187e-07,4.159745017178786e-07,2.2915960573679539e-07,1.2827956190701048e-07,7.248417964066028e-08
58,58,0.02,1660,2,100000.0,0.01715,0.00243,0.81,1.73570025312257,,15.25,0.0029070125870298,1660.0,0.0862351529027555,0.0169793346598159,0.0066212015125453,-0.0003823624289527,-0.0001396238937113,124420138.7248788,18459529927.639725,9709422040.67979,5348903160.134975,2994222964.640774,1691881325.651389,19.853888574807804,0.0578205700293658,2474720397.25686,367160619686.4733,193120703898.08203,106389848854.03322,59555187130.24685,33651571757.09095,8.899492853082927e-09,1.320368682641976e-06,6.944931338620788e-07,3.825950198521632e-07,2.1417003828680877e-07,1.2101646823584728e-07,5.7804767993643805e-09,8.57617469064575e-07,4.510932829410521e-07,2.485064792250107e-07,1.391096052183484e-07,7.860367984182406e-08
59,59,0.02,1680,2,100000.0,0.01715,0.00243,0.81,1.74696458987926,,14.55,0.0028491023302585,1680.0,0.0830344652470126,0.0162914104193692,0.0064089896672584,0.0001281028198114,6.847457333455565e-05,121941579.73506913,18091799797.142265,9516001783.063805,5242348287.675869,2934575400.1663823,1658177556.2105186,20.770368207322186,0.0585638079411824,2506530979.8826103,371880180426.5088,195603118523.5495,107757406611.77576,60320722179.41795,34084136221.76822,8.807600408285946e-09,1.3067351073041063e-06,6.873220879363331e-07,3.786445035337882e-07,2.1195860795641413e-07,1.197669027481874e-07,5.71577934654541e-09,8.480186647327884e-07,4.460444630248055e-07,2.457250934028869e-07,1.375526338070508e-07,7.77239154133044e-08
60,60,0.02,1700,2,100000.0,0.01715,0.00243,0.81,1.75971452816092,,15.05,0.0030273847814856,1700.0,0.0880620484421685,0.0156831643152814,0.0064194651251657,-3.87867653206634e-05,0.0003208731998526,129572068.6475884,19223893362.434258,10111465170.162271,5570387997.933707,3118206324.930281,1761937942.8246834,19.92929913547852,0.0603898614111926,2584686068.3990464,383475619961.0735,201702137113.38348,111117344996.59451,62201557253.52846,35146899341.31413,9.446150839129373e-09,1.4014733137493344e-06,7.37152892586264e-07,4.0609620429901995e-07,2.273255926239078e-07,1.284499950554508e-07,6.1256148751962385e-09,9.088237022779464e-07,4.78026955213912e-07,2.633441908962869e-07,1.474154981647693e-07,8.329691255523856e-08
61,61,0.02,1720,2,100000.0,0.01715,0.00243,0.81,1.77259284131932,,13.15,0.0027144673511797,1720.0,0.0856115222194393,0.0148151796321491,0.0068050093244082,-0.0004020943912138,-0.0001629809329004,116179202.63049428,17236867679.991554,9066320952.940445,4994619926.170782,2795901371.715166,1579819998.3866282,20.818696247304118,0.0568054055258775,2431271356.5075603,360714325089.3226,189730054456.43103,104521946167.61472,58509567691.65389,33060746016.060757,8.546688043571018e-09,1.2680249784270083e-06,6.669611697553084e-07,3.674277102843615e-07,2.0567964217005025e-07,1.1621898227472738e-07,5.537933658288096e-09,8.216326806105e-07,4.321658509037905e-07,2.380793909170583e-07,1.3327270252422285e-07,7.530554647485213e-08
62,62,0.02,1740,2,100000.0,0.01715,0.00243,0.81,1.7840729127297,,13.05,0.002763874689472,1740.0,0.0801240532118423,0.015169898946487,0.0060165836591677,-0.0003105916874556,-7.121243487559316e-05,118293836.70940812,17550604278.14817,9231341462.836988,5085529428.628758,2846790930.1563163,1608575069.2727923,23.65054045776325,0.0644818012075259,2759821091.68211,409459437667.7897,215369216033.13663,118646514221.8477,66416255243.75171,37528408302.78009,8.776397577177474e-09,1.3021057153055363e-06,6.848871006488963e-07,3.773030734113681e-07,2.112076987031028e-07,1.19342602568161e-07,5.68373333154315e-09,8.432641741892291e-07,4.435436758727599e-07,2.443474142532569e-07,1.3678143297872533e-07,7.728814950836713e-08
63,63,0.02,1760,2,100000.0,0.01715,0.00243,0.81,1.79717806739436,,15.05,0.0032665948365733,1760.0,0.0916166474173103,0.0182867792833537,0.0064399387532103,0.0001826701596061,0.0005061636316932,139810259.00534078,20742877212.240986,10910426754.1551,6010534499.295024,3364592681.670584,1901158194.8857088,19.693646374549395,0.0638624008059154,2733310754.493182,405526245117.5632,213300418691.7577,117506817482.88448,65778272830.09292,37167917269.0428,1.045805530773416e-08,1.5516040000960732e-06,8.161192693418715e-07,4.4959863939791733e-07,2.51677499228182e-07,1.422100044182543e-07,6.775230016492974e-09,1.005203518802112e-06,5.287212209132368e-07,2.9127157080250174e-07,1.6304875974270477e-07,9.213046424296525e-08
64,64,0.02,1780,2,100000.0,0.01715,0.00243,0.81,1.80879698312742,,15.35,0.0034157510338823,1780.0,0.0826385059179705,0.0161954580635229,0.0063109158553655,0.001181105323779,-0.0002717957149205,146194144.2501649,21690019065.15297,11408608453.167072,6284981902.343538,3518223564.898828,1987967101.719532,22.865392299126164,0.077271593511382,3307224202.287153,490674618797.2762,258087122328.0161,142179732060.943,79589741316.72356,44972067423.62437,1.1019824125105814e-08,1.634950541925746e-06,8.599582378003134e-07,4.737494483690349e-07,2.651967020761447e-07,1.498490102993361e-07,7.1437228129493705e-09,1.05987476313618e-06,5.574774344684785e-07,3.071133171922158e-07,1.7191669386303386e-07,9.714127750319e-08
65,65,0.02,1800,2,100000.0,0.01715,0.00243,0.81,1.82212538377739,,13.15,0.0029963546289725,1800.0,0.091057367047105,0.0152502774329545,0.0065810473064219,6.162985673045004e-05,3.9872102790875015e-05,128243978.12002596,19026851893.97582,10007824460.76838,5513292517.309527,3086245267.8417463,1743878394.062035,20.90832882828778,0.06260957938584,2679689997.713956,397570829100.0846,209115995148.70596,115201626069.94576,64487866767.415306,36438775202.55895,9.736927777566451e-09,1.4446142847557707e-06,7.598443639502793e-07,4.185968951103335e-07,2.3432326193676282e-07,1.3240401790989897e-07,6.317250629046727e-09,9.37255642393615e-07,4.929817079676651e-07,2.7158273732350415e-07,1.520272931756572e-07,8.590280060993446e-08
66,66,0.02,1820,2,100000.0,0.01715,0.00243,0.81,1.83387836960085,,13.55,0.0031578641680258,1820.0,0.0930137145164246,0.0153305639380184,0.006823474923929,-0.0003312352407738,-8.61922461889555e-05,135156586.3915099,20052437466.96467,10547266321.206612,5810470069.167715,3252600093.06671,1837876945.7910924,20.640838431276844,0.0643079310795395,2752379450.204296,408355362355.0767,214788489805.66235,118326593186.35294,66237169011.92582,37427215888.29207,1.0334011528768937e-08,1.5332003085907185e-06,8.064392174319684e-07,4.442659161900664e-07,2.4869233351943933e-07,1.4052324088185798e-07,6.7100537369682814e-09,9.955336735922568e-07,5.236350346138799e-07,2.884695999070476e-07,1.6148026516535816e-07,9.124418866625094e-08
67,67,0.02,1840,2,100000.0,0.01715,0.00243,0.81,1.84743958356864,,11.9,0.0028378926229323,1840.0,0.0885867975408801,0.0168781432749257,0.0065702522554437,-1.0080759905759916e-05,0.0003078841031776,121461804.26150931,18020618155.621124,9478561360.59442,5221722426.195728,2923029401.6204348,1651653506.546692,22.06676562368687,0.0618328705562969,2646446859.809511,392638728032.4859,206521787658.03195,113772481823.58649,63687856672.985886,35986730663.764854,9.480634750646644e-09,1.406589501556219e-06,7.398439268027989e-07,4.075786902147155e-07,2.2815546245715054e-07,1.2891891179617633e-07,6.076067486143676e-09,9.014726293694472e-07,4.741604066289691e-07,2.612141162267375e-07,1.4622311940953244e-07,8.26231606760659e-08
68,68,0.02,1860,2,100000.0,0.01715,0.00243,0.81,1.86114008778218,,12.4,0.00301987405078,1860.0,0.083953249909343,0.0165058888474798,0.0063617159239705,0.0007294903335244,0.0001136284803965,129250609.37338944,18964809038.899197,10086379329.605623,5556568253.435434,3110470272.3035307,1757566697.554034,24.40995091654755,0.0712154967766706,3048023262.041508,447233319757.49207,237859759234.08023,131036514069.07413,73351961679.97086,41447419124.02238,1.0203251475083382e-08,1.4971125996150386e-06,7.96235045018189e-07,4.386444559381642e-07,2.455455378349506e-07,1.3874514856304974e-07,6.5133344775947106e-09,9.5569487194614e-07,5.082835783917366e-07,2.800125102517353e-07,1.567461334561344e-07,8.856917443832062e-08
69,69,0.02,1880,2,100000.0,0.01715,0.00243,0.81,1.87311874637202,,10.5,0.0026056835638627,1880.0,0.0897112169740852,0.0155047665454378,0.0062370264191847,-9.504774532144954e-06,3.752370281624499e-05,111523256.53332604,16233408602.86498,8702983103.301609,4794457757.507473,2683854070.7786407,1516507834.168125,22.089717401339666,0.0568340862931906,2432498893.348562,354076357606.5781,189825848219.257,104574718779.4709,58539108881.98643,33077438222.636986,8.903193318802666e-09,1.295955476078052e-06,6.947819085233858e-07,3.827541052943203e-07,2.1425909155062507e-07,1.2106678765287738e-07,5.6601883223110095e-09,8.239012441120929e-07,4.417062849653918e-07,2.433351989030901e-07,1.362148124294472e-07,7.696798139217308e-08
70,70,0.02,1900,2,100000.0,0.01715,0.00243,0.81,1.88705621453883,,10.85,0.0027464365142591,1900.0,0.0986339644445156,0.0161485222425516,0.0063753171005099,0.0002394114163865,-2.9910424245089945e-05,117547482.81029505,16835655832.409073,9173097957.625826,5053443186.236982,2828829609.687007,1598426051.298872,20.28975865465126,0.0551827306802535,2361820873.1148543,338270139069.9546,184310320472.04703,101536224451.66664,56838212600.66122,32116349255.907604,9.491110779546862e-09,1.3593576887528563e-06,7.406614486842645e-07,4.08029061550613e-07,2.284075724984409e-07,1.2906136620785688e-07,6.007281605227803e-09,8.603886971973467e-07,4.6879253648273053e-07,2.5825696620605505e-07,1.445677582566504e-07,8.168780126735e-08
71,71,0.02,1936,2,100000.0,0.01715,0.00243,0.81,1.91089411501287,,8.15,0.0021436280411478,1936.0,0.0933587724820001,0.0158056666891222,0.0061698668325794,-0.0007983333884497,5.454310393895501e-05,91747280.1611284,12818895686.0642,7159717657.433851,3944275595.712061,2207936882.382296,1247591519.9480546,25.12367791664668,0.0503560266015796,2155237938.547612,301129039077.4467,168189128849.27625,92655088946.90668,51866707399.62709,29307207482.1194,7.556828936019166e-09,1.0558373139578183e-06,5.897151552874769e-07,3.248730196793287e-07,1.8185826645092852e-07,1.0275874861596156e-07,4.744801258618645e-09,6.629418580967171e-07,3.702718739202402e-07,2.0398211018360533e-07,1.1418563776582253e-07,6.452042832981429e-08
72,72,0.02,1976,2,100000.0,0.01715,0.00243,0.81,1.93752271021902,,7.85,0.0021452890181331,1976.0,0.0828651533723096,0.0146945388487559,0.0064177073266119,0.0002055268638875,0.000194580755973,91818369.97609878,12498453819.643726,7165265320.564717,3947331793.3649926,2209647688.6771426,1248558208.5534928,29.89572448475633,0.0549668197535947,2352579885.453857,320236691884.4433,183589177977.00665,101138948346.6144,56615824346.20264,31990689096.59217,7.727658756312367e-09,1.0519004652868193e-06,6.03046267431853e-07,3.322171054115599e-07,1.8596935792060145e-07,1.0508171486387381e-07,4.8077580001266485e-09,6.544392081480809e-07,3.751848532809114e-07,2.066886616876877e-07,1.1570071822734697e-07,6.537652233817081e-08
73,73,0.02,2016,2,100000.0,0.01715,0.00243,0.81,1.96452174308398,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,0.02,2056,2,100000.0,0.01715,0.00243,0.81,1.99424960220818,,5.75,0.0016845333738203,2056.0,0.077577451286015,0.0158858479445473,0.0060286077873478,0.0011355387125423,-0.0003343948614668,72098028.39951251,9275040756.255049,5626341468.560089,3099541407.8295107,1735069375.0349972,980398423.5634644,32.54264283284436,0.0501136099171723,2144862504.4549775,275925536203.9512,167379457123.35574,92209042247.59718,51617018214.68755,29166120971.794323,6.3265888998662844e-09,8.138831421183121e-07,4.937104421858268e-07,2.71984195695186e-07,1.5225202259024007e-07,8.602978363836863e-08,3.8601417101330436e-09,4.96587389158704e-07,3.012353577533731e-07,1.6595001744497193e-07,9.28959336784354e-08,5.249071203965962e-08
75,75,0.02,2096,2,100000.0,0.01715,0.00243,0.81,2.02210370595017,,,,2096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
