,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
385,385,0.02,1956,5.0,100000.0,17.15,2.43,0.81,,,,,1956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,386,0.02,1966,2.25,100000.0,17.15,2.43,0.81,,1.966,558.0,0.5579999999999999,1966.0,0.1084077093196356,0.0116823529390179,0.006411166408839,0.0002389121012646,-9.994283875948208e-05,1782809999999.9998,468298172002.4721,1220755736290.546,1503038212211.241,1630811279125.7395,1692178639860.8997,18.13524160171424,10.119464813756544,32331690079952.16,8492700490905.963,22138700214307.6,27257961115059.49,29575156553745.93,30688068467137.605,0.0001492357721349,3.920038550837671e-05,0.0001021872352598,0.0001258165862586,0.0001365122365517,0.0001416491863462,9.306874561491428e-05,2.444675733366285e-05,6.372760141505389e-05,7.846370674484862e-05,8.51338954139176e-05,8.833748036425966e-05
387,387,0.02,1966,5.0,100000.0,17.15,2.43,0.81,,,,,1966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,388,0.02,1976,2.25,100000.0,17.15,2.43,0.81,,1.976,474.0,0.474,1976.0,0.1569808263634513,0.0154011202336018,0.0068012369688323,0.0001523027026121,8.71878772564778e-05,1514430000000.0,385389200803.4611,1022635958525.0905,1264186509549.506,1374428659467.8982,1427723748315.5835,12.587524513503627,5.96648661940072,19062924748985.297,4851096012353.139,12872455196324.852,15912978678594.992,17300654443114.098,17971507680433.69,0.0001274581355927,3.243529843703756e-05,8.606754532315733e-05,0.0001063970309282,0.0001156752800994,0.0001201607252245,7.929799832023943e-05,2.017960037634706e-05,5.354686880300777e-05,6.619484539445604e-05,7.196730223897726e-05,7.475791908222572e-05
389,389,0.02,1976,5.0,100000.0,17.15,2.43,0.81,,,,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,390,0.02,1986,2.25,100000.0,17.15,2.43,0.81,,1.986,396.0,0.396,1986.0,0.1259515138531242,0.0144572024379374,0.0052321347204835,0.0001040505410339,-9.013571881757753e-05,1265220000000.0,311600811248.4549,842365403271.4167,1045639356575.5168,1139163769465.9468,1184884466304.2766,15.767972446253674,6.244117088716455,19949954098449.074,4913313005995.929,13282394468461.062,16487612563201.17,17962302928709.52,18683225616679.824,0.0001070349762311,2.636077948939538e-05,7.126235825948459e-05,8.845891123865663e-05,9.637088173450368e-05,0.0001002387574394,6.64465820359684e-05,1.6364591823631275e-05,4.423918517944373e-05,5.491468779084451e-05,5.982638502412389e-05,6.222753583837732e-05
391,391,0.02,1986,5.0,100000.0,17.15,2.43,0.81,,,,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,392,0.02,1996,2.25,100000.0,17.15,2.43,0.81,,1.996,390.0,0.3899999999999999,1996.0,0.097011064822027,0.014311191036813,0.0056374850381867,4.985405344123078e-05,-1.4821742637784356e-05,1246049999999.9998,296666793263.288,817795249237.5935,1019439214818.4076,1112948401092.825,1159192461195.887,20.57497259371175,8.024239311547582,25637444600394.52,6103911140856.501,16826114840331.156,20974933905843.76,22898882850700.184,23850353119942.645,0.0001059798790561,2.5232302772769657e-05,6.955566920016695e-05,8.670602679789635e-05,9.465923273024156e-05,9.859241349889962e-05,6.563194282770672e-05,1.5626032674720286e-05,4.307490954835834e-05,5.369590005480034e-05,5.862121570620112e-05,6.105698273706281e-05
393,393,0.02,1996,5.0,100000.0,17.15,2.43,0.81,,,,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,394,0.02,2006,2.25,100000.0,17.15,2.43,0.81,,2.006,343.0,0.3429999999999999,2006.0,0.1352969036465765,0.0156238430332353,0.006755350580644,-0.0003017972485402,0.0001815854255312,1095885000000.0,251932620241.0384,708856295203.7705,887474764384.8905,970947768750.4064,1012688372061.0386,14.826651208811745,5.085541364622428,16248304659968.658,3735317088435.902,10509965046156.8,13158278788157.154,14395903909236.28,15014777275768.396,9.369827398509936e-05,2.154026351043112e-05,6.060728211816511e-05,7.587917858917403e-05,8.301612857334164e-05,8.658495421225718e-05,5.788813950392688e-05,1.3307884190497232e-05,3.744404942579982e-05,4.6879246423600265e-05,5.128855663545907e-05,5.349342837603764e-05
395,395,0.02,2006,5.0,100000.0,17.15,2.43,0.81,,,,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,396,0.02,2016,2.25,100000.0,17.15,2.43,0.81,,2.016,331.0,0.331,2016.0,0.1240622330792575,0.0115174065995157,0.0053515514365066,0.0002293568366944,4.444702130456092e-05,1057545000000.0,234450869808.4055,674035809703.3546,847635809919.3597,929378217198.9852,970690634684.6552,16.249909017130715,5.378719884670267,17185010031521.502,3809805303373.748,10953020581967.545,13774004790851.502,15102311471986.656,15773634497406.516,9.090032620454024e-05,2.0152012958807665e-05,5.793613981019846e-05,7.285777118167024e-05,7.988386603953664e-05,8.343483760646341e-05,5.602002968537947e-05,1.2419277370163835e-05,3.5704869361200435e-05,4.490076851015626e-05,4.92308084444938e-05,5.141920028968435e-05
397,397,0.02,2016,5.0,100000.0,17.15,2.43,0.81,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,398,0.02,2026,2.25,100000.0,17.15,2.43,0.81,,2.026,393.0,0.393,2026.0,0.1687300170312937,0.0114099423660129,0.0062644649441602,0.0004502643710531,-0.0003810829077599,1255635000000.0,268074784950.5564,788392386138.0651,995970680834.2936,1094436947830.612,1144713098631.2136,12.007347807143558,4.718887688207418,15076846163822.7,3218867181226.5435,9466501588863.572,11958966370494.93,13141285085590.787,13744968314658.01,0.0001084819324301,2.316060854248373e-05,6.811400571145178e-05,8.604795509897957e-05,9.455505383622948e-05,9.889871580328236e-05,6.669706798173159e-05,1.4239649385398887e-05,4.187798251444895e-05,5.290416737938682e-05,5.813451800178967e-05,6.080509651211115e-05
399,399,0.02,2026,5.0,100000.0,17.15,2.43,0.81,,,,,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,400,0.02,2036,2.25,100000.0,17.15,2.43,0.81,,2.036,569.0,0.569,2036.0,0.1460991972467127,0.0096732639043934,0.0047857012059815,2.7476518947130303e-05,-2.5561537123140864e-05,1817955000000.0,373228428708.2819,1124237614194.6216,1427772188509.8745,1571564419094.419,1646066841246.9712,13.93573707706194,7.929434396848243,25334542897930.14,5201213252163.573,15667079803559.645,19897057825014.92,21900908544165.4,22939154710887.645,0.0001578761378698,3.241216799519695e-05,9.76318404895048e-05,0.0001239916053367,0.0001364789122394,0.0001429489044402,9.682849533954728e-05,1.9879010849975067e-05,5.9879500090259467e-05,7.604645478081886e-05,8.370516213552164e-05,8.767333375483203e-05
401,401,0.02,2036,5.0,100000.0,17.15,2.43,0.81,,,,,2036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,402,0.02,2046,2.25,100000.0,17.15,2.43,0.81,,2.0460000000000003,803.0,0.803,2046.0,0.1342465681082103,0.0143180905077729,0.0056140440662167,-0.0002803644513947,0.0001482797446869,2565585000000.0,505689919993.81976,1562267466814.5276,1995325163973.6687,2200391930501.9307,2307073378282.7954,15.240613066181387,12.238212292143658,39101088273398.98,7707024402094.03,23809913967603.59,30409978765337.62,33535322006727.816,35161212673696.01,0.0002239673358677,4.414510692734676e-05,0.0001363809355197,0.0001741854825176,0.0001920871530428,0.0002014001010239,0.0001370100803609,2.7005387299995927e-05,8.34298575855051e-05,0.0001065564621956,0.0001175076542868,0.0001232047696556
403,403,0.02,2046,5.0,100000.0,17.15,2.43,0.81,,,,,2046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,0.02,2056,2.25,100000.0,17.15,2.43,0.81,,2.056,697.0,0.697,2056.0,0.1573189788614399,0.0150822331467965,0.0049007042538278,0.000510102848403,9.52687685430106e-05,2226915000000.0,420684236372.06445,1334939076018.8523,1714906406669.931,1894761105651.1047,1988696842425.8296,13.068988973103108,9.109085314252866,29103527579037.91,5497917646304.812,17446304064254.838,22412092918673.2,24762611996418.96,25990257104508.14,0.0001954113868672,3.691496535012353e-05,0.0001171406615107,0.0001504827257775,0.0001662649429535,0.0001745077867978,0.0001192294389631,2.2523511442183263e-05,7.147288382523481e-05,9.181640464118069e-05,0.0001014458583268,0.0001064751949626
405,405,0.02,2056,5.0,100000.0,17.15,2.43,0.81,,,,,2056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,0.02,2066,2.25,100000.0,17.15,2.43,0.81,,2.0660000000000003,689.0,0.6890000000000001,2066.0,0.163261365166818,0.0120342061951101,0.005321063133586,0.0001273854291515,-0.0001445228049099,2201355000000.0,397813120920.8902,1298757855946.7705,1678392642239.2688,1858019455949.456,1952198449079.8352,12.65455546012979,8.718988712029427,27857168934934.016,5034148201460.724,16435203317357.666,21239312775090.605,23512410251312.57,24704203543060.14,0.0001941401641343,3.508362103813293e-05,0.0001145390286093,0.0001480194802956,0.0001638609865936,0.0001721667460846,0.0001181562545623,2.1352352702657643e-05,6.97099576588315e-05,9.008660043107298e-05,9.972794929436806e-05,0.000104782943644
407,407,0.02,2066,5.0,100000.0,17.15,2.43,0.81,,,,,2066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,0.02,2076,2.25,100000.0,17.15,2.43,0.81,,2.076,671.0,0.6709999999999999,2076.0,0.1668983898430269,0.0154542644818189,0.0059337215328994,-0.0002187426000404,6.235450874607086e-05,2143845000000.0,369849083034.6108,1246414480478.368,1618154154997.0076,1794876718146.718,1887882208461.5889,12.43870598124129,8.346371713412905,26666657624354.23,4600444001299.22,15503783253432.031,20127743766331.723,22325943769602.32,23482811718270.176,0.0001900233179887,3.278219736656586e-05,0.0001104780500314,0.0001434278231634,0.0001590919256583,0.0001673356241816,0.0001153536350321,1.990042943466233e-05,6.706568855486355e-05,8.706784484013475e-05,9.657673659841e-05,0.0001015810729127
409,409,0.02,2076,5.0,100000.0,17.15,2.43,0.81,,,,,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,410,0.02,2086,2.25,100000.0,17.15,2.43,0.81,,2.0860000000000003,712.0,0.712,2086.0,0.1466194288136648,0.0170703561433597,0.0056836621741342,-0.0004819491232442,9.68439302943102e-05,2274840000000.0,373803014338.69,1304184506909.2007,1699635648550.1333,1889054208494.2085,1989108137533.5647,14.227309551526409,10.129844400686803,32364852860194.336,5318211196290.207,18555036692102.027,24181242496732.094,26876158983860.81,28299657204150.19,0.0002026663777679,3.3302255505774084e-05,0.0001161903034746,0.0001514211990368,0.0001682965719974,0.0001772104153358,0.0001226986320432,2.0161909634526e-05,7.034413626003372e-05,9.167368652259664e-05,0.0001018904042648,0.0001072870388517
411,411,0.02,2086,5.0,100000.0,17.15,2.43,0.81,,,,,2086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,0.02,2096,2.25,100000.0,17.15,2.43,0.81,,2.096,638.0,0.638,2096.0,0.1628689273634336,0.0115205210321417,0.0053053640548857,0.0001737672461824,3.1769910259702466e-05,2038410000000.0,318245618232.3859,1152159073815.3862,1507403443447.0378,1678835752895.7532,1769714434344.096,12.869244207170864,8.21057780417501,26232796084339.16,4095580578894.6426,14827416486438.006,19399143032450.203,21605347287745.008,22774887232529.41,0.0001825239899566,2.8496455583516428e-05,0.0001031670131217,0.0001349764232771,0.0001503268724645,0.0001584643617527,0.0001102073189324,1.7206055870705233e-05,6.229186596854189e-05,8.149827171761448e-05,9.076681690859568e-05,9.568020323938378e-05
413,413,0.02,2096,5.0,100000.0,17.15,2.43,0.81,,,,,2096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,0.02,2100,2.25,100000.0,17.15,2.43,0.81,,2.1,634.0,0.634,2100.0,0.177042415267806,0.0111639028674257,0.0054160684282322,0.0004452859948683,0.0001343241197846,2025630000000.0,309609413411.6196,1138385563740.516,1491757850062.5647,1662791288171.2883,1753586575021.2852,11.861564342213708,7.52023179296349,24027140578518.355,3672451978136.969,13503033610555.354,17694581721519.5,19723305852316.152,20800279989257.14,0.0001817459177583,2.7779133892729463e-05,0.0001021395462374,0.0001338452232307,0.0001491908831866,0.0001573373229296,0.0001096197243312,1.675493478500217e-05,6.160528412391109e-05,8.072850633770583e-05,8.998421361736964e-05,9.489772413759004e-05
415,415,0.02,2100,5.0,100000.0,17.15,2.43,0.81,,,,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,416,0.02,2125,2.25,100000.0,17.15,2.43,0.81,,2.125,817.0,0.8170000000000001,2125.0,0.1207390001036401,0.0116578650232147,0.0058950404151062,0.000192660165088,0.0001471928175461,2610315000000.0,359713722617.6232,1414219815687.6538,1872451146346.7712,2098296310986.311,2219216366952.6494,17.59994697799335,14.379156681020568,45941405595860.71,6330942445326.776,24890193771330.234,32955040894586.04,36929903817478.12,39058090391061.66,0.0002371124513399,3.2675214504954734e-05,0.000128463088643,0.0001700873194708,0.0001906023533311,0.0002015863345312,0.0001420656906498,1.957732244571804e-05,7.69685324745648e-05,0.000101907649197,0.0001141992114393,0.0001207802529091
417,417,0.02,2125,5.0,100000.0,17.15,2.43,0.81,,,,,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,418,0.02,2150,2.25,100000.0,17.15,2.43,0.81,,2.15,843.0,0.843,2150.0,0.1909903001560451,0.0155233730420455,0.0058986566364766,0.0001308598564006,1.1903429177189695e-05,2693385000000.0,335334855199.3452,1404793397718.7075,1880558813938.306,2119208497718.4976,2249481314837.795,11.257116189897507,9.489748948083598,30319747889127.098,3774903427501.485,15813922500920.389,21169669070439.355,23856176289435.28,25322672528132.48,0.0002476540144813,3.083369926158151e-05,0.0001291693257599,0.0001729154724408,0.000194859068415,0.0002068375216021,0.0001507623802833,1.877038780635682e-05,7.863339123311415e-05,0.0001052643877693,0.0001186228175447,0.0001259148459755
419,419,0.02,2150,5.0,100000.0,17.15,2.43,0.81,,,,,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,420,0.02,2175,2.25,100000.0,17.15,2.43,0.81,,2.175,853.0,0.853,2175.0,0.2022822929120593,0.0140454988047741,0.0057235847803927,-0.0001733646844325,1.2024479500570213e-05,2725335000000.0,303061438936.827,1366379728053.8665,1850775321745.2808,2097939877149.8767,2235715721857.8267,10.752300503858557,9.17171232979135,29303620893683.36,3258607662580.5444,14691725438415.703,19900092424530.76,22557679998143.586,24039087282616.406,0.0002536562331181,2.820696281524477e-05,0.0001271736262981,0.000172257977996,0.0001952624270213,0.0002080856952739,0.0001532658484119,1.704339780599924e-05,7.684169038783396e-05,0.000104082855835,0.0001179827563175,0.0001257309163528
421,421,0.02,2175,5.0,100000.0,17.15,2.43,0.81,,,,,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,422,0.02,2200,2.25,100000.0,17.15,2.43,0.81,,2.2,864.0,0.864,2200.0,0.1676546199760196,0.0133033010891218,0.0059762725260486,0.0002298204773345,9.87153777311941e-05,2760480000000.0,270250841342.8232,1328211948344.3042,1821879116043.7407,2077988234468.2349,2223575297996.809,13.122215184494625,11.337593919403355,36223612572493.72,3546289693891.2417,17429082996790.816,23907089800862.824,27267808763540.246,29178233539240.89,0.0002600181034639,2.5455758138253896e-05,0.0001251083694888,0.0001716083987184,0.0001957321044697,0.0002094453978635,0.0001561110231411,1.528326064553256e-05,7.511321444252631e-05,0.0001030311441651,0.0001175146602612,0.0001257479187683
423,423,0.02,2200,5.0,100000.0,17.15,2.43,0.81,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,424,0.02,2225,2.25,100000.0,17.15,2.43,0.81,,2.225,874.0,0.874,2225.0,0.1794393172331183,0.0135710877976477,0.005057413299006,0.0003521153775826,4.2124476676584e-06,2792430000000.0,236234983183.22125,1287150924275.162,1792574768389.1768,2057205916136.8296,2207865457542.989,12.399735098798857,10.8373684763502,34625392281938.89,2929251212541.1465,15960330493186.111,22227452272816.508,25508808403778.504,27376946807321.395,0.0002661295729478,2.2514123967256e-05,0.0001226705506661,0.0001708394328912,0.0001960598231387,0.0002104182705894,0.0001584456334863,1.34042398778489e-05,7.303439785037148e-05,0.0001017127178654,0.0001167281882067,0.0001252767808228
425,425,0.02,2225,5.0,100000.0,17.15,2.43,0.81,,,,,2225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,426,0.02,2250,2.25,100000.0,17.15,2.43,0.81,,2.25,826.0,0.826,2250.0,0.1840042379044462,0.0149771516574504,0.0057763768949064,0.0001985913822913,4.701288188074528e-05,2639070000000.0,188157150091.3273,1163126207527.2598,1649345051870.6653,1902666108454.627,2047440215210.069,12.227979233654551,10.10031084699866,32270493156160.72,2300781723980.373,14222683111762.707,20168157043405.383,23265761662761.5,25036056433737.938,0.0002544980963173,1.814489062690312e-05,0.0001121658029504,0.0001590542031365,0.0001834831597984,0.000197444416819,0.0001488796245106,1.061463540360186e-05,6.561621822653811e-05,9.30456077371724e-05,0.000107336378268,0.0001155036169743
427,427,0.02,2250,5.0,100000.0,17.15,2.43,0.81,,,,,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,428,0.02,2275,2.25,100000.0,17.15,2.43,0.81,,2.275,844.0,0.844,2275.0,0.1858647383301104,0.0140137524867938,0.0049945180225407,0.0003842672179313,5.322524521380615e-06,2696580000000.0,162966094147.56216,1136715363925.7048,1639529649702.0613,1901664691293.1533,2052034510902.3225,12.240083947281173,10.33063085150531,33006365570559.46,1994718672926.688,13913491478614.896,20067980546409.727,23276535461008.73,25117074676162.484,0.0002630402175459,1.589666794873372e-05,0.0001108818787556,0.0001599293311271,0.0001854995194273,0.0002001674729322,0.0001516815821891,9.166779774189424e-06,6.393979963469841e-05,9.22229087632432e-05,0.0001069679034809,0.0001154261476834
429,429,0.02,2275,5.0,100000.0,17.15,2.43,0.81,,,,,2275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,430,0.02,2300,2.25,100000.0,17.15,2.43,0.81,,2.3,817.0,0.8170000000000001,2300.0,0.1798954393980238,0.0127358544631728,0.0057202236474373,0.0002662888448881,-4.654053313270348e-05,2610315000000.0,138667566266.31512,1058021242247.1908,1542786503077.0735,1799724013189.0078,1947702649475.757,12.785204603832025,10.445512161330765,33373411355451.79,1772893206630.2742,13527018057330.86,19724841101870.914,23009839739051.15,24901776880973.285,0.0002575210059673,1.3680268917716896e-05,0.0001043792395317,0.0001522038268428,0.0001775520342717,0.0001921508881565,0.0001472117732648,7.82031989410576e-06,5.966834777529458e-05,8.700725272123225e-05,0.0001014975446905,0.0001098429732894
431,431,0.02,2300,5.0,100000.0,17.15,2.43,0.81,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,432,0.02,2325,2.25,100000.0,17.15,2.43,0.81,,2.325,865.0,0.865,2325.0,0.1446733186385245,0.0128683317438734,0.0062441849404694,9.380178231489256e-05,3.886513258080951e-05,2763675000000.0,126608058165.95668,1075364651868.8372,1586531507277.5227,1861940112185.382,2023691784820.9053,16.070689619066254,13.90114652049231,44414163132972.93,2034678806057.7769,17281851547499.32,25496655424326.41,29922661632220.68,32522122558510.992,0.0002757674321263,1.263331581569258e-05,0.0001073029747149,0.0001583086722387,0.000185789734144,0.0002019297807865,0.0001559882487074,7.146053448962402e-06,6.069608357239503e-05,8.954753049452074e-05,0.0001050922330946,0.0001142218739315
433,433,0.02,2325,5.0,100000.0,17.15,2.43,0.81,,,,,2325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,434,0.02,2350,2.25,100000.0,17.15,2.43,0.81,,2.35,796.0,0.796,2350.0,0.2006676835367216,0.0123210125429634,0.0060228457264193,0.0002659691368634,-9.982393798408564e-05,2543220000000.0,97914090447.01434,948342156092.6392,1416820593533.2617,1673366541957.8584,1826889394220.0225,11.71090411062605,9.321879672058335,29783405552226.38,1146662524304.1511,11105944054065.26,16592250112828.312,19596635114798.383,21394526516430.395,0.0002565955128973,9.8789393989223e-06,9.568198659366872e-05,0.0001429486268907,0.0001688325611228,0.000184322088186,0.0001429393614091,5.503172183866861e-06,5.330070626578009e-05,7.963110972349058e-05,9.405004085800366e-05,0.0001026786528003
435,435,0.02,2350,5.0,100000.0,17.15,2.43,0.81,,,,,2350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,436,0.02,2375,2.25,100000.0,17.15,2.43,0.81,,2.375,813.0,0.8130000000000001,2375.0,0.2147169389645569,0.0136389424357476,0.0060542500475021,0.0003476954881502,0.0001009525830259,2597535000000.0,81013503132.4813,926472936060.5364,1403002446810.589,1668200086963.3755,1829775427590.612,11.06107422848478,8.992653347758127,28731527446087.21,896096371657.9598,10247785916447.828,15518714206917.695,18452084989866.664,20239281826037.234,0.0002649562758534,8.263617654363418e-06,9.45029879549818e-05,0.000143110411725,0.0001701613577565,0.0001866425218303,0.0001462036805119,4.5598894063552745e-06,5.21470367663129e-05,7.896876134143034e-05,9.389555580365212e-05,0.0001029899123685
437,437,0.02,2375,5.0,100000.0,17.15,2.43,0.81,,,,,2375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,438,0.02,2400,2.25,100000.0,17.15,2.43,0.81,,2.4,782.0,0.782,2400.0,0.1969504126291212,0.0095131889698284,0.0059993920966407,0.000108818403601,-7.3759137408371e-05,2498490000000.0,59656871405.96474,850629568044.0266,1307109218716.4211,1565840253808.0645,1725252611953.8027,12.185808437575892,9.52930219818435,30446120523199.0,726967206938.1852,10365608967522.438,15928182546267.8,19081029376750.29,21023597835696.5,0.0002576765589534,6.152587099334106e-06,8.772790767127871e-05,0.000134805985077,0.0001614896711501,0.0001779303324702,0.0001410134269475,3.367001620149155e-06,4.800907366162436e-05,7.377253874379427e-05,8.837517870471802e-05,9.737232614974532e-05
439,439,0.02,2400,5.0,100000.0,17.15,2.43,0.81,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,440,0.02,2425,2.25,100000.0,17.15,2.43,0.81,,2.425,769.0,0.769,2425.0,0.1756975927528401,0.0101721021801451,0.0057453455846058,0.0004066225593909,-6.091974590688927e-05,2456955000000.0,49546670000.0,796645615244.2101,1245609786561.2646,1505085893374.2043,1662396892703.1772,13.802124218123645,10.613833523737082,33911198108339.977,683849293934.3801,10995401739424.123,17192061001429.053,20773382459296.363,22944608412912.016,0.0002561124435219,5.16473387671913e-06,8.304216200183637e-05,0.0001298420875071,0.0001568898192528,0.0001732878828848,0.0001390148268223,2.80335689895638e-06,4.507431037279005e-05,7.047676036682394e-05,8.51579515376614e-05,9.40586279151172e-05
441,441,0.02,2425,5.0,100000.0,17.15,2.43,0.81,,,,,2425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,442,0.02,2450,2.25,100000.0,17.15,2.43,0.81,,2.45,766.0,0.766,2450.0,0.1906379108222609,0.0136090465732859,0.0063131409057813,-3.030682344378902e-05,0.0001028583418271,2447370000000.0,49353380000.0,753850147470.7635,1205427657444.0054,1464625992265.975,1621869872691.4685,12.851588592387744,9.844316861769013,31452592373352.0,634269335403.7775,9688171955605.084,15491660331356.06,18822770694319.99,20843604354219.04,0.0002578261442529,5.199292167203592e-06,7.941679307455767e-05,0.000126989693056,0.0001542957837836,0.0001708611512587,0.0001389296033696,2.801638292678773e-06,4.27937344938813e-05,6.842838898063712e-05,8.314227443763733e-05,9.206852177245944e-05
443,443,0.02,2450,5.0,100000.0,17.15,2.43,0.81,,,,,2450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,444,0.02,2475,2.25,100000.0,17.15,2.43,0.81,,2.475,777.0,0.777,2475.0,0.1830475615652176,0.0147533378896359,0.0048013108681718,-0.0005963705587683,-2.8123080355115704e-05,2482515000000.0,50062110000.0,724418127640.4495,1186907936758.893,1450573476868.663,1610629855819.8943,13.521076046228496,10.505876087919544,33566274100902.938,676893596344.6561,9794912593092.98,16048272472789.156,19613314291383.28,21777448762866.832,0.0002643240999416,5.330329189121259e-06,7.713192853618151e-05,0.0001263752171074,0.000154448826562,0.0001714907208934,0.0001413781222593,2.8510148410537945e-06,4.125528934020807e-05,6.759387773835627e-05,8.260951267518613e-05,9.172465208491716e-05
445,445,0.02,2475,5.0,100000.0,17.15,2.43,0.81,,,,,2475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,446,0.02,2500,2.25,100000.0,17.15,2.43,0.81,,2.5,729.0,0.729,2500.0,0.2575444069716468,0.0133610934002976,0.0050413933329429,-9.010031470752926e-06,-5.795127325722119e-05,2329155000000.0,46969470000.0,647062385687.0956,1079968837944.6636,1328045169959.915,1480168027426.766,9.707063839577872,7.076449539052269,22609256277272.0,455935643801.1377,6281075886054.195,10483326454683.578,12891419246643.94,14368085535533.67,0.0002505759165066,5.0530849140922055e-06,6.961247762838233e-05,0.0001161855614446,0.0001428741906936,0.0001592399217983,0.0001330261579758,2.682590096521789e-06,3.695598753138932e-05,6.168078347961984e-05,7.584928722142412e-05,8.453755368249278e-05
447,447,0.02,2500,5.0,100000.0,17.15,2.43,0.81,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,448,0.02,2525,2.25,100000.0,17.15,2.43,0.81,,2.525,706.0,0.7060000000000001,2525.0,0.1327050598038113,0.010408811452293,0.0060094414771714,-3.786711982979272e-05,-1.7834139671241372e-05,2255670000000.0,45487580000.0,599466687273.1887,1013339752305.6652,1254266215798.161,1404829193279.7244,19.027156942869496,13.433172801665863,42918987101322.44,865499323611.3315,11406146740769.027,19280974503568.39,23865120136130.625,26729905538458.06,0.0002451872232038,4.94441714898945e-06,6.516093775051233e-05,0.000110148186583,0.0001363364546276,0.0001527023762234,0.0001292258776012,2.6059540825826043e-06,3.43430593817441e-05,5.8053580000611e-05,7.185610150517243e-05,8.048175725238679e-05
449,449,0.02,2525,5.0,100000.0,17.15,2.43,0.81,,,,,2525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,450,0.02,2550,2.25,100000.0,17.15,2.43,0.81,,2.55,501.0,0.501,2550.0,0.2056150932330638,0.0173259592679371,0.0053934080322476,0.0001506117182583,9.245052808866264e-05,1600695000000.0,32279430000.0,406112197741.4033,695995272727.2726,867444725347.7952,976587918868.4664,12.401813310025767,6.213308468322909,19851520556291.69,400323464614.045,5036527659313.151,8631603437024.103,10757887540529.932,12111461050633.309,0.0001757814185531,3.544787730009399e-06,4.459748934726783e-05,7.643119791483869e-05,9.525903706708072e-05,0.0001072446716711,9.193584515536155e-05,1.8539676066854288e-06,2.3325035767124425e-05,3.997445710914208e-05,4.982164869035639e-05,5.609028308933814e-05
