Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,PG.cFactor
178,0.02,856,500000.0,1.32314625583204
179,0.02,858,500000.0,1.32395837186324
180,0.02,860,500000.0,1.32489377407417
181,0.02,862,500000.0,1.3257059739536
182,0.02,864,500000.0,1.32634611282785
183,0.02,866,500000.0,1.32745767815731
184,0.02,868,500000.0,1.32809735468001
185,0.02,870,500000.0,1.32890918261099
186,0.02,872,500000.0,1.32985216725563
187,0.02,874,500000.0,1.33066499138617
188,0.02,876,500000.0,1.33157712394971
189,0.02,878,500000.0,1.33242460601584
190,0.02,880,500000.0,1.33329262758449
191,0.02,882,500000.0,1.33418690330805
192,0.02,884,500000.0,1.3350018813911
193,0.02,886,500000.0,1.33595387436252
194,0.02,888,500000.0,1.33684287774441
195,0.02,890,500000.0,1.33772361511608
196,0.02,892,500000.0,1.33854070982281
197,0.02,894,500000.0,1.33949736724061
198,0.02,896,500000.0,1.34037504045888
199,0.02,898,500000.0,1.34127561580435
200,0.02,900,500000.0,1.3422067252821
201,0.02,902,500000.0,1.34305723027778
202,0.02,904,500000.0,1.34388853234001
203,0.02,906,500000.0,1.34484269675661
204,0.02,908,500000.0,1.34571264364512
205,0.02,910,500000.0,1.34663252605795
206,0.02,912,500000.0,1.34753244663371
207,0.02,914,500000.0,1.34842556558974
208,0.02,916,500000.0,1.34924811240484
209,0.02,918,500000.0,1.35022318030645
210,0.02,920,500000.0,1.35104631264484
211,0.02,922,500000.0,1.35202507217289
212,0.02,924,500000.0,1.35284861707109
213,0.02,926,500000.0,1.35383093621598
214,0.02,928,500000.0,1.35465559010075
215,0.02,930,500000.0,1.35564133790432
216,0.02,932,500000.0,1.35646694133815
217,0.02,934,500000.0,1.3574559834824
218,0.02,936,500000.0,1.35828237364387
219,0.02,938,500000.0,1.35927457241784
220,0.02,940,500000.0,1.36010248136541
221,0.02,942,500000.0,1.36109770020853
222,0.02,944,500000.0,1.36192697936982
223,0.02,946,500000.0,1.36276562632542
224,0.02,948,500000.0,1.36375557594781
225,0.02,950,500000.0,1.36458533419973
226,0.02,952,500000.0,1.36558889687475
227,0.02,954,500000.0,1.36641963307448
228,0.02,956,500000.0,1.36742666329226
229,0.02,958,500000.0,1.36825915849898
230,0.02,960,500000.0,1.36926953155921
231,0.02,962,500000.0,1.37010270270469
232,0.02,964,500000.0,1.37100225690137
233,0.02,966,500000.0,1.37195092545958
234,0.02,968,500000.0,1.37278537649863
235,0.02,970,500000.0,1.3738045156753
236,0.02,972,500000.0,1.37464021604122
237,0.02,974,500000.0,1.37566321948265
238,0.02,976,500000.0,1.37649904869742
239,0.02,978,500000.0,1.37752579557062
240,0.02,980,500000.0,1.37836355581004
241,0.02,982,500000.0,1.37934440695512
242,0.02,984,500000.0,1.38023250093147
243,0.02,986,500000.0,1.38107949769723
244,0.02,988,500000.0,1.38210761710983
245,0.02,990,500000.0,1.38294720866426
246,0.02,992,500000.0,1.38358167460871
247,0.02,994,500000.0,1.38442202842275
248,0.02,996,500000.0,1.38546266886296
249,0.02,998,500000.0,1.38630433603133
250,0.02,1000,500000.0,1.38719560853008
251,0.02,1002,500000.0,1.38819192301866
252,0.02,1004,500000.0,1.38903383961997
253,0.02,1006,500000.0,1.39008454437937
254,0.02,1008,500000.0,1.39092846385091
255,0.02,1010,500000.0,1.39198300301531
256,0.02,1012,500000.0,1.39282774789582
257,0.02,1014,500000.0,1.39387537759758
258,0.02,1016,500000.0,1.39473250024411
259,0.02,1018,500000.0,1.39557884296765
260,0.02,1020,500000.0,1.39664356222928
261,0.02,1022,500000.0,1.39749037919015
262,0.02,1024,500000.0,1.39855963496376
263,0.02,1026,500000.0,1.39940786910615
264,0.02,1028,500000.0,1.4002952084712
265,0.02,1030,500000.0,1.40133109277338
266,0.02,1032,500000.0,1.40218130528617
267,0.02,1034,500000.0,1.40326093603049
268,0.02,1036,500000.0,1.40411224770544
269,0.02,1038,500000.0,1.40500559311992
270,0.02,1040,500000.0,1.40604835471862
271,0.02,1042,500000.0,1.40690115714451
272,0.02,1044,500000.0,1.40799052369918
273,0.02,1046,500000.0,1.40884523113251
274,0.02,1048,500000.0,1.40993166845321
275,0.02,1050,500000.0,1.41079503857806
276,0.02,1052,500000.0,1.41165075360548
277,0.02,1054,500000.0,1.4127503589355
278,0.02,1056,500000.0,1.41360767287236
279,0.02,1058,500000.0,1.41459744470657
280,0.02,1060,500000.0,1.4155721082738
281,0.02,1062,500000.0,1.41643111237549
282,0.02,1064,500000.0,1.41754270316262
283,0.02,1066,500000.0,1.41840300891481
284,0.02,1068,500000.0,1.41926341830284
285,0.02,1070,500000.0,1.42038073524617
286,0.02,1072,500000.0,1.42124346131435
287,0.02,1074,500000.0,1.42225871849266
288,0.02,1076,500000.0,1.42323023053009
289,0.02,1078,500000.0,1.42409390255334
290,0.02,1080,500000.0,1.42522230999383
291,0.02,1082,500000.0,1.42608801864174
292,0.02,1084,500000.0,1.42695357121555
293,0.02,1086,500000.0,1.42808959195544
294,0.02,1088,500000.0,1.42895576997403
295,0.02,1090,500000.0,1.4298542301886
296,0.02,1092,500000.0,1.43046370146932
297,0.02,1094,500000.0,1.43133062975146
298,0.02,1096,500000.0,1.43235160782337
299,0.02,1098,500000.0,1.43334420882694
300,0.02,1100,500000.0,1.43421228863291
301,0.02,1102,500000.0,1.43534393733411
302,0.02,1104,500000.0,1.43623651060153
303,0.02,1106,500000.0,1.43710675988374
304,0.02,1108,500000.0,1.43826584558474
305,0.02,1110,500000.0,1.43913732984838
306,0.02,1112,500000.0,1.4400107973697
307,0.02,1114,500000.0,1.44117660858237
308,0.02,1116,500000.0,1.44205115588889
309,0.02,1118,500000.0,1.44292497813681
310,0.02,1120,500000.0,1.44409865044327
311,0.02,1122,500000.0,1.44497470086693
312,0.02,1124,500000.0,1.44584992211973
313,0.02,1126,500000.0,1.44703129214889
314,0.02,1128,500000.0,1.44790993423811
315,0.02,1130,500000.0,1.44878765070246
316,0.02,1132,500000.0,1.44997656113508
317,0.02,1134,500000.0,1.45085619837007
318,0.02,1136,500000.0,1.45173617503807
319,0.02,1138,500000.0,1.45293245546904
320,0.02,1140,500000.0,1.45381420065885
321,0.02,1142,500000.0,1.45469620088515
322,0.02,1144,500000.0,1.455899680618
323,0.02,1146,500000.0,1.45678329258985
324,0.02,1148,500000.0,1.45766707298689
325,0.02,1150,500000.0,1.45887898904736
326,0.02,1152,500000.0,1.45976422504962
327,0.02,1154,500000.0,1.4606509656109
328,0.02,1156,500000.0,1.46187118148225
329,0.02,1158,500000.0,1.46276641926811
330,0.02,1160,500000.0,1.46375114566509
331,0.02,1162,500000.0,1.46474671629238
332,0.02,1164,500000.0,1.46574158875061
333,0.02,1166,500000.0,1.46673863640263
334,0.02,1168,500000.0,1.46773784697341
335,0.02,1170,500000.0,1.46873626454312
336,0.02,1172,500000.0,1.46973531897488
337,0.02,1174,500000.0,1.47073646321198
338,0.02,1176,500000.0,1.47173670547976
339,0.02,1178,500000.0,1.47273898751857
340,0.02,1180,500000.0,1.47374179461199
341,0.02,1182,500000.0,1.47474509520611
342,0.02,1184,500000.0,1.47575037044348
343,0.02,1186,500000.0,1.47675608714604
344,0.02,1188,500000.0,1.47776221296867
345,0.02,1190,500000.0,1.47877024617299
346,0.02,1192,500000.0,1.47977863496802
347,0.02,1194,500000.0,1.48078734621102
348,0.02,1196,500000.0,1.48179634647912
349,0.02,1198,500000.0,1.4828071570477
350,0.02,1200,500000.0,1.48319437300648
351,0.02,1202,500000.0,1.48420475439885
352,0.02,1204,500000.0,1.48521530770648
353,0.02,1206,500000.0,1.48622757457007
354,0.02,1208,500000.0,1.48723995589556
355,0.02,1210,500000.0,1.48825400503234
356,0.02,1212,500000.0,1.48926811018473
357,0.02,1214,500000.0,1.49028223560492
358,0.02,1216,500000.0,1.4912979522915
359,0.02,1218,500000.0,1.49231524247742
360,0.02,1220,500000.0,1.49333246877473
361,0.02,1222,500000.0,1.49435122001166
362,0.02,1224,500000.0,1.49536984590391
363,0.02,1226,500000.0,1.49639158535862
364,0.02,1228,500000.0,1.49741314953109
365,0.02,1230,500000.0,1.49843450056669
366,0.02,1232,500000.0,1.49945725730592
367,0.02,1234,500000.0,1.50047973695248
368,0.02,1236,500000.0,1.50150524007057
369,0.02,1238,500000.0,1.50253041380156
370,0.02,1240,500000.0,1.50355521895399
371,0.02,1242,500000.0,1.50458299346498
372,0.02,1244,500000.0,1.50561034569257
373,0.02,1246,500000.0,1.50664063868267
374,0.02,1248,500000.0,1.50767045479915
375,0.02,1250,500000.0,1.50870146793132
376,0.02,1252,500000.0,1.5097319357879
377,0.02,1254,500000.0,1.51076527197642
378,0.02,1256,500000.0,1.51179800642081
379,0.02,1258,500000.0,1.51283183788022
380,0.02,1260,500000.0,1.5138667440428
381,0.02,1262,500000.0,1.51490270238743
382,0.02,1264,500000.0,1.51593969018288
383,0.02,1266,500000.0,1.51697768448707
384,0.02,1268,500000.0,1.51801666214643
385,0.02,1270,500000.0,1.51905659979505
386,0.02,1272,500000.0,1.52009568747829
387,0.02,1274,500000.0,1.52113746751033
388,0.02,1276,500000.0,1.52218013613689
389,0.02,1278,500000.0,1.52322186278456
390,0.02,1280,500000.0,1.52426622902487
391,0.02,1282,500000.0,1.52531141053088
392,0.02,1284,500000.0,1.5263117233302
393,0.02,1286,500000.0,1.52730880463685
394,0.02,1288,500000.0,1.52830626747888
395,0.02,1290,500000.0,1.52930408515429
396,0.02,1292,500000.0,1.53030223075496
397,0.02,1294,500000.0,1.53129881834037
398,0.02,1296,500000.0,1.532297531686
399,0.02,1298,500000.0,1.53329649098086
400,0.02,1300,500000.0,1.53429754702107
401,0.02,1302,500000.0,1.53529692139643
402,0.02,1304,500000.0,1.53629834964715
403,0.02,1306,500000.0,1.53729992492241
404,0.02,1308,500000.0,1.5383035237109
405,0.02,1310,500000.0,1.53930531389456
406,0.02,1312,500000.0,1.54030908324773
407,0.02,1314,500000.0,1.54208371439964
408,0.02,1316,500000.0,1.54309022742337
409,0.02,1318,500000.0,1.54409867372624
410,0.02,1320,500000.0,1.5451051452317
411,0.02,1322,500000.0,1.54611350370685
412,0.02,1324,500000.0,1.54712373924501
413,0.02,1326,500000.0,1.54813190264418
414,0.02,1328,500000.0,1.54914387208222
415,0.02,1330,500000.0,1.55015370800875
416,0.02,1332,500000.0,1.55116533905378
417,0.02,1334,500000.0,1.5521767576442
418,0.02,1336,500000.0,1.55318993615132
419,0.02,1338,500000.0,1.55420084231418
420,0.02,1340,500000.0,1.55521345874571
421,0.02,1342,500000.0,1.55622777412061
422,0.02,1344,500000.0,1.5572417456313
423,0.02,1346,500000.0,1.55825737918479
424,0.02,1348,500000.0,1.55927261778023
425,0.02,1350,500000.0,1.56028948085293
426,0.02,1352,500000.0,1.56130589714653
427,0.02,1354,500000.0,1.56314920192325
428,0.02,1356,500000.0,1.56416950654452
429,0.02,1358,500000.0,1.56519136657115
430,0.02,1360,500000.0,1.56621058572968
431,0.02,1362,500000.0,1.5672334053583
432,0.02,1364,500000.0,1.56825562177366
433,0.02,1366,500000.0,1.56927720053429
434,0.02,1368,500000.0,1.57030022715821
435,0.02,1370,500000.0,1.57132468816069
436,0.02,1372,500000.0,1.57234843546247
437,0.02,1374,500000.0,1.57337571707852
438,0.02,1376,500000.0,1.57440009418299
439,0.02,1378,500000.0,1.57542797761448
440,0.02,1380,500000.0,1.57645288509541
441,0.02,1382,500000.0,1.5774790998375
442,0.02,1384,500000.0,1.57850660727466
443,0.02,1386,500000.0,1.57953539270924
444,0.02,1388,500000.0,1.58056324910895
445,0.02,1390,500000.0,1.58247310910813
446,0.02,1392,500000.0,1.58350413155677
447,0.02,1394,500000.0,1.58453856906118
448,0.02,1396,500000.0,1.58557197542434
449,0.02,1398,500000.0,1.58660654670593
450,0.02,1400,500000.0,1.58764002600254
451,0.02,1402,500000.0,1.58867462374292
452,0.02,1404,500000.0,1.58971032383046
453,0.02,1406,500000.0,1.59074484667151
454,0.02,1408,500000.0,1.59178269516596
455,0.02,1410,500000.0,1.59281931861216
456,0.02,1412,500000.0,1.59385696366851
457,0.02,1414,500000.0,1.59489332028164
458,0.02,1416,500000.0,1.59593295038997
459,0.02,1418,500000.0,1.59697124291797
460,0.02,1420,500000.0,1.59801278952994
461,0.02,1422,500000.0,1.59905294879362
462,0.02,1424,500000.0,1.60009401134903
463,0.02,1426,500000.0,1.60113362100295
464,0.02,1428,500000.0,1.60217408315186
465,0.02,1430,500000.0,1.60415791703261
466,0.02,1432,500000.0,1.60520308304591
467,0.02,1434,500000.0,1.6062490536883
468,0.02,1436,500000.0,1.60729581042874
469,0.02,1438,500000.0,1.60834333459219
470,0.02,1440,500000.0,1.6093916073593
471,0.02,1442,500000.0,1.61044060976595
472,0.02,1444,500000.0,1.61148790978604
473,0.02,1446,500000.0,1.61253830623567
474,0.02,1448,500000.0,1.61358694609894
475,0.02,1450,500000.0,1.61463622269755
476,0.02,1452,500000.0,1.61568611629009
477,0.02,1454,500000.0,1.61673660698881
478,0.02,1456,500000.0,1.61778767475916
479,0.02,1458,500000.0,1.61883929941956
480,0.02,1460,500000.0,1.61989146064109
481,0.02,1462,500000.0,1.62094413794722
482,0.02,1464,500000.0,1.62199731071351
483,0.02,1466,500000.0,1.6230534572135
484,0.02,1468,500000.0,1.62511154282261
485,0.02,1470,500000.0,1.6261692650852
486,0.02,1472,500000.0,1.62722740485192
487,0.02,1474,500000.0,1.62828594070926
488,0.02,1476,500000.0,1.62934485109385
489,0.02,1478,500000.0,1.630404114292
490,0.02,1480,500000.0,1.63146370843972
491,0.02,1482,500000.0,1.63252361152239
492,0.02,1484,500000.0,1.63358637842757
493,0.02,1486,500000.0,1.63464684081556
494,0.02,1488,500000.0,1.63571013845086
495,0.02,1490,500000.0,1.63677367170429
496,0.02,1492,500000.0,1.63783741784768
497,0.02,1494,500000.0,1.63890135400087
498,0.02,1496,500000.0,1.63996545713164
499,0.02,1498,500000.0,1.64102970405558
500,0.02,1500,500000.0,1.642094071436
501,0.02,1502,500000.0,1.64315853578386
502,0.02,1504,500000.0,1.6452904916716
503,0.02,1506,500000.0,1.64636106025239
504,0.02,1508,500000.0,1.64743167618473
505,0.02,1510,500000.0,1.64850231535038
506,0.02,1512,500000.0,1.64957565182227
507,0.02,1514,500000.0,1.65064897951052
508,0.02,1516,500000.0,1.65172227387316
509,0.02,1518,500000.0,1.65279551021382
510,0.02,1520,500000.0,1.65386866368164
511,0.02,1522,500000.0,1.65494170927134
512,0.02,1524,500000.0,1.65601737046599
513,0.02,1526,500000.0,1.65709289017178
514,0.02,1528,500000.0,1.65817100850774
515,0.02,1530,500000.0,1.65924617724698
516,0.02,1532,500000.0,1.66032391025481
517,0.02,1534,500000.0,1.66140141611748
518,0.02,1536,500000.0,1.66248146836303
519,0.02,1538,500000.0,1.66356125834534
520,0.02,1540,500000.0,1.66576883018961
521,0.02,1542,500000.0,1.6668514497279
522,0.02,1544,500000.0,1.66793373203937
523,0.02,1546,500000.0,1.6690184998339
524,0.02,1548,500000.0,1.67010289386714
525,0.02,1550,500000.0,1.67118688703001
526,0.02,1552,500000.0,1.67227332759446
527,0.02,1554,500000.0,1.67335932998223
528,0.02,1556,500000.0,1.67444486664753
529,0.02,1558,500000.0,1.67553281157109
530,0.02,1560,500000.0,1.67662025268967
531,0.02,1562,500000.0,1.67771008122563
532,0.02,1564,500000.0,1.67879936738647
533,0.02,1566,500000.0,1.67989101971152
534,0.02,1568,500000.0,1.68097914497167
535,0.02,1570,500000.0,1.6820695970425
536,0.02,1572,500000.0,1.68315941041203
537,0.02,1574,500000.0,1.68425152837438
538,0.02,1576,500000.0,1.68534296749524
539,0.02,1578,500000.0,1.68763420793944
540,0.02,1580,500000.0,1.68872777614473
541,0.02,1582,500000.0,1.68982661204537
542,0.02,1584,500000.0,1.69092469073647
543,0.02,1586,500000.0,1.69202198241605
544,0.02,1588,500000.0,1.69312149967812
545,0.02,1590,500000.0,1.69422018789828
546,0.02,1592,500000.0,1.69532107747228
547,0.02,1594,500000.0,1.69642109546972
548,0.02,1596,500000.0,1.69752021135639
549,0.02,1598,500000.0,1.6986214823262
550,0.02,1600,500000.0,1.69972180784833
551,0.02,1602,500000.0,1.70082426307364
552,0.02,1604,500000.0,1.70192572900666
553,0.02,1606,500000.0,1.70302929882373
554,0.02,1608,500000.0,1.70413183499473
555,0.02,1610,500000.0,1.70523644878924
556,0.02,1612,500000.0,1.70760246617569
557,0.02,1614,500000.0,1.70871175498269
558,0.02,1616,500000.0,1.70982310133047
559,0.02,1618,500000.0,1.71093331264808
560,0.02,1620,500000.0,1.7120423565671
561,0.02,1622,500000.0,1.713153407462
562,0.02,1624,500000.0,1.71426324443028
563,0.02,1626,500000.0,1.71537506027559
564,0.02,1628,500000.0,1.71648561514854
565,0.02,1630,500000.0,1.71759812034631
566,0.02,1632,500000.0,1.71871257084265
567,0.02,1634,500000.0,1.71982569825891
568,0.02,1636,500000.0,1.72094074179651
569,0.02,1638,500000.0,1.72205441394641
570,0.02,1640,500000.0,1.72316997258232
571,0.02,1642,500000.0,1.72428741222392
572,0.02,1644,500000.0,1.7254034165603
573,0.02,1646,500000.0,1.72784786302655
574,0.02,1648,500000.0,1.72896805375016
575,0.02,1650,500000.0,1.73009007495967
576,0.02,1652,500000.0,1.73121056259185
577,0.02,1654,500000.0,1.7323328494487
578,0.02,1656,500000.0,1.73345355195881
579,0.02,1658,500000.0,1.73457602196547
580,0.02,1660,500000.0,1.73570025312257
581,0.02,1662,500000.0,1.73682623902021
582,0.02,1664,500000.0,1.73795055690221
583,0.02,1666,500000.0,1.7390765969679
584,0.02,1668,500000.0,1.74020435253577
585,0.02,1670,500000.0,1.74133037124227
586,0.02,1672,500000.0,1.74245461683311
587,0.02,1674,500000.0,1.74358051810431
588,0.02,1676,500000.0,1.74470806795702
589,0.02,1678,500000.0,1.74583725922556
590,0.02,1680,500000.0,1.74696458987926
591,0.02,1682,500000.0,1.74809352760542
592,0.02,1684,500000.0,1.74922406495991
593,0.02,1686,500000.0,1.75176443815605
594,0.02,1688,500000.0,1.75289859354994
595,0.02,1690,500000.0,1.75403431588114
596,0.02,1692,500000.0,1.75517159735242
597,0.02,1694,500000.0,1.75630685568602
598,0.02,1696,500000.0,1.75744363720894
599,0.02,1698,500000.0,1.75858193383823
600,0.02,1700,500000.0,1.75971452816092
601,0.02,1702,500000.0,1.76085219547323
602,0.02,1704,500000.0,1.76199133287253
603,0.02,1706,500000.0,1.7631282969213
604,0.02,1708,500000.0,1.76426669375802
605,0.02,1710,500000.0,1.76540651472192
606,0.02,1712,500000.0,1.7665440855632
607,0.02,1714,500000.0,1.76768671827679
608,0.02,1716,500000.0,1.76882706269645
609,0.02,1718,500000.0,1.76996877531212
610,0.02,1720,500000.0,1.77259284131932
611,0.02,1722,500000.0,1.77374138198766
612,0.02,1724,500000.0,1.77488753521596
613,0.02,1726,500000.0,1.7760350086535
614,0.02,1728,500000.0,1.77718003434402
615,0.02,1730,500000.0,1.77833010926413
616,0.02,1732,500000.0,1.77947769639619
617,0.02,1734,500000.0,1.78062275472535
618,0.02,1736,500000.0,1.78177284335096
619,0.02,1738,500000.0,1.7829241730651
620,0.02,1740,500000.0,1.7840729127297
621,0.02,1742,500000.0,1.78522668397861
622,0.02,1744,500000.0,1.78637782384419
623,0.02,1746,500000.0,1.78753014313729
624,0.02,1748,500000.0,1.78867976819407
625,0.02,1750,500000.0,1.78983440448888
626,0.02,1752,500000.0,1.79099018877146
627,0.02,1754,500000.0,1.79214321531887
628,0.02,1756,500000.0,1.79485799913256
629,0.02,1758,500000.0,1.79601748694475
630,0.02,1760,500000.0,1.79717806739436
631,0.02,1762,500000.0,1.79833578017
632,0.02,1764,500000.0,1.79949454191591
633,0.02,1766,500000.0,1.8006543413666
634,0.02,1768,500000.0,1.80181516717552
635,0.02,1770,500000.0,1.80297700791476
636,0.02,1772,500000.0,1.8041398520748
637,0.02,1774,500000.0,1.80530368806424
638,0.02,1776,500000.0,1.80646850420952
639,0.02,1778,500000.0,1.80763428875468
640,0.02,1780,500000.0,1.80879698312742
641,0.02,1782,500000.0,1.80996060028449
642,0.02,1784,500000.0,1.81112512815564
