,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
58,58,2.25,0.02,390,1,100000.0,17.15,5.72,2.43,,506.9,0.5069,390.0,0.1687182310032198,0.0046712568523555,0.0068650665183624,-0.0002026217669395,-3.813309733489212e-05,11489910161379.566,7856950000000.0,6386940000000.0,2.357264764631233,1.1968376217209828,27128736932991.27,18550983136675.234,15080154033684.385,0.0001930846411575,0.0001320337887794,0.0001073306928142,0.0001037061020224,7.09155813092885e-05,5.764750480626033e-05
59,59,2.25,0.02,395,1,100000.0,17.15,5.72,2.43,,515.3,0.5153000000000001,395.0,0.188965432287182,0.0045632875212335,0.0070067881678388,-0.00024579224892,-2.7642478076138045e-05,11645780000000.0,7987150000000.0,6492780000000.0,2.120299351157614,1.0922825666265004,24685586005758.914,16930379782710.756,13762760339493.904,0.0001982646056432,0.0001359779374987,0.0001105369040311,0.0001065755794,7.309387082751834e-05,5.9418243382369765e-05
60,60,2.25,0.02,400,1,100000.0,17.15,5.72,2.43,,530.5,0.5305,400.0,0.2028953937158234,0.004417049956339,0.0069661282732478,-0.0001589111001948,-1.107982698232826e-06,11984032123739.346,8222750000000.0,6684300000000.0,2.000818500866694,1.0634589126083778,24023611255373.637,16483613145429.855,13399582298865.562,0.000206736344784,0.000141850527562,0.0001153107514375,0.0001112186513821,7.631180859752025e-05,6.203411537604872e-05
61,61,2.25,0.02,405,1,100000.0,17.15,5.72,2.43,,544.9,0.5448999999999999,405.0,0.1855374456511981,0.0043382532951738,0.0072232605748235,-0.0001697610889843,-3.99214431720455e-05,12261120077014.162,8445950000000.0,6865740000000.0,2.2601364368117656,1.2302628161304003,27682877803010.527,19069073650021.21,15501311483243.045,0.0002142717237825,0.0001475989350168,0.0001199836504007,0.0001155058579201,7.956505560448982e-05,6.467869036235945e-05
62,62,2.25,0.02,410,1,100000.0,17.15,5.72,2.43,,549.2,0.5492,410.0,0.2077350859721377,0.0042263518110215,0.0072159059798453,-0.0001834055781467,3.679285893469558e-05,12357000000000.0,8512600000000.0,6919920000000.0,1.9992811135480948,1.0947918094297513,24632815712169.406,16969273046161.15,13794376798814.87,0.000218735067535,0.0001506841576352,0.0001224916378195,0.0001181911220361,8.142055073600444e-05,6.618702834023586e-05
63,63,2.25,0.02,415,1,100000.0,17.15,5.72,2.43,,554.8,0.5548,415.0,0.1927911096940647,0.0044881739013069,0.0071328549357114,-0.0001789471692519,-1.5145564262463866e-06,12441196540135.918,8599400000000.0,6990480000000.0,2.1731370411012483,1.2047727384778528,27016608553714.37,18673977446406.71,15180136504820.94,0.0002229773104012,0.0001541227225917,0.0001252868583649,0.0001207373249174,8.345407522065924e-05,6.784008695356815e-05
64,64,2.25,0.02,420,1,100000.0,17.15,5.72,2.43,,555.4,0.5553999999999999,420.0,0.2047069144205807,0.0043637012413399,0.0068107469602147,-0.0001626440110179,7.377520582157116e-05,12405513577283.316,8603512295105.928,6998040000000.0,2.088422590947577,1.1586735736911509,25880339845273.6,17948617820068.676,14599287028508.5,0.0002250666382204,0.000156088950053,0.0001269617196514,0.0001221784744059,8.47336146303373e-05,6.892176173967854e-05
65,65,2.25,0.02,425,1,100000.0,17.15,5.72,2.43,,578.4,0.5784,425.0,0.1967164895179621,0.0041846774844114,0.0072223822237139,-0.00017709766613,-2.4945437051466052e-05,12898320000000.0,8942739890649.867,7287840000000.0,2.193451238859573,1.2655983777859665,28222843824627.05,19567629838465.285,15946539560103.176,0.0002369073415662,0.0001642540062435,0.0001338579598087,0.000128834846674,8.932454169673486e-05,7.279457704453322e-05
66,66,2.25,0.02,430,1,100000.0,17.15,5.72,2.43,,580.1,0.5801,430.0,0.205274843248884,0.0045819780027135,0.0069165079577227,-0.0002076571502585,3.528458769222347e-05,12912580809667.027,8951916169230.004,7309260000000.0,2.1136477423240354,1.225480777687138,27278261631751.008,18911224252470.34,15441057798857.938,0.0002400217726099,0.0001664001038108,0.0001358660648499,0.0001308341090585,9.070347699137598e-05,7.405959614688995e-05
67,67,2.25,0.02,435,1,100000.0,17.15,5.72,2.43,,571.6,0.5715999999999999,435.0,0.2193320756124762,0.0045885077718824,0.0067189714014595,-0.0002005107522629,-2.945037425822068e-05,12689520000000.0,8803889874957.137,7202160000000.0,2.005481857952744,1.147912589175536,25483659479696.9,17680363927883.71,14463698623611.754,0.0002386624289967,0.0001655821293616,0.0001354570542954,0.0001303442389056,9.043181500645722e-05,7.397916262214457e-05
68,68,2.25,0.02,440,1,100000.0,17.15,5.72,2.43,,572.2,0.5722,440.0,0.2083062772098855,0.0041674439698569,0.0067524638143592,-0.000162638778596,2.67320786141981e-05,12692704617540.094,8811880000000.0,7209720000000.0,2.1640539312087244,1.2339765899403337,27372422861013.727,19003239485081.145,15548105033248.207,0.0002415825813805,0.000167718132688,0.0001372239267447,0.0001321970828845,9.177751045425903e-05,7.509069037166649e-05
69,69,2.25,0.02,445,1,100000.0,17.15,5.72,2.43,,597.0,0.5970000000000001,445.0,0.1994837120183092,0.004327815669605,0.0063631502546587,-0.0002201328198148,-3.144074102566781e-05,13193700000000.0,9193800000000.0,7522200000000.0,2.2505318489302417,1.3415631963160777,29648546638585.324,20660073223267.6,16903696273582.584,0.0002540752074185,0.0001770478820925,0.0001448573580756,0.0001392563117452,9.703833488134694e-05,7.939500126657098e-05
70,70,2.25,0.02,450,1,100000.0,17.15,5.72,2.43,,601.0,0.601,450.0,0.2142559908307419,0.0045218431987036,0.0066031727650259,-0.0001889630414832,1.558781900109237e-05,13282100000000.0,9255400000000.0,7572600000000.0,2.1184853109122965,1.2762938584063992,28206094270781.426,19654925419458.547,16081302615920.629,0.0002586418828295,0.0001802300902974,0.0001474609829706,0.0001420932981721,9.901523945029744e-05,8.101246864118021e-05
71,71,2.25,0.02,455,1,100000.0,17.15,5.72,2.43,,609.3,0.6093,455.0,0.2130295416279238,0.0045078415705771,0.0065492198574226,-0.0001374469350318,-9.894039571597802e-05,13414877563464.584,9373606930754.51,7677180000000.0,2.2055099646876584,1.3512904475954497,29751183172775.668,20788553266113.69,17026259639702.666,0.0002642375557606,0.000184635228486,0.0001512201113082,0.0001454172294535,0.0001016098688496,8.32206064002593e-05
72,72,2.25,0.02,460,1,100000.0,17.15,5.72,2.43,,615.1,0.6151,460.0,0.2264710456041768,0.0045026616967521,0.0068661477173824,-0.0001915227466886,-8.082835919651241e-05,13488156055082.12,9444695531108.66,7750260000000.0,2.069797668223227,1.2682343949497583,27810345364176.543,19473398995903.56,15979753376366.951,0.0002687098676498,0.0001881564000144,0.0001544000032581,0.0001481768792152,0.0001037566219743,8.514205612815481e-05
73,73,2.25,0.02,465,1,100000.0,17.15,5.72,2.43,,605.5,0.6055,465.0,0.2341878350093054,0.0040850011244049,0.0065095065616843,-0.0001982424917225,5.649936249200023e-06,13260450000000.0,9279433327381.074,7629300000000.0,2.0142860899679915,1.219519394963156,26707474749693.117,18689428434366.164,15365944376535.76,0.0002671536502127,0.000186949499098,0.0001537048398484,0.0001475653380116,0.0001032636686922,8.490060543135524e-05
74,74,2.25,0.02,470,1,100000.0,17.15,5.72,2.43,,603.9,0.6039,470.0,0.224183594110309,0.0044503517232613,0.0064090067583795,-0.0002054473748204,9.933062829898196e-05,13196090433199.084,9239670000000.0,7609140000000.0,2.155429042409679,1.305998457247881,28537959508960.96,19981776395892.58,16455580561323.305,0.0002687554460639,0.0001881778277364,0.0001549699757829,0.0001487793707383,0.0001041726938284,8.578927727048774e-05
75,75,2.25,0.02,475,1,100000.0,17.15,5.72,2.43,,618.0,0.618,475.0,0.2177609322312321,0.0044457607199569,0.0070015332334154,-0.0001494039426632,0.00012397932816,13449519377739.45,9455400000000.0,7786800000000.0,2.2240560031293866,1.3733086810413655,29887284332174.195,21011622819932.89,17303689381121.207,0.0002768820411091,0.00019465606004,0.0001603049906212,0.0001535462970357,0.0001079474750149,8.88979206005987e-05
76,76,2.25,0.02,480,1,100000.0,17.15,5.72,2.43,,619.0,0.619,480.0,0.2222485310091087,0.0043101580233364,0.0066901509460687,-0.0001766679053451,-9.769210902134125e-06,13432300000000.0,9470700000000.0,7799400000000.0,2.206757283736919,1.363294619464113,29583493242371.24,20858407677800.92,17177512205247.816,0.0002795416667775,0.0001970961982348,0.0001623145161933,0.0001553055573219,0.0001095011533191,9.017742038050862e-05
77,77,2.25,0.02,485,1,100000.0,17.15,5.72,2.43,,627.6,0.6275999999999999,485.0,0.2324958346521327,0.0046040142452501,0.0065442355599538,-0.0001383969720062,3.908195962298535e-05,13610152933191.398,9602280000000.0,7907760000000.0,2.120429265308205,1.3297243464734183,28836443139724.688,20344782501043.305,16754526765565.072,0.0002862251670172,0.0002019385241472,0.0001663023140035,0.0001592876834691,0.0001123811719625,9.2549200439821e-05
78,78,2.25,0.02,490,1,100000.0,17.15,5.72,2.43,,627.0,0.6270000000000001,490.0,0.2112487186258135,0.0042195725766421,0.0064763187911016,-0.0001112642688213,5.1654371057431936e-05,13541668617802.94,9579171833827.848,7900200000000.0,2.367304188382957,1.4828178893875728,32025244782514.324,22654174419007.164,18683505406283.41,0.0002877740061809,0.0002035669851566,0.0001678871539244,0.0001604497325511,0.0001134997172193,9.36062617449102e-05
79,79,2.25,0.02,495,1,100000.0,17.15,5.72,2.43,,643.0,0.643,495.0,0.2308307917996671,0.0044912862988549,0.00640121996285,-0.0001427314022104,4.4561380545679626e-05,13830341574786.262,9804653719444.78,8101800000000.0,2.1722848776363177,1.3971226698822063,30050830087633.367,21303738696393.77,17603745640515.8,0.00029699541102,0.0002105470169026,0.0001739796091073,0.0001658189078616,0.0001175529153006,9.713654723923396e-05
80,80,2.25,0.02,500,1,100000.0,17.15,5.72,2.43,,639.5,0.6395,500.0,0.2643107842699976,0.0042889339124621,0.0069075726021821,-0.0001004698370473,6.252746939842008e-06,13749250000000.0,9732425214450.928,8057700000000.0,1.9017972696154548,1.217785039488237,26182378348997.1,18533231937601.938,15344091497551.787,0.0002983465427711,0.0002111850039464,0.0001748449506472,0.0001668306752217,0.000118091319168,9.777053524625992e-05
81,81,2.25,0.02,505,1,100000.0,17.15,5.72,2.43,,634.9,0.6348999999999999,505.0,0.2548447956555719,0.0043873226381769,0.0063044096187302,-0.0001434233830748,-1.7365247659429735e-05,13607265304904.45,9650480000000.0,7999740000000.0,1.9936591722728347,1.266815569351148,27150567876113.8,19255596654137.445,15961876173824.465,0.0002983063338577,0.0002115633997177,0.0001753749234502,0.0001670150258415,0.0001184496025077,9.818848628935498e-05
82,82,2.25,0.02,510,1,100000.0,17.15,5.72,2.43,,624.7,0.6247,510.0,0.2416212358340601,0.0044280044916242,0.0071955862070309,-0.0001892089304896,-1.3710004543891438e-05,13333388376245.793,9495440000000.0,7871220000000.0,2.1626669589441607,1.3511532869377536,28838564960112.277,20537529961453.85,17024531415415.695,0.0002952290117797,0.0002102488346179,0.0001742852181701,0.0001655659273711,0.0001179086129522,9.774003442099964e-05
83,83,2.25,0.02,515,1,100000.0,17.15,5.72,2.43,,646.2,0.6462,515.0,0.2486331488552309,0.0042240072862356,0.0066100216459738,-0.0001079974740863,1.8541614747444984e-05,13764060000000.0,9822240000000.0,8142120000000.0,2.103173487641488,1.362232734027271,29015557234780.883,20705937557214.523,17164132448743.62,0.0003077982993385,0.0002196494906077,0.0001820778672143,0.0001728145904899,0.0001233230880491,0.0001022283493038
84,84,2.25,0.02,520,1,100000.0,17.15,5.72,2.43,,635.0,0.635,520.0,0.2299736821938381,0.0041253029177748,0.0066156030489301,-0.0001243565437562,1.227339027594112e-05,13504367854372.38,9652000000000.0,8001000000000.0,2.299563108258743,1.462594617030859,31104591701117.5,22231438178869.05,18428692174588.824,0.0003050016504844,0.0002179943528065,0.0001807058450896,0.0001714609570568,0.0001225485839365,0.0001015863261579
85,85,2.25,0.02,525,1,100000.0,17.15,5.72,2.43,,636.9,0.6369,525.0,0.2506696253691757,0.004172362843171,0.0063795224397678,-0.0001646824228819,-8.269780843865915e-05,13488426034204.098,9662632349671.287,8024940000000.0,2.126161930499657,1.3533127533801863,28660792864050.45,20531580452243.85,17051740692590.348,0.0003075935355341,0.0002203491526338,0.0001830027951956,0.000173181094663,0.0001240608239537,0.0001030341042224
86,86,2.25,0.02,530,1,100000.0,17.15,5.72,2.43,,632.1,0.6321,530.0,0.2587054483685051,0.0042435117035881,0.0063909760500027,-0.0001229042934027,-3.1828545967628604e-06,13337310000000.0,9571168635114.56,7964460000000.0,2.1253430098967305,1.3431035194745031,28339484260912.02,20337083181943.277,16923104345378.74,0.0003070893907554,0.0002203745991489,0.0001833803944795,0.0001731850532189,0.0001242816841957,0.0001034185625857
87,87,2.25,0.02,535,1,100000.0,17.15,5.72,2.43,,625.1,0.6251,535.0,0.2683111970707728,0.0043480467166387,0.0068134133636042,-0.0001355545766265,-1.3499230907419588e-05,13189610000000.0,9446740825654.969,7876260000000.0,2.016603274631843,1.2594631049270726,26574671513961.23,19033469095697.875,15869235122081.115,0.0003066327490962,0.0002196183290764,0.0001831077079911,0.0001731958668124,0.0001240473725797,0.0001034250199922
88,88,2.25,0.02,540,1,100000.0,17.15,5.72,2.43,,628.6,0.6286,540.0,0.2374682508159367,0.0045987181079966,0.006397051268076,-0.0001251605771754,-3.668648127491671e-05,13208664478173.574,9481096091026.814,7920360000000.0,2.294729501017988,1.4415199113928931,30290411785229.445,21742266619542.6,18163150883550.453,0.0003100370178696,0.0002225426168599,0.0001859086358739,0.0001754215586894,0.0001259164889168,0.0001051886736071
89,89,2.25,0.02,545,1,100000.0,17.15,5.72,2.43,,627.3,0.6273000000000001,545.0,0.2599803614735606,0.0045718287929264,0.0066790305484733,-0.0001138689708112,1.1627999816343389e-06,13125848554278.674,9442988669206.035,7903980000000.0,2.148510982271203,1.343034122246388,28102124169989.92,20217210264195.305,16922229940304.488,0.000309478806321,0.0002226450236237,0.0001863585645887,0.0001762269274022,0.0001267810512811,0.0001061184047559
90,90,2.25,0.02,550,1,100000.0,17.15,5.72,2.43,,633.9,0.6339,550.0,0.2566947912096679,0.0042874433049173,0.0065142608535847,-0.0001272492631718,1.5820113259647606e-05,13207866572462.582,9523646690027.246,7987140000000.0,2.158868600517679,1.3670119757309034,28482902316472.992,20537843631325.49,17224350894209.385,0.0003143976345609,0.0002266991398884,0.0001901244163188,0.000179287601128,0.0001292768790234,0.0001084198695237
91,91,2.25,0.02,555,1,100000.0,17.15,5.72,2.43,,634.6,0.6345999999999999,555.0,0.2668977788307075,0.0044592625863612,0.0066661958712121,-0.0001018174676797,4.722890761223586e-05,13199680000000.0,9519000000000.0,7995960000000.0,2.1394516956955965,1.3561831703336362,28208609942939.637,20342747555004.54,17087907946203.812,0.0003171882617272,0.0002287415348994,0.0001921428893155,0.0001810656934606,0.0001305762212456,0.0001096840258463
92,92,2.25,0.02,560,1,100000.0,17.15,5.72,2.43,,633.1,0.6331,560.0,0.2689506462847476,0.0041975042607609,0.0067287865691764,-9.356852997668744e-05,-2.365002003383945e-05,13142483331621.08,9496500000000.0,7977060000000.0,2.1430316612725178,1.362611674668649,28286370592015.49,20439175120029.74,17168907100824.98,0.0003187533292286,0.0002303248872103,0.0001934729052566,0.0001822022247154,0.0001316557444548,0.000110590825342
93,93,2.25,0.02,565,1,100000.0,17.15,5.72,2.43,,636.1,0.6361000000000001,565.0,0.2967757656652452,0.0045014286887941,0.0063324686215358,-0.0001049445249394,-4.173795897211631e-05,13148482541988.492,9541500000000.0,8014860000000.0,1.9394886296208511,1.2365038953093954,25559110015054.79,18547558429640.93,15579949080898.389,0.0003217937527096,0.0002335170679714,0.000196154337096,0.0001841308830407,0.00013361882749,0.0001122398150915
94,94,2.25,0.02,570,1,100000.0,17.15,5.72,2.43,,646.8,0.6468,570.0,0.2786375417056774,0.004432189237219,0.0070182289809528,-0.0001014852853324,3.133321447887755e-05,13312432530369.316,9702000000000.0,8149680000000.0,2.0643492139401,1.3359275373462154,27496050102634.4,20038913060193.234,16832686970562.316,0.0003287502655898,0.000239590703613,0.0002012561910349,0.0001883335530444,0.0001372560670236,0.0001152950962998
95,95,2.25,0.02,575,1,100000.0,17.15,5.72,2.43,,669.8,0.6697999999999998,575.0,0.2537549273233025,0.0041948259903336,0.0066339731937386,-0.0001281161039234,-4.677974204587289e-05,13730900000000.0,10031219262786.072,8439480000000.0,2.301707339794532,1.5388290341846838,31545995200786.02,23046180128169.44,19389245830727.02,0.0003421599325668,0.0002499676864967,0.0002103031780654,0.0001959396208752,0.000143145263549,0.000120431181611
96,96,2.25,0.02,580,1,100000.0,17.15,5.72,2.43,,673.5,0.6735,580.0,0.2770773442052928,0.004489575416726,0.0071033542646202,-0.0001214913304176,5.890008389284889e-05,13806750000000.0,10066769925454.512,8486100000000.0,2.1197493474139235,1.4287797322228957,29289984510569.363,21355897310230.73,18002624626008.492,0.0003470802664972,0.0002530629719878,0.0002133273833104,0.0001987469230879,0.0001449102466632,0.0001221566454101
97,97,2.25,0.02,585,1,100000.0,17.15,5.72,2.43,,696.1,0.6961,585.0,0.2819594140741742,0.0043926172233393,0.0071000284773171,-5.702682834395175e-05,-5.050627656155131e-05,14211976767836.443,10384042305538.06,8769213598529.693,2.106488300913093,1.4661989275200549,29934758073468.945,21871960482262.293,18470638663063.523,0.0003604135294198,0.0002633377043969,0.0002223858985215,0.0002062182891752,0.0001506742850732,0.0001272428357604
98,98,2.25,0.02,590,1,100000.0,17.15,5.72,2.43,,670.9,0.6709,590.0,0.3006452586532077,0.0045986187871698,0.0061540032596582,-9.430176210053496e-05,-4.108176138144792e-05,13638122559859.207,9996410000000.0,8439881916846.299,1.976174651525292,1.3259954356761696,26954968349330.01,19757331991574.93,16680943358748.0,0.0003489069932032,0.0002557402854108,0.0002159192960521,0.0001994889594553,0.0001462205241547,0.0001234527152933
99,99,2.25,0.02,595,1,100000.0,17.15,5.72,2.43,,679.4,0.6794,595.0,0.3017653187129781,0.0046216856506316,0.0066421673246655,-8.015067676656592e-05,1.934215680370964e-05,13750802711548.3,10123060000000.0,8534789720993.856,2.025823747074503,1.3773006822238507,27876052334031.586,20521780165135.38,17301989557494.77,0.0003549020682116,0.0002612716512624,0.0002202791056836,0.0002027068662985,0.0001492286532646,0.0001258152353103
100,100,2.25,0.02,600,1,100000.0,17.15,5.72,2.43,,679.8,0.6798,600.0,0.2934058818460585,0.0043143285585568,0.005687744351341,-9.609426726296174e-05,6.578771034306327e-06,13698754829815.646,10129020000000.0,8527785853426.073,2.090075377116341,1.42034590766402,28621609830275.65,21163154024193.9,17817601851057.438,0.0003566088297699,0.0002636807515566,0.0002219970918159,0.0002035279628239,0.0001504909629827,0.0001267007770931
101,101,2.25,0.02,605,1,100000.0,17.15,5.72,2.43,,704.4,0.7044,605.0,0.2829569893467919,0.0043555721325622,0.0064947449740704,-0.0001215358578902,-1.8750932104956247e-05,14132153371120.422,10495203465518.72,8823917758889.81,2.164547063315856,1.5237330416123849,30570171835193.125,22702851077307.89,19087585243740.363,0.0003709980058339,0.000275520612767,0.0002316459357765,0.0002115637745297,0.0001571172348129,0.0001320974446134
102,102,2.25,0.02,610,1,100000.0,17.15,5.72,2.43,,700.4,0.7004000000000001,610.0,0.3020617672437765,0.0042224839601352,0.0066120618870401,-0.0001165463097139,-3.2748298331373973e-06,14008000000000.0,10414950018039.623,8761417058761.849,2.0322726450094297,1.4203563518025548,28407127036051.094,21120703043730.32,17767467690182.246,0.0003708326499837,0.0002757141286863,0.0002319402845169,0.0002113120110543,0.0001571105106611,0.0001321668088501
103,103,2.25,0.02,615,1,100000.0,17.15,5.72,2.43,,707.4,0.7074,615.0,0.2736852609485481,0.0044452811945394,0.0061799436760358,-0.0001032951745324,1.4213305472344552e-05,14137909350884.34,10498178129358.582,8842500000000.0,2.348170981896578,1.6534201341626216,33044817607744.1,24537601203148.38,20667751677032.773,0.0003774370453298,0.0002802678413158,0.0002360665209046,0.0002148531913362,0.0001595403548239,0.0001343790865564
104,104,2.25,0.02,620,1,100000.0,17.15,5.72,2.43,,716.2,0.7162,620.0,0.2917824029182156,0.0042736543271374,0.0063451888350529,-0.0001273712699812,-5.162508129100974e-05,14250419991927.793,10607653204874.62,8952500000000.0,2.1518838345185065,1.543420534417396,30709844791417.95,22859633870960.617,19292756680217.453,0.0003835620455896,0.0002855139121844,0.0002409640708895,0.0002181808994288,0.0001624083583767,0.000137067153336
105,105,2.25,0.02,625,1,100000.0,17.15,5.72,2.43,,725.5,0.7255,625.0,0.2906517362884415,0.0043650159416563,0.0064872775627976,-0.0001117685747977,1.470083306508078e-05,14371277916740.172,10724000005184.51,9068750000000.0,2.183634760873065,1.5862214380921384,31421129047985.367,23446779752341.656,19827767976151.73,0.0003899920778579,0.0002910162248062,0.0002460978541062,0.0002216228523692,0.0001653773229997,0.0001398513238744
106,106,2.25,0.02,630,1,100000.0,17.15,5.72,2.43,,729.3,0.7293,630.0,0.2886234169941417,0.0046732024545181,0.0063296401542662,-9.080185067280146e-05,1.0122258542565282e-05,14382027249612.35,10758662059411.787,9116250000000.0,2.207087185388916,1.6091259783139624,31732474521007.18,23737889224873.57,20114074728924.523,0.0003934931527616,0.0002943576576361,0.0002494211623719,0.0002234045794529,0.0001671206938454,0.0001416081309046
107,107,2.25,0.02,635,1,100000.0,17.15,5.72,2.43,,737.1,0.7371000000000001,635.0,0.3052963039284805,0.0044620774327566,0.0065430120240332,-7.56516848331951e-05,7.223384255710114e-05,14470632506176.244,10851990174553.477,9213750000000.0,2.110991662243288,1.5557224227245396,30541700530274.03,22904198135584.363,19446530284056.742,0.0003991773771147,0.0002993558832002,0.0002541644642568,0.0002264627887379,0.0001698316889214,0.0001441935256695
108,108,2.25,0.02,640,1,100000.0,17.15,5.72,2.43,,747.6,0.7476,640.0,0.3176643873433249,0.0045195239880664,0.0063822878525144,-7.688193946044533e-05,-5.798939358571697e-05,14610624558600.057,10989720000000.0,9345000000000.0,2.03417828813982,1.520188957139612,29709617590819.457,22346777669952.3,19002361964245.152,0.0004063025322618,0.0003056098695123,0.0002598723380207,0.0002303773637283,0.0001732836752842,0.0001473500640172
109,109,2.25,0.02,645,1,100000.0,17.15,5.72,2.43,,756.7,0.7567,645.0,0.3015005258321935,0.0049776119293872,0.0066853006274124,-0.0001168741634356,-1.6700896773268592e-05,14721521926738.246,11123490000000.0,9447626509574.217,2.171133657215281,1.645668061420502,32016305603719.77,24191320502881.383,20546659446327.4,0.000412539136024,0.0003117119939778,0.000264749507363,0.0002341087956925,0.0001768911435079,0.000150240747887
110,110,2.25,0.02,650,1,100000.0,17.15,5.72,2.43,,753.7,0.7537,650.0,0.3118613184786341,0.0046274940389121,0.0065658264371714,-6.974958759080068e-05,6.113828712826768e-05,14621780000000.0,11079390000000.0,9396834187000.744,2.104790844058196,1.5859938810009089,30768281291417.637,23314110050713.355,19773545868864.707,0.0004130422116704,0.0003129752841007,0.0002654457374751,0.0002345259767651,0.000177707827755,0.0001507204811046
111,111,2.25,0.02,655,1,100000.0,17.15,5.72,2.43,,751.3,0.7513,655.0,0.3267524892853543,0.0042494242256332,0.0060064963270778,-5.406313363344086e-05,1.1822175593516864e-05,14558656069645.396,11044110000000.0,9353617978523.21,2.0340948208885656,1.5275629383212208,29601042784181.543,22455175193321.945,19018022312268.22,0.0004144989827419,0.0003144364657281,0.0002663065270934,0.0002354417134112,0.0001786046850109,0.0001512661493562
112,112,2.25,0.02,660,1,100000.0,17.15,5.72,2.43,,750.5,0.7505,660.0,0.3074996334919319,0.0041249704182608,0.0063651470163321,-0.0001098204989942,-7.783196281104462e-05,14476754655578.38,11013657476702.877,9330378250044.775,2.1660028177968824,1.6220653103075775,31288796179410.277,23803959670312.35,20165866610854.035,0.0004153441013021,0.0003159864054854,0.0002676924256349,0.0002360665024415,0.000179595196677,0.0001521466525023
113,113,2.25,0.02,665,1,100000.0,17.15,5.72,2.43,,758.3,0.7583000000000001,665.0,0.3402731564327837,0.0044664423715448,0.0059757370631533,-0.0001042316990969,1.823565360900869e-05,14560124084505.87,11105760204992.293,9413931718570.309,1.984164660209598,1.5077196604080876,28949736700765.938,22081462488256.133,18717618269586.9,0.0004209472107495,0.0003210782239499,0.0002721658329365,0.000239329686729,0.0001825491386832,0.0001547399813364
114,114,2.25,0.02,670,1,100000.0,17.15,5.72,2.43,,768.1,0.7681,670.0,0.3374719073515734,0.0043522859733445,0.0066006741651281,-0.0001000248588663,1.665291315110797e-05,14680337691786.926,11226635096842.14,9524440000000.0,2.022649263962597,1.5582558831217317,29782219209010.125,22775641436421.258,19322372950709.47,0.0004276926438346,0.0003270734874594,0.0002774822357746,0.0002432561387088,0.0001860275943025,0.0001578218802868
115,115,2.25,0.02,675,1,100000.0,17.15,5.72,2.43,,773.6,0.7736,675.0,0.3272222145426326,0.0042491273488829,0.0062986914963927,-9.303658805668606e-05,-2.7334341358486236e-05,14717013752616.152,11284209498902.523,9592640000000.0,2.124190749138083,1.6469998710980938,31332626361824.81,24024161827994.23,20422798401616.363,0.000431976779535,0.0003312164112143,0.000281565119398,0.0002457578752427,0.0001884338356177,0.0001601864932652
116,116,2.25,0.02,680,1,100000.0,17.15,5.72,2.43,,778.9,0.7789,680.0,0.3292810879987201,0.0042302998169936,0.0064630799110389,-5.077105178078432e-05,-5.22410623110504e-05,14748930040888.334,11338548075217.41,9658360000000.0,2.0858447375773217,1.6240639392203498,30752606780704.15,23641708886990.508,20138392846332.336,0.0004361846350382,0.0003353260501163,0.0002856361932688,0.0002482186711156,0.0001908232887272,0.0001625463865995
117,117,2.25,0.02,685,1,100000.0,17.15,5.72,2.43,,778.8,0.7788,685.0,0.3422935571776292,0.0041920747290578,0.0061404461386358,-0.0001171221462999,4.841625718235395e-05,14678133846864.9,11314124799861.934,9657120000000.0,2.010262633823201,1.5650562625109747,29496796737301.25,22736571485432.266,19406697655136.08,0.0004373471909663,0.0003371137469576,0.0002877419124861,0.0002488867573352,0.0001918456298942,0.0001637489688452
118,118,2.25,0.02,690,1,100000.0,17.15,5.72,2.43,,778.0,0.7779999999999999,690.0,0.3392618244250684,0.0042731248793803,0.0061412013730582,-8.533826564233734e-05,4.612882014804869e-05,14594223993511.02,11281000000000.0,9647200000000.0,2.068717121176333,1.60738006223065,30152268214521.586,23307010902344.42,19931512771660.05,0.0004381340308492,0.0003386675443797,0.0002896191414005,0.0002493409325882,0.0001927348149362,0.0001648214969109
119,119,2.25,0.02,695,1,100000.0,17.15,5.72,2.43,,788.2,0.7882,695.0,0.3292923879803879,0.0042733693692558,0.006536756066331,-7.833467943546863e-05,-1.4699431333843913e-05,14715827815044.848,11428900000000.0,9773680000000.0,2.126531011252505,1.6757726673370343,31286960200063.727,24298703676387.0,20779581074979.227,0.000445051589714,0.0003456448510821,0.000295585941615,0.0002532620226441,0.0001966934084155,0.0001682067768519
