,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
243,243,2.25,0.02,1315,1,100000.0,17.15,5.72,2.43,,1211.7,1.2117,1315.0,0.7091725426164658,0.0044830206293248,0.005873363256892,-4.5285511038486415e-05,-2.6091676105642655e-05,6603765000000.0,13478412042732.396,12618918363744.59,1.8657578649895623,2.26039920256287,12319175653967.645,25143675689697.195,23540309488003.824,0.000379692472716,0.0007749596778187,0.0007255419168507,0.0002428734302679,0.0004957093669115,0.0004640988874185
244,244,2.25,0.02,1320,1,100000.0,17.15,5.72,2.43,,1225.5,1.2255,1320.0,0.7189121582296139,0.0045022256459781,0.0059942448388831,-4.042913026651032e-05,3.194233632027573e-05,6678975000000.0,13581342373309.725,12740949895991.55,1.8533221653715048,2.2692784071393066,12367567318909.22,25148793951626.16,23592625447097.035,0.000385462788831,0.0007838181917562,0.0007353167333708,0.0002464020880985,0.0005010456125325,0.0004700416843499
245,245,2.25,0.02,1325,1,100000.0,17.15,5.72,2.43,,1214.1,1.2140999999999995,1325.0,0.6795051222749635,0.0046705552736315,0.0056371048907144,-3.646376609762399e-05,2.647022426028168e-05,6616845000000.0,13419199313196.504,12600946502817.676,1.953544961168372,2.3714737669455968,12924532029853.504,26211415159097.168,24613140655726.035,0.0003832954989585,0.0007773370384792,0.0007299379201337,0.0002472293005529,0.0005013899011057,0.0004708170117626
246,246,2.25,0.02,1330,1,100000.0,17.15,5.72,2.43,,1240.7,1.2407,1330.0,0.6962253718139209,0.0044929616811938,0.0061492024101154,5.51353677293553e-06,1.4790344883250784e-06,6761815000000.0,13676614228563.309,12855069974470.332,1.9261828637939176,2.393223072343657,13043065744272.932,26381227309858.35,24796526202542.586,0.0003931712970035,0.0007952379878571,0.000747468621211,0.00025591609265,0.0005176222174158,0.0004865290278733
247,247,2.25,0.02,1335,1,100000.0,17.15,5.72,2.43,,1237.4,1.2374000000000005,1335.0,0.73881691952231,0.0045352070871705,0.0059531498939918,-3.177724925191661e-05,-4.568666713147352e-08,6743830000000.0,13603745196117.812,12798982991380.645,1.817832924030623,2.2488841488844877,12256418611420.455,24723813590603.555,23261217044737.41,0.0003935852761216,0.0007939455486425,0.0007469777937371,0.0002561700398091,0.0005167496731742,0.000486180105729
248,248,2.25,0.02,1340,1,100000.0,17.15,5.72,2.43,,1229.1,1.2291,1340.0,0.7065909529437476,0.0043960432484953,0.0059486176618964,-2.6202388385720876e-05,-1.5949175307029445e-05,6698595000000.0,13476249206823.027,12691384023077.916,1.9136259605267232,2.355029846351984,12834912662618.312,25821307541246.008,24317458437770.08,0.0003924382356588,0.0007895081673134,0.0007435267177797,0.0002553869351714,0.0005137880380195,0.00048386470129
249,249,2.25,0.02,1345,1,100000.0,17.15,5.72,2.43,,1239.9,1.2399,1345.0,0.7179119493076541,0.0047443331964254,0.0058810597498126,9.65055212694966e-07,-2.891807544776368e-05,6757455000000.0,13558098056445.691,12780962716457.188,1.8870579473518028,2.3394992103071632,12750270696174.04,25582030564014.664,24115696574011.52,0.0003973491847635,0.0007972378964674,0.0007515410928934,0.0002585615730749,0.0005187756576076,0.000489040004762
250,250,2.25,0.02,1350,1,100000.0,17.15,5.72,2.43,,1231.1,1.2311,1350.0,0.6932900746893893,0.0045874042504026,0.0058544243330146,-3.791554134040489e-05,3.142726484093237e-05,6709495000000.0,13425565219173.84,12668468062845.992,1.9667162831703968,2.419833988867919,13188095239330.156,26389114643099.523,24900974417482.297,0.0003959376616822,0.0007922633372023,0.000747585864793,0.0002576571404432,0.0005155667815844,0.0004864928366248
251,251,2.25,0.02,1355,1,100000.0,17.15,5.72,2.43,,1235.6,1.2356,1355.0,0.7408056482870734,0.0045541803883166,0.0059948066923278,-7.308249583979102e-05,-3.041789765007082e-05,6734020000000.0,13438200209786.99,12692911350605.312,1.8485313315499636,2.280081498473918,12426444166682.855,24797824272518.33,23422525357951.41,0.0003988713350461,0.0007959751913856,0.0007518300355564,0.0002602836673836,0.0005194139657498,0.0004906070246466
252,252,2.25,0.02,1360,1,100000.0,17.15,5.72,2.43,,1223.4,1.2234,1360.0,0.6576695758838923,0.0044621901082549,0.0060858626163619,-1.394730203832214e-05,-4.486235790028391e-06,6667530000000.0,13269435582700.355,12545937293162.52,2.124900906082345,2.5974576057853804,14156143951530.322,28172957641625.145,26636864675356.73,0.0003963757699442,0.0007888502557646,0.000745839246955,0.0002594036563397,0.0005162541612438,0.0004881060911696
253,253,2.25,0.02,1365,1,100000.0,17.15,5.72,2.43,,1209.4,1.2094,1365.0,0.7377354758188176,0.0044842918576508,0.0060576845811327,-4.3247695520356255e-05,3.31421986953521e-05,6591230000000.0,13081920172958.666,12380967875952.896,1.885823600855884,2.27978580323619,12424832627637.232,24660142127815.68,23338808329684.742,0.0003932371797374,0.0007804760863094,0.0007386568045661,0.0002573256787698,0.0005107262207691,0.0004833606113741
254,254,2.25,0.02,1370,1,100000.0,17.15,5.72,2.43,,1238.0,1.238,1370.0,0.7423662356052546,0.0043113005553185,0.0057236685203765,-2.178570271988908e-05,4.627109394205042e-06,6747100000000.0,13354772670890.98,12651848297556.775,1.862006307292463,2.30841991878754,12580888557392.092,24901795835512.29,23591097430984.074,0.0004040109805701,0.00079967316359,0.0007575826113027,0.0002643288645819,0.0005231954316441,0.0004956572001831
255,255,2.25,0.02,1375,1,100000.0,17.15,5.72,2.43,,1243.6,1.2436,1375.0,0.7516219476514152,0.004457655883645,0.0063069174622729,-3.752648480921536e-05,5.0338758160264114e-05,6777620000000.0,13378506768635.32,12687073073032.732,1.840741142809847,2.2891102161449526,12475650677989.988,24625986266361.773,23353255535909.26,0.0004072897941325,0.0008039590988575,0.0007624085416503,0.0002664305425612,0.0005259136418133,0.0004987331485628
256,256,2.25,0.02,1380,1,100000.0,17.15,5.72,2.43,,1218.9,1.2189,1380.0,0.7356154248679104,0.0044794299247817,0.0060704061795551,-2.042003110535496e-05,-3.8909072468771486e-05,6643005000000.0,13076840208195.832,12413518393269.678,1.8917797406237635,2.3015040967346136,12543197327203.645,24691444180414.0,23438972382476.53,0.0004006079041079,0.0007886017770814,0.0007486000064931,0.0002620328734054,0.00051581505882,0.0004896503756446
257,257,2.25,0.02,1385,1,100000.0,17.15,5.72,2.43,,1243.4,1.2434,1385.0,0.7846980251619243,0.0043083054008794,0.0055468167304885,-1.970525937576789e-05,1.9581149246043456e-05,6776530000000.0,13303016580026.732,12641029761044.97,1.780234212139094,2.2151321840989264,12072470403339.152,23699485420636.03,22520147871837.77,0.0004101257746406,0.0008051185459138,0.0007650541092572,0.0002681957961142,0.0005264955843775,0.0005002960276819
258,258,2.25,0.02,1390,1,100000.0,17.15,5.72,2.43,,1223.6,1.2236,1390.0,0.7462553242056629,0.004564804700634,0.0059230909488969,-2.669066235328346e-05,2.253447288798322e-05,6668620000000.0,13055093390859.986,12418081883739.363,1.8828512828261248,2.304405321011308,12559008999511.629,24586651418925.555,23386967938577.24,0.0004050222182247,0.0007929081105682,0.000754218874467,0.0002648127263485,0.0005184213335844,0.0004931254321962
259,259,2.25,0.02,1395,1,100000.0,17.15,5.72,2.43,,1236.5,1.2365,1395.0,0.7343884287648734,0.0044683257384654,0.0059621443483904,-3.137744161135245e-05,9.371881553205304e-06,6738925000000.0,13156263483561.256,12527122131899.129,1.9113696865184613,2.36422586803191,12885030980773.91,25155178693472.81,23952241161529.29,0.0004107795661451,0.0008019564256715,0.0007636063310377,0.0002684857418898,0.0005241591443564,0.0004990935022021
260,260,2.25,0.02,1400,1,100000.0,17.15,5.72,2.43,,1237.2,1.2372,1400.0,0.710009976306128,0.0045233153839746,0.0058581215767254,-3.559334309608646e-05,1.8225106840406198e-05,6742740000000.0,13127225454140.09,12512322145874.326,1.9928131052628035,2.4652307685985777,13435507688862.25,26157161409534.902,24931912011499.164,0.0004124550273033,0.0008029955378829,0.0007653817546435,0.0002695252447325,0.0005247301027752,0.0005001507826995
261,261,2.25,0.02,1405,1,100000.0,17.15,5.72,2.43,,1219.2,1.2192,1405.0,0.7664602955429018,0.0042965667175345,0.0060693732220519,-1.91824407288786e-05,-2.0093349438886253e-05,6644640000000.0,12900282236680.756,12305579742106.082,1.853763871934321,2.257951531286177,12305835845509.662,23891250024882.86,22789864355358.09,0.0004078460189699,0.0007918154713904,0.0007553128098641,0.0002664650859691,0.0005173304821967,0.0004934815676817
262,262,2.25,0.02,1410,1,100000.0,17.15,5.72,2.43,,1244.1,1.2441,1410.0,0.7752842515172234,0.0044345813247213,0.0060283248314539,-6.86617420351092e-06,1.5590312942142613e-05,6780345000000.0,13127057687745.182,12521677233650.893,1.825890308311508,2.2721912085721274,12383442086718.094,23974909631471.55,22869258843243.555,0.0004176412858376,0.0008085726097972,0.0007712836707728,0.0002727916267691,0.0005281370522198,0.0005037809584094
263,263,2.25,0.02,1415,1,100000.0,17.15,5.72,2.43,,1232.2,1.2322,1415.0,0.7608285146022581,0.004542665918484,0.0061168396391122,1.6982759361056206e-06,-2.0682167780374694e-06,6715490000000.0,12965156430849.412,12367020275832.0,1.8687468793890365,2.30296542152679,12551161547321.004,24231705035653.21,23113796512385.81,0.0004150676431153,0.0008013438963315,0.0007643745963809,0.000271042721934,0.0005232844199482,0.0004991431508013
264,264,2.25,0.02,1420,1,100000.0,17.15,5.72,2.43,,1234.2,1.2342,1420.0,0.7903873696023993,0.0046113213164951,0.0060276644474434,-4.037005716608744e-05,3.7000518524950514e-05,6726390000000.0,12949802481858.768,12352151457916.564,1.816203211592698,2.24365258410634,12227906583379.553,23541450171843.4,22454980179733.76,0.0004171491828551,0.0008031053096004,0.000766040905623,0.0002723499449338,0.0005243344487665,0.0005001356997406
265,265,2.25,0.02,1425,1,100000.0,17.15,5.72,2.43,,1260.8,1.2608,1425.0,0.7661953313419417,0.0045539169817201,0.0059692015775148,-2.9096421932275083e-05,2.2987499078410687e-05,6871360000000.0,13191720162906.893,12582675273111.28,1.8683513157906364,2.355629988468531,12838183437153.494,24646900075530.176,23508984143799.48,0.0004276245624084,0.0008209588148602,0.0007830561937654,0.0002790898678341,0.0005358001089699,0.0005110629015178
266,266,2.25,0.02,1430,1,100000.0,17.15,5.72,2.43,,1256.1,1.2561,1430.0,0.7480267927882778,0.0047693033955677,0.0059047581817471,-4.265277514326008e-05,-1.65236583781844e-05,6845745000000.0,13105500847227.896,12500207768537.574,1.9301600389864355,2.423311024139587,13207045081560.746,25283579874180.453,24115827792000.965,0.0004274782575889,0.0008183647896617,0.0007805676425858,0.0002789217963134,0.0005339681565551,0.0005093062048165
267,267,2.25,0.02,1435,1,100000.0,17.15,5.72,2.43,,1237.5,1.2375,1435.0,0.7565505792312933,0.0044246107537516,0.0060851607886198,-3.045585779244182e-06,5.724953973862472e-07,6744375000000.0,12874943220725.863,12286534384219.955,1.9127685327781676,2.370173514283961,12917445652847.588,24659272258322.65,23532297680660.47,0.000422620817852,0.0008067788392166,0.0007699075466631,0.0002756344368587,0.0005261833341462,0.0005021357777317
268,268,2.25,0.02,1440,1,100000.0,17.15,5.72,2.43,,1246.9,1.2469,1440.0,0.7858969988795707,0.0043647701047918,0.0058186109913138,-6.797212977178752e-05,1.0239581848992969e-05,6795605000000.0,12935968511950.332,12355592770991.104,1.8549252294707208,2.3140004462942665,12611302432303.75,24006605910579.555,22929543015721.887,0.0004272520467201,0.0008133078692828,0.0007768185908166,0.0002785826142209,0.0005303039134174,0.0005065116843007
269,269,2.25,0.02,1445,1,100000.0,17.15,5.72,2.43,,1240.3,1.2403,1445.0,0.7853742915973726,0.0046227352821606,0.0058625088524512,-1.9814116878239228e-05,1.3118510433190448e-05,6759635000000.0,12830919133289.766,12266051880109.336,1.868194828278631,2.317083874309522,12628107114986.896,23970261885281.973,22914997188458.715,0.0004263723116471,0.0008093260437018,0.0007736963452769,0.0002779426609512,0.000527581712083,0.0005043555012842
270,270,2.25,0.02,1450,1,100000.0,17.15,5.72,2.43,,1240.2,1.2402,1450.0,0.7916152834555306,0.0045105516598248,0.0054812903940465,-4.663826949406816e-05,-1.5449569097927953e-05,6759090000000.0,12793309926083.824,12240923698296.336,1.8394430091164256,2.281205717279687,12432571159174.293,23531826920104.33,22515775782404.46,0.0004277974504222,0.0008097163033545,0.0007747545821915,0.0002787598465789,0.0005276244453368,0.0005048428134736
271,271,2.25,0.02,1455,1,100000.0,17.15,5.72,2.43,,1246.0,1.246,1455.0,0.8225326814047775,0.0043493302469717,0.0056862348257644,-6.223828974270403e-05,1.617246674774728e-05,6790700000000.0,12816394208212.05,12273918283977.998,1.7896131969736129,2.224600018753464,12124070102206.38,22882304009582.914,21913771143431.73,0.0004312326874338,0.0008138848892779,0.0007794358117637,0.0002808923929026,0.0005301408746563,0.0005077017504938
272,272,2.25,0.02,1460,1,100000.0,17.15,5.72,2.43,,1268.2,1.2681999999999998,1460.0,0.7490758783186038,0.0044231349519887,0.0060546068235079,3.883260838691576e-06,3.6116145571202815e-05,6911690000000.0,13007343657810.531,12467918648675.582,1.9596841737764037,2.483552700392655,13535362217139.969,25472656888732.543,24416285308464.11,0.0004403272625561,0.0008286667987092,0.0007943013196981,0.0002867457133492,0.0005396364761639,0.0005172573172256
273,273,2.25,0.02,1465,1,100000.0,17.15,5.72,2.43,,1241.5,1.2415,1465.0,0.7817897655945444,0.0045723515261338,0.0057707541661289,-2.890452371079666e-05,2.725446915785537e-05,6766175000000.0,12696881024987.688,12181261171312.09,1.92337834265028,2.382394853759204,12984051952987.66,24364868314718.93,23375411942674.773,0.0004325013084992,0.0008115985260751,0.0007786395409169,0.0002815245453845,0.0005282872019067,0.0005068334788065
274,274,2.25,0.02,1470,1,100000.0,17.15,5.72,2.43,,1257.2,1.2572,1470.0,0.7871816363825019,0.0044755459266627,0.0057707705339254,-1.1515515701085138e-05,1.109257742864473e-05,6851740000000.0,12817299315880.176,12310835088260.691,1.8770275329810224,2.3598639881047023,12861258735170.629,24059086128145.62,23108412653740.2,0.0004393848113075,0.0008219410896181,0.0007894628156196,0.0002859156575224,0.0005348519590004,0.0005137177576659
275,275,2.25,0.02,1475,1,100000.0,17.15,5.72,2.43,,1259.0,1.259,1475.0,0.8521498643302039,0.0045834454848405,0.0059336755712553,-4.851008554919842e-05,3.4028593562874484e-05,6861550000000.0,12761392251423.527,12303955905751.451,1.7545306600792947,2.209671644515218,12042710462607.94,22397527086979.18,21594680286183.12,0.0004414294712328,0.0008209886445105,0.0007915600337458,0.0002871403970932,0.0005340354932247,0.000514892813518
276,276,2.25,0.02,1480,1,100000.0,17.15,5.72,2.43,,1240.5,1.2405000000000002,1480.0,0.8089679477088338,0.0045796021099825,0.0059163551215276,-3.299027594515608e-05,5.228232387541965e-06,6760725000000.0,12500706672627.775,12099013921761.531,1.8402648399371784,2.282752824634345,12441002894257.182,23003646486792.79,22264456433044.26,0.0004363693070308,0.0008068549908672,0.0007809278325617,0.0002837290845681,0.0005246203714365,0.0005077624284672
277,277,2.25,0.02,1485,1,100000.0,17.15,5.72,2.43,,1243.3,1.2433,1485.0,0.7782313702202828,0.0043878254199035,0.0054595022881834,-2.7048819858686894e-05,-1.3399148205242107e-06,6775985000000.0,12455590441432.695,12102123590943.191,1.9519245743154467,2.4279237468993493,13232184420601.455,24323352219421.69,23633100019594.48,0.000438751199755,0.0008065108246013,0.0007836235241238,0.0002851899551969,0.0005242351156242,0.0005093582829195
278,278,2.25,0.02,1490,1,100000.0,17.15,5.72,2.43,,1244.3,1.2443000000000002,1490.0,0.7700374135555421,0.0046364539908308,0.0058475211744136,-1.442746331598942e-05,-9.997615005826436e-06,6781435000000.0,12425226091137.672,12087638326302.676,1.9510634618077016,2.4303144995025354,13245214022288.82,24268429742738.164,23609067499120.758,0.0004405501792546,0.0008071942858303,0.0007852631827065,0.0002862451985985,0.000524470309026,0.0005102206882909
279,279,2.25,0.02,1495,1,100000.0,17.15,5.72,2.43,,1255.3,1.2553,1495.0,0.8270931798024549,0.0043757384504831,0.0059028335380966,-4.1523216551338495e-05,1.7090391673153929e-06,6841385000000.0,12509154965768.668,12170063576504.396,1.8148017960353984,2.2783261410022213,12416877468462.11,22703684187332.508,22088245028287.227,0.0004458378843605,0.0008151938803438,0.0007930960467042,0.0002896529314012,0.000529616942357,0.0005152603734878
280,280,2.25,0.02,1500,1,100000.0,17.15,5.72,2.43,,1250.8,1.2508,1500.0,0.7890648282084612,0.0042386055951616,0.0057520784355305,-6.676379477467485e-08,1.2099660308392566e-06,6816860000000.0,12438491039507.855,12102090673669.012,1.914625354950169,2.392799347269312,13040756442617.75,23795021778341.523,23151482782658.49,0.0004456107166046,0.0008130906173217,0.0007911004916498,0.0002894940014863,0.000528229792526,0.0005139437593658
281,281,2.25,0.02,1505,1,100000.0,17.15,5.72,2.43,,1258.2,1.2582,1505.0,0.8605017064402773,0.0045783370529112,0.00603502296478,-2.0114989635552262e-05,5.9027091016761486e-05,6857190000000.0,12481637334163.406,12149199539798.707,1.7708859467273173,2.2269829242100387,12137056936944.71,22092189802387.867,21503783117113.49,0.0004496750632009,0.0008185103602336,0.000796710032958,0.0002920811858413,0.000531653845643,0.0005174936976529
282,282,2.25,0.02,1510,1,100000.0,17.15,5.72,2.43,,1255.0,1.255,1510.0,0.8566063576588021,0.0043167710944101,0.0062961837954859,-3.4200185997170124e-05,2.0528588138544577e-05,6839750000000.0,12409180298525.334,12093872885494.67,1.7779182670263205,2.232351741311919,12166316990149.965,22073032069853.85,21512173860668.555,0.0004499222509625,0.0008162822226707,0.0007955411398803,0.0002922158374809,0.0005301595838132,0.0005166886499687
283,283,2.25,0.02,1515,1,100000.0,17.15,5.72,2.43,,1252.5,1.2525,1515.0,0.8131076194379829,0.0045250575094897,0.006048271005352,-1.3084037482030114e-05,-2.671752790237412e-05,6826125000000.0,12343829626440.78,12045402762835.664,1.8833039498642272,2.357152566749683,12846481488785.775,23230570608771.0,22668943744472.508,0.0004503968490864,0.0008144623735148,0.0007947717702735,0.0002924966095266,0.0005289279517016,0.0005161404850501
284,284,2.25,0.02,1520,1,100000.0,17.15,5.72,2.43,,1255.0,1.2550000000000003,1520.0,0.8112424306948242,0.0042939088935069,0.0059290757490138,-5.037709669607831e-05,1.8652190462727956e-05,6839750000000.0,12327755719332.04,12043606159607.494,1.9068902006370805,2.3933644551245887,13043836280429.008,23509810637536.383,22967919437389.742,0.0004527019853842,0.000815936180339,0.0007971291961899,0.0002939501641711,0.0005298067645102,0.0005175949424802
285,285,2.25,0.02,1525,1,100000.0,17.15,5.72,2.43,,1265.7,1.2657,1525.0,0.7828439284022579,0.0044407331612873,0.0060788500356578,-6.248322720771654e-05,1.017998698190949e-05,6898065000000.0,12388403723760.973,12119413538043.947,1.9841493296382688,2.510320582311106,13681247173595.53,24570486568489.152,24036986055219.707,0.0004579455438158,0.0008224356077086,0.0008045780118641,0.0002982495622283,0.0005356336867397,0.0005240034389624
286,286,2.25,0.02,1530,1,100000.0,17.15,5.72,2.43,,1244.9,1.2449,1530.0,0.8511856650134177,0.0045760158824266,0.0060154688751843,-3.06402481538498e-05,-2.064592868666053e-05,6784705000000.0,12140761463864.77,11893814511067.574,1.8137697403730415,2.25671903828256,12299118758639.951,22008424399350.043,21560766041390.93,0.000451830112733,0.0008085188111913,0.0007920732812056,0.0002951334574527,0.0005281209583821,0.0005173788099782
287,287,2.25,0.02,1535,1,100000.0,17.15,5.72,2.43,,1249.0,1.249,1535.0,0.7975847152033111,0.0043661920622155,0.0061655178484095,-3.2001148516481605e-05,2.7865167217516728e-05,6807050000000.0,12136544940997.023,11906465480760.385,1.953553375261818,2.4441957014712785,13320866573018.469,23750272998797.37,23300025418567.406,0.0004546824326344,0.0008106703752065,0.0007953020308165,0.0002969321165908,0.0005294114157278,0.0005193750591399
288,288,2.25,0.02,1540,1,100000.0,17.15,5.72,2.43,,1232.8,1.2328,1540.0,0.8508244523734447,0.0047202587392239,0.0058184015457523,-2.190580599455092e-05,1.69524287344255e-05,6718760000000.0,11937389851808.992,11725857562973.416,1.848431834628597,2.279741119192316,12424589099598.123,22075079900225.523,21683906265495.383,0.0004500976727224,0.0007996998539432,0.0007855290559224,0.0002939012974287,0.0005221818260154,0.0005129286879159
289,289,2.25,0.02,1545,1,100000.0,17.15,5.72,2.43,,1244.7,1.2447,1545.0,0.8350888151067466,0.0046844008183261,0.0058749638647776,-4.4739132670624886e-05,-1.914823915997558e-05,6783615000000.0,12012241513990.115,11812615930726.62,1.8782936550045128,2.334988788454821,12725688897078.775,22534304860109.664,22159818237783.79,0.0004558170964959,0.000807148555647,0.0007937349474529,0.0002975543800086,0.0005269012283582,0.0005181449138177
290,290,2.25,0.02,1550,1,100000.0,17.15,5.72,2.43,,1231.4,1.2313999999999998,1550.0,0.8478234396466633,0.0043440545652404,0.0059863134991265,-3.59393137663012e-05,-7.222232646806477e-06,6711130000000.0,11843940643700.451,11662392434551.748,1.846898638035373,2.274891147804563,12398156755534.871,21880522759035.93,21545130186442.0,0.0004522725952636,0.0007981800044217,0.0007859452124095,0.0002951867588584,0.0005209516803766,0.0005129663444592
291,291,2.25,0.02,1555,1,100000.0,17.15,5.72,2.43,,1235.6,1.2356,1555.0,0.8518947530638116,0.0047700294957617,0.0060304959511065,-3.915898901392036e-05,8.60169458992732e-06,6734020000000.0,11844254667015.057,11678120171565.418,1.8425361621010437,2.2785068499325094,12417862332132.176,21841385068904.9,21535024931407.258,0.0004551113342589,0.0008004809229565,0.00078925290583,0.0002969936865874,0.0005223727964035,0.0005150456877413
292,292,2.25,0.02,1560,1,100000.0,17.15,5.72,2.43,,1256.7,1.2567,1560.0,0.8257418511105925,0.0045684503378335,0.0059727958132936,-4.683607167302511e-05,-1.6996883666714493e-05,6849015000000.0,12005748007012.416,11853083722096.768,1.9065301966402537,2.3953450250322463,13054630386425.742,22883670534246.84,22592683317430.727,0.0004642688045297,0.0008138242177453,0.0008034756836784,0.0003028835565854,0.00053092943377,0.0005241781707666
293,293,2.25,0.02,1565,1,100000.0,17.15,5.72,2.43,,1249.5,1.2494999999999998,1565.0,0.821742383360629,0.0046240714944036,0.0055891994360073,-1.103805621654305e-05,-1.7114194165608727e-05,6809775000000.0,11896429426906.691,11760853614597.832,1.912401554398884,2.3912519854875023,13032323320906.885,22766995187917.23,22507534659411.71,0.0004629347149575,0.0008087301218847,0.00079951355452,0.0003019494339923,0.0005274946869734,0.0005214831756107
294,294,2.25,0.02,1570,1,100000.0,17.15,5.72,2.43,,1246.6,1.2466,1570.0,0.8133032486970933,0.0042204723168979,0.0058564463682512,-7.953484765144491e-06,2.295829024249081e-05,6793970000000.0,11828378587106.926,11709293619938.416,1.9488517118252415,2.4266607740602493,13225301218628.355,23025398955612.52,22793585367767.12,0.0004632162407018,0.0008064647124902,0.0007983454404275,0.0003020522213873,0.000525876332637,0.0005205819496964
295,295,2.25,0.02,1575,1,100000.0,17.15,5.72,2.43,,1245.0,1.245,1575.0,0.8142375782113277,0.0045440375160244,0.0055548949757653,-3.235150250401154e-05,-1.3659655440180676e-05,6785250000000.0,11770100981511.07,11669298643248.45,1.9698599135160928,2.45169673172242,13361747187887.186,23178086834067.094,22979583409755.09,0.0004639066810144,0.0008047203097215,0.0007978284666528,0.0003024531905741,0.0005246534166372,0.0005201601424284
296,296,2.25,0.02,1580,1,100000.0,17.15,5.72,2.43,,1245.1,1.2451,1580.0,0.920284154454498,0.004502822863447,0.0057222176814975,-1.6580802106738997e-05,-1.8140845896190545e-06,6785795000000.0,11726983654944.098,11643798072688.02,1.7340279500927172,2.15832042314483,11762846306139.322,20328157035058.586,20183958865357.777,0.0004652450019667,0.0008040208308103,0.0007983174937097,0.0003032703325973,0.0005241016319235,0.0005203839069999
297,297,2.25,0.02,1585,1,100000.0,17.15,5.72,2.43,,1237.4,1.2374000000000005,1585.0,0.8767470011335945,0.0045855179327689,0.0060488945125221,-1.7303424713321946e-05,2.515321187106945e-05,6743830000000.0,11610670925706.318,11545515639463.22,1.8204264249175304,2.251422445580043,12270252328411.234,21125363771115.902,21006815141815.84,0.00046371112394,0.0007983589836423,0.0007938788542479,0.000302168643388,0.0005202356350094,0.000517316242846
298,298,2.25,0.02,1590,1,100000.0,17.15,5.72,2.43,,1239.4,1.2394,1590.0,0.8377678663524876,0.0045195331855813,0.0060430471082139,-2.5145548732761104e-05,-1.6714231251618413e-05,6754730000000.0,11586843376197.482,11537859734108.12,1.916544481908859,2.373493739352298,12935540879470.023,22189204625028.53,22095399261280.13,0.0004657537176937,0.0007989387257225,0.0007955611942136,0.0003034360849564,0.0005205043563662,0.0005183039124428
299,299,2.25,0.02,1595,1,100000.0,17.15,5.72,2.43,,1237.6,1.2376,1595.0,0.8521769989064978,0.0045471153558535,0.0060490907555634,-2.598155387790143e-05,2.907980853613915e-05,6744920000000.0,11529867790028.984,11494824507826.68,1.8996473438746213,2.353388507578083,12825967366300.55,21924901705679.48,21858264296498.223,0.000466332965748,0.000797156592103,0.0007947337556989,0.0003037615994847,0.0005192546511666,0.0005176764555093
300,300,2.25,0.02,1600,1,100000.0,17.15,5.72,2.43,,1220.7,1.2207,1600.0,0.8163047303170743,0.0047365812500766,0.0058812750683233,-1.849793576905848e-06,1.1228912060115588e-05,6652815000000.0,11332822521277.738,11311937600856.418,1.9888344369318047,2.42610318499954,13222262358247.49,22523631370448.46,22482123242364.06,0.0004612533804116,0.0007857279508816,0.0007842799562893,0.000300373162968,0.0005116744935899,0.0005107315439355
301,301,2.25,0.02,1605,1,100000.0,17.15,5.72,2.43,,1246.0,1.246,1605.0,0.8666349828906277,0.0042458341661599,0.0061360884242844,-3.572966476775322e-05,-4.65767566172764e-06,6790700000000.0,11527284153320.035,11521432323695.24,1.8719274257258576,2.330122506265088,12699167659144.73,21556969696439.74,21546026293621.47,0.0004720749758696,0.0008013522005861,0.0008009453938757,0.0003073618937695,0.0005217500239128,0.0005214851573401
302,302,2.25,0.02,1610,1,100000.0,17.15,5.72,2.43,,1245.8,1.2458,1610.0,0.8747185793086828,0.004548345901443,0.0061159359035651,-4.125225442148878e-05,-3.2548010548464365e-05,6789610000000.0,11485020048783.94,11495334746419.691,1.8708006096477765,2.326467571216286,12679248263128.76,21447685582167.863,21466947750699.305,0.0004732594376104,0.0008005458530361,0.0008012648233455,0.0003080794972434,0.0005211343806875,0.0005216024115261
303,303,2.25,0.02,1615,1,100000.0,17.15,5.72,2.43,,1214.8,1.2148,1615.0,0.900248775951286,0.0043412594105763,0.0057880103735785,2.0358565863067976e-06,-4.525416419100333e-05,6620660000000.0,11159823125899.842,11185644485400.598,1.8022106409828296,2.190367227472505,11937501389725.156,20121921994864.008,20168479666595.348,0.000462744901109,0.0007800055053104,0.0007818102653266,0.000301147841117,0.0005076165581095,0.0005087910704192
304,304,2.25,0.02,1620,1,100000.0,17.15,5.72,2.43,,1231.9,1.2319,1620.0,0.8551544525144663,0.0045835377473726,0.0058102374976526,-5.17192492029144e-07,8.278476853833864e-06,6713855000000.0,11276950261292.824,11319120311899.713,1.905838918639808,2.352180257238401,12819382401949.287,21532120924159.77,21612640090069.55,0.0004704849544171,0.0007902517152438,0.0007932068541823,0.0003061353791436,0.0005142013707214,0.0005161242219642
