,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,150,1,100000.0,0.01715,5.72,0.00243,,619.1,0.6191,150.0,0.0061523112248124,0.004360299890445,0.0353501497794761,1.7392423096656304e-05,-0.0002560854740021,14920310000000.0,9657960000000.0,7800660000000.0,24.969495319645183,15.35813641177358,370131087523743.25,239586928023667.84,193512518788347.03,9.105298903294697e-05,5.893886427029391e-05,4.760446729523739e-05,5.910625435760917e-05,3.825965012359765e-05,3.090202509982886e-05
11,11,2.25,0.02,155,1,100000.0,0.01715,5.72,0.00243,,572.2,0.5721999999999999,155.0,0.0069472583880013,0.0042187630242629,0.0332697090726685,-2.0846840690620664e-05,-0.0003506264829088,13790020000000.0,8926320000000.0,7209720000000.0,22.922568288294773,13.036244640683227,314173495840465.9,203365416394658.4,164256682472608.7,8.728234422036857e-05,5.649811493102696e-05,4.563309282890639e-05,5.614737544991124e-05,3.634435921239067e-05,2.9355059363854008e-05
12,12,2.25,0.02,160,1,100000.0,0.01715,5.72,0.00243,,538.6,0.5386,160.0,0.0069791655676851,0.0046484015428147,0.0313771403633599,-2.438620009939443e-06,-1.700830657900001e-05,12980260000000.0,8402160000000.0,6786360000000.0,23.7005238069913,12.763724367170711,307605757248814.1,199114100127863.12,160822927026351.03,8.477734205088645e-05,5.487661975078128e-05,4.43234236448618e-05,5.436166113847288e-05,3.518846115187456e-05,2.842144939189868e-05
13,13,2.25,0.02,165,1,100000.0,0.01715,5.72,0.00243,,504.7,0.5047,165.0,0.0074541744017494,0.0044432568517985,0.0338987303766163,6.872574475613307e-07,0.0001008159087348,12163270000000.0,7873320000000.0,6359220000000.0,22.946363902025773,11.583780821761875,279169117804461.2,180706980819485.28,145955638354199.66,8.173098928054273e-05,5.290470675421023e-05,4.273072468609288e-05,5.218339075109293e-05,3.377846040319709e-05,2.7282602633351496e-05
14,14,2.25,0.02,170,1,100000.0,0.01715,5.72,0.00243,,479.5,0.4795,170.0,0.008058501233043,0.0043475609340177,0.0333452609224281,-6.680506110991885e-05,0.0001239697246084,11536684760970.574,7480200000000.0,6041700000000.0,22.00118287344349,10.49649492376165,252543801940700.84,163745320810681.78,132255836039396.8,8.00080249542073e-05,5.187591068511713e-05,4.189977401490229e-05,5.073344867136287e-05,3.289474841467384e-05,2.656883525800579e-05
15,15,2.25,0.02,175,1,100000.0,0.01715,5.72,0.00243,,434.1,0.4341,175.0,0.0081868765625671,0.0040240940143735,0.0318818038095732,-2.433523755053776e-05,-0.0002638878836179,10418400000000.0,6771960000000.0,5469660000000.0,22.50133044597738,9.773903544796926,234573685075126.25,152472895298832.03,123151184664441.28,7.48275420427073e-05,4.863790232775975e-05,3.9284459572421336e-05,4.6776652082262326e-05,3.0404823853470516e-05,2.4557742343187727e-05
16,16,2.25,0.02,180,1,100000.0,0.01715,5.72,0.00243,,417.7,0.4176999999999999,180.0,0.0084560723112104,0.0043610307595886,0.0343033015230273,4.138518597300065e-05,-0.0003742513403383,10024800000000.0,6516120000000.0,5263020000000.0,21.98006505662264,9.187267448731438,220494418769554.56,143321372200210.44,115759569854016.16,7.443360883427856e-05,4.838184574228106e-05,3.907764463799624e-05,4.597372222604389e-05,2.988291944692853e-05,2.413620416867304e-05
17,17,2.25,0.02,185,1,100000.0,0.01715,5.72,0.00243,,413.0,0.413,185.0,0.0086497658266011,0.0042419898283186,0.0295941405134411,-1.264878946506799e-05,1.5298091216319513e-05,9912000000000.0,6442800000000.0,5203800000000.0,21.730094981809064,8.987314756026464,215695554144635.2,140202110194012.84,113240165925933.48,7.57667419881163e-05,4.92483822922756e-05,3.977753954376106e-05,4.6301421694682485e-05,3.009592410154361e-05,2.4308246389708307e-05
18,18,2.25,0.02,190,1,100000.0,0.01715,5.72,0.00243,,389.0,0.389,190.0,0.0092939636542041,0.0044954280679219,0.0300076730745889,2.6603850304632124e-05,-8.80830894314428e-05,9336000000000.0,6068400000000.0,4901400000000.0,20.95466014673779,8.156611906008113,195758685744194.75,127243145733726.58,102773310015702.23,7.340342263184062e-05,4.77122247106964e-05,3.853679688171632e-05,4.44368288782271e-05,2.8883938770847616e-05,2.3329335161069223e-05
19,19,2.25,0.02,195,1,100000.0,0.01715,5.72,0.00243,,383.9,0.3839,195.0,0.0104861260154478,0.003960137927345,0.0287674048354834,4.5901399634846936e-05,-2.1289667202651084e-05,9213600000000.0,5988840000000.0,4837140000000.0,19.7152251144664,7.609965005331722,182639160127961.25,118715454083174.84,95885559067179.69,7.453739278604485e-05,4.844930531092916e-05,3.913213121267355e-05,4.462991263995892e-05,2.9009443215973305e-05,2.3430704135978438e-05
20,20,2.25,0.02,200,1,100000.0,0.01715,5.72,0.00243,,376.7,0.3766999999999999,200.0,0.0099434284356106,0.004391016896057,0.0263864148444005,-5.135140070664868e-06,0.0001244453092622,9014048618200.812,5876520000000.0,4746420000000.0,21.17077800744772,8.012682539593833,191735359633946.3,124997847617663.8,100959799998882.28,7.491994787501132e-05,4.884248917822437e-05,3.944970279779661e-05,4.44495057432989e-05,2.8977923301100133e-05,2.3405245743196263e-05
21,21,2.25,0.02,205,1,100000.0,0.01715,5.72,0.00243,,370.1,0.3701,205.0,0.010510494856922,0.0040844324861454,0.0265199219471154,-2.440703444154402e-05,0.0003598172090017,8845390000000.0,5773560000000.0,4663260000000.0,20.084812110740764,7.446775020697439,177977922994668.78,116169690322880.05,93829365260787.7,7.544906906083333e-05,4.924709110246862e-05,3.97764966596862e-05,4.4340350446266325e-05,2.8941818701328648e-05,2.3376084335688523e-05
22,22,2.25,0.02,210,1,100000.0,0.01715,5.72,0.00243,,373.1,0.3731000000000001,210.0,0.0099731076267829,0.004009765385925,0.0284830954643503,-3.6703036514910105e-05,-4.32572101016454e-05,8917090000000.0,5820360000000.0,4701060000000.0,22.907377489664675,8.565458740225433,204714463891387.84,133621156347516.78,107924780126840.42,7.807480267202883e-05,5.096095906626149e-05,4.116077463044198e-05,4.545268727317213e-05,2.966786282265628e-05,2.396250458753008e-05
23,23,2.25,0.02,215,1,100000.0,0.01715,5.72,0.00243,,367.2,0.3671999999999999,215.0,0.0109834205824625,0.004455165052673,0.0291546691648689,-3.9582885265363334e-07,-0.0001760091046344,8762701602461.531,5728320000000.0,4626720000000.0,19.79129195325884,7.261667850734975,173289293333820.06,113282018471465.58,91497014919260.66,7.867051181368853e-05,5.14281880950957e-05,4.153815192296192e-05,4.551591710170415e-05,2.9754492402068355e-05,2.4032474632439823e-05
24,24,2.25,0.02,220,1,100000.0,0.01715,5.72,0.00243,,372.8,0.3727999999999999,220.0,0.0111982847438695,0.0041609181229349,0.0263821422725955,2.58590265033e-07,0.0001780526422457,8872640000000.0,5815680000000.0,4697280000000.0,21.240186833690053,7.930252613718475,188740012206499.7,123711940774008.2,99921182932852.77,8.166014281802291e-05,5.352513562862004e-05,4.3231840315423886e-05,4.698122898520029e-05,3.079441899870271e-05,2.487241534510604e-05
25,25,2.25,0.02,225,1,100000.0,0.01715,5.72,0.00243,,366.9,0.3668999999999999,225.0,0.0122058537352927,0.0040588542547376,0.0277807781537076,3.696883059790469e-05,-0.0002704268492237,8732220000000.0,5723640000000.0,4622940000000.0,18.50615903162725,6.807940430177581,162028982238226.4,106203870710770.23,85780049420237.52,8.231078660033043e-05,5.395160802374599e-05,4.357629878841023e-05,4.712006626429633e-05,3.088542158500095e-05,2.494591743403924e-05
26,26,2.25,0.02,230,1,100000.0,0.01715,5.72,0.00243,,367.6,0.3675999999999999,230.0,0.0122413844283129,0.0044351591116234,0.0293564382417394,-2.533570417420437e-06,-8.608304411904664e-05,8748880000000.0,5734560000000.0,4631760000000.0,19.4218935718234,7.130551922506013,169707135755643.12,111236609991093.84,89844954223575.78,8.439393899861141e-05,5.531703564614866e-05,4.4679144175735455e-05,4.8128417555093465e-05,3.1546357725187314e-05,2.5479750470343595e-05
27,27,2.25,0.02,235,1,100000.0,0.01715,5.72,0.00243,,370.6,0.3705999999999999,235.0,0.0128774499190512,0.0041471899789238,0.0280261666086728,2.4251320051983307e-05,0.0002483064863648,8820280000000.0,5781360000000.0,4669560000000.0,18.572378776635336,6.921299640622354,164726931446812.06,107972274393708.72,87208375471841.66,8.709835232749182e-05,5.708967631550485e-05,4.6110892408677e-05,4.940309291631427e-05,3.238185922245809e-05,2.6154578602754607e-05
28,28,2.25,0.02,240,1,100000.0,0.01715,5.72,0.00243,,386.1,0.3861,240.0,0.0127383619916656,0.0041411591000676,0.0268611324982729,3.749825664006029e-06,-0.0002509389891784,9158756043305.04,6023160000000.0,4864860000000.0,19.160028290438422,7.3868275165830655,175224426724571.66,115234509258695.84,93074026708946.64,9.247769678224738e-05,6.081698884840695e-05,4.912141406986716e-05,5.224856835055244e-05,3.436072382082468e-05,2.7752892316819936e-05
29,29,2.25,0.02,245,1,100000.0,0.01715,5.72,0.00243,,393.1,0.3931,245.0,0.0124413975888614,0.0038362508257745,0.0249424160140142,-8.2559859394299e-05,-0.0003433885713588,9316470000000.0,6132360000000.0,4953060000000.0,21.455244332461536,8.53696623079384,202326099669814.0,133176673200383.9,107565774508002.38,9.611772833651596e-05,6.326736548733098e-05,5.110056443207504e-05,5.407246831034963e-05,3.559200445744533e-05,2.874738821562891e-05
30,30,2.25,0.02,250,1,100000.0,0.01715,5.72,0.00243,,411.9,0.4118999999999999,250.0,0.0124293589438394,0.0039244776131068,0.0263043079044895,1.9448218054306732e-05,4.592646257892175e-05,9762030000000.0,6425640000000.0,5189940000000.0,20.9273027131948,8.606396331861133,203971593065108.9,134259782777033.69,108440593781450.28,0.0001029420017153,6.775929226833785e-05,5.472865913981136e-05,5.766113408151211e-05,3.795416420555228e-05,3.06552864737153e-05
31,31,2.25,0.02,255,1,100000.0,0.01715,5.72,0.00243,,412.4,0.4124,255.0,0.014203477022309,0.0045595652854497,0.0234686953160462,1.1816522136347505e-05,0.0001043339407394,9755645100814.41,6433440000000.0,5196240000000.0,18.84935268972666,7.760770984587642,183587117930007.3,121068027359567.2,97785714405804.28,0.0001050756515588,6.929299833886325e-05,5.59674217352357e-05,5.858067656546225e-05,3.8631506573752425e-05,3.1202370694184655e-05
32,32,2.25,0.02,260,1,100000.0,0.01715,5.72,0.00243,,425.7,0.4256999999999998,260.0,0.0133911774759951,0.0040109628842577,0.0271831467131154,-4.47001534186808e-05,0.0001482941653679,10046520000000.0,6640920000000.0,5363820000000.0,19.833893177599663,8.414251543255007,198576336420818.2,131262324074778.12,106019569445013.1,0.0001103972913258,7.29744807069127e-05,5.894092672481411e-05,6.134642510395867e-05,4.055102676363369e-05,3.275275238601183e-05
33,33,2.25,0.02,265,1,100000.0,0.01715,5.72,0.00243,,423.1,0.4231,265.0,0.0135871635809393,0.003545356842789,0.0245641966236063,-1.6969343626671855e-05,0.0001235864028357,9985160000000.0,6600360000000.0,5331060000000.0,20.1042478175246,8.492151187664707,200414768028887.12,132477558527569.44,107001104964575.34,0.0001120026674479,7.403566153345632e-05,5.979803431548395e-05,6.194075866133184e-05,4.09438913185075e-05,3.307006606494836e-05
34,34,2.25,0.02,270,1,100000.0,0.01715,5.72,0.00243,,432.5,0.4325,270.0,0.0150165007385509,0.0046826586161478,0.0249978369413363,5.3304690260081965e-05,7.586446941735133e-05,10202832809501.049,6747000000000.0,5449500000000.0,18.235792076674496,7.900076542574337,186365688199183.97,123241194064159.66,99540964436436.62,0.000116744846519,7.720184130926842e-05,6.235533336517835e-05,6.431316105659279e-05,4.25294529225998e-05,3.4350711975945995e-05
35,35,2.25,0.02,275,1,100000.0,0.01715,5.72,0.00243,,430.7,0.4307,275.0,0.0151413297809028,0.0041401621669269,0.0258825306491865,7.894573579765667e-06,0.0001668042348091,10122264948384.123,6718920000000.0,5426820000000.0,18.670412069329814,8.032421801541247,188777110871552.0,125305780104043.48,101208514699419.72,0.0001181283818339,7.841082517790518e-05,6.333182033600032e-05,6.483124876873248e-05,4.3033449153763633e-05,3.475778585496294e-05
36,36,2.25,0.02,280,1,100000.0,0.01715,5.72,0.00243,,434.9,0.4349,280.0,0.0147964807495042,0.0041948816487581,0.0237518773327243,9.36114322462346e-06,-8.290502569574e-05,10220150000000.0,6784440000000.0,5479740000000.0,19.22410082596973,8.359538600554714,196449157113035.72,130408802168653.5,105330186366989.4,0.0001215401408277,8.068196582612465e-05,6.516620316725452e-05,6.652790615927405e-05,4.416320579083725e-05,3.567028160029163e-05
37,37,2.25,0.02,285,1,100000.0,0.01715,5.72,0.00243,,442.8,0.4427999999999999,285.0,0.0170767317296167,0.0042864426772397,0.023105415735608,2.6942550157841418e-06,-9.762714261752256e-05,10405800000000.0,6907680000000.0,5579280000000.0,17.072546109725543,7.599849816772166,178596470694145.9,118557657141645.8,95758107691329.28,0.0001260384891599,8.366810344240453e-05,6.757808354963445e-05,6.890687856965482e-05,4.5742438539855976e-05,3.694581574372982e-05
38,38,2.25,0.02,290,1,100000.0,0.01715,5.72,0.00243,,448.0,0.4479999999999999,290.0,0.0185922420780058,0.0042202993580307,0.0227931411482751,-1.863713268127853e-05,-0.0002129428818479,10499539994504.104,6988800000000.0,5644800000000.0,15.712273369644535,7.044461784202069,165097339828092.34,109893603833552.28,88760218480946.1,0.0001295660079164,8.624291317527126e-05,6.965773756464219e-05,7.075018695379542e-05,4.709338759998113e-05,3.8036966907677066e-05
39,39,2.25,0.02,295,1,100000.0,0.01715,5.72,0.00243,,437.4,0.4373999999999999,295.0,0.0166167524148419,0.004211873053355,0.0252669199390951,-7.840961020638967e-06,0.0002011633617609,10235160000000.0,6823440000000.0,5511240000000.0,18.266945556422577,8.015659156131807,187566424253484.38,125044282835656.23,100997305367260.8,0.0001285730771364,8.571538475764172e-05,6.92316569196337e-05,7.011776311733153e-05,4.674517541155435e-05,3.775571860164005e-05
40,40,2.25,0.02,300,1,100000.0,0.01715,5.72,0.00243,,448.9,0.4488999999999999,300.0,0.0171019033318997,0.0042217801526159,0.0238919878277497,3.6420167903783e-05,-0.0001136452816571,10486091753340.924,7002840000000.0,5656140000000.0,17.90509166426036,8.046665747448174,187966307276024.03,125527985660191.5,101387988417846.98,0.0001340284512275,8.95071129904454e-05,7.229420664612898e-05,7.30539557426269e-05,4.878701955566083e-05,3.9404900410341445e-05
41,41,2.25,0.02,305,1,100000.0,0.01715,5.72,0.00243,,450.6,0.4506,305.0,0.016693862651192,0.0042269315349428,0.0234212411014597,1.6431981337164798e-05,-0.000239588017527,10498980000000.0,7029360000000.0,5677560000000.0,18.753144121914165,8.44846348707387,196849199248821.12,131796030398352.34,106450639937130.72,0.0001365836503913,9.14465642105649e-05,7.386068647776703e-05,7.432301086991147e-05,4.976132916612099e-05,4.01918427880208e-05
42,42,2.25,0.02,310,1,100000.0,0.01715,5.72,0.00243,,461.2,0.4612,310.0,0.0178275329478878,0.0038575057736569,0.0229944041601175,-1.3422351368890544e-05,-6.759201011160159e-05,10745960000000.0,7194720000000.0,5811120000000.0,17.79701174085735,8.193245536873306,190902621009148.1,127814630375223.58,103234893764603.64,0.000142216512955,9.52179228369258e-05,7.69067838298247e-05,7.731796465780235e-05,5.1766534277326894e-05,4.18114315316871e-05
43,43,2.25,0.02,315,1,100000.0,0.01715,5.72,0.00243,,454.1,0.4540999999999999,315.0,0.0168992214273714,0.004374431186239,0.0238507971117328,1.6173887203535873e-05,4.090916089014567e-05,10577854739811.438,7083960000000.0,5721660000000.0,19.191440385450036,8.716194007055897,203035970250280.25,135972626510072.0,109824044488904.31,0.0001423938086392,9.536073896454702e-05,7.702213531753358e-05,7.730315662407141e-05,5.176970972551084e-05,4.181399631675874e-05
44,44,2.25,0.02,320,1,100000.0,0.01715,5.72,0.00243,,469.5,0.4695,320.0,0.0200089496845179,0.0045138283810733,0.0236433067417537,2.3700557730371984e-05,-8.845421034433e-05,10895046066865.21,7324200000000.0,5915700000000.0,16.851044438262257,7.891872155928803,183135912018434.84,123113205632489.34,99437589164702.92,0.0001490810489025,0.0001002198073941,8.094676751069827e-05,8.089099301248227e-05,5.437900926585888e-05,4.392150748396294e-05
45,45,2.25,0.02,325,1,100000.0,0.01715,5.72,0.00243,,463.2,0.4631999999999999,325.0,0.0198885909432931,0.004063065295539,0.023597740099631,1.5203689891001113e-05,0.0002265799953985,10746240000000.0,7225920000000.0,5836320000000.0,16.58990837414091,7.686032589804668,178315956083468.34,119902108400952.84,96844010631538.84,0.0001494040074804,0.0001004613153747,8.114183164888045e-05,8.100068968896158e-05,5.446598099775003e-05,4.399175388279811e-05
46,46,2.25,0.02,330,1,100000.0,0.01715,5.72,0.00243,,472.1,0.4720999999999999,330.0,0.0212522449215725,0.0041584242472878,0.0229921686656337,-2.3786700270730164e-06,-1.7427641117439994e-05,10919054584977.465,7364760000000.0,5948460000000.0,15.708877617774368,7.406885603195223,171311561546224.06,115547415409845.5,93326758600259.84,0.0001542864475913,0.0001040641979504,8.405185219079688e-05,8.357549300015663e-05,5.637058071627032e-05,4.553008442467987e-05
47,47,2.25,0.02,335,1,100000.0,0.01715,5.72,0.00243,,475.2,0.4751999999999999,335.0,0.0207208247950176,0.0044494890708823,0.020545521241933,-1.1302424398661055e-05,0.0002718093577577,10977120000000.0,7413120000000.0,5987520000000.0,16.450691712452137,7.812942373325709,180478968823823.9,121881901023881.08,98443073903903.94,0.0001575336104947,0.00010638633436,8.592742390624295e-05,8.526084001631099e-05,5.757874910192431e-05,4.6505912736169634e-05
48,48,2.25,0.02,340,1,100000.0,0.01715,5.72,0.00243,,478.1,0.4780999999999999,340.0,0.022464402363198,0.0045219040961874,0.0239747421296723,2.325805279131457e-05,-0.000159293307399,11021039022737.14,7458360000000.0,6024060000000.0,15.36048094564141,7.343985141502571,169291668744826.56,114566168207440.1,92534212782932.4,0.0001605845875143,0.0001086737522353,8.777495372860946e-05,8.688519167129545e-05,5.879854311527364e-05,4.749113097772102e-05
49,49,2.25,0.02,345,1,100000.0,0.01715,5.72,0.00243,,467.7,0.4676999999999999,345.0,0.0198334784885047,0.004643804508144,0.0220138837142776,2.3118027146170008e-05,4.930256178539e-05,10757100000000.0,7296120000000.0,5893020000000.0,17.996475455703237,8.389508160639805,192958687694715.56,130876327305980.92,105707802824061.52,0.0001591745977374,0.000107961901074,8.719999702140346e-05,8.602135920000958e-05,5.834492189218041e-05,4.712474460522264e-05
50,50,2.25,0.02,350,1,100000.0,0.01715,5.72,0.00243,,481.2,0.4812,350.0,0.0210831619274017,0.0044325981318275,0.0223200051894638,3.857692399194999e-06,-7.841968156037289e-05,11067600000000.0,7506720000000.0,6063120000000.0,17.079215095231334,8.215227317165192,188950228294799.44,128157546147777.05,103511864196281.44,0.0001662542967083,0.0001127637838543,9.107844080549056e-05,8.979287180444114e-05,6.0902991310838335e-05,4.919087759721557e-05
51,51,2.25,0.02,355,1,100000.0,0.01715,5.72,0.00243,,488.7,0.4886999999999999,355.0,0.0219206514987433,0.004211799620998,0.0228022584917276,1.4769843479851849e-05,0.0001799180045798,11233417373550.793,7623720000000.0,6157620000000.0,16.95912279282188,8.319221357373163,191228331758400.9,129779853175021.38,104822189102901.86,0.000171168581143,0.000116166015384,9.382639704102684e-05,9.240591426509712e-05,6.271260056265734e-05,5.065248506983861e-05
52,52,2.25,0.02,360,1,100000.0,0.01715,5.72,0.00243,,485.0,0.485,360.0,0.021914731421782,0.0043027882900138,0.0220968832876809,-3.663291834622773e-05,4.606643605726617e-05,11106500000000.0,7566000000000.0,6111000000000.0,16.853350053702265,8.165044004177572,186979507695666.4,127374686465170.1,102879554452637.4,0.0001717463928751,0.0001169975427446,9.44980152937644e-05,9.265067778936392e-05,6.31157455683003e-05,5.097810218978101e-05
53,53,2.25,0.02,365,1,100000.0,0.01715,5.72,0.00243,,494.7,0.4947000000000001,365.0,0.0230097937465529,0.0043407836670094,0.0236206666611279,-1.5871876333274556e-05,-0.0002098888455303,11328630000000.0,7717320000000.0,6233220000000.0,16.160445401943594,7.979763903816573,182736593397399.47,124484316899538.5,100545025188088.78,0.0001777203935244,0.000121067167641,9.778502001781628e-05,9.577968853040502e-05,6.524729873687414e-05,5.269974128747527e-05
54,54,2.25,0.02,370,1,100000.0,0.01715,5.72,0.00243,,506.1,0.5061000000000001,370.0,0.0227111437921734,0.0042441516341497,0.0216256340270305,-1.9856712951875465e-05,-0.000143735201238,11549661238540.633,7887856550084.95,6376860000000.0,16.637036637054056,8.42142265986862,192184506753709.44,131252665261170.7,106109925514344.6,0.0001838068299159,0.000125531119689,0.0001014843983048,9.89849353239847e-05,6.760189362522561e-05,5.4652085600911895e-05
55,55,2.25,0.02,375,1,100000.0,0.01715,5.72,0.00243,,514.1,0.5141,375.0,0.0228439153885858,0.0042936787850212,0.0213394073285812,9.601676247380273e-06,-0.0002029086491599,11721480000000.0,7997379798078.31,6477660000000.0,16.517673982070214,8.489085369206814,193551146417915.3,132056875774862.3,106962475652005.84,0.0001891395304643,0.0001290469002168,0.0001045244773618,0.000101778113522,6.944159175873566e-05,5.624579957800412e-05
56,56,2.25,0.02,380,1,100000.0,0.01715,5.72,0.00243,,523.6,0.5236000000000001,380.0,0.0249521069726426,0.0044183804961202,0.0214278389460179,1.8202908663104546e-07,-0.000382745215941,11908738249291.023,8129721071465.752,6597360000000.0,16.002838438110633,8.377301296753105,190533018293504.53,130070899301434.42,105553996339089.12,0.0001947885593322,0.0001329760233312,0.000107911537133,0.0001047815565738,7.153107327977045e-05,5.8048269733311056e-05
