,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
108,108,0.02,576,2.25,100000.0,17.15,2.43,0.81,,0.5760000000000001,296.0,0.296,576.0,0.0239088526433306,0.019129582015527,0.0067500870468881,-0.0003189276127995,0.0001941831033509,7440750509209.101,4303840000000.0,2886296000000.0,2040920000000.0,1476744000000.0,24.091494836356137,7.131082471561417,179258802471225.34,103685939136503.0,69535185180195.375,49168813641415.97,35576970450619.91,0.000185738326772,0.0001074337916995,7.204861780343921e-05,5.094607935131917e-05,3.686294269524748e-05,0.0001063639617667,6.152248656146845e-05,4.125899356677297e-05,2.917452165346114e-05,2.1109744529241136e-05
109,109,0.02,576,5.0,100000.0,17.15,2.43,0.81,,0.5760000000000001,356.0,0.356,576.0,0.0123796125233184,0.0176791957073752,0.0067119925852345,0.0008192719983733,-1.0879036770545886e-05,8949010747562.297,5176240000000.0,3471356000000.0,2454620000000.0,1776084000000.0,46.52811216142974,16.564007929468985,416380575796418.7,240840675294479.03,161515641320252.1,114208834673688.69,82637835560120.78,0.0002233879876041,0.0001292109116386,8.66530673581904e-05,6.127298732793793e-05,4.4335160809149e-05,0.0001279242242869,7.399326086446881e-05,4.962230307355127e-05,3.508827604267624e-05,2.5388746798681907e-05
110,110,0.02,586,2.25,100000.0,17.15,2.43,0.81,,0.586,503.0,0.503,586.0,0.0309591493747802,0.0155867977699294,0.0062120276073485,4.807019367975195e-05,4.217748327390976e-06,12589752123510.293,7313620000000.0,4904753000000.0,3468185000000.0,2509467000000.0,18.928168629767427,9.520868820773014,238300951200775.3,138433432654039.64,92837991871357.69,65646390519229.945,47499614546836.58,0.0003198790326652,0.0001858236498963,0.0001246194229806,8.811926176308959e-05,6.376026061436605e-05,0.0001829725518838,0.0001062921415593,7.12829898448961e-05,5.040469849046852e-05,3.647121693530783e-05
111,111,0.02,586,5.0,100000.0,17.15,2.43,0.81,,0.586,679.0,0.679,586.0,0.0166376231840104,0.0137672189376856,0.004573968070363,0.0003823019934583,2.013193550332512e-05,16994913900325.03,9872660000000.002,6620929000000.001,4681705000000.001,3387531000000.0005,35.22137708727382,23.91531504225893,598584271049099.4,347728680714444.9,233198236977066.8,164896097216375.3,119313506745829.8,0.0004318048969775,0.0002508434558242,0.0001682238334073,0.0001189522440102,8.607001383132117e-05,0.0002469947569167,0.0001434838252858,9.622495050633092e-05,6.80413325547279e-05,4.92325174931889e-05
112,112,0.02,596,2.25,100000.0,17.15,2.43,0.81,,0.596,605.0,0.605,596.0,0.0273196973961376,0.0136151978064531,0.0059131510009254,0.000108294323209,0.0001140495318142,15075431836373.18,8796700000000.0,5899355000000.0,4171475000000.0,3018345000000.0,21.815761403135497,13.198535648896977,328882023991550.06,191906708334962.0,128698921112394.4,91003903299144.64,65847494352347.016,0.0003896721089814,0.0002273784710303,0.0001524874464248,0.0001078249351963,7.801865144226481e-05,0.0002225812399933,0.0001298788926978,8.710103732436519e-05,6.158975001040897e-05,4.4564360087299546e-05
113,113,0.02,596,5.0,100000.0,17.15,2.43,0.81,,0.596,810.0,0.8099999999999999,596.0,0.0150357950680017,0.0160673919066479,0.0054090198054459,0.0002001662339438,0.0001426364730376,20183636012334.34,11777400000000.0,7898310000000.0,5584950000000.0,4041090000000.0,39.63874190253954,32.10738094105703,800053938547723.5,466841318882969.25,313079071556247.1,221380391588588.25,160183723514933.53,0.0005217097657437,0.0003044240686522,0.000204156746453,0.0001443606570396,0.0001044547234185,0.0002980013295778,0.000173887443116,0.0001166146119549,8.245900414616738e-05,5.966468044745889e-05
114,114,0.02,606,2.25,100000.0,17.15,2.43,0.81,,0.606,664.0,0.664,606.0,0.026968003689717,0.017735594102856,0.0061958851736029,0.000365014706885,4.890315708682168e-05,16470789736808.645,9654560000000.0,6474664000000.0,4578280000000.0,3312696000000.0,22.47107375734557,14.92079297487746,370116331017557.5,216948329854718.28,145492652298030.1,102878867561780.08,74439836151663.64,0.0004331386873039,0.0002538896744915,0.0001702667273705,0.000120396788557,8.711523975505015e-05,0.0002469496321392,0.0001447526244074,9.707584873433512e-05,6.864300861688448e-05,4.96678709194542e-05
115,115,0.02,606,5.0,100000.0,17.15,2.43,0.81,,0.606,844.0,0.844,606.0,0.014845546878405,0.01343913969093,0.0054825844555424,-0.0002684854635229,-0.0001250735922506,20935762858232.67,12271760000000.0,8229844000000.0,5819380000000.0,4210716000000.0,40.82032174116231,34.45235154954099,854604575769733.5,500937191530325.94,335944879959574.2,237548963934085.12,171882781880659.97,0.0005505558013321,0.0003227151886609,0.0002164233703324,0.000153034472202,0.000110730816797,0.0003138938095264,0.0001839927936745,0.0001233915908611,8.725105312146161e-05,6.313205279520986e-05
116,116,0.02,616,2.25,100000.0,17.15,2.43,0.81,,0.616,722.0,0.722,616.0,0.0288337401755143,0.0164017388861352,0.0057871705706312,-0.0003163561094585,2.988277088498011e-05,17826884099173.555,10497880000000.0,7040222000000.0,4978190000000.0,3602058000000.0,21.363860402789804,15.42470721081424,380851063311457.1,224275242845239.03,150406320012649.66,106353356218564.2,76953864274752.25,0.0004766947494144,0.0002807155893393,0.0001882570640747,0.0001331178809143,9.631981260067431e-05,0.0002713167615884,0.0001597727785348,0.0001071488558111,7.576570206312877e-05,5.482162256605503e-05
117,117,0.02,616,5.0,100000.0,17.15,2.43,0.81,,0.616,946.0,0.946,616.0,0.0173291028156654,0.018040257391456,0.0063356650843161,0.0007348066149032,5.317469629277379e-05,23357662545454.543,13754840000000.0,9224446000000.0,6522670000000.0,4719594000000.0,35.54713746883293,33.62759204551595,830298041453882.6,488945188341801.9,327902650035826.0,231862247153832.44,167768056715079.06,0.0006245889652992,0.0003678074065304,0.000246663687832,0.0001744176112811,0.0001262029677565,0.0003554925989787,0.0002093421724293,0.0001403917141236,9.927195865889172e-05,7.182999300206104e-05
118,118,0.02,626,2.25,100000.0,17.15,2.43,0.81,,0.626,816.0,0.8160000000000001,626.0,0.0317934747733943,0.0170041147010616,0.0066327657163138,0.0002285990221992,2.671497483169272e-05,20052712873336.62,11864640000000.0,7956816000000.001,5626320000000.0,4071024000000.001,19.68957480935221,16.066693044431403,394829390250021.44,233609716866032.56,156666323876250.62,110779848541354.5,80156731598668.27,0.0005451197863925,0.0003225324205895,0.0002163008000803,0.0001529478019233,0.0001106681049739,0.0003096856069779,0.0001832324764825,0.0001228816972614,8.689050380653275e-05,6.287117091962175e-05
119,119,0.02,626,5.0,100000.0,17.15,2.43,0.81,,0.626,944.0,0.944,626.0,0.0156560340980149,0.0157972275486046,0.0058140624831785,-0.0003296433391619,-2.2864350035484613e-05,23198236461310.992,13725760000000.0,9204944000000.0,6508880000000.0,4709616000000.0,39.984583329399534,37.74544666295316,927571818882404.0,548818794479338.9,368055850410456.25,260254854741062.0,188312033401473.28,0.0006306287724933,0.0003731257414663,0.0002502303373479,0.0001769396139897,0.0001280278077149,0.0003582637414058,0.0002119748257346,0.0001421572576161,0.0001005203867565,7.273331537760162e-05
120,120,0.02,636,2.25,100000.0,17.15,2.43,0.81,,0.636,843.0,0.843,636.0,0.0293383645416724,0.0138590714473531,0.0045617266050239,0.0001436713125717,8.067051321859323e-05,20617158273020.42,12257220000000.0,8220093000000.0,5812485000000.0,4205727000000.0,21.678099987360223,18.274638289344665,446940818497767.7,265713240727071.47,178195997959399.84,126003631005031.48,91172170425540.56,0.0005695430110781,0.000338602143603,0.0002270776824121,0.0001605682104637,0.0001161819872376,0.0003231383641776,0.000192110763652,0.0001288357672882,9.110066818300366e-05,6.591751030674478e-05
121,121,0.02,636,5.0,100000.0,17.15,2.43,0.81,,0.636,1017.0,1.017,636.0,0.0166552042503553,0.0156572440498789,0.0063879776097095,0.0001100771446935,5.703683424694351e-05,24872657133643.86,14787180000000.002,9916767000000.002,7012215000000.001,5073813000000.001,38.18626241022708,38.83542887120095,949793812144931.0,564667135787261.8,378684266923080.4,267770282066930.53,193749954638421.6,0.0006870999315142,0.0004084915540264,0.000273947809031,0.0001937104033708,0.0001401626109379,0.0003898359624776,0.0002317635191389,0.0001554282032409,0.0001099043648186,7.952325976507645e-05
122,122,0.02,646,2.25,100000.0,17.15,2.43,0.81,,0.6460000000000001,842.0,0.8420000000000001,646.0,0.0315094346533442,0.0140060166301429,0.0056451716059766,0.0001270085116439,4.450091860485638e-05,20492140054938.496,12242680000000.0,8210342000000.0,5805590000000.0,4200738000000.0,20.50179595753038,17.262512196240582,420125674139484.5,250996927333338.03,168326756425541.9,119025021593078.8,86122673347044.25,0.000575287129469,0.0003436954957035,0.0002304934510732,0.0001629835242693,0.0001179296305409,0.0003264336500094,0.0001950222235249,0.0001307882875922,9.248130888612844e-05,6.691649746669976e-05
123,123,0.02,646,5.0,100000.0,17.15,2.43,0.81,,0.6460000000000001,1039.0,1.039,646.0,0.0160189353180157,0.0164228667782937,0.0063776898286833,0.000164120831126,4.0071530360817095e-05,25286619378956.168,15107060000000.0,10131289000000.0,7163905000000.0,5183571000000.0,40.3272743896701,41.90003809086723,1019740438082314.6,609226553841209.5,408567271424046.4,288900762636529.6,209039290035336.62,0.0007098851870763,0.0004241088123942,0.000284421253759,0.0002011162490686,0.000145521242437,0.0004028082688359,0.0002406509385301,0.0001613883976346,0.0001141188597775,8.257273262221027e-05
124,124,0.02,656,2.25,100000.0,17.15,2.43,0.81,,0.6560000000000001,842.0,0.8420000000000001,656.0,0.0321052124213565,0.020247819926372,0.0067331058821099,0.0001207099791668,0.0001192552823594,20388118300434.16,12242680000000.0,8210342000000.0,5805590000000.0,4200738000000.0,20.432819175606063,17.204433745860307,416586734563635.9,250152466664808.8,167760433455883.84,118624570677706.8,85832919958097.06,0.0005812698947749,0.000349041594251,0.0002340787197759,0.0001655186927346,0.0001197639968169,0.0003302608459221,0.0001983154008414,0.0001329968001104,9.404296346644232e-05,6.80464604400407e-05
125,125,0.02,656,5.0,100000.0,17.15,2.43,0.81,,0.6560000000000001,1064.0,1.064,656.0,0.0237648256063494,0.0163756468975865,0.0055142273498739,0.0003204157236388,0.0001808849071795,25763607923589.004,15470560000000.0,10375064000000.0,7336280000000.0,5308296000000.0,27.60382133099821,29.370465896182097,711174029964640.6,427046574130487.7,286391412953671.6,202509362354175.6,146529254356052.47,0.0007345263278391,0.0004410691879847,0.0002957954368665,0.0002091590131468,0.0001513407275691,0.0004173367459158,0.0002506028343175,0.0001680624647475,0.0001188381391072,8.59874511973911e-05
126,126,0.02,666,2.25,100000.0,17.15,2.43,0.81,,0.666,844.0,0.844,666.0,0.0272194310355189,0.0162505199724625,0.0060868272953105,0.0002317963851872,4.3979931197714194e-05,20329061330246.02,12271760000000.0,8229844000000.0,5819380000000.0,4210716000000.0,24.467814890433576,20.650835767525937,497407709524730.9,300263152059827.1,201366299569145.44,142387512617091.34,103027019644186.9,0.0005887033200743,0.0003553742958317,0.0002383256367713,0.0001685217173149,0.0001219368887141,0.0003346923820997,0.0002020390671381,0.0001354940126316,9.580875982926442e-05,6.932413383440177e-05
127,127,0.02,666,5.0,100000.0,17.15,2.43,0.81,,0.666,1040.0,1.04,666.0,0.023528975194722,0.0125295094821827,0.0055290098243653,8.016684359722351e-05,-0.0001419120376504,25050028179450.07,15121600000000.0,10141040000000.0,7170800000000.0,5188560000000.0,28.30552518706358,29.43774619454613,709054203570076.4,428024829668700.6,287047463143019.25,202973260011395.6,146864915764590.62,0.0007254164133617,0.0004379019759063,0.0002936714007608,0.000207657092426,0.0001502539860933,0.0004124171532983,0.0002489580922081,0.0001669594468446,0.0001180581874673,8.542310330305431e-05
128,128,0.02,676,2.25,100000.0,17.15,2.43,0.81,,0.676,951.0,0.951,676.0,0.0258232327278165,0.0143321861236512,0.0058354516160922,0.000233019156441,-0.0001743129308653,22788122916479.566,13827540000000.0,9273201000000.0,6557145000000.0,4744539000000.0,26.177977293749912,24.895256406356168,596546964274784.1,361977028148418.7,242753645218379.0,171652792921825.78,124202434211310.92,0.0006699219146498,0.000406500004658,0.0002726122108267,0.0001927659925802,0.0001394792656973,0.0003811285028407,0.0002312638753742,0.0001550931257754,0.0001096674292094,7.93518207869455e-05
129,129,0.02,676,5.0,100000.0,17.15,2.43,0.81,,0.676,1107.0,1.107,676.0,0.022960711914834,0.0124457784169221,0.0061384538318081,0.0003849019339463,0.0001051995618948,26526237716659.184,16095780000000.0,10794357000000.0,7632765000000.0,5522823000000.0,29.44159582278725,32.591846575825485,780974769553054.6,473885449212502.56,317803095960874.3,224720782140316.75,162600722566793.34,0.0007798144684725,0.0004731813934347,0.0003173309331074,0.0002243869124988,0.0001623591452438,0.0004436480048839,0.0002691999054041,0.0001805342694357,0.0001276570390482,9.23685232504192e-05
130,130,0.02,686,2.25,100000.0,17.15,2.43,0.81,,0.686,915.0,0.915,686.0,0.0310422302554798,0.0165814781045844,0.005990313429486,-0.0001487158114483,4.198443783248982e-06,21812428481219.38,13304100000000.0,8922165000000.0,6308925000000.0,4564935000000.0,22.098927633555007,20.22051878470284,482031278518561.2,294006343129579.2,197170278669637.3,139420477020526.05,100880168216882.44,0.0006510120570544,0.0003970731418427,0.0002662902480129,0.0001882956886523,0.0001362446977065,0.0003704156358317,0.0002259283813772,0.0001515149688314,0.0001071372895183,7.752109316996331e-05
131,131,0.02,686,5.0,100000.0,17.15,2.43,0.81,,0.686,1096.0,1.096,686.0,0.0215148063500691,0.015063687870898,0.0054221575340748,0.0003246198949136,1.692951211193214e-05,26127236738160.043,15935839999999.998,10687096000000.0,7556919999999.999,5467944000000.0,31.88501856991122,34.94598035262269,833067428576699.6,508114554327133.94,340758254418423.94,240952534531333.44,174345495979234.62,0.0007797914912913,0.0004756198507755,0.0003189662424286,0.0002255432511071,0.0001631958346299,0.0004436891113351,0.0002706202251251,0.000181486782338,0.0001283305675541,9.285586679156262e-05
132,132,0.02,696,2.25,100000.0,17.15,2.43,0.81,,0.6960000000000001,911.0,0.911,696.0,0.0381977602482948,0.0160534532227323,0.0060140133276008,-0.0003120292272891,-9.786602236365948e-05,21598053461077.844,13245940000000.0,8883161000000.0,6281345000000.0,4544979000000.0,18.22096362393579,16.599297861405507,393537346462119.9,241353790904836.03,161859753446565.06,114452158754390.95,82813897030552.06,0.000654034624258,0.0004011150081861,0.0002690008559025,0.0001902123783661,0.0001376315526712,0.0003722522543297,0.0002282997879694,0.0001531053117255,0.0001082618320529,7.833477594082311e-05
133,133,0.02,696,5.0,100000.0,17.15,2.43,0.81,,0.6960000000000001,1140.0,1.14,696.0,0.0191605938989596,0.0130366217625701,0.0040879784152268,0.0005553610790293,5.3711787749545554e-05,27027201916167.664,16575600000000.0,11116140000000.0,7860300000000.0,5687460000000.0,36.32455255146298,41.4099899086678,981751016322833.2,602101253272029.8,403788811599419.7,285521880420264.44,206594439654343.6,0.0008184406933635,0.0005019441375764,0.0003366201709427,0.0002380264668906,0.0001722282876457,0.000465826092136,0.000285687989336,0.0001915917182954,0.0001354758381342,9.802595452528906e-05
134,134,0.02,706,2.25,100000.0,17.15,2.43,0.81,,0.7060000000000001,950.0,0.95,706.0,0.0332076194189312,0.0159793262339594,0.0061300914153415,-0.0004373480507953,5.166202476810413e-05,22397458885661.48,13813000000000.0,9263450000000.0,6550250000000.0,4739550000000.0,21.260181017297445,20.19717196643257,476174030236640.06,293666880391929.6,196942623844684.03,139259500708552.58,100763690940532.12,0.0006882405140383,0.0004244528930242,0.0002846520054937,0.0002012794152271,0.0001456393042158,0.0003915282361585,0.0002414639782872,0.0001619336487124,0.0001145044106114,8.285170479197528e-05
135,135,0.02,706,5.0,100000.0,17.15,2.43,0.81,,0.7060000000000001,1171.0,1.171,706.0,0.0247292270180423,0.0162077998119699,0.0067484106127798,0.00065655916523,-4.732029659345516e-05,27607815110641.67,17026340000000.0,11418421000000.0,8074045000000.0,5842119000000.0,28.549214234836565,33.43112986899362,788181428149467.2,486088628295167.2,325986947352556.75,230507640446710.97,166787906916409.16,0.0008483469915146,0.0005231940397172,0.0003508710509823,0.000248103363401,0.0001795196055123,0.0004826100679385,0.0002976361248151,0.0001996045290971,0.0001411417524484,0.0001021256276962
136,136,0.02,716,2.25,100000.0,17.15,2.43,0.81,,0.7160000000000001,937.0,0.937,716.0,0.0347523375985474,0.0176608873662244,0.005790912459311,0.0007003207117572,-0.0001532141716843,21962306133615.0,13623980000000.0,9136687000000.0,6460615000000.0,4674693000000.0,20.602930607750736,19.30494597946244,452487869257048.25,280693914541383.88,188242528245738.25,133107602528393.52,96312375491538.12,0.0006845035515365,0.0004246212870054,0.0002847649360103,0.0002013592691817,0.0001456970839663,0.0003890462412197,0.0002413388729401,0.000161849748971,0.0001144450845201,8.280877834239063e-05
137,137,0.02,716,5.0,100000.0,17.15,2.43,0.81,,0.7160000000000001,1171.0,1.171,716.0,0.0249031853190899,0.0148234482631947,0.0057357043543519,0.0001437756271082,-2.920140982467488e-06,27447022926855.03,17026340000000.0,11418421000000.0,8074045000000.0,5842119000000.0,28.75134208036985,33.66782157611309,789138745257763.0,489530125716684.3,328294928188678.75,232139629767299.72,167968761843228.22,0.0008554468077366,0.0005306633159907,0.000355880192175,0.000251645362019,0.0001820824816697,0.0004862040004998,0.0003016091998003,0.0002022690032498,0.0001430258206756,0.0001034888788035
138,138,0.02,726,2.25,100000.0,17.15,2.43,0.81,,0.7260000000000001,1004.0,1.004,726.0,0.0280456688913091,0.0133878393343639,0.0062102322186648,3.638235094674985e-05,0.0001141431872018,23394554893137.207,14598160000000.0,9790004000000.0,6922580000000.0,5008956000000.0,25.886349967747627,25.98989536761861,605599635303432.4,377893078645174.7,253427469729649.12,179200328559730.38,129663587989049.28,0.0007394351389433,0.0004614061911938,0.0003094340969966,0.0002188030046961,0.0001583188093442,0.0004197102122243,0.0002618984143819,0.0001756376505253,0.0001241946057196,8.986321797466728e-05
139,139,0.02,726,5.0,100000.0,17.15,2.43,0.81,,0.7260000000000001,1186.0,1.1860000000000002,726.0,0.0242155411806379,0.0150678635489215,0.0060516400723093,0.000476533818656,-6.41162700473641e-06,27635400501255.71,17244440000000.004,11564686000000.002,8177470000000.002,5916954000000.001,29.980746438179487,35.55716527568087,828529935145685.9,517001183108400.0,346717918603164.25,245166654575819.7,177394697560371.9,0.0008734761701064,0.0005450475525457,0.0003655267321095,0.0002584664975792,0.0001870180357393,0.0004957931391414,0.0003093740233635,0.0002074763481305,0.0001467079705014,0.0001061531638625
140,140,0.02,736,2.25,100000.0,17.15,2.43,0.81,,0.7360000000000001,1006.0,1.006,736.0,0.0398654010680274,0.0131317442736433,0.0072607366828144,0.0002012959047932,-2.5248325484322765e-05,23301943815283.688,14627240000000.0,9809506000000.0,6936370000000.0,5018934000000.0,18.46212455618013,18.57289730351721,430203389118878.7,270049926793140.3,181104321606596.4,128060126907751.16,92660184647247.38,0.0007468175712721,0.0004687969354749,0.0003143905720643,0.0002223077627303,0.0001608547394143,0.000423238770946,0.0002656780536854,0.0001781724003773,0.0001259869449904,9.116009696263424e-05
141,141,0.02,736,5.0,100000.0,17.15,2.43,0.81,,0.7360000000000001,1222.0,1.222,736.0,0.0210977272092804,0.0145770598899433,0.0059442084234838,0.0003519629828106,-2.245776297884076e-05,28305144475424.12,17767880000000.0,11915722000000.0,8425690000000.0,6096558000000.0,34.8852742619711,42.62980514812868,987432728049886.4,619837366853791.0,415683229999402.8,293932506496347.25,212680097884014.0,0.0009071680637122,0.0005694531363323,0.0003818939155692,0.0002700398469746,0.0001953921387319,0.000514113099499,0.0003227222481149,0.0002164281046333,0.0001530378198591,0.000110733239054
142,142,0.02,746,2.25,100000.0,17.15,2.43,0.81,,0.7460000000000001,1042.0,1.042,746.0,0.0398428360815614,0.0150592356455409,0.006077864273973,0.0001418374685873,0.0001119161766207,23989591601731.6,15150680000000.0,10160542000000.0,7184590000000.0,5198538000000.0,18.723566727852365,19.50995653042217,449170719128948.4,283674767952338.25,190241586128146.53,134521150277260.84,97335173130276.2,0.0007795608709555,0.0004923334041049,0.0003301748984475,0.0002334689698283,0.0001689306295102,0.0004409875716544,0.0002785066829412,0.0001867756991306,0.000132070397447,9.55618872898196e-05
143,143,0.02,746,5.0,100000.0,17.15,2.43,0.81,,0.7460000000000001,1352.0,1.352,746.0,0.0260877460235633,0.0108668762636223,0.0052343340712511,0.0001058654563906,1.6063173416738047e-05,31126610216450.21,19658080000000.0,13183352000000.0,9322040000000.0,6745128000000.0,28.59580123657243,38.66152327184593,890090358917875.1,562138548372639.75,376988513423769.6,266571202959377.7,192882339603239.3,0.0010114839707599,0.0006388049542705,0.0004284035150682,0.0003029271086448,0.0002191883023972,0.0005721834902848,0.0003613637575207,0.0002423423658586,0.0001713619744226,0.0001239920073088
144,144,0.02,756,2.25,100000.0,17.15,2.43,0.81,,0.7560000000000001,1095.0,1.095,756.0,0.0395485097051278,0.0140445752070996,0.0060290089660654,-0.0001467935266442,6.68402563064396e-05,25051782900432.902,15921300000000.0,10677345000000.0,7550025000000.0,5462955000000.0,19.115764554384164,20.93176218705066,478883983592222.6,304347822199716.56,204105613085931.0,144324500279714.3,104428561551195.77,0.0008250508790245,0.0005243492094922,0.0003516457456505,0.0002486511553954,0.000179915970162,0.0004659160261555,0.0002961062235255,0.0001985785272075,0.0001404162593678,0.0001016006842619
145,145,0.02,756,5.0,100000.0,17.15,2.43,0.81,,0.7560000000000001,1239.0,1.239,756.0,0.0287980041099444,0.0154549569956489,0.005978095619731,0.0002083472356602,-0.0001018909069833,28346263939393.945,18015060000000.004,12081489000000.002,8542905000000.001,6181371000000.001,26.251819296703943,32.52600410861619,744140998673645.1,472928099739279.4,317161066063116.5,224266798328908.62,162272234497886.16,0.0009335507206497,0.0005933047219734,0.0003978895697361,0.00028135048542,0.0002035761525395,0.0005271871748006,0.000335046220044,0.0002246929636622,0.0001588819592299,0.0001149618701375
146,146,0.02,766,2.25,100000.0,17.15,2.43,0.81,,0.7660000000000001,1069.0,1.069,766.0,0.0419053020923456,0.0129759457194285,0.0046989504066496,0.0003464012288674,0.0001200662105142,24302456502029.77,15543260000000.0,10423819000000.0,7370755000000.0,5333241000000.0,18.27930981888605,19.540582196389185,444232131760603.9,284120065135498.75,190540216996990.9,134732314244103.44,97487964577785.64,0.0008110491166258,0.0005187272855084,0.0003478754993805,0.0002459851880042,0.0001779869619946,0.0004571439199802,0.0002923781307901,0.0001960783461715,0.0001386483639475,0.0001003214920572
147,147,0.02,766,5.0,100000.0,17.15,2.43,0.81,,0.7660000000000001,1309.0,1.309,766.0,0.0285752772280147,0.017393501962813,0.0050750977062608,0.0002403885270268,6.920116841252681e-05,29758573958051.41,19032860000000.0,12764059000000.0,9025555000000.0,6530601000000.0,26.8063890994914,35.08956333123423,797719912565517.9,510202250836145.7,342158332042865.0,241942539168860.03,175061831459527.6,0.0009931368509478,0.000635186170936,0.0004259766404949,0.0003012110487347,0.0002179466166987,0.000559776792567,0.0003580196194614,0.0002400996773981,0.0001697761537955,0.0001228445585621
148,148,0.02,776,2.25,100000.0,17.15,2.43,0.81,,0.7760000000000001,1137.0,1.137,776.0,0.0415345453042164,0.0155923715363781,0.0069815497771468,7.580715381799976e-05,8.954232364383324e-05,25683510130485.21,16531980000000.0,11086887000000.0,7839615000000.0,5672493000000.0,18.68324293226881,21.242847213989645,479851259121242.4,308870998491409.44,207139003183613.0,146469431540458.6,105980564750594.31,0.0008684886704739,0.0005590294028174,0.0003749034186295,0.000265096817911,0.0001918155220533,0.0004886138870368,0.0003145113330373,0.0002109215961792,0.0001491441293873,0.0001079158899947
149,149,0.02,776,5.0,100000.0,17.15,2.43,0.81,,0.7760000000000001,1288.0,1.288,776.0,0.0290230445343695,0.0137465970099394,0.0068625699801871,0.0003680295284427,0.0001575244680468,29094424844384.305,18727520000000.0,12559288000000.0,8880760000000.0,6425832000000.0,26.73737412631017,34.4377378746875,777908522054116.8,500724708697956.25,335802382016077.8,237448202645970.3,171809874256815.94,0.0009838288545034,0.000633271654203,0.0004246927028978,0.0003003031675192,0.0002172897030824,0.0005535045615686,0.0003562802084011,0.0002389331713974,0.0001689513092796,0.0001222477276281
150,150,0.02,786,2.25,100000.0,17.15,2.43,0.81,,0.786,1126.0,1.126,786.0,0.0454824248690783,0.0151992886553253,0.0064550820487659,0.000203560144859,0.0001563892770674,25270297433200.28,16372039999999.998,10979626000000.0,7763769999999.999,5617614000000.0,17.281400502776815,19.458856966126696,436706130767427.0,282931780287482.1,189743314276701.4,134168818781443.56,97080237404006.08,0.0008655913195171,0.000560796553513,0.0003760885277376,0.0002659348168137,0.0001924218710781,0.000486329386674,0.0003150815376372,0.0002113039940509,0.0001494145255852,0.0001081115399774
151,151,0.02,786,5.0,100000.0,17.15,2.43,0.81,,0.786,1314.0,1.314,786.0,0.0311489568663319,0.018445795417503,0.0055038573372506,0.0005592816819858,2.772738331691235e-05,29489494517961.96,19105560000000.0,12812814000000.0,9060030000000.0,6555546000000.0,25.233589791559503,33.156936986109194,744125807826695.0,482101863778027.6,323313292551550.7,228617080519222.84,165419958623698.75,0.0010101127831665,0.0006544286601386,0.0004388812837009,0.0003103360118057,0.0002245491461782,0.0005675282540761,0.0003676884018253,0.0002465838793809,0.0001743611781695,0.000126162134574
152,152,0.02,796,2.25,100000.0,17.15,2.43,0.81,,0.796,1167.0,1.167,796.0,0.0437639411086365,0.0154944020586615,0.0060355261802722,0.0004608979521531,-3.221200145807351e-05,26015076369100.727,16968180000000.0,11379417000000.0,8046465000000.0,5822163000000.0,18.188489880837395,21.22596769093724,473174953288600.6,308625570226227.5,206974410954329.03,146353047229012.28,105896352810085.9,0.0009027050678158,0.000588784051997,0.0003948578604555,0.0002792067426767,0.0002020250093131,0.0005064319761379,0.0003303172670702,0.0002215215729849,0.0001566394467984,0.0001133392603447
153,153,0.02,796,5.0,100000.0,17.15,2.43,0.81,,0.796,1335.0,1.335,796.0,0.0269667143620608,0.0146612098160793,0.0065119864412227,0.0005009089695938,-2.046254397116992e-05,29760177337403.14,19410900000000.0,13017585000000.0,9204825000000.0,6660314999999.999,29.51787115451788,39.40635799128137,878457080181068.9,572968445193231.2,384251396772984.6,271706838349885.03,196598320018502.72,0.001032657468324,0.0006735447381457,0.0004517011514208,0.0003194010295402,0.0002311083011423,0.0005793373505947,0.0003778693672139,0.0002534115680676,0.0001791890843837,0.0001296554520653
154,154,0.02,806,2.25,100000.0,17.15,2.43,0.81,,0.806,1201.0,1.201,806.0,0.0360684569679961,0.017646098918189,0.0056362210032037,0.0001277579058061,-5.680998643552471e-06,26591166561344.23,17462540000000.0,11710951000000.0,8280895000000.0,5991789000000.0,22.346395375748173,26.83802084627356,594216721482172.1,390224823104817.5,261697541272013.44,185048153735056.2,133894886002058.78,0.0009343553201059,0.000613595387548,0.0004114971543315,0.0002909725032423,0.0002105383348333,0.0005234250804953,0.0003437356305548,0.0002305203668184,0.0001630025565801,0.0001179434017082
