,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
37,37,2.25,0.02,537,100000.0,17.15,2.43,0.81,,0.5370000000000001,4.05,0.0040499999999999,537.0,0.0329317942075271,0.0001153205395157,0.0001198486555154,-2.4990695051890448e-06,-1.149073877490511e-06,85316948409.86235,61157312375.245865,51030000000.0,25.660497848694224,0.0882365860735883,1858784262198.2031,1332422828994.4973,1111780984527.214,1.99094109894222e-06,1.4271561392911874e-06,1.190826983062572e-06,1.12538623431219e-06,8.067048664703087e-07,6.731190063323048e-07
38,38,2.25,0.02,538,100000.0,17.15,2.43,0.81,,,,,538.0,,,,,,,,,,,,,,,,,,,
39,39,2.25,0.02,539,100000.0,17.15,2.43,0.81,,,,,539.0,,,,,,,,,,,,,,,,,,,
40,40,2.25,0.02,540,100000.0,17.15,2.43,0.81,,,,,540.0,,,,,,,,,,,,,,,,,,,
41,41,2.25,0.02,541,100000.0,17.15,2.43,0.81,,0.5410000000000001,3.85,0.00385,541.0,0.0251138931039288,0.0001509421360947,0.0001071189722225,1.5081631676345784e-05,-8.536496246866324e-06,80831268317.4943,58046366010.89574,48510000000.0,40.74109542529864,0.1291838652376771,2712232642420.184,1947702317996.9973,1627716701994.733,1.9004545777550125e-06,1.3647501060375474e-06,1.1405369912640945e-06,1.0758296731008377e-06,7.7257235065156e-07,6.456473902788739e-07
42,42,2.25,0.02,542,100000.0,17.15,2.43,0.81,,,,,542.0,,,,,,,,,,,,,,,,,,,
43,43,2.25,0.02,543,100000.0,17.15,2.43,0.81,,0.5429999999999999,4.5,0.0045,543.0,0.0299686034400204,0.0001718646871438,0.0001165088880425,-4.941603312138379e-06,3.446745038723488e-06,94318854040.07623,67793318093.38551,56700000000.0,26.289186126863733,0.0951628612963133,1994589338809.556,1433645805897.266,1199052052333.5483,2.226174622543432e-06,1.6001017596480044e-06,1.3382700880205743e-06,1.2608078497213778e-06,9.06227588118072e-07,7.57937591659318e-07
44,44,2.25,0.02,544,100000.0,17.15,2.43,0.81,,,,,544.0,,,,,,,,,,,,,,,,,,,
45,45,2.25,0.02,545,100000.0,17.15,2.43,0.81,,,,,545.0,,,,,,,,,,,,,,,,,,,
46,46,2.25,0.02,546,100000.0,17.15,2.43,0.81,,,,,546.0,,,,,,,,,,,,,,,,,,,
47,47,2.25,0.02,547,100000.0,17.15,2.43,0.81,,,,,547.0,,,,,,,,,,,,,,,,,,,
48,48,2.25,0.02,548,100000.0,17.15,2.43,0.81,,,,,548.0,,,,,,,,,,,,,,,,,,,
49,49,2.25,0.02,549,100000.0,17.15,2.43,0.81,,,,,549.0,,,,,,,,,,,,,,,,,,,
50,50,2.25,0.02,550,100000.0,17.15,2.43,0.81,,,,,550.0,,,,,,,,,,,,,,,,,,,
51,51,2.25,0.02,551,100000.0,17.15,2.43,0.81,,,,,551.0,,,,,,,,,,,,,,,,,,,
52,52,2.25,0.02,552,100000.0,17.15,2.43,0.81,,,,,552.0,,,,,,,,,,,,,,,,,,,
53,53,2.25,0.02,553,100000.0,17.15,2.43,0.81,,,,,553.0,,,,,,,,,,,,,,,,,,,
54,54,2.25,0.02,554,100000.0,17.15,2.43,0.81,,0.5540000000000002,3.55,0.00355,554.0,0.0303387721060691,0.000127793438095,0.0001137848091453,-5.130137520640493e-06,3.0519359158619508e-06,73840000000.0,53251070945.8254,44730000000.0,34.073033535499334,0.0947481430213609,1970761374844.3088,1421250728455.1282,1193826602069.149,1.7709812330156105e-06,1.2771756132589329e-06,1.0728059392306104e-06,1.0107635919230898e-06,7.289307115784638e-07,6.12289483568795e-07
55,55,2.25,0.02,555,100000.0,17.15,2.43,0.81,,,,,555.0,,,,,,,,,,,,,,,,,,,
56,56,2.25,0.02,556,100000.0,17.15,2.43,0.81,,,,,556.0,,,,,,,,,,,,,,,,,,,
57,57,2.25,0.02,557,100000.0,17.15,2.43,0.81,,,,,557.0,,,,,,,,,,,,,,,,,,,
58,58,2.25,0.02,558,100000.0,17.15,2.43,0.81,,,,,558.0,,,,,,,,,,,,,,,,,,,
59,59,2.25,0.02,559,100000.0,17.15,2.43,0.81,,,,,559.0,,,,,,,,,,,,,,,,,,,
60,60,2.25,0.02,560,100000.0,17.15,2.43,0.81,,,,,560.0,,,,,,,,,,,,,,,,,,,
61,61,2.25,0.02,561,100000.0,17.15,2.43,0.81,,0.561,3.45,0.00345,561.0,0.0301589451904112,0.0001447158506171,0.0001073748781635,2.906308426231901e-06,8.773205569735072e-06,71557287870.02367,51750000000.0,43470000000.0,22.060702420843064,0.074520497653203,1545647739938.4575,1117807464798.0464,938958270430.359,1.738368053012947e-06,1.2571821741878191e-06,1.056033026317768e-06,9.940347026558608e-07,7.188826937638905e-07,6.038614627616681e-07
62,62,2.25,0.02,562,100000.0,17.15,2.43,0.81,,,,,562.0,,,,,,,,,,,,,,,,,,,
63,63,2.25,0.02,563,100000.0,17.15,2.43,0.81,,,,,563.0,,,,,,,,,,,,,,,,,,,
64,64,2.25,0.02,564,100000.0,17.15,2.43,0.81,,,,,564.0,,,,,,,,,,,,,,,,,,,
65,65,2.25,0.02,565,100000.0,17.15,2.43,0.81,,,,,565.0,,,,,,,,,,,,,,,,,,,
66,66,2.25,0.02,566,100000.0,17.15,2.43,0.81,,,,,566.0,,,,,,,,,,,,,,,,,,,
67,67,2.25,0.02,567,100000.0,17.15,2.43,0.81,,,,,567.0,,,,,,,,,,,,,,,,,,,
68,68,2.25,0.02,568,100000.0,17.15,2.43,0.81,,,,,568.0,,,,,,,,,,,,,,,,,,,
69,69,2.25,0.02,569,100000.0,17.15,2.43,0.81,,,,,569.0,,,,,,,,,,,,,,,,,,,
70,70,2.25,0.02,570,100000.0,17.15,2.43,0.81,,,,,570.0,,,,,,,,,,,,,,,,,,,
71,71,2.25,0.02,571,100000.0,17.15,2.43,0.81,,,,,571.0,,,,,,,,,,,,,,,,,,,
72,72,2.25,0.02,572,100000.0,17.15,2.43,0.81,,,,,572.0,,,,,,,,,,,,,,,,,,,
73,73,2.25,0.02,573,100000.0,17.15,2.43,0.81,,,,,573.0,,,,,,,,,,,,,,,,,,,
74,74,2.25,0.02,574,100000.0,17.15,2.43,0.81,,,,,574.0,,,,,,,,,,,,,,,,,,,
75,75,2.25,0.02,575,100000.0,17.15,2.43,0.81,,,,,575.0,,,,,,,,,,,,,,,,,,,
76,76,2.25,0.02,576,100000.0,17.15,2.43,0.81,,,,,576.0,,,,,,,,,,,,,,,,,,,
77,77,2.25,0.02,577,100000.0,17.15,2.43,0.81,,,,,577.0,,,,,,,,,,,,,,,,,,,
78,78,2.25,0.02,578,100000.0,17.15,2.43,0.81,,,,,578.0,,,,,,,,,,,,,,,,,,,
79,79,2.25,0.02,579,100000.0,17.15,2.43,0.81,,,,,579.0,,,,,,,,,,,,,,,,,,,
80,80,2.25,0.02,580,100000.0,17.15,2.43,0.81,,,,,580.0,,,,,,,,,,,,,,,,,,,
81,81,2.25,0.02,581,100000.0,17.15,2.43,0.81,,,,,581.0,,,,,,,,,,,,,,,,,,,
82,82,2.25,0.02,582,100000.0,17.15,2.43,0.81,,,,,582.0,,,,,,,,,,,,,,,,,,,
83,83,2.25,0.02,583,100000.0,17.15,2.43,0.81,,,,,583.0,,,,,,,,,,,,,,,,,,,
84,84,2.25,0.02,584,100000.0,17.15,2.43,0.81,,,,,584.0,,,,,,,,,,,,,,,,,,,
85,85,2.25,0.02,585,100000.0,17.15,2.43,0.81,,,,,585.0,,,,,,,,,,,,,,,,,,,
86,86,2.25,0.02,586,100000.0,17.15,2.43,0.81,,,,,586.0,,,,,,,,,,,,,,,,,,,
87,87,2.25,0.02,587,100000.0,17.15,2.43,0.81,,,,,587.0,,,,,,,,,,,,,,,,,,,
88,88,2.25,0.02,588,100000.0,17.15,2.43,0.81,,,,,588.0,,,,,,,,,,,,,,,,,,,
89,89,2.25,0.02,589,100000.0,17.15,2.43,0.81,,,,,589.0,,,,,,,,,,,,,,,,,,,
90,90,2.25,0.02,590,100000.0,17.15,2.43,0.81,,,,,590.0,,,,,,,,,,,,,,,,,,,
91,91,2.25,0.02,591,100000.0,17.15,2.43,0.81,,,,,591.0,,,,,,,,,,,,,,,,,,,
92,92,2.25,0.02,592,100000.0,17.15,2.43,0.81,,,,,592.0,,,,,,,,,,,,,,,,,,,
93,93,2.25,0.02,593,100000.0,17.15,2.43,0.81,,,,,593.0,,,,,,,,,,,,,,,,,,,
94,94,2.25,0.02,594,100000.0,17.15,2.43,0.81,,,,,594.0,,,,,,,,,,,,,,,,,,,
95,95,2.25,0.02,595,100000.0,17.15,2.43,0.81,,,,,595.0,,,,,,,,,,,,,,,,,,,
96,96,2.25,0.02,596,100000.0,17.15,2.43,0.81,,,,,596.0,,,,,,,,,,,,,,,,,,,
97,97,2.25,0.02,597,100000.0,17.15,2.43,0.81,,,,,597.0,,,,,,,,,,,,,,,,,,,
98,98,2.25,0.02,598,100000.0,17.15,2.43,0.81,,,,,598.0,,,,,,,,,,,,,,,,,,,
99,99,2.25,0.02,599,100000.0,17.15,2.43,0.81,,,,,599.0,,,,,,,,,,,,,,,,,,,
100,100,2.25,0.02,600,100000.0,17.15,2.43,0.81,,,,,600.0,,,,,,,,,,,,,,,,,,,
101,101,2.25,0.02,601,100000.0,17.15,2.43,0.81,,,,,601.0,,,,,,,,,,,,,,,,,,,
102,102,2.25,0.02,602,100000.0,17.15,2.43,0.81,,,,,602.0,,,,,,,,,,,,,,,,,,,
103,103,2.25,0.02,603,100000.0,17.15,2.43,0.81,,,,,603.0,,,,,,,,,,,,,,,,,,,
104,104,2.25,0.02,604,100000.0,17.15,2.43,0.81,,,,,604.0,,,,,,,,,,,,,,,,,,,
105,105,2.25,0.02,605,100000.0,17.15,2.43,0.81,,,,,605.0,,,,,,,,,,,,,,,,,,,
106,106,2.25,0.02,606,100000.0,17.15,2.43,0.81,,,,,606.0,,,,,,,,,,,,,,,,,,,
107,107,2.25,0.02,607,100000.0,17.15,2.43,0.81,,,,,607.0,,,,,,,,,,,,,,,,,,,
108,108,2.25,0.02,608,100000.0,17.15,2.43,0.81,,,,,608.0,,,,,,,,,,,,,,,,,,,
109,109,2.25,0.02,609,100000.0,17.15,2.43,0.81,,,,,609.0,,,,,,,,,,,,,,,,,,,
110,110,2.25,0.02,610,100000.0,17.15,2.43,0.81,,,,,610.0,,,,,,,,,,,,,,,,,,,
111,111,2.25,0.02,611,100000.0,17.15,2.43,0.81,,,,,611.0,,,,,,,,,,,,,,,,,,,
112,112,2.25,0.02,612,100000.0,17.15,2.43,0.81,,,,,612.0,,,,,,,,,,,,,,,,,,,
113,113,2.25,0.02,613,100000.0,17.15,2.43,0.81,,,,,613.0,,,,,,,,,,,,,,,,,,,
114,114,2.25,0.02,614,100000.0,17.15,2.43,0.81,,,,,614.0,,,,,,,,,,,,,,,,,,,
115,115,2.25,0.02,615,100000.0,17.15,2.43,0.81,,,,,615.0,,,,,,,,,,,,,,,,,,,
116,116,2.25,0.02,616,100000.0,17.15,2.43,0.81,,,,,616.0,,,,,,,,,,,,,,,,,,,
117,117,2.25,0.02,617,100000.0,17.15,2.43,0.81,,,,,617.0,,,,,,,,,,,,,,,,,,,
118,118,2.25,0.02,618,100000.0,17.15,2.43,0.81,,,,,618.0,,,,,,,,,,,,,,,,,,,
119,119,2.25,0.02,619,100000.0,17.15,2.43,0.81,,,,,619.0,,,,,,,,,,,,,,,,,,,
120,120,2.25,0.02,620,100000.0,17.15,2.43,0.81,,,,,620.0,,,,,,,,,,,,,,,,,,,
121,121,2.25,0.02,621,100000.0,17.15,2.43,0.81,,,,,621.0,,,,,,,,,,,,,,,,,,,
122,122,2.25,0.02,622,100000.0,17.15,2.43,0.81,,,,,622.0,,,,,,,,,,,,,,,,,,,
123,123,2.25,0.02,623,100000.0,17.15,2.43,0.81,,,,,623.0,,,,,,,,,,,,,,,,,,,
124,124,2.25,0.02,624,100000.0,17.15,2.43,0.81,,,,,624.0,,,,,,,,,,,,,,,,,,,
125,125,2.25,0.02,625,100000.0,17.15,2.43,0.81,,,,,625.0,,,,,,,,,,,,,,,,,,,
126,126,2.25,0.02,626,100000.0,17.15,2.43,0.81,,,,,626.0,,,,,,,,,,,,,,,,,,,
127,127,2.25,0.02,627,100000.0,17.15,2.43,0.81,,,,,627.0,,,,,,,,,,,,,,,,,,,
128,128,2.25,0.02,628,100000.0,17.15,2.43,0.81,,,,,628.0,,,,,,,,,,,,,,,,,,,
129,129,2.25,0.02,629,100000.0,17.15,2.43,0.81,,,,,629.0,,,,,,,,,,,,,,,,,,,
130,130,2.25,0.02,630,100000.0,17.15,2.43,0.81,,,,,630.0,,,,,,,,,,,,,,,,,,,
131,131,2.25,0.02,631,100000.0,17.15,2.43,0.81,,,,,631.0,,,,,,,,,,,,,,,,,,,
132,132,2.25,0.02,632,100000.0,17.15,2.43,0.81,,,,,632.0,,,,,,,,,,,,,,,,,,,
133,133,2.25,0.02,633,100000.0,17.15,2.43,0.81,,,,,633.0,,,,,,,,,,,,,,,,,,,
134,134,2.25,0.02,634,100000.0,17.15,2.43,0.81,,,,,634.0,,,,,,,,,,,,,,,,,,,
135,135,2.25,0.02,635,100000.0,17.15,2.43,0.81,,,,,635.0,,,,,,,,,,,,,,,,,,,
136,136,2.25,0.02,636,100000.0,17.15,2.43,0.81,,,,,636.0,,,,,,,,,,,,,,,,,,,
137,137,2.25,0.02,637,100000.0,17.15,2.43,0.81,,,,,637.0,,,,,,,,,,,,,,,,,,,
138,138,2.25,0.02,638,100000.0,17.15,2.43,0.81,,,,,638.0,,,,,,,,,,,,,,,,,,,
139,139,2.25,0.02,639,100000.0,17.15,2.43,0.81,,,,,639.0,,,,,,,,,,,,,,,,,,,
140,140,2.25,0.02,640,100000.0,17.15,2.43,0.81,,,,,640.0,,,,,,,,,,,,,,,,,,,
141,141,2.25,0.02,641,100000.0,17.15,2.43,0.81,,,,,641.0,,,,,,,,,,,,,,,,,,,
142,142,2.25,0.02,642,100000.0,17.15,2.43,0.81,,,,,642.0,,,,,,,,,,,,,,,,,,,
143,143,2.25,0.02,643,100000.0,17.15,2.43,0.81,,,,,643.0,,,,,,,,,,,,,,,,,,,
144,144,2.25,0.02,644,100000.0,17.15,2.43,0.81,,,,,644.0,,,,,,,,,,,,,,,,,,,
145,145,2.25,0.02,645,100000.0,17.15,2.43,0.81,,,,,645.0,,,,,,,,,,,,,,,,,,,
146,146,2.25,0.02,646,100000.0,17.15,2.43,0.81,,,,,646.0,,,,,,,,,,,,,,,,,,,
147,147,2.25,0.02,647,100000.0,17.15,2.43,0.81,,,,,647.0,,,,,,,,,,,,,,,,,,,
148,148,2.25,0.02,648,100000.0,17.15,2.43,0.81,,,,,648.0,,,,,,,,,,,,,,,,,,,
149,149,2.25,0.02,649,100000.0,17.15,2.43,0.81,,,,,649.0,,,,,,,,,,,,,,,,,,,
150,150,2.25,0.02,650,100000.0,17.15,2.43,0.81,,,,,650.0,,,,,,,,,,,,,,,,,,,
151,151,2.25,0.02,651,100000.0,17.15,2.43,0.81,,,,,651.0,,,,,,,,,,,,,,,,,,,
152,152,2.25,0.02,652,100000.0,17.15,2.43,0.81,,0.6519999999999998,4.4,0.0044,652.0,0.0427647033815128,0.0001420303282925,0.000105219006903,-3.7754812222175087e-06,-1.4823080155253126e-06,85360000000.0,64680000000.0,54826321240.64085,18.461610355325007,0.0733438683240097,1422871045485.789,1078154864362.9436,913903292218.9594,2.418704640369731e-06,1.83272980481624e-06,1.553522464844653e-06,1.3736312366575446e-06,1.0408442875704075e-06,8.822767976472033e-07
153,153,2.25,0.02,653,100000.0,17.15,2.43,0.81,,,,,653.0,,,,,,,,,,,,,,,,,,,
154,154,2.25,0.02,654,100000.0,17.15,2.43,0.81,,,,,654.0,,,,,,,,,,,,,,,,,,,
155,155,2.25,0.02,655,100000.0,17.15,2.43,0.81,,,,,655.0,,,,,,,,,,,,,,,,,,,
156,156,2.25,0.02,656,100000.0,17.15,2.43,0.81,,,,,656.0,,,,,,,,,,,,,,,,,,,
157,157,2.25,0.02,657,100000.0,17.15,2.43,0.81,,,,,657.0,,,,,,,,,,,,,,,,,,,
158,158,2.25,0.02,658,100000.0,17.15,2.43,0.81,,,,,658.0,,,,,,,,,,,,,,,,,,,
159,159,2.25,0.02,659,100000.0,17.15,2.43,0.81,,,,,659.0,,,,,,,,,,,,,,,,,,,
160,160,2.25,0.02,660,100000.0,17.15,2.43,0.81,,,,,660.0,,,,,,,,,,,,,,,,,,,
161,161,2.25,0.02,661,100000.0,17.15,2.43,0.81,,,,,661.0,,,,,,,,,,,,,,,,,,,
162,162,2.25,0.02,662,100000.0,17.15,2.43,0.81,,,,,662.0,,,,,,,,,,,,,,,,,,,
163,163,2.25,0.02,663,100000.0,17.15,2.43,0.81,,,,,663.0,,,,,,,,,,,,,,,,,,,
164,164,2.25,0.02,664,100000.0,17.15,2.43,0.81,,,,,664.0,,,,,,,,,,,,,,,,,,,
165,165,2.25,0.02,665,100000.0,17.15,2.43,0.81,,,,,665.0,,,,,,,,,,,,,,,,,,,
166,166,2.25,0.02,666,100000.0,17.15,2.43,0.81,,,,,666.0,,,,,,,,,,,,,,,,,,,
167,167,2.25,0.02,667,100000.0,17.15,2.43,0.81,,,,,667.0,,,,,,,,,,,,,,,,,,,
168,168,2.25,0.02,668,100000.0,17.15,2.43,0.81,,,,,668.0,,,,,,,,,,,,,,,,,,,
169,169,2.25,0.02,669,100000.0,17.15,2.43,0.81,,,,,669.0,,,,,,,,,,,,,,,,,,,
170,170,2.25,0.02,670,100000.0,17.15,2.43,0.81,,,,,670.0,,,,,,,,,,,,,,,,,,,
171,171,2.25,0.02,671,100000.0,17.15,2.43,0.81,,,,,671.0,,,,,,,,,,,,,,,,,,,
172,172,2.25,0.02,672,100000.0,17.15,2.43,0.81,,,,,672.0,,,,,,,,,,,,,,,,,,,
173,173,2.25,0.02,673,100000.0,17.15,2.43,0.81,,,,,673.0,,,,,,,,,,,,,,,,,,,
174,174,2.25,0.02,674,100000.0,17.15,2.43,0.81,,,,,674.0,,,,,,,,,,,,,,,,,,,
175,175,2.25,0.02,675,100000.0,17.15,2.43,0.81,,,,,675.0,,,,,,,,,,,,,,,,,,,
176,176,2.25,0.02,676,100000.0,17.15,2.43,0.81,,,,,676.0,,,,,,,,,,,,,,,,,,,
177,177,2.25,0.02,677,100000.0,17.15,2.43,0.81,,,,,677.0,,,,,,,,,,,,,,,,,,,
178,178,2.25,0.02,678,100000.0,17.15,2.43,0.81,,,,,678.0,,,,,,,,,,,,,,,,,,,
179,179,2.25,0.02,679,100000.0,17.15,2.43,0.81,,,,,679.0,,,,,,,,,,,,,,,,,,,
180,180,2.25,0.02,680,100000.0,17.15,2.43,0.81,,,,,680.0,,,,,,,,,,,,,,,,,,,
181,181,2.25,0.02,681,100000.0,17.15,2.43,0.81,,,,,681.0,,,,,,,,,,,,,,,,,,,
182,182,2.25,0.02,682,100000.0,17.15,2.43,0.81,,,,,682.0,,,,,,,,,,,,,,,,,,,
183,183,2.25,0.02,683,100000.0,17.15,2.43,0.81,,,,,683.0,,,,,,,,,,,,,,,,,,,
184,184,2.25,0.02,684,100000.0,17.15,2.43,0.81,,0.6839999999999997,4.4,0.0043999999999999,684.0,0.0453108441442777,0.0001503279050512,0.0001230991550645,-9.535094768588174e-06,7.729471297028907e-06,83005166297.79233,63947561086.69718,54560000000.0,28.25943427919824,0.1002509746645856,1891215641715.8413,1457001210537.392,1243112085840.8623,2.4699612173792267e-06,1.9028694583114392e-06,1.623526462638926e-06,1.405344213369314e-06,1.0826836321230376e-06,9.237446739922872e-07
185,185,2.25,0.02,685,100000.0,17.15,2.43,0.81,,,,,685.0,,,,,,,,,,,,,,,,,,,
186,186,2.25,0.02,686,100000.0,17.15,2.43,0.81,,,,,686.0,,,,,,,,,,,,,,,,,,,
187,187,2.25,0.02,687,100000.0,17.15,2.43,0.81,,,,,687.0,,,,,,,,,,,,,,,,,,,
188,188,2.25,0.02,688,100000.0,17.15,2.43,0.81,,,,,688.0,,,,,,,,,,,,,,,,,,,
189,189,2.25,0.02,689,100000.0,17.15,2.43,0.81,,,,,689.0,,,,,,,,,,,,,,,,,,,
190,190,2.25,0.02,690,100000.0,17.15,2.43,0.81,,,,,690.0,,,,,,,,,,,,,,,,,,,
191,191,2.25,0.02,691,100000.0,17.15,2.43,0.81,,,,,691.0,,,,,,,,,,,,,,,,,,,
192,192,2.25,0.02,692,100000.0,17.15,2.43,0.81,,,,,692.0,,,,,,,,,,,,,,,,,,,
193,193,2.25,0.02,693,100000.0,17.15,2.43,0.81,,,,,693.0,,,,,,,,,,,,,,,,,,,
