,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
20,20,0.02,700,100000.0,17.15,2.43,0.81,1.2213869551635184,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,0.02,710,100000.0,17.15,2.43,0.81,1.223941831892816,,,,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,0.02,720,100000.0,17.15,2.43,0.81,1.2266374169211949,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,0.02,730,100000.0,17.15,2.43,0.81,1.229478621587225,,,,,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,0.02,740,100000.0,17.15,2.43,0.81,1.2324707631906469,,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,0.02,750,100000.0,17.15,2.43,0.81,1.2347562230259803,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,0.02,760,100000.0,17.15,2.43,0.81,1.2380444696053936,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,0.02,770,100000.0,17.15,2.43,0.81,1.240594508554498,,,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,0.02,780,100000.0,17.15,2.43,0.81,1.2432735686752114,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,0.02,790,100000.0,17.15,2.43,0.81,1.2460858129743697,,,,,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,0.02,800,100000.0,17.15,2.43,0.81,1.2490357206608476,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,0.02,810,100000.0,17.15,2.43,0.81,1.2511385861979998,,,,,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,0.02,820,100000.0,17.15,2.43,0.81,1.2543539389756433,,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,0.02,830,100000.0,17.15,2.43,0.81,1.2566873064569206,,,,,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,0.02,840,100000.0,17.15,2.43,0.81,1.2601856033545715,,,,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,0.02,850,100000.0,17.15,2.43,0.81,1.262764156886772,,0.085,2.0,6.1034077091432405e-05,850.0,0.0454377774948438,0.0087875842507849,0.0041864495454453,0.0020751282306393,0.0017810734912192,899564622.8214391,792992540.5124416,686239108.4824321,620232279.1509641,562795224.8600982,1.8706900884323765,0.0001141758430715,1682806623.8164754,1483443285.7374344,1283740698.532756,1160262377.1335316,1052815448.9628564,3.335264420298467e-08,2.9401331920299738e-08,2.54432958374922e-08,2.2995998291758704e-08,2.0866437405046265e-08,1.852023023185043e-08,1.6326124938492167e-08,1.4128286018332213e-08,1.2769337872662525e-08,1.1586824196246774e-08
36,36,0.02,860,100000.0,17.15,2.43,0.81,1.2654602043467365,,0.086,2.0,6.43314734393824e-05,860.0,0.0199437814456389,0.0094046671903365,0.0028041243823675,0.0009108756488623,0.0007688684703335,935075703.4058272,832941149.2514845,721611941.6443508,652566561.4503335,593200516.5845451,4.312121060612869,0.0002774051014782,4032159633.92366,3591743071.938413,3111678051.1543493,2813946013.081705,2557952440.730651,3.5082295684985526e-08,3.125039778041369e-08,2.7073533634096e-08,2.448307979722897e-08,2.2255776561732745e-08,1.943135579165096e-08,1.7308947035690212e-08,1.4995468634810497e-08,1.356066999398058e-08,1.232701293762822e-08
37,37,0.02,870,100000.0,17.15,2.43,0.81,1.2682772400742597,,0.087,15.0,0.0005087127248313,870.0,0.0151024416488873,0.02107294355981,0.0059151775689827,0.0011095931114344,0.0003433460264562,7290781263.968858,6562645284.082064,5692821014.370414,5151003530.430428,4690840035.670122,5.76065791364335,0.0029305199840709,41999696784.92487,37805154490.18155,32794394427.388084,29673169250.77888,27022324773.11814,2.767273292305897e-07,2.49090356218306e-07,2.1607549288029645e-07,1.95510384720745e-07,1.7804451785353437e-07,1.528795791118178e-07,1.376113769657193e-07,1.1937212887416808e-07,1.0801081848764885e-07,9.836170149256805e-08
38,38,0.02,880,100000.0,17.15,2.43,0.81,1.2712189973769052,,0.088,62.0,0.0022010048631627,880.0,0.0292852127207611,0.0168045692239472,0.0058564435278816,0.0008819182634751,-9.412534726390876e-05,31096616331.69749,28290266622.040115,24570632862.771866,22243373754.651684,20295465843.22362,3.0049295130307936,0.006613864471642,93443140170.51318,85010257104.07832,73833019843.18747,66839770264.72742,60986444293.01106,1.1941700289956422e-06,1.086400788818297e-06,9.43559680101564e-07,8.541884428267418e-07,7.793850229864999e-07,6.577744567841165e-07,5.984128485587696e-07,5.197329031479701e-07,4.705053094023688e-07,4.2930198185579466e-07
39,39,0.02,890,100000.0,17.15,2.43,0.81,1.273117706303165,,0.089,135.0,0.0049850055435182,890.0,0.0240879482857963,0.0152920669813132,0.0066216966651392,0.0014099249774716,-1.4270396598017657e-05,69415807002.22916,63838922436.66592,55513423916.75259,50278165864.96195,45966736116.7822,3.6947937177563497,0.0184185671651719,256477087624.82355,235871649567.3281,205110649938.7625,185767451378.1732,169837607830.05078,2.6959928944810694e-06,2.479396101741675e-06,2.1560477777500195e-06,1.9527191827522104e-06,1.7852705213000188e-06,1.4807568272565551e-06,1.3617924263238644e-06,1.1841954306816455e-06,1.0725185023648733e-06,9.80548397707743e-07
40,40,0.02,900,100000.0,17.15,2.43,0.81,1.27629455732646,,0.09,273.0,0.0105903799626904,900.0,0.0283538191997649,0.0182143833633508,0.0058085895095096,0.0003957530706579,7.794223136393846e-05,145218505498.5372,135123043972.4148,117646315611.96307,106600125636.32788,97653893635.9691,3.174175562237696,0.0336157252723839,460949031338.13727,428904264072.4086,373430060002.79626,338367513726.3,309970602736.65234,5.704250739946743e-06,5.30769629474852e-06,4.621202239877812e-06,4.187302737016284e-06,3.8358905644933e-06,3.123153240794909e-06,2.906034401330285e-06,2.5301697645881936e-06,2.292604008747325e-06,2.1002011647096207e-06
41,41,0.02,910,100000.0,17.15,2.43,0.81,1.2796077230682912,,0.091,596.0,0.0240933296923227,910.0,0.0340955231334874,0.0162522938650412,0.0052902888607864,-0.0001712173898168,8.55642261869296e-05,325094188608.0837,306250863895.4567,266990255699.2419,242034068285.03287,222164593092.90823,2.6689721006398948,0.0643044247603282,867667319475.1392,817375011533.8396,712589543603.9883,645982175657.1239,592951100714.9867,1.29122128296907e-05,1.2163786596203856e-05,1.060441904483933e-05,9.61319983944655e-06,8.824016576609863e-06,7.0469971930314265e-06,6.638534473578311e-06,5.7874906670433065e-06,5.24652073026996e-06,4.815814366353037e-06
42,42,0.02,920,100000.0,17.15,2.43,0.81,1.281815020120052,,0.092,1147.0,0.0486605598417914,920.0,0.0333533484374584,0.0166371276668518,0.0056621674120738,0.0001106376500581,-2.747380772127553e-05,645917175034.8213,616121948898.8163,537876408275.4013,487864039525.8812,448699022301.15857,2.7583437438826035,0.1342225508134303,1781661598823.6238,1699476123213.807,1483648025748.498,1345696721291.5095,1237666141050.6416,2.594241362490868e-05,2.47457275630676e-05,2.1603098356702567e-05,1.959441735763862e-05,1.802140596277108e-05,1.41086940147182e-05,1.3457880342470568e-05,1.1748772064598172e-05,1.0656357688714462e-05,9.80088075535224e-06
43,43,0.02,930,100000.0,17.15,2.43,0.81,1.2841168225857662,,0.093,1804.0,0.0797222479851327,930.0,0.0252450000871249,0.0139809263242677,0.0062384860042702,0.0002263874214842,6.81771937965896e-05,1040754235642.5876,1005475717335.5604,878997571552.7941,797703638910.4932,735118848670.9087,3.6838977888310818,0.2936886130730735,3834032227400.311,3704069771815.816,3238137210231.2285,2938658671524.873,2708102701146.811,4.22564290336694e-05,4.082405993614324e-05,3.5688827612750665e-05,3.238815279642737e-05,2.984710164642821e-05,2.290104972841408e-05,2.2124771261869888e-05,1.934171047101913e-05,1.7552895849563172e-05,1.6175762474137458e-05
44,44,0.02,940,100000.0,17.15,2.43,0.81,1.2878064410377517,,0.094,2984.0,0.1376124259996604,940.0,0.0239453861117908,0.0157677529488811,0.0067054461295145,0.0001083025633167,2.007863109515081e-05,1766333805512.4497,1728803015541.942,1513441905037.7043,1374226482983.7854,1268924180142.8684,3.925599677581051,0.540211295135413,6933919417420.183,6786588560412.597,5941167054453.663,5394663038524.489,4981288352443.644,7.249534209459101e-05,7.095497217725093e-05,6.211594224352548e-05,5.640214702817903e-05,5.20802422761009e-05,3.914477962534599e-05,3.831303734765435e-05,3.354029100477814e-05,3.045505479419157e-05,2.812138749649001e-05
45,45,0.02,950,100000.0,17.15,2.43,0.81,1.2903273184414836,,0.095,4230.0,0.203169852664156,950.0,0.0300533591587282,0.0179686528364162,0.0062270008053462,6.408925992418828e-05,5.2000089863736505e-05,2563269181851.5366,2542355171013.541,2228766341864.8467,2024683431272.874,1873429211416.1824,3.161044311161795,0.6422289069636103,8102607465268.148,8036497350285.128,7045229165860.758,6400114042328.662,5921992751111.45,0.000106326918193,0.0001054593845234,9.245141250894883e-05,8.398585333446024e-05,7.771168003462932e-05,5.719884904373337e-05,5.673215699387328e-05,4.973448377746889e-05,4.518041365560836e-05,4.18052054058992e-05
46,46,0.02,960,100000.0,17.15,2.43,0.81,1.2929505959884064,,0.096,5509.0,0.2751608340307743,960.0,0.0303136434099542,0.0168690453860913,0.005959131035441,9.092454518832112e-05,-3.266859496509712e-05,3408426354645.9834,3429565742890.0474,3010376845803.4907,2736183868630.8765,2537258050597.769,3.16689085180952,0.8714043280683366,10794114241594.834,10861060376837.81,9533534893474.271,8665195662435.903,8035219309118.132,0.0001429045827374,0.0001437908907112,0.0001262156204271,0.0001147195724227,0.0001063792393588,7.656442927877116e-05,7.703928923694598e-05,6.762293244176936e-05,6.146365932710973e-05,5.699513334421536e-05
47,47,0.02,970,100000.0,17.15,2.43,0.81,1.2956789482995912,,0.097,6861.0,0.3562480657770992,970.0,0.0283915222942141,0.0158472197719503,0.0062463019668562,0.0001539542589995,-6.922850054371543e-05,4329212420683.892,4422054092144.597,3886656090466.207,3534841444801.408,3282884970035.45,3.416512823610287,1.2171260851138206,14790809751399.451,15108004512510.36,13278810374040.818,12076831125593.123,11216018598563.588,0.0001833875181288,0.0001873203359381,0.0001646406193527,0.0001497375819315,0.0001390645846069,9.787357363859525e-05,9.997251110930594e-05,8.786838900782016e-05,7.991466595530926e-05,7.421850734943719e-05
48,48,0.02,980,100000.0,17.15,2.43,0.81,1.2985152133703606,,0.098,7989.0,0.4310211411726588,980.0,0.0278557196972997,0.0177163723224453,0.0056985788168106,8.315359826213418e-05,-2.360601803032593e-05,5136672599867.312,5328215662286.192,4689301298548.915,4267491979517.973,3964847618204.048,3.518128451353563,1.5163877398944114,18071474018881.465,18745347116436.723,16497564315394.146,15013584949065.316,13948843210885.072,0.0002198754612923,0.0002280744691885,0.0002007257161345,0.0001826701525773,0.0001697154494582,0.0001168490510639,0.0001212062734966,0.0001066722467191,9.707692646066012e-05,9.01923711883796e-05
49,49,0.02,990,100000.0,17.15,2.43,0.81,1.3014623997885304,,0.099,8790.0,0.4917744926318869,990.0,0.0287744774825569,0.0165738821825153,0.0065230085827358,0.0001346796510616,1.4090722588300546e-05,5745232923979.556,6054154695769.843,5335291200192.331,4858499681801.917,4515619279879.315,3.4405490094481763,1.691974243496518,19766755445646.91,20829615941576.96,18356330853939.297,16715906267627.863,15536209440433.867,0.0002484434592396,0.0002618022898795,0.0002307161814613,0.0002100980906489,0.0001952707730647,0.0001314716660635,0.00013854091122,0.0001220907197854,0.00011118000892,0.0001033336677363
50,50,0.02,1000,100000.0,17.15,2.43,0.81,1.3030784300337173,,0.1,9097.0,0.5289729355951096,1000.0,0.0297485434679174,0.016922507021639,0.0067083602504665,5.4860796731810734e-05,1.635991137989455e-05,6055611034793.257,6485116824542.673,5722748055575.724,5214755053681.746,4848492991285.075,3.36150911414691,1.778147344140007,20355991685186.133,21799779312007.66,19237069746784.3,17529446640994.848,16298253380082.195,0.0002645006684765,0.0002832608840601,0.000249961676456,0.0002277732485979,0.0002117754310721,0.0001393706063515,0.0001492557330555,0.0001317097253968,0.0001200182061943,0.000111588641378
51,51,0.02,1010,100000.0,17.15,2.43,0.81,1.306227946338567,,0.1009999999999999,9688.0,0.5853180615183996,1010.0,0.0296215386869107,0.0167894171433148,0.0067535241473949,0.0002270710996202,3.74901783863326e-05,6563214526203.088,7146042523500.986,6314466912874.774,5757774450015.7,5355118828234.55,3.409681079282696,1.9957479197217125,22378468389268.01,24365725984130.887,21530318358585.73,19632174600995.863,18259247345941.867,0.0002895706656897,0.0003152851826366,0.0002785958588031,0.0002540344481695,0.0002362691814732,0.0001518893446315,0.0001653774550977,0.0001461326972118,0.0001332494289586,0.0001239309618781
52,52,0.02,1020,100000.0,17.15,2.43,0.81,1.309497373164899,,0.102,10196.0,0.6353360335916174,1020.0,0.0323610634500255,0.0165050331920599,0.0061730338335928,-3.4256308956031457e-06,1.3085000743148772e-05,6969651263097.714,7723555978844.602,6834682944836.939,6236292003666.493,5802002710633.74,3.1519359726084497,2.002538498971789,21967894532693.605,24344153926175.367,21542483035205.004,19656393102046.848,18287541056818.22,0.0003106042876883,0.0003442022437954,0.0003045893901315,0.0002779219450866,0.0002585677318812,0.000162207511796,0.0001797534410623,0.0001590663395551,0.0001451397452415,0.0001350323549341
53,53,0.02,1030,100000.0,17.15,2.43,0.81,1.3113648498030146,,0.103,10310.0,0.6657393719133073,1030.0,0.0307616333100213,0.0182637191116436,0.0064757133087476,8.630880432132314e-05,1.78805970603565e-05,7137066403439.372,8057418600242.533,7141439373845.308,6520301395775.526,6068403481527.33,3.3483267602193685,2.2291129543089614,23897230428098.65,26978870317481.36,23911872561930.496,21832099648170.89,20318997769006.344,0.0003211952501977,0.0003626146145993,0.0003213920505698,0.0002934384689445,0.0002731013366515,0.0001670165096855,0.0001885539317722,0.0001671188428029,0.000152583417284,0.0001420084263696
54,54,0.02,1040,100000.0,17.15,2.43,0.81,1.3148529848069055,,0.104,10138.0,0.6769358619316628,1040.0,0.029930562039226,0.0159684640955324,0.0058670618459902,0.0001635316937029,1.7914312996483574e-05,7088194640040.825,8156588183091.734,7240893295354.89,6615020323277.947,6159025526127.965,3.4747092240934485,2.3521552835735977,24629415297919.6,28341772196920.47,25159998724046.043,22985272134859.51,21400822807063.844,0.0003220810702786,0.0003706278940185,0.0003290195572744,0.0003005804628446,0.000279860477042,0.0001667555465644,0.0001918903740155,0.0001703479066814,0.000155623735741,0.0001448960870955
55,55,0.02,1050,100000.0,17.15,2.43,0.81,1.3168912269425,,0.105,10238.0,0.7095755431488421,1050.0,0.0300333298830537,0.0160684985121724,0.0062875436263561,4.7854903066795415e-05,1.802306613337171e-05,7252916841023.77,8511779398628.158,7568389875779.727,6918314725016.907,6443236575637.367,3.4961158289426337,2.480758288233233,25357037373907.81,29758166688011.715,26459967644322.68,24187229619738.51,22526301381707.93,0.0003327714035098,0.0003905293330852,0.000347245635994,0.0003174195087892,0.0002956224268687,0.0001715156558254,0.0002012850081969,0.0001789759046657,0.0001636030459575,0.00015236848445
56,56,0.02,1060,100000.0,17.15,2.43,0.81,1.3190065159908224,,0.106,10472.0,0.7465083300344608,1060.0,0.0334685686166267,0.0170404416088593,0.0064533142975514,6.247830529014049e-05,-1.8243682411001898e-05,7444161773406.558,8914733983583.855,7939636349234.992,7261931122175.23,6765160898248.817,3.167150684398873,2.364304368378103,23576782055420.51,28234305837341.504,25146024697357.777,22999630123654.76,21426283968957.24,0.0003447987391403,0.0004129127134625,0.0003677481341457,0.0003363581785117,0.0003133487716683,0.0001769163366805,0.0002118656373765,0.000188691678155,0.0001725854824852,0.0001607793489185
57,57,0.02,1070,100000.0,17.15,2.43,0.81,1.3228273082050117,,0.107,10281.0,0.7619633592800977,1070.0,0.0309373468828653,0.0159290530888935,0.0069760035340565,0.0001992134849669,3.84452411905423e-05,7408159654393.106,9058390731968.336,8080860171755.412,7395394839537.453,6891501863965.255,3.4586029760445323,2.635328742043036,25621883027697.03,31329377143759.9,27948487039033.0,25577734601048.613,23834968856126.67,0.0003464317796702,0.0004236024287574,0.0003778896380705,0.000345834851724,0.0003222710317694,0.0001769091629805,0.0002163171957819,0.0001929734611349,0.0001766043352207,0.0001645712138115
58,58,0.02,1080,100000.0,17.15,2.43,0.81,1.325125563662994,,0.108,10367.0,0.7925207950928947,1080.0,0.0349739223402139,0.0173885794259316,0.0064989846940822,0.0001142067981626,-1.2676513103340884e-05,7502172667325.712,9379015248010.916,8380851723964.903,7673821915674.167,7153606613222.503,3.0880150916278235,2.447316175675741,23166822416699.56,28962540630465.18,25880196604298.684,23696877886066.16,22090445181199.688,0.0003540939475292,0.0004426787652554,0.0003955665914649,0.0003621955952295,0.0003376420294589,0.000179981591232,0.0002250081627524,0.000201061625218,0.000184099558949,0.000171619283958
59,59,0.02,1090,100000.0,17.15,2.43,0.81,1.327506224353894,,0.109,10358.0,0.8143839732227852,1090.0,0.0324671696041605,0.0166187848205475,0.0067691296201358,-8.201945413951717e-06,2.087401190720133e-06,7492527085323.203,9593666088599.186,8587309385462.604,7866863401645.781,7336497955122.702,3.3572375211306427,2.734080431510987,25154193058934.668,32208215757843.84,28829637274432.37,26410928985614.656,24630366208636.168,0.0003569392889357,0.0004570362326296,0.0004090940307607,0.0003747724361569,0.0003495061590781,0.0001805558735649,0.0002311893893196,0.000206938077101,0.0001895766778717,0.0001767958636798
60,60,0.02,1100,100000.0,17.15,2.43,0.81,1.3299710154832407,,0.11,10465.0,0.8456619000900462,1100.0,0.0317791639110964,0.0144655051219884,0.0061972374456915,5.8775387319620304e-05,8.254517619903314e-06,7555365146370.885,9916348434282.66,8891426681767.498,8149633049503.87,7603265118616.269,3.461387477270628,2.9271635109765706,26152046303855.145,34324324290678.195,30776672971339.95,28209037781903.53,26317846667946.93,0.0003632483065702,0.0004767601176554,0.0004274837314377,0.000391819633737,0.0003655512506987,0.0001828505186694,0.0002399896523051,0.0002151850968121,0.0001972326421289,0.000184009765721
61,61,0.02,1110,100000.0,17.15,2.43,0.81,1.3325217561720653,,0.111,10516.0,0.874004921140773,1110.0,0.032436592635122,0.0156777262631701,0.0067393985559212,-5.1620116316904e-05,5.57718265396787e-05,7576124208042.264,10201388068141.332,9161744975803.408,8402753292117.249,7842586965853.998,3.4220610422504856,2.990898191371047,25925959503592.24,34909772684865.39,31352050560730.96,28754734688596.45,26837811326310.406,0.0003676115894305,0.0004949956440981,0.0004445496853044,0.0004077216012415,0.0003805409970317,0.0001841081546726,0.0002479049551922,0.0002226404840731,0.0002041961510001,0.0001905834928908
62,62,0.02,1120,100000.0,17.15,2.43,0.81,1.3351603627416246,,0.112,10690.0,0.91501166594921,1120.0,0.0334797229979813,0.0162499302146291,0.0070354531562241,9.414566356916992e-05,-3.666137957455777e-05,7688210623175.475,10630484450747.39,9562426167032.783,8775865105272.471,8194311968128.933,3.3453084425684523,3.0609962511485165,25719435905953.38,35562249381677.91,31989264988012.258,29357975627509.875,27412501008021.43,0.0003763835105716,0.0005204252657424,0.0004681374778522,0.0004296306486022,0.000401160173212,0.0002355254642118,0.0003256609252498,0.0002929413581871,0.0002688453535013,0.000251029690104
63,63,0.02,1130,100000.0,17.15,2.43,0.81,1.3378888522403134,,0.113,10535.0,0.9299198760510816,1130.0,0.0337970868988577,0.0163512326926533,0.0064480898404419,0.0002216222752255,3.550476522287327e-05,7566137015443.399,10753344535770.594,9688579238259.646,8897145189054.217,8310904417375.778,3.3434834291537454,3.1091716960174964,25297253733841.78,35953629263329.95,32393604135164.14,29747457506377.74,27787371200776.58,0.0003737555859357,0.0005311987583006,0.0004786009826004,0.0004395053521371,0.0004105459554634,0.000233703795701,0.0003321506641185,0.000299262059134,0.0002748161442677,0.0002567082652726
64,64,0.02,1140,100000.0,17.15,2.43,0.81,1.3407093462251414,,0.114,10721.0,0.9765765640775208,1140.0,0.0339000392041271,0.0169807216111521,0.0065115568644754,4.506523123730905e-05,1.3757632375567378e-06,7681260551191.117,11240002684834.262,10143548213416.549,9320746577824.83,8709974978441.165,3.362827969417843,3.284058983957864,25830757821931.41,37798195404892.31,34111007641215.56,31344067287764.984,29290147470431.523,0.0003828004107042,0.0005601525446763,0.0005055100521869,0.0004645052194601,0.0004340670358401,0.0002391805844387,0.000349993388889,0.0003158517763846,0.0002902312190859,0.0002712128942777
65,65,0.02,1150,100000.0,17.15,2.43,0.81,1.3436240748108517,,0.115,10813.0,1.011249571459658,1150.0,0.0330065479020049,0.0163861816523641,0.0065532844616525,9.181456371704184e-05,2.53666144543268e-06,7669755584347.342,11582513213951.396,10471451699568.9,9628073800666.252,9000672838351.678,3.484157153951092,3.523352428831142,26722633788260.13,40355296275121.8,36484183351306.3,33545722211360.4,31359758660116.28,0.0003856223171097,0.0005823491419508,0.000526486851306,0.0004840832393529,0.0004525385818754,0.0002458412585533,0.0003712581964853,0.0003356449676123,0.0003086118918092,0.0002885015974854
66,66,0.02,1160,100000.0,17.15,2.43,0.81,1.346635381001531,,0.1159999999999999,10715.0,1.0254084354014492,1160.0,0.0344879603819663,0.0171517810038039,0.0063219965114638,7.839161355363657e-05,1.747898819590615e-05,7488937591111.953,11686284665081.455,10584756996683.396,9738946802895.834,9107888034024.145,3.36349261351669,3.44895369831048,25188986270792.523,39306732150454.84,35601751974213.71,32756875634972.12,30634314127177.258,0.0003797635229764,0.0005926107115892,0.0005367523174021,0.0004938613392021,0.0004618603913565,0.0002421151904741,0.000377814209719,0.0003422021381798,0.0003148573387764,0.0002944553909478
67,67,0.02,1170,100000.0,17.15,2.43,0.81,1.349745725320319,,0.117,10639.0,1.0358891074389238,1170.0,0.0342763703099535,0.015827746041653,0.0064555450043856,0.0001465726018258,9.801528627172538e-06,7274331123991.158,11746733542650.232,10657040441357.838,9813909873678.398,9181786255281.084,3.413430271116665,3.5359352368520462,24830422060757.53,40096655861223.81,36377064443045.35,33499097040824.57,31341387146699.38,0.0003721153950726,0.0006008992879936,0.0005451564888298,0.0005020264939283,0.0004696904721023,0.0002371706163087,0.0003829877945392,0.0003474596916778,0.0003199704568661,0.0002993608440229
68,68,0.02,1180,100000.0,17.15,2.43,0.81,1.3510128674021782,,0.118,10619.0,1.0684325610392509,1180.0,0.034079556375218,0.017221119432308,0.0064495519273493,0.000268402131189,-1.3608702774498053e-05,7202563763279.481,12054918735954.14,10954810625308.848,10096385520913.33,9449928504044.752,3.4624863862901405,3.699433197267515,24938778976741.89,41739992011075.16,37930882654518.47,34958597416899.297,32720248796670.105,0.0003715932608982,0.0006219350095578,0.0005651784470877,0.0005208907470044,0.0004875388630331,0.0002367839019037,0.0003963048144029,0.0003601388185831,0.000331918138782,0.0003106658986217
