,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
21,21,0.02,542,2,100000.0,17.15,2.43,0.81,1.19557065892945,,5.3,8.223049637244048e-08,542.0,0.032345225310528,0.0225344405342986,0.0061548798356152,0.0027053095923602,-0.00023194142266,1184119.1477631428,522163.65196499694,274649.8578839512,151304.11332529044,84697.41126361367,47858.14888876035,25.98349558697376,1.6639563814296491e-06,23960971.892586943,10566123.022078268,5557614.313975028,3061679.7418305543,1713875.0728725386,968422.613992056,2.7896876064722264e-11,1.23017474313185e-11,6.470525420567525e-12,3.564600830492289e-12,1.995401551851662e-12,1.1274987409491914e-12,1.5794345603173154e-11,6.964867679177048e-12,3.663410716291551e-12,2.0181663826276804e-12,1.1297344424491906e-12,6.383548014615815e-13
22,22,0.02,544,2,100000.0,17.15,2.43,0.81,1.19668353378915,,6.5,1.51871084449951e-07,544.0,0.0287140735497041,0.0244410478048746,0.0058871820188466,0.000988835020586,-0.0001778891076578,2186943.6160792946,964381.386257189,507249.4220628363,279442.79538790986,156427.21698344956,88388.9711498715,22.39510391166759,3.148057870214272e-06,45332033.3310855,19990167.475860626,10514513.286515666,5792426.48119426,3242499.6063207,1832169.680464706,5.147636101337294e-11,2.2699645307980437e-11,1.1939655957268447e-11,6.5775350183754306e-12,3.681989711373204e-12,2.0805029242904906e-12,2.929774451224889e-11,1.2919491503665311e-11,6.795449074368839e-12,3.743600687676248e-12,2.095602558862248e-12,1.1841171740367264e-12
23,23,0.02,546,2,100000.0,17.15,2.43,0.81,1.19757869607337,,6.6,5.270371285808348e-07,546.0,0.0318600549327408,0.0201664084379383,0.0054204038083832,0.000838189737757,-0.0003816707917126,7589334.65156402,3346685.7664883,1760304.0094599884,969748.316588736,542848.2424382599,306735.6088340458,19.109148233073416,1.0136348820961318e-05,145963423.021843,64365815.013104364,33855405.06201081,18650881.830568828,10440439.28559016,5899355.013799488,1.7930807987178137e-10,7.906988244345917e-11,4.158951297026042e-11,2.291158798361652e-11,1.2825508490828814e-11,7.247034894817835e-12,1.0211720923462724e-10,4.503085268332522e-11,2.3685519364142712e-11,1.3048310068869036e-11,7.304217049421254e-12,4.127237206566186e-12
24,24,0.02,548,2,100000.0,17.15,2.43,0.81,1.19860065465315,,5.8,7.971444820769199e-07,548.0,0.0331497924999349,0.0184097592416932,0.0062504121210085,0.0017622333023079,5.327364950216072e-05,11478880.541907644,5061867.461188441,2662462.570136912,1466745.8470215325,821058.8165392276,463938.08856876736,19.781039332937585,1.5925700972804843e-05,229330094.00838977,101128201.17731076,53191841.24916817,29303289.78996091,16403472.001988988,9268757.966172418,2.7223748541770124e-10,1.2004916891683355e-10,6.314397231216126e-11,3.4785900914484054e-11,1.9472542359738356e-11,1.1002931702298758e-11,1.5513212439981994e-10,6.840895763464282e-11,3.598203440940268e-11,1.9822438117754767e-11,1.10962561202649e-11,6.2699233611593886e-12
25,25,0.02,550,2,100000.0,17.15,2.43,0.81,1.19963845879841,,6.2,1.5410186402998552e-06,550.0,0.0262962689871913,0.024544999626266,0.0057309338192554,0.0005277179717506,-2.9557244301527987e-05,22190668.42031792,9785468.365904082,5147002.2586015165,2835474.298151734,1587249.1995088512,896872.8486545157,23.687202715571,3.5676082713654856e-05,513735591.0766298,226543125.23170835,119158116.2636072,65643992.19312493,36746365.1950645,20763480.139347125,5.282226029766861e-10,2.32931495062636e-10,1.2251829819042584e-10,6.749511038035435e-11,3.778258896291577e-11,2.1348996870307743e-11,3.0122288763893875e-10,1.3283092614633756e-10,6.986697532736493e-11,3.848959119830883e-11,2.154580376861853e-11,1.2174425042073771e-11
26,26,0.02,552,2,100000.0,17.15,2.43,0.81,1.20065872263705,,5.7,3.0996641890286472e-06,552.0,0.0309680825098608,0.022289454027597,0.0056794661883328,0.000210678016519,0.0001310087655833,44635164.32201253,19682867.60033191,10352878.391355682,5703382.107812712,3192654.1146995067,1804004.558014673,22.75294030138925,6.212289799814675e-05,894569731.1734498,394480402.28829205,207490479.3138418,114306132.31660748,63986584.93810091,36155526.63492692,1.0664692852641396e-09,4.702833306546727e-10,2.473616258876546e-10,1.362710753393068e-10,7.628217804319887e-11,4.3103133612758994e-11,6.084306258328664e-10,2.683010051415765e-10,1.411221034917898e-10,7.774391330086627e-11,4.351969059776753e-11,2.4590737794078345e-11
27,27,0.02,554,2,100000.0,17.15,2.43,0.81,1.20181115118366,,6.8,5.705540518417464e-06,554.0,0.0264242205669879,0.0199065405997189,0.0058977607855973,0.0016460528192777,0.0003344333202356,82159783.46521147,36230182.2919509,19056505.33151433,10498194.553888133,5876706.733969988,3320624.581718964,286.0656119300511,0.0005588240847521,8047066820.431601,3548532938.176435,1866472443.0723293,1028236315.9440378,575588807.2947603,325235617.3257772,1.970523220822261e-09,8.689460036264831e-10,4.570519137184968e-10,2.5178907821617777e-10,1.4094714704492558e-10,7.964198017489972e-11,1.1246494833006562e-09,4.959391818721643e-10,2.608561995989022e-10,1.4370521175508386e-10,8.044367831942192e-11,4.545458328340152e-11
28,28,0.02,556,2,100000.0,17.15,2.43,0.81,1.20295231364558,,6.2,9.468548032193084e-06,556.0,0.0323578629665513,0.0224247763669968,0.0052736849877462,-0.0014426948726027,0.0010144161981689,136347091.66358042,60125280.00442608,31624950.42752489,17422128.37923528,9752604.473158875,5510694.954736375,17.606961883797453,0.0001636274314774,2356235013.2766194,1039034189.8823982,546515621.1349938,301074473.9186791,168536254.42186934,95231165.11993006,3.2829308674425882e-09,1.4476813200180855e-09,7.61457576198489e-10,4.194856108398863e-10,2.3482074954624067e-10,1.326851225591379e-10,1.8742842124797744e-09,8.265072742532337e-10,4.347298103946143e-10,2.394918715946378e-10,1.3406338464265051e-10,7.575232025439087e-11
29,29,0.02,558,2,100000.0,17.15,2.43,0.81,1.20410472404016,,,,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,0.02,560,2,100000.0,17.15,2.43,0.81,1.20514112000624,,6.9,2.6087445490778127e-05,560.0,0.0347865937646647,0.022948905670365,0.00568859773467,0.0008273340621575,-7.373437441960036e-06,375659215.0672051,165655278.86644113,87132067.93919896,48000899.70303176,26870068.855501477,15182893.275632871,17.812509185109683,0.0004376621390992,6302334803.029578,2779154583.2804046,1461791544.5915833,805298335.9426684,450792003.27225465,254719364.95577884,9.1111110767023e-09,4.017746898406917e-09,2.1132715969573387e-09,1.164197526467516e-09,6.516975284030115e-10,3.6824073935005136e-10,5.207991746540061e-09,2.296579693786762e-09,1.2079647523224863e-09,6.654656120578964e-10,3.7251607631501815e-10,2.104896664226608e-10
31,31,0.02,562,2,100000.0,17.15,2.43,0.81,1.20653239223348,,7.7,6.729240236115429e-05,562.0,0.0283824423444316,0.0226899169466389,0.0068033256343706,0.0023058641414592,0.0005787206809333,969010594.0006214,427306754.9933297,224756623.8862553,123818020.34452386,69311174.43198891,39164178.17419179,21.88966049427765,0.001407929889498,20274190408.77234,8940354798.312801,4702485830.923585,2590590996.676465,1450167786.1830215,819415195.6878818,2.3588607465939332e-08,1.0401920653382968e-08,5.4712464539053734e-09,3.0140998428700263e-09,1.6872406729109383e-09,9.533728850817146e-10,1.3488056783410922e-08,5.947858373240233e-09,3.128479837263367e-09,1.7234739223247286e-09,9.647707282578647e-10,5.451422949961914e-10
32,32,0.02,564,2,100000.0,17.15,2.43,0.81,1.20811897847302,,5.6,8.506359573291467e-05,564.0,0.0316735711152269,0.0229057818792188,0.0065094410546764,-0.0005958312961937,-0.0003658032035671,1224915778.5542572,540153832.9041343,284112409.7480013,156517016.14859954,87615503.60492256,49507012.71656789,21.92910182971091,0.0016199945457372,23327921458.617493,10286965365.432018,5410781782.762667,2980789964.156678,1668594382.109445,942836825.6191232,2.9924217016827795e-08,1.3195748476170593e-08,6.940755891403114e-09,3.823649952150219e-09,2.140412744953655e-09,1.2094371044301234e-09,1.71190139574175e-08,7.549009627055634e-09,3.970660181789892e-09,2.187429561225569e-09,1.224485026120835e-09,6.918934807789572e-10
33,33,0.02,566,2,100000.0,17.15,2.43,0.81,1.2098506842126,,4.9,0.0001060388546664,566.0,0.0324721133707442,0.0232425448809489,0.0066167899604525,0.0006697910241974,-1.6205236116946844e-05,1526959507.1968272,673346727.1319343,354169774.5859307,195111492.58626124,109220020.30643971,61714613.41587176,18.187587751808188,0.0019332832841257,27839279291.411915,12276348854.199003,6457166168.980264,3557241242.791523,1991281782.6496024,1125170871.361232,3.743946240389495e-08,1.65097629350509e-08,8.683875307570081e-09,4.783931307164355e-09,2.6779615469452636e-09,1.513178272157421e-09,2.1426872609539933e-08,9.448655629901289e-09,4.969844063601623e-09,2.737878166774546e-09,1.5326165824879255e-09,8.660027679689052e-10
34,34,0.02,568,2,100000.0,17.15,2.43,0.81,1.21147483348648,,6.4,0.0004244108016437,568.0,0.0349181025578747,0.0190348086558876,0.0071931693535691,-0.0021984507939903,0.0004424141263021,6111515543.671232,2695008590.4383554,1417532077.4904108,780915875.0246575,437143125.6931506,247007086.5567124,20.89933085803793,0.0083330512038771,119995937335.83183,52914875144.62028,27832391020.949883,15332814215.134068,8583042739.993525,4849835800.656537,1.5038307847245213e-07,6.631476029861605e-08,3.48805195901382e-08,1.9215615582591105e-08,1.0756567418515671e-08,6.077982754928272e-09,8.610851298692058e-08,3.797146232409345e-08,1.997239120668852e-08,1.1002754437217629e-08,6.159150581703346e-09,3.480219066554705e-09
35,35,0.02,570,2,100000.0,17.15,2.43,0.81,1.21322571296527,,7.0,0.0007860548212478,570.0,0.0408200468812773,0.0229888890416003,0.0067501358671866,0.0008429015761673,0.000118000211012,11319189425.969852,4991448114.924208,2625423102.968008,1446340871.096148,809636465.8853437,457483905.9662816,15.319195194738665,0.0120697513062055,173804418809.3607,76642920794.40558,40312969362.7267,22208342403.41831,12431843845.391771,7024595260.21166,2.795271654192762e-07,1.2326371530641693e-07,6.483477309030433e-08,3.57173600257964e-08,1.999395697096212e-08,1.1297556269029078e-08,1.6013475804013072e-07,7.061498010797431e-08,3.714236748986364e-08,2.046166352735004e-08,1.1454083387592684e-08,6.472113137455282e-09
36,36,0.02,572,2,100000.0,17.15,2.43,0.81,1.22040172983306,,7.3,0.0010069907538311,572.0,0.0292643425654163,0.0185191706183958,0.0054707476885421,0.0003021803059218,-0.000482051839314,14500666855.169607,6394391286.828264,3363349117.796284,1852862987.04945,1037200476.4461596,586068618.7297716,21.703006252250844,0.0201763527987642,290539480302.2052,128119840272.153,67389018347.8726,37124489149.72622,20781643382.727177,11742637328.880796,3.594166039261084e-07,1.584927385368603e-07,8.336468452175015e-08,4.5925454946113854e-08,2.5708270975270256e-08,1.4526421075346882e-08,2.0585222101733465e-07,9.077511135139409e-08,4.7746279041520684e-08,2.6303339352214983e-08,1.4724151919989912e-08,8.319860599450611e-09
37,37,0.02,574,2,100000.0,17.15,2.43,0.81,1.22372713714585,,7.3,0.0006498688339716,574.0,0.0290766894210207,0.0225586023115583,0.0068657484249803,0.0008166802586834,0.0001422938286732,9358111209.192348,4126667095.7202377,2170561905.4654484,1195758654.5079112,669364898.9908416,378223661.3715242,24.11694526007341,0.0142893727177516,205766967135.62384,90737516757.72302,47726504877.29054,26292445800.66305,14718053899.28421,8316414921.731465,2.327459381088489e-07,1.0263449354105493e-07,5.3984127311358015e-08,2.9739758758352918e-08,1.6647799739730165e-08,9.406814998565978e-09,1.3330863030204417e-07,5.87854029456931e-08,3.0920196195057465e-08,1.7033880538594532e-08,9.535270084104547e-09,5.387890474707617e-09
38,38,0.02,576,2,100000.0,17.15,2.43,0.81,1.22027554950736,,8.0,0.0003208185360132,576.0,0.0406960880367725,0.0236422925839222,0.0058286385557217,0.0008402476154824,-3.448578131189189e-05,4619786918.591879,2037197703.6846132,1071533910.2845056,590306106.264518,330443092.0937247,186716387.95975515,15.084044523794072,0.0048517100605584,69864624872.04196,30808358884.546284,16204711602.26529,8927146511.427586,4997261362.375224,2823695255.24503,1.1532055687668709e-07,5.085316223381689e-08,2.6747962497787145e-08,1.4735404489798903e-08,8.248623165485258e-09,4.6608725070994375e-09,6.603888123534256e-08,2.912131221141841e-08,1.5317351619864177e-08,8.438301491182661e-09,4.723614421694642e-09,2.669071449928428e-09
39,39,0.02,578,2,100000.0,17.15,2.43,0.81,1.21702969464689,,8.7,0.0001066423452757,578.0,0.0300101044352943,0.0200882552813207,0.0073238229374626,-0.0003597683442259,-0.0005052857090815,1535649771.9709492,677178892.5010782,356185433.22103965,196221915.30739903,109841615.63403316,62065844.95049254,23.561839824037836,0.0021240949913025,30586967874.7577,13488003194.771626,7094477270.950745,3908334783.9968176,2187817841.041697,1236223284.9381237,3.847642357349601e-08,1.696703400636803e-08,8.924392689963656e-09,4.916431901057823e-09,2.752133075048672e-09,1.5550887860954631e-09,2.2028396890346282e-08,9.713911128729093e-09,5.109364278733096e-09,2.814739602655358e-09,1.5756422775733796e-09,8.903143743181621e-10
40,40,0.02,580,2,100000.0,17.15,2.43,0.81,1.21534946177801,,7.0,6.306807495237669e-05,580.0,0.0328000195493203,0.0192215959692579,0.0057276476058779,-0.0008091511044289,-0.0001597492859749,908180279.3143284,400482275.947638,210647370.34096235,116045257.91238645,64960117.20095544,36705619.622287445,22.11364667578953,0.0012617434763682,18169106059.703342,8012071074.938627,4214223211.070081,2321607996.5176497,1299595780.6593366,734334703.2463434,2.2830242698102222e-08,1.0067502856454795e-08,5.295347959143153e-09,2.917197678090838e-09,1.6329965263225886e-09,9.227223090482975e-10,1.3073173348030469e-08,5.764906302777324e-09,3.0322499293348443e-09,1.6704610389150039e-09,9.350950380882903e-10,5.283740894828981e-10
41,41,0.02,582,2,100000.0,17.15,2.43,0.81,1.21559007975785,,,,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
