"Harmonic Energy (eV)"	"Harmonic: 1"	"Harmonic Energy (eV)"	"Harmonic: 3"	"Harmonic Energy (eV)"	"Harmonic: 5"	"Harmonic Energy (eV)"	"Harmonic: 7"	"Harmonic Energy (eV)"	"Harmonic: 9"	"Harmonic Energy (eV)"	"Harmonic: 11"	"Harmonic Energy (eV)"	"Harmonic: 13"	"Harmonic Energy (eV)"	"Harmonic: 15"	"Harmonic Energy (eV)"	"Harmonic: 17"	"Harmonic Energy (eV)"	"Harmonic: 19"
1.91879e+3	3.45735e+15	5.75637e+3	9.43926e+14	9.59395e+3	2.98251e+14	1.34315e+4	9.74399e+13	1.72691e+4	3.22530e+13	2.11067e+4	1.07460e+13	2.49443e+4	3.59385e+12	2.87818e+4	1.20452e+12	3.26194e+4	4.04437e+11	3.64570e+4	1.35947e+11
1.91761e+3	3.45914e+15	5.75282e+3	9.45582e+14	9.58804e+3	2.99162e+14	1.34233e+4	9.78663e+13	1.72585e+4	3.24371e+13	2.10937e+4	1.08217e+13	2.49289e+4	3.62399e+12	2.87641e+4	1.21625e+12	3.25993e+4	4.08919e+11	3.64346e+4	1.37637e+11
1.91643e+3	3.46092e+15	5.74928e+3	9.47239e+14	9.58214e+3	3.00075e+14	1.34150e+4	9.82938e+13	1.72478e+4	3.26219e+13	2.10807e+4	1.08979e+13	2.49136e+4	3.65434e+12	2.87464e+4	1.22807e+12	3.25793e+4	4.13445e+11	3.64121e+4	1.39346e+11
1.91525e+3	3.46271e+15	5.74574e+3	9.48895e+14	9.57623e+3	3.00988e+14	1.34067e+4	9.87236e+13	1.72372e+4	3.28075e+13	2.10677e+4	1.09744e+13	2.48982e+4	3.68490e+12	2.87287e+4	1.23998e+12	3.25592e+4	4.18013e+11	3.63897e+4	1.41074e+11
1.91407e+3	3.46449e+15	5.74220e+3	9.50552e+14	9.57034e+3	3.01903e+14	1.33985e+4	9.91535e+13	1.72266e+4	3.29938e+13	2.10547e+4	1.10513e+13	2.48829e+4	3.71566e+12	2.87110e+4	1.25200e+12	3.25391e+4	4.22625e+11	3.63673e+4	1.42820e+11
1.91289e+3	3.46628e+15	5.73866e+3	9.52209e+14	9.56444e+3	3.02819e+14	1.33902e+4	9.95845e+13	1.72160e+4	3.31809e+13	2.10418e+4	1.11287e+13	2.48675e+4	3.74664e+12	2.86933e+4	1.26411e+12	3.25191e+4	4.27280e+11	3.63449e+4	1.44586e+11
1.91171e+3	3.46806e+15	5.73513e+3	9.53867e+14	9.55855e+3	3.03737e+14	1.33820e+4	1.00017e+14	1.72054e+4	3.33688e+13	2.10288e+4	1.12065e+13	2.48522e+4	3.77782e+12	2.86756e+4	1.27632e+12	3.24991e+4	4.31980e+11	3.63225e+4	1.46370e+11
1.91053e+3	3.46983e+15	5.73160e+3	9.55524e+14	9.55266e+3	3.04656e+14	1.33737e+4	1.00450e+14	1.71948e+4	3.35575e+13	2.10159e+4	1.12847e+13	2.48369e+4	3.80921e+12	2.86580e+4	1.28863e+12	3.24790e+4	4.36723e+11	3.63001e+4	1.48173e+11
1.90936e+3	3.47161e+15	5.72807e+3	9.57181e+14	9.54678e+3	3.05576e+14	1.33655e+4	1.00885e+14	1.71842e+4	3.37469e+13	2.10029e+4	1.13634e+13	2.48216e+4	3.84082e+12	2.86403e+4	1.30104e+12	3.24590e+4	4.41512e+11	3.62777e+4	1.49996e+11
1.90818e+3	3.47338e+15	5.72454e+3	9.58839e+14	9.54089e+3	3.06497e+14	1.33573e+4	1.01321e+14	1.71736e+4	3.39371e+13	2.09900e+4	1.14424e+13	2.48063e+4	3.87264e+12	2.86227e+4	1.31355e+12	3.24390e+4	4.46346e+11	3.62554e+4	1.51839e+11
1.90700e+3	3.47515e+15	5.72101e+3	9.60497e+14	9.53502e+3	3.07420e+14	1.33490e+4	1.01758e+14	1.71630e+4	3.41280e+13	2.09770e+4	1.15219e+13	2.47910e+4	3.90467e+12	2.86050e+4	1.32616e+12	3.24191e+4	4.51225e+11	3.62331e+4	1.53701e+11
1.90583e+3	3.47692e+15	5.71748e+3	9.62155e+14	9.52914e+3	3.08344e+14	1.33408e+4	1.02196e+14	1.71525e+4	3.43197e+13	2.09641e+4	1.16018e+13	2.47758e+4	3.93692e+12	2.85874e+4	1.33887e+12	3.23991e+4	4.56150e+11	3.62107e+4	1.55584e+11
1.90465e+3	3.47869e+15	5.71396e+3	9.63813e+14	9.52327e+3	3.09270e+14	1.33326e+4	1.02635e+14	1.71419e+4	3.45123e+13	2.09512e+4	1.16822e+13	2.47605e+4	3.96938e+12	2.85698e+4	1.35168e+12	3.23791e+4	4.61121e+11	3.61884e+4	1.57486e+11
1.90348e+3	3.48045e+15	5.71044e+3	9.65471e+14	9.51740e+3	3.10196e+14	1.33244e+4	1.03076e+14	1.71313e+4	3.47055e+13	2.09383e+4	1.17629e+13	2.47452e+4	4.00206e+12	2.85522e+4	1.36460e+12	3.23592e+4	4.66138e+11	3.61661e+4	1.59409e+11
1.90231e+3	3.48221e+15	5.70692e+3	9.67130e+14	9.51153e+3	3.11124e+14	1.33161e+4	1.03518e+14	1.71208e+4	3.48996e+13	2.09254e+4	1.18442e+13	2.47300e+4	4.03496e+12	2.85346e+4	1.37761e+12	3.23392e+4	4.71202e+11	3.61438e+4	1.61352e+11
1.90113e+3	3.48397e+15	5.70340e+3	9.68788e+14	9.50567e+3	3.12053e+14	1.33079e+4	1.03961e+14	1.71102e+4	3.50945e+13	2.09125e+4	1.19258e+13	2.47147e+4	4.06808e+12	2.85170e+4	1.39101e+12	3.23193e+4	4.76313e+11	3.61215e+4	1.63316e+11
1.89996e+3	3.48573e+15	5.69989e+3	9.70447e+14	9.49981e+3	3.12984e+14	1.32997e+4	1.04405e+14	1.70997e+4	3.52903e+13	2.08996e+4	1.20079e+13	2.46995e+4	4.10142e+12	2.84994e+4	1.40424e+12	3.22994e+4	4.81472e+11	3.60993e+4	1.65301e+11
1.89879e+3	3.48749e+15	5.69637e+3	9.72106e+14	9.49395e+3	3.13916e+14	1.32915e+4	1.04850e+14	1.70891e+4	3.54867e+13	2.08867e+4	1.20904e+13	2.46843e+4	4.13498e+12	2.84819e+4	1.41758e+12	3.22794e+4	4.86679e+11	3.60770e+4	1.67307e+11
1.89762e+3	3.48924e+15	5.69286e+3	9.73765e+14	9.48810e+3	3.14849e+14	1.32833e+4	1.05297e+14	1.70786e+4	3.56839e+13	2.08738e+4	1.21733e+13	2.46691e+4	4.16876e+12	2.84643e+4	1.43102e+12	3.22595e+4	4.91934e+11	3.60548e+4	1.69334e+11
1.89645e+3	3.49099e+15	5.68935e+3	9.75424e+14	9.48225e+3	3.15783e+14	1.32752e+4	1.05745e+14	1.70681e+4	3.58819e+13	2.08610e+4	1.22567e+13	2.46539e+4	4.20276e+12	2.84468e+4	1.44457e+12	3.22397e+4	4.97237e+11	3.60326e+4	1.71382e+11
1.89528e+3	3.49274e+15	5.68584e+3	9.77083e+14	9.47641e+3	3.16719e+14	1.32670e+4	1.06194e+14	1.70575e+4	3.60806e+13	2.08481e+4	1.23406e+13	2.46387e+4	4.23699e+12	2.84292e+4	1.45822e+12	3.22198e+4	5.02590e+11	3.60103e+4	1.73452e+11
1.89411e+3	3.49449e+15	5.68234e+3	9.78742e+14	9.47056e+3	3.17656e+14	1.32588e+4	1.06644e+14	1.70470e+4	3.62802e+13	2.08352e+4	1.24248e+13	2.46235e+4	4.27145e+12	2.84117e+4	1.47198e+12	3.21999e+4	5.07992e+11	3.59881e+4	1.75544e+11
1.89294e+3	3.49623e+15	5.67883e+3	9.80402e+14	9.46472e+3	3.18594e+14	1.32506e+4	1.07095e+14	1.70365e+4	3.64806e+13	2.08224e+4	1.25096e+13	2.46083e+4	4.30613e+12	2.83942e+4	1.48586e+12	3.21801e+4	5.13443e+11	3.59660e+4	1.77658e+11
1.89178e+3	3.49797e+15	5.67533e+3	9.82061e+14	9.45889e+3	3.19533e+14	1.32424e+4	1.07548e+14	1.70260e+4	3.66817e+13	2.08096e+4	1.25948e+13	2.45931e+4	4.34104e+12	2.83767e+4	1.49984e+12	3.21602e+4	5.18945e+11	3.59438e+4	1.79794e+11
1.89061e+3	3.49971e+15	5.67183e+3	9.83721e+14	9.45305e+3	3.20474e+14	1.32343e+4	1.08001e+14	1.70155e+4	3.68836e+13	2.07967e+4	1.26804e+13	2.45779e+4	4.37618e+12	2.83592e+4	1.51393e+12	3.21404e+4	5.24497e+11	3.59216e+4	1.81952e+11
1.88944e+3	3.50145e+15	5.66833e+3	9.85380e+14	9.44722e+3	3.21416e+14	1.32261e+4	1.08456e+14	1.70050e+4	3.70864e+13	2.07839e+4	1.27664e+13	2.45628e+4	4.41154e+12	2.83417e+4	1.52813e+12	3.21206e+4	5.30099e+11	3.58995e+4	1.84133e+11
1.88828e+3	3.50319e+15	5.66484e+3	9.87040e+14	9.44140e+3	3.22360e+14	1.32180e+4	1.08912e+14	1.69945e+4	3.72899e+13	2.07711e+4	1.28529e+13	2.45476e+4	4.44714e+12	2.83242e+4	1.54244e+12	3.21008e+4	5.35753e+11	3.58773e+4	1.86337e+11
1.88711e+3	3.50492e+15	5.66134e+3	9.88700e+14	9.43557e+3	3.23304e+14	1.32098e+4	1.09369e+14	1.69840e+4	3.74942e+13	2.07583e+4	1.29399e+13	2.45325e+4	4.48298e+12	2.83067e+4	1.55687e+12	3.20810e+4	5.41459e+11	3.58552e+4	1.88564e+11
1.88595e+3	3.50665e+15	5.65785e+3	9.90360e+14	9.42975e+3	3.24250e+14	1.32017e+4	1.09828e+14	1.69736e+4	3.76994e+13	2.07455e+4	1.30273e+13	2.45174e+4	4.51904e+12	2.82893e+4	1.57140e+12	3.20612e+4	5.47216e+11	3.58331e+4	1.90814e+11
1.88479e+3	3.50838e+15	5.65436e+3	9.92020e+14	9.42394e+3	3.25197e+14	1.31935e+4	1.10288e+14	1.69631e+4	3.79053e+13	2.07327e+4	1.31152e+13	2.45022e+4	4.55534e+12	2.82718e+4	1.58605e+12	3.20414e+4	5.53026e+11	3.58110e+4	1.93087e+11
1.88362e+3	3.51011e+15	5.65087e+3	9.93680e+14	9.41812e+3	3.26145e+14	1.31854e+4	1.10749e+14	1.69526e+4	3.81118e+13	2.07199e+4	1.32035e+13	2.44871e+4	4.59187e+12	2.82544e+4	1.60082e+12	3.20216e+4	5.58888e+11	3.57889e+4	1.95384e+11
1.88246e+3	3.51184e+15	5.64739e+3	9.95340e+14	9.41231e+3	3.27095e+14	1.31772e+4	1.11211e+14	1.69422e+4	3.83194e+13	2.07071e+4	1.32923e+13	2.44720e+4	4.62864e+12	2.82369e+4	1.61570e+12	3.20019e+4	5.64804e+11	3.57668e+4	1.97704e+11
1.88130e+3	3.51356e+15	5.64390e+3	9.97000e+14	9.40651e+3	3.28046e+14	1.31691e+4	1.11674e+14	1.69317e+4	3.85277e+13	2.06943e+4	1.33815e+13	2.44569e+4	4.66565e+12	2.82195e+4	1.63069e+12	3.19821e+4	5.70773e+11	3.57447e+4	2.00049e+11
1.88014e+3	3.51528e+15	5.64042e+3	9.98660e+14	9.40070e+3	3.28998e+14	1.31610e+4	1.12139e+14	1.69213e+4	3.87369e+13	2.06815e+4	1.34712e+13	2.44418e+4	4.70290e+12	2.82021e+4	1.64580e+12	3.19624e+4	5.76796e+11	3.57227e+4	2.02418e+11
1.87898e+3	3.51700e+15	5.63694e+3	1.00032e+15	9.39490e+3	3.29951e+14	1.31529e+4	1.12605e+14	1.69108e+4	3.89468e+13	2.06688e+4	1.35614e+13	2.44267e+4	4.74038e+12	2.81847e+4	1.66103e+12	3.19427e+4	5.82873e+11	3.57006e+4	2.04811e+11
1.87782e+3	3.51872e+15	5.63346e+3	1.00198e+15	9.38911e+3	3.30906e+14	1.31447e+4	1.13072e+14	1.69004e+4	3.91576e+13	2.06560e+4	1.36520e+13	2.44117e+4	4.77811e+12	2.81673e+4	1.67637e+12	3.19230e+4	5.89004e+11	3.56786e+4	2.07228e+11
1.87666e+3	3.52043e+15	5.62999e+3	1.00364e+15	9.38331e+3	3.31861e+14	1.31366e+4	1.13540e+14	1.68900e+4	3.93692e+13	2.06433e+4	1.37431e+13	2.43966e+4	4.81606e+12	2.81499e+4	1.69184e+12	3.19033e+4	5.95192e+11	3.56566e+4	2.09671e+11
1.87550e+3	3.52214e+15	5.62651e+3	1.00530e+15	9.37752e+3	3.32818e+14	1.31285e+4	1.14009e+14	1.68795e+4	3.95816e+13	2.06305e+4	1.38346e+13	2.43816e+4	4.85427e+12	2.81326e+4	1.70741e+12	3.18836e+4	6.01434e+11	3.56346e+4	2.12139e+11
1.87435e+3	3.52385e+15	5.62304e+3	1.00696e+15	9.37173e+3	3.33777e+14	1.31204e+4	1.14480e+14	1.68691e+4	3.97948e+13	2.06178e+4	1.39267e+13	2.43665e+4	4.89272e+12	2.81152e+4	1.72311e+12	3.18639e+4	6.07732e+11	3.56126e+4	2.14631e+11
1.87319e+3	3.52556e+15	5.61957e+3	1.00862e+15	9.36595e+3	3.34736e+14	1.31123e+4	1.14952e+14	1.68587e+4	4.00088e+13	2.06051e+4	1.40192e+13	2.43515e+4	4.93142e+12	2.80979e+4	1.73893e+12	3.18442e+4	6.14086e+11	3.55906e+4	2.17150e+11
1.87203e+3	3.52727e+15	5.61610e+3	1.01028e+15	9.36017e+3	3.35697e+14	1.31042e+4	1.15425e+14	1.68483e+4	4.02236e+13	2.05924e+4	1.41121e+13	2.43364e+4	4.97037e+12	2.80805e+4	1.75487e+12	3.18246e+4	6.20496e+11	3.55686e+4	2.19693e+11
1.87088e+3	3.52897e+15	5.61264e+3	1.01194e+15	9.35439e+3	3.36659e+14	1.30961e+4	1.15899e+14	1.68379e+4	4.04393e+13	2.05797e+4	1.42056e+13	2.43214e+4	5.00956e+12	2.80632e+4	1.77093e+12	3.18049e+4	6.26964e+11	3.55467e+4	2.22263e+11
1.86972e+3	3.53067e+15	5.60917e+3	1.01360e+15	9.34862e+3	3.37622e+14	1.30881e+4	1.16374e+14	1.68275e+4	4.06557e+13	2.05670e+4	1.42995e+13	2.43064e+4	5.04900e+12	2.80459e+4	1.78712e+12	3.17853e+4	6.33489e+11	3.55247e+4	2.24859e+11
1.86857e+3	3.53237e+15	5.60571e+3	1.01526e+15	9.34285e+3	3.38586e+14	1.30800e+4	1.16851e+14	1.68171e+4	4.08730e+13	2.05543e+4	1.43938e+13	2.42914e+4	5.08869e+12	2.80285e+4	1.80342e+12	3.17657e+4	6.40072e+11	3.55028e+4	2.27481e+11
1.86742e+3	3.53407e+15	5.60225e+3	1.01693e+15	9.33708e+3	3.39552e+14	1.30719e+4	1.17329e+14	1.68067e+4	4.10912e+13	2.05416e+4	1.44887e+13	2.42764e+4	5.12863e+12	2.80112e+4	1.81986e+12	3.17461e+4	6.46713e+11	3.54809e+4	2.30129e+11
1.86626e+3	3.53576e+15	5.59879e+3	1.01859e+15	9.33132e+3	3.40519e+14	1.30638e+4	1.17808e+14	1.67964e+4	4.13101e+13	2.05289e+4	1.45840e+13	2.42614e+4	5.16882e+12	2.79939e+4	1.83641e+12	3.17265e+4	6.53413e+11	3.54590e+4	2.32805e+11
1.86511e+3	3.53746e+15	5.59533e+3	1.02025e+15	9.32556e+3	3.41487e+14	1.30558e+4	1.18288e+14	1.67860e+4	4.15299e+13	2.05162e+4	1.46799e+13	2.42464e+4	5.20926e+12	2.79767e+4	1.85309e+12	3.17069e+4	6.60172e+11	3.54371e+4	2.35507e+11
1.86396e+3	3.53915e+15	5.59188e+3	1.02191e+15	9.31980e+3	3.42456e+14	1.30477e+4	1.18769e+14	1.67756e+4	4.17505e+13	2.05036e+4	1.47762e+13	2.42315e+4	5.24996e+12	2.79594e+4	1.86990e+12	3.16873e+4	6.66991e+11	3.54152e+4	2.38237e+11
1.86281e+3	3.54084e+15	5.58843e+3	1.02357e+15	9.31404e+3	3.43427e+14	1.30397e+4	1.19252e+14	1.67653e+4	4.19719e+13	2.04909e+4	1.48729e+13	2.42165e+4	5.29091e+12	2.79421e+4	1.88683e+12	3.16677e+4	6.73869e+11	3.53934e+4	2.40994e+11
1.86166e+3	3.54253e+15	5.58498e+3	1.02523e+15	9.30829e+3	3.44398e+14	1.30316e+4	1.19736e+14	1.67549e+4	4.21941e+13	2.04782e+4	1.49702e+13	2.42016e+4	5.33212e+12	2.79249e+4	1.90389e+12	3.16482e+4	6.80808e+11	3.53715e+4	2.43778e+11
1.86051e+3	3.54421e+15	5.58153e+3	1.02689e+15	9.30254e+3	3.45371e+14	1.30236e+4	1.20221e+14	1.67446e+4	4.24172e+13	2.04656e+4	1.50680e+13	2.41866e+4	5.37359e+12	2.79076e+4	1.92107e+12	3.16287e+4	6.87807e+11	3.53497e+4	2.46591e+11
1.85936e+3	3.54589e+15	5.57808e+3	1.02855e+15	9.29680e+3	3.46345e+14	1.30155e+4	1.20707e+14	1.67342e+4	4.26411e+13	2.04530e+4	1.51662e+13	2.41717e+4	5.41532e+12	2.78904e+4	1.93839e+12	3.16091e+4	6.94868e+11	3.53278e+4	2.49434e+11
1.85821e+3	3.54757e+15	5.57464e+3	1.03021e+15	9.29106e+3	3.47321e+14	1.30075e+4	1.21194e+14	1.67239e+4	4.28659e+13	2.04403e+4	1.52649e+13	2.41568e+4	5.45730e+12	2.78732e+4	1.95584e+12	3.15896e+4	7.01995e+11	3.53060e+4	2.52303e+11
1.85706e+3	3.54925e+15	5.57119e+3	1.03187e+15	9.28532e+3	3.48297e+14	1.29994e+4	1.21683e+14	1.67136e+4	4.30915e+13	2.04277e+4	1.53641e+13	2.41418e+4	5.49955e+12	2.78560e+4	1.97341e+12	3.15701e+4	7.09180e+11	3.52842e+4	2.55201e+11
1.85592e+3	3.55093e+15	5.56775e+3	1.03353e+15	9.27959e+3	3.49275e+14	1.29914e+4	1.22173e+14	1.67033e+4	4.33179e+13	2.04151e+4	1.54638e+13	2.41269e+4	5.54205e+12	2.78388e+4	1.99112e+12	3.15506e+4	7.16427e+11	3.52624e+4	2.58127e+11
1.85477e+3	3.55260e+15	5.56431e+3	1.03519e+15	9.27386e+3	3.50254e+14	1.29834e+4	1.22664e+14	1.66929e+4	4.35451e+13	2.04025e+4	1.55640e+13	2.41120e+4	5.58482e+12	2.78216e+4	2.00896e+12	3.15311e+4	7.23738e+11	3.52407e+4	2.61083e+11
1.85363e+3	3.55428e+15	5.56088e+3	1.03685e+15	9.26813e+3	3.51234e+14	1.29754e+4	1.23156e+14	1.66826e+4	4.37732e+13	2.03899e+4	1.56647e+13	2.40971e+4	5.62786e+12	2.78044e+4	2.02693e+12	3.15116e+4	7.31111e+11	3.52189e+4	2.64068e+11
1.85248e+3	3.55595e+15	5.55744e+3	1.03851e+15	9.26240e+3	3.52215e+14	1.29674e+4	1.23650e+14	1.66723e+4	4.40021e+13	2.03773e+4	1.57659e+13	2.40822e+4	5.67116e+12	2.77872e+4	2.04503e+12	3.14922e+4	7.38548e+11	3.51971e+4	2.67083e+11
1.85134e+3	3.55761e+15	5.55401e+3	1.04017e+15	9.25668e+3	3.53197e+14	1.29594e+4	1.24144e+14	1.66620e+4	4.42319e+13	2.03647e+4	1.58676e+13	2.40674e+4	5.71472e+12	2.77700e+4	2.06327e+12	3.14727e+4	7.46050e+11	3.51754e+4	2.70127e+11
1.85019e+3	3.55928e+15	5.55058e+3	1.04183e+15	9.25096e+3	3.54181e+14	1.29513e+4	1.24640e+14	1.66517e+4	4.44625e+13	2.03521e+4	1.59698e+13	2.40525e+4	5.75856e+12	2.77529e+4	2.08164e+12	3.14533e+4	7.53616e+11	3.51537e+4	2.73201e+11
1.84905e+3	3.56094e+15	5.54715e+3	1.04349e+15	9.24525e+3	3.55166e+14	1.29433e+4	1.25137e+14	1.66414e+4	4.46940e+13	2.03395e+4	1.60725e+13	2.40376e+4	5.80266e+12	2.77357e+4	2.10014e+12	3.14338e+4	7.61247e+11	3.51319e+4	2.76306e+11
1.84791e+3	3.56261e+15	5.54372e+3	1.04515e+15	9.23954e+3	3.56152e+14	1.29354e+4	1.25635e+14	1.66312e+4	4.49263e+13	2.03270e+4	1.61757e+13	2.40228e+4	5.84703e+12	2.77186e+4	2.11879e+12	3.14144e+4	7.68944e+11	3.51102e+4	2.79441e+11
1.84677e+3	3.56427e+15	5.54030e+3	1.04681e+15	9.23383e+3	3.57139e+14	1.29274e+4	1.26135e+14	1.66209e+4	4.51595e+13	2.03144e+4	1.62793e+13	2.40080e+4	5.89167e+12	2.77015e+4	2.13757e+12	3.13950e+4	7.76707e+11	3.50886e+4	2.82607e+11
1.84562e+3	3.56592e+15	5.53687e+3	1.04847e+15	9.22812e+3	3.58127e+14	1.29194e+4	1.26636e+14	1.66106e+4	4.53935e+13	2.03019e+4	1.63835e+13	2.39931e+4	5.93659e+12	2.76844e+4	2.15648e+12	3.13756e+4	7.84536e+11	3.50669e+4	2.85804e+11
1.84448e+3	3.56758e+15	5.53345e+3	1.05013e+15	9.22242e+3	3.59117e+14	1.29114e+4	1.27137e+14	1.66004e+4	4.56283e+13	2.02893e+4	1.64882e+13	2.39783e+4	5.98177e+12	2.76673e+4	2.17554e+12	3.13562e+4	7.92432e+11	3.50452e+4	2.89032e+11
1.84335e+3	3.56923e+15	5.53004e+3	1.05179e+15	9.21673e+3	3.60107e+14	1.29034e+4	1.27641e+14	1.65901e+4	4.58640e+13	2.02768e+4	1.65934e+13	2.39635e+4	6.02724e+12	2.76502e+4	2.19474e+12	3.13369e+4	8.00395e+11	3.50236e+4	2.92291e+11
1.84221e+3	3.57088e+15	5.52662e+3	1.05345e+15	9.21103e+3	3.61099e+14	1.28954e+4	1.28145e+14	1.65799e+4	4.61006e+13	2.02643e+4	1.66992e+13	2.39487e+4	6.07297e+12	2.76331e+4	2.21407e+12	3.13175e+4	8.08426e+11	3.50019e+4	2.95582e+11
1.84107e+3	3.57253e+15	5.52320e+3	1.05511e+15	9.20534e+3	3.62092e+14	1.28875e+4	1.28650e+14	1.65696e+4	4.63380e+13	2.02517e+4	1.68054e+13	2.39339e+4	6.11899e+12	2.76160e+4	2.23354e+12	3.12982e+4	8.16525e+11	3.49803e+4	2.98906e+11
1.83993e+3	3.57418e+15	5.51979e+3	1.05677e+15	9.19965e+3	3.63086e+14	1.28795e+4	1.29157e+14	1.65594e+4	4.65762e+13	2.02392e+4	1.69121e+13	2.39191e+4	6.16528e+12	2.75990e+4	2.25316e+12	3.12788e+4	8.24693e+11	3.49587e+4	3.02261e+11
1.83879e+3	3.57582e+15	5.51638e+3	1.05843e+15	9.19397e+3	3.64081e+14	1.28716e+4	1.29665e+14	1.65491e+4	4.68153e+13	2.02267e+4	1.70194e+13	2.39043e+4	6.21185e+12	2.75819e+4	2.27292e+12	3.12595e+4	8.32930e+11	3.49371e+4	3.05649e+11
1.83766e+3	3.57747e+15	5.51297e+3	1.06009e+15	9.18828e+3	3.65078e+14	1.28636e+4	1.30174e+14	1.65389e+4	4.70553e+13	2.02142e+4	1.71271e+13	2.38895e+4	6.25870e+12	2.75649e+4	2.29282e+12	3.12402e+4	8.41236e+11	3.49155e+4	3.09070e+11
1.83652e+3	3.57911e+15	5.50956e+3	1.06175e+15	9.18261e+3	3.66075e+14	1.28556e+4	1.30684e+14	1.65287e+4	4.72961e+13	2.02017e+4	1.72354e+13	2.38748e+4	6.30583e+12	2.75478e+4	2.31287e+12	3.12209e+4	8.49613e+11	3.48939e+4	3.12524e+11
1.83539e+3	3.58075e+15	5.50616e+3	1.06341e+15	9.17693e+3	3.67074e+14	1.28477e+4	1.31196e+14	1.65185e+4	4.75378e+13	2.01892e+4	1.73442e+13	2.38600e+4	6.35325e+12	2.75308e+4	2.33306e+12	3.12016e+4	8.58060e+11	3.48723e+4	3.16011e+11
1.83425e+3	3.58238e+15	5.50276e+3	1.06507e+15	9.17126e+3	3.68074e+14	1.28398e+4	1.31708e+14	1.65083e+4	4.77803e+13	2.01768e+4	1.74535e+13	2.38453e+4	6.40095e+12	2.75138e+4	2.35339e+12	3.11823e+4	8.66578e+11	3.48508e+4	3.19531e+11
1.83312e+3	3.58402e+15	5.49935e+3	1.06673e+15	9.16559e+3	3.69075e+14	1.28318e+4	1.32222e+14	1.64981e+4	4.80238e+13	2.01643e+4	1.75634e+13	2.38305e+4	6.44893e+12	2.74968e+4	2.37387e+12	3.11630e+4	8.75168e+11	3.48292e+4	3.23086e+11
1.83199e+3	3.58565e+15	5.49596e+3	1.06839e+15	9.15993e+3	3.70077e+14	1.28239e+4	1.32737e+14	1.64879e+4	4.82680e+13	2.01518e+4	1.76737e+13	2.38158e+4	6.49720e+12	2.74798e+4	2.39450e+12	3.11437e+4	8.83829e+11	3.48077e+4	3.26674e+11
1.83085e+3	3.58728e+15	5.49256e+3	1.07005e+15	9.15426e+3	3.71080e+14	1.28160e+4	1.33254e+14	1.64777e+4	4.85132e+13	2.01394e+4	1.77846e+13	2.38011e+4	6.54576e+12	2.74628e+4	2.41528e+12	3.11245e+4	8.92563e+11	3.47862e+4	3.30297e+11
1.82972e+3	3.58891e+15	5.48916e+3	1.07171e+15	9.14861e+3	3.72085e+14	1.28080e+4	1.33771e+14	1.64675e+4	4.87592e+13	2.01269e+4	1.78960e+13	2.37864e+4	6.59460e+12	2.74458e+4	2.43620e+12	3.11053e+4	9.01370e+11	3.47647e+4	3.33955e+11
1.82859e+3	3.59054e+15	5.48577e+3	1.07337e+15	9.14295e+3	3.73090e+14	1.28001e+4	1.34290e+14	1.64573e+4	4.90060e+13	2.01145e+4	1.80079e+13	2.37717e+4	6.64374e+12	2.74289e+4	2.45728e+12	3.10860e+4	9.10250e+11	3.47432e+4	3.37647e+11
1.82746e+3	3.59216e+15	5.48238e+3	1.07502e+15	9.13730e+3	3.74097e+14	1.27922e+4	1.34810e+14	1.64471e+4	4.92538e+13	2.01021e+4	1.81204e+13	2.37570e+4	6.69316e+12	2.74119e+4	2.47850e+12	3.10668e+4	9.19205e+11	3.47217e+4	3.41375e+11
1.82633e+3	3.59378e+15	5.47899e+3	1.07668e+15	9.13165e+3	3.75104e+14	1.27843e+4	1.35331e+14	1.64370e+4	4.94443e+13	2.00896e+4	1.82334e+13	2.37423e+4	6.74288e+12	2.73950e+4	2.49987e+12	3.10476e+4	9.28233e+11	3.47003e+4	3.45138e+11
1.82520e+3	3.59540e+15	5.47560e+3	1.07834e+15	9.12601e+3	3.76113e+14	1.27764e+4	1.35853e+14	1.64268e+4	4.97518e+13	2.00772e+4	1.83469e+13	2.37276e+4	6.79289e+12	2.73780e+4	2.52140e+12	3.10284e+4	9.37336e+11	3.46788e+4	3.48937e+11
1.82407e+3	3.59702e+15	5.47222e+3	1.08000e+15	9.12036e+3	3.77123e+14	1.27685e+4	1.36377e+14	1.64167e+4	5.00022e+13	2.00648e+4	1.84609e+13	2.37129e+4	6.84319e+12	2.73611e+4	2.54308e+12	3.10092e+4	9.46515e+11	3.46574e+4	3.52771e+11
1.82295e+3	3.59864e+15	5.46884e+3	1.08166e+15	9.11473e+3	3.78134e+14	1.27606e+4	1.36902e+14	1.64065e+4	5.02534e+13	2.00524e+4	1.85755e+13	2.36983e+4	6.89379e+12	2.73442e+4	2.56491e+12	3.09901e+4	9.55769e+11	3.46360e+4	3.56642e+11
1.82182e+3	3.60025e+15	5.46545e+3	1.08332e+15	9.10909e+3	3.79147e+14	1.27527e+4	1.37427e+14	1.63964e+4	5.05055e+13	2.00400e+4	1.86907e+13	2.36836e+4	6.94469e+12	2.73273e+4	2.58689e+12	3.09709e+4	9.65100e+11	3.46145e+4	3.60550e+11
