,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
180,180,1000000.0,1050,17.15,2.43,0.81,,0.0031499999999999,310.0,0.031,1050.0,0.0014852186858433,0.0111610436889454,0.0007732685211291,-3.9851277024950005e-05,-1.6394817102155698e-05,337546457305.9494,396018760907.9676,351913216206.8429,2.154087253619412,0.0664291190635572,723319800059.9631,848618626443.7997,754105965788.5076,1.5486984176097484e-05,1.816975456525204e-05,1.6146146086833447e-05,7.982237114444782e-06,9.36497949516562e-06,8.32197961101333e-06
181,181,1000000.0,1055,17.15,2.43,0.81,,0.0031649999999999,175.0,0.0175,1055.0,0.0014668290077679,0.0102190574104187,0.0009139438709539,-0.000153341872652,-3.0064132567030347e-05,189002155183.85416,223042886191.44943,198351030976.176,2.28862463515206,0.0397772518404541,429599218579.24365,506973317443.3736,450849080683.0327,8.714187667213655e-06,1.0283679390949646e-05,9.145229620425851e-06,4.4806086726965525e-06,5.287600500007691e-06,4.7022392351326926e-06
182,182,1000000.0,1060,17.15,2.43,0.81,,,,,1060.0,,,,,,,,,,,,,,,,,,,
183,183,1000000.0,1065,17.15,2.43,0.81,,0.0031949999999999,349.0,0.0349,1065.0,0.0013515216271571,0.0119034549294713,0.0009592268825711,-0.0001322458142378,-4.6511545111329206e-05,367258873775.516,442752772834.1104,394333544209.5909,2.376380134083869,0.0832100788187091,875634379190.0017,1055630175493.6497,940186971190.287,1.709156499411199e-05,2.060491477148889e-05,1.8351571279762717e-05,8.749175102569919e-06,1.0547659466607674e-05,9.394172540036566e-06
184,184,1000000.0,1070,17.15,2.43,0.81,,0.0032099999999999,342.0,0.0342,1070.0,0.0012056345501605,0.010834043375157,0.0008273733238966,-0.0001614602263095,2.502681352681441e-05,354633667128.5016,432863754010.0328,385819122698.4291,2.9127208239254667,0.0985905949440246,1022325854660.2388,1247844884138.9788,1112226223614.6128,1.658392612549273e-05,2.0242242021270585e-05,1.804226846379676e-05,8.468762573067822e-06,1.0336921445953668e-05,9.21348097810006e-06
185,185,1000000.0,1075,17.15,2.43,0.81,,0.0032249999999999,255.5,0.02555,1075.0,0.0012501334699663,0.0120854585774008,0.0008638789560052,0.0001017011343976,-1.370472747838013e-06,260417398838.56097,322628638075.18427,287784120849.3513,2.57984565358104,0.0659053347380498,671737606343.1542,832209330271.082,742329112206.3358,1.2234946503732672e-05,1.515775883265412e-05,1.35206915471816e-05,6.233175531838437e-06,7.722221870310842e-06,6.888206965164556e-06
186,186,1000000.0,1080,17.15,2.43,0.81,,0.0032399999999999,154.5,0.0154499999999999,1080.0,0.0015151860054629,0.0113520741016808,0.001013872153157,2.5671009035685403e-05,3.5276434492959426e-06,155327109754.8028,194636828820.8211,173748720080.77197,2.2015594399398832,0.0338835304804578,340649246460.7312,426859736049.83606,381049841605.0092,7.3312614745491164e-06,9.186635139963872e-06,8.200740358789786e-06,3.72638988927867e-06,4.669453465941057e-06,4.1683352945030816e-06
187,187,1000000.0,1085,17.15,2.43,0.81,,0.0032549999999999,370.0,0.037,1085.0,0.0013145723860361,0.0104238520065701,0.0009624198365932,6.347088684862401e-05,-8.730483459404093e-07,367811687873.4634,465029394892.3992,415442561062.9171,2.48568045077794,0.0922017697079874,916564555167.9792,1158825220954.4258,1035257820054.5836,1.7441940410329393e-05,2.2052086059742508e-05,1.970063658354132e-05,8.84375301450982e-06,1.1181279030834317e-05,9.989001227769106e-06
188,188,1000000.0,1090,17.15,2.43,0.81,,0.0032699999999999,297.5,0.02975,1090.0,0.0011040125871204,0.0101613954264671,0.0007871583799395,4.679517533094802e-05,-9.440121848584092e-06,291529199967.61914,373031413741.2604,333511863364.3023,3.117151759468453,0.092561362505473,907036637281.7932,1160614988680.1318,1037657562512.2354,1.3888268157788746e-05,1.7770982480976533e-05,1.5888295898735724e-05,7.025307852799458e-06,8.989358598001311e-06,8.037011431291473e-06
189,189,1000000.0,1095,17.15,2.43,0.81,,0.0032849999999999,315.0,0.0315,1095.0,0.0013870695116793,0.0107051360385682,0.0008894099181436,3.749831562937647e-05,8.816054445446613e-06,304218967161.9449,394045472398.2178,352572829721.27454,2.370912162673029,0.0746286701725825,720744665415.0005,933558399765.2728,835302902256.6069,1.4558747723965969e-05,1.8857498195905624e-05,1.6872777296309688e-05,7.346784706067116e-06,9.516064291182544e-06,8.514514059842244e-06
190,190,1000000.0,1100,17.15,2.43,0.81,,0.0032999999999999,198.0,0.0197999999999999,1100.0,0.0016052776726382,0.008896508128018,0.0012601770800934,1.04142309293e-05,-2.1445948458795025e-05,188420490596.0855,247101804457.26312,221266854069.05145,2.056087894505511,0.0407132939245197,387435293688.9215,508097393643.82666,454974871993.2888,9.058916783795042e-06,1.188020833945566e-05,1.0638110598706302e-05,4.560042270094689e-06,5.980213031911093e-06,5.35497070585968e-06
191,191,1000000.0,1105,17.15,2.43,0.81,,0.003315,385.0,0.0385,1105.0,0.0014319468532448,0.0100022712293561,0.0007522697267944,6.4556079871824e-05,5.191375114410948e-06,360923161009.0314,479340329060.09375,429559862831.4199,2.3260679420605466,0.0896818028305891,840733500327.4014,1116574152714.729,1000615660321.6191,1.7431408683035303e-05,2.315057074959519e-05,2.074633698183669e-05,8.752803397320767e-06,1.1624556453901436e-05,1.0417322668437485e-05
192,192,1000000.0,1110,17.15,2.43,0.81,,0.0033299999999999,330.5,0.0330499999999999,1110.0,0.0014692601879459,0.0115202973601346,0.0009525970977029,8.387412060749646e-05,-1.2805712333506929e-05,305153091903.9,410510982986.6671,368167231388.8142,2.364380685361129,0.0778781218628619,719054453195.7959,967316924631.7378,867539259062.3474,1.4806754754014994e-05,1.991897054357035e-05,1.7864350872628963e-05,7.415555909636358e-06,9.975868593905944e-06,8.946868836969122e-06
193,193,1000000.0,1115,17.15,2.43,0.81,,0.0033449999999999,180.5,0.01805,1115.0,0.0011933136765946,0.0125354660129153,0.0010335222296213,-0.0004765199526796,-3.4011283919270307e-05,164101883995.3852,223665063116.58252,200752277324.00943,3.007236832895905,0.0550249249888893,500260047500.3599,681836749065.106,611987756293.7583,7.998481858601987e-06,1.09016478433079e-05,9.784856877659492e-06,4.447615335705316e-06,6.061942377253784e-06,5.440942453342827e-06
194,194,1000000.0,1120,17.15,2.43,0.81,,0.0033599999999999,113.5,0.0113499999999999,1120.0,0.0015673669566922,0.0107742688519052,0.0010237363843042,-0.0002129013208344,-7.269671651747417e-05,101582048529.67976,140307851759.49048,126033977733.10872,2.302600046633353,0.026225236497391,234714823487.2516,324194413641.72003,291213292753.9818,4.973043782308475e-06,6.868901542162994e-06,6.170110746901445e-06,3.111928159645611e-06,4.298278694214054e-06,3.861003888548432e-06
195,195,1000000.0,1125,17.15,2.43,0.81,,0.0033749999999999,281.5,0.02815,1125.0,0.0014237843624868,0.0098360772527514,0.0008620152657042,-0.0002012744676221,-6.057078369838076e-06,247956590422.1718,347158025296.17786,312088370270.23206,2.3873582549928267,0.0673950405150842,593642787122.0048,831144908702.4001,747183245422.6969,1.2194031371213126e-05,1.707256840410023e-05,1.5347909773991213e-05,7.627356563587202e-06,1.067887745325282e-05,9.600104902825909e-06
196,196,1000000.0,1130,17.15,2.43,0.81,,0.00339,103.5,0.01035,1130.0,0.001333478675292,0.0110874951423883,0.0009716643491872,-0.0003865020147986,1.905989670806331e-05,89673964247.60724,127335463332.6924,114563384185.2696,2.552917965253072,0.0264805343202465,229431351487.0845,325788512750.3242,293111075049.432,4.429756556369327e-06,6.290176957035453e-06,5.659255799300713e-06,2.7698607330866584e-06,3.9331538732997605e-06,3.5386482795396928e-06
197,197,1000000.0,1135,17.15,2.43,0.81,,0.0034049999999999,178.5,0.0178499999999999,1135.0,0.0012373128454328,0.0114805534600476,0.0006605407519318,0.0004348101489069,6.671433297990257e-05,151997927504.0741,219081121251.15677,197264480543.012,2.986552177770552,0.0536029353013676,456444541957.5831,657893062642.9603,592378441893.8362,7.5411354203367005e-06,1.0869361382245787e-05,9.78696345288889e-06,4.713859478679547e-06,6.794287507517678e-06,6.117695528378506e-06
198,198,1000000.0,1140,17.15,2.43,0.81,,0.00342,365.5,0.03655,1140.0,0.0013255046451376,0.0108676492391335,0.0010701101797982,1.5396466115099995e-05,-7.647860198702875e-06,306045676324.814,447516774754.7368,403275769955.9758,2.6026022881043795,0.0949921592017399,795401904471.9812,1163080293103.999,1048099484045.4808,1.5251977173621425e-05,2.230227760554223e-05,2.0097499536360702e-05,9.529709771003926e-06,1.3934864338818951e-05,1.2557279330029856e-05
199,199,1000000.0,1145,17.15,2.43,0.81,,0.0034349999999999,203.0,0.0203,1145.0,0.0019463587575501,0.0094250910419604,0.0009182435210984,0.0001291369642437,-3.1894278055036905e-05,166925609805.42734,247953737757.48,223621596506.3772,1.805920811486212,0.0369598281753374,303918318052.8087,451444706549.2188,407143634638.933,8.355328032014287e-06,1.2411126238464296e-05,1.1193200348534966e-05,5.273036294512726e-06,7.83264509310046e-06,7.064013700411045e-06
200,200,1000000.0,1150,17.15,2.43,0.81,,0.00345,116.0,0.0116,1150.0,0.001199584204528,0.0094731825311239,0.000629546480016,-0.0003110144080203,3.2712223120305886e-06,93735187435.52582,141345754993.08148,127578512109.9552,2.877323023318994,0.0333645910631345,269606568707.98187,406546837401.22217,366948696982.0533,4.712846423342177e-06,7.1066251009732864e-06,6.414431452503194e-06,3.0045255284161105e-06,4.530603083309233e-06,4.089317011024911e-06
201,201,1000000.0,1155,17.15,2.43,0.81,,0.0034649999999999,170.0,0.017,1155.0,0.0010607406246662,0.0098001441983076,0.0011824289364701,-9.498569900859116e-05,-4.3351439936203805e-06,134846218802.47511,206643297928.6866,186667702220.9813,3.9833870889424503,0.0677175805120216,537144686970.48816,823140244985.6185,743569714949.6108,6.808568389560111e-06,1.0433700245259552e-05,9.425105338365369e-06,4.340825304726599e-06,6.652040114042381e-06,6.00900709394702e-06
202,202,1000000.0,1160,17.15,2.43,0.81,,0.0034799999999999,168.0,0.0168,1160.0,0.0014677085254105,0.0081638473407782,0.0012344499277219,3.865224002525001e-05,2.999846593786231e-05,130733025421.61452,203716755449.5985,184174343605.71225,2.439565468257929,0.0404122982813262,314477501104.6721,490039421793.64087,443030268426.2804,6.629462951113514e-06,1.0330463005951956e-05,9.339468612021054e-06,4.226560972917871e-06,6.5861038963638295e-06,5.95430336279795e-06
203,203,1000000.0,1165,17.15,2.43,0.81,,0.003495,182.0,0.0182,1165.0,0.001544114046851,0.0081934109615998,0.0009260526064288,-0.0001166780343522,-1.5004696621474912e-05,138890082585.28467,220156419396.79196,199200165238.5417,2.263888962905241,0.0412124087410984,314505211735.6968,498526172700.9505,451072452258.5243,7.074242722823175e-06,1.1213471248706511e-05,1.014608309746394e-05,4.5092279412000366e-06,7.147634008850014e-06,6.467264863448674e-06
204,204,1000000.0,1170,17.15,2.43,0.81,,0.0035099999999999,201.5,0.0201499999999999,1170.0,0.0012564112619202,0.0112525319187715,0.0011604208255243,-6.108398723065e-05,-1.2308946534151544e-05,150740507084.85733,243150364413.85248,220186495429.68143,2.815363032870169,0.0566430716993037,423742201032.1085,683512830035.022,618959774086.4453,7.711068191869277e-06,1.2438256160420133e-05,1.1263548955896716e-05,4.914708769594289e-06,7.927618471139223e-06,7.17890977655598e-06
205,205,1000000.0,1175,17.15,2.43,0.81,,0.003525,171.0,0.0170999999999999,1175.0,0.0016958269259248,0.0090491914935837,0.0008601397793014,-0.0003555959060564,-1.787735453002062e-06,125351817642.78094,205841671464.84528,186555442095.90927,2.082134614996981,0.0356386616746284,261249767208.81863,429001268296.822,388806215462.9743,6.439251414800175e-06,1.0573969321945223e-05,9.58324671348663e-06,4.1038676842795165e-06,6.739008651713068e-06,6.107600707678862e-06
206,206,1000000.0,1180,17.15,2.43,0.81,,,,,1180.0,,,,,,,,,,,,,,,,,,,
207,207,1000000.0,1185,17.15,2.43,0.81,,,,,1185.0,,,,,,,,,,,,,,,,,,,
208,208,1000000.0,1190,17.15,2.43,0.81,,0.00357,114.0,0.0114,1190.0,0.0009888047917456,0.0093472323679311,0.0013239844898796,3.9050252504e-05,-1.3770877439009483e-06,78424057606.04729,136219190260.9065,123765141839.35349,3.614143418687805,0.0411432281882079,283036745397.4363,491622563905.035,446675216880.9168,4.0800280582510434e-06,7.086831965882362e-06,6.438907482632529e-06,2.5993622116321334e-06,4.514979541635256e-06,4.102190611337349e-06
209,209,1000000.0,1195,17.15,2.43,0.81,,0.0035849999999999,338.5,0.03385,1195.0,0.0014354512401268,0.0099736534035587,0.0012670741953904,0.0002196625766177,-5.110410125664116e-05,227773281405.43475,403477133779.8264,366896658687.0234,2.501161584398901,0.0847555740006695,570311822969.9752,1010249219192.1458,918656924843.3212,1.1900614683859329e-05,2.1080724978953164e-05,1.916948176225174e-05,7.579834921428516e-06,1.342690437505038e-05,1.2209580021465078e-05
210,210,1000000.0,1200,17.15,2.43,0.81,,0.0036,75.0,0.0074999999999999,1200.0,0.0019967648973877,0.0096561576446653,0.0014240092055731,0.0005887716598248,-4.5458912595296015e-05,49289521523.09973,89175523936.64395,81159017468.74792,1.8044692597743697,0.013559987593288,89115373377.6449,161229199760.78052,146735369327.95605,2.5860359529095858e-06,4.678704598737762e-06,4.258108632250328e-06,1.6468651630041375e-06,2.979539245376402e-06,2.711691134398329e-06
211,211,1000000.0,1205,17.15,2.43,0.81,,0.0036149999999999,163.5,0.01635,1205.0,0.002007473180697,0.0115523779322714,0.0012185336816021,-0.0002314110278345,-7.289053034053463e-06,104935791884.08723,193920464757.10645,176637352514.32196,1.8121242260769608,0.0297788356274711,191123284278.5782,353194229040.0416,321715882947.7473,5.529134346776304e-06,1.0217793976489102e-05,9.307135679591447e-06,3.5199887252556827e-06,6.504909690826545e-06,5.92516126429225e-06
212,212,1000000.0,1210,17.15,2.43,0.81,,0.00363,187.0,0.0187,1210.0,0.0014913313392525,0.0107973377358966,0.0011549268692132,0.0001313228110475,-4.153080920971396e-06,117126230965.6392,221241343921.3794,201694705875.48325,2.449178080713507,0.0455110588679347,285055550398.7447,538445338354.3794,490873777136.3584,6.197064123272092e-06,1.17057194079941e-05,1.0671520933697216e-05,3.94450741629108e-06,7.450834152975547e-06,6.792554123814412e-06
213,213,1000000.0,1215,17.15,2.43,0.81,,,,,1215.0,,,,,,,,,,,,,,,,,,,
214,214,1000000.0,1220,17.15,2.43,0.81,,0.00366,117.0,0.0116999999999999,1220.0,0.0014634992579658,0.0084827897638986,0.0010343202824544,-0.0002370386567788,-3.5652492190811725e-05,69672727676.65187,137733639950.80908,125779958314.87189,2.502327057260526,0.0293197057036,174596912055.25677,345154682807.1227,315199261641.2931,3.7167991704327537e-06,7.347613561014689e-06,6.709925968327581e-06,2.3646811072754074e-06,4.674657460513003e-06,4.268951439384193e-06
215,215,1000000.0,1225,17.15,2.43,0.81,,0.003675,143.5,0.01435,1225.0,0.0010741641268623,0.0101439144935683,0.0011923963427092,-0.0001047969128333,-6.483062258119261e-05,83168015808.58414,168506525567.1848,154014662688.07675,3.5016703547640424,0.0505938700743649,293225908443.3617,594104338761.5896,543010301992.17456,4.454909444368112e-06,9.02608178021998e-06,8.249822587560935e-06,2.833503936187034e-06,5.740955808862017e-06,5.24722333116117e-06
216,216,1000000.0,1230,17.15,2.43,0.81,,0.00369,182.5,0.01825,1230.0,0.0010742264915961,0.010149170196743,0.0007984250140943,-0.0003515292880735,-1.0358344578928984e-05,102864789873.588,213764514195.472,195549378288.55637,9.229284952999937,0.1775754322859944,1000890933085.5,2079963069351.5903,1902726870293.0327,5.5320548720279925e-06,1.14962274620404e-05,1.0516619848372608e-05,3.5180198592853486e-06,7.310837917175863e-06,6.687872469631948e-06
217,217,1000000.0,1235,17.15,2.43,0.81,,0.0037049999999999,125.5,0.0125499999999999,1235.0,0.001368023477994,0.0090693437229976,0.0010480800288855,-0.0002766347279161,2.033491633578243e-05,68738567033.64957,146629595395.6332,134251614112.16136,2.7097288089551084,0.0339602151947075,186006097899.4876,396778694306.6616,363283960596.48096,3.7119145513942074e-06,7.91806626617131e-06,7.249649526839045e-06,2.3597092709482487e-06,5.03361112373913e-06,4.608690464919838e-06
218,218,1000000.0,1240,17.15,2.43,0.81,,,,,1240.0,,,,,,,,,,,,,,,,,,,
219,219,1000000.0,1245,17.15,2.43,0.81,,0.0037349999999999,173.0,0.0173,1245.0,0.0017494486108944,0.0108103172015291,0.0007018919324059,-0.0004172350661489,5.1979911830579465e-05,94285000000.0,201106464916.9475,184451747493.4822,2.2135569378322963,0.0387533581286172,211205801800.9644,450494269185.3573,413186394685.7924,5.133224198009428e-06,1.0948979923506484e-05,1.004223549449719e-05,3.260871444851206e-06,6.955319815693322e-06,6.379312047031883e-06
220,220,1000000.0,1250,17.15,2.43,0.81,,0.0037499999999999,169.5,0.01695,1250.0,0.0013862217123232,0.0090657171894387,0.0009614697894514,0.0001987296813711,-3.39806628576139e-05,92377500000.0,196537965053.21643,180420142561.23987,2.745217654907142,0.0468463337834314,255312519119.7017,543190744070.7595,498644378742.0731,5.0495711259059255e-06,1.0743226797402283e-05,9.862188762513248e-06,3.2067392640059985e-06,6.822505582030126e-06,6.263000786649213e-06
221,221,1000000.0,1255,17.15,2.43,0.81,,0.0037649999999999,247.5,0.02475,1255.0,0.0016223482700752,0.0093765347725551,0.0010356667895501,-6.938464679842837e-05,-1.2019259148014957e-05,134887500000.0,286250313282.432,263007401442.38684,2.4434134791387723,0.0613779473046284,334509812810.22534,709877036144.7479,652236542483.1554,7.401675751506383e-06,1.5707400631516505e-05,1.4431993370199755e-05,4.699364359909208e-06,9.972714449095034e-06,9.162951413071534e-06
222,222,1000000.0,1260,17.15,2.43,0.81,,0.0037799999999999,252.5,0.0252499999999999,1260.0,0.0015026104600792,0.0091860958093505,0.0009714413551329,-7.041857881535001e-05,1.069483677046679e-05,137612500000.0,291288501240.0947,267873895552.0567,2.591985832257494,0.0655143769007024,357053354108.8284,755785530973.6356,695033320992.3503,7.582122448829196e-06,1.6049305726865897e-05,1.4759216473217016e-05,4.811726819443764e-06,1.0185126304750965e-05,9.366416622448608e-06
223,223,1000000.0,1265,17.15,2.43,0.81,,0.0037949999999999,208.5,0.02085,1265.0,0.0017962758638531,0.0083402664336302,0.0010867837786661,0.0001010248581964,6.452909207091507e-06,113632500000.0,239914430420.51157,220825949201.83517,2.117056665637329,0.0441838265565663,240801854733.28656,508409476360.5412,467958534231.3195,6.285726076331372e-06,1.3271171463994875e-05,1.2215267878719572e-05,3.987406067475265e-06,8.418685283995512e-06,7.748863482748177e-06
224,224,1000000.0,1270,17.15,2.43,0.81,,0.0038099999999999,155.0,0.0155,1270.0,0.0016880791796438,0.010703257276905,0.0010691512790609,0.000155753472953,-8.26958208651557e-05,84475000000.0,177896543274.46545,163888910448.69086,2.264776341456778,0.034825400603986,189798433291.72385,399697960361.135,368225610382.3515,4.690967884203544e-06,9.87874485008989e-06,9.100889203810826e-06,2.97485940069657e-06,6.264778977347945e-06,5.771488202642275e-06
225,225,1000000.0,1275,17.15,2.43,0.81,,0.0038249999999999,342.5,0.03425,1275.0,0.0016045302277233,0.0108458536791528,0.0009768982435841,2.365494283528586e-05,2.2248696329396942e-05,186662500000.0,392083908795.624,361535587044.34814,2.509709961346208,0.0868286171768166,473215963613.6513,993988426803.0706,916544090022.4646,1.040671627550786e-05,2.1859270046357246e-05,2.015615497418981e-05,6.596524025430168e-06,1.3855974951342152e-05,1.2776418327120027e-05
226,226,1000000.0,1280,17.15,2.43,0.81,,0.0038399999999999,142.5,0.0142499999999999,1280.0,0.0011370081975883,0.0103363186683265,0.000826755048889,-9.849156562299996e-06,-7.316519442447535e-06,77662500000.0,162709555090.3191,150167768723.29013,3.395594941295383,0.0481503455974779,262419383506.25464,549790969095.4902,507412628886.2144,4.34662200700395e-06,9.10654347858236e-06,8.404603615326989e-06,2.754194461289671e-06,5.770272080201684e-06,5.325494761074056e-06
227,227,1000000.0,1285,17.15,2.43,0.81,,0.0038549999999999,199.0,0.0198999999999999,1285.0,0.0013584382015778,0.0103417295117296,0.0007544072931422,-0.0001251077582441,1.9899642598831684e-05,108455000000.0,226635596156.73853,209355850611.45215,2.839424064813886,0.0565855819365166,308391421554.0161,644437542515.4995,595302645158.9689,6.093283943840814e-06,1.2732977171773044e-05,1.1762156130006891e-05,3.859429990783344e-06,8.064950595052133e-06,7.450041478915643e-06
228,228,1000000.0,1290,17.15,2.43,0.81,,0.0038699999999999,332.5,0.0332499999999999,1290.0,0.0020110601578835,0.0116752171891186,0.0010451198158989,0.000121232783742,4.369173256363384e-05,181212500000.0,377694479573.089,349214774101.0117,1.928508057354508,0.0642347182069628,350079214227.9476,729657096652.7175,674637973175.5392,1.0220978781326847e-05,2.1303206244275807e-05,1.969685753583384e-05,6.47078883187465e-06,1.3486824696322008e-05,1.2469863062307818e-05
229,229,1000000.0,1295,17.15,2.43,0.81,,,,,1295.0,,,,,,,,,,,,,,,,,,,
230,230,1000000.0,1300,17.15,2.43,0.81,,0.0038999999999999,273.5,0.02735,1300.0,0.0017792780121225,0.0096481384558969,0.0010334870446878,9.958032512970276e-05,2.210208262288718e-05,149057500000.0,309061852683.8245,286280945869.1415,2.243205789924517,0.0609276191331158,332055524275.4813,688497361934.0114,637748315721.5065,8.473125454144714e-06,1.7568521214165254e-05,1.6273547922650304e-05,5.358715698575274e-06,1.1110977990423624e-05,1.0291989325139273e-05
231,231,1000000.0,1305,17.15,2.43,0.81,,0.0039149999999999,324.0,0.0324,1305.0,0.001458903948901,0.0121060349568332,0.0007765397303885,-4.501854979987517e-05,4.149121405190987e-05,176580000000.0,364225221987.2777,338567556930.86475,2.809416851926329,0.0920956033085322,501921038031.5006,1035294492564.8892,962363685686.5376,1.0075870158998924e-05,2.078313537986391e-05,1.931907771936159e-05,6.410577561889409e-06,1.322286802325196e-05,1.2291389645739705e-05
232,232,1000000.0,1310,17.15,2.43,0.81,,0.0039299999999999,44.0,0.0043999999999999,1310.0,0.0019221936213117,0.0083037260703993,0.0013457004703196,-0.0002059068836479,-0.0001389206153678,23980000000.0,49203164049.34427,45900453606.67132,2.056100465025861,0.0089234983748184,48633066142.76073,99787353279.60245,93089232536.94604,1.3734700214026723e-06,2.8181430683874923e-06,2.6289781900561808e-06,8.792159652126728e-07,1.804011983784892e-06,1.6829195838819445e-06
233,233,1000000.0,1315,17.15,2.43,0.81,,0.003945,539.5,0.05395,1315.0,0.0016645898922433,0.0112199538222732,0.0009723642889476,0.0001866818495135,-2.6103259277634838e-05,294027500000.0,600115812251.723,561847524737.1632,2.442250374243552,0.1323266776405028,721180393140.7406,1471943125760.932,1378080005356.9795,1.6905512010424803e-05,3.4504476865828326e-05,3.230418949748428e-05,1.0813750567760751e-05,2.2071073982737243e-05,2.066364197097711e-05
234,234,1000000.0,1320,17.15,2.43,0.81,,0.00396,214.5,0.0214499999999999,1320.0,0.0015886893635297,0.0114054257442176,0.001227702123693,-8.48557544393713e-05,2.8449219992868288e-05,116902500000.0,237715050108.1139,223005610174.6379,2.524579610235824,0.0546493152113328,297838767901.7643,605639380132.2195,568163351250.7886,6.746778311241366e-06,1.3719216820214088e-05,1.2870292885194022e-05,4.312790526082786e-06,8.769831406630042e-06,8.227167792172874e-06
235,235,1000000.0,1325,17.15,2.43,0.81,,,,,1325.0,,,,,,,,,,,,,,,,,,,
236,236,1000000.0,1330,17.15,2.43,0.81,,0.00399,405.0,0.0404999999999999,1330.0,0.0019562869713354,0.0104835690363498,0.0011332246463607,-1.2904975933072966e-05,5.1349576496399046e-06,220725000000.0,446443843198.85065,419626286746.2308,2.04673157080306,0.0826143257516077,450248075346.26245,910682891156.2852,855978833263.9675,1.2834236744294708e-05,2.5958844610473816e-05,2.439951572422889e-05,8.353833926273562e-06,1.689667107708919e-05,1.5881700353729118e-05
237,237,1000000.0,1335,17.15,2.43,0.81,,0.004005,526.5,0.05265,1335.0,0.0021967048058968,0.0108373647669982,0.0009096382294385,3.78238298242225e-05,-1.3328281876077252e-06,286942500000.0,578824296569.907,544582555759.00336,1.8346766701488624,0.0971983043112646,529730758496.3924,1068580059273.6088,1005365640593.9194,1.6746617737033505e-05,3.378150406985212e-05,3.178307809945464e-05,1.089975157261373e-05,2.198712646890885e-05,2.0686425219520288e-05
238,238,1000000.0,1340,17.15,2.43,0.81,,0.0040199999999999,1366.0,0.1366,1340.0,0.0017981076911155,0.0116964103543441,0.0010948090972503,-0.0001643502186225,1.572536537277715e-05,744470000000.0,1497726500408.4497,1410497972136.0696,2.3136137023656143,0.316379325716655,1724267325155.7695,3468885068134.632,3266855031838.3525,4.361489137661944e-05,8.774454125377637e-05,8.263424428339177e-05,2.838325225321398e-05,5.710149377062395e-05,5.377586705412554e-05
239,239,1000000.0,1345,17.15,2.43,0.81,,0.0040349999999999,256.0,0.0255999999999999,1345.0,0.0016564467105126,0.010389579139965,0.0010351598563795,3.4538847534149985e-05,1.2844338215316652e-05,139520000000.0,279931696302.1289,263886317881.52597,2.4385780476627703,0.0625158736305744,340711511286.63086,683600568406.8845,644417332090.589,8.20399962089587e-06,1.64604324135565e-05,1.5516938445094937e-05,5.33847590186265e-06,1.071107092084611e-05,1.0097124059932576e-05
240,240,1000000.0,1350,17.15,2.43,0.81,,0.00405,281.0,0.0280999999999999,1350.0,0.0016116157173655,0.0112074646355959,0.0009830401764162,2.406058396097929e-05,2.8429107794255345e-05,153145000000.0,306440080138.72546,289159249911.4389,2.599141447509899,0.0723734539688032,394435324129.978,789257189826.2078,744749240680.3989,9.037322957738896e-06,1.808350237623854e-05,1.706373389707275e-05,5.881054054469209e-06,1.1767871466595194e-05,1.1104255307577414e-05
241,241,1000000.0,1355,17.15,2.43,0.81,,,,,1355.0,,,,,,,,,,,,,,,,,,,
242,242,1000000.0,1360,17.15,2.43,0.81,,0.0040799999999999,42.0,0.0042,1360.0,0.0018727348529268,0.0092192034637105,0.0013779557321985,0.0002057925147996,-7.781373197443698e-06,22890000000.0,45554707738.549545,43070898014.780594,2.1801794588564034,0.0091393283260759,49809339377.11386,99128435909.7706,93723590060.95526,1.3607799850956828e-06,2.7081666455876645e-06,2.560507468702962e-06,8.905471281897655e-07,1.772329146006526e-06,1.6756952614948504e-06
243,243,1000000.0,1365,17.15,2.43,0.81,,0.004095,266.5,0.0266499999999999,1365.0,0.0017600089520328,0.0102032937502247,0.0010297184768007,-0.0002053560096228,-1.0351932382608742e-05,145242500000.0,288269532503.18207,272823543818.54196,2.35660517323857,0.0623919981577484,340036389959.7291,674886009038.407,638724429392.7533,8.665264461721046e-06,1.7198352654331644e-05,1.627683466321226e-05,5.670356655546596e-06,1.1254220095500454e-05,1.0651199183994202e-05
244,244,1000000.0,1370,17.15,2.43,0.81,,0.00411,6646.5,0.66465,1370.0,0.0020501486974353,0.01233717902282,0.0011733529222354,-5.120514793099945e-06,5.224863641895242e-06,3622342500000.0,7169830093463.401,6792448280267.457,2.004734266511898,1.3324441886056833,7261820827900.973,14373577734635.451,13617028868497.766,0.0002169029872665,0.0004293237222779,0.0004067263995172,0.0001419112922813,0.0002808900190971,0.0002661054588867
