,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
143,143,2.25,0.02,815,100000.0,226.5,18.76,5.23,,660.8,0.6607999999999999,815.0,0.0721631042998637,0.1129391766728034,0.007028668174699,-0.0001293016608615,-4.482012191979208e-06,2080185184000.0,2979466101818.1816,3235295159874.5103,2544899392000.0,11.4777816986964,7.59039423712907,23894409250597.57,34224156066831.33,37162781078878.71,29232429901800.96,7.391747413863688e-05,0.0001058725974119,0.0001149632485368,9.043066763501798e-05,4.134513122929202e-05,5.921896661912761e-05,6.43037475602484e-05,5.0581650199651385e-05
144,144,2.25,0.02,820,100000.0,226.5,18.76,5.23,,667.4,0.6674,820.0,0.0707942649701407,0.1231872665486991,0.0072699710607105,0.0010278742151458,-5.5245523405487006e-05,2100961852000.0,2978917865389.948,3248396910879.377,2570317576000.0,12.080871754878316,8.070493506502581,25405752148600.0,36022381314105.64,39281040119561.07,31081407411983.0,7.511928518855219e-05,0.0001065103492813,0.0001161454948463,9.190096375757144e-05,4.198061487431562e-05,5.95235955998471e-05,6.490822265274702e-05,5.135910114694481e-05
145,145,2.25,0.02,825,100000.0,226.5,18.76,5.23,,680.0,0.68,825.0,0.0703605332225379,0.126962289957517,0.0069875372478815,0.0008203712506448,-2.5352318108723893e-05,2140626400000.0,3004261137349.397,3290140028626.6924,2618843200000.0,12.09109508183931,8.197718521906271,25806253952590.5,36217775250429.93,39664179194615.086,31571381480306.312,7.701831899061036e-05,0.0001080913243933,0.000118377057411,9.4224242475932e-05,4.299314219034162e-05,6.033870564942117e-05,6.608040435121328e-05,5.259782747321497e-05
146,146,2.25,0.02,830,100000.0,226.5,18.76,5.23,,687.7,0.6877000000000001,830.0,0.073252784899455,0.1225950842207521,0.0071361363709998,0.0007562253138095,-3.008587957740951e-05,2164865846000.0,3007227173760.2734,3307587847080.46,2648497748000.0,11.402700645142994,7.840922508962288,24683067239763.11,34287385831467.18,37711996510896.18,30197274403415.93,7.83682591677307e-05,0.0001088617841908,0.0001197348565958,9.587575983237856e-05,4.370473243576621e-05,6.071048663158512e-05,6.677422627898186e-05,5.346838726609452e-05
147,147,2.25,0.02,835,100000.0,226.5,18.76,5.23,,707.6,0.7076,835.0,0.0733296032806037,0.1190056150298496,0.0067202089582991,0.0018408603952833,5.67626485848393e-05,2227510648000.0,3062244598469.388,3382908393429.658,2725137424000.0,11.498570287259556,8.144937744847708,25640101122025.69,35248433598119.46,38939483127483.54,31368110040467.29,8.111878339842783e-05,0.0001115171128448,0.0001231946583373,9.924075228410252e-05,4.5193267969944336e-05,6.212892443517587e-05,6.863477203994961e-05,5.528946223818717e-05
148,148,2.25,0.02,840,100000.0,226.5,18.76,5.23,,677.4,0.6774,840.0,0.0759341741883076,0.1312278380268297,0.0066967401102305,0.0011629374871028,-6.898617845263255e-05,2132441652000.0,2900984311581.081,3218999559735.849,2608829976000.0,11.10953028967877,7.51690936043858,23663080328473.445,32191373082682.77,35720295131127.95,28949422005295.48,7.813029566085753e-05,0.0001062888458207,0.000117940571597,9.558463518221176e-05,4.348088322132325e-05,5.9151611468686425e-05,6.563600172370174e-05,5.319453004697899e-05
149,149,2.25,0.02,845,100000.0,226.5,18.76,5.23,,699.8,0.6998,845.0,0.0788730675049691,0.1169900632958164,0.0069703105737719,0.0010877030997185,4.463526840478712e-06,2202956404000.0,2965398601785.235,3305264091782.7715,2695097752000.0,10.864497989631044,7.607400242823621,23947943816403.902,32236316152171.797,35930932915725.14,29297924111172.04,8.120028257747046e-05,0.000109303663015,0.0001218309984521,9.934045841257914e-05,4.513551996000623e-05,6.07569026501044e-05,6.772027495272809e-05,5.5218813299568085e-05
150,150,2.25,0.02,850,100000.0,226.5,18.76,5.23,,704.8,0.7047999999999999,850.0,0.0753153821260752,0.1154515057605631,0.0066620000329016,0.0009513057030788,-1.352772844571946e-05,2218696304000.0,2954909404727.88,3308552381669.759,2714353952000.0,11.473682381903895,8.091933816210695,25473245814754.94,33925839012424.16,37986076759276.32,31163979190343.277,8.226133681168315e-05,0.000109557489843,0.0001226693087002,0.00010063855259,4.56785041587746e-05,6.083565438375771e-05,6.811645354668859e-05,5.5883100387054274e-05
151,151,2.25,0.02,855,100000.0,226.5,18.76,5.23,,703.4,0.7034,855.0,0.0727126724759386,0.1194657531178825,0.0070167496628493,0.0007608844669229,2.876952700869202e-05,2214289132000.0,2917491025164.179,3281691351420.665,2708962216000.0,12.054885947346028,8.459507344777219,26630359931211.79,35087484725189.062,39467574766327.81,32579593066499.81,8.258693018387373e-05,0.0001088144380628,0.0001223981144142,0.0001010368836527,4.579992826855855e-05,6.034482026111607e-05,6.787786939046195e-05,5.603165069187333e-05
152,152,2.25,0.02,860,100000.0,226.5,18.76,5.23,,694.2,0.6941999999999999,860.0,0.0789272929649427,0.1244526406176475,0.0067158166770312,0.0001748034811222,4.674915934610788e-06,2185327716000.0,2848258454827.0186,3218747478000.0,2673530808000.0,10.985159337525774,7.630900149988068,24021921054159.44,31309098055523.3,35381648822592.79,29388427893640.05,8.198941842041696e-05,0.0001068613428148,0.0001207613996889,0.0001003058875206,4.541223797847139e-05,5.91882809282037e-05,6.688723407173434e-05,5.555735023481984e-05
153,153,2.25,0.02,865,100000.0,226.5,18.76,5.23,,721.6,0.7216,865.0,0.0780365878857423,0.1268960566935248,0.006966457394693,0.0015861586605823,-4.7256788545388365e-05,2271582368000.0,2928465494557.377,3324968678562.614,2779054784000.0,11.139707807482264,8.032784318245266,25287044378149.73,32599406459538.344,37013243153844.86,30936180277798.9,8.573677006454468e-05,0.0001105296362067,0.0001254949321149,0.0001048903990315,4.7417640392561655e-05,6.112960096851172e-05,6.940631840500929e-05,5.801076035598993e-05
154,154,2.25,0.02,870,100000.0,226.5,18.76,5.23,,705.8,0.7058,870.0,0.0798562882957298,0.1329423431208099,0.0068814260661229,0.0006219797784351,-3.556514810562559e-05,2221844284000.0,2832900595534.96,3231808285315.3154,2718205192000.0,10.979992329716673,7.75282495174982,24405737891609.395,31117855515571.49,35499637168694.21,29857989567176.977,8.433184488967519e-05,0.0001075249671323,0.0001226658218098,0.0001031716130066,4.658960496711031e-05,5.940277660658297e-05,6.776742745949997e-05,5.699774148296173e-05
155,155,2.25,0.02,875,100000.0,226.5,18.76,5.23,,714.0,0.7140000000000001,875.0,0.080685567732496,0.1285663910985837,0.0066682623640224,0.0009030077470143,1.8835437137223468e-05,2247657720000.0,2834085468349.514,3248770965724.5083,2749785360000.0,10.900143259810417,7.780471800084795,24492769617230.94,30883084125383.07,35401920005257.4,29964464215358.57,8.580821277374829e-05,0.0001081961042035,0.0001240274387863,0.0001049778020707,4.7336449983783534e-05,5.968682145353276e-05,6.842024164061168e-05,5.791143197718743e-05
156,156,2.25,0.02,880,100000.0,226.5,18.76,5.23,,729.4,0.7293999999999999,880.0,0.0844983965881965,0.1272483219113359,0.0062171817998906,0.0006138806078136,-7.1709827112316535e-06,2296136612000.0,2862877205458.937,3297808715271.759,2809094456000.0,10.553498382320573,7.68420179807026,24189713576289.21,30160304592599.293,34742291828328.79,29593705332800.105,8.817607341204629e-05,0.0001099400050148,0.0001266422136456,0.0001078746437293,4.856927186386183e-05,6.055731204236735e-05,6.975724667685711e-05,5.94196667618534e-05
157,157,2.25,0.02,885,100000.0,226.5,18.76,5.23,,733.8,0.7338000000000001,885.0,0.0804847765800104,0.1192090594493883,0.0066367895066205,0.0010004366265051,2.7130639364396224e-05,2309987724000.0,2847710023968.0,3296554917999.9995,2826039912000.0,11.117905790980748,8.145073659940726,25640528980020.21,31609168584588.35,36591281863109.65,31368633482110.125,8.921528084847069e-05,0.000109982943599,0.0001273180241548,0.0001091460105257,4.9068234394466095e-05,6.049040931766116e-05,7.002467057727702e-05,6.003009772277575e-05
158,158,2.25,0.02,890,100000.0,226.5,18.76,5.23,,727.7,0.7276999999999999,890.0,0.0816410470576215,0.1239196995060224,0.0071409338636469,0.0006711341000083,-9.474120324922898e-06,2290785046000.0,2791958688265.501,3248177953307.6924,2802547348000.0,11.04577164172794,8.034655038789777,25292933369009.445,30826473742978.293,35863665465754.45,30943384871588.75,8.897022844668737e-05,0.0001084349676292,0.0001261537546029,0.0001088462133186,4.8866328047339296e-05,5.955721135583188e-05,6.928914159782273e-05,5.978308541637335e-05
159,159,2.25,0.02,895,100000.0,226.5,18.76,5.23,,742.3,0.7423,895.0,0.0752335645608127,0.1229050564817789,0.0067568335314907,0.0023628315879368,-6.912244576683542e-05,2336745554000.0,2815349049181.675,3291964720958.333,2858775452000.0,12.188241520115977,9.03581798950071,28444574314588.445,34270485767640.43,40072199981728.4,34799103673884.71,9.127517040479846e-05,0.0001099698098378,0.0001285868032818,0.0001116660802386,5.005023890507196e-05,6.030134186903861e-05,7.050986808084162e-05,6.123148243660042e-05
160,160,2.25,0.02,900,100000.0,226.5,18.76,5.23,,746.9,0.7469,900.0,0.0809532338378858,0.1174985397228947,0.0070809417337467,0.000562198291835,-1.8902587248223173e-05,2351226262000.0,2800049076570.755,3290859866458.6206,2876491156000.0,11.258292590063425,8.415706519958919,26492475810700.277,31549593345697.48,37079810998027.77,32410905577926.586,9.235726602991942e-05,0.0001099872358696,0.0001292665129961,0.0001129899164622,5.056683302722302e-05,6.021947628406652e-05,7.077513724334309e-05,6.186348389372309e-05
161,161,2.25,0.02,905,100000.0,226.5,18.76,5.23,,747.6,0.7475999999999999,905.0,0.081196511141934,0.1213668162104462,0.0073694055685358,0.001718511582149,2.739333062736104e-05,2353429848000.0,2770009342275.0,3272428105972.6025,2879187024000.0,11.337164262113504,8.49722760266614,26749102548640.957,31483948425390.863,37194444127622.89,32724862832491.938,9.295398830923002e-05,0.0001094077294196,0.0001292518849303,0.0001137199467391,5.081372061012828e-05,5.980823304566462e-05,7.065613093797351e-05,6.216552626209521e-05
162,162,2.25,0.02,910,100000.0,226.5,18.76,5.23,,742.9,0.7429,910.0,0.0818560149874656,0.1206850974834468,0.0067684711903199,7.721297224248007e-05,4.5888959743113967e-05,2338634342000.0,2720234582392.857,3230490491979.592,2861086196000.0,11.620180762205331,8.633053533352248,27176679861922.207,31611160012213.797,37540715245989.02,33247961089787.51,9.288675532472068e-05,0.0001080432966978,0.0001283098321606,0.0001136376938788,5.069407642801248e-05,5.8965943219671634e-05,7.002665143466924e-05,6.20191535215023e-05
163,163,2.25,0.02,915,100000.0,226.5,18.76,5.23,,732.3,0.7323000000000001,915.0,0.0855655725977953,0.1163087334141536,0.0070131433908665,0.0006421241703516,-6.087008400820765e-06,2305265754000.0,2649628289698.6084,3163351406064.081,2820263052000.0,10.985379880460425,8.035226792248109,25294733237461.2,29073281746394.64,34710154269154.48,30945586831377.6,9.207125291738728e-05,0.0001058249340556,0.0001263427988156,0.0001126400079051,5.016147203140333e-05,5.765463487960696e-05,6.883300235795019e-05,6.136756508815869e-05
164,164,2.25,0.02,920,100000.0,226.5,18.76,5.23,,745.2,0.7452000000000001,920.0,0.0858543683023526,0.1173537515804905,0.0066423874587245,0.0009933862200711,4.779914109642696e-05,2345874696000.0,2664057165341.538,3197669129275.168,2869944048000.0,10.8014245926263,8.047746095012553,25334143752177.617,28770337693595.773,34533050521023.117,30993801670956.137,9.421897114371992e-05,0.0001069983514526,0.0001284301740122,0.0001152675272483,5.124066917859835e-05,5.819069199002956e-05,6.984631629097272e-05,6.268785531273549e-05
165,165,2.25,0.02,925,100000.0,226.5,18.76,5.23,,761.0,0.761,925.0,0.0866538938111602,0.1272557759785341,0.006561185897131,0.0007442834037757,-3.722182082121548e-05,2395612780000.0,2687727272798.165,3243628520948.4194,2930793640000.0,10.943076826930712,8.31585098398375,26178132580561.168,29370222715083.55,35444850759010.08,32026337943557.57,9.674665302764636e-05,0.0001085436762005,0.0001309937088692,0.0001183598942833,5.251970421102478e-05,5.892381379233749e-05,7.111099586413745e-05,6.425262728659874e-05
166,166,2.25,0.02,930,100000.0,226.5,18.76,5.23,,752.2,0.7522,930.0,0.091963295857431,0.1194592975767532,0.0071261748027154,0.0001135992806359,-1.588637395339857e-05,2367910556000.0,2624327488145.8965,3184549167719.008,2896902728000.0,10.254906961746116,7.711922949462762,24276979206449.79,26905891229378.234,32649558375730.863,29700466139888.96,9.61412799880722e-05,0.0001065522526511,0.0001292982255573,0.0001176192806628,5.210417170381356e-05,5.774644219686124e-05,7.007371803534785e-05,6.374426464990086e-05
167,167,2.25,0.02,935,100000.0,226.5,18.76,5.23,,758.8,0.7588,935.0,0.0883964824713529,0.1266259064091366,0.0069394426065777,0.0013237307617433,1.8962244733142188e-05,2388687224000.0,2614868448193.353,3190754922022.9883,2922320912000.0,10.750307713701698,8.167063875551554,25709753738958.78,28144171906377.805,34342513520548.586,31453323080079.164,9.751342938800172e-05,0.0001067468303174,0.0001302562560961,0.0001192979687914,5.2748567365362025e-05,5.774325039513283e-05,7.04603554871653e-05,6.453261856180052e-05
168,168,2.25,0.02,940,100000.0,226.5,18.76,5.23,,766.3,0.7663,940.0,0.0887813154697027,0.1180527163980474,0.0069119743588496,0.0008851237932674,2.1256561208836436e-05,2412297074000.0,2608028789873.4937,3200356856295.269,2951205212000.0,10.720786930285488,8.203261137181638,25823701994625.05,27919015028866.094,34259902158893.1,31592727421959.41,9.900750416914684e-05,0.0001070408881516,0.0001313517096246,0.0001211258204805,5.346035786548354e-05,5.77980854567504e-05,7.09250219132832e-05,6.540342334635698e-05
169,169,2.25,0.02,945,100000.0,226.5,18.76,5.23,,785.0,0.7849999999999999,945.0,0.0934468006822043,0.1270127084272343,0.0068648160760609,0.0011569877598844,3.5390318685351015e-05,2471164300000.0,2638326924101.7964,3256011002350.081,3023223400000.0,10.222816035950371,8.044771577917446,25324780031852.56,27037882104800.63,33367980597569.97,30982346091738.78,0.0001019593274995,0.00010885639571,0.0001343418129384,0.0001247370823319,5.495359609679728e-05,5.867094800551939e-05,7.240696764269153e-05,6.723025160001956e-05
170,170,2.25,0.02,950,100000.0,226.5,18.76,5.23,,771.3,0.7713,950.0,0.0833639354519732,0.1181396205797137,0.0071021897491639,0.0003341681025685,3.776267335581151e-05,2428036974000.0,2559642446812.5,3177141195652.174,2970461412000.0,11.639331147452346,8.956544067354242,28195021593149.805,29723259913842.336,36893822283242.9,34493800773957.355,0.0001007173536559,0.0001061764776686,0.0001317909310459,0.0001232176510314,5.41811688494264e-05,5.7117919162670464e-05,7.089728262931261e-05,6.628526379445388e-05
171,171,2.25,0.02,955,100000.0,226.5,18.76,5.23,,760.2,0.7602,955.0,0.0912700845501376,0.1295175429772621,0.0069296135785722,0.001385257880453,-1.7225760539569533e-05,2393094396000.0,2490768670442.136,3109734838694.4,2927712648000.0,10.618992005063763,8.060122399244419,25373104110373.445,26408708697667.598,32971380464445.49,31041465788866.08,9.979402553653078e-05,0.0001038671239709,0.0001296785276933,0.0001220880510381,5.357849950296875e-05,5.576530879615755e-05,6.962321535993122e-05,6.55479578732436e-05
172,172,2.25,0.02,960,100000.0,226.5,18.76,5.23,,766.2,0.7661999999999998,960.0,0.0871727539455491,0.1189173849525199,0.0069055086573665,0.0008480288110304,5.35929207716351e-05,2411982276000.0,2478270464530.974,3112450342857.143,2950820088000.0,11.07643673939262,8.479350466080374,26692825680211.69,27426421063030.46,34444736707592.97,32656013688987.37,0.0001011268206666,0.0001039060756472,0.0001304952406938,0.0001237185931372,5.4181028773213e-05,5.567007879064391e-05,6.991583779844471e-05,6.628509242515797e-05
173,173,2.25,0.02,965,100000.0,226.5,18.76,5.23,,767.2,0.7672,965.0,0.0893669968352469,0.1286390164312008,0.0068433770519915,0.0003725783521411,1.5555064500746188e-05,2415130256000.0,2449445987073.313,3094669741981.0723,2954671328000.0,10.982537408497295,8.400137861457585,26443465985111.246,26819191834736.56,33883801444632.93,32350946937559.914,0.0001017712590063,0.0001032172908079,0.0001304063973642,0.0001245069992616,5.442559320697061e-05,5.519890719918949e-05,6.973919359775621e-05,6.65842926519271e-05
174,174,2.25,0.02,970,100000.0,226.5,18.76,5.23,,760.1,0.7601000000000001,970.0,0.0933739737507721,0.1182539759034973,0.0071269109782532,0.0015188514933535,7.922282407696805e-06,2392779598000.0,2395145561824.818,3044425104197.184,2927327524000.0,10.532021471294694,8.003168501627183,25193814379752.336,25218725848189.074,32055054728948.76,30822122660206.664,0.0001013592933925,0.0001014595167568,0.0001289633101208,0.0001240030003636,5.409526431802716e-05,5.414875333915447e-05,6.882747614767317e-05,6.618016815613788e-05
175,175,2.25,0.02,975,100000.0,226.5,18.76,5.23,,792.2,0.7922,975.0,0.0895770113100865,0.1163630876179072,0.0068528190873625,0.0018236432818311,-4.602644163717472e-05,2493829756000.0,2463495404720.9307,3150507017807.1543,3050952328000.0,11.2325571134454,8.911150294410534,28052122903798.47,27710903561042.55,35438830521679.72,34318978459845.617,0.0001061999445166,0.0001049081536816,0.0001341645995222,0.0001299250548987,5.655417248159144e-05,5.586626099516127e-05,7.144606277186871e-05,6.918839739388565e-05
176,176,2.25,0.02,980,100000.0,226.5,18.76,5.23,,769.9,0.7698999999999999,980.0,0.0967231254291504,0.1126946795161326,0.0071297049884272,0.0015246583630205,1.1604937952278834e-06,2423629802000.0,2362408445898.6978,3039996749210.5264,2965069676000.0,10.23779065710398,7.871858746298781,24780453896173.637,24154494852809.16,31082510714369.062,30316417278095.71,0.000103743563631,0.0001011229812108,0.0001301271736837,0.0001269199175339,5.513274147575404e-05,5.374007779587073e-05,6.915385952221289e-05,6.744941812879463e-05
177,177,2.25,0.02,985,100000.0,226.5,18.76,5.23,,788.0,0.788,985.0,0.1009610658381347,0.1138723713951829,0.0069402500196449,0.0007720950353223,-9.04851098658031e-06,2480608240000.0,2385607594935.252,3089165908878.6484,3034777120000.0,9.83548719144973,7.75684390681638,24418389481779.824,23483230630492.87,30408855022119.57,29873467527687.51,0.0001067203606119,0.0001026332569185,0.0001329016385859,0.0001305617321594,5.65965787999676e-05,5.442908156773444e-05,7.048119044707518e-05,6.924027730086824e-05
178,178,2.25,0.02,990,100000.0,226.5,18.76,5.23,,777.5,0.7775,990.0,0.0857343274719141,0.1244596115484428,0.0069014646604815,0.0003813986931033,-2.009951118805262e-05,2447554450000.0,2322066284169.0547,3026022996564.8857,2994339100000.0,11.63875776189632,9.042370699964591,28465202116074.53,27005767371506.0,35192825313900.17,34824339734531.64,0.000105840599029,0.0001004140629033,0.0001308555511939,0.0001294854314844,5.600887998462223e-05,5.313725781518864e-05,6.924632824626621e-05,6.852128633345081e-05
