Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs
48,2.25,0.02,340,100000.0,226.5,18.76,5.23
49,2.25,0.02,345,100000.0,226.5,18.76,5.23
50,2.25,0.02,350,100000.0,226.5,18.76,5.23
51,2.25,0.02,355,100000.0,226.5,18.76,5.23
52,2.25,0.02,360,100000.0,226.5,18.76,5.23
53,2.25,0.02,365,100000.0,226.5,18.76,5.23
54,2.25,0.02,370,100000.0,226.5,18.76,5.23
55,2.25,0.02,375,100000.0,226.5,18.76,5.23
56,2.25,0.02,380,100000.0,226.5,18.76,5.23
57,2.25,0.02,385,100000.0,226.5,18.76,5.23
58,2.25,0.02,390,100000.0,226.5,18.76,5.23
59,2.25,0.02,395,100000.0,226.5,18.76,5.23
60,2.25,0.02,400,100000.0,226.5,18.76,5.23
61,2.25,0.02,405,100000.0,226.5,18.76,5.23
62,2.25,0.02,410,100000.0,226.5,18.76,5.23
63,2.25,0.02,415,100000.0,226.5,18.76,5.23
64,2.25,0.02,420,100000.0,226.5,18.76,5.23
65,2.25,0.02,425,100000.0,226.5,18.76,5.23
66,2.25,0.02,430,100000.0,226.5,18.76,5.23
67,2.25,0.02,435,100000.0,226.5,18.76,5.23
68,2.25,0.02,440,100000.0,226.5,18.76,5.23
69,2.25,0.02,445,100000.0,226.5,18.76,5.23
70,2.25,0.02,450,100000.0,226.5,18.76,5.23
71,2.25,0.02,455,100000.0,226.5,18.76,5.23
72,2.25,0.02,460,100000.0,226.5,18.76,5.23
73,2.25,0.02,465,100000.0,226.5,18.76,5.23
74,2.25,0.02,470,100000.0,226.5,18.76,5.23
75,2.25,0.02,475,100000.0,226.5,18.76,5.23
76,2.25,0.02,480,100000.0,226.5,18.76,5.23
77,2.25,0.02,485,100000.0,226.5,18.76,5.23
78,2.25,0.02,490,100000.0,226.5,18.76,5.23
79,2.25,0.02,495,100000.0,226.5,18.76,5.23
80,2.25,0.02,500,100000.0,226.5,18.76,5.23
81,2.25,0.02,505,100000.0,226.5,18.76,5.23
82,2.25,0.02,510,100000.0,226.5,18.76,5.23
83,2.25,0.02,515,100000.0,226.5,18.76,5.23
84,2.25,0.02,520,100000.0,226.5,18.76,5.23
85,2.25,0.02,525,100000.0,226.5,18.76,5.23
86,2.25,0.02,530,100000.0,226.5,18.76,5.23
87,2.25,0.02,535,100000.0,226.5,18.76,5.23
88,2.25,0.02,540,100000.0,226.5,18.76,5.23
89,2.25,0.02,545,100000.0,226.5,18.76,5.23
90,2.25,0.02,550,100000.0,226.5,18.76,5.23
91,2.25,0.02,555,100000.0,226.5,18.76,5.23
92,2.25,0.02,560,100000.0,226.5,18.76,5.23
93,2.25,0.02,565,100000.0,226.5,18.76,5.23
94,2.25,0.02,570,100000.0,226.5,18.76,5.23
95,2.25,0.02,575,100000.0,226.5,18.76,5.23
96,2.25,0.02,580,100000.0,226.5,18.76,5.23
97,2.25,0.02,585,100000.0,226.5,18.76,5.23
98,2.25,0.02,590,100000.0,226.5,18.76,5.23
99,2.25,0.02,595,100000.0,226.5,18.76,5.23
100,2.25,0.02,600,100000.0,226.5,18.76,5.23
101,2.25,0.02,605,100000.0,226.5,18.76,5.23
102,2.25,0.02,610,100000.0,226.5,18.76,5.23
103,2.25,0.02,615,100000.0,226.5,18.76,5.23
104,2.25,0.02,620,100000.0,226.5,18.76,5.23
105,2.25,0.02,625,100000.0,226.5,18.76,5.23
106,2.25,0.02,630,100000.0,226.5,18.76,5.23
107,2.25,0.02,635,100000.0,226.5,18.76,5.23
108,2.25,0.02,640,100000.0,226.5,18.76,5.23
109,2.25,0.02,645,100000.0,226.5,18.76,5.23
110,2.25,0.02,650,100000.0,226.5,18.76,5.23
111,2.25,0.02,655,100000.0,226.5,18.76,5.23
112,2.25,0.02,660,100000.0,226.5,18.76,5.23
113,2.25,0.02,665,100000.0,226.5,18.76,5.23
114,2.25,0.02,670,100000.0,226.5,18.76,5.23
115,2.25,0.02,675,100000.0,226.5,18.76,5.23
116,2.25,0.02,680,100000.0,226.5,18.76,5.23
117,2.25,0.02,685,100000.0,226.5,18.76,5.23
118,2.25,0.02,690,100000.0,226.5,18.76,5.23
119,2.25,0.02,695,100000.0,226.5,18.76,5.23
120,2.25,0.02,700,100000.0,226.5,18.76,5.23
121,2.25,0.02,705,100000.0,226.5,18.76,5.23
122,2.25,0.02,710,100000.0,226.5,18.76,5.23
123,2.25,0.02,715,100000.0,226.5,18.76,5.23
124,2.25,0.02,720,100000.0,226.5,18.76,5.23
125,2.25,0.02,725,100000.0,226.5,18.76,5.23
126,2.25,0.02,730,100000.0,226.5,18.76,5.23
127,2.25,0.02,735,100000.0,226.5,18.76,5.23
128,2.25,0.02,740,100000.0,226.5,18.76,5.23
129,2.25,0.02,745,100000.0,226.5,18.76,5.23
130,2.25,0.02,750,100000.0,226.5,18.76,5.23
131,2.25,0.02,755,100000.0,226.5,18.76,5.23
132,2.25,0.02,760,100000.0,226.5,18.76,5.23
133,2.25,0.02,765,100000.0,226.5,18.76,5.23
134,2.25,0.02,770,100000.0,226.5,18.76,5.23
135,2.25,0.02,775,100000.0,226.5,18.76,5.23
136,2.25,0.02,780,100000.0,226.5,18.76,5.23
137,2.25,0.02,785,100000.0,226.5,18.76,5.23
138,2.25,0.02,790,100000.0,226.5,18.76,5.23
139,2.25,0.02,795,100000.0,226.5,18.76,5.23
140,2.25,0.02,800,100000.0,226.5,18.76,5.23
141,2.25,0.02,805,100000.0,226.5,18.76,5.23
142,2.25,0.02,810,100000.0,226.5,18.76,5.23
143,2.25,0.02,815,100000.0,226.5,18.76,5.23
144,2.25,0.02,820,100000.0,226.5,18.76,5.23
145,2.25,0.02,825,100000.0,226.5,18.76,5.23
146,2.25,0.02,830,100000.0,226.5,18.76,5.23
147,2.25,0.02,835,100000.0,226.5,18.76,5.23
148,2.25,0.02,840,100000.0,226.5,18.76,5.23
149,2.25,0.02,845,100000.0,226.5,18.76,5.23
150,2.25,0.02,850,100000.0,226.5,18.76,5.23
151,2.25,0.02,855,100000.0,226.5,18.76,5.23
152,2.25,0.02,860,100000.0,226.5,18.76,5.23
153,2.25,0.02,865,100000.0,226.5,18.76,5.23
154,2.25,0.02,870,100000.0,226.5,18.76,5.23
155,2.25,0.02,875,100000.0,226.5,18.76,5.23
156,2.25,0.02,880,100000.0,226.5,18.76,5.23
157,2.25,0.02,885,100000.0,226.5,18.76,5.23
158,2.25,0.02,890,100000.0,226.5,18.76,5.23
159,2.25,0.02,895,100000.0,226.5,18.76,5.23
160,2.25,0.02,900,100000.0,226.5,18.76,5.23
161,2.25,0.02,905,100000.0,226.5,18.76,5.23
162,2.25,0.02,910,100000.0,226.5,18.76,5.23
163,2.25,0.02,915,100000.0,226.5,18.76,5.23
164,2.25,0.02,920,100000.0,226.5,18.76,5.23
165,2.25,0.02,925,100000.0,226.5,18.76,5.23
166,2.25,0.02,930,100000.0,226.5,18.76,5.23
167,2.25,0.02,935,100000.0,226.5,18.76,5.23
168,2.25,0.02,940,100000.0,226.5,18.76,5.23
169,2.25,0.02,945,100000.0,226.5,18.76,5.23
170,2.25,0.02,950,100000.0,226.5,18.76,5.23
171,2.25,0.02,955,100000.0,226.5,18.76,5.23
172,2.25,0.02,960,100000.0,226.5,18.76,5.23
173,2.25,0.02,965,100000.0,226.5,18.76,5.23
174,2.25,0.02,970,100000.0,226.5,18.76,5.23
175,2.25,0.02,975,100000.0,226.5,18.76,5.23
176,2.25,0.02,980,100000.0,226.5,18.76,5.23
177,2.25,0.02,985,100000.0,226.5,18.76,5.23
178,2.25,0.02,990,100000.0,226.5,18.76,5.23
179,2.25,0.02,995,100000.0,226.5,18.76,5.23
180,2.25,0.02,1000,100000.0,226.5,18.76,5.23
181,2.25,0.02,1005,100000.0,226.5,18.76,5.23
182,2.25,0.02,1010,100000.0,226.5,18.76,5.23
183,2.25,0.02,1015,100000.0,226.5,18.76,5.23
184,2.25,0.02,1020,100000.0,226.5,18.76,5.23
185,2.25,0.02,1025,100000.0,226.5,18.76,5.23
186,2.25,0.02,1030,100000.0,226.5,18.76,5.23
187,2.25,0.02,1035,100000.0,226.5,18.76,5.23
188,2.25,0.02,1040,100000.0,226.5,18.76,5.23
189,2.25,0.02,1045,100000.0,226.5,18.76,5.23
190,2.25,0.02,1050,100000.0,226.5,18.76,5.23
191,2.25,0.02,1055,100000.0,226.5,18.76,5.23
192,2.25,0.02,1060,100000.0,226.5,18.76,5.23
193,2.25,0.02,1065,100000.0,226.5,18.76,5.23
194,2.25,0.02,1070,100000.0,226.5,18.76,5.23
195,2.25,0.02,1075,100000.0,226.5,18.76,5.23
196,2.25,0.02,1080,100000.0,226.5,18.76,5.23
197,2.25,0.02,1085,100000.0,226.5,18.76,5.23
198,2.25,0.02,1090,100000.0,226.5,18.76,5.23
199,2.25,0.02,1095,100000.0,226.5,18.76,5.23
200,2.25,0.02,1100,100000.0,226.5,18.76,5.23
201,2.25,0.02,1105,100000.0,226.5,18.76,5.23
202,2.25,0.02,1110,100000.0,226.5,18.76,5.23
203,2.25,0.02,1115,100000.0,226.5,18.76,5.23
204,2.25,0.02,1120,100000.0,226.5,18.76,5.23
205,2.25,0.02,1125,100000.0,226.5,18.76,5.23
206,2.25,0.02,1130,100000.0,226.5,18.76,5.23
207,2.25,0.02,1135,100000.0,226.5,18.76,5.23
208,2.25,0.02,1140,100000.0,226.5,18.76,5.23
209,2.25,0.02,1145,100000.0,226.5,18.76,5.23
210,2.25,0.02,1150,100000.0,226.5,18.76,5.23
211,2.25,0.02,1155,100000.0,226.5,18.76,5.23
212,2.25,0.02,1160,100000.0,226.5,18.76,5.23
213,2.25,0.02,1165,100000.0,226.5,18.76,5.23
214,2.25,0.02,1170,100000.0,226.5,18.76,5.23
215,2.25,0.02,1175,100000.0,226.5,18.76,5.23
216,2.25,0.02,1180,100000.0,226.5,18.76,5.23
217,2.25,0.02,1185,100000.0,226.5,18.76,5.23
218,2.25,0.02,1190,100000.0,226.5,18.76,5.23
219,2.25,0.02,1195,100000.0,226.5,18.76,5.23
220,2.25,0.02,1200,100000.0,226.5,18.76,5.23
221,2.25,0.02,1205,100000.0,226.5,18.76,5.23
222,2.25,0.02,1210,100000.0,226.5,18.76,5.23
223,2.25,0.02,1215,100000.0,226.5,18.76,5.23
224,2.25,0.02,1220,100000.0,226.5,18.76,5.23
225,2.25,0.02,1225,100000.0,226.5,18.76,5.23
226,2.25,0.02,1230,100000.0,226.5,18.76,5.23
227,2.25,0.02,1235,100000.0,226.5,18.76,5.23
228,2.25,0.02,1240,100000.0,226.5,18.76,5.23
229,2.25,0.02,1245,100000.0,226.5,18.76,5.23
230,2.25,0.02,1250,100000.0,226.5,18.76,5.23
231,2.25,0.02,1255,100000.0,226.5,18.76,5.23
232,2.25,0.02,1260,100000.0,226.5,18.76,5.23
233,2.25,0.02,1265,100000.0,226.5,18.76,5.23
234,2.25,0.02,1270,100000.0,226.5,18.76,5.23
235,2.25,0.02,1275,100000.0,226.5,18.76,5.23
236,2.25,0.02,1280,100000.0,226.5,18.76,5.23
237,2.25,0.02,1285,100000.0,226.5,18.76,5.23
238,2.25,0.02,1290,100000.0,226.5,18.76,5.23
239,2.25,0.02,1295,100000.0,226.5,18.76,5.23
240,2.25,0.02,1300,100000.0,226.5,18.76,5.23
241,2.25,0.02,1305,100000.0,226.5,18.76,5.23
242,2.25,0.02,1310,100000.0,226.5,18.76,5.23
243,2.25,0.02,1315,100000.0,226.5,18.76,5.23
244,2.25,0.02,1320,100000.0,226.5,18.76,5.23
245,2.25,0.02,1325,100000.0,226.5,18.76,5.23
246,2.25,0.02,1330,100000.0,226.5,18.76,5.23
247,2.25,0.02,1335,100000.0,226.5,18.76,5.23
248,2.25,0.02,1340,100000.0,226.5,18.76,5.23
249,2.25,0.02,1345,100000.0,226.5,18.76,5.23
250,2.25,0.02,1350,100000.0,226.5,18.76,5.23
251,2.25,0.02,1355,100000.0,226.5,18.76,5.23
252,2.25,0.02,1360,100000.0,226.5,18.76,5.23
253,2.25,0.02,1365,100000.0,226.5,18.76,5.23
254,2.25,0.02,1370,100000.0,226.5,18.76,5.23
255,2.25,0.02,1375,100000.0,226.5,18.76,5.23
256,2.25,0.02,1380,100000.0,226.5,18.76,5.23
257,2.25,0.02,1385,100000.0,226.5,18.76,5.23
258,2.25,0.02,1390,100000.0,226.5,18.76,5.23
259,2.25,0.02,1395,100000.0,226.5,18.76,5.23
260,2.25,0.02,1400,100000.0,226.5,18.76,5.23
261,2.25,0.02,1405,100000.0,226.5,18.76,5.23
262,2.25,0.02,1410,100000.0,226.5,18.76,5.23
263,2.25,0.02,1415,100000.0,226.5,18.76,5.23
264,2.25,0.02,1420,100000.0,226.5,18.76,5.23
265,2.25,0.02,1425,100000.0,226.5,18.76,5.23
266,2.25,0.02,1430,100000.0,226.5,18.76,5.23
267,2.25,0.02,1435,100000.0,226.5,18.76,5.23
268,2.25,0.02,1440,100000.0,226.5,18.76,5.23
269,2.25,0.02,1445,100000.0,226.5,18.76,5.23
270,2.25,0.02,1450,100000.0,226.5,18.76,5.23
271,2.25,0.02,1455,100000.0,226.5,18.76,5.23
272,2.25,0.02,1460,100000.0,226.5,18.76,5.23
273,2.25,0.02,1465,100000.0,226.5,18.76,5.23
274,2.25,0.02,1470,100000.0,226.5,18.76,5.23
275,2.25,0.02,1475,100000.0,226.5,18.76,5.23
276,2.25,0.02,1480,100000.0,226.5,18.76,5.23
277,2.25,0.02,1485,100000.0,226.5,18.76,5.23
278,2.25,0.02,1490,100000.0,226.5,18.76,5.23
279,2.25,0.02,1495,100000.0,226.5,18.76,5.23
280,2.25,0.02,1500,100000.0,226.5,18.76,5.23
281,2.25,0.02,1505,100000.0,226.5,18.76,5.23
282,2.25,0.02,1510,100000.0,226.5,18.76,5.23
283,2.25,0.02,1515,100000.0,226.5,18.76,5.23
284,2.25,0.02,1520,100000.0,226.5,18.76,5.23
285,2.25,0.02,1525,100000.0,226.5,18.76,5.23
286,2.25,0.02,1530,100000.0,226.5,18.76,5.23
287,2.25,0.02,1535,100000.0,226.5,18.76,5.23
288,2.25,0.02,1540,100000.0,226.5,18.76,5.23
289,2.25,0.02,1545,100000.0,226.5,18.76,5.23
290,2.25,0.02,1550,100000.0,226.5,18.76,5.23
291,2.25,0.02,1555,100000.0,226.5,18.76,5.23
292,2.25,0.02,1560,100000.0,226.5,18.76,5.23
293,2.25,0.02,1565,100000.0,226.5,18.76,5.23
294,2.25,0.02,1570,100000.0,226.5,18.76,5.23
295,2.25,0.02,1575,100000.0,226.5,18.76,5.23
296,2.25,0.02,1580,100000.0,226.5,18.76,5.23
297,2.25,0.02,1585,100000.0,226.5,18.76,5.23
298,2.25,0.02,1590,100000.0,226.5,18.76,5.23
299,2.25,0.02,1595,100000.0,226.5,18.76,5.23
300,2.25,0.02,1600,100000.0,226.5,18.76,5.23
301,2.25,0.02,1605,100000.0,226.5,18.76,5.23
302,2.25,0.02,1610,100000.0,226.5,18.76,5.23
303,2.25,0.02,1615,100000.0,226.5,18.76,5.23
304,2.25,0.02,1620,100000.0,226.5,18.76,5.23
305,2.25,0.02,1625,100000.0,226.5,18.76,5.23
306,2.25,0.02,1630,100000.0,226.5,18.76,5.23
307,2.25,0.02,1635,100000.0,226.5,18.76,5.23
308,2.25,0.02,1640,100000.0,226.5,18.76,5.23
309,2.25,0.02,1645,100000.0,226.5,18.76,5.23
310,2.25,0.02,1650,100000.0,226.5,18.76,5.23
311,2.25,0.02,1655,100000.0,226.5,18.76,5.23
312,2.25,0.02,1660,100000.0,226.5,18.76,5.23
313,2.25,0.02,1665,100000.0,226.5,18.76,5.23
314,2.25,0.02,1670,100000.0,226.5,18.76,5.23
315,2.25,0.02,1675,100000.0,226.5,18.76,5.23
316,2.25,0.02,1680,100000.0,226.5,18.76,5.23
317,2.25,0.02,1685,100000.0,226.5,18.76,5.23
318,2.25,0.02,1690,100000.0,226.5,18.76,5.23
319,2.25,0.02,1695,100000.0,226.5,18.76,5.23
320,2.25,0.02,1700,100000.0,226.5,18.76,5.23
321,2.25,0.02,1705,100000.0,226.5,18.76,5.23
322,2.25,0.02,1710,100000.0,226.5,18.76,5.23
323,2.25,0.02,1715,100000.0,226.5,18.76,5.23
324,2.25,0.02,1720,100000.0,226.5,18.76,5.23
325,2.25,0.02,1725,100000.0,226.5,18.76,5.23
326,2.25,0.02,1730,100000.0,226.5,18.76,5.23
327,2.25,0.02,1735,100000.0,226.5,18.76,5.23
328,2.25,0.02,1740,100000.0,226.5,18.76,5.23
329,2.25,0.02,1745,100000.0,226.5,18.76,5.23
330,2.25,0.02,1750,100000.0,226.5,18.76,5.23
331,2.25,0.02,1755,100000.0,226.5,18.76,5.23
332,2.25,0.02,1760,100000.0,226.5,18.76,5.23
333,2.25,0.02,1765,100000.0,226.5,18.76,5.23
334,2.25,0.02,1770,100000.0,226.5,18.76,5.23
335,2.25,0.02,1775,100000.0,226.5,18.76,5.23
336,2.25,0.02,1780,100000.0,226.5,18.76,5.23
337,2.25,0.02,1785,100000.0,226.5,18.76,5.23
338,2.25,0.02,1790,100000.0,226.5,18.76,5.23
339,2.25,0.02,1795,100000.0,226.5,18.76,5.23
340,2.25,0.02,1800,100000.0,226.5,18.76,5.23
341,2.25,0.02,1805,100000.0,226.5,18.76,5.23
342,2.25,0.02,1810,100000.0,226.5,18.76,5.23
343,2.25,0.02,1815,100000.0,226.5,18.76,5.23
344,2.25,0.02,1820,100000.0,226.5,18.76,5.23
345,2.25,0.02,1825,100000.0,226.5,18.76,5.23
346,2.25,0.02,1830,100000.0,226.5,18.76,5.23
347,2.25,0.02,1835,100000.0,226.5,18.76,5.23
348,2.25,0.02,1840,100000.0,226.5,18.76,5.23
349,2.25,0.02,1845,100000.0,226.5,18.76,5.23
350,2.25,0.02,1850,100000.0,226.5,18.76,5.23
351,2.25,0.02,1855,100000.0,226.5,18.76,5.23
352,2.25,0.02,1860,100000.0,226.5,18.76,5.23
353,2.25,0.02,1865,100000.0,226.5,18.76,5.23
354,2.25,0.02,1870,100000.0,226.5,18.76,5.23
355,2.25,0.02,1875,100000.0,226.5,18.76,5.23
356,2.25,0.02,1880,100000.0,226.5,18.76,5.23
357,2.25,0.02,1885,100000.0,226.5,18.76,5.23
358,2.25,0.02,1890,100000.0,226.5,18.76,5.23
359,2.25,0.02,1895,100000.0,226.5,18.76,5.23
360,2.25,0.02,1900,100000.0,226.5,18.76,5.23
361,2.25,0.02,1905,100000.0,226.5,18.76,5.23
362,2.25,0.02,1910,100000.0,226.5,18.76,5.23
363,2.25,0.02,1915,100000.0,226.5,18.76,5.23
364,2.25,0.02,1920,100000.0,226.5,18.76,5.23
365,2.25,0.02,1925,100000.0,226.5,18.76,5.23
366,2.25,0.02,1930,100000.0,226.5,18.76,5.23
367,2.25,0.02,1935,100000.0,226.5,18.76,5.23
368,2.25,0.02,1940,100000.0,226.5,18.76,5.23
369,2.25,0.02,1945,100000.0,226.5,18.76,5.23
370,2.25,0.02,1950,100000.0,226.5,18.76,5.23
371,2.25,0.02,1955,100000.0,226.5,18.76,5.23
372,2.25,0.02,1960,100000.0,226.5,18.76,5.23
373,2.25,0.02,1965,100000.0,226.5,18.76,5.23
374,2.25,0.02,1970,100000.0,226.5,18.76,5.23
375,2.25,0.02,1975,100000.0,226.5,18.76,5.23
376,2.25,0.02,1980,100000.0,226.5,18.76,5.23
377,2.25,0.02,1985,100000.0,226.5,18.76,5.23
378,2.25,0.02,1990,100000.0,226.5,18.76,5.23
379,2.25,0.02,1995,100000.0,226.5,18.76,5.23
380,2.25,0.02,2000,100000.0,226.5,18.76,5.23
381,2.25,0.02,2005,100000.0,226.5,18.76,5.23
382,2.25,0.02,2010,100000.0,226.5,18.76,5.23
383,2.25,0.02,2015,100000.0,226.5,18.76,5.23
384,2.25,0.02,2020,100000.0,226.5,18.76,5.23
385,2.25,0.02,2025,100000.0,226.5,18.76,5.23
386,2.25,0.02,2030,100000.0,226.5,18.76,5.23
387,2.25,0.02,2035,100000.0,226.5,18.76,5.23
388,2.25,0.02,2040,100000.0,226.5,18.76,5.23
389,2.25,0.02,2045,100000.0,226.5,18.76,5.23
390,2.25,0.02,2050,100000.0,226.5,18.76,5.23
391,2.25,0.02,2055,100000.0,226.5,18.76,5.23
392,2.25,0.02,2060,100000.0,226.5,18.76,5.23
393,2.25,0.02,2065,100000.0,226.5,18.76,5.23
394,2.25,0.02,2070,100000.0,226.5,18.76,5.23
395,2.25,0.02,2075,100000.0,226.5,18.76,5.23
396,2.25,0.02,2080,100000.0,226.5,18.76,5.23
397,2.25,0.02,2085,100000.0,226.5,18.76,5.23
398,2.25,0.02,2090,100000.0,226.5,18.76,5.23
399,2.25,0.02,2095,100000.0,226.5,18.76,5.23
400,2.25,0.02,2100,100000.0,226.5,18.76,5.23
