Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9,Energy11[eV],Photons11
113.182,1457000000000000.0,339.547,919200000000000.0,565.912,721800000000000.0,792.277,603000000000000.0,1018.64,518500000000000.0,1245.01,453100000000000.0
107.664,1459000000000000.0,322.991,924100000000000.0,538.319,729100000000000.0,753.646,612400000000000.0,968.974,529400000000000.0,1184.3,465200000000000.0
102.523,1461000000000000.0,307.568,928400000000000.0,512.613,735700000000000.0,717.658,620800000000000.0,922.703,539200000000000.0,1127.75,476200000000000.0
97.7266,1462000000000000.0,293.18,932300000000000.0,488.633,741500000000000.0,684.087,628400000000000.0,879.54,548300000000000.0,1074.99,486300000000000.0
93.2472,1463000000000000.0,279.742,935800000000000.0,466.236,746800000000000.0,652.73,635200000000000.0,839.225,556400000000000.0,1025.72,495500000000000.0
89.058,1465000000000000.0,267.174,938900000000000.0,445.29,751600000000000.0,623.406,641400000000000.0,801.522,563800000000000.0,979.638,503900000000000.0
85.1355,1466000000000000.0,255.406,941700000000000.0,425.677,756100000000000.0,595.948,647000000000000.0,766.219,570500000000000.0,936.49,511700000000000.0
81.4583,1467000000000000.0,244.375,944400000000000.0,407.292,760000000000000.0,570.208,652000000000000.0,733.125,576600000000000.0,896.041,518700000000000.0
78.0071,1468000000000000.0,234.021,946700000000000.0,390.035,763500000000000.0,546.05,656600000000000.0,702.064,582200000000000.0,858.078,525100000000000.0
74.7643,1469000000000000.0,224.293,948700000000000.0,373.821,766600000000000.0,523.35,660800000000000.0,672.879,587200000000000.0,822.407,531000000000000.0
71.714,1469000000000000.0,215.142,950600000000000.0,358.57,769500000000000.0,501.998,664700000000000.0,645.426,591800000000000.0,788.854,536400000000000.0
68.8417,1470000000000000.0,206.525,952200000000000.0,344.208,772100000000000.0,481.892,668200000000000.0,619.575,596100000000000.0,757.258,541300000000000.0
66.1341,1470000000000000.0,198.402,953700000000000.0,330.671,774400000000000.0,462.939,671300000000000.0,595.207,599900000000000.0,727.476,545800000000000.0
63.5794,1471000000000000.0,190.738,955000000000000.0,317.897,776600000000000.0,445.056,674200000000000.0,572.214,603400000000000.0,699.373,549900000000000.0
61.1664,1472000000000000.0,183.499,956500000000000.0,305.832,778600000000000.0,428.165,676800000000000.0,550.497,606800000000000.0,672.83,553700000000000.0
58.8851,1472000000000000.0,176.655,957600000000000.0,294.426,780500000000000.0,412.196,679200000000000.0,529.966,609800000000000.0,647.736,557100000000000.0
56.7264,1472000000000000.0,170.179,958700000000000.0,283.632,782200000000000.0,397.085,681400000000000.0,510.537,612500000000000.0,623.99,560300000000000.0
54.6817,1473000000000000.0,164.045,959600000000000.0,273.409,783700000000000.0,382.772,683400000000000.0,492.136,615000000000000.0,601.499,563400000000000.0
52.7435,1473000000000000.0,158.23,960400000000000.0,263.717,785000000000000.0,369.204,685300000000000.0,474.691,617300000000000.0,580.178,566100000000000.0
50.9045,1473000000000000.0,152.714,961200000000000.0,254.523,786300000000000.0,356.332,687000000000000.0,458.141,619400000000000.0,559.95,568600000000000.0
49.1583,1474000000000000.0,147.475,961900000000000.0,245.791,787400000000000.0,344.108,688700000000000.0,442.424,621300000000000.0,540.741,570900000000000.0
