Simulation Number,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv
478,25900,500000.0,0.01715,0.0024300000000000003,0.81
479,25950,500000.0,0.01715,0.0024300000000000003,0.81
480,26000,500000.0,0.01715,0.0024300000000000003,0.81
481,26050,500000.0,0.01715,0.0024300000000000003,0.81
482,26100,500000.0,0.01715,0.0024300000000000003,0.81
483,26150,500000.0,0.01715,0.0024300000000000003,0.81
484,26200,500000.0,0.01715,0.0024300000000000003,0.81
485,26250,500000.0,0.01715,0.0024300000000000003,0.81
486,26300,500000.0,0.01715,0.0024300000000000003,0.81
487,26350,500000.0,0.01715,0.0024300000000000003,0.81
488,26400,500000.0,0.01715,0.0024300000000000003,0.81
489,26450,500000.0,0.01715,0.0024300000000000003,0.81
490,26500,500000.0,0.01715,0.0024300000000000003,0.81
491,26550,500000.0,0.01715,0.0024300000000000003,0.81
492,26600,500000.0,0.01715,0.0024300000000000003,0.81
493,26650,500000.0,0.01715,0.0024300000000000003,0.81
494,26700,500000.0,0.01715,0.0024300000000000003,0.81
495,26750,500000.0,0.01715,0.0024300000000000003,0.81
496,26800,500000.0,0.01715,0.0024300000000000003,0.81
497,26850,500000.0,0.01715,0.0024300000000000003,0.81
498,26900,500000.0,0.01715,0.0024300000000000003,0.81
499,26950,500000.0,0.01715,0.0024300000000000003,0.81
500,27000,500000.0,0.01715,0.0024300000000000003,0.81
501,27050,500000.0,0.01715,0.0024300000000000003,0.81
502,27100,500000.0,0.01715,0.0024300000000000003,0.81
503,27150,500000.0,0.01715,0.0024300000000000003,0.81
504,27200,500000.0,0.01715,0.0024300000000000003,0.81
505,27250,500000.0,0.01715,0.0024300000000000003,0.81
506,27300,500000.0,0.01715,0.0024300000000000003,0.81
507,27350,500000.0,0.01715,0.0024300000000000003,0.81
508,27400,500000.0,0.01715,0.0024300000000000003,0.81
509,27450,500000.0,0.01715,0.0024300000000000003,0.81
510,27500,500000.0,0.01715,0.0024300000000000003,0.81
511,27550,500000.0,0.01715,0.0024300000000000003,0.81
512,27600,500000.0,0.01715,0.0024300000000000003,0.81
513,27650,500000.0,0.01715,0.0024300000000000003,0.81
514,27700,500000.0,0.01715,0.0024300000000000003,0.81
515,27750,500000.0,0.01715,0.0024300000000000003,0.81
516,27800,500000.0,0.01715,0.0024300000000000003,0.81
517,27850,500000.0,0.01715,0.0024300000000000003,0.81
518,27900,500000.0,0.01715,0.0024300000000000003,0.81
519,27950,500000.0,0.01715,0.0024300000000000003,0.81
520,28000,500000.0,0.01715,0.0024300000000000003,0.81
521,28050,500000.0,0.01715,0.0024300000000000003,0.81
522,28100,500000.0,0.01715,0.0024300000000000003,0.81
523,28150,500000.0,0.01715,0.0024300000000000003,0.81
524,28200,500000.0,0.01715,0.0024300000000000003,0.81
525,28250,500000.0,0.01715,0.0024300000000000003,0.81
526,28300,500000.0,0.01715,0.0024300000000000003,0.81
527,28350,500000.0,0.01715,0.0024300000000000003,0.81
528,28400,500000.0,0.01715,0.0024300000000000003,0.81
529,28450,500000.0,0.01715,0.0024300000000000003,0.81
530,28500,500000.0,0.01715,0.0024300000000000003,0.81
531,28550,500000.0,0.01715,0.0024300000000000003,0.81
532,28600,500000.0,0.01715,0.0024300000000000003,0.81
533,28650,500000.0,0.01715,0.0024300000000000003,0.81
534,28700,500000.0,0.01715,0.0024300000000000003,0.81
535,28750,500000.0,0.01715,0.0024300000000000003,0.81
536,28800,500000.0,0.01715,0.0024300000000000003,0.81
537,28850,500000.0,0.01715,0.0024300000000000003,0.81
538,28900,500000.0,0.01715,0.0024300000000000003,0.81
539,28950,500000.0,0.01715,0.0024300000000000003,0.81
540,29000,500000.0,0.01715,0.0024300000000000003,0.81
541,29050,500000.0,0.01715,0.0024300000000000003,0.81
542,29100,500000.0,0.01715,0.0024300000000000003,0.81
543,29150,500000.0,0.01715,0.0024300000000000003,0.81
544,29200,500000.0,0.01715,0.0024300000000000003,0.81
545,29250,500000.0,0.01715,0.0024300000000000003,0.81
546,29300,500000.0,0.01715,0.0024300000000000003,0.81
547,29350,500000.0,0.01715,0.0024300000000000003,0.81
548,29400,500000.0,0.01715,0.0024300000000000003,0.81
549,29450,500000.0,0.01715,0.0024300000000000003,0.81
550,29500,500000.0,0.01715,0.0024300000000000003,0.81
551,29550,500000.0,0.01715,0.0024300000000000003,0.81
552,29600,500000.0,0.01715,0.0024300000000000003,0.81
553,29650,500000.0,0.01715,0.0024300000000000003,0.81
554,29700,500000.0,0.01715,0.0024300000000000003,0.81
555,29750,500000.0,0.01715,0.0024300000000000003,0.81
556,29800,500000.0,0.01715,0.0024300000000000003,0.81
557,29850,500000.0,0.01715,0.0024300000000000003,0.81
558,29900,500000.0,0.01715,0.0024300000000000003,0.81
559,29950,500000.0,0.01715,0.0024300000000000003,0.81
560,30000,500000.0,0.01715,0.0024300000000000003,0.81
561,30050,500000.0,0.01715,0.0024300000000000003,0.81
562,30100,500000.0,0.01715,0.0024300000000000003,0.81
563,30150,500000.0,0.01715,0.0024300000000000003,0.81
564,30200,500000.0,0.01715,0.0024300000000000003,0.81
565,30250,500000.0,0.01715,0.0024300000000000003,0.81
566,30300,500000.0,0.01715,0.0024300000000000003,0.81
567,30350,500000.0,0.01715,0.0024300000000000003,0.81
568,30400,500000.0,0.01715,0.0024300000000000003,0.81
569,30450,500000.0,0.01715,0.0024300000000000003,0.81
570,30500,500000.0,0.01715,0.0024300000000000003,0.81
571,30550,500000.0,0.01715,0.0024300000000000003,0.81
572,30600,500000.0,0.01715,0.0024300000000000003,0.81
573,30650,500000.0,0.01715,0.0024300000000000003,0.81
574,30700,500000.0,0.01715,0.0024300000000000003,0.81
575,30750,500000.0,0.01715,0.0024300000000000003,0.81
576,30800,500000.0,0.01715,0.0024300000000000003,0.81
577,30850,500000.0,0.01715,0.0024300000000000003,0.81
578,30900,500000.0,0.01715,0.0024300000000000003,0.81
579,30950,500000.0,0.01715,0.0024300000000000003,0.81
580,31000,500000.0,0.01715,0.0024300000000000003,0.81
581,31050,500000.0,0.01715,0.0024300000000000003,0.81
582,31100,500000.0,0.01715,0.0024300000000000003,0.81
583,31150,500000.0,0.01715,0.0024300000000000003,0.81
584,31200,500000.0,0.01715,0.0024300000000000003,0.81
585,31250,500000.0,0.01715,0.0024300000000000003,0.81
586,31300,500000.0,0.01715,0.0024300000000000003,0.81
587,31350,500000.0,0.01715,0.0024300000000000003,0.81
588,31400,500000.0,0.01715,0.0024300000000000003,0.81
589,31450,500000.0,0.01715,0.0024300000000000003,0.81
590,31500,500000.0,0.01715,0.0024300000000000003,0.81
591,31550,500000.0,0.01715,0.0024300000000000003,0.81
592,31600,500000.0,0.01715,0.0024300000000000003,0.81
593,31650,500000.0,0.01715,0.0024300000000000003,0.81
594,31700,500000.0,0.01715,0.0024300000000000003,0.81
595,31750,500000.0,0.01715,0.0024300000000000003,0.81
596,31800,500000.0,0.01715,0.0024300000000000003,0.81
597,31850,500000.0,0.01715,0.0024300000000000003,0.81
598,31900,500000.0,0.01715,0.0024300000000000003,0.81
599,31950,500000.0,0.01715,0.0024300000000000003,0.81
