,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
272,272,0.1,1410,2.25,100000.0,1685950000000.0,1556.0,1.5559999999999998,1410.0,0.2616947802839768,0.0313745409227591,0.0082806066317764,26233382000.0,,,,1.6158681291810372e-06,1.0554399446397963e-06
273,273,0.1,1415,2.25,100000.0,1686100000000.0,1574.0,1.574,1415.0,0.264330318182133,0.035956515869193,0.0090422691355448,26539214000.0,,,,1.640322449309905e-06,1.071144592658366e-06
274,274,0.1,1420,2.25,100000.0,1686240000000.0,1556.0,1.5559999999999998,1420.0,0.2608531416443371,0.0408916939546305,0.0091192804800215,26237894400.0,,,,1.6271902474881264e-06,1.0623661570355014e-06
275,275,0.1,1425,2.25,100000.0,1686380000000.0,1504.0,1.504,1425.0,0.2694368392634251,0.0331344067175929,0.0090955994893264,25363155200.0,,,,1.5784223419671569e-06,1.0301599148680372e-06
276,276,0.1,1430,2.25,100000.0,1686510000000.0,1550.0,1.55,1430.0,0.2661095011536753,0.0303725853902076,0.0083894074539933,26140905000.0,,,,1.63235243515473e-06,1.0650803060675696e-06
277,277,0.1,1435,2.25,100000.0,1686630000000.0,1489.0,1.489,1435.0,0.271527195486722,0.0335393095133934,0.0092514812327478,25113920700.0,,,,1.5737063413149134e-06,1.0263755187781867e-06
278,278,0.1,1440,2.25,100000.0,1686750000000.0,1481.0,1.481,1440.0,0.2686961583313046,0.0380821274213835,0.0086552518031454,24980767500.0,,,,1.5705862896704393e-06,1.024074753520405e-06
279,279,0.1,1445,2.25,100000.0,1686860000000.0,1545.0,1.545,1445.0,0.2714104134019905,0.0360124839392851,0.0089552458743289,26061987000.0,,,,1.6438919621116723e-06,1.071616739137139e-06
280,280,0.1,1450,2.25,100000.0,1686960000000.0,1514.0,1.514,1450.0,0.2788222697194147,0.0286257220737669,0.0094256423323482,25540574400.0,,,,1.6165182902789849e-06,1.0533498742112426e-06
281,281,0.1,1455,2.25,100000.0,1687060000000.0,1534.0,1.534,1455.0,0.2683484483372522,0.0392814934442073,0.0081962651217762,25879500400.0,,,,1.6434368337490114e-06,1.0704868120345227e-06
282,282,0.1,1460,2.25,100000.0,1687160000000.0,1567.0,1.567,1460.0,0.2782124129232252,0.0358068076427617,0.0083753815330876,26437797200.0,,,,1.6842889176296551e-06,1.0968265384439862e-06
283,283,0.1,1465,2.25,100000.0,1687250000000.0,1564.0,1.564,1465.0,0.274656222975104,0.0322562708692553,0.0082430790710683,26388590000.0,,,,1.686787543102426e-06,1.0979668428750044e-06
284,284,0.1,1470,2.25,100000.0,1687330000000.0,1485.0,1.485,1470.0,0.2717179839744866,0.0377672021619273,0.0079178873821115,25056850500.0,,,,1.6068326481893052e-06,1.0455951168826834e-06
285,285,0.1,1475,2.25,100000.0,1687410000000.0,1511.0,1.511,1475.0,0.2788532707166846,0.0309709569796847,0.0095218591937519,25496765100.000004,,,,1.640303362395293e-06,1.0669821331051238e-06
286,286,0.1,1480,2.25,100000.0,1687480000000.0,1506.0,1.506,1480.0,0.2789843707007233,0.0374747223654986,0.0082532157285921,25413448800.0,,,,1.6403047072793456e-06,1.0665327407556625e-06
287,287,0.1,1485,2.25,100000.0,1687550000000.0,1534.0,1.534,1485.0,0.2752558371462957,0.0340182400287964,0.0084957994143549,25887017000.0,,,,1.67620792649776e-06,1.0895415527650989e-06
288,288,0.1,1490,2.25,100000.0,1687610000000.0,1629.0,1.629,1490.0,0.2799458188025466,0.0361655953459389,0.0079941995806849,27491166900.0,,,,1.78594036597188e-06,1.1604055084209197e-06
289,289,0.1,1495,2.25,100000.0,1687670000000.0,1472.0,1.472,1495.0,0.2823416690293656,0.0362993768341855,0.0093457617752807,24842502400.0,,,,1.618930773847378e-06,1.0517904844565345e-06
290,290,0.1,1500,2.25,100000.0,1687720000000.0,1546.0,1.546,1500.0,0.2851984700747124,0.0344363234286483,0.0084957371978572,26092151200.0,,,,1.705615517113506e-06,1.1080646013377216e-06
291,291,0.1,1505,2.25,100000.0,1687770000000.0,1546.0,1.546,1505.0,0.2755826462779442,0.0396559888090399,0.0086183589407182,26092924200.0,,,,1.7110999314198148e-06,1.111424977637688e-06
292,292,0.1,1510,2.25,100000.0,1687810000000.0,1538.0,1.538,1510.0,0.2806196215922381,0.0328837508278923,0.0082467577185676,25958517800.0,,,,1.7075645689137732e-06,1.1090303035481595e-06
293,293,0.1,1515,2.25,100000.0,1687840000000.0,1446.0,1.4460000000000002,1515.0,0.2822035934317302,0.0363165990128839,0.007962100292376,24406166400.000004,,,,1.6103514724445697e-06,1.0457940520493884e-06
294,294,0.1,1520,2.25,100000.0,1687870000000.0,1474.0,1.474,1520.0,0.2810744593968677,0.0320499080198667,0.0080639828520619,24879203800.0,,,,1.646677869080078e-06,1.0692270976947275e-06
295,295,0.1,1525,2.25,100000.0,1687900000000.0,1513.0,1.513,1525.0,0.2848314761197743,0.0322420491643987,0.0079720813383963,25537927000.0,,,,1.695400067692402e-06,1.104175670709298e-06
296,296,0.1,1530,2.25,100000.0,1687920000000.0,1522.0,1.522,1530.0,0.2884948628241783,0.0372281077397458,0.0089431902967578,25690142400.0,,,,1.7108451932283617e-06,1.1175166125818886e-06
297,297,0.1,1535,2.25,100000.0,1687930000000.0,1496.0,1.496,1535.0,0.286816127963761,0.0409032097956864,0.0089349609703495,25251432800.0,,,,1.6866899601162854e-06,1.1014993849401954e-06
298,298,0.1,1540,2.25,100000.0,1687940000000.0,1534.0,1.534,1540.0,0.2887603082911549,0.0357723573826145,0.0079432049802642,25892999600.0,,,,1.734602643905165e-06,1.1326474195777888e-06
299,299,0.1,1545,2.25,100000.0,1687950000000.0,1502.0,1.502,1545.0,0.2925442224750181,0.0354069164789321,0.0081235418575143,25353009000.0,,,,1.7035658641914571e-06,1.1120765070467015e-06
300,300,0.1,1550,2.25,100000.0,1687950000000.0,1477.0,1.477,1550.0,0.2913393466877827,0.041354046467651,0.0092759875134246,24931021500.0,,,,1.680136995763678e-06,1.096582458038636e-06
301,301,0.1,1555,2.25,100000.0,1687950000000.0,1455.0,1.455,1555.0,0.2922954698219591,0.0350972021410735,0.0076626453883852,24559672500.0,,,,1.6598384502033551e-06,1.0831669162188326e-06
302,302,0.1,1560,2.25,100000.0,1687940000000.0,1449.0,1.4489999999999998,1560.0,0.2965844634201993,0.0340437926546206,0.0082165742688111,24458250600.0,,,,1.6579322379862504e-06,1.0816156673020027e-06
303,303,0.1,1565,2.25,100000.0,1687920000000.0,1429.0,1.429,1565.0,0.291938255630617,0.0335337233640496,0.0089202236352409,24120376800.0,,,,1.6397252124451066e-06,1.0695117125665664e-06
304,304,0.1,1570,2.25,100000.0,1687900000000.0,1422.0,1.422,1570.0,0.29330221462409,0.0356383785772805,0.0086426003618681,24001938000.0,,,,1.636464024704066e-06,1.067099014346877e-06
305,305,0.1,1575,2.25,100000.0,1687880000000.0,1433.0,1.433,1575.0,0.2925259423316197,0.0440104521029148,0.0062990804807457,24187320400.0,,,,1.6536840248184145e-06,1.078152201675578e-06
306,306,0.1,1580,2.25,100000.0,1687850000000.0,1452.0,1.452,1580.0,0.2955130248765164,0.0357549211509645,0.0071569833157953,24507582000.0,,,,1.6802791766905725e-06,1.095291346746874e-06
307,307,0.1,1585,2.25,100000.0,1687820000000.0,1417.0,1.417,1585.0,0.2982479127121287,0.0305536315844535,0.0077146503797521,23916409400.0,,,,1.6445113657201183e-06,1.0716149403399035e-06
308,308,0.1,1590,2.25,100000.0,1687780000000.0,1400.0,1.4,1590.0,0.2948971414073794,0.0266102141768335,0.0087197075690426,23628920000.000004,,,,1.6292668004628178e-06,1.0614587076834615e-06
309,309,0.1,1595,2.25,100000.0,1687730000000.0,1352.0,1.352,1595.0,0.3031606315610057,0.0296614015631434,0.0077519490551311,22818109600.0,,,,1.5776075509471002e-06,1.0276275284681365e-06
310,310,0.1,1600,2.25,100000.0,1687690000000.0,1358.0,1.358,1600.0,0.3000135787791321,0.0276682821902792,0.0072328753753384,22918830200.0,,,,1.589009750734408e-06,1.0347802424543425e-06
311,311,0.1,1605,2.25,100000.0,1687630000000.0,1309.0,1.309,1605.0,0.3036393911001582,0.0320733538214469,0.0080827660974101,22091076700.0,,,,1.5357245203126231e-06,9.998903161563356e-07
312,312,0.1,1610,2.25,100000.0,1687580000000.0,1287.0,1.287,1610.0,0.2945797448447898,0.0346443631813203,0.0077586355542059,21719154600.0,,,,1.513900635142793e-06,9.855096580983278e-07
313,313,0.1,1615,2.25,100000.0,1687520000000.0,1295.0,1.295,1615.0,0.3027665635617333,0.03554785712755,0.007883924825664,21853384000.0,,,,1.527422042210101e-06,9.940246761959997e-07
314,314,0.1,1620,2.25,100000.0,1687450000000.0,1366.0,1.366,1620.0,0.298256856488887,0.0308860065460388,0.0082770703022653,23050567000.0,,,,1.615308189450704e-06,1.0510495189457843e-06
315,315,0.1,1625,2.25,100000.0,1687380000000.0,1301.0,1.3010000000000002,1625.0,0.3076560623781026,0.0329960290034218,0.0084015260072184,21952813800.000004,,,,1.5426149377301254e-06,1.0033989519367233e-06
316,316,0.1,1630,2.25,100000.0,1687300000000.0,1274.0,1.274,1630.0,0.3056563231845444,0.0357769270583186,0.0080861619937827,21496202000.0,,,,1.514447001463506e-06,9.848941853485997e-07
317,317,0.1,1635,2.25,100000.0,1687230000000.0,1260.0,1.26,1635.0,0.3073566511006509,0.0338478551295666,0.0076358275649399,21259098000.0,,,,1.5015572369681015e-06,9.76327777152685e-07
318,318,0.1,1640,2.25,100000.0,1687140000000.0,1164.0,1.164,1640.0,0.2994466520087808,0.0365615506411761,0.007534588637404,19638309600.0,,,,1.390701500862818e-06,9.040247109081536e-07
319,319,0.1,1645,2.25,100000.0,1687050000000.0,1138.0,1.138,1645.0,0.3108881884744129,0.0433982660175833,0.0077806266725757,19198629000.0,,,,1.3630018133771205e-06,8.858357211079274e-07
320,320,0.1,1650,2.25,100000.0,1686960000000.0,1116.0,1.116,1650.0,0.3107892830638232,0.0306802959161734,0.0086316546270207,18826473600.0,,,,1.3398967464784816e-06,8.706850055035007e-07
321,321,0.1,1655,2.25,100000.0,1686860000000.0,1123.0,1.123,1655.0,0.3121702833282858,0.0399002379255309,0.0075187909969345,18943437800.0,,,,1.351653713539433e-06,8.780923637442407e-07
322,322,0.1,1660,2.25,100000.0,1686760000000.0,1214.0,1.214,1660.0,0.3107809616714453,0.0282511670269574,0.0075520545473723,20477266400.0,,,,1.4646928370691118e-06,9.513601620501574e-07
323,323,0.1,1665,2.25,100000.0,1686660000000.0,1114.0,1.114,1665.0,0.3186121328682708,0.0364225932032661,0.0087438242180201,18789392400.0,,,,1.3474096077727897e-06,8.748957517990888e-07
324,324,0.1,1670,2.25,100000.0,1686550000000.0,1056.0,1.056,1670.0,0.3190059876801044,0.041766691960905,0.0084122590868986,17809968000.0,,,,1.2801515249677603e-06,8.311501253027567e-07
325,325,0.1,1675,2.25,100000.0,1686430000000.0,1024.0,1.024,1675.0,0.3159383436215829,0.0304939787219614,0.007089052902788,17269043200.0,,,,1.2442456046736262e-06,8.076760698091543e-07
326,326,0.1,1680,2.25,100000.0,1686320000000.0,1032.0,1.032,1680.0,0.3203929479199154,0.0335215487700543,0.0083750272720115,17402822400.0,,,,1.256971625335496e-06,8.157241612059509e-07
327,327,0.1,1685,2.25,100000.0,1686190000000.0,995.0,0.995,1685.0,0.3206671069275713,0.0371563874150394,0.0081601074573605,16777590500.000002,,,,1.214694235762204e-06,7.881169145348129e-07
328,328,0.1,1690,2.25,100000.0,1686070000000.0,958.0,0.958,1690.0,0.3149074189220247,0.0324576412262942,0.0071519213349984,16152550600.0,,,,1.172124375570949e-06,7.60399139448833e-07
329,329,0.1,1695,2.25,100000.0,1685940000000.0,959.0,0.959,1695.0,0.3197397625948492,0.0330228872661088,0.0064219353057718,16168164600.0,,,,1.1760260708003184e-06,7.627446166619884e-07
330,330,0.1,1700,2.25,100000.0,1685800000000.0,975.0,0.975,1700.0,0.3281118589009396,0.0312555032829273,0.0090649255295093,16436550000.0,,,,1.1982685172463795e-06,7.77049994090533e-07
331,331,0.1,1705,2.25,100000.0,1685660000000.0,949.0,0.949,1705.0,0.3219247941809995,0.0300539865076065,0.0087610209156122,15996913400.000002,,,,1.168817602747864e-06,7.578404674882928e-07
332,332,0.1,1710,2.25,100000.0,1685520000000.0,844.0,0.844,1710.0,0.3220011963973529,0.0324628731374552,0.0083125901164171,14225788800.0,,,,1.0417955900355625e-06,6.753410366206812e-07
333,333,0.1,1715,2.25,100000.0,1685380000000.0,770.0,0.77,1715.0,0.3238840655079234,0.0413523282711985,0.0066796891029843,12977426000.0,,,,9.525113960188106e-07,6.17334754087443e-07
334,334,0.1,1720,2.25,100000.0,1685220000000.0,829.0,0.8290000000000001,1720.0,0.3223117095869826,0.0346042748095739,0.0074324698782409,13970473800.000002,,,,1.0277336966172477e-06,6.659329322935535e-07
335,335,0.1,1725,2.25,100000.0,1685070000000.0,752.0,0.752,1725.0,0.3171881981287868,0.0318800063688337,0.0075715458934821,12671726400.0,,,,9.342011630807696e-07,6.052399088681598e-07
336,336,0.1,1730,2.25,100000.0,1684910000000.0,788.0,0.788,1730.0,0.3260082940020672,0.0311647865444952,0.0066466333016209,13277090800.0,,,,9.808949771670358e-07,6.354316809127717e-07
337,337,0.1,1735,2.25,100000.0,1684750000000.0,730.0,0.73,1735.0,0.3187980044393662,0.0282204337751248,0.0077506056580837,12298675000.0,,,,9.10587311181306e-07,5.897612648145529e-07
338,338,0.1,1740,2.25,100000.0,1684580000000.0,671.0,0.6709999999999999,1740.0,0.3300117585815091,0.0309642993648764,0.0068745847905915,11303531799.999998,,,,8.386260168969448e-07,5.431074199887568e-07
339,339,0.1,1745,2.25,100000.0,1684410000000.0,723.0,0.7230000000000001,1745.0,0.3234598136616502,0.0345718317753093,0.0060426182711175,12178284300.000002,,,,9.053724989673996e-07,5.863994096658787e-07
340,340,0.1,1750,2.25,100000.0,1684240000000.0,654.0,0.654,1750.0,0.3212288034513751,0.0361643995163261,0.0072999473395467,11014929600.0,,,,8.205828152702807e-07,5.315290472950475e-07
341,341,0.1,1755,2.25,100000.0,1684060000000.0,653.0,0.653,1755.0,0.3333760343467823,0.0350488354665919,0.0075704189850764,10996911800.0,,,,8.209009540856875e-07,5.317835613391169e-07
342,342,0.1,1760,2.25,100000.0,1683880000000.0,672.0,0.672,1760.0,0.3242309173290476,0.0324621611156108,0.007931013541779,11315673600.0,,,,8.464324520602366e-07,5.483595551355674e-07
343,343,0.1,1765,2.25,100000.0,1683690000000.0,639.0,0.639,1765.0,0.3344799400679851,0.037968488507087,0.0080260616985671,10758779100.0,,,,8.063014463082886e-07,5.22466120831573e-07
344,344,0.1,1770,2.25,100000.0,1683510000000.0,579.0,0.579,1770.0,0.3331873589698442,0.0395154323434388,0.0070906592566766,9747522900.0,,,,7.319203076920677e-07,4.743527891732485e-07
345,345,0.1,1775,2.25,100000.0,1683310000000.0,610.0,0.61,1775.0,0.3305857675675682,0.03271938884692,0.0077340595074031,10268191000.0,,,,7.725517249475159e-07,5.007188312226617e-07
346,346,0.1,1780,2.25,100000.0,1683120000000.0,580.0,0.58,1780.0,0.3415875308389894,0.0387922663664923,0.0081153491094549,9762096000.0,,,,7.358474004835363e-07,4.770212121360195e-07
347,347,0.1,1785,2.25,100000.0,1682920000000.0,528.0,0.528,1785.0,0.329900199321864,0.0347397203270799,0.0059488652064816,8885817600.0,,,,6.710159991918454e-07,4.3508449214618666e-07
348,348,0.1,1790,2.25,100000.0,1682710000000.0,527.0,0.527,1790.0,0.3304081422757115,0.0335875567293887,0.0077896871232338,8867881700.0,,,,6.70926992456218e-07,4.350903850022324e-07
349,349,0.1,1795,2.25,100000.0,1682510000000.0,468.0,0.468,1795.0,0.3433656350357287,0.030432245433932,0.0083233454203153,7874146800.0,,,,5.96818215097975e-07,3.871043082618239e-07
350,350,0.1,1800,2.25,100000.0,1682290000000.0,472.0,0.472,1800.0,0.3418431793087883,0.0363312363213513,0.0096333687283729,7940408800.000001,,,,6.028757696333496e-07,3.911415820222063e-07
351,351,0.1,1805,2.25,100000.0,1682080000000.0,426.0,0.426,1805.0,0.336463554105584,0.0421371088298478,0.0071582696308182,7165660800.0,,,,5.450461981396277e-07,3.536746591907446e-07
352,352,0.1,1810,2.25,100000.0,1681860000000.0,431.0,0.4309999999999999,1810.0,0.3392166351136495,0.0372456475293499,0.0076746139368957,7248816599.999999,,,,5.523311034067197e-07,3.584867214622711e-07
353,353,0.1,1815,2.25,100000.0,1681640000000.0,416.0,0.416,1815.0,0.3285057286547733,0.0376570819888714,0.0060714210087568,6995622400.0,,,,5.33982274323909e-07,3.466354037113198e-07
354,354,0.1,1820,2.25,100000.0,1681410000000.0,431.0,0.4309999999999999,1820.0,0.346526376465469,0.0378007359196186,0.0076277837893483,7246877099.999999,,,,5.540929487671338e-07,3.597822056954483e-07
355,355,0.1,1825,2.25,100000.0,1681190000000.0,399.0,0.3989999999999999,1825.0,0.3461096892939675,0.0339221986214293,0.0097985782189207,6707948099.999999,,,,5.13707293684095e-07,3.336631905670278e-07
356,356,0.1,1830,2.25,100000.0,1680950000000.0,362.0,0.362,1830.0,0.355242175041344,0.0381679465378765,0.0080590410873487,6085039000.0,,,,4.667987506721104e-07,3.032587775036754e-07
357,357,0.1,1835,2.25,100000.0,1680720000000.0,358.0,0.358,1835.0,0.3448078410256792,0.0325034996090422,0.0055526213323437,6016977600.0,,,,4.623080320668538e-07,3.004305304862979e-07
358,358,0.1,1840,2.25,100000.0,1680480000000.0,353.0,0.353,1840.0,0.3428321542615686,0.0382525812929431,0.0064866917190397,5932094400.000001,,,,4.630263863993873e-07,2.967501275625057e-07
359,359,0.1,1845,2.25,100000.0,1680240000000.0,326.0,0.326,1845.0,0.336224127423483,0.0348427969080194,0.0062346971687984,5477582400.0,,,,4.287115204767766e-07,2.7452012449068574e-07
360,360,0.1,1850,2.25,100000.0,1679990000000.0,287.0,0.287,1850.0,0.355386745500698,0.0344688113326895,0.0050206555547467,4821571300.000001,,,,3.784333404905625e-07,2.4209050330381e-07
361,361,0.1,1855,2.25,100000.0,1679740000000.0,310.0,0.31,1855.0,0.338311685527023,0.0257655682314976,0.0065271103568588,5207194000.0,,,,4.098354695875985e-07,2.619286526292492e-07
362,362,0.1,1860,2.25,100000.0,1679490000000.0,278.0,0.2779999999999999,1860.0,0.3570611568677241,0.0343380156749787,0.0090396625004138,4668982199.999999,,,,3.685769819596386e-07,2.3528432775650066e-07
363,363,0.1,1865,2.25,100000.0,1679230000000.0,255.0,0.255,1865.0,0.3387890904592892,0.0245135556482691,0.0069704336782155,4282036500.0,,,,3.389651397076307e-07,2.161727600411947e-07
364,364,0.1,1870,2.25,100000.0,1678970000000.0,235.0,0.235,1870.0,0.3616259830669215,0.0386082311563561,0.0072040520666561,3945579500.000001,,,,3.132631911926323e-07,1.995458154636673e-07
365,365,0.1,1875,2.25,100000.0,1678710000000.0,246.0,0.246,1875.0,0.368080689855556,0.0355081763968117,0.0087120117781449,4129626600.0,,,,3.287772776848713e-07,2.092226700341221e-07
366,366,0.1,1880,2.25,100000.0,1678450000000.0,262.0,0.262,1880.0,0.3519809149613898,0.0276035119593958,0.0071835430157018,4397539000.0,,,,3.5106704252556054e-07,2.2319020864737025e-07
367,367,0.1,1885,2.25,100000.0,1678180000000.0,222.0,0.222,1885.0,0.3394636125679287,0.0323653326678973,0.0062927574796569,3725559600.000001,,,,2.983134471675575e-07,1.8941372420420057e-07
368,368,0.1,1890,2.25,100000.0,1677910000000.0,218.0,0.218,1890.0,0.3560759481955324,0.033649017291296,0.0069765176633957,3657843800.0,,,,2.936792760371733e-07,1.8629486572242e-07
369,369,0.1,1895,2.25,100000.0,1677630000000.0,182.0,0.182,1895.0,0.3576690507946737,0.0477982684026225,0.0058899828371615,3053286600.0,,,,2.458079275400565e-07,1.5577118631097238e-07
370,370,0.1,1900,2.25,100000.0,1677350000000.0,183.0,0.183,1900.0,0.3654279988377341,0.0318963329806278,0.0040009842951654,3069550500.0,,,,2.478440468685383e-07,1.5686983518589497e-07
371,371,0.1,1905,2.25,100000.0,1677070000000.0,164.0,0.164,1905.0,0.3413242214867468,0.0359111492855094,0.0054377905780042,2750394800.0,,,,2.226757236529648e-07,1.4079606441903088e-07
372,372,0.1,1910,2.25,100000.0,1676780000000.0,158.0,0.158,1910.0,0.3467307960183975,0.0318483773665735,0.0056532121197391,2649312400.0,,,,2.151197839534069e-07,1.358503309967849e-07
373,373,0.1,1915,2.25,100000.0,1676500000000.0,154.0,0.154,1915.0,0.3662517303017022,0.0441461682887549,0.0064490951735578,2581810000.0,,,,2.102033360375833e-07,1.3260860632582413e-07
374,374,0.1,1920,2.25,100000.0,1676210000000.0,128.0,0.128,1920.0,0.3840721599956125,0.0440249741750615,0.0068454611954897,2145548800.0,,,,1.751535339408909e-07,1.1038420340482893e-07
375,375,0.1,1925,2.25,100000.0,1675910000000.0,141.0,0.141,1925.0,0.3728745777172474,0.0302304327686849,0.0053368769583696,2363033100.0,,,,1.9346141385208733e-07,1.2177193461613776e-07
376,376,0.1,1930,2.25,100000.0,1675610000000.0,133.0,0.133,1930.0,0.3716056678658466,0.0128659879278068,0.0060560976855159,2228561300.0,,,,1.8293989781487565e-07,1.1503023686750597e-07
377,377,0.1,1935,2.25,100000.0,1675310000000.0,123.0,0.123,1935.0,0.357482729770373,0.0344335001543478,0.0060568312706094,2060631300.0,,,,1.6960572900689057e-07,1.065333150662269e-07
378,378,0.1,1940,2.25,100000.0,1675010000000.0,125.0,0.125,1940.0,0.3631583233725036,0.0247508152511325,0.0063464284033884,2093762500.0,,,,1.728235396853139e-07,1.084205007379023e-07
379,379,0.1,1945,2.25,100000.0,1674700000000.0,99.0,0.099,1945.0,0.3796458799370111,0.0434966246052579,0.0074224447593452,1657953000.0,,,,1.372139529505811e-07,8.598872986689003e-08
380,380,0.1,1950,2.25,100000.0,1674390000000.0,108.0,0.108,1950.0,0.3610491506487371,0.0259354679661806,0.0066434244729428,1808341200.0,,,,1.500562703821454e-07,9.39368746948147e-08
381,381,0.1,1955,2.25,100000.0,1674080000000.0,101.0,0.101,1955.0,0.3681065194485253,0.0271959010704743,0.0078029466097027,1690820800.0,,,,1.4070124750655268e-07,8.79682843586115e-08
382,382,0.1,1960,2.25,100000.0,1673770000000.0,96.0,0.096,1960.0,0.3643760117143149,0.0395749024948074,0.0063043631999487,1606819200.0,,,,1.340631382552519e-07,8.372774738158514e-08
383,383,0.1,1965,2.25,100000.0,1673450000000.0,93.0,0.093,1965.0,0.3982892471969196,0.047801273899162,0.0061931835252278,1556308500.0,,,,1.302143801825296e-07,8.121975085717864e-08
384,384,0.1,1970,2.25,100000.0,1673130000000.0,75.0,0.075,1970.0,0.3659288989951711,0.0419397776606967,0.0069129967892252,1254847500.0,,,,1.0526659174103637e-07,6.558756350483997e-08
385,385,0.1,1975,2.25,100000.0,1672800000000.0,72.0,0.072,1975.0,0.3831792305244107,0.0388507918367802,0.0068007959708584,1204416000.0000002,,,,1.0129624397015436e-07,6.304621617801788e-08
386,386,0.1,1980,2.25,100000.0,1672470000000.0,70.0,0.0699999999999999,1980.0,0.3589410924592222,0.0403448522067468,0.0065990598361905,1170728999.9999998,,,,9.87420162483791e-08,6.137504587155963e-08
387,387,0.1,1985,2.25,100000.0,1672140000000.0,56.0,0.0559999999999999,1985.0,0.3950519567652487,0.0443692201682746,0.0064373628190926,936398400.0,,,,7.918044404824736e-08,4.916303001029044e-08
388,388,0.1,1990,2.25,100000.0,1671810000000.0,62.0,0.062,1990.0,0.3363192346658787,0.0416499214976643,0.006424593202245,1036522200.0,,,,8.787083986722174e-08,5.450044693089922e-08
389,389,0.1,1995,2.25,100000.0,1671480000000.0,51.0,0.051,1995.0,0.3519709949545199,0.0383842599156659,0.0069360675524923,852454800.0000001,,,,7.24699568371111e-08,4.488742269344083e-08
390,390,0.1,2000,2.25,100000.0,1671140000000.0,54.0,0.054,2000.0,0.3558779488430534,0.0427645701850506,0.0065562866133239,902415600.0,,,,7.691245260643102e-08,4.75874768632042e-08
391,391,0.1,2005,2.25,100000.0,1670800000000.0,59.0,0.059,2005.0,0.3477131251329193,0.0415492860139418,0.0060834776831575,985772000.0,,,,8.423903043862691e-08,5.2056853317279646e-08
392,392,0.1,2010,2.25,100000.0,1670450000000.0,46.0,0.046,2010.0,0.3669775571736134,0.032631134868213,0.0060706604223209,768407000.0,,,,6.583821465023505e-08,4.06358146126835e-08
393,393,0.1,2015,2.25,100000.0,1670110000000.0,34.0,0.034,2015.0,0.3398452499583653,0.0403060284383313,0.0059830920522213,567837400.0,,,,4.8782078289016295e-08,3.007095706512385e-08
394,394,0.1,2020,2.25,100000.0,1669760000000.0,35.0,0.0349999999999999,2020.0,0.4068132166479292,0.0421478367658841,0.0064768884478859,584415999.9999999,,,,5.0339746731350724e-08,3.099215671716984e-08
395,395,0.1,2025,2.25,100000.0,1669400000000.0,28.0,0.0279999999999999,2025.0,0.4126138207627099,0.0344277592619282,0.0074338021102281,467432000.0,,,,4.036404262163958e-08,2.482234176442162e-08
396,396,0.1,2030,2.25,100000.0,1669050000000.0,23.0,0.023,2030.0,0.3809741989884374,0.0349464154234227,0.0049012421274855,383881500.0,,,,3.323253068653711e-08,2.041347386109235e-08
397,397,0.1,2035,2.25,100000.0,1668690000000.0,11.0,0.011,2035.0,0.4086681468783208,0.0388828779441739,0.0080399119308609,183555900.00000003,,,,1.593211962637761e-08,9.773983562344083e-09
398,398,0.1,2040,2.25,100000.0,1668330000000.0,6.0,0.006,2040.0,0.3301118403493881,0.0391988384780288,0.0057036349429134,100099800.0,,,,8.711248317843825e-09,5.337289653848615e-09
399,399,0.1,2045,2.25,100000.0,1667970000000.0,13.0,0.013,2045.0,0.3989667276737139,0.0437088554584155,0.0045998033070017,216836100.0,,,,1.891927062920629e-08,1.1576693503609105e-08
400,400,0.1,2050,2.25,100000.0,1667600000000.0,8.0,0.008,2050.0,0.3359715051446591,0.0531658562306541,0.0055102015590221,133408000.0,,,,1.1670332204303748e-08,7.131829359563777e-09
401,401,0.1,2055,2.25,100000.0,1667230000000.0,34.0,0.034,2055.0,0.3903009006798418,0.0422010769995084,0.0064988226933461,566858200.0,,,,4.971600505848189e-08,3.0341992153000434e-08
402,402,0.1,2060,2.25,100000.0,1666860000000.0,18.0,0.018,2060.0,0.4541628528882429,0.040637716578268,0.0082264418353217,300034800.00000006,,,,2.638254958812747e-08,1.608024181878598e-08
403,403,0.1,2065,2.25,100000.0,1666490000000.0,20.0,0.02,2065.0,0.3403892375088578,0.048849468712847,0.0059942839555277,333298000.0,,,,2.937949936194597e-08,1.7885111749081055e-08
404,404,0.1,2070,2.25,100000.0,1666110000000.0,23.0,0.023,2070.0,0.3919343128214149,0.0391430889464951,0.0055143303524033,383205300.0,,,,3.3861981359207594e-08,2.058870967741936e-08
405,405,0.1,2075,2.25,100000.0,1665730000000.0,24.0,0.024,2075.0,0.3905606570441794,0.0431710073465794,0.0059004911739632,399775200.0,,,,3.541660845747892e-08,2.1505372642156482e-08
406,406,0.1,2080,2.25,100000.0,1665350000000.0,9.0,0.009,2080.0,0.384825242490824,0.0373313292949946,0.0082730681498635,149881500.00000003,,,,1.3312274345873761e-08,8.072597715264427e-09
