,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,PhotonFlux13,PhotonFlux15,PhotonFlux17,PhotonFlux19,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,FluxPerMilPerBwAbs13,FluxPerMilPerBwAbs15,FluxPerMilPerBwAbs17,FluxPerMilPerBwAbs19,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,AXUVCurrentAmp13,AXUVCurrentAmp15,AXUVCurrentAmp17,AXUVCurrentAmp19,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11,GaAsPCurrentAmp13,GaAsPCurrentAmp15,GaAsPCurrentAmp17,GaAsPCurrentAmp19
52,52,0.02,1540,2,100000.0,1.66576883018961,,2776.6,0.4355997037689845,1540.0,0.073335438720619,0.0162949342172914,0.0071487249398232,7666554786334.127,7492314904826.534,5401436326735.408,4077213227277.6953,3149385858249.758,2461138326294.7627,1942774678809.671,1537666954304.516,1224035167590.8467,975743336442.5254,21.19517142478286,9.234904546766936,162534320023098.06,158840358204391.3,114512816379910.0,86438706557738.52,66768359873124.92,52177210689233.18,41187674278580.52,32599213050087.28,25950081776415.09,20686186184757.93,0.0005135915655757,0.0005019190299945,0.0003618486030193,0.0002731373326016,0.0002109810806314,0.0001648745650853,0.000130148771731,0.0001030101265046,8.199956245841768e-05,6.536619925510877e-05,0.0003353610485434,0.0003277392065311,0.0002362771023828,0.000178351103089,0.0001377647943732,0.0001076585184244,8.49835384377344e-05,6.7262755759014e-05,5.354344013677885e-05,4.268231526917602e-05
53,53,0.02,1560,2,100000.0,1.67662025268967,,2795.1,0.453760783652603,1560.0,0.0757632345650563,0.0165451507244463,0.0073391046580392,7804685478824.771,7804685478824.771,5626633717292.276,4247200934988.364,3280690465808.32,2563748427637.2065,2023773095090.6091,1601775566293.6885,1275067802063.8142,1016424155381.8308,20.65826649912764,9.375381905481584,161256568774283.2,161256568774283.2,116254735627971.6,87753574635307.61,67784011176631.84,52970907765970.95,41814203298447.86,33095098126349.98,26344823154403.246,21000855468278.742,0.0005290500892441,0.0005290500892441,0.0003814082038736,0.0002879016764723,0.0002223855898392,0.0001737868025714,0.00013718391849,0.0001085783031994,8.643202039396347e-05,6.889954650621999e-05,0.0003451461116462,0.0003451461116462,0.0002488262665356,0.0001878236979656,0.0001450817666977,0.0001133764843488,8.949718941526704e-05,7.083521942508804e-05,5.638724265849785e-05,4.4949261051613946e-05
54,54,0.02,1580,2,100000.0,1.68872777614473,,2798.7,0.469482168977069,1580.0,0.0781450272622805,0.0167942630456629,0.0070177013721905,7887300438814.761,8028145089507.883,5821578895315.657,4394353101625.368,3394356081704.2104,2652574254720.4404,2093890473637.7285,1657272056489.0542,1319244894825.5642,1051640058508.6348,20.330733896862416,9.54989364905771,160438213304169.56,163303181398886.84,118418681248315.6,89387004555180.16,69045731082687.25,53956899117176.055,42592525674797.39,33711124581173.71,26835201153852.164,21391761773889.277,0.0005407659836715,0.0005504225190942,0.0003991367974718,0.0003012839051884,0.0002327225036871,0.0001818647504609,0.0001435604932841,0.0001136252334738,9.044954845936004e-05,7.210213115621585e-05,0.0003524987458911,0.0003587933663535,0.0002601776457768,0.000196392158425,0.0001517003531424,0.000118548685374,9.358002420684005e-05,7.406670077357517e-05,5.895961166395078e-05,4.6999832785498136e-05
55,55,0.02,1600,2,100000.0,1.69972180784833,,2782.9,0.4822227028248444,1600.0,0.0800425409210674,0.0162393631977787,0.0072265270695213,7956674596609.935,8197785948022.356,5979561515028.072,4513604498440.544,3486470141423.626,2724558270960.372,2150713254598.8064,1702246140971.701,1355045794937.813,1080178854327.6516,20.037020124279856,9.662484587291116,159430995690303.4,164262237983948.94,119814808882409.84,90440855737044.84,69859763566114.766,54593037918194.8,43094681259318.375,34108570593137.64,27151581690288.035,21643965475532.1,0.0005516526544811,0.0005683694015866,0.0004145753282161,0.0003129375058147,0.0002417241631453,0.0001888992422919,0.0001491133841809,0.0001180202345647,9.39481187328593e-05,7.48910270325996e-05,0.0003592421426556,0.0003701282681906,0.0002699759132685,0.0002037882700155,0.0001574133752363,0.0001230132185456,9.71042397723912e-05,7.685604627725132e-05,6.118002550682046e-05,4.876984239689603e-05
56,56,0.02,1620,2,100000.0,1.7120423565671,,2764.5,0.4945508840207652,1620.0,0.0802713399422372,0.0158638349683493,0.0073591230831785,7912814144332.245,8357909939950.935,6132430961857.49,4628996274434.363,3575602891470.134,2794212494717.324,2205696942732.6133,1745764620593.3015,1389687984098.3508,1107793980206.5144,20.296889346633264,10.048066753902296,160769068062436.78,169812328140948.8,124596027748388.48,94049904816525.5,72647522630713.62,56771577159547.98,44814377722404.24,35469675641275.11,28235067578465.457,22507669528741.145,0.0005545040817842,0.0005856949363845,0.0004297406633827,0.0003243848878437,0.0002505665319562,0.00019580925388,0.0001545680127973,0.0001223374630435,9.7384779363352e-05,7.763057144979444e-05,0.0003608049858342,0.0003811002662874,0.0002796238640215,0.000211070916713,0.0001630387529738,0.0001274092606227,0.0001005743898012,7.960259999969457e-05,6.336637563715065e-05,5.051269801680335e-05
57,57,0.02,1640,2,100000.0,1.72316997258232,,2821.0,0.5209661497050943,1640.0,0.0769452345704621,0.0168431218583661,0.0073745552161351,8179168550369.981,8752231315045.584,6459980256343.169,4876243161239.682,3766585262367.831,2943458745833.782,2323509027684.7207,1839010508458.983,1463914880671.315,1166964175339.4111,21.43490538971585,11.170421908842425,175375623968826.06,187663088068552.75,138513231669646.08,104555149066765.1,80762150400930.73,63112883784959.7,49820081713437.23,39431589338213.766,31388885563847.21,25021745075807.035,0.0005792139043784,0.0006197957702903,0.0004574683066428,0.0003453147863045,0.000266733536857,0.0002084432203654,0.0001645410199699,0.0001302308969716,0.000103668221102,8.263943603871382e-05,0.0003765176654622,0.0004028978840614,0.0002973770096644,0.0002244716782628,0.0001733899822478,0.0001354983955325,0.0001069597954115,8.465651968673966e-05,6.738946751267377e-05,5.371971787487163e-05
58,58,0.02,1660,2,100000.0,1.73570025312257,,2796.5,0.53307939013961,1660.0,0.0806032868713372,0.0161802925250576,0.0073278123963263,8102806730122.073,8902425815331.488,6610184437731.164,4989623091706.75,3854163990709.381,3011898554288.7964,2377534080022.661,1881770247192.8235,1497953086292.3042,1194097833912.7266,20.712018453052444,11.041203059723165,167826286507792.1,184388091097376.88,136910917940567.23,103345660639008.84,79827898121798.48,62382797287435.89,49243765646365.32,38975446800822.78,31025780597822.094,24732294853779.89,0.000579575552026,0.000636770507818,0.0004728116345475,0.0003568965241423,0.0002756796869176,0.0002154343334833,0.0001700596685549,0.0001345987959638,0.0001071452171837,8.54111339827914e-05,0.0003764510053856,0.0004136007756539,0.0003071047675514,0.0002318145664742,0.0001790618926932,0.0001399308013439,0.0001104586502644,8.742579269811763e-05,6.95939029693231e-05,5.547699026736076e-05
59,59,0.02,1680,2,100000.0,1.74696458987926,,2813.9,0.5510026836504976,1680.0,0.0769970832413491,0.0157100949075597,0.0072608156946692,8209939986392.417,9146644548598.26,6832433277266.171,5157385118968.658,3983749402793.0986,3113165162625.3115,2457471969081.22,1945039473286.2568,1548317541057.8987,1234246011377.1147,21.846150433677,12.03782949315492,179363659448008.28,199827969586371.7,149269085715121.0,112674084055930.05,87033507235510.05,68013736636325.3,53688719539470.94,42493538110836.88,33826300875765.324,26964738064667.02,0.0005929878137813,0.0006606441415282,0.0004934932141536,0.0003725077810062,0.0002877383821234,0.0002248577951587,0.0001774983657358,0.0001404863746743,0.0001118319299815,8.91471612664705e-05,0.0003848253033341,0.0004287315459964,0.000320257299419,0.0002417426066582,0.0001867306673225,0.0001459236888481,0.0001151893189845,9.117002152816868e-05,7.257443640061022e-05,5.7852931507959744e-05
60,60,0.02,1700,2,100000.0,1.75971452816092,,2835.1,0.5702949231887136,1700.0,0.083604429599245,0.0168106251596345,0.0072123210027189,8212246893917.474,9409866232613.771,7071657047540.047,5337960481046.357,4123232294654.3975,3222166316016.2314,2543515357421.662,2013141078856.1587,1602528734160.285,1277460627942.7185,20.45707114236277,11.673483161138048,168098157520387.94,192612472158777.8,144751191198111.8,109263802388252.14,84399283255028.1,65955179860429.98,52063734898675.695,41207395558817.31,32802487682797.92,26148602280949.227,0.0005986947935445,0.0006860044509364,0.0005155427388855,0.0003891516158039,0.0003005946775921,0.0002349045544115,0.0001854290818894,0.000146763376473,0.0001168286367958,9.313030121805062e-05,0.0003882400138951,0.0004448583492548,0.000334317789743,0.0002523560090318,0.0001949288403098,0.0001523302832296,0.0001202465598591,9.517272562846749e-05,7.576072493370925e-05,6.039289105035896e-05
61,61,0.02,1720,2,100000.0,1.77259284131932,,2810.5,0.5801528890107036,1720.0,0.0810824650327503,0.0163662130595477,0.0071685405490034,8064125157248.781,9514507379775.54,7193895823732.725,5430231041140.186,4194505387547.388,3277863822910.475,2587481884987.738,2047939698207.784,1630229618120.077,1299542471383.976,21.23892764529169,12.322214785672164,171278785520843.06,202084322485023.56,152795463342334.84,115335930393891.44,89089612900409.73,69620513539047.73,54957077944097.86,43497418193422.74,34625423547738.78,27601761119905.645,0.0005932349379477,0.0006999318692332,0.0005292167791763,0.0003994733107331,0.0003085675252778,0.0002411350647053,0.0001903473254134,0.0001506560669751,0.0001199273507649,9.560045043186492e-05,0.0003843940147791,0.000453529628948,0.0003429126462777,0.0002588437394483,0.0001999401961764,0.0001562464880217,0.0001233379356772,9.761948720649704e-05,7.770843032585643e-05,6.194551029534463e-05
62,62,0.02,1740,2,100000.0,1.7840729127297,,2830.3,0.5994325313113434,1740.0,0.0791511002799097,0.0159569068586163,0.0069036823718257,8152282425834.271,9830693513506.031,7432963388260.658,5610688493074.175,4333897201381.014,3386793801909.091,2673469089648.592,2115996835529.0425,1684405412984.875,1342728870137.4094,22.105759052780048,13.250633744444348,180208618924443.1,217310393408887.3,164307858431109.9,124025931847999.08,95802081972332.64,74866080656110.55,59097826500221.79,46774737117888.55,37234280821888.61,29681419587555.336,0.0006048300885388,0.0007293539302968,0.0005514627277854,0.0004162654138767,0.0003215383485393,0.0002512713235473,0.0001983486908002,0.0001569889862163,0.0001249685697642,9.961907340637734e-05,0.0003916974936376,0.0004723410952689,0.0003571359500814,0.0002695800397388,0.0002082332999264,0.0001627272675773,0.0001284537368841,0.0001016685406279,8.093161449426915e-05,6.451488130504016e-05
63,63,0.02,1760,2,100000.0,1.79717806739436,,2833.1,0.6149229123917642,1760.0,0.0823035637659131,0.0160507944207412,0.0069975560900905,7993997861092.935,10023243471985.754,7625044113657.877,5755678459986.912,4445892656592.455,3474314455013.468,2742556189267.268,2170677880742.9272,1727933383820.8572,1377427323757.5515,21.542882995168963,13.239278657644707,172110622549381.2,215800242119608.62,164167055354794.3,123919648235554.44,95719984694771.2,74801924415692.6,59047182813095.375,46734653661485.81,37202373027981.61,29655984193124.137,0.0005979652162579,0.0007497563865388,0.0005703668216614,0.0004305349557057,0.000332560654888,0.0002598848824505,0.0002051480665007,0.0001623705548761,0.0001292524813603,0.0001030340064936,0.0003873905580718,0.0004857281612747,0.0003695109938531,0.0002789212018117,0.0002154487488353,0.0001683658963927,0.0001329047606923,0.0001051914361533,8.37359590909286e-05,6.675037308316017e-05
64,64,0.02,1780,2,100000.0,1.80879698312742,,2867.3,0.6380444911694386,1780.0,0.0817141201791855,0.0162006245321362,0.0073696159856478,8039360588734.927,10336320756944.908,7911751690501.039,5972096437345.946,4613061671155.042,3604951375107.328,2845678430615.6963,2252297053828.1187,1792905020186.1226,1429219660219.5427,21.926828503662836,13.990299336085355,176277771634675.47,226642849244582.75,173479711767458.4,130949201785758.92,101149864199897.12,79045191248882.27,62396735038940.67,49385756656381.31,39312741134399.85,31338270512831.195,0.0006059910280302,0.0007791313217531,0.0005963721228234,0.0004501647636795,0.0003477234232268,0.0002717340720929,0.0002145015861122,0.0001697736769005,0.0001351456181559,0.0001077317383164,0.0003928403831345,0.0005050804926015,0.0003866048214975,0.0002918242846142,0.0002254155531795,0.0001761546162468,0.0001390530245063,0.000110057662894,8.760964100065588e-05,6.983829033504243e-05
65,65,0.02,1800,2,100000.0,1.82212538377739,,2864.0,0.6525900880134935,1800.0,0.0855081265961416,0.0158062893027845,0.0071732939686305,7961599073764.619,10506700417017.242,8092117091367.317,6108243223806.298,4718226336337.557,3687133997276.2383,2910551792540.1807,2303643010687.632,1833778147317.9165,1461801797150.225,21.12054359434728,13.778305032011076,168095321390535.16,221830711015378.38,170850982396937.34,128964935099623.66,99617145381440.08,77847423430862.58,61451240442769.4,48637416762999.1,38717037139951.12,30863403271704.81,0.0006044846417866,0.0007977215354725,0.0006143942260782,0.0004637685448461,0.0003582314721407,0.0002799457562372,0.0002209837297023,0.0001749041627464,0.0001392296592967,0.0001109873440657,0.0003921854070206,0.0005175561518879,0.0003986146759882,0.0003008897876814,0.0002324180731769,0.0001816268483333,0.0001433726979763,0.0001134765972772,9.033122899411428e-05,7.200781243658932e-05
66,66,0.02,1820,2,100000.0,1.83387836960085,,2882.0,0.6716578990590949,1820.0,0.0812454483105511,0.0155349403227389,0.0074343653834298,7925563208897.32,10746526384945.52,8328557948332.776,6286717935193.128,4856086610197.256,3794867129683.887,2995594229803.5635,2370952383678.6045,1887358696356.057,1504513693892.3726,22.59862943682241,15.1880100992981,179218519171717.6,243008161588769.7,188331325231296.47,142159774529430.22,109809313017925.28,85812257061034.27,67738525042869.52,53613675650522.3,42678308379027.67,34021142622427.75,0.000605984982008,0.0008216745518753,0.0006367977777033,0.000480679612847,0.0003712941881286,0.0002901538261309,0.0002290417813352,0.0001812819480074,0.000144306593173,0.0001150344372624,0.0003934766070029,0.0005335276027159,0.0004134838921047,0.0003121136475887,0.0002410877854772,0.000188401934709,0.000148720819257,0.0001177095273491,9.370078522698668e-05,7.469386438023138e-05
67,67,0.02,1840,2,100000.0,1.84743958356864,,2877.4,0.6861976666576355,1840.0,0.0873621056667615,0.0165404256454883,0.0073368766127082,7822653399897.044,10910542899856.404,8508851066554.682,6422810159915.469,4961209129934.705,3877016816615.6406,3060441593293.054,2422277763301.453,1928215443307.956,1537082773313.1035,21.19432229363345,14.543679289363704,165797943898746.2,231244500700882.84,180341623188109.9,136128838148444.23,105150801262099.56,82171787984904.9,64864809630562.1,51339187891453.86,40867738803111.99,32577841608174.688,0.0006105929359129,0.000851616463247,0.000664153719765,0.0005013289368548,0.00038724446725,0.0003026184287638,0.0002388810959799,0.0001890695669975,0.0001505058026241,0.0001199761558284,0.00039132441896,0.0005457945843391,0.0004256511223776,0.0003212979439882,0.0002481820657088,0.0001939458743091,0.0001530970972422,0.0001211732630639,9.6458036603333e-05,7.689181565532629e-05
68,68,0.02,1860,2,100000.0,1.86114008778218,,2876.7,0.7005864259579994,1860.0,0.0843270756081664,0.0157408196170861,0.0072750033071503,7636392042942.192,11069265530136.39,8687271681879.19,6557488946966.873,5065239859676.336,3958313306662.696,3124615459772.677,2473070083631.7373,1968647856941.978,1569313594145.9185,22.091639816500752,15.475335494329974,168681156888196.75,244510300810413.6,191894160129691.7,144849140226928.56,111886675624005.72,87435645542964.38,69019996304711.69,54627934294984.805,43485692739067.234,34664751507299.137,0.0006028290988661,0.0008738256662463,0.0006857872317376,0.000517658749118,0.0003998582004405,0.0003124756338159,0.0002466621817378,0.0001952281393575,0.0001554082355792,0.000123884145088,0.000384821207566,0.0005578142274811,0.0004377782544788,0.0003304519727356,0.0002552529661194,0.0001994715433713,0.0001574589528205,0.0001246255837346,9.920620121657456e-05,7.908252338973587e-05
69,69,0.02,1880,2,100000.0,1.87311874637202,,2869.8,0.7121705420546041,1880.0,0.0838866558933204,0.0155146721015641,0.0072293693156893,7406573637367.883,11181077510257.28,8830914721477.09,6665916273631.094,5148993019054.787,4023763562608.5127,3176280617563.533,2513962013452.752,2001199223173.437,1595262014202.313,22.620599045423205,16.11649014552938,167611497513505.56,253028895284811.25,199844477804564.3,150850347762154.97,116522223752177.4,91058169322240.98,71879546049061.03,56891210213718.71,45287337308937.56,36100937925985.805,0.0005912861493936,0.0008926146678346,0.000704995024277,0.0005321575344542,0.0004110575827034,0.0003212275715455,0.0002535707909899,0.0002006961641691,0.0001597609692111,0.0001273539398693,0.0003759090517414,0.0005674780877251,0.0004481992539994,0.0003383181465672,0.0002613290811625,0.0002042198213787,0.0001612071510352,0.0001275922069852,0.0001015677341724,8.096502652893772e-05
70,70,0.02,1900,2,100000.0,1.88705621453883,,2933.5,0.7425503700073227,1900.0,0.086244140088047,0.0151996673472071,0.0072750911094057,7425503700073.227,11583785772114.232,9207624588090.8,6950271463268.541,5368639175152.943,4195409590541.3735,3311774650232.659,2621202806125.8496,2086566539720.576,1663312828816.4028,22.093688736332776,16.38949811137423,163894981113742.3,255676170537437.97,203229776581040.44,153405702322462.78,118496071345235.69,92600664329264.4,73097161576729.06,57854928333151.02,46054489692961.58,36712475769478.28,0.000599555826517,0.0009353070893666,0.0007434492248811,0.0005611842536199,0.0004334788625718,0.0003387490419821,0.0002674018986265,0.0002116432067604,0.0001684751872512,0.0001343005051397,0.0003794814718319,0.0005919910960579,0.0004705570250716,0.0003551946576347,0.0002743651041345,0.000214407031585,0.000169248736437,0.0001339569595566,0.0001066342935847,8.50038496903745e-05
71,71,0.02,1936,2,100000.0,1.91089411501287,,2934.2,0.7717586991823373,1936.0,0.0839544207764219,0.0156436052506156,0.0073720769057403,6944284775242.672,11962259837326.229,9569807869860.982,7223661424346.678,5579815395088.3,4360436650380.2056,3442043798353.225,2724308208113.6504,2168641944702.368,1728739486168.4355,23.204773246294984,17.893111043463893,161002213169088.16,277343221173690.38,221874576938952.3,167479519366822.06,129367192844243.95,101096077395570.98,79803275253848.97,63162681983427.55,50279642032133.55,40080568737359.12,0.0005719708751839,0.0009852799027952,0.0007882239222361,0.0005949819283976,0.0004595853998199,0.0003591504161801,0.0002835063462236,0.0002243895520559,0.0001786217114099,0.0001423888375651,0.0003591305495259,0.0006186400886476,0.0004949120709181,0.0003735787890156,0.0002885656671562,0.0002255042903779,0.0001780086964753,0.0001408902911565,0.0001121534612322,8.940347087554317e-05
72,72,0.02,1976,2,100000.0,1.93752271021902,,2932.6,0.801436251538506,1976.0,0.0904891064182947,0.0152214167102559,0.0070824566601266,6454767569891.127,12261974648539.14,9937809519077.473,7501443314400.416,5794384098623.396,4528114821192.557,3574405681861.736,2829069967930.9263,2252035866823.2017,1795217203446.2532,21.947733961204023,17.583527148054355,141617727650429.78,269027965365231.7,218035736635874.0,164581814105788.75,127128901280432.95,99346928386507.12,78422531080322.42,62069850832631.88,49409711286032.734,39387100811641.76,0.0005432490376861,0.0010319977994286,0.0008363903733931,0.0006313398302386,0.0004876695483574,0.0003810972265863,0.0003008307310752,0.0002381014530707,0.0001895368507446,0.0001510898739032,0.0003379820446733,0.0006420567771918,0.000520359740992,0.0003927876754584,0.0003034033005945,0.0002370993981132,0.0001871616487761,0.0001481346682017,0.000117920231628,9.400046934050828e-05
73,73,0.02,2016,2,100000.0,1.96452174308398,,2937.9,0.831867879715578,2016.0,0.0910251537714201,0.0157734708816861,0.0071452821670851,5871323495032.55,12511292910922.293,10315161708473.168,7786283354137.81,6014404770343.63,4700053520393.016,3710130743531.478,2936493615395.99,2337548742000.774,1863384050562.8943,22.328314372041355,18.57975710661422,131135925658483.2,279439546883477.84,230388988122016.38,173906526517909.1,134331643880820.8,104975627652370.38,82865716695499.44,65586542586348.19,52209117469585.97,41618655918815.86,0.0005046643130559,0.0010753968926554,0.000886630416817,0.0006692629597908,0.0005169627349666,0.0004039888592754,0.0003189009402422,0.0002524036589809,0.0002009218928431,0.0001601654946507,0.0003110143932259,0.0006627453207875,0.0005464123655429,0.0004124532049582,0.0003185936615222,0.0002489701504288,0.000196532189542,0.0001555512621263,0.0001238240925141,9.870674990453083e-05
74,74,0.02,2056,2,100000.0,1.99424960220818,,2955.1,0.8657329692133257,2056.0,0.0914711326510769,0.0144353102716775,0.0071603747729529,5208249542787.367,12899421241278.55,10735088818245.238,8103260591836.729,6259249367412.345,4891391276055.291,3861169042691.432,3056037381323.04,2432709643489.4453,1939241851037.8496,22.57544264604538,19.544945347924774,117582391213115.42,291219685684079.1,242357322314267.2,182940688456575.88,141309954865496.12,110428941215774.95,87170456251744.5,68993657078174.45,54921296427668.61,43780677579351.49,0.00045702295162,0.0011319218715323,0.0009420020944296,0.0007110596454726,0.000549247995381,0.0004292186962521,0.0003388168823512,0.000268166725269,0.0002134698294634,0.000170168120284,0.0002788506390977,0.0006906373873931,0.000574758631119,0.0004338500634898,0.0003351213631444,0.0002618859891792,0.0002067277011928,0.0001636208038588,0.0001302477220519,0.0001038273656214
75,75,0.02,2096,2,100000.0,2.02210370595017,,2976.0,0.9013373126864928,2096.0,0.0935921610400782,0.0146742550627149,0.006983049905871,4504883888807.092,13195578257730.254,11176582677312.51,8436517246745.572,6516668770723.343,5092555816678.685,4019964414581.758,3181720713783.32,2532757848649.0444,2018995580417.744,22.554716902921736,20.333852047811995,101628592534964.34,297687593979967.6,252139765392868.75,190324855167520.3,147013750305680.72,114886264070137.78,90688980133241.48,71778497728776.34,57138124254351.7,45547828587098.86,0.0004033778198087,0.0011815628815528,0.0010007773040474,0.0007554254488616,0.0005835177345373,0.0004559993361183,0.0003599569980686,0.0002848987002651,0.0002267890503526,0.0001807855775053,0.0002435580552918,0.0007134233552367,0.0006042656833972,0.0004561231287579,0.0003523258783033,0.0002753307347737,0.0002173407216089,0.0001720207953541,0.0001369344008343,0.0001091576718394
76,76,0.02,2136,2,100000.0,2.0503324759798,,2969.4,0.9281426513110022,2136.0,0.09486230809498,0.0153376068018362,0.0071163943297466,3671732328586.325,13458068444009.531,11508968876256.426,8687415216270.981,6710471368978.546,5244005979907.162,4139516224847.0703,3276343559127.8384,2608080850183.9165,2079039538936.6453,22.64938902232033,21.02062528634781,83157593632791.94,304799066652043.2,260655753550712.8,196753052680215.47,151979120820294.7,118766532867865.12,93751988777111.22,74202807260807.78,59067957054637.336,47086200641419.1,0.0003353138473957,0.0012290320493524,0.0010510343042737,0.0007933613780646,0.0006128208080563,0.0004788986950924,0.0003780333062145,0.000299205733394,0.0002381779350813,0.0001898642614171,0.0002003175378233,0.0007342275779674,0.0006278911701238,0.0004739565606741,0.0003661010612899,0.0002860955734838,0.0002258382757058,0.0001787464379465,0.0001422882409715,0.0001134255016997
77,77,0.02,2176,2,100000.0,2.08169409330203,,3019.5,0.9725336361223484,2176.0,0.0929869965717898,0.0152853911531639,0.0072178675625453,2851468621110.7256,13907230996549.582,12059417087917.123,9102914834105.182,7031418189164.58,5494815044091.27,4337500017105.674,3433043735511.89,2732819517503.8,2178475344914.0603,23.47525034315596,22.828282606681285,66932524602789.52,326444441275542.3,283070704322847.94,213672725198536.8,165048483246305.66,128979796727749.23,101814140425798.52,80583837601584.94,64147474124774.4,51135353038966.07,0.0002655199862598,0.0012949985687301,0.0011229358218359,0.0008476354268051,0.0006547440316027,0.0005116602736591,0.000403894658499,0.0003196744718613,0.0002544717467224,0.0002028529226541,0.000160395811669,0.0007822851660534,0.0006783451789554,0.0005120411995986,0.000395519003536,0.0003090846984756,0.0002439854433984,0.0001931095549768,0.0001537217703922,0.0001225397742629
78,78,0.02,2216,2,100000.0,2.11081331072047,,3035.5,1.0061194425752604,2216.0,0.0973302776160379,0.0152462449956499,0.007349840536835,1804978279980.017,14125916973756.656,12475881087933.23,9417277982504.44,7274243569819.133,5684574850550.222,4487292713885.662,3551601632290.6694,2827195633636.482,2253707551368.5835,22.883766096927783,23.01171607229829,41283018633703.14,323084493655068.06,285345279296498.9,215389662436712.0,166374707202716.62,130016195808485.34,102632253682450.38,81231357735212.97,64662922163158.2,51546244001948.17,0.0001713007995316,0.0013406149528565,0.0011840189042322,0.0008937433019043,0.0006903594094837,0.0005394924845896,0.0004258648639415,0.0003370634461241,0.0002683139613622,0.0002138872859257,0.0001023624912085,0.0008010977572848,0.0007075222357786,0.0005340651715232,0.0004125311100548,0.0003223790832378,0.0002544797719009,0.0002014156042176,0.0001603336679465,0.0001278104683986
79,79,0.02,2256,2,100000.0,2.14029939748533,,3064.0,1.043761911963171,2256.0,0.1003534839283474,0.0154631603315639,0.0075537521374317,751508576613.483,14445664861570.283,12942647708343.316,9769611495975.275,7546398623493.725,5897254802591.915,4655178127355.741,3684479549229.993,2932970972616.51,2338026682797.503,22.559614113086084,23.54136294136169,16949781317780.418,325812463108445.9,291912900472885.0,220347157131145.44,170204054066045.06,133008700618693.58,104994478718473.14,83101011183006.78,66151229865226.36,52732652988650.19,7.266609467576855e-05,0.0013968038198786,0.001251471630527,0.0009446592307849,0.0007296887007024,0.0005702269929417,0.0004501260864637,0.0003562657141742,0.0002835996194984,0.0002260722945467,4.2326731411848365e-05,0.0008136138371388,0.0007289603743151,0.0005502475083539,0.0004250309279272,0.000332147267329,0.0002621905862455,0.0002075185581719,0.00016519182676,0.0001316831643923
80,80,0.02,2296,2,100000.0,2.17335195265406,,3035.7,1.0622248680138309,2296.0,0.0991942994004602,0.0151267103737435,0.007338355558788,3441608572.364812,14552480691789.48,13171588363371.5,9942424764609.455,7679885795739.994,6001570504278.144,4737522911341.686,3749653784088.823,2984851879118.8643,2379383704350.9805,23.21070842223713,24.65535832850852,79883360984.36763,337778409100566.75,305726443273505.6,230774153954839.72,178258240715116.6,139302774556073.16,109962898145148.0,87033414899635.08,69281556903108.95,55228002655859.086,3.3893528122972965e-07,0.0014331522693972,0.0012971597182865,0.0009791463679969,0.0007563278034848,0.0005910445490579,0.0004665590599643,0.0003692720810928,0.0002939531297084,0.0002343256265291,1.939898345186065e-07,0.0008202656583039,0.0007424302308736,0.0005604150774981,0.0004328847233238,0.0003382847422931,0.0002670353894916,0.000211353122176,0.0001682442700608,0.0001341164288029
81,81,0.02,2336,2,100000.0,2.20371744188243,,3067.3,1.1012716558371598,2336.0,0.1011607822459154,0.0157699611092122,0.0073278241237585,3568120164.9123983,14867167353801.66,13655768532380.783,10307902698635.816,7962194071702.666,6222184855479.953,4911671585033.734,3887488945105.1743,3094573352902.419,2466848509075.238,23.1979105748584,25.531392692793283,82721712324.65024,344673801352709.3,316589269390636.7,238973835604545.2,184591969168895.44,144252368714282.06,113870011409858.05,90125816205560.3,71743213466749.12,57190319631856.96,3.5776999154894805e-07,0.0014907082981205,0.0013692431775329,0.0010335577533635,0.0007983571107712,0.0006238890284726,0.0004924858525642,0.0003897926142492,0.0003102881716828,0.000247347154651,2.0096333921967115e-07,0.0008373472467485,0.000769118952569,0.0005805607577456,0.0004484459699253,0.0003504453291947,0.0002766347200369,0.0002189507985942,0.0001742922787676,0.0001389376172382
